NONETRACED_RFUNDER_RAW_LSA_MEDIAN.csv,Associated
0.32409696969696966,NO
0.20981060606060606,NO
0.2476651515151515,YES
0.47059242424242426,NO
0.17741363636363636,YES
0.07615606060606062,NO
0.44950454545454543,YES
0.15666363636363634,NO
0.1913378787878788,NO
0.19701515151515153,NO
0.1877878787878788,NO
0.17386212121212125,NO
0.17065606060606062,NO
0.10542878787878787,NO
0.24064242424242427,NO
0.0362,NO
0.01977575757575758,NO
0.0702,YES
0.3189151515151515,YES
0.2756378787878788,YES
0.07150000000000001,YES
0.0413,NO
0.39286363636363636,NO
0.27181666666666665,YES
0.08490151515151516,NO
0.06625,YES
0.10245303030303031,NO
0.305219696969697,NO
0.0967,NO
0.0967,NO
0.09678181818181818,NO
0.1159,YES
0.14901212121212123,NO
0.2637833333333333,YES
0.07085,NO
0.35477272727272724,YES
0.08670606060606062,NO
0.03385,NO
0.2613439393939394,NO
0.0247,NO
0.08575,YES
0.0482,NO
0.21108939393939397,YES
0.0772,NO
0.04417575757575758,NO
0.14420454545454547,NO
0.1291,NO
0.09885,NO
0.08505,NO
0.0842,NO
0.06125,NO
0.13350606060606063,NO
0.24685454545454547,YES
0.15460757575757578,NO
0.1452,YES
0.09935,NO
0.0878,NO
0.5238439393939394,NO
0.027000000000000003,NO
0.07345,NO
0.034925757575757575,NO
0.3950090909090909,NO
0.30549545454545457,NO
0.06465,NO
0.19485,YES
0.1806,YES
0.13955,YES
0.1447,YES
0.1113,NO
0.08765,YES
0.32925303030303027,NO
0.04925,NO
0.046275757575757574,NO
0.10648030303030304,YES
0.3868954545454546,YES
0.14170151515151516,YES
0.06655,YES
0.04425,NO
0.06050303030303031,NO
0.23218787878787883,YES
0.1299,NO
0.053,YES
0.07295,NO
0.12775151515151517,NO
0.13612575757575757,NO
0.12632575757575756,NO
0.10295303030303031,NO
0.11225,YES
0.10837878787878788,NO
0.13115,YES
0.071,NO
0.4913863636363637,YES
0.10245,NO
0.11787575757575758,NO
0.1114,NO
0.059175757575757576,NO
0.07305,YES
0.0558,NO
0.11175454545454547,YES
0.07075,NO
0.03725,NO
0.13420151515151515,NO
0.4131818181818182,NO
0.25159242424242423,NO
0.09985,NO
0.08265,NO
0.08437575757575758,NO
0.09995,NO
0.21308636363636363,YES
0.10225,NO
0.12235,YES
0.12595,NO
0.1018,NO
0.11680151515151516,NO
0.02665,NO
0.0525,NO
0.027999999999999997,NO
0.12383181818181818,NO
0.22643636363636366,NO
0.4206621212121212,NO
0.11667727272727274,YES
0.07225,YES
0.35262575757575754,YES
0.17055151515151518,YES
0.12025,NO
0.08285,YES
0.17261060606060608,NO
0.13835909090909093,NO
0.30937424242424244,NO
0.11199999999999999,NO
0.10592575757575759,NO
0.3218,NO
0.1418287878787879,NO
0.07452575757575758,NO
0.17713787878787882,NO
0.13262727272727273,NO
0.26230909090909094,YES
0.3823515151515151,NO
0.0868,YES
0.06655,NO
0.03675,NO
0.03235,NO
0.17018181818181816,NO
0.06635,NO
0.2872954545454546,NO
0.17772727272727273,NO
0.07302575757575758,NO
0.14095,NO
0.3839181818181818,YES
0.6648000000000001,YES
0.30008030303030303,YES
0.25581666666666664,YES
0.0965,NO
0.22455909090909093,YES
0.10902727272727272,NO
0.07195,NO
0.03845,NO
0.09765,NO
0.1171,NO
0.10235,NO
0.09115,NO
0.0842,NO
0.0602,NO
0.10270151515151515,NO
0.19410151515151516,YES
0.0914,NO
0.12687727272727273,YES
0.12775151515151517,NO
0.10205,NO
0.11550151515151515,NO
0.047627272727272726,NO
0.07075,NO
0.02575,NO
0.08307727272727272,NO
0.27741818181818184,NO
0.07,NO
0.20947575757575757,YES
0.1747,YES
0.13995,YES
0.14890151515151517,YES
0.1103,NO
0.10015,YES
0.45991515151515155,NO
0.07422878787878788,NO
0.0357,NO
0.07672727272727273,NO
0.16702727272727275,NO
0.07135,NO
0.05032575757575758,NO
0.03025,NO
0.2841757575757576,NO
0.07105,NO
0.39409242424242424,YES
0.03035,NO
0.31431969696969697,YES
0.1665060606060606,NO
0.23118787878787883,NO
0.1325530303030303,NO
0.04245,NO
0.05175,NO
0.048775757575757576,NO
0.04875,NO
0.2744939393939394,NO
0.0759,NO
0.1686,YES
0.16515,YES
0.21003030303030304,YES
0.06285,YES
0.09147727272727274,NO
0.0564,YES
0.24646969696969695,NO
0.06860151515151515,NO
0.03770151515151515,NO
0.3683863636363636,YES
0.19276212121212122,YES
0.17498636363636366,YES
0.14235,YES
0.11185,NO
0.28052272727272726,NO
0.40572424242424243,YES
0.2002151515151515,NO
0.17960151515151518,YES
0.1817378787878788,NO
0.31109545454545456,NO
0.0748,NO
0.24036666666666667,NO
0.2041909090909091,NO
0.06480151515151515,YES
0.2634469696969697,NO
0.1487530303030303,YES
0.40948030303030303,NO
0.1948378787878788,YES
0.16203484848484848,NO
0.1384848484848485,NO
0.2951893939393939,NO
0.06757575757575758,NO
0.16995,YES
0.1258,NO
0.30859545454545456,YES
0.1808590909090909,NO
0.07735,NO
0.24793181818181817,YES
0.14567878787878788,NO
0.07675,NO
0.21552575757575756,YES
0.09135,NO
0.11545606060606062,NO
0.34058181818181815,YES
0.11822727272727274,NO
0.3175348484848485,YES
0.0764,NO
0.1632,NO
0.17530151515151515,NO
0.13997575757575756,NO
0.10065151515151516,NO
0.10949999999999999,NO
0.33505151515151516,NO
0.18365,NO
0.08012575757575759,NO
0.13942575757575756,NO
0.09955,NO
0.0892,NO
0.18835,NO
0.09585,NO
0.1897,YES
0.16795,NO
0.15885151515151516,YES
0.0399,NO
0.025775757575757577,NO
0.12375,YES
0.35939696969696966,YES
0.22523636363636365,YES
0.11065,YES
0.06165,NO
0.0237,NO
0.16267727272727273,YES
0.3588242424242425,NO
0.1304,YES
0.05475,NO
0.1485530303030303,NO
0.10305,NO
0.11755151515151516,NO
0.0228,NO
0.08975,YES
0.09785757575757575,NO
0.17287878787878788,YES
0.11423030303030303,NO
0.15625606060606062,YES
0.15772878787878788,NO
0.10555,NO
0.2679621212121212,NO
0.05775,NO
0.1215,YES
0.09795,NO
0.21263636363636365,YES
0.25604242424242424,NO
0.0823,NO
0.23192878787878787,YES
0.0881,NO
0.08245,NO
0.20985,YES
0.09920151515151515,NO
0.19013636363636366,NO
0.2369,YES
0.0795,NO
0.33740909090909094,YES
0.11067878787878788,NO
0.1122,NO
0.433160606060606,NO
0.06385,NO
0.08875,NO
0.17348181818181818,NO
0.4008818181818182,NO
0.17785,NO
0.09813030303030304,NO
0.13315,NO
0.17908181818181818,NO
0.09577575757575758,NO
0.21777727272727274,NO
0.13830303030303032,NO
0.24645454545454548,YES
0.36101818181818185,NO
0.16195,YES
0.030925757575757575,NO
0.0092,NO
0.042351515151515154,YES
0.09835,YES
0.06255,YES
0.0263,YES
0.01945,NO
0.0049,NO
0.07535151515151516,YES
0.16366060606060606,NO
0.0217,YES
0.08757878787878788,NO
0.0855,NO
0.09422575757575759,NO
0.08925,NO
0.0316,NO
0.23411515151515153,YES
0.0307,NO
0.09937727272727273,YES
0.06735,NO
0.0606,YES
0.0075,NO
0.05842727272727273,NO
0.0349,NO
0.0175,NO
0.0336,YES
0.03405151515151515,NO
0.03185,YES
0.4693818181818182,YES
0.15288787878787882,YES
0.24988181818181818,NO
0.19861212121212124,NO
0.20931363636363637,NO
0.21923939393939396,NO
0.39242727272727274,YES
0.19222575757575758,YES
0.19898787878787882,NO
0.17426363636363634,NO
0.21978939393939395,NO
0.16986363636363636,NO
0.22776212121212125,NO
0.26181818181818184,NO
0.2313909090909091,NO
0.23916969696969698,YES
0.19901515151515153,NO
0.18913181818181818,YES
0.06603030303030304,NO
0.39925,YES
0.14006212121212122,NO
0.17221212121212123,NO
0.19028939393939395,NO
0.18416212121212122,NO
0.19601363636363636,NO
0.2527893939393939,NO
0.18863636363636366,NO
0.24676969696969697,NO
0.04195,NO
0.0336,NO
0.21400606060606062,YES
0.26982121212121213,YES
0.16131212121212124,YES
0.16587575757575757,YES
0.0434,NO
0.04900151515151515,NO
0.2728,YES
0.0469,NO
0.18855,YES
0.03825,NO
0.21270606060606062,NO
0.09335,NO
0.1012,NO
0.06472727272727273,NO
0.0866530303030303,YES
0.23561969696969695,NO
0.1501,YES
0.04105,NO
0.1287530303030303,YES
0.21158939393939397,NO
0.09255454545454547,NO
0.2496348484848485,NO
0.05885,NO
0.1483,YES
0.13105,NO
0.5603378787878788,YES
0.0589,NO
0.0540030303030303,NO
0.3047590909090909,YES
0.24706363636363637,YES
0.5245924242424242,YES
0.12335,YES
0.1399030303030303,NO
0.14158333333333334,NO
0.21993181818181817,YES
0.24581515151515151,NO
0.15367575757575758,YES
0.22864242424242426,NO
0.35627424242424244,NO
0.08815,NO
0.31447272727272724,NO
0.1307333333333333,NO
0.076,YES
0.24864545454545456,NO
0.1436530303030303,YES
0.42415757575757573,NO
0.27566969696969695,YES
0.1067,NO
0.0923,NO
0.32444242424242425,NO
0.08125151515151516,NO
0.15195,YES
0.11705,NO
0.1674560606060606,YES
0.29437272727272723,NO
0.31252575757575757,NO
0.3084545454545455,YES
0.08872575757575758,YES
0.44070909090909094,YES
0.3542439393939394,YES
0.12865151515151516,NO
0.31594848484848487,NO
0.1686,YES
0.10055454545454547,NO
0.42232272727272724,YES
0.0511,NO
0.08172575757575758,NO
0.08097878787878787,NO
0.03145,NO
0.15473030303030302,NO
0.0841,YES
0.3790530303030303,NO
0.1711,YES
0.11137727272727274,NO
0.1257,YES
0.2922454545454546,NO
0.11808030303030304,NO
0.18095,NO
0.30544696969696966,NO
0.40744848484848484,YES
0.32961666666666667,NO
0.129,YES
0.45211666666666667,NO
0.0366,NO
0.17742727272727274,YES
0.05455,YES
0.03325,YES
0.14705,YES
0.0332,NO
0.04295151515151515,NO
0.2690257575757576,YES
0.3077257575757576,NO
0.18777575757575757,YES
0.11218181818181819,NO
0.14295,NO
0.07072575757575758,NO
0.07485,NO
0.05235,NO
0.05155,YES
0.47504242424242427,NO
0.19875454545454546,YES
0.03195,NO
0.12250151515151515,YES
0.14718333333333333,NO
0.04065,NO
0.15675,NO
0.05475,NO
0.151,YES
0.18663181818181818,NO
0.2813318181818182,YES
0.06512575757575757,NO
0.04525,NO
0.08927878787878787,YES
0.34496666666666664,YES
0.26891363636363635,YES
0.0771,YES
0.10003030303030302,NO
0.4367909090909091,NO
0.4806378787878788,YES
0.09855,NO
0.0563,YES
0.0709,NO
0.36682424242424244,NO
0.1668530303030303,NO
0.12615,NO
0.18338484848484848,NO
0.1133,YES
0.438460606060606,NO
0.13725,YES
0.0754,NO
0.32961969696969695,YES
0.0603,NO
0.09580151515151515,NO
0.08812575757575758,NO
0.0812030303030303,NO
0.09115151515151515,YES
0.0593,NO
0.06792575757575758,YES
0.08277727272727273,NO
0.06665151515151516,NO
0.14972727272727274,YES
0.16425,YES
0.2418060606060606,YES
0.15237727272727272,YES
0.11723181818181819,NO
0.37293333333333334,NO
0.14585,YES
0.10695151515151516,NO
0.19740454545454547,YES
0.08982727272727273,NO
0.0724,NO
0.13513333333333333,NO
0.042675757575757575,NO
0.13670454545454547,NO
0.21503181818181819,YES
0.2779939393939394,NO
0.2864,YES
0.0446,NO
0.36606363636363637,YES
0.22778939393939396,NO
0.07305,NO
0.2098560606060606,NO
0.18103636363636366,NO
0.13152575757575757,YES
0.31186969696969696,NO
0.11725,YES
0.044500000000000005,NO
0.04242727272727273,NO
0.09177727272727274,NO
0.36297575757575756,NO
0.04137575757575757,NO
0.04785,NO
0.04815,NO
0.02175,NO
0.1296,NO
0.1933378787878788,NO
0.03925,NO
0.06775151515151516,NO
0.21125,YES
0.17597575757575756,YES
0.2575060606060606,YES
0.0383,NO
0.03555,NO
0.03985,NO
0.02655,NO
0.07755,NO
0.046075757575757575,NO
0.038301515151515156,NO
0.03725,NO
0.05827575757575758,NO
0.02705,NO
0.08425,NO
0.02705,NO
0.11282575757575758,NO
0.19831363636363636,YES
0.34904545454545455,YES
0.17547878787878787,NO
0.21901363636363635,NO
0.12403333333333333,NO
0.046301515151515156,NO
0.34631818181818186,YES
0.06245,YES
0.08627878787878787,NO
0.19716212121212123,NO
0.07968030303030303,NO
0.20283636363636365,NO
0.24971666666666664,NO
0.18126060606060607,NO
0.18416060606060608,NO
0.19920454545454547,YES
0.3631833333333333,NO
0.09832575757575758,YES
0.07740606060606062,NO
0.35341666666666666,YES
0.24081969696969696,NO
0.23996818181818186,NO
0.3466575757575757,NO
0.20406363636363634,NO
0.16103636363636364,NO
0.27489545454545455,NO
0.18498939393939395,NO
0.15076060606060607,NO
0.0208,NO
0.014125757575757576,NO
0.06015,YES
0.22005757575757579,YES
0.2954651515151515,YES
0.0647,YES
0.032475757575757574,NO
0.03725303030303031,NO
0.29691969696969694,YES
0.05545,NO
0.06945,YES
0.0498,NO
0.11400151515151515,NO
0.0863,NO
0.09025,NO
0.0102,NO
0.10615,YES
0.08565757575757577,NO
0.44195151515151515,YES
0.05195,NO
0.20953181818181818,YES
0.0213,NO
0.01935,NO
0.1598848484848485,NO
0.05652878787878788,NO
0.06795,YES
0.0404,NO
0.26049545454545453,YES
0.49865757575757574,YES
0.20259393939393938,YES
0.25698333333333334,NO
0.19896212121212123,NO
0.22711818181818186,NO
0.15198484848484847,NO
0.4463333333333333,YES
0.23192727272727273,YES
0.14645909090909093,NO
0.15691060606060606,NO
0.1772878787878788,NO
0.16653636363636365,NO
0.20068636363636366,NO
0.38683181818181817,NO
0.19478787878787882,NO
0.2159909090909091,YES
0.15951212121212122,NO
0.23028181818181817,YES
0.06788030303030303,NO
0.42035,YES
0.14813787878787882,NO
0.15226212121212124,NO
0.16678787878787882,NO
0.19966363636363635,NO
0.20296666666666666,NO
0.21721212121212125,NO
0.16246060606060606,NO
0.23004393939393938,NO
0.06947575757575758,NO
0.03295,NO
0.23136818181818186,NO
0.2296121212121212,NO
0.12280757575757575,NO
0.0613,NO
0.11560757575757576,NO
0.11920757575757576,NO
0.09605,NO
0.24231363636363634,YES
0.04225,NO
0.40118030303030305,YES
0.31746969696969696,NO
0.17695454545454548,NO
0.1252,NO
0.08585151515151515,NO
0.04915,NO
0.24956666666666666,NO
0.06665,NO
0.1036,NO
0.21231363636363637,NO
0.06135,YES
0.08135151515151515,YES
0.09420151515151515,YES
0.14938030303030303,YES
0.0689,NO
0.048499999999999995,YES
0.10495454545454547,NO
0.18817575757575758,YES
0.2137939393939394,YES
0.17902878787878787,NO
0.22313939393939397,NO
0.07037878787878787,NO
0.07177878787878789,NO
0.31744848484848487,YES
0.24767727272727275,YES
0.09280454545454547,NO
0.1751621212121212,NO
0.0625530303030303,NO
0.19111363636363635,NO
0.20446212121212123,NO
0.30087272727272724,NO
0.19436212121212124,NO
0.07820151515151515,YES
0.24609696969696968,NO
0.19712575757575757,YES
0.03917727272727273,NO
0.31521363636363636,YES
0.1597878787878788,NO
0.16021363636363636,NO
0.3713348484848485,NO
0.13945757575757578,NO
0.10980757575757576,NO
0.20771363636363635,NO
0.12353333333333333,NO
0.12935909090909092,NO
0.0711,NO
0.03065,NO
0.19541212121212123,NO
0.4146575757575758,NO
0.05125,NO
0.07725,NO
0.07645,NO
0.20641515151515152,NO
0.10280151515151516,NO
0.21913787878787883,YES
0.067,NO
0.33029393939393936,YES
0.19008181818181819,NO
0.12682575757575756,NO
0.1088,NO
0.04035,NO
0.0486,NO
0.0431,NO
0.08620454545454546,NO
0.2430878787878788,NO
0.08565454545454546,NO
0.06375151515151516,YES
0.0525,YES
0.0921530303030303,YES
0.13655,YES
0.09685,NO
0.05755,YES
0.22684242424242426,NO
