NONETRACED_RFUNDER_MULTI_LSA_MEDIAN.csv,Associated
0.2093467741935484,YES
0.14343709677419353,YES
0.2521741935483871,YES
0.22508870967741937,NO
0.09897903225806451,YES
0.09880806451612903,NO
0.0877725806451613,NO
0.11533709677419354,NO
0.12006451612903225,NO
0.24351129032258068,NO
0.1121225806451613,NO
0.12007903225806452,NO
0.06695,NO
0.20964032258064522,NO
0.5695774193548386,NO
0.19559354838709678,YES
0.14139354838709678,NO
0.09486451612903227,YES
0.07461451612903226,NO
0.03675,NO
0.03235,NO
0.13425806451612904,NO
0.06635,NO
0.08275,NO
0.27596774193548385,NO
0.18641774193548383,NO
0.14095,NO
0.29887419354838707,YES
0.26157419354838707,YES
0.24705,YES
0.16173064516129032,YES
0.13682258064516128,NO
0.16590806451612902,YES
0.4975903225806452,NO
0.16872419354838708,NO
0.046514516129032256,NO
0.09765,NO
0.2541967741935484,NO
0.10235,NO
0.09115,NO
0.0842,NO
0.0602,NO
0.16013064516129033,NO
0.2999177419354838,YES
0.0914,NO
0.2009241935483871,YES
0.16098709677419354,NO
0.10205,NO
0.10841451612903226,NO
0.0249,NO
0.07075,NO
0.03381451612903226,NO
0.06035,NO
0.1359225806451613,NO
0.1506451612903226,NO
0.20996451612903225,YES
0.49728064516129034,YES
0.21253064516129033,YES
0.14181451612903226,YES
0.18288064516129032,NO
0.10821451612903227,YES
0.08259354838709677,NO
0.03635,NO
0.0357,NO
0.062064516129032264,NO
0.20075161290322585,NO
0.07941451612903226,NO
0.04275,NO
0.046379032258064515,NO
0.0266,NO
0.09524354838709678,NO
0.25210806451612905,YES
0.03035,NO
0.12541451612903226,YES
0.11396451612903226,NO
0.1024,NO
0.11031451612903226,NO
0.04245,NO
0.2856209677419355,NO
0.0412,NO
0.06487903225806452,NO
0.2786483870967742,NO
0.08396451612903226,NO
0.1686,YES
0.34256935483870965,YES
0.16506451612903225,YES
0.06285,YES
0.06875,NO
0.11285161290322582,YES
0.05756451612903226,NO
0.05345,NO
0.03061451612903226,NO
0.3434596774193548,YES
0.12800161290322581,YES
0.08554354838709677,YES
0.16654354838709678,YES
0.11991451612903227,NO
0.05325,NO
0.22781612903225806,YES
0.10515161290322583,NO
0.2047725806451613,YES
0.16585322580645165,NO
0.1307435483870968,NO
0.10705806451612904,NO
0.09789354838709677,NO
0.0451,NO
0.04965,YES
0.051814516129032255,NO
0.24748225806451615,YES
0.541933870967742,NO
0.09024354838709678,YES
0.07967903225806451,NO
0.1206451612903226,NO
0.17544354838709678,NO
0.06,NO
0.20220806451612902,YES
0.14999354838709678,NO
0.16050161290322584,YES
0.08995,NO
0.08541451612903227,NO
0.20394354838709677,YES
0.22876774193548385,NO
0.07675,NO
0.21601451612903225,YES
0.12360806451612905,NO
0.07097903225806453,NO
0.2724,YES
0.12775806451612903,NO
0.22711451612903225,YES
0.0764,NO
0.1632,NO
0.16015,NO
0.19691612903225808,NO
0.0855,NO
0.11756451612903225,NO
0.11828709677419355,NO
0.6271983870967742,NO
0.5483564516129031,NO
0.13185,NO
0.09955,NO
0.09726451612903227,NO
0.18835,NO
0.10391451612903227,NO
0.2300225806451613,YES
0.16795,NO
0.2888612903225807,YES
0.0399,NO
0.05045806451612904,NO
0.14794354838709678,YES
0.16389354838709677,YES
0.11966451612903227,YES
0.3122629032258064,YES
0.06165,NO
0.0237,NO
0.14801451612903224,YES
0.1164,NO
0.23523870967741936,YES
0.11926612903225808,NO
0.13437903225806452,NO
0.11111451612903227,NO
0.11852903225806452,NO
0.03086451612903226,NO
0.08975,YES
0.03016451612903226,NO
0.17532258064516132,YES
0.20636129032258066,NO
0.20855322580645164,YES
0.12791451612903226,NO
0.10555,NO
0.15481451612903224,NO
0.08194354838709678,NO
0.1940806451612903,YES
0.15440161290322582,NO
0.1957741935483871,YES
0.08986451612903226,NO
0.09036451612903226,NO
0.25856612903225806,YES
0.5639064516129032,NO
0.13083709677419353,NO
0.22597903225806454,YES
0.10824354838709677,NO
0.0765,NO
0.2369,YES
0.0795,NO
0.2465,YES
0.08086451612903227,NO
0.12026451612903226,NO
0.10935806451612903,NO
0.06385,NO
0.09681451612903226,NO
0.1053,NO
0.13108709677419356,NO
0.6213983870967743,NO
0.512841935483871,NO
0.13315,NO
0.12702903225806453,NO
0.11239354838709678,NO
0.19505,NO
0.10800000000000001,NO
0.201,YES
0.18726451612903225,NO
0.19420806451612904,YES
0.18464032258064522,NO
0.0092,NO
0.0272,YES
0.316091935483871,YES
0.09480806451612903,YES
0.0263,YES
0.01945,NO
0.05328709677419355,NO
0.0602,YES
0.16243870967741936,NO
0.0217,YES
0.15453870967741937,NO
0.0855,NO
0.3931016129032258,NO
0.08925,NO
0.0316,NO
0.22776129032258066,YES
0.1677967741935484,NO
0.5363274193548386,YES
0.502833870967742,NO
0.0606,YES
0.02362903225806452,NO
0.07602258064516129,NO
0.051029032258064516,NO
0.16266129032258064,NO
0.05779354838709677,YES
0.043093548387096774,NO
0.05604354838709678,YES
0.1512,YES
0.04022903225806452,YES
0.18976451612903225,NO
0.2386903225806452,NO
0.24230483870967745,NO
0.1156225806451613,NO
0.20840967741935484,YES
0.21690806451612904,YES
0.07826451612903226,NO
0.4411258064516129,NO
0.10810806451612903,NO
0.4851129032258066,NO
0.22751774193548385,NO
0.08,NO
0.507783870967742,NO
0.07445806451612905,YES
0.06362903225806452,NO
0.12901451612903225,YES
0.4968709677419355,NO
0.6331209677419355,YES
0.13175322580645166,NO
0.08325806451612904,NO
0.05441451612903226,NO
0.19198225806451616,NO
0.07577903225806452,NO
0.12497903225806452,NO
0.09919354838709676,NO
0.10625161290322582,NO
0.14678870967741936,NO
0.0336,NO
0.24210967741935485,YES
0.07382903225806452,YES
0.048164516129032255,YES
0.16636451612903225,YES
0.0434,NO
0.05804354838709677,NO
0.3131225806451613,YES
0.054964516129032255,NO
0.18855,YES
0.03825,NO
0.1521,NO
0.11754354838709677,NO
0.1012,NO
0.042,NO
0.06441451612903226,YES
0.03865,NO
0.6339709677419355,YES
0.06524354838709678,NO
0.10651451612903226,YES
0.06765,NO
0.0471,NO
0.1753435483870968,NO
0.11530161290322583,NO
0.1483,YES
0.13911451612903225,NO
0.18155,YES
0.13148064516129032,NO
0.0237,NO
0.26223709677419355,YES
0.19134516129032259,YES
0.12454354838709678,YES
0.1636725806451613,YES
0.12572903225806453,NO
0.06631451612903226,NO
0.15175,YES
0.23946129032258065,NO
0.16222903225806454,YES
0.11891612903225807,NO
0.17030161290322582,NO
0.08815,NO
0.10332903225806452,NO
0.0474,NO
0.10019354838709676,YES
0.06829354838709678,NO
0.22625322580645166,YES
0.2516258064516129,NO
0.10289354838709677,YES
0.11476451612903227,NO
0.1648806451612903,NO
0.17439354838709678,NO
0.07416451612903227,NO
0.19227258064516128,YES
0.14930806451612905,NO
0.12297903225806452,YES
0.11548709677419355,NO
0.05495,NO
0.4888064516129033,YES
0.19405322580645165,YES
0.11592903225806452,YES
0.2374306451612903,YES
0.11349999999999999,NO
0.09722903225806452,NO
0.1686,YES
0.17606774193548386,NO
0.20311451612903225,YES
0.16400322580645166,NO
0.2676983870967742,NO
0.18826129032258065,NO
0.2572564516129033,NO
0.34363548387096776,NO
0.09216451612903226,YES
0.17133064516129032,NO
0.606583870967742,YES
0.24994032258064522,NO
0.1257,YES
0.0877,NO
0.06505,NO
0.18095,NO
0.08575,NO
0.20485806451612903,YES
0.17907903225806454,NO
0.129,YES
0.059643548387096776,NO
0.0366,NO
0.1547,YES
0.17551774193548386,YES
0.10583064516129033,YES
0.20350161290322583,YES
0.07352258064516129,NO
0.035864516129032256,NO
0.28564354838709677,YES
0.05015,NO
0.19632903225806453,YES
0.044000000000000004,NO
0.15907903225806452,NO
0.06315,NO
0.10710806451612903,NO
0.1894467741935484,NO
0.11606612903225808,YES
0.07499354838709676,NO
0.621041935483871,YES
0.4754983870967742,NO
0.11541451612903227,YES
0.06385,NO
0.05677903225806452,NO
0.15675,NO
0.05475,NO
0.151,YES
0.12651451612903225,NO
0.22927903225806454,YES
0.13013064516129033,NO
0.14202419354838708,NO
0.0514,YES
0.20249354838709677,YES
0.16480806451612903,YES
0.0771,YES
0.11151612903225808,NO
0.0277,NO
0.12604354838709678,YES
0.15500161290322584,NO
0.06436451612903227,YES
0.0709,NO
0.17278709677419354,NO
0.13655,NO
0.19873064516129035,NO
0.0849,NO
0.16975161290322582,YES
0.18723870967741937,NO
0.13725,YES
0.5189483870967743,NO
0.2778112903225807,YES
0.06836451612903226,NO
0.1371016129032258,NO
0.09667903225806451,NO
0.0509,NO
0.08406451612903226,YES
0.0593,NO
0.06035,YES
0.16488870967741937,NO
0.05956451612903226,NO
0.19151612903225806,YES
0.16425,YES
0.18926451612903225,YES
0.12965,YES
0.10550161290322582,NO
0.08798709677419356,NO
0.15391451612903226,YES
0.19663870967741937,NO
0.15195,YES
0.09129354838709677,NO
0.0724,NO
0.08405806451612904,NO
0.04316451612903226,NO
0.11544354838709678,NO
0.14685,YES
0.15311612903225807,NO
0.754141935483871,YES
0.5123419354838711,NO
0.2297,YES
0.09191451612903226,NO
0.07305,NO
0.14925,NO
0.0674,NO
0.14007903225806453,YES
0.12296451612903227,NO
0.22208870967741937,YES
0.044500000000000005,NO
0.0197,NO
0.06905,NO
0.12152903225806451,NO
0.0338,NO
0.055914516129032255,NO
0.44331129032258065,NO
0.02175,NO
0.13766451612903224,NO
0.07261451612903226,NO
0.03925,NO
0.06066451612903226,NO
0.23544354838709677,YES
0.17646451612903225,YES
0.22109354838709677,YES
0.062493548387096774,NO
0.03555,NO
0.14468870967741937,NO
0.13138870967741936,NO
0.27916290322580645,NO
0.06269354838709677,NO
0.031214516129032262,NO
0.03725,NO
0.19586129032258065,NO
0.02705,NO
0.08425,NO
0.05124354838709677,NO
0.11331451612903226,NO
0.06195,YES
0.24933870967741936,YES
0.3634064516129033,NO
0.26813387096774194,NO
0.10521612903225808,NO
0.03921451612903226,NO
0.18869354838709676,YES
0.18341774193548385,YES
0.23388387096774194,NO
0.57595,NO
0.11535967741935485,NO
0.5730709677419354,NO
0.10724354838709677,NO
0.09939354838709677,NO
0.23939032258064522,NO
0.6376209677419356,YES
0.03791451612903226,NO
0.5342983870967742,YES
0.48454193548387103,NO
0.6706209677419355,YES
0.0841725806451613,NO
0.1952467741935484,NO
0.07735161290322583,NO
0.5515709677419355,NO
0.11998064516129033,NO
0.07841451612903226,NO
0.05717903225806452,NO
0.5124419354838711,NO
0.0208,NO
0.02267903225806452,NO
0.06015,YES
0.16042903225806454,YES
0.14395,YES
0.12921612903225807,YES
0.0249,NO
0.00695,NO
0.09995,YES
0.06351451612903226,NO
0.13396612903225807,YES
0.0498,NO
0.09885,NO
0.0863,NO
0.09025,NO
0.01826451612903226,NO
0.10615,YES
0.03409354838709677,NO
0.34615483870967745,YES
0.05195,NO
0.16554354838709678,YES
0.0213,NO
0.04354354838709677,NO
0.06946451612903226,NO
0.01865,NO
0.08407903225806451,YES
0.0807225806451613,NO
0.0962725806451613,YES
0.20515806451612903,YES
0.02932903225806452,YES
0.28655322580645165,NO
0.2712983870967742,NO
0.4969129032258066,NO
0.06156451612903226,NO
0.12912903225806452,YES
0.3382322580645162,YES
0.23296935483870967,NO
0.47826935483870975,NO
0.05656451612903225,NO
0.488383870967742,NO
0.5064048387096775,NO
0.1089725806451613,NO
0.533741935483871,NO
0.17786774193548385,YES
0.04636451612903226,NO
0.17016451612903224,YES
0.5067854838709678,NO
0.6542209677419355,YES
0.16451129032258066,NO
0.45040483870967746,NO
0.12670967741935485,NO
0.2003967741935484,NO
0.14920322580645165,NO
0.14438709677419354,NO
0.07252903225806452,NO
0.476133870967742,NO
0.08609354838709676,NO
0.10553064516129032,NO
0.09793709677419354,NO
0.1648516129032258,NO
0.07930806451612904,NO
0.0613,NO
0.047914516129032254,NO
0.09183709677419355,NO
0.10411451612903226,NO
0.13820806451612905,YES
0.05031451612903226,NO
0.1384725806451613,YES
0.12050000000000001,NO
0.13956451612903226,NO
0.1493935483870968,NO
0.0707,NO
0.16205322580645165,NO
0.13935161290322584,NO
0.07471451612903227,NO
0.539083870967742,NO
0.09207903225806452,NO
0.06135,YES
0.17103870967741935,YES
0.07905,YES
0.10441451612903227,YES
0.07696451612903227,NO
0.048499999999999995,YES
0.059500000000000004,NO
0.2047935483870968,YES
0.09698064516129033,YES
0.5846983870967742,NO
0.1195225806451613,NO
0.10508064516129033,NO
0.0742225806451613,NO
0.09872903225806452,YES
0.35398225806451616,YES
0.515091935483871,NO
0.521691935483871,NO
0.14515322580645165,NO
0.5144274193548387,NO
0.5429274193548387,NO
0.13811612903225806,NO
0.540891935483871,NO
0.280791935483871,YES
0.0264,NO
0.3427758064516129,YES
0.48419193548387107,NO
0.6627209677419355,YES
0.45841935483870977,NO
0.15288225806451616,NO
0.07930161290322582,NO
0.5475709677419355,NO
0.1953403225806452,NO
0.11973709677419354,NO
0.08858709677419355,NO
0.53845,NO
0.0711,NO
0.05484354838709678,NO
0.0742,NO
0.19373870967741938,NO
0.05125,NO
0.07725,NO
0.07645,NO
0.07102903225806452,NO
0.08765,NO
0.17905967741935486,YES
0.067,NO
0.22960967741935484,YES
0.19448064516129032,NO
0.11925,NO
0.1491225806451613,NO
0.04035,NO
0.06472903225806452,NO
0.059229032258064515,NO
0.06494354838709678,NO
0.1546225806451613,NO
0.09665161290322583,NO
0.12118064516129032,YES
0.10895161290322583,YES
0.12636612903225808,YES
0.20913064516129032,YES
0.12910806451612905,NO
0.05755,YES
0.11711612903225807,NO
