NONETRACED_MAX_MULTI_LSA_SUM.csv,Associated
0.42196466209396033,YES
0.6247912420470686,YES
0.5358710110885433,YES
0.582137588051422,YES
0.47299448974946223,NO
0.21806692394751284,NO
0.39754088468653337,YES
0.32080971846891615,NO
0.5002957358356172,YES
0.30691360715413807,NO
0.4828561375076277,NO
0.39087087484168137,NO
0.3540505378986617,NO
0.3627700118357058,NO
0.6301340239357279,YES
0.30475714339509485,NO
0.5238010026421671,YES
0.24035958206757144,NO
0.5222967583026897,YES
0.3290079697561238,NO
0.41348299874952565,NO
0.44947758446416874,NO
0.3161969084715883,NO
0.5167691778144206,YES
0.5382918378976884,NO
0.4119921119455324,YES
0.4727785855150467,NO
0.3731707697260078,NO
0.44834189195156904,NO
0.7455312365038076,NO
0.47184032899214967,NO
0.500490686162195,NO
0.5403184664118266,NO
0.29606017980915367,NO
0.3989994114089104,NO
1.0,YES
0.4403211913490652,NO
0.8254900014433108,YES
0.5386900318380924,NO
0.5529842906322815,NO
0.4442913761218791,NO
0.31841035663853134,NO
0.5267889091012277,NO
0.26574377789155046,NO
0.32655761698593455,NO
0.5469262649870678,NO
0.49705405943285585,NO
0.6990959132143961,YES
0.8019815752892376,YES
0.565676156239306,YES
0.575003223812151,YES
0.5833114715002577,NO
0.5949199596727874,YES
0.44464982268278186,NO
0.3284880944750841,NO
0.27216954229626444,NO
0.3061735299968317,YES
0.561182263153531,YES
0.4524409595189317,YES
0.3532374472908747,YES
0.3249640281569416,NO
0.19654521631460117,NO
0.32472849415298866,YES
0.34230259705567856,NO
0.3254687106932741,YES
0.24017870942186895,NO
0.4087329429789113,NO
0.4337562065788627,NO
0.3185252314436944,NO
0.30488488789531554,NO
0.5331817558924096,YES
0.32183197646713546,NO
0.3754449656412826,YES
0.17937490590197022,NO
0.44090488080397405,YES
0.3671921459178107,NO
0.48062477862788744,NO
0.4263089507823138,NO
0.27781190466771066,NO
0.38645032043333805,YES
0.34191478714720747,NO
0.33090515794379727,YES
0.4342985922110051,NO
0.3372209027171156,NO
0.5282873690470778,NO
0.6383667725102292,NO
0.4740516399534155,NO
0.46139450393864934,NO
0.507185343563827,NO
0.3625234898069112,NO
0.42902359691111525,NO
0.8044825473112873,YES
0.5264820807035347,NO
0.7531730244779973,YES
0.5538605681905322,NO
0.543221906785635,NO
0.44310308976521695,NO
0.29197709482337886,NO
0.4981254267006634,NO
0.30006616277706455,NO
0.37455825759010597,NO
0.5348296576222059,NO
0.44854488002993387,NO
0.5155098061384868,YES
0.602673463104617,YES
0.529840095432738,YES
0.5531465324197955,YES
0.5896950493233385,NO
0.47833464659201763,YES
0.4546385644872658,NO
0.4941770089030646,NO
0.573024333968308,NO
0.23045737386252743,NO
0.2031176116131854,NO
0.48003031022260545,NO
0.37469582859034356,NO
0.3936849010344843,NO
0.5950857789567616,NO
0.12981789172418914,NO
0.3930986329944647,YES
0.5154901763689493,NO
0.23053710092649501,YES
0.12697241143913324,NO
0.19603361109031334,NO
0.1009628971105282,NO
0.2473366526150814,NO
0.3837142790172655,NO
0.31336248590286364,NO
0.20547576254278968,NO
0.05712123552417751,NO
0.29019675603307027,NO
0.7774689876937143,YES
0.614920975774704,YES
0.39932373237046337,YES
0.6222857168477063,YES
0.26187034813663435,NO
0.4877260858706477,YES
0.13720463207737119,NO
0.5602870527406377,NO
0.3326539729503636,NO
0.45526750694934504,NO
0.6806233708598001,NO
0.470996829664452,NO
0.4922107332188179,NO
0.517204122400278,NO
0.34290199032621727,NO
0.4016065932609305,NO
0.9353754767217299,YES
0.46819818206032804,NO
0.7349559478933458,YES
0.5365006736960137,NO
0.551383593271361,NO
0.4479828413977577,NO
0.29582534272009553,NO
0.549057244891457,NO
0.2607598142517378,NO
0.34405889228211595,NO
0.516272021958952,NO
0.46649594419923246,NO
0.6870310851687381,YES
0.7668917709520439,YES
0.5555972801084252,YES
0.5129668101482796,YES
0.5474124560481911,NO
0.5796284853555996,YES
0.4127651067163709,NO
0.3943956613052152,NO
0.26122751383765186,NO
0.349171715485981,NO
0.5491909828597731,NO
0.44461767167563426,NO
0.3922625441951485,NO
0.32404038361633924,NO
0.25206089930409104,NO
0.31186462994992237,NO
0.7282153405696484,YES
0.3345297426202696,NO
0.5067741173148902,YES
0.441423408716217,NO
0.4656135570204035,NO
0.33006823284660725,NO
0.24406122230091423,NO
0.5283481864868993,NO
0.24890071548303075,NO
0.2893988349394937,NO
0.30194583517038165,NO
0.4056437980161297,NO
0.5088340815914971,YES
0.6433288297918481,YES
0.5396622513468636,YES
0.3353091257776437,YES
0.42510674935825166,NO
0.4184407816197897,YES
0.34780041927793903,NO
0.4087361720179238,NO
0.42327832344020055,NO
0.8526231516568349,YES
0.6551572410746865,YES
0.5695187591253745,YES
0.6386884916561747,YES
0.46787767090020005,NO
0.4300369576291774,NO
0.6330869917280615,YES
0.5579836328607732,NO
0.7427382106798353,YES
0.4916070190759314,NO
0.6449799605606569,NO
0.40165107966171676,NO
0.4597999394288036,NO
0.40860633677301894,NO
0.47602813705611957,YES
0.42897462702450595,NO
0.5796452577740683,YES
0.419027746574704,NO
0.5959341102277302,YES
0.5442845858477539,NO
0.4089958192772375,NO
0.7391958387304552,NO
0.5221701520967974,NO
0.7924368379642438,YES
0.6627000671338118,NO
0.6308476880185205,YES
0.5115290282592717,NO
0.3157358063466785,NO
0.4467747626580827,YES
0.3923872222698319,NO
0.2975183580740831,NO
0.5962069756395489,YES
0.3851894155446356,NO
0.3247922154048718,NO
0.7368946489782543,YES
0.24502033980966278,NO
0.6347759649756592,YES
0.20150975925934486,NO
0.43350139126281984,NO
0.42306423118451164,NO
0.2947579014061954,NO
0.30963828885742506,NO
0.4382924953207392,NO
0.30570527287900173,NO
0.4077434864417414,NO
0.1423519293380333,NO
0.3942788119078503,NO
0.31272857211453486,NO
0.2656573372140961,NO
0.48956357168233144,NO
0.295845622943535,NO
0.5085709729882059,YES
0.5344463776605509,NO
0.39681741733422016,YES
0.3608730559529971,NO
0.34361563117851346,NO
0.5739840322394689,YES
0.6717187498656987,YES
0.5650662860148485,YES
0.6930181648776591,YES
0.39818460174438264,NO
0.31549209520795973,NO
0.5248168722538505,YES
0.4942976448713581,NO
0.6772322294425962,YES
0.3506585834140806,NO
0.5814324263303461,NO
0.4415112432234609,NO
0.43390392930606814,NO
0.305995328858226,NO
0.47022362581914523,YES
0.32537564932431895,NO
0.5306608985653612,YES
0.2887828318639619,NO
0.5583951146451718,YES
0.5514544927466609,NO
0.47039488103929894,NO
0.648735588467852,NO
0.4419781297419977,NO
0.6330588363663109,YES
0.6104379777917848,NO
0.5428048729125744,YES
0.48220003859514693,NO
0.32115857083476673,NO
0.40982345217582994,YES
0.21113828898519274,NO
0.24867479890462638,NO
0.5011744061350069,YES
0.36690743295277994,NO
0.34348372841942054,NO
0.5032058433619193,YES
0.09819338054900775,NO
0.527185848594821,YES
0.07896368662218198,NO
0.28268110965484283,NO
0.28922202763067784,NO
0.1601590805815514,NO
0.31248065625595056,NO
0.4170498788727067,NO
0.3230434003983055,NO
0.2700105231826069,NO
0.0038149353647443235,NO
0.2526875884080101,NO
0.3238004358180525,NO
0.26228101685365557,NO
0.3540781589589932,NO
0.3469267203047991,NO
0.4344271730090995,YES
0.4869417546175201,NO
0.28443884517206286,YES
0.1403836558310881,NO
0.08719601704774632,NO
0.11277558134724011,YES
0.2665368670418563,YES
0.21417133229894134,YES
0.17227338958474164,YES
0.17244578309922381,NO
0.02944588552248284,NO
0.11710156440435629,YES
0.09724218463956366,NO
0.1379953052560415,YES
0.07317106939941248,NO
0.21114098372278609,NO
0.18524225563196098,NO
0.13994009273103136,NO
0.10632902564816402,NO
0.32660849177325657,YES
0.12087582316973955,NO
0.15031752720285332,YES
0.05535910944312021,NO
0.1804310571945742,YES
0.07253576178129406,NO
0.2134888435424436,NO
0.1493198935309177,NO
0.07830621711040822,NO
0.1614010990766041,YES
0.14536048770847715,NO
0.1237829107314975,YES
0.5150618060135996,YES
0.380215417787819,YES
0.6921448608229595,NO
0.6100259384754704,NO
0.5368321496504866,NO
0.4896405343172162,NO
0.4494772360067214,YES
0.5861615978846125,YES
0.44647283589514986,NO
0.5595941567217105,NO
0.5571468936075551,NO
0.5090098435279709,NO
0.5943374782036963,NO
0.3952573036506748,NO
0.41446618305264205,NO
0.36146036936535886,YES
0.42665215813751645,NO
0.5021332216473011,YES
0.37358836113098426,NO
0.4786500238124205,YES
0.47306689920703404,NO
0.4765672936492491,NO
0.4340826415155967,NO
0.5531306659906903,NO
0.47390022357726747,NO
0.6463803413503093,NO
0.5356461631129776,NO
0.4985570957865153,NO
0.4628304738489306,NO
0.32656992914907657,NO
0.4395336078264286,YES
0.32563360075738856,YES
0.25059946876965233,YES
0.5864703544135144,YES
0.38999689710258323,NO
0.3132434063778353,NO
0.5990480421302709,YES
0.1788012520215469,NO
0.5951012969284196,YES
0.15092021920389415,NO
0.42536435233387404,NO
0.39019976902846565,NO
0.2799227205011432,NO
0.31864498465312097,NO
0.37875689106544197,YES
0.33574520865782953,NO
0.36483311222933945,YES
0.10104322816740449,NO
0.3524091871688768,YES
0.2726711584070598,NO
0.2709814417835744,NO
0.4420421529903352,NO
0.30577480175500826,NO
0.49962546632027516,YES
0.5132823267516613,NO
0.4628644832957979,YES
0.42757849741571186,NO
0.43245764505534356,NO
0.7985563547336771,YES
0.7234098568343994,YES
0.636846777894129,YES
0.6175148233217366,YES
0.4710831309589273,NO
0.4445955097819788,NO
0.622873076721061,YES
0.6792353022332894,NO
0.7231319271743449,YES
0.5417789212654127,NO
0.6643073154947435,NO
0.43341388198252684,NO
0.4873766295118881,NO
0.4190666111953385,NO
0.5234580508224258,YES
0.43670733916197335,NO
0.5793378253834663,YES
0.42643857695275034,NO
0.6234982790732045,YES
0.6175633518289128,NO
0.5328673775833562,NO
0.7460811952778069,NO
0.5392114403319005,NO
0.7738264226129555,YES
0.6575492852986755,NO
0.6432284275860009,YES
0.3709143916015437,NO
0.31123801053749267,NO
0.6495666594799254,YES
0.4351008806379225,YES
0.4098630601723522,YES
0.4674832170697317,YES
0.4454093902266467,NO
0.38147869218716357,NO
0.44460175878553576,YES
0.25095024926671194,NO
0.5672179642916141,YES
0.22861737915722216,NO
0.3761562834439295,NO
0.2680460362465903,NO
0.20796707067829776,NO
0.3629176184104287,NO
0.3281883978398148,YES
0.3791150123993937,NO
0.4595470987049626,YES
0.22567911626916928,NO
0.46392753404586073,YES
0.3696600377128526,NO
0.2554832857390793,NO
0.5583603153614238,NO
0.3929506315013014,NO
0.5647350191348438,YES
0.5021164956898253,NO
0.45151366779038005,YES
0.4265976361622449,NO
0.2672397057132828,NO
0.38157217170505564,YES
0.19784679780266454,YES
0.18456494727618133,YES
0.4879713069916384,YES
0.30621685487279304,NO
0.2819912568309565,NO
0.48971117825705446,YES
0.08407553414519434,NO
0.5048371352867224,YES
0.06266071002665166,NO
0.3427134748471683,NO
0.28291511044602713,NO
0.18916793077349217,NO
0.2723296236476047,NO
0.3484728724599515,YES
0.29018744060397617,NO
0.26468848612731666,YES
0.0,NO
0.24918507999061398,YES
0.20696853101699883,NO
0.20392793779188975,NO
0.33206675245998774,NO
0.23183459384717528,NO
0.43008307016471803,YES
0.43236391000199015,NO
0.41953366032735073,YES
0.3995112024771701,NO
0.3371679371851093,NO
0.33012540309847904,YES
0.5844214246227418,YES
0.4879148568851579,YES
0.3953853966083428,YES
0.38779520356686625,NO
0.24014072756010132,NO
0.35292388204919833,YES
0.31852829786923165,NO
0.3583543126011297,YES
0.2601813981195332,NO
0.45417207288716954,NO
0.4676197659281235,NO
0.35322034964545523,NO
0.37690906768281807,NO
0.5649751760075991,YES
0.39506718526736795,NO
0.4097929737644298,YES
0.2069610275666313,NO
0.47621909173730026,YES
0.32969624290624855,NO
0.4611731637680544,NO
0.40782353873265975,NO
0.302651391809898,NO
0.4199661889415729,YES
0.37940160703464054,NO
0.3490534490283299,YES
0.35916796074083257,NO
0.3050721024665607,NO
0.39202780002807647,YES
0.34972309132026647,YES
0.4061154235559512,YES
0.4026708752273075,YES
0.35420267442020115,NO
0.25425432278305626,NO
0.26975777538075196,YES
0.13544770962752847,NO
0.4178190638421201,YES
0.08622465706734544,NO
0.24886837863191105,NO
0.28032237796282633,NO
0.1409120334738446,NO
0.3461265458530626,NO
0.4281976598387669,YES
0.36277930403430325,NO
0.4542900838093591,YES
0.008863619167789313,NO
0.42095947851066406,YES
0.3186328815644476,NO
0.26669711100667204,NO
0.30662819727421253,NO
0.3228180181213206,NO
0.3450026079716889,YES
0.48888470688328667,NO
0.23784548481500264,YES
0.22522005842795098,NO
0.2126655547466956,NO
0.34553305312863347,NO
0.4614557627579041,NO
0.2998099768617287,NO
0.3045263948734198,NO
0.23424489724140876,NO
0.1858098695832958,NO
0.37657682512196067,NO
0.3690183881691914,NO
0.32074304694397837,NO
0.3312499449727615,NO
0.5743847583039907,YES
0.4288499024888295,YES
0.45073744398052884,YES
0.20407779772477272,NO
0.24543539909052145,NO
0.22338877515883107,NO
0.23119371090989846,NO
0.2013968822768805,NO
0.32157922866528044,NO
0.26215633877897215,NO
0.20469092021873933,NO
0.3505510959068028,NO
0.25553160517178697,NO
0.42017654108732616,NO
0.28607970806142147,NO
0.4057071940410618,NO
0.3210501076466362,YES
0.4997812964907571,YES
0.5560955974887183,NO
0.5428441556821458,NO
0.41818900949878757,NO
0.35688379894256184,NO
0.45103906874700717,YES
0.3405095976447806,YES
0.35054454490679154,NO
0.5281444085716538,NO
0.41138184680263457,NO
0.5247935256048739,NO
0.48839503124768935,NO
0.30666473884519774,NO
0.363219057332935,NO
0.47119373135273535,YES
0.33574539450180163,NO
0.3950808680298028,YES
0.3152401372429857,NO
0.4493854058540805,YES
0.43969629099337615,NO
0.4197032429517571,NO
0.28952151519147873,NO
0.4880937549386585,NO
0.3889831182355844,NO
0.5137205003765316,NO
0.41465493083665583,NO
0.4212405675182418,NO
0.31341329099869597,NO
0.21767820804967844,NO
0.38986785169455906,YES
0.5501202027195338,YES
0.49453266780438787,YES
0.5140882159055354,YES
0.36969832157107474,NO
0.187040342521591,NO
0.39777857912666026,YES
0.2669297876595561,NO
0.49191157088496806,YES
0.24174395704513937,NO
0.43153541757502756,NO
0.31305949053709214,NO
0.3125505800503977,NO
0.272815582403763,NO
0.5423909286955474,YES
0.2118447748445689,NO
0.48457651838648497,YES
0.18356273719643634,NO
0.5058021533415804,YES
0.2860633305613931,NO
0.32596372934306506,NO
0.3953659294522809,NO
0.33802644341354215,NO
0.4791810265012808,YES
0.45269554253000976,NO
0.35828766430668835,YES
0.5489290357813065,YES
0.3647158911440307,YES
0.681087446488261,NO
0.611834874006963,NO
0.4961404272362425,NO
0.45759610868740896,NO
0.4301313895974255,YES
0.6244709399614091,YES
0.42528125684791485,NO
0.5746046117228102,NO
0.5167943829031165,NO
0.5518142634458637,NO
0.5660164830129434,NO
0.35317272712764225,NO
0.4059489073570821,NO
0.38470243464663145,YES
0.41373302858329075,NO
0.565639382363356,YES
0.3774418126589154,NO
0.4786192201740693,YES
0.47498736435219446,NO
0.44733094720514244,NO
0.3848203061858422,NO
0.554939601522183,NO
0.4396192354365056,NO
0.6280370999391988,NO
0.5085751080165819,NO
0.48571386026433583,NO
0.40657859319504874,NO
0.3189626152316837,NO
0.31384363594624765,NO
0.46380250751372987,NO
0.3473338812168496,NO
0.36071685409457144,NO
0.3774069669141745,NO
0.26439580510198857,NO
0.3237934898996009,NO
0.3683232387921044,YES
0.3232059441822741,NO
0.33859628749254045,YES
0.4345463454561138,NO
0.4639036530954648,NO
0.3401631147895726,NO
0.3558197725116463,NO
0.45738171443526565,NO
0.39629073551770777,NO
0.2902022848912359,NO
0.23931153821824366,NO
0.376333113983242,NO
0.3181647870600932,YES
0.44214360056852453,YES
0.39149226739239984,YES
0.3587461413854942,YES
0.39478632856475504,NO
0.36347310604259364,YES
0.3342895625170178,NO
0.5109034542191844,YES
0.32805370742114237,YES
0.5730993220109907,NO
0.5502680880602148,NO
0.4174737889727296,NO
0.3720924565397482,NO
0.3361329953358041,YES
0.5972704677690452,YES
0.3595206461386048,NO
0.4248272400244357,NO
0.4318456840862015,NO
0.4044371827977338,NO
0.5005461605878226,NO
0.31352832841733447,NO
0.36581081413528327,NO
0.34362722319626404,YES
0.34131088716034896,NO
0.5553850462924558,YES
0.3255110598883827,NO
0.4463378899410162,YES
0.43215523045198434,NO
0.3790228802502984,NO
0.28516377604565524,NO
0.4941020905518715,NO
0.37987004999644247,NO
0.5276666966417508,NO
0.42497998053888386,NO
0.42336906175950606,NO
0.40172639293135026,NO
0.3249959933201172,NO
0.45602893293292934,NO
0.6336376474169558,NO
0.4302534658565016,NO
0.4298780610331582,NO
0.4577018771379462,NO
0.3256811768142083,NO
0.40663678558876637,NO
0.7374719965076201,YES
0.4686791462597403,NO
0.7342879549666604,YES
0.5434155097434161,NO
0.5294040125525522,NO
0.41841327671194084,NO
0.3005760489446119,NO
0.41798425590268906,NO
0.31938543349837134,NO
0.3481088041188971,NO
0.4979630919911633,NO
0.43020684225003825,NO
0.4163581211481078,YES
0.5272796998006569,YES
0.4751488163028279,YES
0.5216306702767167,YES
0.5497628479919663,NO
0.43575077700783904,YES
0.42939879265999004,NO
