LOWERTRACED_MAX_RAW_LSA_MEDIAN.csv,Associated
0.5473584821428572,YES
0.24188794642857142,NO
0.49440848214285715,YES
0.4779415178571429,NO
0.4856915178571429,NO
0.5237915178571428,NO
0.4765415178571429,NO
0.5020446428571429,YES
0.5000415178571429,NO
0.48344464285714284,YES
0.40716651785714286,NO
0.3665665178571429,NO
0.4730245535714286,NO
0.6189995535714286,NO
0.5887495535714287,NO
0.4593245535714286,NO
0.41416651785714287,NO
0.39121651785714284,NO
0.4471745535714286,NO
0.5966008928571429,YES
0.45312455357142856,NO
0.5404008928571429,YES
0.4362361607142857,NO
0.4246861607142857,NO
0.4213361607142857,NO
0.3569665178571429,NO
0.5633495535714286,NO
0.35731651785714286,NO
0.5439995535714286,NO
0.43091651785714286,NO
0.5545495535714287,NO
0.5900508928571429,YES
0.5758008928571429,YES
0.534750892857143,YES
0.5399008928571429,YES
0.4855745535714286,NO
0.4828508928571429,YES
0.4232245535714286,NO
0.33077901785714287,NO
0.32022901785714286,NO
0.3928473214285714,YES
0.5031089285714285,YES
0.44730892857142857,YES
0.40594732142857143,YES
0.32577901785714286,NO
0.31172901785714285,NO
0.4427973214285714,YES
0.5221433035714286,NO
0.3923973214285714,YES
0.4651933035714286,NO
0.3738723214285714,NO
0.38982232142857143,NO
0.3800223214285714,NO
0.35417901785714284,NO
0.4330089285714286,YES
0.35202901785714286,NO
0.45190892857142856,YES
0.35252901785714286,NO
0.44850892857142854,YES
0.49469330357142854,NO
0.5025433035714285,NO
0.5036433035714285,NO
0.44384330357142854,NO
0.41244732142857143,YES
0.4480433035714286,NO
0.4056973214285714,YES
0.3698571428571429,NO
0.3363571428571429,NO
0.5111258928571429,NO
0.5648660714285714,NO
0.5472160714285714,NO
0.4919258928571429,NO
0.3817571428571429,NO
0.3759071428571429,NO
0.4920258928571429,NO
0.49894776785714284,YES
0.4943258928571429,NO
0.5218477678571428,YES
0.46110625000000005,NO
0.43695625000000005,NO
0.43680625000000006,NO
0.3257571428571429,NO
0.5223660714285714,NO
0.32710714285714293,NO
0.5255160714285714,NO
0.4119071428571429,NO
0.5193160714285714,NO
0.49344776785714284,YES
0.47174776785714284,YES
0.49454776785714283,YES
0.5548977678571428,YES
0.5123258928571429,NO
0.48234776785714284,YES
0.4586258928571429,NO
0.54745,NO
0.56695,NO
0.3790200892857143,NO
0.2976803571428572,NO
0.27113035714285716,NO
0.3709700892857143,NO
0.56695,NO
0.54835,NO
0.3769200892857143,NO
0.4623598214285714,YES
0.3842200892857143,NO
0.3777598214285714,YES
0.23792276785714284,NO
0.20812276785714284,NO
0.20372276785714283,NO
0.602,NO
0.26568035714285715,NO
0.58275,NO
0.35433035714285716,NO
0.56545,NO
0.34028035714285715,NO
0.4930598214285714,YES
0.4557598214285714,YES
0.5380098214285713,YES
0.3801098214285714,YES
0.36352008928571433,NO
0.4246098214285714,YES
0.3533200892857143,NO
0.42909285714285716,NO
0.39559285714285713,NO
0.4661209821428572,NO
0.5919883928571428,NO
0.5772383928571427,NO
0.4596209821428572,NO
0.44134285714285715,NO
0.4173428571428571,NO
0.4560209821428572,NO
0.5911151785714286,YES
0.45987098214285715,NO
0.5163151785714286,YES
0.44100401785714294,NO
0.4304540178571429,NO
0.4287540178571429,NO
0.38204285714285713,NO
0.5456383928571428,NO
0.38289285714285715,NO
0.5352383928571428,NO
0.45274285714285717,NO
0.5448883928571429,NO
0.6140651785714286,YES
0.5868651785714286,YES
0.5521151785714286,YES
0.5459151785714286,YES
0.4787709821428572,NO
0.5123151785714286,YES
0.4268709821428572,NO
0.3958924107142857,NO
0.39524241071428573,NO
0.3992566964285714,NO
0.48955669642857147,NO
0.4166066964285714,NO
0.38800669642857144,NO
0.3897924107142857,NO
0.38614241071428573,NO
0.41630669642857143,NO
0.6617584821428572,YES
0.3756066964285714,NO
0.5592584821428571,YES
0.4235339285714286,NO
0.42003392857142857,NO
0.4198839285714286,NO
0.4019924107142857,NO
0.39700669642857145,NO
0.40074241071428574,NO
0.39400669642857145,NO
0.44464241071428573,NO
0.42115669642857145,NO
0.6105084821428571,YES
0.6070584821428572,YES
0.5989084821428572,YES
0.5047584821428571,YES
0.41400669642857146,NO
0.49830848214285717,YES
0.3947566964285714,NO
0.3032267857142857,NO
0.2723267857142857,NO
0.7157433035714286,YES
0.5325433035714287,YES
0.5223433035714286,YES
0.6033433035714286,YES
0.3616267857142857,NO
0.3030267857142857,NO
0.6242933035714286,YES
0.24044107142857143,NO
0.6254433035714286,YES
0.24469107142857144,NO
0.3891950892857142,NO
0.3574450892857143,NO
0.35634508928571423,NO
0.29487678571428566,NO
0.5106433035714286,YES
0.2935267857142857,NO
0.5794433035714286,YES
0.3562267857142857,NO
0.5270433035714286,YES
0.25529107142857144,NO
0.23174107142857145,NO
0.34299107142857144,NO
0.25174107142857144,NO
0.6309433035714286,YES
0.31754107142857146,NO
0.5650433035714286,YES
0.4690236607142857,NO
0.45642366071428575,NO
0.5741138392857142,YES
0.398815625,NO
0.367765625,NO
0.6023138392857142,YES
0.4704236607142857,NO
0.43392366071428573,NO
0.6667638392857143,YES
0.2731785714285715,NO
0.6134138392857142,YES
0.2540785714285715,NO
0.4646508928571429,NO
0.4616008928571429,NO
0.43385089285714284,NO
0.46457366071428574,NO
0.400515625,NO
0.44897366071428574,NO
0.474665625,NO
0.4516236607142857,NO
0.422865625,NO
0.2772285714285715,NO
0.26687857142857146,NO
0.3660285714285715,NO
0.27352857142857145,NO
0.5840638392857143,YES
0.34562857142857145,NO
0.5380638392857142,YES
0.36188660714285714,NO
0.34018660714285714,NO
0.5641517857142857,YES
0.5542089285714286,YES
0.5261089285714285,YES
0.5510517857142857,YES
0.38363660714285713,NO
0.34568660714285715,NO
0.5803517857142857,YES
0.4985986607142857,NO
0.5708017857142857,YES
0.43694866071428573,NO
0.4175245535714286,NO
0.4023245535714286,NO
0.40167455357142856,NO
0.34478660714285714,NO
0.5042589285714285,YES
0.34408660714285716,NO
0.5495089285714285,YES
0.3831866071428571,NO
0.5101589285714285,YES
0.5020486607142857,NO
0.4877486607142857,NO
0.5289486607142857,NO
0.43994866071428573,NO
0.5619017857142857,YES
0.4801486607142857,NO
0.5394017857142858,YES
0.4516102678571428,NO
0.4521102678571428,NO
0.5227330357142856,YES
0.29814464285714287,NO
0.2924946428571429,NO
0.5385330357142857,YES
0.45386026785714284,NO
0.44631026785714284,NO
0.5655830357142857,YES
0.19027008928571426,NO
0.5751830357142858,YES
0.18357008928571428,NO
0.3113071428571429,NO
0.2762071428571429,NO
0.2629571428571429,NO
0.4585602678571428,NO
0.31534464285714287,NO
0.4525102678571428,NO
0.38789464285714287,NO
0.4149102678571428,NO
0.34319464285714285,NO
0.22167008928571427,NO
0.19897008928571427,NO
0.30582008928571425,NO
0.2187700892857143,NO
0.5296830357142857,YES
0.28997008928571427,NO
0.49063303571428574,YES
0.15303750000000002,NO
0.1388875,NO
0.27954375,YES
0.32971160714285713,YES
0.29391160714285713,YES
0.27864374999999997,YES
0.1491375,NO
0.1345875,NO
0.31254374999999995,YES
0.35748839285714284,NO
0.27404375,YES
0.3495883928571429,NO
0.20346875,NO
0.20461875000000002,NO
0.20721875,NO
0.16128750000000003,NO
0.31396160714285715,YES
0.16038750000000002,NO
0.30801160714285714,YES
0.1970375,NO
0.2919616071428571,YES
0.30738839285714287,NO
0.33558839285714287,NO
0.33478839285714285,NO
0.3173883928571429,NO
0.28594375,YES
0.3187883928571429,NO
0.28419374999999997,YES
0.2568361607142857,YES
0.12973616071428573,YES
0.6137870535714286,NO
0.5094870535714285,NO
0.5050370535714286,NO
0.5073870535714285,NO
0.22533616071428572,YES
0.2902861607142857,YES
0.5022870535714286,NO
0.1957125,NO
0.5079370535714286,NO
0.1913125,NO
0.18562366071428574,NO
0.15907366071428575,NO
0.15137366071428573,NO
0.14783616071428574,YES
0.47958705357142856,NO
0.22658616071428572,YES
0.4450870535714286,NO
0.2548861607142857,YES
0.45093705357142855,NO
0.20881249999999998,NO
0.2041625,NO
0.2207625,NO
0.2174625,NO
0.5409370535714286,NO
0.23281249999999998,NO
0.4818870535714286,NO
0.43424910714285714,NO
0.42589910714285717,NO
0.5313575892857143,YES
0.35368214285714283,YES
0.3360821428571429,YES
0.5362575892857143,YES
0.43569910714285714,NO
0.42614910714285714,NO
0.6507575892857143,YES
0.18378616071428572,NO
0.5665075892857143,YES
0.17513616071428573,NO
0.4595776785714286,NO
0.4008276785714286,NO
0.4086776785714286,NO
0.43429910714285713,NO
0.35233214285714287,YES
0.43094910714285717,NO
0.44608214285714287,YES
0.4333491071428571,NO
0.39443214285714284,YES
0.2045361607142857,NO
0.18398616071428572,NO
0.2880361607142857,NO
0.19573616071428573,NO
0.5262575892857143,YES
0.2679361607142857,NO
0.5595075892857143,YES
0.3612995535714286,NO
0.3260995535714286,NO
0.6795308035714286,YES
0.5763808035714286,YES
0.5660308035714285,YES
0.5890308035714286,YES
0.4119995535714286,NO
0.36064955357142864,NO
0.6174308035714287,YES
0.30161026785714284,NO
0.6117808035714286,YES
0.26171026785714285,NO
0.41669598214285714,NO
0.39099598214285713,NO
0.39004598214285713,NO
0.3497995535714286,NO
0.5416808035714286,YES
0.3464995535714286,NO
0.5790308035714287,YES
0.4007995535714286,NO
0.5443808035714286,YES
0.31401026785714287,NO
0.29961026785714284,NO
0.35751026785714285,NO
0.27341026785714284,NO
0.6176308035714286,YES
0.32436026785714284,NO
0.5725308035714286,YES
0.4136401785714286,NO
0.4014901785714286,NO
0.6113258928571428,YES
0.41664107142857143,YES
0.43529107142857143,YES
0.5131758928571428,YES
0.4600401785714286,NO
0.4276401785714286,NO
0.5169258928571429,YES
0.14204196428571428,NO
0.5433758928571428,YES
0.13804196428571427,NO
0.22677276785714284,NO
0.19572276785714285,NO
0.18407276785714285,NO
0.4482401785714286,NO
0.41959107142857144,YES
0.4452901785714286,NO
0.5065910714285714,YES
0.4351901785714286,NO
0.4611910714285714,YES
0.17464196428571427,NO
0.15199196428571426,NO
0.26789196428571427,NO
0.17269196428571426,NO
0.5209258928571429,YES
0.24989196428571428,NO
0.47732589285714283,YES
0.4133517857142857,NO
0.41450178571428575,NO
0.49298125,YES
0.28479553571428573,YES
0.26349553571428574,YES
0.48533125,YES
0.41110178571428574,NO
0.4057017857142857,NO
0.59973125,YES
0.14378839285714284,NO
0.51848125,YES
0.13763839285714285,NO
0.3843004464285714,NO
0.30450044642857144,NO
0.3162004464285715,NO
0.43025178571428574,NO
0.2817955357142857,YES
0.42870178571428574,NO
0.38354553571428573,YES
0.4098517857142857,NO
0.33759553571428574,YES
0.15748839285714283,NO
0.13428839285714284,NO
0.25038839285714287,NO
0.14838839285714284,NO
0.48928125,YES
0.21208839285714284,NO
0.55143125,YES
0.3129629464285714,NO
0.30066294642857144,NO
0.42494910714285716,YES
0.5147955357142857,YES
0.4690455357142857,YES
0.45064910714285716,YES
0.3024129464285714,NO
0.28311294642857143,NO
0.47539910714285716,YES
0.5080366071428571,NO
0.4298491071428572,YES
0.4803866071428572,NO
0.3619558035714286,NO
0.37410580357142864,NO
0.3637058035714286,NO
0.34031294642857146,NO
0.4497955357142857,YES
0.3378129464285714,NO
0.4737455357142857,YES
0.3308129464285714,NO
0.4691455357142857,YES
0.4697866071428572,NO
0.4901366071428572,NO
0.4900366071428572,NO
0.4603866071428572,NO
0.4495491071428572,YES
0.4687866071428572,NO
0.4338991071428572,YES
0.3817017857142857,NO
0.3731517857142857,NO
0.4747120535714286,YES
0.38657142857142857,YES
0.4035214285714286,YES
0.4773620535714286,YES
0.3707017857142857,NO
0.36125178571428573,NO
0.49356205357142857,YES
0.3742776785714286,NO
0.49966205357142857,YES
0.3495776785714286,NO
0.18969910714285715,NO
0.16909910714285714,NO
0.15239910714285715,NO
0.4129017857142857,NO
0.3691714285714286,YES
0.4102517857142857,NO
0.5087214285714285,YES
0.36625178571428574,NO
0.4520214285714286,YES
0.36632767857142856,NO
0.3555276785714286,NO
0.4317276785714286,NO
0.3498776785714286,NO
0.4716620535714286,YES
0.3973776785714286,NO
0.4649620535714286,YES
0.2814977678571429,NO
0.25669776785714293,NO
0.3989049107142857,NO
0.4352549107142857,NO
0.3636549107142857,NO
0.3777049107142857,NO
0.2851477678571429,NO
0.25874776785714293,NO
0.4594549107142857,NO
0.33709464285714286,NO
0.3691049107142857,NO
0.32514464285714284,NO
0.5365848214285713,YES
0.4937348214285714,YES
0.5222348214285714,YES
0.2752977678571429,NO
0.3654049107142857,NO
0.27684776785714293,NO
0.3564049107142857,NO
0.3145477678571429,NO
0.36835491071428567,NO
0.29569464285714286,NO
0.30979464285714287,NO
0.3232446428571429,NO
0.2995946428571429,NO
0.4141049107142857,NO
0.2995946428571429,NO
0.4351049107142857,NO
0.2188138392857143,YES
0.3013638392857143,YES
0.5295084821428572,NO
0.4745584821428572,NO
0.4326084821428572,NO
0.4230584821428572,NO
0.32136383928571427,YES
0.2193138392857143,YES
0.44030848214285717,NO
0.2960392857142857,NO
0.4185584821428572,NO
0.3092892857142857,NO
0.220940625,NO
0.21309062499999998,NO
0.215990625,NO
0.3106138392857143,YES
0.42175848214285716,NO
0.2476138392857143,YES
0.40870848214285715,NO
0.3436138392857143,YES
0.4357584821428572,NO
0.2782392857142857,NO
0.2409892857142857,NO
0.2877892857142857,NO
0.2674892857142857,NO
0.46225848214285714,NO
0.2611392857142857,NO
0.4366084821428572,NO
0.18692723214285717,NO
0.17267723214285716,NO
0.497259375,YES
0.4900031250000001,YES
0.489653125,YES
0.501809375,YES
0.19102723214285716,NO
0.17307723214285717,NO
0.537059375,YES
0.4650482142857143,NO
0.506559375,YES
0.4593982142857143,NO
0.3720642857142857,NO
0.3595142857142857,NO
0.3634642857142857,NO
0.17632723214285717,NO
0.4518531250000001,YES
0.17602723214285715,NO
0.5225031250000001,YES
0.21807723214285715,NO
0.4870531250000001,YES
0.4308982142857143,NO
0.4289482142857143,NO
0.4709982142857143,NO
0.4282482142857143,NO
0.505059375,YES
0.4499982142857143,NO
0.493059375,YES
0.29042232142857144,YES
0.13072232142857146,YES
0.6064066964285714,NO
0.5105066964285714,NO
0.4780566964285714,NO
0.4862566964285714,NO
0.23052232142857146,YES
0.32672232142857144,YES
0.4883066964285714,NO
0.20782544642857143,NO
0.4812566964285714,NO
0.20987544642857142,NO
0.10172633928571428,NO
0.08332633928571428,NO
0.08067633928571429,NO
0.17442232142857145,YES
0.4710566964285714,NO
0.27962232142857146,YES
0.44760669642857137,NO
0.28787232142857144,YES
0.4521066964285714,NO
0.1880254464285714,NO
0.19497544642857143,NO
0.22027544642857141,NO
0.19327544642857142,NO
0.5287566964285714,NO
0.21337544642857142,NO
0.4734066964285714,NO
0.3242883928571429,NO
0.29533839285714286,NO
0.42337812500000005,NO
0.4370830357142857,NO
0.3757330357142857,NO
0.4351281250000001,NO
0.3022383928571429,NO
0.30583839285714287,NO
0.46987812500000004,NO
0.5083495535714285,YES
0.4160781250000001,NO
0.5005495535714285,YES
0.3848973214285714,NO
0.3958973214285714,NO
0.3895973214285714,NO
0.33308839285714287,NO
0.3778330357142857,NO
0.34528839285714286,NO
0.3953330357142857,NO
0.3659883928571429,NO
0.4046330357142857,NO
0.46374955357142855,YES
0.4685995535714285,YES
0.48144955357142855,YES
0.4987495535714285,YES
0.4427281250000001,NO
0.4508995535714285,YES
0.43332812500000006,NO
0.37072276785714287,YES
0.21452276785714286,YES
0.5398107142857143,NO
0.4778607142857143,NO
0.43116071428571434,NO
0.4325607142857143,NO
0.2727227678571429,YES
0.41507276785714287,YES
0.4460107142857143,NO
0.22158392857142858,NO
0.4309107142857143,NO
0.22238392857142858,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.2531727678571428,YES
0.4250607142857143,NO
0.3796727678571429,YES
0.41511071428571433,NO
0.36897276785714284,YES
0.4296607142857143,NO
0.1914839285714286,NO
0.1904839285714286,NO
0.2313339285714286,NO
0.20168392857142858,NO
0.4700107142857143,NO
0.20783392857142857,NO
0.4371107142857143,NO
0.3558098214285714,NO
0.31535982142857144,NO
0.4638763392857143,NO
0.5326500000000001,NO
0.49500000000000005,NO
0.4669263392857143,NO
0.36115982142857145,NO
0.33960982142857143,NO
0.47732633928571433,NO
0.45084107142857144,YES
0.45667633928571433,NO
0.5013910714285714,YES
0.4720674107142857,NO
0.46941741071428567,NO
0.4589674107142857,NO
0.3250598214285714,NO
0.49235,NO
0.3278098214285714,NO
0.48450000000000004,NO
0.39900982142857144,NO
0.48395000000000005,NO
0.40909107142857143,YES
0.41299107142857144,YES
0.42234107142857147,YES
0.49704107142857146,YES
0.4865263392857143,NO
0.41804107142857144,YES
0.4422763392857143,NO
