LOWERTRACED_SUM_SINGLE_LSA_MEDIAN.csv,Associated
0.348432085459405,NO
0.2010492016383769,YES
0.353182085459405,NO
0.12581148078725396,NO
0.10876148078725398,NO
0.12226148078725399,NO
0.11591148078725398,NO
0.41732376861397474,NO
0.13081148078725396,NO
0.3736737686139748,NO
0.04975479190530738,NO
0.02575479190530737,NO
0.5229578187372003,YES
0.31028069700440836,YES
0.28973069700440834,YES
0.5242578187372002,YES
0.05485479190530737,NO
0.020054791905307373,NO
0.5579078187372002,YES
0.25534304384046647,NO
0.5190078187372003,YES
0.2577430438404665,NO
0.15517110104481238,NO
0.14362110104481238,NO
0.14362110104481238,NO
0.04215479190530737,NO
0.25878069700440837,YES
0.04135479190530737,NO
0.32333069700440836,YES
0.08440479190530736,NO
0.27038069700440837,YES
0.2116930438404665,NO
0.21944304384046648,NO
0.2575430438404665,NO
0.2102930438404665,NO
0.5385078187372002,YES
0.23379304384046648,NO
0.5199078187372003,YES
0.18784250754972404,NO
0.14724250754972404,NO
0.31847300322815786,NO
0.47814023048352944,NO
0.44789023048352944,NO
0.30477300322815787,NO
0.19484250754972404,NO
0.17189250754972404,NO
0.2926230032281579,NO
0.4170530945190739,YES
0.2985730032281579,NO
0.3608530945190739,YES
0.17289472560658126,NO
0.16134472560658125,NO
0.15799472560658126,NO
0.13764250754972404,NO
0.42249023048352946,NO
0.13799250754972403,NO
0.4031402304835294,NO
0.21159250754972403,NO
0.41369023048352943,NO
0.41050309451907385,YES
0.39625309451907387,YES
0.3552030945190739,YES
0.3603530945190739,YES
0.33102300322815786,NO
0.3033030945190739,YES
0.2686730032281579,NO
0.13354657398729564,NO
0.12299657398729562,NO
0.3452511732444722,YES
0.3071547485160887,YES
0.25135474851608874,YES
0.3583511732444722,YES
0.12854657398729563,NO
0.11449657398729562,NO
0.3952011732444722,YES
0.41466344197993676,NO
0.3448011732444722,YES
0.3577134419799368,NO
0.18407939879898644,NO
0.2000293987989864,NO
0.19022939879898643,NO
0.1569465739872956,NO
0.2370547485160887,YES
0.15479657398729563,NO
0.2559547485160887,YES
0.15529657398729563,NO
0.2525547485160887,YES
0.3872134419799368,NO
0.3950634419799368,NO
0.3961634419799368,NO
0.3363634419799368,NO
0.3648511732444722,YES
0.3405634419799368,NO
0.3581011732444722,YES
0.09899638133916483,NO
0.06549638133916484,NO
0.4044989916345586,NO
0.41809347773265293,NO
0.400443477732653,NO
0.3852989916345586,NO
0.11089638133916485,NO
0.10504638133916483,NO
0.3853989916345586,NO
0.23630827345621158,YES
0.3876989916345586,NO
0.2592082734562116,YES
0.2035125672532889,NO
0.1793625672532889,NO
0.17921256725328888,NO
0.05489638133916484,NO
0.37559347773265295,NO
0.05624638133916484,NO
0.37874347773265293,NO
0.14104638133916483,NO
0.37254347773265295,NO
0.2308082734562116,YES
0.20910827345621158,YES
0.2319082734562116,YES
0.2922582734562116,YES
0.4056989916345586,NO
0.21970827345621158,YES
0.3519989916345586,NO
0.27085240896941926,NO
0.2903524089694193,NO
0.2635151515151515,NO
0.2309734857162692,NO
0.2044234857162692,NO
0.2554651515151515,NO
0.2903524089694193,NO
0.27175240896941927,NO
0.2614151515151515,NO
0.3328078933666563,YES
0.26871515151515146,NO
0.24820789336665627,YES
0.10630320212433614,NO
0.07650320212433614,NO
0.07210320212433614,NO
0.32540240896941924,NO
0.19897348571626922,NO
0.30615240896941925,NO
0.28762348571626917,NO
0.28885240896941927,NO
0.27357348571626916,NO
0.36350789336665623,YES
0.32620789336665623,YES
0.4084578933666563,YES
0.25055789336665624,YES
0.2480151515151515,NO
0.2950578933666562,YES
0.23781515151515148,NO
0.17516427331736606,NO
0.14166427331736609,NO
0.2504321166996425,NO
0.4657150161407893,NO
0.4509650161407893,NO
0.2439321166996425,NO
0.18741427331736607,NO
0.16341427331736608,NO
0.2403321166996425,NO
0.35886773404144534,YES
0.24418211669964246,NO
0.28406773404144536,YES
0.15515614564892916,NO
0.14460614564892915,NO
0.14290614564892914,NO
0.12811427331736608,NO
0.4193650161407893,NO
0.12896427331736607,NO
0.40896501614078934,NO
0.19881427331736606,NO
0.41861501614078933,NO
0.38181773404144537,YES
0.35461773404144536,YES
0.31986773404144536,YES
0.3136677340414454,YES
0.2630821166996425,NO
0.28006773404144536,YES
0.21118211669964249,NO
0.17684428997882604,NO
0.17619428997882605,NO
0.24051289527578185,NO
0.4125668610503662,NO
0.33961686105036615,NO
0.22926289527578186,NO
0.17074428997882604,NO
0.16709428997882603,NO
0.25756289527578186,NO
0.5010121368322399,YES
0.21686289527578184,NO
0.3985121368322399,YES
0.19850994828005136,NO
0.19500994828005136,NO
0.19485994828005138,NO
0.18294428997882606,NO
0.3200168610503662,NO
0.18169428997882603,NO
0.3170168610503662,NO
0.22559428997882602,NO
0.3441668610503662,NO
0.44976213683223987,YES
0.4463121368322399,YES
0.4381621368322399,YES
0.3440121368322399,YES
0.25526289527578183,NO
0.3375621368322399,YES
0.23601289527578184,NO
0.16619254573223646,NO
0.13529254573223645,NO
0.6527506248047485,YES
0.38209531569995486,YES
0.3718953156999549,YES
0.5403506248047485,YES
0.22459254573223647,NO
0.16599254573223646,NO
0.5613006248047485,YES
0.08386262279148876,NO
0.5624506248047485,YES
0.08811262279148876,NO
0.1882258651810198,NO
0.1564758651810198,NO
0.1553758651810198,NO
0.15784254573223644,NO
0.3601953156999549,YES
0.15649254573223645,NO
0.42899531569995486,YES
0.21919254573223645,NO
0.37659531569995486,YES
0.09871262279148876,NO
0.07516262279148878,NO
0.18641262279148876,NO
0.09516262279148877,NO
0.5679506248047486,YES
0.16096262279148876,NO
0.5020506248047485,YES
0.25238187892672426,NO
0.23978187892672428,NO
0.6264593616578152,YES
0.22889930924363913,NO
0.19784930924363914,NO
0.6546593616578152,YES
0.25378187892672427,NO
0.2172818789267243,NO
0.7191093616578152,YES
0.13394284772119824,NO
0.6657593616578152,YES
0.11484284772119824,NO
0.26470473810267625,NO
0.2616547381026762,NO
0.2339047381026762,NO
0.2479318789267243,NO
0.2305993092436391,NO
0.2323318789267243,NO
0.30474930924363913,NO
0.23498187892672429,NO
0.2529493092436391,NO
0.13799284772119824,NO
0.12764284772119824,NO
0.22679284772119823,NO
0.13429284772119823,NO
0.6364093616578153,YES
0.20639284772119823,NO
0.5904093616578152,YES
0.09897876010968794,NO
0.07727876010968794,NO
0.5238419851435315,YES
0.30594145232392655,YES
0.27784145232392654,YES
0.5107419851435315,YES
0.12072876010968794,NO
0.08277876010968793,NO
0.5400419851435315,YES
0.23092150369676143,NO
0.5304919851435315,YES
0.16927150369676142,NO
0.13083287340761568,NO
0.11563287340761569,NO
0.11498287340761569,NO
0.08187876010968795,NO
0.2559914523239265,YES
0.08117876010968794,NO
0.3012414523239265,YES
0.12027876010968794,NO
0.2618914523239265,YES
0.2343715036967614,NO
0.22007150369676143,NO
0.26127150369676144,NO
0.17227150369676142,NO
0.5215919851435316,YES
0.21247150369676143,NO
0.4990919851435315,YES
0.3016618487278281,NO
0.3021618487278281,NO
0.6216594276094276,YES
0.23931142698462282,NO
0.23366142698462283,NO
0.6374594276094275,YES
0.3039118487278281,NO
0.2963618487278281,NO
0.6645094276094275,YES
0.11001129855253566,NO
0.6741094276094275,YES
0.10331129855253568,NO
0.19340726161963273,NO
0.15830726161963274,NO
0.14505726161963273,NO
0.3086118487278281,NO
0.2565114269846228,NO
0.3025618487278281,NO
0.3290614269846228,NO
0.26496184872782813,NO
0.28436142698462286,NO
0.14141129855253567,NO
0.11871129855253568,NO
0.22556129855253568,NO
0.1385112985525357,NO
0.6286094276094276,YES
0.20971129855253567,NO
0.5895594276094276,YES
0.05799195216772536,NO
0.043841952167725365,NO
0.4160715332014301,YES
0.24940522579749386,YES
0.21360522579749383,YES
0.4151715332014301,YES
0.05409195216772536,NO
0.03954195216772537,NO
0.44907153320143006,YES
0.30989095074455897,NO
0.4105715332014301,YES
0.301990950744559,NO
0.10802768232149676,NO
0.10917768232149676,NO
0.11177768232149675,NO
0.06624195216772537,NO
0.23365522579749384,YES
0.06534195216772537,NO
0.22770522579749383,YES
0.10199195216772536,NO
0.21165522579749385,YES
0.259790950744559,NO
0.287990950744559,NO
0.28719095074455897,NO
0.269790950744559,NO
0.4224715332014301,YES
0.271190950744559,NO
0.4207215332014301,YES
0.19461525217813877,YES
0.06751525217813878,YES
0.4403951994168489,NO
0.4267613107015168,NO
0.42231131070151684,NO
0.33399519941684885,NO
0.16311525217813877,YES
0.22806525217813878,YES
0.32889519941684886,NO
0.11983620049290153,NO
0.3345451994168489,NO
0.11543620049290153,NO
0.11425592523169843,NO
0.08770592523169843,NO
0.08000592523169843,NO
0.08561525217813878,YES
0.3968613107015168,NO
0.16436525217813877,YES
0.36236131070151684,NO
0.19266525217813876,YES
0.3682113107015168,NO
0.13293620049290153,NO
0.12828620049290151,NO
0.14488620049290152,NO
0.14158620049290152,NO
0.3675451994168489,NO
0.15693620049290152,NO
0.3084951994168489,NO
0.22245782741504389,NO
0.2141078274150439,NO
0.6534,YES
0.25826232427366447,YES
0.24066232427366444,YES
0.6583,YES
0.2239078274150439,NO
0.2143578274150439,NO
0.7727999999999999,YES
0.07927703495435454,NO
0.68855,YES
0.07062703495435455,NO
0.25611263494047,NO
0.19736263494047002,NO
0.20521263494046998,NO
0.2225078274150439,NO
0.25691232427366445,YES
0.2191578274150439,NO
0.35066232427366445,YES
0.2215578274150439,NO
0.2990123242736644,YES
0.10002703495435454,NO
0.07947703495435454,NO
0.18352703495435455,NO
0.09122703495435454,NO
0.6483,YES
0.16342703495435454,NO
0.68155,YES
0.16091673088271025,NO
0.12571673088271024,NO
0.5901646933250025,YES
0.44382506508382796,YES
0.43347506508382794,YES
0.4996646933250026,YES
0.21161673088271027,NO
0.16026673088271026,NO
0.5280646933250026,YES
0.13648299836856537,NO
0.5224146933250026,YES
0.09658299836856538,NO
0.18961625360130513,NO
0.16391625360130513,NO
0.16296625360130512,NO
0.14941673088271024,NO
0.40912506508382795,YES
0.14611673088271027,NO
0.44647506508382795,YES
0.20041673088271025,NO
0.41182506508382793,YES
0.1488829983685654,NO
0.13448299836856537,NO
0.19238299836856537,NO
0.10828299836856539,NO
0.5282646933250026,YES
0.1592329983685654,NO
0.48316469332500256,YES
0.285868440417925,NO
0.2737184404179249,NO
0.6996777743066402,YES
0.3562723575965844,YES
0.3749223575965844,YES
0.6015277743066403,YES
0.3322684404179249,NO
0.29986844041792493,NO
0.6052777743066403,YES
0.122899993057725,NO
0.6317277743066403,YES
0.118899993057725,NO
0.15552214065049114,NO
0.12447214065049116,NO
0.11282214065049115,NO
0.32046844041792494,NO
0.3592223575965844,YES
0.317518440417925,NO
0.44622235759658435,YES
0.307418440417925,NO
0.40082235759658436,YES
0.155499993057725,NO
0.132849993057725,NO
0.248749993057725,NO
0.15354999305772501,NO
0.6092777743066403,YES
0.23074999305772503,NO
0.5656777743066403,YES
0.22106907737165468,NO
0.22221907737165467,NO
0.6097748030129474,YES
0.22893126974209443,YES
0.20763126974209445,YES
0.6021248030129474,YES
0.21881907737165468,NO
0.21341907737165466,NO
0.7165248030129474,YES
0.0794030112117741,NO
0.6352748030129474,YES
0.0732530112117741,NO
0.23456199625117152,NO
0.1547619962511715,NO
0.16646199625117153,NO
0.23796907737165468,NO
0.22593126974209443,YES
0.23641907737165468,NO
0.32768126974209444,YES
0.21756907737165468,NO
0.28173126974209445,YES
0.09310301121177411,NO
0.0699030112117741,NO
0.1860030112117741,NO
0.0840030112117741,NO
0.6060748030129474,YES
0.1477030112117741,NO
0.6682248030129474,YES
0.12584463015030023,NO
0.11354463015030024,NO
0.41865502447151925,YES
0.2530422680412371,YES
0.20729226804123713,YES
0.44435502447151926,YES
0.11529463015030024,NO
0.09599463015030024,NO
0.46910502447151925,YES
0.36716397479954177,NO
0.42355502447151927,YES
0.3395139747995418,NO
0.15800061092019854,NO
0.17015061092019856,NO
0.15975061092019854,NO
0.15319463015030024,NO
0.1880422680412371,YES
0.15069463015030024,NO
0.2119922680412371,YES
0.14369463015030023,NO
0.20739226804123712,YES
0.3289139747995418,NO
0.3492639747995418,NO
0.3491639747995418,NO
0.3195139747995418,NO
0.44325502447151927,YES
0.3279139747995418,NO
0.42760502447151927,YES
0.2501294890485612,NO
0.2415794890485612,NO
0.571591967787844,YES
0.2672907164427783,YES
0.28424071644277826,YES
0.5742419677878441,YES
0.2391294890485612,NO
0.2296794890485612,NO
0.5904419677878441,YES
0.2608270401610608,NO
0.5965419677878441,YES
0.23612704016106079,NO
0.11658758027005452,NO
0.09598758027005451,NO
0.0792875802700545,NO
0.2813294890485612,NO
0.24989071644277827,YES
0.2786794890485612,NO
0.3894407164427783,YES
0.2346794890485612,NO
0.33274071644277825,YES
0.2528770401610608,NO
0.2420770401610608,NO
0.3182770401610608,NO
0.2364270401610608,NO
0.568541967787844,YES
0.2839270401610608,NO
0.561841967787844,YES
0.10828215141101738,NO
0.08348215141101736,NO
0.5652838158214446,NO
0.4270529556735742,NO
0.3554529556735742,NO
0.5440838158214446,NO
0.11193215141101737,NO
0.08553215141101736,NO
0.6258338158214446,NO
0.2667437588947898,NO
0.5354838158214446,NO
0.2547937588947898,NO
0.36533379325905097,YES
0.32248379325905097,YES
0.35098379325905094,YES
0.10208215141101737,NO
0.3572029556735742,NO
0.10363215141101736,NO
0.34820295567357423,NO
0.14133215141101735,NO
0.3601529556735742,NO
0.2253437588947898,NO
0.2394437588947898,NO
0.2528937588947898,NO
0.2292437588947898,NO
0.5804838158214446,NO
0.2292437588947898,NO
0.6014838158214446,NO
0.12555859453642956,YES
0.20810859453642955,YES
0.3224901384983859,NO
0.3205183744663126,NO
0.2785683744663126,NO
0.2160401384983859,NO
0.22810859453642957,YES
0.12605859453642956,YES
0.2332901384983859,NO
0.20370521538408137,NO
0.2115401384983859,NO
0.21695521538408136,NO
0.11778740844874866,NO
0.10993740844874866,NO
0.11283740844874865,NO
0.21735859453642958,YES
0.2677183744663126,NO
0.15435859453642958,YES
0.2546683744663126,NO
0.25035859453642956,YES
0.2817183744663126,NO
0.18590521538408136,NO
0.14865521538408136,NO
0.19545521538408134,NO
0.17515521538408135,NO
0.2552401384983859,NO
0.16880521538408136,NO
0.2295901384983859,NO
0.024852553021625187,NO
0.010602553021625188,NO
0.5073279652192023,YES
0.26482657155749945,YES
0.2644765715574994,YES
0.5118779652192024,YES
0.028952553021625187,NO
0.011002553021625186,NO
0.5471279652192024,YES
0.22808702315248705,NO
0.5166279652192023,YES
0.22243702315248703,NO
0.1409462199312715,NO
0.12839621993127148,NO
0.1323462199312715,NO
0.014252553021625189,NO
0.2266765715574994,YES
0.013952553021625187,NO
0.2973265715574994,YES
0.05600255302162519,NO
0.26187657155749944,YES
0.19393702315248706,NO
0.19198702315248706,NO
0.23403702315248706,NO
0.19128702315248705,NO
0.5151279652192023,YES
0.21303702315248704,NO
0.5031279652192023,YES
0.22583484674927973,YES
0.06613484674927973,YES
0.4308092210767469,NO
0.4048352858481724,NO
0.37238528584817243,NO
0.31065922107674687,NO
0.16593484674927975,YES
0.2621348467492797,YES
0.31270922107674687,NO
0.1615185410809122,NO
0.30565922107674687,NO
0.1635685410809122,NO
0.09026080217987435,NO
0.07186080217987435,NO
0.06921080217987435,NO
0.10983484674927974,YES
0.3653852858481724,NO
0.21503484674927972,YES
0.3419352858481724,NO
0.22328484674927973,YES
0.3464352858481724,NO
0.1417185410809122,NO
0.1486685410809122,NO
0.1739685410809122,NO
0.1469685410809122,NO
0.3531592210767469,NO
0.1670685410809122,NO
0.2978092210767469,NO
0.17853889756673258,NO
0.1495888975667326,NO
0.38187670346072405,NO
0.2705715436148426,NO
0.20922154361484258,NO
0.3936267034607241,NO
0.1564888975667326,NO
0.1600888975667326,NO
0.4283767034607241,NO
0.37084117983963344,YES
0.3745767034607241,NO
0.36304117983963347,YES
0.17948330382866468,NO
0.19048330382866469,NO
0.18418330382866466,NO
0.1873388975667326,NO
0.21132154361484257,NO
0.1995388975667326,NO
0.22882154361484258,NO
0.2202388975667326,NO
0.23812154361484256,NO
0.32624117983963347,YES
0.33109117983963343,YES
0.34394117983963346,YES
0.36124117983963344,YES
0.4012267034607241,NO
0.31339117983963344,YES
0.39182670346072407,NO
0.25436167169981605,YES
0.09816167169981603,YES
0.38089278871186083,NO
0.3754876184525669,NO
0.3287876184525669,NO
0.2736427887118609,NO
0.15636167169981602,YES
0.29871167169981605,YES
0.28709278871186084,NO
0.21141815231351313,NO
0.27199278871186083,NO
0.21221815231351313,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.136811671699816,YES
0.3226876184525669,NO
0.263311671699816,YES
0.3127376184525669,NO
0.252611671699816,YES
0.32728761845256693,NO
0.18131815231351314,NO
0.18031815231351314,NO
0.22116815231351314,NO
0.19151815231351313,NO
0.31109278871186086,NO
0.19766815231351315,NO
0.27819278871186087,NO
0.11687562567253289,NO
0.07642562567253289,NO
0.4502370023256621,NO
0.40946822520740045,NO
0.37181822520740043,NO
0.4532870023256621,NO
0.1222256256725329,NO
0.10067562567253288,NO
0.4636870023256621,NO
0.313257771876844,YES
0.4430370023256621,NO
0.363807771876844,YES
0.23057263702315245,NO
0.22792263702315246,NO
0.21747263702315245,NO
0.08612562567253289,NO
0.3691682252074004,NO
0.08887562567253289,NO
0.3613182252074004,NO
0.1600756256725329,NO
0.36076822520740043,NO
0.271507771876844,YES
0.275407771876844,YES
0.284757771876844,YES
0.359457771876844,YES
0.4728870023256621,NO
0.280457771876844,YES
0.4286370023256621,NO
