NONETRACED_MAX_SINGLE_LSA_SUM.csv,Associated
0.6617356405249666,NO
0.0720165528529598,NO
0.20575247012500986,YES
0.22003834967787117,NO
0.07003323291038854,YES
0.058621975564917106,NO
0.19807418336324367,NO
0.030043207609774275,NO
0.24545497889654916,NO
0.24276342701627202,NO
0.2490793430548056,NO
0.16398243274929564,NO
0.11393374532593509,NO
0.16910455933749813,NO
0.8156795359764599,YES
0.46487041195875306,YES
0.30295692187974343,YES
0.6769160705959594,YES
0.07566078566476336,NO
0.26321596690495086,YES
0.06026111386540903,NO
0.4763415724236861,NO
0.27964405414762444,NO
0.28448598046184864,NO
0.6620392036303462,NO
0.27201041293691797,NO
0.14597195429398135,NO
0.3367272901059402,NO
0.22855983996296536,NO
0.4687435697777225,NO
0.8589118304265035,YES
0.21910207396260506,NO
0.7246674436720852,YES
0.5654827732881806,NO
0.7021303653984745,NO
0.6082642675607361,NO
0.34433801934690417,NO
0.4136635224155249,NO
0.24182067528809126,NO
0.26075649606344997,NO
0.733072355477858,NO
0.4055633316098462,NO
0.7202867590814885,YES
0.8406089476918603,YES
0.5376087533397449,YES
0.3861242774954729,YES
0.38986311952759617,NO
0.4238263130877015,YES
0.37647103222553185,NO
0.38140133767170176,NO
0.3020315385722754,NO
0.3625527688741424,NO
0.4988851574507794,NO
0.4525852207691759,NO
0.24330421508207867,NO
0.19112978666630137,NO
0.2599088249109593,NO
0.34146624576544843,NO
0.6047509280859158,YES
0.28821602044477274,NO
0.43524385175582586,YES
0.4409099224414454,NO
0.6394356847432237,NO
0.43539925557206866,NO
0.30658672711847107,NO
0.5629657458572142,NO
0.284000863564026,NO
0.35462646721271,NO
0.40130918544248456,NO
0.39561677009040314,NO
0.5355726108551235,YES
0.7341738617441536,YES
0.5180592586127206,YES
0.32929105457371954,YES
0.3848219021134048,NO
0.3008012805618754,YES
0.355758796021486,NO
0.2951178312086871,NO
0.5757504610239779,NO
0.973352528700137,YES
0.6967623450097724,YES
0.6813626732104181,YES
0.44614138298186407,YES
0.4354449975367071,NO
0.4966789376522985,NO
0.7683719337346897,YES
0.4770009063651431,NO
0.7818920555009474,YES
0.4659977812892842,NO
0.7496043560859884,NO
0.4830011987489286,NO
0.7000083542615971,NO
0.5698330759510997,NO
0.31387068412549185,YES
0.5702541295059742,NO
0.7675706398519018,YES
0.6300775079351395,NO
0.6884586004120814,YES
0.6846841710494946,NO
0.45413137909943274,NO
0.8170911530890412,NO
0.6128223867077129,NO
0.845323884721191,YES
0.6167671393087006,NO
0.7458299267234014,YES
0.670131340407305,NO
0.47629685514463543,NO
0.5042463431866109,YES
0.38362944475433797,NO
0.33675103207100926,NO
0.5026579575632817,YES
0.47099677141040314,NO
0.48126504321698577,NO
1.0,YES
0.12856181863083543,NO
0.6685081769551264,YES
0.1254447865539446,NO
0.4672707994292626,NO
0.5740493189985696,NO
0.4207698296821925,NO
0.48860149486666854,NO
0.37451464102020743,NO
0.46504905564412663,NO
0.4981456316152229,NO
0.253968445893491,NO
0.41993945522242343,NO
0.37117382785780134,NO
0.2213138782975394,NO
0.5052415588168864,NO
0.3229607519495335,NO
0.5072797506726832,YES
0.5866452870800642,NO
0.45678693377501106,YES
0.14309079459254148,NO
0.428186217054578,NO
0.6278127683427404,YES
0.6518936276760445,YES
0.6094690416405684,YES
0.7557944202406308,YES
0.21722315923457264,NO
0.32910291205294734,NO
0.5949911462554132,YES
0.30090784786300434,NO
0.785612412205067,YES
0.24225985553101365,NO
0.6195090237450493,NO
0.5576224408848893,NO
0.5955791415862488,NO
0.4009066684498928,NO
0.2807562683783124,YES
0.40200166796270614,NO
0.6447977004743815,YES
0.4312153925891726,NO
0.5853881823072642,YES
0.621924658537105,NO
0.3434462457267153,NO
0.6625375184785394,NO
0.47119531448989155,NO
0.6244157819164122,YES
0.642246776444171,NO
0.5904459176531307,YES
0.7122375053963785,NO
0.5991498224665615,NO
0.5212249939955986,YES
0.2796997048218968,NO
0.27116949446245053,NO
0.6028716547179276,YES
0.5360071082849098,NO
0.5607797328585242,NO
0.7140044117428108,YES
0.05686005943729741,NO
0.6582047891734508,YES
0.0695950773530539,NO
0.41404514606898174,NO
0.5601485675238753,NO
0.38101042011996394,NO
0.6088878502220356,NO
0.404345000939688,NO
0.5997537311645753,NO
0.41520171893876484,NO
0.22502637566320088,NO
0.3477149219357118,NO
0.5148584072547493,NO
0.29563084004820905,NO
0.4411697929533623,NO
0.557513137673241,NO
0.4501529348363191,YES
0.5694057205798602,NO
0.3911963481927124,YES
0.29834626710268136,NO
0.391850251300554,NO
0.32598469134077457,YES
0.43340495099999626,YES
0.4392992294128702,YES
0.33620484391215494,YES
0.3742280672018729,NO
0.21730979640101927,NO
0.3286716218890506,YES
0.11222642444643233,NO
0.3292598938849951,YES
0.12858054988338002,NO
0.41400438407629997,NO
0.4837797446116679,NO
0.4196660281201802,NO
0.42566913838933224,NO
0.6002175653427397,YES
0.4243103438188009,NO
0.40064290413274245,YES
0.3025778087059768,NO
0.37641106762493487,YES
0.2962421879635902,NO
0.5138340495663576,NO
0.33760993377754206,NO
0.26451177405240134,NO
0.335647230508997,YES
0.2779994645198057,NO
0.3330051299551861,YES
0.3984316018937461,YES
0.5780906072287819,YES
0.8630637027253492,NO
0.7055945097182257,NO
0.698876025452821,NO
0.34491118747728483,NO
0.3339664797267851,YES
0.6950629449498633,YES
0.6278121842719555,NO
0.5566059425349559,NO
0.6481262788908693,NO
0.5720961555528465,NO
0.7496043560859884,NO
0.5829712461645122,NO
0.6978946738185485,NO
0.565454737890499,YES
0.3106246748736672,NO
0.686808508222656,YES
0.6083652093379885,NO
0.7247190263445742,YES
0.6171973740464418,NO
0.6657365356493086,NO
0.5585018465500338,NO
0.6837783080024737,NO
0.6122939665969509,NO
0.7530768310995684,NO
0.5400707346609359,NO
0.6639248095552668,NO
0.6520731013567442,NO
0.5956099641287291,NO
0.554533720870789,YES
0.3812548998543522,YES
0.35468291714174077,YES
0.6874555869244832,YES
0.5394974845557083,NO
0.49638796793279244,NO
0.7511954366324136,YES
0.10201504318368337,NO
0.733126182211784,YES
0.11754424548818893,NO
0.5265440036726372,NO
0.6522091386153779,NO
0.4926309479783419,NO
0.608292046787021,NO
0.33044167402023744,YES
0.6032343114411545,NO
0.5207578090955622,YES
0.2710682965138014,NO
0.4427780984645178,YES
0.39627712871744786,NO
0.2794851356598158,NO
0.5223430694278486,NO
0.35614437496131185,NO
0.522241430864397,YES
0.6307390859380337,NO
0.5682401304769047,YES
0.31963858806482504,NO
0.5774866985307678,NO
0.9116028643282161,YES
0.7558699088278826,YES
0.7402437712667729,YES
0.41745571982620405,YES
0.32937451521484423,NO
0.5042277963774722,NO
0.7509340700795386,YES
0.5724883232210016,NO
0.7541877439795599,YES
0.4942139642491911,NO
0.7606256898247421,NO
0.5287737912396371,NO
0.7203902728195661,NO
0.5733055509646796,NO
0.35365316960715737,YES
0.5707825496167362,NO
0.7598708039522248,YES
0.6179238453876099,NO
0.7075572129867709,YES
0.7498308218477436,NO
0.5594268609706903,NO
0.8155058927567549,NO
0.6220319943524248,NO
0.8181479933105658,YES
0.6035566365396468,NO
0.7500572876094989,YES
0.5454607243086398,NO
0.671700134042196,NO
0.9536330181403883,YES
0.6790810263058205,YES
0.7072382693507187,YES
0.502756798735079,YES
0.6860125017175009,NO
0.7026757747962822,NO
0.7462479677026481,YES
0.34853582830064983,NO
0.7976579089419504,YES
0.32794620597403795,NO
0.6685126240905774,NO
0.6187650917614655,NO
0.6040453705775941,NO
0.7422819631225699,NO
0.3446713290748972,YES
0.7378281364747175,NO
0.8148849947716956,YES
0.5748197800920212,NO
0.7463413575471183,YES
0.6889700312357983,NO
0.36396793139885736,NO
0.8297562464602879,NO
0.7136924872030348,NO
0.8171496523892476,YES
0.6457009915605769,NO
0.751323604305733,YES
0.6422595850140185,NO
0.5343544646283711,NO
0.5203250228907077,YES
0.2620417387024905,YES
0.22988360053325058,YES
0.6051981828512698,YES
0.4630265517246786,NO
0.48725384887533224,NO
0.6439896641604259,YES
0.03375925038756941,NO
0.6552471161991715,YES
0.048554265468430724,NO
0.4635446839921394,NO
0.5430835254729818,NO
0.40089690319624144,NO
0.5581333696126682,NO
0.3231947696440706,YES
0.5557932234078642,NO
0.4111316985246711,YES
0.2051728772159941,NO
0.34175768684032476,YES
0.27669742728398145,NO
0.22650537610003452,NO
0.416340411045041,NO
0.2914447637444435,NO
0.46524655354431527,YES
0.5739050637615217,NO
0.5473974517975346,YES
0.40930975631531913,NO
0.515341331325414,NO
0.37850626273997995,YES
0.5700962971848884,YES
0.5449832515653019,YES
0.23317139646334484,YES
0.4541455197605441,NO
0.30655327113403,NO
0.40661649321011045,YES
0.18429843328340284,NO
0.34624881204357244,YES
0.1714493781085823,NO
0.4887196001275161,NO
0.6694759924927847,NO
0.49136170068132684,NO
0.5752037810160415,NO
0.6343737994207268,YES
0.5714293516534548,NO
0.5081201670512125,YES
0.3289746009236455,NO
0.5011752170240527,YES
0.39194323127078917,NO
0.5850797519453426,NO
0.4225161091077427,NO
0.32989855991814643,NO
0.4156466476678346,YES
0.31532400594149607,NO
0.392018719858041,YES
0.5348168335061447,NO
0.666491421521826,NO
0.6298504068683197,YES
0.4461080397128377,YES
0.4977256847207831,YES
0.5506468322649432,YES
0.6431185174611189,NO
0.5221814047826647,NO
0.43707998586056857,YES
0.10832265926895596,NO
0.5843147421792179,YES
0.09593115694964677,NO
0.43900513440232153,NO
0.6319001059432676,NO
0.42757187705728045,NO
0.726504848386957,NO
0.47517103308934167,YES
0.7225039532626147,NO
0.6305266583688311,YES
0.22785788934791273,NO
0.5449226004253613,YES
0.5805863826806577,NO
0.34745737746007926,NO
0.42346146353731656,NO
0.609341693715719,NO
0.3852642383879376,YES
0.7425369868716567,NO
0.38775240042589626,YES
0.35507533073443703,NO
0.5714476115506288,NO
0.6929879156471856,NO
0.7478681185791984,NO
0.6397684616347112,NO
0.4911903527573383,NO
0.41858320187214976,NO
0.4491211276837041,NO
0.7174926259270189,NO
0.5065665592567323,NO
0.5928686330225978,NO
0.5362751352941053,NO
0.9076774577911257,YES
0.8109110796188796,YES
0.8860122332498772,YES
0.5595666280848635,NO
0.36328620807730766,NO
0.5643660197003386,NO
0.6288226164832091,NO
0.5864451045036356,NO
0.6468643888363743,NO
0.623689392550091,NO
0.38132557241934145,NO
0.6652836041257981,NO
0.5630754077088183,NO
0.7159364461717137,NO
0.46767717948652004,NO
0.7476416528174432,NO
0.23079206628166427,YES
0.7598671253309646,YES
0.796482768769317,NO
0.7135208113796581,NO
0.6501858866754506,NO
0.278254764934001,NO
0.2646037908181838,YES
0.510568837706618,YES
0.5948991602301981,NO
0.5837220640352461,NO
0.5738455090351602,NO
0.6548583504871679,NO
0.7141247200776719,NO
0.45153244854943514,NO
0.7066513499397502,NO
0.7338697760491242,YES
0.283977203573804,NO
0.641213401522607,YES
0.6141023419691205,NO
0.751312179061429,YES
0.6549416676723101,NO
0.676531403626307,NO
0.3982430392518827,NO
0.6909497237913886,NO
0.5937992627202753,NO
0.6949506189157308,NO
0.4888139839170064,NO
0.6562249736555896,NO
0.22481772918381715,NO
0.2490044590320507,NO
0.4561694889803826,YES
0.48945805004320536,YES
0.4889296299324433,YES
0.43875390198990966,YES
0.3889118424153249,NO
0.1629199670038945,NO
0.4813166258894745,YES
0.10047552481603539,NO
0.4803547535282256,YES
0.11971429388542126,NO
0.42083892423137653,NO
0.32975342345149333,NO
0.40785488722407776,NO
0.4166203858881899,NO
0.5042030604673831,YES
0.25652143978858866,NO
0.5385256317568345,YES
0.26764590813175215,NO
0.48500422339535293,YES
0.3037561254039324,NO
0.31474779449491963,NO
0.3642979723798255,NO
0.3347994773816591,NO
0.4420211632208249,YES
0.42911814810295185,NO
0.4104805210804929,YES
0.39830124139326867,YES
0.5616340952079031,YES
0.8509100401778196,NO
0.7061229298289879,NO
0.6571308367026105,NO
0.3119981634355274,NO
0.2953647496947744,YES
0.7321278412904662,YES
0.6056940282071965,NO
0.5669353163431379,NO
0.6068340216641692,NO
0.6222893133972283,NO
0.7201638070578109,NO
0.5223886679365048,NO
0.6883831118248298,NO
0.5876483825425096,YES
0.2967347748193476,NO
0.7489356155308355,YES
0.6111582870663028,NO
0.7265519224428594,YES
0.6179522599189591,NO
0.6356165893358656,NO
0.501218960851795,NO
0.684306728113236,NO
0.5770407963503896,NO
0.7336762641758718,NO
0.5119889802032898,NO
0.650110398088199,NO
0.4486672022151735,NO
0.5348894427268949,NO
0.3963093653260394,NO
0.4851594325213338,NO
0.4158977673648317,NO
0.15603335232724697,NO
0.4788047731207263,NO
0.360560400957831,NO
0.41702143758039106,NO
0.21770642145148128,YES
0.34450554519365034,NO
0.23380164982782053,YES
0.5034276706362542,NO
0.7065279368075579,NO
0.5105235978379175,NO
0.5918833261019565,NO
0.5821982336039471,NO
0.6103025413913803,NO
0.4221264621661334,NO
0.3896870990373274,NO
0.4361673393949566,NO
0.41412467191744934,YES
0.6079398418567894,YES
0.44084763180456427,YES
0.41778177478023554,YES
0.42552344859246166,NO
0.3275047304353988,YES
0.41133159418913506,NO
0.4099264838300362,YES
0.5785435387522921,YES
0.8018424584641903,NO
0.7083120988592884,NO
0.6378057583661658,NO
0.2824066372328465,NO
0.18788408482015295,YES
0.7559067462747633,YES
0.5933138998979115,NO
0.47918896873500855,NO
0.5823002308073548,NO
0.5274298546101288,NO
0.714426674426679,NO
0.4491168137573795,NO
0.6991779798018283,NO
0.5969334787744731,YES
0.27876849105343415,NO
0.7903788499320392,YES
0.6135739218583582,NO
0.7393849822756549,YES
0.6355411007486138,NO
0.6247462327716156,NO
0.3816155994281066,NO
0.6849106368112499,NO
0.5736438099240615,NO
0.6964603906607656,NO
0.4875306779337269,NO
0.6467889002491225,NO
0.31274806933608806,NO
0.4107090054728561,NO
0.5149877430696388,NO
0.6950854367985149,NO
0.48033848152109165,NO
0.2866815127896491,NO
0.37226456467856944,NO
0.3446474743944136,NO
0.4804734940941376,NO
0.7251460538164256,YES
0.4590312206430783,NO
0.7801515553021121,YES
0.5870038553077961,NO
0.7280984394130721,NO
0.6210218388062798,NO
0.41111066172955385,NO
0.3007064766512938,NO
0.39876509606514493,NO
0.4644858781982269,NO
0.7613050871100076,NO
0.4636555037384578,NO
0.5087176509705909,YES
0.656114840448615,YES
0.49634206201845993,YES
0.5546087381026703,YES
0.5491840730946758,NO
0.3572557284561059,YES
0.5054320991019337,NO
