UPPERTRACED_MAX_SINGLE_VSM_SUM.csv,Associated
0.27175725241747245,NO
0.6612870956985661,YES
0.1608536178726242,NO
0.19393131043681222,NO
0.6820273424474825,YES
0.2622207402467489,NO
0.14524841613871292,NO
0.8390130043347782,YES
0.08316105368456152,NO
0.9467822607535845,YES
0.12024008002667559,NO
0.47282427475825267,NO
0.2176058686228743,NO
0.267889296432144,NO
0.09596532177392463,NO
0.31583861287095694,NO
0.08822940980326775,NO
0.5985328442814272,NO
0.13604534844948313,NO
0.3397132377459153,NO
0.2704901633877959,NO
0.16765588529509834,NO
0.602867622540847,NO
0.34444814938312773,NO
0.6580193397799267,YES
0.5766588862954318,NO
0.8340113371123709,YES
0.09623207735911969,NO
0.11330443481160386,NO
0.35305101700566854,YES
0.7491830610203402,YES
0.7014338112704235,YES
0.44281427142380786,YES
0.17679226408802934,NO
0.04681560520173392,NO
0.36632210736912296,YES
0.22927642547515836,NO
0.39906635545181723,YES
0.16678892964321435,NO
0.19993331110370122,NO
0.27689229743247745,NO
0.25908636212070685,NO
0.06968989663221074,NO
0.7281760586862288,YES
0.06222074024674891,NO
0.7202400800266756,YES
0.3735911970656885,NO
0.6988329443147716,YES
0.20953651217072355,NO
0.3035011670556852,NO
0.3487829276425474,NO
0.19499833277759254,NO
0.4672890963654552,YES
0.28436145381793926,NO
0.3843281093697899,YES
0.8196732244081361,YES
0.6501500500166723,YES
0.35698566188729575,NO
0.11477159053017673,NO
0.08576192064021339,NO
0.10216738912970989,NO
0.7776592197399134,YES
0.8642880960320106,YES
0.05641880626875624,NO
0.02160720240080026,NO
0.1114371457152384,NO
0.03887962654218072,NO
0.11790596865621873,NO
0.16172057352450814,NO
0.12857619206402132,NO
0.6742914304768256,YES
0.0734911637212404,NO
0.7793264421473824,YES
0.0,NO
0.8170723574524842,YES
0.011603867955985323,NO
0.13171057019006333,NO
0.09269756585528509,NO
0.07475825275091696,NO
0.08222740913637878,NO
0.19599866622207401,NO
0.1097032344114705,NO
0.07569189729909968,NO
0.15485161720573526,NO
0.2115371790596865,NO
0.8226075358452818,YES
0.524108036012004,YES
0.5159053017672558,YES
0.8291430476825609,YES
0.2826275425141714,NO
0.08836278759586526,NO
0.9818606202067355,YES
0.14998332777592532,NO
0.8694898299433145,YES
0.11077025675225073,NO
0.5260420140046682,NO
0.3587862620873624,NO
0.3177059019673224,NO
0.17765921973991328,NO
0.5275758586195399,YES
0.15485161720573526,NO
0.6418139379793265,YES
0.3433144381460487,NO
0.41340446815605203,YES
0.2897632544181394,NO
0.2620873624541514,NO
0.6172057352450817,NO
0.2788929643214405,NO
0.8158052684228077,YES
0.5786595531843948,NO
0.8601533844614871,YES
0.177459153051017,NO
0.19833277759253082,NO
0.9032344114704901,YES
0.5947982660886962,YES
0.5962654218072692,YES
0.7825275091697232,YES
0.37092364121373783,NO
0.1209069689896632,NO
0.8204068022674226,YES
0.2132044014671557,NO
0.8128709569856619,YES
0.13231077025675225,NO
0.475025008336112,NO
0.35185061687229074,NO
0.2990330110036679,NO
0.18486162054018002,NO
0.553784594864955,YES
0.1621207069023008,NO
0.5927975991997333,YES
0.4198066022007335,NO
0.38706235411803935,YES
0.3418472824274758,NO
0.322374124708236,NO
0.6159386462154052,NO
0.2885628542847616,NO
0.8206735578526176,YES
0.5599866622207402,NO
0.7605201733911304,YES
0.18839613204401467,NO
0.2400133377792597,NO
0.9687895965321773,YES
0.5553851283761254,YES
0.5955318439479828,YES
0.8378792930976992,YES
0.3761253751250416,NO
0.1513837945981994,NO
0.8428809603201067,YES
0.16092030676892294,NO
0.878159386462154,YES
0.12790930310103366,NO
0.4220740246748916,NO
0.29176392130710227,NO
0.2246748916305435,NO
0.2572857619206402,NO
0.5645881960653552,YES
0.23501167055685224,NO
0.6698232744248084,YES
0.40680226742247416,NO
0.44974991663887964,YES
0.31650550183394466,NO
0.28602867622540845,NO
0.6569523174391464,NO
0.3147715905301767,NO
0.848216072024008,YES
0.6212070690230076,NO
0.7900633544514839,YES
0.1461820606868956,NO
0.2155385128376125,NO
0.8243414471490498,YES
0.5199066355451818,YES
0.5067689229743249,YES
0.8141380460153385,YES
0.26902300766922305,NO
0.08029343114371455,NO
0.9667222407469156,YES
0.15431810603534507,NO
0.8583527842614205,YES
0.11843947982660886,NO
0.513837945981994,NO
0.31850616872290755,NO
0.2825608536178726,NO
0.19146382127375788,NO
0.5211737245748583,YES
0.1710570190063354,NO
0.6460820273424476,YES
0.33117705901967315,NO
0.42527509169723243,YES
0.2846948982994331,NO
0.2534844948316105,NO
0.6246748916305436,NO
0.27342447482494164,NO
0.819406468822941,YES
0.5618539513171057,NO
0.9023007669223074,YES
0.1418472824274758,NO
0.16138712904301433,NO
0.3853284428142714,YES
0.8558186062020674,YES
0.7947982660886962,YES
0.5105701900633545,YES
0.2135378459486495,NO
0.07722574191397132,NO
0.4218739579859953,YES
0.2838946315438479,NO
0.4452150716905635,YES
0.19506502167389128,NO
0.2518172724241413,NO
0.3434478159386462,NO
0.30830276758919645,NO
0.14078026008669553,NO
0.7691230410136711,YES
0.13117705901967325,NO
0.8010670223407802,YES
0.3843281093697899,NO
0.7949316438812937,YES
0.2799599866622207,NO
0.36345448482827614,NO
0.40966988996332104,NO
0.23954651550516837,NO
0.523841280426809,YES
0.3382460820273424,NO
0.42234078026008665,YES
0.14518172724241413,NO
0.16972324108036008,NO
0.486162054018006,YES
0.8370790263421141,YES
0.8596865621873958,YES
0.5806602200733578,YES
0.21627209069689896,NO
0.09309769923307772,NO
0.4805601867289096,YES
0.2748916305435145,NO
0.5727909303101033,YES
0.18999666555518502,NO
0.18246082027342447,NO
0.23041013671223737,NO
0.18686228742914301,NO
0.14924974991663886,NO
0.8138712904301434,YES
0.1394464821607202,NO
1.0,YES
0.34324774924974993,NO
0.9243747915971992,YES
0.31137045681893966,NO
0.35331777259086355,NO
0.5013004334778259,NO
0.26155385128376124,NO
0.5877959319773258,YES
0.4124041347115705,NO
0.49823274424808267,YES
0.19513171057019008,NO
0.2582860953651217,NO
0.2525508502834278,NO
0.3082360786928976,NO
0.1525841947315772,NO
0.29316438812937645,NO
0.3186395465155051,NO
0.0728909636545515,NO
0.5538512837612537,NO
0.14951650550183393,NO
0.26628876292097364,NO
0.17852617539179727,NO
0.8997665888629542,YES
0.8426142047349117,YES
0.8806268756252084,YES
0.07142380793597866,NO
0.3201733911303768,NO
0.06828942980993663,NO
0.1588529509836612,NO
0.30810270090030006,NO
0.13117705901967325,NO
0.08929643214404802,NO
0.18346115371790594,NO
0.21413804601533842,NO
0.19699899966655549,NO
0.27815938646215405,NO
0.1817939313104368,NO
0.530110036678893,NO
0.7006335445148383,YES
0.8107369123041014,YES
0.29816605535178387,NO
0.1217739246415472,NO
0.042747582527509154,NO
0.04328109369789929,NO
0.8374124708236078,YES
0.701300433477826,YES
0.02734244748249416,NO
0.0723574524841614,NO
0.04581527175725242,NO
0.11317105701900633,NO
0.08656218739579859,NO
0.1553184394798266,NO
0.1363121040346782,NO
0.8230743581193732,YES
0.04994998332777592,NO
0.7390463487829276,YES
0.005068356118706228,NO
0.8670890296765589,YES
0.04494831610536844,NO
0.14124708236078692,NO
0.05875291763921306,NO
0.08109369789929975,NO
0.06588862954318103,NO
0.144648216072024,NO
0.0644214738246082,NO
0.06888962987662552,NO
0.09283094364788262,NO
0.10976992330776926,NO
0.3969989996665555,YES
0.8104701567189063,YES
0.810003334444815,YES
0.4940313437812603,YES
0.18406135378459487,NO
0.04954984994998332,NO
0.4193397799266422,YES
0.22640880293431143,NO
0.46275425141713905,YES
0.16692230743581193,NO
0.21773924641547177,NO
0.2764254751583861,NO
0.2604201400466822,NO
0.04114704901633878,NO
0.7595865288429476,YES
0.03447815938646215,NO
0.8538179393131045,YES
0.35305101700566854,NO
0.8065355118372791,YES
0.22794264754918303,NO
0.28169389796598865,NO
0.3841280426808936,NO
0.19653217739246415,NO
0.5131043681227075,YES
0.31303767922640874,NO
0.41647215738579524,YES
0.8486162054018007,YES
0.6356118706235412,YES
0.3462487495831944,NO
0.11523841280426807,NO
0.04888296098699567,NO
0.07309103034344781,NO
0.7687229076358786,YES
0.897032344114705,YES
0.03687895965321773,NO
0.03887962654218072,NO
0.07495831943981325,NO
0.06475491830610203,NO
0.09189729909969989,NO
0.14658219406468825,NO
0.1201733911303768,NO
0.6938979659886628,YES
0.06122040680226741,NO
0.8342114038012671,YES
0.002467489163054344,NO
0.8452150716905635,YES
0.012270756918972989,NO
0.1051017005668556,NO
0.08156052017339112,NO
0.07522507502500832,NO
0.051083694564854926,NO
0.17885961987329113,NO
0.08489496498832945,NO
0.06348782927642546,NO
0.17085695231743914,NO
0.20400133377792595,NO
0.4568856285428476,NO
0.5051017005668557,NO
0.23854618206068684,NO
0.4845615205068356,NO
0.28596198732910966,NO
0.08476158719573192,NO
0.3753251083694565,NO
0.7593197732577526,YES
0.47942647549183054,NO
0.748916305435145,YES
0.2541513837945982,NO
0.28596198732910966,NO
0.23367789263087696,NO
0.2620873624541514,NO
0.41580526842280763,NO
0.2541513837945982,NO
0.32964321440480154,NO
0.25655218406135377,NO
0.3668556185395131,NO
0.6998332777592531,YES
0.7063021007002335,YES
0.7234411470490163,YES
0.7465155051683895,YES
0.3889296432144048,NO
0.6826942314104701,YES
0.29316438812937645,NO
0.8588862954318106,YES
0.6505501833944648,YES
0.30290096698899627,NO
0.1171723907969323,NO
0.0318106035345115,NO
0.04694898299433144,NO
0.7281760586862288,YES
0.9180393464488162,YES
0.025941980660220076,NO
0.043014338112704234,NO
0.05328442814271424,NO
0.06722240746915638,NO
0.08682894298099365,NO
0.15318439479826607,NO
0.12970990330110038,NO
0.7021007002334112,YES
0.04534844948316104,NO
0.8708236078692898,YES
0.004601533844614862,NO
0.8565521840613537,YES
0.027809269756585514,NO
0.09549849949983326,NO
0.061353784594864944,NO
0.07575858619539846,NO
0.04808269423141044,NO
0.14598199399799933,NO
0.06328776258752918,NO
0.060553517839279744,NO
0.18312770923641214,NO
0.20093364454818274,NO
0.48976325441813934,NO
0.4790930310103368,NO
0.24414804934978318,NO
0.5058352784261421,NO
0.3347782594198066,NO
0.10003334444814936,NO
0.3641213737912637,NO
0.7385128376125376,YES
0.5124374791597199,NO
0.8059353117705903,YES
0.25601867289096364,NO
0.269623207735912,NO
0.21180393464488162,NO
0.22160720240080023,NO
0.4150716905635211,NO
0.20106702234078028,NO
0.29509836612204066,NO
0.2708236078692898,NO
0.3191730576858952,NO
0.6828276092030677,YES
0.6880293431143715,YES
0.7005001667222407,YES
0.8001333777925975,YES
0.4262087362454151,NO
0.6947649216405468,YES
0.28396132044014666,NO
