UPPERTRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.7073691705233179,NO
0.6244215023139907,YES
0.6382342470630118,NO
0.7063723745105019,NO
0.5726593093627625,NO
0.6583837664649342,NO
0.3898896404414382,YES
0.41516553933784267,NO
0.7077963688145248,YES
0.5859736561053756,NO
0.2392310430758277,NO
0.5550729797080811,NO
0.41402634389462434,NO
0.595372018511926,NO
0.406692773228907,NO
0.7381986472054112,NO
0.5233891064435742,NO
0.6987540049839801,NO
0.5698825204699182,YES
0.6308294766820933,NO
0.47433250266998933,YES
0.78561765752937,NO
0.637308650765397,NO
0.3807760768956924,NO
0.6655749377002491,NO
0.4247063011747952,NO
0.6461374154503382,NO
0.5787112851548594,NO
0.5888928444286223,NO
0.6553221787112852,NO
0.5620505517977928,YES
0.5311498754004984,YES
0.563616945532218,YES
0.6637949448202206,YES
0.7276610893556426,NO
0.5533641865432538,YES
0.6796724813100748,NO
0.5527945888216447,NO
0.28152367390530436,NO
0.5450338198647205,NO
0.41879672481310065,NO
0.5874688501245995,NO
0.41253114987540046,NO
0.7158419366322534,NO
0.48287646849412597,NO
0.7129227483090068,NO
0.6723389106443576,YES
0.6521181915272338,NO
0.4237095051619793,YES
0.7010323958704164,NO
0.5446778212887149,NO
0.28209327162691344,NO
0.7728729085083659,NO
0.4444286222855108,NO
0.7241011035955857,NO
0.720185119259523,NO
0.5214667141331435,NO
0.7856176575293699,NO
0.716055535777857,YES
0.6629405482378071,YES
0.7800640797436811,YES
0.5694553221787113,YES
0.6938412246351015,NO
0.6257030971876112,YES
0.7077963688145248,NO
0.587682449270203,NO
0.24093983624065501,NO
0.5245995016019936,NO
0.44549661801352786,NO
0.6309718761124955,NO
0.3943040227839088,NO
0.7404058383766464,NO
0.499750800996796,NO
0.6810964756140975,NO
0.6830900676397295,YES
0.615379138483446,NO
0.44841580633677464,YES
0.7666073335706657,NO
0.6376646493414027,NO
0.3789248843004628,NO
0.6630829476682093,NO
0.45069419722321097,NO
0.642933428266287,NO
0.5854040583837665,NO
0.5644001423994305,NO
0.6845852616589534,NO
0.7157707369170524,YES
0.6770380918476326,YES
0.6275542897828409,YES
0.6329654681381275,YES
0.7134923460306158,NO
0.5779992880028479,YES
0.668066927732289,NO
0.5369882520469919,NO
0.2370238519045924,NO
0.46244215023139906,NO
0.4842292630829476,NO
0.5868280526877893,NO
0.3253826984692061,NO
0.6635813456746172,NO
0.45190459238163044,NO
0.6576005695977216,NO
0.7413314346742612,YES
0.5284442862228551,NO
0.4672125311498753,YES
0.7570665717337131,NO
0.6381630473478106,NO
0.381630473478106,NO
0.6880740477038091,NO
0.42363830544677816,NO
0.6649341402634389,NO
0.5688857244571022,NO
0.5494482022071913,NO
0.6929868280526879,NO
0.6683517265930937,YES
0.663438946244215,YES
0.6518333926664294,YES
0.5320042719829121,YES
0.6543253826984693,NO
0.5156995372018511,YES
0.6553933784264863,NO
0.5186187255250979,NO
0.5956568173727306,NO
0.8052687789248841,YES
0.45895336418654314,YES
0.5298682805268778,YES
0.6309718761124956,YES
0.5377002491990032,NO
0.6037735849056604,NO
0.660804556781773,YES
0.6756140975436099,NO
0.8831612673549305,YES
0.7030259878960484,NO
0.7010323958704164,NO
0.4137415450338198,NO
0.6898540405838377,NO
0.6704877180491278,NO
0.36368814524741894,YES
0.6543253826984693,NO
0.8034175863296548,YES
0.636810252758989,NO
0.4440014239943039,YES
0.6967604129583482,NO
0.5706657173371307,NO
0.8501245995016019,NO
0.5777856888572446,NO
0.8055535777856888,YES
0.7996440014239943,NO
0.7971520113919544,YES
0.11491634033463864,NO
0.05425418298326806,NO
0.39943040227839083,YES
0.2756140975436098,NO
0.08187967248131008,NO
0.8311854752580989,YES
0.3803488786044856,NO
0.03645425418298327,NO
0.9229619081523673,YES
0.1228195087219651,NO
0.8256318974724101,YES
0.5085795656817372,NO
0.25482378070487716,NO
0.23624065503737984,NO
0.5313634745461018,NO
0.4645781416874332,NO
0.37771448914204336,NO
0.1077251690993236,NO
0.6826628693485227,NO
0.047419010323958705,NO
0.37394090423638304,NO
0.11434674261302953,NO
0.10672837308650764,NO
0.33335706657173364,NO
0.0948380206479174,NO
0.8977572089711641,YES
0.7742257030971875,NO
0.8180135279458881,YES
0.5491634033463866,NO
0.2833036667853328,NO
0.4549661801352794,YES
0.6414382342470629,YES
0.7865432538269848,YES
0.7495906016375934,YES
0.5801352794588821,NO
0.07753648985404059,NO
0.7699537201851192,YES
0.707938768244927,NO
0.4644357422570308,YES
0.655749377002492,NO
0.7746529013883945,NO
0.7245283018867925,NO
0.7734425062299751,NO
0.6529725881096475,NO
0.7625489498042007,YES
0.6021359914560342,NO
0.6347454610181559,YES
0.6934140263438946,NO
0.5787112851548594,YES
0.6630117479530082,NO
0.6996084015663937,NO
0.622997508009968,NO
0.6671413314346744,NO
0.45888216447134206,YES
0.47518689925240293,NO
0.7543609825560696,YES
0.07483090067639729,NO
0.06842292630829476,NO
0.9110715557137771,YES
0.34012103951584194,NO
0.08287646849412601,NO
0.9406906372374509,YES
0.09939480242079031,NO
0.15272338910644356,NO
0.8724101103595584,YES
0.17123531505873973,NO
1.0,YES
0.0477750088999644,NO
0.10388038447846208,NO
0.45261658953364187,NO
0.07063011747953009,NO
0.0704877180491278,NO
0.09405482378070489,NO
0.061872552509789944,NO
0.6815236739053044,NO
0.00833036667853329,NO
0.2262726949092203,NO
0.2657885368458526,NO
0.42570309718761123,NO
0.8982556069775721,NO
0.14773940904236382,NO
0.8996084015663938,YES
0.8543253826984691,NO
0.8796012815948736,YES
0.5255962976148095,NO
0.2704877180491278,NO
0.3174795300818796,YES
0.5825560697757208,YES
0.7166963332146671,YES
0.6294766820932717,YES
0.5200427198291208,NO
0.050765396938412255,NO
0.6563901744393023,YES
0.6242079031683873,NO
0.3096475614097543,YES
0.6485582057671769,NO
0.7280170879316482,NO
0.7011747953008187,NO
0.7547169811320755,NO
0.6655037379850479,NO
0.7523673905304379,YES
0.6143823424706302,NO
0.5516553933784265,YES
0.7021715913136347,NO
0.5288002847988608,YES
0.5030259878960485,NO
0.6001423994304023,NO
0.4637237451050195,NO
0.6098255606977573,NO
0.3337130651477394,YES
0.36262014951940197,NO
0.6587397650409399,YES
0.6364542541829833,YES
0.1493058027767889,YES
0.7582057671769312,NO
0.5740833036667854,NO
0.567746529013884,NO
0.5710929156283375,NO
0.3495194019223923,YES
0.8692061231755074,YES
0.5211107155571378,NO
0.6246351014595941,NO
0.08059807760768957,NO
0.3976504093983624,NO
0.6939124243503025,NO
0.6062655749377003,NO
0.06842292630829476,NO
0.19644001423994306,YES
0.5813456746173016,NO
0.5933784264862941,YES
0.040939836240655045,NO
0.8543965824136703,YES
0.59750800996796,NO
0.2944108223567105,NO
0.5298682805268778,NO
0.56062655749377,NO
0.2640085439658241,NO
0.7256674973300108,NO
0.6632253470986116,NO
0.5134211463154147,NO
0.5022427910288358,NO
0.6113919544321823,NO
0.6609469562121751,YES
0.43923104307582767,YES
0.4996084015663937,YES
0.653684585261659,YES
0.4402278390886436,NO
0.5761480954076184,NO
0.8167319330722678,YES
0.6730509077963689,NO
0.9174795300818797,YES
0.6820932716269135,NO
0.7658953364186543,NO
0.44015663937344246,NO
0.7290138839444642,NO
0.6660733357066572,NO
0.3732289070843716,YES
0.6470630117479531,NO
0.8484870060519758,YES
0.5436810252758989,NO
0.49013883944464215,YES
0.7025987896048417,NO
0.5807760768956926,NO
0.8499822000711997,NO
0.5761480954076184,NO
0.7747241011035955,YES
0.8071199715201138,NO
0.9075115699537202,YES
0.526379494482022,NO
0.5972944108223567,NO
0.7470274118903524,YES
0.5147027411890353,YES
0.5854040583837664,YES
0.6039159843360627,YES
0.5344962620149519,NO
0.6108935564257743,NO
0.6443574225703097,YES
0.7405482378070488,NO
0.8570309718761124,YES
0.7050907796368814,NO
0.7114275542897829,NO
0.432751868992524,NO
0.7090779636881452,NO
0.6737629049483802,NO
0.40121039515841933,YES
0.6548237807048771,NO
0.7961552153791384,YES
0.6253470986116055,NO
0.4620149519401921,YES
0.7582057671769312,NO
0.6451406194375223,NO
0.8486294054823781,NO
0.5864720541117836,NO
0.7799216803132787,YES
0.7871840512637949,NO
0.8011391954432182,YES
0.5380562477750088,NO
0.6417942328230687,NO
0.8170167319330722,YES
0.4726237095051619,YES
0.5846208615165539,YES
0.6630117479530082,YES
0.5400498398006408,NO
0.6434318262726949,NO
0.6683517265930937,YES
0.6847276610893557,NO
0.9267354930580278,YES
0.7003915984336063,NO
0.6548949804200783,NO
0.36860092559629765,NO
0.629690281238875,NO
0.7510857956568173,NO
0.4127447490210039,YES
0.7326450694197223,NO
0.8783908864364542,YES
0.6114631541473834,NO
0.528942684229263,YES
0.7311498754004984,NO
0.6063367746529014,NO
0.8924172303310787,NO
0.6144535421858313,NO
0.8093271626913493,YES
0.8525453898184407,NO
0.8326806692773229,YES
0.49298682805268773,NO
0.6156639373442506,NO
0.6627981488074046,YES
0.43474546101815587,YES
0.4898540405838376,YES
0.6376646493414027,YES
0.42570309718761123,NO
0.5675329298682805,NO
0.8005695977216092,YES
0.6776788892844429,NO
0.9055891776432894,YES
0.6902812388750446,NO
0.7528657885368458,NO
0.3971520113919544,NO
0.6914916340334639,NO
0.6808116767532929,NO
0.36639373442506223,YES
0.6643645425418299,NO
0.8530437878248487,YES
0.5307226771092916,NO
0.502812388750445,YES
0.6971876112495551,NO
0.5715913136347456,NO
0.8579565681737273,NO
0.570309718761125,NO
0.778568885724457,YES
0.7891776432894269,NO
0.9525097899608402,YES
0.5742969028123888,NO
0.3218227127091491,NO
0.351940192239231,YES
0.6964044143823425,YES
0.8163759344962619,YES
0.7018155927376291,YES
0.5592737629049483,NO
0.08323246707013172,NO
0.7156995372018511,YES
0.6825204699181202,NO
0.3589177643289427,YES
0.6787468850124599,NO
0.7834104663581346,NO
0.7722321110715558,NO
0.8072623709505161,NO
0.7414026343894624,NO
0.7960840156639373,YES
0.688002847988608,NO
0.6379494482022071,YES
0.7136347454610181,NO
0.6313990744037024,YES
0.5782128871484514,NO
0.6641509433962263,NO
0.5287290850836597,NO
0.6573869704521182,NO
0.39409042363830543,YES
0.4201495194019224,NO
0.6993236027055891,YES
0.5778568885724458,NO
0.33072267710929154,NO
0.4595941616233535,YES
0.6763972944108223,YES
0.8856532573869704,YES
0.7766464934140264,YES
0.5621929512281951,NO
0.10017799928800285,NO
0.7783552865788537,YES
0.6729085083659666,NO
0.4951228195087219,YES
0.6733357066571733,NO
0.7093627625489498,NO
0.6515485938056248,NO
0.6776076895692418,NO
0.750444998220007,NO
0.8438590245639017,YES
0.6968316126735492,NO
0.8503381986472054,YES
0.6697757208971165,NO
0.7695977216091135,YES
0.611747953008188,NO
0.6533285866856533,NO
0.6265574937700249,NO
0.6808828764684941,NO
0.46237095051619787,YES
0.4993236027055891,NO
0.7803488786044855,YES
0.6340334638661446,NO
0.014880740477038079,NO
0.2631541473834104,NO
0.7065147739409042,NO
0.07055891776432892,NO
0.5320042719829121,NO
0.3117123531505874,NO
0.053399786400854396,NO
0.8264150943396226,NO
0.35642577429690275,NO
0.0,NO
0.019010323958704167,NO
0.8358846564613741,YES
0.853186187255251,YES
0.9222499110003559,YES
0.012887148451406191,NO
0.39344962620149515,NO
0.07917408330366675,NO
0.25247419010323957,NO
0.06877892488430044,NO
0.24101103595585616,NO
0.24763260946956211,NO
0.09683161267354932,NO
0.5218227127091492,NO
0.23894624421502308,NO
0.1139195443218227,NO
0.35998576005695976,NO
0.6778212887148451,NO
0.5093627625489499,YES
0.320754716981132,YES
0.6954076183695266,NO
0.581559273762905,NO
0.5218227127091492,NO
0.5082235671057316,NO
0.413314346742613,YES
0.6951940192239231,YES
0.49006763972944106,NO
0.6788180847276611,NO
0.010537557849768592,NO
0.47696689213243143,NO
0.6604485582057672,NO
0.5994304022783908,NO
0.07668209327162691,NO
0.35528657885368453,YES
0.5562121751512994,NO
0.550373798504806,YES
0.04635101459594161,NO
0.9077963688145246,YES
0.6331078675685298,NO
0.3045923816304734,NO
0.49362762548949796,NO
0.5673905304378782,NO
0.24656461374154504,NO
0.6708437166251334,NO
0.614880740477038,NO
0.5061587753648985,NO
0.5219651121395514,NO
0.26671413314346737,NO
0.3644001423994303,YES
0.6479886080455678,YES
0.8326094695621218,YES
0.6841580633677466,YES
0.5278034887860449,NO
0.05368458526165895,NO
0.7129939480242079,YES
0.6211463154147383,NO
0.3776432894268423,YES
0.6487006051975792,NO
0.7470274118903524,NO
0.7006763972944108,NO
0.7561409754360982,NO
0.6350302598789604,NO
0.7859024563901743,YES
0.5847632609469563,NO
0.6942684229263082,YES
0.6802420790316839,NO
0.6437878248487006,YES
0.5226771092915629,NO
0.5768600925596297,NO
0.5014595941616234,NO
0.6114631541473834,NO
0.382627269490922,YES
0.3932360270558918,NO
0.6930580277678888,YES
0.6673549305802777,YES
0.13378426486294054,YES
0.7467426130295478,NO
0.5745817016731932,NO
0.528373086507654,NO
0.5400498398006408,NO
0.33997864008543965,YES
0.9041651833392667,YES
0.500249199003204,NO
0.6430758276966893,NO
0.04165183339266641,NO
0.4252758988964043,NO
0.6661445354218584,NO
0.5901032395870417,NO
0.05945176219295123,NO
0.21737273050907796,YES
0.568244927020292,NO
0.6519757920968315,YES
0.04357422570309717,NO
0.8844428622285511,YES
0.5982200071199715,NO
0.266002135991456,NO
0.5179779280882876,NO
0.561124955500178,NO
0.2307582769668921,NO
0.7073691705233179,NO
0.6367390530437879,NO
0.5003915984336063,NO
0.573371306514774,NO
0.23310786756852975,NO
0.45610537557849756,NO
0.43310786756852965,NO
0.5522249911000355,NO
0.3517977928088287,NO
0.6772516909932361,NO
0.47589889640441435,NO
0.6932004271982912,NO
0.5791384834460662,YES
0.5453898184407263,NO
0.43987184051263795,YES
0.7778568885724457,NO
0.6796012815948735,NO
0.4143111427554289,NO
0.7283018867924528,NO
0.4199359202563189,NO
0.7243147027411891,NO
0.59437522249911,NO
0.5757920968316127,NO
0.6930580277678889,NO
0.5156283374866502,YES
0.5225347098611606,YES
0.5408330366678534,YES
0.5797080811676752,YES
0.6545389818440727,NO
0.5044499822000712,YES
0.6696333214667142,NO
0.6783196867212532,YES
0.1497330010679957,YES
0.7004627981488074,NO
0.5766464934140263,NO
0.5101459594161623,NO
0.5121395514417942,NO
0.296689213243147,YES
0.9265930936276255,YES
0.48857244571021713,NO
0.6474902100391599,NO
0.0185119259522962,NO
0.42791028835884654,NO
0.6607333570665717,NO
0.5971520113919544,NO
0.06963332146671412,NO
0.22613029547881808,YES
0.5512993948024209,NO
0.6910644357422572,YES
0.04585261658953364,NO
0.8965468138127447,YES
0.6148095407618369,NO
0.255749377002492,NO
0.49640441438234234,NO
0.5616945532217871,NO
0.22755428978284087,NO
0.6722677109291563,NO
0.6136703453186187,NO
0.49725881096475605,NO
0.5864720541117836,NO
0.2298326806692773,NO
0.49120683517265923,NO
0.40533997864008536,NO
0.5582057671769314,NO
0.3745105019579922,NO
0.7293698825204699,NO
0.4922036311854752,NO
0.6812388750444998,NO
0.5569241723033108,YES
0.5806336774652902,NO
0.500747597009612,YES
0.7798504805980776,NO
0.6621573513705945,NO
0.3909576361694552,NO
0.6850836596653613,NO
0.4191527233891063,NO
0.6676397294410822,NO
0.55749377002492,NO
0.5910288358846565,NO
0.6421502313990745,NO
0.49747241011035953,YES
0.5030259878960485,YES
0.5163403346386615,YES
0.6369526521893912,YES
0.6943396226415095,NO
0.5173371306514774,YES
0.659807760768957,NO
