NONETRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.03271792474877308,NO
0.10972189763963545,YES
0.47043701799485865,YES
0.04487029679831737,YES
0.4482355690581912,NO
0.4031315727973826,NO
0.2291423229726572,NO
0.16452442159383038,NO
0.26828698293993924,YES
0.5135545688244918,YES
0.28114045337695726,NO
0.07712082262210798,NO
0.21254966113577942,NO
0.09020799252161722,NO
0.24924047674690356,NO
0.1871932694554803,NO
0.15751343771909326,NO
0.19233465763028748,YES
0.09955597102126666,NO
0.3062631455947652,YES
0.018929656461790144,NO
0.38408506660434677,YES
0.04428604814208928,NO
0.13110539845758357,NO
0.09686842720261746,NO
0.1590324842252863,NO
0.1279504557139519,NO
0.24293059125964014,NO
0.33909792007478384,NO
0.1049310586585651,NO
0.08658565085300306,NO
0.2774012619770974,NO
0.3470437017994859,YES
0.12339331619537278,YES
0.08226221079691518,YES
0.4052348679598037,YES
0.10165926618368779,NO
0.3013554568824492,NO
1.0,YES
0.09815377424631924,NO
0.4525590091142791,YES
0.11299369011451275,NO
0.34400560878709985,NO
0.428721663940173,NO
0.40032717924748773,NO
0.08670250058424868,NO
0.16697826594998835,YES
0.1256134610890395,NO
0.3743865389109606,YES
0.08448235569058193,NO
0.21862584716055156,YES
0.1700163589623744,NO
0.13367609254498716,NO
0.3534704370179949,NO
0.126080860014022,NO
0.3468100023369946,YES
0.2948118719326946,NO
0.6815844823556907,YES
0.12619770974526762,NO
0.04393549894835242,NO
0.698644543117551,YES
0.25893900444028983,YES
0.25812105632157045,YES
0.2885019864454312,YES
0.38490301472306615,NO
0.31163823323206363,NO
0.34318766066838047,YES
0.5477915400794579,NO
0.3299836410376256,YES
0.11568123393316196,NO
0.27798551063332555,NO
0.19455480252395424,NO
0.19233465763028748,NO
0.09932227155877542,NO
0.1895302640803926,YES
0.09161018929656463,NO
0.5455713951857912,YES
0.21850899742930593,NO
0.18415517644309423,YES
0.401495676559944,NO
0.25099322271558777,NO
0.3512502921243281,NO
0.3650385604113111,NO
0.5072446833372284,YES
0.2620939471839215,NO
0.27331152138350084,YES
0.14536106566954898,NO
0.11696658097686377,NO
0.7784529095583081,YES
0.17819584014956769,YES
0.24515073615330688,YES
0.37380229025473244,YES
0.2537976162654826,NO
0.22481888291656935,NO
0.42930591259640105,YES
0.11731713017060064,NO
0.45606450105164764,YES
0.10796915167095117,NO
0.231946716522552,NO
0.14769806029446134,NO
0.09710212666510867,NO
0.22622107969151672,NO
0.25519981304043,YES
0.2193269455480253,NO
0.505258237906053,YES
0.19572329983641043,NO
0.2823089506894134,YES
0.26361299369011454,NO
0.22236503856041134,NO
0.4114279037158215,NO
0.18894601542416456,NO
0.4152839448469269,YES
0.369362000467399,NO
0.4185557373218042,YES
0.09476513204019633,NO
0.07408272960972191,NO
0.3734517410609956,YES
0.22119654124795515,YES
0.0779387707408273,YES
0.3906286515541014,YES
0.07782192100958168,NO
0.06520215003505492,NO
0.9851600841318067,YES
0.10574900677728442,NO
0.7017994858611827,YES
0.0913764898340734,NO
0.3576770273428371,NO
0.13612993690114514,NO
0.23358261275999068,NO
0.11089039495209163,NO
0.10902079925216174,YES
0.10726805328347745,NO
0.37017994858611825,YES
0.08658565085300306,NO
0.26279504557139516,YES
0.16113577938770743,NO
0.3639869128301005,NO
0.3548726337929423,NO
0.11649918205188128,NO
0.353119887824258,YES
0.27705071278336063,NO
0.5918438887590559,YES
0.12304276700163591,NO
0.10598270623977565,NO
0.10867025005842489,YES
0.6623042767001637,YES
0.3100023369946249,YES
0.16873101191867262,YES
0.11007244683337229,NO
0.05328347744800188,NO
0.2382566020098154,YES
0.26559943912129,NO
0.17854638934330455,YES
0.17761159149333958,NO
0.29095583080158915,NO
0.3660902079925216,NO
0.283360598270624,NO
0.2804393549894836,NO
0.3818649217106801,YES
0.19280205655526997,NO
0.3794110773545221,YES
0.1647581210563216,NO
0.32192100958167796,YES
0.12946950222014492,NO
0.41072680532834777,NO
0.17679364337462025,NO
0.14255667211965414,NO
0.34143491469969617,YES
0.12713250759523254,NO
0.12958635195139054,YES
0.1288852535639168,NO
0.10890394952091613,NO
0.34377190932460855,YES
0.5827296097218977,YES
0.575601776115915,YES
0.3616499182051881,YES
0.10317831268988084,NO
0.081093713484459,NO
0.5163589623743866,YES
0.21476980602944618,NO
0.3553400327179248,YES
0.14536106566954898,NO
0.1577471371815845,NO
0.10960504790838982,NO
0.08226221079691518,NO
0.2719093246085534,NO
0.35510633325543356,YES
0.2189763963542884,NO
0.7162888525356393,YES
0.10446365973358263,NO
0.5487263379294228,YES
0.18450572563683104,NO
0.20600607618602482,NO
0.3490301472306614,NO
0.1460621640570227,NO
0.3132741294695023,YES
0.26875438186492173,NO
0.3093012386071512,YES
0.2444496377658332,NO
0.034587520448702974,NO
0.16160317831268992,NO
0.23486795980369246,NO
0.09090909090909093,NO
0.15879878476279508,NO
0.12444496377658334,NO
0.039378359429773316,NO
0.5718625847160552,NO
0.3146763262444497,NO
0.09196073849030148,NO
0.11147464360831971,NO
0.6575134377190933,YES
0.5807431642907223,YES
0.6006076186024774,YES
0.07805562047207293,NO
0.08331385837812573,NO
0.08167796214068708,NO
0.05059593362935266,NO
0.16978265949988317,NO
0.12526291189530264,NO
0.05433512502921245,NO
0.07560177611591494,NO
0.35241878943678434,NO
0.05176443094180884,NO
0.18544052348679602,NO
0.05176443094180884,NO
0.26957232998364106,NO
0.15669548960037394,YES
0.37298434213601306,YES
0.3101191867258705,NO
0.22844122458518348,NO
0.11871932694554804,NO
0.23662070577237673,NO
0.4547791540079458,YES
0.1344940406637065,YES
0.10165926618368779,NO
0.17772844122458523,NO
0.0625146062164057,NO
0.19700864688011221,NO
0.3345407805562048,NO
0.16429072213133913,NO
0.17106800654358498,NO
0.4296564617901379,YES
0.06999298901612527,NO
0.28242580042065907,YES
0.284879644776817,NO
0.6119420425333022,YES
0.11439588688946017,NO
0.21792474877307785,NO
0.03739191399859781,NO
0.1467632624444964,NO
0.11100724468333724,NO
0.15295629820051415,NO
0.08448235569058193,NO
0.11638233232063566,NO
0.03715821453610657,NO
0.0038560411311054,NO
0.12911895302640805,YES
0.5244215938303343,YES
0.5119186725870531,YES
0.27997195606450104,YES
0.04673989249824726,NO
0.004790838981070343,NO
0.3740359897172236,YES
0.11813507828931996,NO
0.31444262678195845,YES
0.1049310586585651,NO
0.21956064501051648,NO
0.2252862818415518,NO
0.2228324374853938,NO
0.18766066838046275,NO
0.3885253563916803,YES
0.05842486562280909,NO
0.4367842953961207,YES
0.1216405702266885,NO
0.5058424865622809,YES
0.0733816312222482,NO
0.13893433045103995,NO
0.1320401963075485,NO
0.10224351483991588,NO
0.25251226922178077,YES
0.0946482823089507,NO
0.15435849497546159,YES
0.4860948819817715,YES
0.01939705538677261,YES
0.3943678429539612,NO
0.17025005842486565,NO
0.2112643140920776,NO
0.11357793877074085,NO
0.32273895770039734,YES
0.5826127599906521,YES
0.1183687777518112,NO
0.10738490301472307,NO
0.10189296564617902,NO
0.11217574199579343,NO
0.21535405468567426,NO
0.16066838046272497,NO
0.1427903715821454,NO
0.16826361299369014,YES
0.07805562047207293,NO
0.5426501519046507,YES
0.023253096517878012,NO
0.5035054919373686,YES
0.04545454545454546,NO
0.06111240944145829,NO
0.07735452208459921,NO
0.17153540546856744,NO
0.0733816312222482,NO
0.21290021032951628,NO
0.1320401963075485,NO
0.20039728908623514,NO
0.13320869362000468,NO
0.06555269922879178,NO
0.1627716756251461,NO
0.24187894367842958,NO
0.09850432344005611,NO
0.26034120121523724,NO
0.08167796214068708,NO
0.0900911427903716,NO
0.2363870063098855,NO
0.2361533068473943,YES
0.2976162654825894,NO
0.21792474877307785,YES
0.3052114980135546,NO
0.30754849263846695,NO
0.28114045337695726,NO
0.15377424631923348,NO
0.10341201215237206,NO
0.20565552699228792,NO
0.14430941808833841,NO
0.23066136947885021,NO
0.17772844122458523,NO
0.1436083197008647,YES
0.17831268988081328,YES
0.22002804393549896,YES
0.2137181584482356,YES
0.20799252161720033,NO
0.12526291189530264,YES
0.12759990652021502,NO
0.4456648749707876,YES
0.045571395185791085,YES
0.3184155176443094,NO
0.18532367375555042,NO
0.07618602477214304,NO
0.06777284412245853,NO
0.19326945548025246,YES
0.5843655059593365,YES
0.12257536807665345,NO
0.1263145594765132,NO
0.08728674924047676,NO
0.11649918205188128,NO
0.18310352886188366,NO
0.17223650385604117,NO
0.15949988315026878,NO
0.1592661836877775,YES
0.050245384435615804,NO
0.5250058424865623,YES
0.06204720729142324,NO
0.570109838747371,YES
0.08436550595933631,NO
0.0559710212666511,NO
0.04194905351717691,NO
0.1491002570694088,NO
0.06812339331619538,NO
0.17866323907455015,NO
0.11755082963309185,NO
0.21862584716055156,NO
0.18976396354288386,NO
0.060177611591493346,NO
0.16195372750642675,NO
0.1963075484926385,NO
0.10831970086468802,NO
0.18076653423697128,NO
0.1672119654124796,NO
0.11684973124561815,NO
0.2634961439588689,NO
0.4567655994391213,YES
0.1568123393316196,NO
0.31783126898808134,YES
0.28511334423930823,NO
0.30229025473241405,NO
0.2428137415283945,NO
0.1763262444496378,NO
0.11381163823323207,NO
0.17106800654358498,NO
0.24737088104697366,NO
0.2556672119654125,NO
0.08249591025940642,NO
0.1488665576069175,YES
0.46179013788268286,YES
0.1564617901378827,YES
0.3193503154942744,YES
0.22657162888525362,NO
0.12304276700163591,YES
0.11147464360831971,NO
