LOWERTRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.16818536839364753,NO
0.1679250195261651,NO
0.037750585784951836,NO
0.08261737394775666,NO
0.04009372559229367,NO
0.08808470016488762,NO
0.18727761867569212,NO
0.07732361364228066,NO
0.15456044432873386,YES
0.11689664149960947,YES
0.15646966935693832,YES
0.2612166970407012,YES
0.20020827909398597,NO
0.1352946281350343,YES
0.10700338453527727,NO
0.07385229540918165,NO
0.10769764818189707,NO
0.1858890913824525,NO
0.16219734444155173,NO
0.11611559489716221,NO
0.17191703549422896,NO
0.10769764818189707,NO
0.07541438861407619,NO
0.18224420723769855,NO
0.2889872429054934,YES
0.19491451878850996,NO
0.14215048164540486,YES
0.10700338453527727,NO
0.055280742862101884,NO
0.047643842749284036,NO
0.1685325002169574,NO
0.1066562527119674,NO
0.13512106222337936,NO
0.26052243339408143,NO
0.1050941595070728,NO
0.23613642280656083,NO
0.34227197778356333,YES
0.2775318927362666,YES
0.4202898550724638,YES
0.1462292805692962,YES
0.15898637507593513,NO
0.2234661112557494,YES
0.14128265208713012,NO
0.11637594376464463,NO
0.05823136336023606,NO
0.16098238305996707,NO
0.194740952876855,NO
0.16913998090774973,NO
0.14970059880239522,NO
0.13763776794237614,NO
0.09598194914518789,NO
0.143452225982817,NO
0.7012930660418295,YES
0.1501345135815326,NO
0.5714657641239261,YES
0.18693048685238223,NO
0.1686192831727849,NO
0.16566866267465072,NO
0.034713182330990196,NO
0.11429315282478521,NO
0.036188492580057276,NO
0.09624229801267033,NO
0.15742428187104057,NO
0.1129914084873731,NO
0.7411264427666407,YES
0.6939165147964941,YES
0.6336023604963986,YES
0.6228412739737916,YES
0.18293847088431833,NO
0.564523127657728,YES
0.09285776273539878,NO
0.054586479215482084,NO
0.053458300789724904,NO
0.08522086262258094,NO
0.2419508808470017,NO
0.11533454829471493,NO
0.06569469756139895,NO
0.04399895860453007,NO
0.03766380282912436,NO
0.11481385055975007,NO
0.37307992710231713,YES
0.04417252451618502,NO
0.1951748676559924,YES
0.1753015707715005,NO
0.16922676386357724,NO
0.1689664149960948,NO
0.0651739998264341,NO
0.08131562961034453,NO
0.0630044259307472,NO
0.076108652260696,NO
0.1391998611472707,NO
0.1232317972750152,NO
0.28412739737915477,YES
0.2781393734270589,YES
0.2639937516271804,YES
0.1005814458040441,YES
0.11082183459168621,NO
0.08938644450229975,YES
0.07741039659810814,NO
0.0842662501084787,NO
0.03063438340709885,NO
0.433654430269895,YES
0.11568168011802483,YES
0.09797795712921983,YES
0.23856634556973016,YES
0.1856287425149701,NO
0.08391911828516879,NO
0.27492840406144237,YES
0.07602186930486853,NO
0.2769244120454743,YES
0.08339842055020394,NO
0.1764297491972577,NO
0.12132257224681074,NO
0.11941334721860629,NO
0.0697734964852903,NO
0.07767074546559057,YES
0.06743035667794846,NO
0.19708409268419685,YES
0.17625618328560275,NO
0.10613555497700253,YES
0.10179640718562874,NO
0.06092163499088779,NO
0.25401371170702075,NO
0.095634817321878,NO
0.28647053718649657,YES
0.20984118719083575,NO
0.17209060140588392,YES
0.14761780786253584,NO
0.125748502994012,NO
0.3555497700251671,YES
0.20463420984118724,NO
0.15074199427232493,NO
0.40449535711186324,YES
0.15004773062570514,NO
0.08669617287164802,NO
0.5163585871734792,YES
0.1572507159593856,NO
0.4237611733055628,YES
0.12409962683328994,NO
0.2747548381497874,NO
0.2694610778443114,NO
0.2212965373600625,NO
0.13989412479389052,NO
0.20758483033932137,NO
0.11281784257571814,NO
0.33628395383146753,NO
0.11741733923457436,NO
0.2463768115942029,NO
0.16428013538141112,NO
0.1463160635251237,NO
0.31840666493100755,NO
0.15785819665017795,NO
0.3728195782348347,YES
0.2829992189533975,NO
0.29297925887355725,YES
0.060748069079232844,NO
0.02308426625010848,NO
0.20628308600190925,YES
0.23396684891087394,YES
0.18519482773583273,YES
0.18354595157511067,YES
0.09849865486418469,NO
0.03263039139113078,NO
0.2344007636900113,YES
0.19352599149527036,NO
0.21782521912696348,YES
0.08652260695999306,NO
0.19673696086088693,NO
0.1703549422893344,NO
0.16922676386357724,NO
0.03106829818623623,NO
0.14727067603922592,YES
0.02985333680465157,NO
0.22580925106309127,YES
0.0977176082617374,NO
0.15751106482686802,YES
0.19951401544736616,NO
0.1746940900807082,NO
0.24620324568254795,NO
0.09172958430964159,NO
0.20237785298967287,YES
0.1615030807949319,NO
0.1633255228673089,YES
0.13347218606265732,NO
0.13434001562093206,NO
0.3369782174780873,YES
0.14440683849691924,NO
0.1346003644884145,NO
0.3644016315195696,YES
0.13737741907489373,NO
0.1242731927449449,NO
0.41135121062223384,YES
0.12948017009459345,NO
0.42801353814110915,YES
0.11785125401371173,NO
0.1862362232057624,NO
0.12531458821487462,NO
0.10231710492059361,NO
0.1455350169226764,NO
0.1742601753015708,NO
0.13503427926755188,NO
0.3001822442072377,NO
0.0697734964852903,NO
0.22259828169747464,NO
0.18397986635424807,NO
0.1445804044085742,NO
0.3300355810118893,NO
0.1789464549162545,NO
0.34904104833810645,YES
0.30252538401457957,NO
0.2812635598368481,YES
0.032022910700338456,NO
0.007463334201162892,NO
0.03870519829905406,YES
0.16219734444155173,YES
0.10006074806907923,YES
0.03714310509415951,YES
0.02525384014579536,NO
0.0,NO
0.09598194914518789,YES
0.09146923544215917,NO
0.029159073158031762,YES
0.07775752842141805,NO
0.13989412479389052,NO
0.14189013277792245,NO
0.14640284648095117,NO
0.04634209841187192,NO
0.13486071335589694,YES
0.04478000520697736,NO
0.12453354161242731,YES
0.10839191182851687,NO
0.0966762127918077,YES
0.004512713703028725,NO
0.053458300789724904,NO
0.0520697734964853,NO
0.02186930486852383,NO
0.04981341664497093,YES
0.024299227631693135,NO
0.0467760131910093,YES
0.25392692875119327,YES
0.03332465503775059,YES
0.30686453180595336,NO
0.12583528594983948,NO
0.11811160288119414,NO
0.12219040180508552,NO
0.19925366657988375,YES
0.3119847261997744,YES
0.113338540310683,NO
0.05727675084613383,NO
0.12314501431918772,NO
0.049639850733315984,NO
0.1764297491972577,NO
0.1303479996528682,NO
0.11698342445543698,NO
0.06474008504729672,YES
0.07393907836500913,NO
0.20142324047557064,YES
0.014058838844051033,NO
0.2505423934739217,YES
0.02421244467586566,NO
0.08001388527293239,NO
0.07194307038097719,NO
0.10075501171569906,NO
0.09502733663108566,NO
0.18042176516532157,NO
0.12166970407012064,NO
0.07793109433307299,NO
0.06430617026815934,NO
0.04981341664497093,NO
0.2924585611385924,YES
0.09164280135381413,YES
0.06109520090254274,YES
0.300963290809685,YES
0.06682287598715612,NO
0.0502473314241083,NO
0.49969625965460385,YES
0.0728976828950794,NO
0.35346697908530766,YES
0.05788423153692615,NO
0.25548902195608786,NO
0.15351904885880416,NO
0.1671439729237178,NO
0.06439295322398682,NO
0.08929966154647227,YES
0.05857849518354595,NO
0.2520177037229888,YES
0.06274407706326479,NO
0.16237091035320667,YES
0.10891260956348174,NO
0.07324481471838933,NO
0.2538401457953658,NO
0.09363880933784606,NO
0.2836066996441899,YES
0.2189533975527207,NO
0.34131736526946105,YES
0.09372559229367353,NO
0.03263039139113078,NO
0.3800225635685152,YES
0.20966762127918082,YES
0.19170354942289336,YES
0.22294541352078456,YES
0.1817235095027337,NO
0.09259741386791635,NO
0.2722381324307906,YES
0.1551679250195262,NO
0.2624316584222859,YES
0.08591512626920073,NO
0.18910006074806912,NO
0.14449362145274672,NO
0.14284474529202468,NO
0.07376551245335417,NO
0.1494402499349128,YES
0.06803783736874079,NO
0.21426711793803704,YES
0.16228412739737919,NO
0.1541265295495965,YES
0.17669009806474012,NO
0.15169660678642716,NO
0.2521912696346438,NO
0.10622233793283001,NO
0.2725852642541005,YES
0.19465416992102755,NO
0.19430703809771763,YES
0.10795799704937953,NO
0.08686973878330297,NO
0.46533020914692363,YES
0.13234400763690013,YES
0.1647140501605485,YES
0.2949752668575892,YES
0.18849258005727676,NO
0.13225722468107268,NO
0.30148398854464986,YES
0.08713008765078539,NO
0.3473921721773844,YES
0.08018745118458735,NO
0.12019439382105356,NO
0.06630217825219127,NO
0.04608174954438948,NO
0.16801180248199257,NO
0.13746420203072118,YES
0.16289160808817152,NO
0.28846654517052855,YES
0.14536145101102146,NO
0.20966762127918082,YES
0.14371257485029942,NO
0.10439989586045301,NO
0.3055627874685412,NO
0.1403280395730279,NO
0.3084266250108479,YES
0.27432092337065006,NO
0.2327518875292893,YES
0.05302438601058753,NO
0.05502039399461946,NO
0.3120715091556019,YES
0.08617547513668317,YES
0.0492059359541786,YES
0.2987937169139981,YES
0.04911915299835113,NO
0.03974659376898377,NO
0.49735311984726205,YES
0.07853857502386533,NO
0.35633081662761434,YES
0.06786427145708585,NO
0.23960774103965984,NO
0.10110214353900894,NO
0.12140935520263822,NO
0.08235702508027425,NO
0.08096849778703463,YES
0.0796667534496225,NO
0.2575718128959472,YES
0.046949579102664236,NO
0.1778182764904973,YES
0.10231710492059361,NO
0.06204981341664498,NO
0.26355983684804307,NO
0.08652260695999306,NO
0.3056495704243687,YES
0.19708409268419685,NO
0.41352078451792074,YES
0.09138245248633169,NO
0.07003384535277273,NO
0.0807081489195522,YES
0.300963290809685,YES
0.22155688622754496,YES
0.12531458821487462,YES
0.07307124880673437,NO
0.03957302785732882,NO
0.16827215134947499,YES
0.1625444762648616,NO
0.0892128785906448,YES
0.11455350169226766,NO
0.20741126442766644,NO
0.228499522693743,NO
0.2104486678816281,NO
0.1388527293239608,NO
0.18814544823396687,YES
0.13451358153258702,NO
0.22971448407532766,YES
0.12236396771674045,NO
0.22173045213919987,YES
0.09615551505684285,NO
0.13147617807862538,NO
0.13130261216697042,NO
0.07984031936127746,NO
0.12340536318667016,YES
0.09441985594029333,NO
0.09624229801267033,YES
0.09572160027770546,NO
0.08088171483120717,NO
0.21192397813069516,YES
0.2765772802221644,YES
0.30599670224767855,YES
0.21652347478955133,YES
0.07662934999566086,NO
0.06022737134426799,NO
0.24464115247765342,YES
0.15082877722815244,NO
0.2552286730886054,YES
0.10795799704937953,NO
0.11715699036709191,NO
0.081402412566172,NO
0.0524169053197952,NO
0.14987416471405018,NO
0.24637681159420297,YES
0.14527466805519398,NO
0.488588041308687,YES
0.06890566692701554,NO
0.3901761694003298,YES
0.1370302872515838,NO
0.1182851687928491,NO
0.2505423934739217,NO
0.10847869478434437,NO
0.20663021782521918,YES
0.1909225028204461,NO
0.19500130174433744,YES
0.06873210101536059,NO
0.02568775492493274,NO
0.11134253232665106,NO
0.17443374121322575,NO
0.05016054846828083,NO
0.07454655905580145,NO
0.0750672567907663,NO
0.029245856113859235,NO
0.21643669183372388,NO
0.10353206630217826,NO
0.05961989065347566,NO
0.08279093985941162,NO
0.3581532586999913,YES
0.28378026555584485,YES
0.3332465503775059,YES
0.05797101449275363,NO
0.05319795192224247,NO
0.060661286123405364,NO
0.03757701987329689,NO
0.1260956348173219,NO
0.058318146316063524,NO
0.031675778877028556,NO
0.056148572420376644,NO
0.07949318753796755,NO
0.03844484943157164,NO
0.13772455089820362,NO
0.03844484943157164,NO
0.17417339234574333,NO
0.6023604963985074,YES
0.7456391564696694,YES
0.23032196476611996,NO
0.1349474963117244,NO
0.06213659637247246,NO
0.04556105180942464,NO
0.7803523388006596,YES
0.6032283259567821,YES
0.07550117156990367,NO
0.12331858023084268,NO
0.037750585784951836,NO
0.1463160635251237,NO
0.1356417599583442,NO
0.12201683589343056,NO
0.12705024733142414,NO
0.7616940032977524,YES
0.04330469495791027,NO
0.6523474789551332,YES
0.020654343486939168,NO
0.8189707541438862,YES
0.0676039225896034,NO
0.09242384795626139,NO
0.027770545864792155,NO
0.10899939251930921,NO
0.07376551245335417,NO
0.11359888917816541,NO
0.06274407706326479,NO
0.06907923283867048,NO
0.027596979953137202,NO
0.002863837542306692,NO
0.09589516618936042,YES
0.2419508808470017,YES
0.24134340015620936,YES
0.10379241516966067,YES
0.034713182330990196,NO
0.0035581011889264935,NO
0.16497439902803093,YES
0.08773756834157773,NO
0.11203679597327086,YES
0.07793109433307299,NO
0.16306517399982645,NO
0.14128265208713012,NO
0.14813850559750066,NO
0.009198993317712402,NO
0.17573548555063787,YES
0.008678295582747549,NO
0.29835980213486074,YES
0.08166276143365445,NO
0.23683068645318064,YES
0.028464809511411962,NO
0.025080274234140415,NO
0.09806474008504731,NO
0.023865312852555762,NO
0.1094333072984466,YES
0.06161589863750759,NO
0.08860539789985247,YES
0.2915907315803176,YES
0.014405970667360933,YES
0.29289247591772977,NO
0.1264427666406318,NO
0.07012062830860019,NO
0.08435303306430618,NO
0.18762475049900204,YES
0.35459515751106485,YES
0.08791113425323267,NO
0.07975353640544998,NO
0.07567473748155862,NO
0.08331163759437647,NO
0.14258439642454226,NO
0.11064826868003126,NO
0.10604877202117506,NO
0.09025427406057451,YES
0.05797101449275363,NO
0.27284561312158295,YES
0.01726980820966762,NO
0.2871648008331164,YES
0.025080274234140415,NO
0.04538748589776968,NO
0.05745031675778878,NO
0.10136249240649137,NO
0.054499696259654604,NO
0.15811854551766036,NO
0.08938644450229975,NO
0.06204981341664498,NO
0.09893256964332206,NO
0.04868523821921375,NO
0.9192918510804479,NO
0.17964071856287428,NO
0.07315803176256185,NO
0.9396858456999047,NO
0.060661286123405364,NO
0.0669096589429836,NO
1.0000000000000002,NO
0.175388353727328,YES
0.9066215395296364,NO
0.1618502126182418,YES
0.20064219387312338,NO
0.21973444415516796,NO
0.20879979172090607,NO
0.11420636986895774,NO
0.0768029159073158,NO
0.1353814110908618,NO
0.10717695044693223,NO
0.17130955480343663,NO
0.12331858023084268,NO
0.09797795712921983,YES
0.10639590384448494,YES
0.12869912349214616,YES
0.1587260262084527,YES
0.9528768549856809,NO
0.07567473748155862,YES
0.9365616592901155,NO
0.3049553067777489,YES
0.03384535277271544,YES
0.23648355462987072,NO
0.1289594723596286,NO
0.04790419161676647,NO
0.05033411437993578,NO
0.13486071335589694,YES
0.38193178859671967,YES
0.0736787294975267,NO
0.08513407966675346,NO
0.0474702768376291,NO
0.08652260695999306,NO
0.13598889178165413,NO
0.11923978130695133,NO
0.11845873470450406,NO
0.100928577627354,YES
0.03731667100581446,NO
0.32048945587086697,YES
0.020046862796146835,NO
0.30191790332378726,YES
0.0453007029419422,NO
0.03289074025861321,NO
0.031155081142063695,NO
0.1020567560531112,NO
0.0505944632474182,NO
0.11533454829471493,NO
0.0612687668141977,NO
0.05823136336023606,NO
0.11490063351557754,NO
0.044693222251149876,NO
0.12028117677688104,NO
0.14579536579015887,NO
0.08044780005206978,NO
0.12557493708235706,NO
0.12418640978911745,NO
0.08678295582747549,NO
0.14362579189447197,NO
0.1569903670919032,YES
0.10778443113772457,NO
0.2447279354334809,YES
0.20307211663629265,NO
0.19847261997743645,NO
0.18033498220949407,NO
0.061529115681680124,NO
0.07584830339321358,NO
0.06630217825219127,NO
0.062223379328299924,NO
0.1898811073505164,NO
0.0612687668141977,NO
0.08452659897596113,YES
0.0912956695305042,YES
0.10752408227024214,YES
0.23717781827649057,YES
0.15959385576672747,NO
0.10006074806907923,YES
0.08279093985941162,NO
