NONETRACED_MEDIAN_RAW_LSA_MEDIAN.csv,Associated
0.3802482092365693,NO
0.5772298303487275,NO
0.5230364278982093,NO
0.3604946277097078,NO
0.4039085296889727,NO
0.3013821394910462,YES
0.5253178605089538,NO
0.3652811969839774,YES
0.44970117813383603,NO
0.49965579641847313,NO
0.3714426484448634,NO
0.3075171065032988,NO
0.48958765315739866,NO
0.3258322337417531,NO
0.19702606032045245,NO
0.2782099905749293,NO
0.3456328463713478,NO
0.39354943449575874,YES
0.4685742224316683,YES
0.35518195098963246,YES
0.526629971724788,YES
0.558044533459001,NO
0.549390999057493,YES
0.3313944863336475,NO
0.2714132422243167,NO
0.2930338831291235,NO
0.26645334590009423,NO
0.3079400094250707,NO
0.283039396795476,NO
0.35819128180961357,NO
0.3110593308199812,NO
0.16239335532516497,NO
0.2307765315739868,NO
0.3216120640904807,YES
0.3351547596606974,NO
0.22994326107445806,YES
0.20191757775683317,NO
0.2657792177191329,NO
0.177967342130066,NO
0.27082657869934024,NO
0.3281313383600377,NO
0.23213737040527804,NO
0.2585579641847314,NO
0.12859797360980207,NO
0.3581978793590952,NO
0.4026183788878417,YES
0.436359849198869,YES
0.4131668708765316,YES
0.29791531573986807,YES
0.3277676720075401,NO
0.40579891611687086,YES
0.19586644674835063,NO
0.5283590480678606,NO
0.42935480678605087,NO
0.40632106503298776,NO
0.4269491988689915,NO
0.44707196041470315,NO
0.5718286050895381,NO
0.5344827521206409,NO
0.34990311027332704,NO
0.37265838831291237,NO
0.41763991517436383,YES
0.5162350612629596,NO
0.35815565504241287,YES
0.4063087653157399,NO
0.5109802544769086,NO
0.386283081998115,NO
0.318019698397738,NO
0.5643880772855797,NO
0.36246065032987745,NO
0.20761672950047128,NO
0.26855004712535346,NO
0.3586427898209237,NO
0.5593458058435439,YES
0.6245114985862394,YES
0.373691753063148,YES
0.5486887370405279,YES
0.5106298774740811,NO
0.5742310556079171,YES
0.3119344015080113,NO
0.3921464184731385,NO
0.39338143261074465,NO
0.32072950047125354,NO
0.3418730442978323,NO
0.4019343543826579,NO
0.4129196512723846,NO
0.41820947219604154,NO
0.2419628652214892,NO
0.2661489632422243,NO
0.4419282280867107,YES
0.3638796889726673,NO
0.3261153157398681,YES
0.3595522148916117,NO
0.4571360980207352,NO
0.3286873232799246,NO
0.2985762959472196,NO
0.45231550424128186,NO
0.2975619227144204,NO
0.1533682846371348,NO
0.21139594721960414,NO
0.3431007540056551,NO
0.4770354382657871,YES
0.5039812912346843,YES
0.38343732327992464,YES
0.39861814326107453,YES
0.4023975023562677,NO
0.4544914231856739,YES
0.24872243166823754,NO
0.3977007068803016,NO
0.34512304429783225,NO
0.5013334118755891,YES
0.2402587653157399,YES
0.2943848727615457,YES
0.5099277568331763,YES
0.4529197455230915,NO
0.30819816211121587,NO
0.39574580584354385,YES
0.22259255419415644,NO
0.4851380301602263,YES
0.24451456173421304,NO
0.3530155984919887,NO
0.3827641847313855,NO
0.2812871819038643,NO
0.28402554194156454,NO
0.37151616399623,YES
0.2739573515551367,NO
0.19667808671065035,YES
0.23333501413760604,NO
0.2858897737983035,YES
0.29905895381715364,NO
0.32887841658812444,NO
0.3508258718190387,NO
0.36678605089538174,NO
0.5054825164938737,YES
0.46474910461828467,NO
0.30951654099905745,YES
0.40510080113100855,NO
0.3947392554194157,NO
0.35352474081055607,YES
0.2682618284637135,NO
0.3126123939679548,NO
0.5222761074458059,YES
0.39837167766258247,NO
0.26691409048067866,NO
0.44499660697455234,YES
0.2882426955702168,NO
0.5200631950989633,YES
0.2797459000942507,NO
0.4005939679547597,NO
0.4530340716305372,NO
0.3285592836946277,NO
0.2992134778510839,NO
0.4226479736098021,NO
0.2741884071630537,NO
0.27790070688030166,NO
0.1982568803016023,NO
0.3285983506126296,NO
0.30890438265786996,NO
0.3533376060320453,NO
0.33608798303487275,NO
0.43609505183788877,NO
0.4783427898209237,YES
0.484514561734213,NO
0.3003918001885014,YES
0.4366954759660697,NO
0.394142507068803,NO
0.42417412818096134,YES
0.4215096135721018,YES
0.46504015080113104,YES
0.5463238925541942,YES
0.47187620169651273,NO
0.3212966069745523,NO
0.40067101790763426,YES
0.34542921771913293,NO
0.49208708765315734,YES
0.29650306314797364,NO
0.43493237511781335,NO
0.4976070216776627,NO
0.38138209236569276,NO
0.32075004712535343,NO
0.5119931668237512,YES
0.32240631479736104,NO
0.2909849198868992,YES
0.21671366635249764,NO
0.41091861451460887,YES
0.4600950518378888,NO
0.5044661168708766,NO
0.44363972667295004,NO
0.41578487276154574,NO
0.5326687087653158,YES
0.5260838360037701,NO
0.349,YES
0.3221393025447691,NO
0.3030822808671065,NO
0.343437370405278,YES
0.21993317624882186,NO
0.25210127238454294,NO
0.4845908105560792,YES
0.34606696512723856,NO
0.2337808671065033,NO
0.37756918001885015,YES
0.2234679547596607,NO
0.5106376060320452,YES
0.2351468426013195,NO
0.28361847313854854,NO
0.30518671065033,NO
0.23998100848256365,NO
0.26511663524976437,NO
0.36024816211121585,NO
0.22501856738925544,NO
0.24217610744580587,NO
0.13876163996229973,NO
0.2873677191328935,NO
0.2674739868049011,NO
0.2691613572101791,NO
0.3069727144203582,NO
0.34127049952874644,NO
0.43356361922714426,YES
0.4885779453345901,NO
0.263505136663525,YES
0.18357620169651276,NO
0.2035920829406221,NO
0.16221413760603204,YES
0.22676658812441097,YES
0.20039165881244111,YES
0.2567429783223374,YES
0.22562342130065974,NO
0.11517332704995288,NO
0.17106239396795478,YES
0.17788746465598493,NO
0.21668114985862394,YES
0.1583239396795476,NO
0.2403067860508954,NO
0.2497037229029218,NO
0.21743096135721018,NO
0.18511083883129126,NO
0.2589666352497644,YES
0.14368303487276157,NO
0.16135782280867106,YES
0.11141220546654099,NO
0.21257926484448636,YES
0.1678440150801131,NO
0.21289132893496707,NO
0.16284533459000944,NO
0.18338124410933088,NO
0.21691762488218663,YES
0.21906493873704055,NO
0.15520061262959475,YES
0.2923404335532517,YES
0.15298784165881243,YES
0.2915020735155514,NO
0.16434627709707822,NO
0.1775682846371348,NO
0.24459783223374182,NO
0.2683804901036758,YES
0.29468770028275215,YES
0.15856003770028276,NO
0.0911516493873704,NO
0.23442681432610746,NO
0.09865080113100849,NO
0.2147026861451461,NO
0.19310084825636195,NO
0.1630163053722903,NO
0.14493327049952878,YES
0.21102497643732326,NO
0.21779260131950992,YES
0.07284919886899152,NO
0.19213407163053722,YES
0.11852012252591895,NO
0.15467577756833178,NO
0.1878438737040528,NO
0.1454193685202639,NO
0.18735970782280867,NO
0.2576483034872762,NO
0.23404806786050897,NO
0.13863129123468426,NO
0.3593392554194157,NO
0.36253496701225263,NO
0.32352252591894437,YES
0.24726173421300665,YES
0.2811461828463714,YES
0.47168360037700285,YES
0.3672689915174364,NO
0.2520403864278983,NO
0.4713155513666353,YES
0.25425155513666353,NO
0.4842615928369463,YES
0.2623310556079171,NO
0.3810114043355325,NO
0.3702114514608859,NO
0.3118503298774741,NO
0.27032233741753064,NO
0.35053001885014146,YES
0.24058213949104618,NO
0.2438794533459001,YES
0.16640344015080116,NO
0.29602304429783227,YES
0.30516178133836,NO
0.3643714420358153,NO
0.325513807728558,NO
0.34996687087653156,NO
0.43647153628652213,YES
0.4613987276154571,NO
0.37335018850141377,YES
0.4315437323279925,NO
0.3818526861451461,NO
0.48010824693685206,YES
0.2947245051837889,YES
0.3748551837888784,YES
0.5328693213949104,YES
0.5041570216776626,NO
0.3294564090480679,NO
0.4065803487276155,YES
0.2865714420358153,NO
0.5146202639019792,YES
0.2841360980207352,NO
0.3924786522148916,NO
0.4349926013195099,NO
0.3376712535344015,NO
0.30706069745523096,NO
0.4369802073515552,YES
0.29775221489161174,NO
0.2378787464655985,YES
0.23942262016965127,NO
0.3216311969839774,YES
0.36989509896324224,NO
0.40120669180018853,NO
0.36308878416588125,NO
0.4418068803016023,NO
0.5209415174363808,YES
0.4847455702167766,NO
0.3421233270499529,YES
0.24923949104618287,NO
0.26218374175306314,NO
0.43618567389255425,YES
0.19660711592836944,YES
0.24565296889726676,YES
0.3851610273327051,YES
0.3332219604147031,NO
0.20904533459000943,NO
0.27863770028275214,YES
0.1667870876531574,NO
0.4045221960414703,YES
0.19059104618284642,NO
0.20963539114043356,NO
0.24067304429783226,NO
0.17848110273327053,NO
0.25933430725730444,NO
0.27943459000942505,YES
0.24106856738925544,NO
0.22835730442978322,YES
0.1603983506126296,NO
0.26943232799246,YES
0.21988661639962306,NO
0.24389071630537232,NO
0.32397544769085773,NO
0.2704813854853912,NO
0.3944426013195099,YES
0.3792553722902922,NO
0.23220452403393027,YES
0.29228317624882183,NO
0.3121655042412818,NO
0.29902139491046187,YES
0.1971041941564562,YES
0.2275242695570217,YES
0.4189632893496701,YES
0.3073517436380773,NO
0.20133911404335533,NO
0.4109551837888784,YES
0.2155599905749293,NO
0.4506995287464657,YES
0.2055221489161169,NO
0.33533925541941567,NO
0.28487478793590953,NO
0.25486885014137606,NO
0.24532832233741755,NO
0.3003718661639962,YES
0.22045127238454293,NO
0.21126418473138547,YES
0.12973510838831293,NO
0.27075716305372294,YES
0.2719084354382658,NO
0.2901787464655985,NO
0.27126460885956644,NO
0.3005087181903864,NO
0.39440245051837886,YES
0.40049524033930256,NO
0.36560051837888785,YES
0.37399674835061264,NO
0.36900117813383604,NO
0.2787798303487276,YES
0.36939330819981153,YES
0.3708864750235627,YES
0.4637635249764373,YES
0.3714580584354383,NO
0.2152589066918002,NO
0.2653749764373232,YES
0.300717766258247,NO
0.3998438265786994,YES
0.2563382657869934,NO
0.3741643732327993,NO
0.4286093779453346,NO
0.3251368049010368,NO
0.2854183788878417,NO
0.4187901036757776,YES
0.2703123468426013,NO
0.2772122997172479,YES
0.18944335532516499,NO
0.3760524505183789,YES
0.32761856738925543,NO
0.36575838831291235,NO
0.29190721017907634,NO
0.35886418473138554,NO
0.39386050895381713,YES
0.43359311969839776,NO
0.23707007540056552,YES
0.3006249293119699,NO
0.25720216776625826,NO
0.2876974552309143,YES
0.31929241281809617,YES
0.35674194156456174,YES
0.40627582469368523,YES
0.2893893025447691,NO
0.18804486333647502,NO
0.2391581998114986,YES
0.1994814326107446,NO
0.38757676720075407,YES
0.19834410933082003,NO
0.19410122525918944,NO
0.24725240339302546,NO
0.16504816211121584,NO
0.2506515080113101,NO
0.38294802073515555,YES
0.24576305372290297,NO
0.37099000942507065,YES
0.11858680490103676,NO
0.39935127238454293,YES
0.25715348727615456,NO
0.28911974552309144,NO
0.2913329406220546,NO
0.2785215834118756,NO
0.37336093308199814,YES
0.3727934967012253,NO
0.18864491046182846,YES
0.3420966069745523,NO
0.3025699340245052,NO
0.29077478793590955,NO
0.29178077285579646,NO
0.2635360980207352,NO
0.37949467483506133,NO
0.37190117813383605,NO
0.21402144203581527,NO
0.3534454288407163,NO
0.23137375117813386,NO
0.3369644203581527,NO
0.24322205466541,NO
0.45347431668237514,YES
0.475892931196984,YES
0.40083496701225263,YES
0.252366918001885,NO
0.3754416116870877,NO
0.24720155513666356,NO
0.13694114043355324,NO
0.20690909519321393,NO
0.26682233741753064,NO
0.2551245523091423,NO
0.3328437794533459,NO
0.2454455230914232,NO
0.2749293590951932,NO
0.3928032516493874,NO
0.36258251649387374,NO
0.3095384071630537,NO
0.20108760603204526,YES
0.29918897266729505,YES
0.22501753063147975,NO
0.1651193685202639,NO
0.171001602262017,NO
0.20633850141376062,NO
0.334504712535344,YES
0.1526950518378888,YES
0.09434721960414702,NO
0.14946555136663525,NO
0.171324835061263,NO
0.16601432610744582,NO
0.1794213477851084,NO
0.20338096135721018,NO
0.18860895381715365,NO
0.26225612629594725,YES
0.20291786050895383,NO
0.1666218190386428,YES
0.07240791705937795,NO
0.22185838831291235,YES
0.15848242224316683,NO
0.1817362393967955,NO
0.15214410933082,NO
0.14875560791705938,NO
0.18806918001885015,NO
0.215024835061263,NO
0.20928751178133836,NO
0.09323911404335533,NO
0.3073221489161169,NO
0.3139251178133836,NO
0.2897682846371348,YES
0.37945551366635255,YES
0.43070777568331764,YES
0.43475183788878413,YES
0.4002534401508011,NO
0.2218416116870877,NO
0.2696012723845429,YES
0.26209467483506127,NO
0.3723482092365693,YES
0.2461949104618285,NO
0.30643718190386426,NO
0.41806248821866165,NO
0.3018428369462771,NO
0.22956852026390195,NO
0.4647739396795476,YES
0.17483873704052785,NO
0.30073967954759667,YES
0.18908477851083885,NO
0.3946487747408106,YES
0.2896788878416588,NO
0.3467533930254477,NO
0.26368557964184736,NO
0.32119476908576816,NO
0.3954712064090481,YES
0.39784580584354384,NO
0.23691135721017909,YES
0.2827020735155514,YES
0.12842148916116872,YES
0.2650731856738926,NO
0.17211852026390198,NO
0.1546308199811499,NO
0.19039915174363803,NO
0.2503704052780396,YES
0.2708163996229972,YES
0.11869797360980207,NO
0.10527978322337417,NO
0.1693765315739868,NO
0.1061516493873704,NO
0.15408581526861453,NO
0.18528524976437327,NO
0.12137229029217719,NO
0.12994429783223374,YES
0.20253185673892554,NO
0.2235985862393968,YES
0.05396404335532516,NO
0.18731512723845428,YES
0.09852059377945335,NO
0.12023473138548538,NO
0.17006880301602265,NO
0.12420951932139493,NO
0.1366770028275212,NO
0.21051460885956647,NO
0.1927100848256362,NO
0.10909957587181904,NO
0.3715135721017908,NO
0.34221013195098965,NO
0.30131720075400564,NO
0.29372045240339306,NO
0.31719608859566445,NO
0.4062575871819039,NO
0.36230523091423184,NO
0.2366639491046183,NO
0.2979821394910462,NO
0.3022270970782281,YES
0.35315951932139494,NO
0.2802894910461829,YES
0.32749811498586245,NO
0.4161371347785109,NO
0.33632158341187557,NO
0.3002004712535344,NO
0.3717230442978322,NO
0.30910169651272384,NO
0.22852558906691806,NO
0.21210612629594724,NO
0.29107723845428846,NO
0.3191256833176249,YES
0.36933383600377007,YES
0.2803930725730443,YES
0.3725045711592837,YES
0.3796917059377946,NO
0.37531432610744586,YES
0.24376013195098964,NO
0.30453967954759664,YES
0.11511630537229031,YES
0.21560805843543826,NO
0.15801715362865223,NO
0.11390904806786051,NO
0.16632224316682376,NO
0.22397606032045245,YES
0.27537412818096135,YES
0.09376847313854852,NO
0.12310645617342131,NO
0.14676460885956644,NO
0.11106479736098021,NO
0.1427457587181904,NO
0.18234175306314798,NO
0.11626969839773799,NO
0.13444491046182847,YES
0.17720113100848262,NO
0.24810325164938737,YES
0.049084307257304435,NO
0.17885,YES
0.12690009425070686,NO
0.09842587181903863,NO
0.15751069745523094,NO
0.13662648444863337,NO
0.12688694627709707,NO
0.173847643732328,NO
0.1950067860508954,NO
0.0927619698397738,NO
0.4594129123468426,NO
0.4199054194156457,NO
0.39147144203581524,NO
0.3462044297832234,NO
0.36887488218661646,NO
0.5218777097078229,NO
0.5142445334590009,NO
0.3080809613572102,NO
0.36922398680490104,NO
0.3209107917059378,YES
0.47616588124410936,NO
0.3807680490103676,YES
0.41337031102733274,NO
0.5242924128180961,NO
0.3553834118755891,NO
0.3044876060320453,NO
0.48992893496701223,NO
0.28084740810556086,NO
0.19543897266729504,NO
0.26898897266729505,NO
0.33661847313854854,NO
0.34808162111215835,YES
0.46437558906691806,YES
0.31232125353440154,YES
0.501535862393968,YES
0.5089612158341188,NO
0.5182003298774741,YES
0.3042493873704053,NO
