UPPERTRACED_RFSMOTE_RAW_VSM_MEDIAN.csv,Associated
0.5659500000000001,NO
0.41464999999999996,NO
0.20485,YES
0.19060000000000002,YES
0.14955000000000002,YES
0.4797,YES
0.4663,NO
0.13265,YES
0.14395,NO
0.06425,NO
0.2887,NO
0.15844999999999998,YES
0.20735,YES
0.6265499999999999,YES
0.35655,YES
0.049249999999999995,NO
0.43520000000000003,NO
0.5284,YES
0.14989999999999998,NO
0.313,YES
0.13295,NO
0.2076,NO
0.45855,NO
0.23375,NO
0.21765,NO
0.61225,YES
0.2505,NO
0.17614999999999997,YES
0.20600000000000002,NO
0.16775,YES
0.11245,NO
0.5203,NO
0.5514,NO
0.1066,NO
0.16305,YES
0.24080000000000001,NO
0.3013,YES
0.07575,NO
0.46225,NO
0.18905,NO
0.28,NO
0.09235,NO
0.19485,NO
0.44265,NO
0.3068,NO
0.44994999999999996,NO
0.10944999999999999,YES
0.19224999999999998,NO
0.22735,YES
0.22095,NO
0.1168,NO
0.20665,NO
0.11165,NO
0.3575,NO
0.103,NO
0.07064999999999999,NO
0.5778,NO
0.39944999999999997,NO
0.10395,YES
0.08224999999999999,YES
0.10504999999999999,YES
0.49040000000000006,YES
0.47524999999999995,NO
0.12785,YES
0.16155,NO
0.05245,NO
0.49195,NO
0.182,NO
0.28335,NO
0.0868,NO
0.19895000000000002,NO
0.42695,NO
0.27835,NO
0.4599,NO
0.1814,YES
0.2072,NO
0.1918,YES
0.16155,NO
0.05175,NO
0.13735,NO
0.187,NO
0.37135,NO
0.15775,NO
0.16999999999999998,NO
0.53045,NO
0.49095,NO
0.2121,YES
0.1748,YES
0.25705,YES
0.42415,YES
0.4515,NO
0.17864999999999998,YES
0.18130000000000002,NO
0.07695,NO
0.46345,NO
0.16765000000000002,NO
0.3021,NO
0.11735,NO
0.18614999999999998,NO
0.4442,NO
0.2902,NO
0.43755,NO
0.18895,YES
0.1814,NO
0.20915,YES
0.2076,NO
0.11705,NO
0.20534999999999998,NO
0.1099,NO
0.37575,NO
0.10074999999999999,NO
0.07535,NO
0.5606,NO
0.42,NO
0.2119,YES
0.1847,YES
0.14995,YES
0.46875,YES
0.4653,NO
0.14515,YES
0.1534,NO
0.04135,NO
0.4607,NO
0.12400000000000001,NO
0.32930000000000004,NO
0.08635,NO
0.13775,NO
0.39025,NO
0.2566,NO
0.42105,NO
0.22985,YES
0.12035,NO
0.22235,YES
0.2009,NO
0.1174,NO
0.20725,NO
0.12745,NO
0.35675,NO
0.1162,NO
0.06375,NO
0.5501,NO
0.42589999999999995,NO
0.1786,YES
0.17515,YES
0.167,YES
0.39785000000000004,YES
0.42374999999999996,NO
0.10139999999999999,YES
0.14450000000000002,NO
0.058449999999999995,NO
0.40755,NO
0.28474999999999995,YES
0.10655,YES
0.12635000000000002,YES
0.15235,YES
0.38685,NO
0.47825,NO
0.1733,YES
0.1437,NO
0.66445,YES
0.17295,NO
0.5115500000000001,NO
0.4948,NO
0.1287,NO
0.0901,NO
0.43965,YES
0.08875,NO
0.61345,YES
0.12145,NO
0.46605,YES
0.12855,NO
0.39999999999999997,NO
0.56125,NO
0.13,NO
0.58495,YES
0.6058,NO
0.60405,YES
0.08995,NO
0.09735,NO
0.25475,YES
0.24780000000000002,NO
0.54675,NO
0.21795,YES
0.41635,NO
0.05985,NO
0.2824,YES
0.47050000000000003,NO
0.53405,YES
0.15639999999999998,NO
0.5132,NO
0.63515,NO
0.6123999999999999,NO
0.5605,NO
0.3395,NO
0.0699,NO
0.63365,NO
0.07255,NO
0.14684999999999998,NO
0.57455,NO
0.0892,NO
0.26835,NO
0.54085,NO
0.5547,YES
0.44295,NO
0.3937,YES
0.0549,NO
0.2682,NO
0.22875,YES
0.16469999999999999,YES
0.6116,YES
0.40064999999999995,YES
0.06665,NO
0.4287,NO
0.56495,YES
0.1364,NO
0.39039999999999997,YES
0.11474999999999999,NO
0.21325,NO
0.43305000000000005,NO
0.2174,NO
0.1678,NO
0.58975,YES
0.2021,NO
0.18,YES
0.1962,NO
0.13565,YES
0.12985,NO
0.51555,NO
0.58675,NO
0.11275,NO
0.2115,YES
0.28295,NO
0.33399999999999996,YES
0.1068,NO
0.0873,NO
0.6940500000000001,YES
0.5680999999999999,NO
0.55245,NO
0.70985,YES
0.08405,NO
0.0815,NO
0.2469,YES
0.1595,NO
0.7464999999999999,YES
0.07780000000000001,NO
0.2722,NO
0.0971,NO
0.52885,NO
0.08875,NO
0.1053,NO
0.0827,NO
0.6778500000000001,NO
0.0451,NO
0.13315,NO
0.5709,NO
0.2532,NO
0.52005,NO
0.46799999999999997,NO
0.651,YES
0.6442,NO
0.66195,YES
0.038349999999999995,NO
0.2592,NO
0.13219999999999998,YES
0.12335000000000002,YES
0.56255,YES
0.31629999999999997,YES
0.02445,NO
0.40990000000000004,NO
0.48519999999999996,YES
0.0776,NO
0.2817,YES
0.10969999999999999,NO
0.1805,NO
0.41665,NO
0.20425,NO
0.17659999999999998,NO
0.5826,YES
0.2107,NO
0.12165,YES
0.20235,NO
0.1006,YES
0.0175,NO
0.4457,NO
0.4749,NO
0.07250000000000001,NO
0.12359999999999999,YES
0.2039,NO
0.26685,YES
0.1562,YES
0.15410000000000001,YES
0.2367,NO
0.5574,NO
0.10295,NO
0.5353,NO
0.1897,YES
0.59965,YES
0.0752,NO
0.2729,NO
0.07585,NO
0.0385,NO
0.37155000000000005,NO
0.09,NO
0.0723,NO
0.1072,YES
0.4975,NO
0.12595,YES
0.013000000000000001,NO
0.62425,YES
0.27385,NO
0.106,NO
0.53135,NO
0.16295,NO
0.05965,NO
0.59385,NO
0.45,NO
0.0848,NO
0.04695,NO
0.4186,NO
0.1834,YES
0.0927,YES
0.1051,YES
0.1683,YES
0.3184,NO
0.45885,NO
0.2828,YES
0.1419,NO
0.68855,YES
0.15825,NO
0.5571,NO
0.51335,NO
0.1562,NO
0.087,NO
0.44635,YES
0.08365,NO
0.6451,YES
0.05605,NO
0.49845,YES
0.13265,NO
0.4071,NO
0.56115,NO
0.12885000000000002,NO
0.5632999999999999,YES
0.61105,NO
0.68155,YES
0.0639,NO
0.4087,NO
0.24385,YES
0.1457,YES
0.16535,YES
0.13335,YES
0.38460000000000005,NO
0.48325,NO
0.16175,YES
0.1893,NO
0.6461,YES
0.1744,NO
0.51885,NO
0.50815,NO
0.1422,NO
0.0924,NO
0.466,YES
0.0891,NO
0.60835,YES
0.1134,NO
0.4787,YES
0.17170000000000002,NO
0.4523,NO
0.5602,NO
0.1361,NO
0.56695,YES
0.59705,NO
0.60685,YES
0.07210000000000001,NO
0.43995,NO
0.29300000000000004,YES
0.11615,YES
0.1648,YES
0.17485,YES
0.3885,NO
0.5061,NO
0.1786,YES
0.1501,NO
0.69505,YES
0.1711,NO
0.47915,NO
0.46309999999999996,NO
0.08645,NO
0.1467,NO
0.4741,YES
0.14375,NO
0.6661,YES
0.10365,NO
0.5257000000000001,YES
0.1527,NO
0.42505,NO
0.59095,NO
0.15575,NO
0.5876,YES
0.64295,NO
0.629,YES
0.04045,NO
0.42160000000000003,NO
0.1847,YES
0.08955,YES
0.09825,YES
0.15705,YES
0.30820000000000003,NO
0.4528,NO
0.27145,YES
0.14515,NO
0.6802,YES
0.164,NO
0.54795,NO
0.48314999999999997,NO
0.12985,NO
0.09734999999999999,NO
0.44155,YES
0.0958,NO
0.6483,YES
0.04695,NO
0.50735,YES
0.12885000000000002,NO
0.40065,NO
0.56675,NO
0.12475,NO
0.566,YES
0.5984499999999999,NO
0.71315,YES
0.07255,NO
0.29525,NO
0.15639999999999998,YES
0.20329999999999998,YES
0.63255,YES
0.3671,YES
0.052,NO
0.43270000000000003,NO
0.52685,YES
0.11855,NO
0.3163,YES
0.13090000000000002,NO
0.21939999999999998,NO
0.46655,NO
0.24115000000000003,NO
0.2299,NO
0.6133,YES
0.26239999999999997,NO
0.18225000000000002,YES
0.2104,NO
0.17265,YES
0.0703,NO
0.49065,NO
0.52055,NO
0.1059,NO
0.16599999999999998,YES
0.2443,NO
0.29535,YES
0.07505,NO
0.3015,NO
0.23199999999999998,YES
0.18925,YES
0.6812,YES
0.41964999999999997,YES
0.05405,NO
0.44460000000000005,NO
0.57085,YES
0.11180000000000001,NO
0.41195000000000004,YES
0.1271,NO
0.1674,NO
0.38180000000000003,NO
0.1501,NO
0.23625,NO
0.64685,YES
0.2686,NO
0.3314,YES
0.1796,NO
0.2697,YES
0.09384999999999999,NO
0.48305,NO
0.58925,NO
0.12240000000000001,NO
0.21395,YES
0.2999,NO
0.35224999999999995,YES
0.5445,NO
0.0747,NO
0.28405,NO
0.5054000000000001,NO
0.2238,NO
0.54785,NO
0.40815,NO
0.02175,NO
0.6295999999999999,NO
0.54455,NO
0.12925,NO
0.29259999999999997,NO
0.22125,YES
0.5833999999999999,YES
0.6969,YES
0.0933,NO
0.05555,NO
0.054849999999999996,NO
0.52655,NO
0.55755,NO
0.40349999999999997,NO
0.04815,NO
0.04725,NO
0.5507,NO
0.51705,NO
0.19425,NO
0.21705,NO
0.5802499999999999,NO
0.06695,YES
0.27449999999999997,YES
0.1926,NO
0.56265,NO
0.0707,NO
0.49115000000000003,NO
0.2345,YES
0.47745,YES
0.053399999999999996,NO
0.31095,NO
0.02665,NO
0.0942,NO
0.34805,NO
0.0852,NO
0.0781,NO
0.21875,YES
0.47985,NO
0.09575,YES
0.0168,NO
0.66175,YES
0.29885,NO
0.11315,NO
0.5059,NO
0.16770000000000002,NO
0.0474,NO
0.55535,NO
0.41605000000000003,NO
0.0797,NO
0.0358,NO
0.25655,NO
0.16515,YES
0.1693,YES
0.64395,YES
0.35469999999999996,YES
0.0299,NO
0.41195000000000004,NO
0.52495,YES
0.07545,NO
0.32945,YES
0.1098,NO
0.19385,NO
0.4163,NO
0.20525,NO
0.1552,NO
0.60615,YES
0.18989999999999999,NO
0.2218,YES
0.18695,NO
0.18135,YES
0.0313,NO
0.42934999999999995,NO
0.5014,NO
0.07365,NO
0.15794999999999998,YES
0.2254,NO
0.29095,YES
0.1779,YES
0.1432,YES
0.22865,NO
0.55775,NO
0.0753,NO
0.5135000000000001,NO
0.183,YES
0.6242,YES
0.06055,NO
0.28585,NO
0.048499999999999995,NO
0.0579,NO
0.35205000000000003,NO
0.07865,NO
0.066,NO
0.12190000000000001,YES
0.4883,NO
0.1671,YES
0.01485,NO
0.64535,YES
0.27435,NO
0.08605,NO
0.523,NO
0.1633,NO
0.0363,NO
0.581,NO
0.4314,NO
0.07565,NO
0.0669,NO
0.45794999999999997,NO
0.11955,NO
0.2934,NO
0.06205,NO
0.1563,NO
0.39985,NO
0.27345,NO
0.44604999999999995,NO
0.11595,YES
0.13225,NO
0.20315,YES
0.21550000000000002,NO
0.14650000000000002,NO
0.23020000000000002,NO
0.1557,NO
0.35414999999999996,NO
0.15789999999999998,NO
0.08165,NO
0.5686,NO
0.42595,NO
0.07135,YES
0.07619999999999999,YES
0.08904999999999999,YES
0.43135,YES
0.4239,NO
0.0935,YES
0.1545,NO
0.18560000000000001,YES
0.1544,YES
0.19615,NO
0.5592,NO
0.0625,NO
0.4939,NO
0.1526,YES
0.63995,YES
0.05235,NO
0.28895,NO
0.03225,NO
0.05975,NO
0.34825,NO
0.0836,NO
0.07315,NO
0.12805,YES
0.4764,NO
0.19455,YES
0.01645,NO
0.65385,YES
0.28600000000000003,NO
0.07885,NO
0.50785,NO
0.1637,NO
0.03405,NO
0.55635,NO
0.4152,NO
0.07345,NO
0.0761,NO
0.45565,NO
0.1442,NO
0.27390000000000003,NO
0.06625,NO
0.17225000000000001,NO
0.43645,NO
0.2849,NO
0.43765,NO
0.10035,YES
0.157,NO
0.2459,YES
0.21689999999999998,NO
0.13424999999999998,NO
0.2138,NO
0.12535000000000002,NO
0.35359999999999997,NO
0.1181,NO
0.05575,NO
0.5793,NO
0.3902,NO
0.0586,YES
0.0625,YES
0.07185,YES
0.47155,YES
0.45185,NO
0.10255,YES
0.1476,NO
