UPPERTRACED_RFUNDER_MULTI_LSA_SUM.csv,Associated
0.1170860355218819,NO
0.6987861428848284,NO
0.28795670701558274,NO
0.19441388452698774,NO
0.06375900002873819,NO
0.7413098279466414,NO
0.9115851030043205,YES
0.8424262699518598,YES
0.3360850768451946,YES
0.650995262619199,YES
0.7501442436291476,NO
0.796977920961123,YES
0.09417948402414303,NO
0.7216941681361217,NO
0.6728171315008191,NO
0.1107393158393874,NO
0.41913035276501964,NO
0.8471047006106497,NO
0.7349697401551419,NO
0.7248295788233403,NO
0.09294300479190969,NO
0.11810955736548867,NO
0.38410144140466396,YES
0.7500720297049768,NO
0.6212991284958356,YES
0.14728914086799663,NO
0.7582417825343992,NO
0.12204742686313766,NO
0.004595900459737422,NO
0.705205813368271,NO
0.20479279393461994,NO
0.056318018332020464,NO
0.10774833300051065,NO
0.637792641401127,NO
0.9112932998005275,YES
0.856870528539606,YES
0.17982446121412238,YES
0.716067377065005,YES
0.7702786646908544,NO
0.7481008843258203,YES
0.053472937095040154,NO
0.6697531978609942,NO
0.6688048374486674,NO
0.04705326661159742,NO
0.4588155884808476,NO
0.8018752040227577,NO
0.6643533648372718,NO
0.6461156646002185,NO
0.04392006655471052,NO
0.09403579305257836,NO
0.4437751965803023,YES
0.6609991017472086,NO
0.6405581399461638,YES
0.13751373354093607,NO
0.7587524381410367,NO
0.12481955729916977,NO
0.030201631592560202,NO
0.6774845090079502,NO
0.22733459142761778,NO
0.039393432512035045,NO
0.09242866480138591,NO
0.6464008359130161,NO
0.8627080663690176,YES
0.8429369255584973,YES
0.20470068433746305,YES
0.6126231413204389,YES
0.7096565491028893,NO
0.6842689334961339,YES
0.040487694526258236,NO
0.6799648362401894,NO
0.6348812412541938,NO
0.9736647608576949,YES
0.4484661541443056,YES
0.44095295852341687,YES
0.8096713603261121,YES
0.7651713717477022,NO
0.7680982463069578,NO
0.8402377459234134,YES
0.06142678502872716,NO
0.8419156143452223,YES
0.09710267419951235,NO
0.7942824257099255,NO
0.784802505970544,NO
0.6284534651262011,NO
0.7488384979798522,NO
0.6744205753681252,YES
0.6658123808562361,NO
0.5021564698886357,YES
0.2709540122572084,NO
0.7867736513497003,YES
0.14204331509072057,NO
0.7413975162831344,NO
0.8226566028948941,NO
0.6895213911644053,NO
0.8499402024495256,YES
0.7855246452122537,NO
0.7611598145723277,YES
0.09950489249336258,NO
0.16954650392497417,NO
0.45895633194530305,YES
0.12554832843187463,NO
0.08024588104303433,NO
0.30114385382133246,YES
0.10154751491991254,NO
0.0556621980002638,NO
0.36570236515339194,YES
0.10760243139861422,NO
0.2878638605416486,YES
0.07973522543639684,NO
0.23585288697268178,NO
0.20192781702465365,NO
0.16144012249839543,NO
0.1298561100717055,NO
0.349091688840517,NO
0.07025162131312916,NO
0.23621469347031385,NO
0.07411801376338445,NO
0.17537519923305867,NO
0.3714183183145565,NO
0.18683584374970064,NO
0.24307206875944584,NO
0.10811308700525171,NO
0.6355864323300265,YES
0.25752074860785557,NO
0.3989900366890947,YES
0.6601951691832236,NO
0.6432720571167928,NO
0.8341150367812044,YES
0.805804967875857,YES
0.669012636699853,YES
0.7634205525249451,YES
0.6919287675956963,NO
0.31233332768394473,NO
0.8135384896531447,YES
0.7718098946339895,NO
0.8143424222171296,YES
0.681861557064843,NO
0.7745090742690734,NO
0.8260197085062844,NO
0.6776959926430223,NO
0.6573522985765752,NO
0.7329271177285921,YES
0.7152811295436742,NO
0.5189344172299475,YES
0.6102157648891479,NO
0.7194290089228408,YES
0.7768434998994164,NO
0.7559795708282274,NO
0.816091030809555,NO
0.6862386051217357,NO
0.7792508763307074,YES
0.744891049084099,NO
0.7464230159040114,YES
0.08761391193880386,NO
0.20624370430903433,NO
0.2587572278400889,YES
0.09680571285827869,NO
0.08856227235113062,NO
0.27444091316717745,YES
0.21616575011476857,NO
0.07988112703829327,NO
0.3139072964801607,YES
0.08425817509518606,NO
0.32791385026221764,YES
0.15553921326613998,NO
0.23513074773097217,NO
0.18391928546532665,NO
0.1572185554415034,NO
0.09775407327060545,NO
0.121900788384464,NO
0.08892702635587169,NO
0.23512116833286786,NO
0.03406802404281549,NO
0.2362220622380863,NO
0.13007127809066385,NO
0.10432038223272191,NO
0.2675850116316,NO
0.4795409847179125,NO
0.26152862139934374,YES
0.2591971432761099,NO
0.21192281363133614,YES
0.6360484540693652,NO
0.6301409129461145,NO
0.693247040150205,YES
0.7454746554916848,YES
0.597447900969656,YES
0.6403525513253097,YES
0.6303582915954046,NO
0.28490382652741664,NO
0.6971819621407449,YES
0.686019752718891,NO
0.6557473809557145,YES
0.6744935261690734,NO
0.726726299647994,NO
0.8020918457952704,NO
0.6585099319936423,NO
0.6701916395434607,NO
0.7224951531929976,YES
0.7278286673067669,NO
0.433800832523383,YES
0.6191887134057781,NO
0.6682904974581435,YES
0.6129230501687816,NO
0.6540673019035738,NO
0.6529000890884024,NO
0.6275132103584242,NO
0.6510033682637488,YES
0.6295558327849742,NO
0.6484500902305613,YES
0.7267896710508379,YES
0.5413487350404803,YES
0.6976019819037801,NO
0.08856300922790789,NO
0.723153184155086,NO
0.6528941940741844,NO
0.6955682019985572,YES
0.7755937568851924,YES
0.07068932611881842,NO
0.023563108706272817,NO
0.0789327666259665,NO
0.02451220599537684,NO
0.12372455840816932,NO
0.09972521864976172,NO
0.07375325975864339,NO
0.0372056453603659,YES
0.5828584776567908,NO
0.7268670431124498,YES
0.5177848894574303,NO
0.2597122201434109,YES
0.09893160236065845,NO
0.04267621855470462,NO
0.5295992348271545,NO
0.06748022775387433,NO
0.5932167545146597,NO
0.1270802952517871,NO
0.5640312759979338,NO
0.5935829822729554,NO
0.6631861520221004,NO
0.6510033682637488,NO
0.8257934873356673,YES
0.4282587822816506,YES
0.4099488681204264,YES
0.8329426658285921,YES
0.6653017252495985,NO
0.7397933355390511,NO
1.0,YES
0.05880055619459147,NO
0.877077900402261,YES
0.07565513872073772,NO
0.8607406053737476,NO
0.811867253122331,NO
0.6685764056477184,NO
0.7443155483210631,NO
0.6841959826951858,YES
0.6583713991595184,NO
0.5483343268888548,YES
0.1755343646169457,NO
0.8340457703641424,YES
0.14802528076847407,NO
0.7517565300177808,NO
0.8225107012929976,NO
0.6878435227425964,NO
0.8183525056389495,YES
0.793184479311816,NO
0.8742335560420579,YES
0.6879164735435446,NO
0.6365591096760026,NO
0.9139910056820568,YES
0.5055866312867564,YES
0.497854583263023,YES
0.7819500559657911,YES
0.7618885857050327,NO
0.775393326401779,NO
0.8233861109043761,YES
0.12795791549349742,NO
0.8151426703972282,YES
0.09921824742701052,NO
0.8049332426483645,NO
0.8042803698237169,NO
0.6481501813822187,NO
0.7521942348234701,NO
0.7128656474678334,YES
0.6663230364628736,NO
0.494715488191918,YES
0.2592089333045461,NO
0.8052302039895983,YES
0.20499985630902845,NO
0.8177040540749654,NO
0.8211246360749817,NO
0.6984213888800873,NO
0.8236779141081692,YES
0.7727582550463163,NO
0.7652450594254275,YES
0.6998804048990516,NO
0.6821533602686358,NO
0.9857016430141503,YES
0.4624727079263625,YES
0.4970521244525926,YES
0.8424992207528081,YES
0.7675787481789933,NO
0.8087318424351124,NO
0.8479705308239239,YES
0.07076448755009843,NO
0.8865615045255288,YES
0.09440349456442848,NO
0.7470103066954834,NO
0.7385516981693768,NO
0.5668100383249611,NO
0.8314188046532294,NO
0.7246836772214439,YES
0.7460582618992704,NO
0.5789736632871041,YES
0.24498352711964447,NO
0.8738039568809185,YES
0.17727855194870748,NO
0.7779458675581893,NO
0.8659893786581327,NO
0.727091053652735,NO
0.8538065948997811,YES
0.839727090316776,NO
0.7975622642454862,YES
0.6537025478988326,NO
0.6553804163206416,NO
0.8276902081603207,YES
0.42366288182191314,YES
0.3999546083905211,YES
0.8165287356152442,YES
0.6504197618561631,NO
0.7309662886243173,NO
0.9834401681847558,YES
0.06354235825622533,NO
0.8648951166439095,YES
0.08404448082978222,NO
0.8473906088002245,NO
0.7678049693496103,NO
0.63013133354801,NO
0.759416364117343,NO
0.6771927058041572,YES
0.6760984437899341,NO
0.5530031781495403,YES
0.16225731884437092,NO
0.8470310129329243,YES
0.14248101989640988,NO
0.7423458766954614,NO
0.8306811909991976,NO
0.681861557064843,NO
0.822291848890153,YES
0.7748008774728664,NO
0.9203384622413285,YES
0.6859468019179429,NO
0.6827384404297762,NO
0.7285552278091403,YES
0.8621229862078773,YES
0.6995790222971543,YES
0.7144705650886942,YES
0.67055418291787,NO
0.31816939175980175,NO
0.7579499793306064,YES
0.7457664586954776,NO
0.7062293352118778,YES
0.7054246657711157,NO
0.7834820227857037,NO
0.8748967451415871,NO
0.7123476230934234,NO
0.7479571933542558,NO
0.7672869449752003,YES
0.8032597954872192,NO
0.5222172032726171,YES
0.6309337923584404,NO
0.7734126016245184,YES
0.6899590959700946,NO
0.7196500719560173,NO
0.7195041703541208,NO
0.6762443453918305,NO
0.7128656474678334,YES
0.6885000799511304,NO
0.6900320467710428,YES
0.6895943419653535,NO
0.6918572905483027,NO
0.8388568388428381,YES
0.8416238111414295,YES
0.7705601516197655,YES
0.791141856885266,YES
0.6735451657567466,NO
0.3355316823854765,NO
0.8221466841650338,YES
0.7359181005674688,NO
0.8457842174258094,YES
0.6998804048990516,NO
0.7076131897995621,NO
0.751245137534366,NO
0.5795042145667275,NO
0.7572219450746788,NO
0.8162369324114513,YES
0.8123056948047975,NO
0.7398294425011366,YES
0.5859960989743411,NO
0.9150101062649999,YES
0.7243189232167029,NO
0.7085615502118888,NO
0.8197385708569656,NO
0.7003181097047408,NO
0.7828254655771698,YES
0.7696213706055433,NO
0.7730500582501092,YES
0.04056138220398371,NO
0.07069669488659099,NO
0.06901145769700953,NO
0.1220466899863604,NO
0.01758114302851934,NO
0.0380803180949672,NO
0.06062432621829679,NO
0.0,NO
0.19419871650802936,NO
0.06244588561167036,NO
0.02553278033187456,NO
0.04501064418504745,NO
0.7259783697190805,YES
0.4202901968124184,YES
0.2555466557215903,YES
0.02414671511385852,NO
0.16750977651264223,NO
0.026408189943253113,NO
0.007003276891028455,NO
0.08141309385820573,NO
0.20865771263132063,NO
0.10520537124220478,NO
0.022614748293946038,NO
0.3075141535606991,NO
0.26563965693964753,NO
0.1206635722754534,NO
0.1624769081239928,NO
0.12182783758351576,NO
0.5965724913582775,YES
0.7170142637237773,YES
0.6332593754674563,NO
0.09622284332747025,NO
0.6760999175434887,NO
0.5884786368369123,NO
0.760932119648156,YES
0.5973019993677596,YES
0.03888277690539754,NO
0.07907866822786294,NO
0.0071491784929248806,NO
0.10577939825168617,NO
0.08943768196250917,NO
0.09272194175873327,NO
0.0822155526686361,NO
0.1999588822758292,YES
0.5571068449220715,NO
0.682804759339729,YES
0.5233291503294945,NO
0.31442532085457076,YES
0.13540700283476498,NO
0.05310818309029909,NO
0.4924672771445141,NO
0.07441055384395455,NO
0.5753438082823475,NO
0.07090817852166306,NO
0.5144976821540972,NO
0.5861420005762377,NO
0.6323279632210063,NO
0.6262745204958592,NO
0.7413216179750775,YES
0.8125164415630924,YES
0.7162118049133469,YES
0.6963787664535372,YES
0.6383099288987597,NO
0.2878948093662934,NO
0.7551778488945743,YES
0.682882868278118,NO
0.7254153958612579,YES
0.6746394277709699,NO
0.7462041635011668,NO
0.8015811901886329,NO
0.6599689480126065,NO
0.6389686967376255,NO
0.7568549804396059,YES
0.6974811341123103,NO
0.5799212868226538,YES
0.5967198667137285,NO
0.7861060409895075,YES
0.6330574712304884,NO
0.630212389993508,NO
0.6915640135909553,NO
0.6291910787802332,NO
0.7011205685151711,YES
0.6609246771927058,NO
0.6836123762876001,YES
0.7584503186623622,YES
0.5254454604337698,YES
0.6858569029511178,NO
0.08907366483454537,NO
0.6828113912307243,NO
0.6210876448607634,NO
0.6857927946714966,YES
0.8114126001507649,YES
0.049314741440992016,NO
0.04245736615185999,NO
0.03902867850729397,NO
0.05281711676328349,NO
0.09527374603836622,NO
0.08316538683451737,NO
0.06456145883916854,NO
0.058653180839140534,YES
0.5694355302823196,NO
0.786905552292829,YES
0.5204840690925141,NO
0.2904974581435569,YES
0.09966111037014061,NO
0.013568848976367627,NO
0.517416451068803,NO
0.0679908833605118,NO
0.5591487304718442,NO
0.10833193940809635,NO
0.5368935780451985,NO
0.5802329856994324,NO
0.7070310571455309,NO
0.6647925433965156,NO
0.04056064532720645,NO
0.40643691340003063,NO
0.7664211147619262,NO
0.6914181119890589,NO
0.6601222183822755,NO
0.06850448647425833,NO
0.1305111935266849,NO
0.27759327202027295,YES
0.6783613923728833,NO
0.61254503238205,YES
0.1588153674178143,NO
0.8012098042928967,NO
0.15830397493439954,NO
0.07141883412830057,NO
0.6736910673586431,NO
0.28817555941842743,NO
0.06550981925149531,NO
0.11942046115222474,NO
0.6464737867139644,NO
0.7062285983351008,YES
0.6985672904819837,YES
0.0909703856591989,YES
0.6615001779557417,YES
0.709875401505734,NO
0.6727427069463163,YES
0.05507785471590085,NO
0.7696847420083871,YES
0.5417864398461695,YES
0.6384388823347794,NO
0.09118923806204357,NO
0.6641359861879818,NO
0.5924909308890639,NO
0.6414387076949831,YES
0.8343921024494521,YES
0.037350810085485076,NO
0.046980315810649195,NO
0.015319668199124739,NO
0.055516296398367374,NO
0.08972948516630204,NO
0.09038751612839045,NO
0.07499342337476302,NO
0.06762612935577074,YES
0.5520732396566449,NO
0.826955542013398,YES
0.5228184947228569,NO
0.30289909430475304,YES
0.11665864699107423,NO
0.003063933639824948,NO
0.49531235838149446,NO
0.06857448976809752,NO
0.5558659444291746,NO
0.07236719454062733,NO
0.5132575185379775,NO
0.5770231504577109,NO
0.7204540045200023,NO
0.6614368065528979,NO
0.07652539019467548,NO
0.37798610103022745,NO
0.7725489820415761,NO
0.7146894174915388,NO
0.7135222046763674,NO
0.0852102198913991,NO
0.1182554589673851,NO
0.2548326221244305,YES
0.7144720388422489,NO
0.6749179671927721,YES
0.16085798984436422,NO
0.7833368580605845,NO
0.13437611222338566,NO
0.027137697952735247,NO
0.6728886085482126,NO
0.23010672186364986,NO
0.027721304360320956,NO
0.13503193255514231,NO
0.5943139640359921,NO
0.6876261440933064,YES
0.6785787710221733,YES
0.06587531013301363,YES
0.720152621918105,YES
0.7506548992357851,NO
0.6859468019179429,YES
0.04501064418504745,NO
