LOWERTRACED_SUM_SINGLE_VSM_SUM.csv,Associated
0.3822938611532997,NO
0.3627619094279229,NO
0.2611663645419954,YES
0.36413371874642764,NO
0.2589616709943985,YES
0.11596688060359613,NO
0.10502506818218936,NO
0.36418271193637425,NO
0.13848741691571542,NO
0.13272255156533244,NO
0.35791158362320974,NO
0.11985367367269285,NO
0.11794293926477555,NO
0.35794424574984085,NO
0.37974621527607666,YES
0.3586954746623553,NO
0.3872258422745905,YES
0.16615223817222743,NO
0.15826433459082526,NO
0.15821534140087865,NO
0.10156288275929648,NO
0.12460601309751278,NO
0.10200382146881584,NO
0.12563487008639135,NO
0.12970130485195894,NO
0.1236098182352653,NO
0.37794979831136805,YES
0.3708621168324269,YES
0.37830908170430977,YES
0.39802067512615746,YES
0.364574657455947,NO
0.3743243022553199,YES
0.34703509545506517,NO
0.06436072052651348,NO
0.07072983521957114,NO
0.43277317786161057,NO
0.22670782094622186,NO
0.2180360263256741,NO
0.4301438766678099,NO
0.07072983521957114,NO
0.06465467966619308,NO
0.43208727320235824,NO
0.5509447520128036,YES
0.434471608446426,NO
0.5233125928829226,YES
0.02634200512795388,NO
0.01660869139189653,NO
0.015171557820129666,NO
0.08217791060375942,NO
0.21625594042428106,NO
0.07589045122727943,NO
0.24521091568272016,NO
0.07023990332010517,NO
0.24062188689105554,NO
0.5609720248885406,YES
0.5487890516551533,YES
0.5756536508092043,YES
0.5240801528587528,YES
0.42771054823379556,NO
0.5386147992095767,YES
0.42437901131742695,NO
0.09212352816291869,NO
0.08118171574151195,NO
0.26497150229451444,NO
0.17642447699769734,NO
0.1716068133196153,NO
0.26284846406349516,NO
0.09612463867522415,NO
0.08828572828376857,NO
0.2616726275047769,NO
0.560955693825225,YES
0.2629301193800729,NO
0.5365244231051884,YES
0.11753466268188721,NO
0.11408880832230989,NO
0.11353355216958178,NO
0.07675599758300264,NO
0.16128558130419873,NO
0.0770336256593667,NO
0.157888720134568,NO
0.09984812111116556,NO
0.16104061535446576,NO
0.5684516518870544,YES
0.5595675534434048,YES
0.5482174644391097,YES
0.5461924125879837,YES
0.2691032613133441,NO
0.5352179380399458,YES
0.2521516175918214,NO
0.06609181323795993,NO
0.06587950941485801,NO
0.10907517188444141,NO
0.20653895775153921,NO
0.18271193637417735,NO
0.10540068263844661,NO
0.06409942351346497,NO
0.0629072558914311,NO
0.11464406447503799,NO
0.5411297829601686,YES
0.10135057893619455,NO
0.5076511031633271,YES
0.11279865432038282,NO
0.11165547988829555,NO
0.11160648669834895,NO
0.06808420296245489,NO
0.1763101595544886,NO
0.06767592637956658,NO
0.17533029575555664,NO
0.0820145999706041,NO
0.1841980631358908,NO
0.5243904430617479,YES
0.5232635996929761,YES
0.5206016363725443,YES
0.4898502441493966,YES
0.11389283556252348,NO
0.4877435369816929,YES
0.10760537618604349,NO
0.0997174726046413,NO
0.08962487547564223,NO
1.0000000000000002,YES
0.26861332941387817,YES
0.26528179249750955,YES
0.9632877696666831,YES
0.11879215455718324,NO
0.09965214835137917,NO
0.9701304851958912,YES
0.14557509839465652,NO
0.9705060996521484,YES
0.14696323877647677,NO
0.14500351117861288,NO
0.13463328597324975,NO
0.13427400258030803,NO
0.09699018503094738,NO
0.26146032368167493,YES
0.096549246321428,NO
0.2839318668038476,YES
0.11702839971910571,NO
0.26681691244916955,YES
0.15042542419936966,NO
0.14273349337775387,NO
0.17907010925481365,NO
0.14926591870396685,NO
0.9723025166168571,YES
0.17075759802720758,NO
0.9507781751669852,YES
0.025182499632551078,NO
0.02106707167703689,NO
0.8756552839155358,YES
0.30124279391831205,NO
0.29110120359936636,NO
0.8848660036254962,YES
0.02563976940538599,NO
0.013718093185047282,NO
0.9059167442392174,YES
0.15816634821093206,NO
0.8884914996815444,YES
0.15192788202439866,NO
0.1861904528603858,NO
0.1851942579981383,NO
0.17613051785801775,NO
0.023729034997468687,NO
0.3017980500710401,NO
0.018633743243022555,NO
0.3260170169679748,NO
0.019499289598745778,NO
0.30909803537308317,NO
0.15948916433949017,NO
0.15610863423317498,NO
0.18849313278787586,NO
0.15828066565414078,NO
0.8789051655153269,YES
0.1818300589551386,NO
0.8638805872650369,YES
0.035324089951496745,NO
0.028236408472555652,NO
0.9608381101693533,YES
0.6838959384645534,YES
0.6747178808812243,YES
0.9565593715806838,YES
0.042428102493753374,NO
0.030032825437264224,NO
0.9661293746835857,YES
0.5270524063821795,NO
0.9630101415903191,YES
0.5069162053141281,NO
0.1859454869106528,NO
0.18098084366273093,NO
0.18076853983962898,NO
0.02973886629758464,NO
0.6675812062123365,YES
0.02951023141116719,NO
0.6823608185128934,YES
0.04228112292391358,NO
0.6695082716835694,YES
0.5281792497509513,NO
0.5235085656427091,NO
0.5369653618147078,NO
0.50789606911306,NO
0.9601032123201544,YES
0.5210262440187481,NO
0.9527542338281648,YES
0.020560808714255384,NO
0.02072411934741071,NO
0.911175346626819,YES
0.27846096059314424,NO
0.27661555043848907,NO
0.9163359626345272,YES
0.021295706563454343,NO
0.018829716002808944,NO
0.9251710678882303,YES
0.2027011578723891,NO
0.9283066320448127,YES
0.20051279538810773,NO
0.10429017033299039,NO
0.09282576388548659,NO
0.08849803210687049,NO
0.022830826515114394,NO
0.2840788463736874,NO
0.020854767853934968,NO
0.30777521924452506,NO
0.008573808240654549,NO
0.29317524864043903,NO
0.2129570656345435,NO
0.20554276288929174,NO
0.24044224519458465,NO
0.2120098639622426,NO
0.9134453644276781,YES
0.23526529812356087,NO
0.9006908039782472,YES
0.10322865121748077,NO
0.09860696029918509,NO
0.28646318161775514,YES
0.7081802296147502,YES
0.696487188280829,YES
0.2861692224780756,YES
0.10195482827886924,NO
0.0972024888540493,NO
0.2972416834060066,YES
0.15896657031339315,NO
0.2846667646530466,YES
0.156386262309539,NO
0.2604314666927964,NO
0.2608070811490536,NO
0.26165629644146127,NO
0.10592327666454364,NO
0.7030359446703575,YES
0.10562931752486406,NO
0.7010925481358091,YES
0.11759998693514935,NO
0.6958502768115232,YES
0.1426028448712296,NO
0.1518135645811899,NO
0.15155226756814139,NO
0.1458690575343361,NO
0.2885535577221433,YES
0.14632632730717102,NO
0.2879819705060997,YES
0.4071824016461712,YES
0.3656688386980877,YES
0.4653536491760979,NO
0.19832443290382643,NO
0.196870968268744,NO
0.43060114644064473,NO
0.39689383175738574,YES
0.41810788300426244,YES
0.42893537798246045,NO
0.18452468440220146,NO
0.4307807881371156,NO
0.1830875508304346,NO
0.22233109597765915,NO
0.2136593013571114,NO
0.21114431760651942,NO
0.3715806836183104,YES
0.188558457041138,NO
0.397302108340274,YES
0.1772900233534206,NO
0.4065454901768655,YES
0.1792007577613379,NO
0.188803422990871,NO
0.18728463410252644,NO
0.19270654712328325,NO
0.19162869694445808,NO
0.441559289925367,NO
0.19664233338232653,NO
0.4222723041497232,NO
0.006091486616693611,NO
0.003364199042999689,NO
0.9500432773177862,YES
0.248150507079516,YES
0.2424019727924486,YES
0.9516437215227084,YES
0.006565087452844053,NO
0.0034458543595773505,NO
0.9890418565152778,YES
0.1393366322081231,NO
0.9615240148286056,YES
0.13651135825453597,NO
0.19059983995557953,NO
0.1714108405598289,NO
0.17397481750036745,NO
0.006107817680009146,NO
0.2477095683699966,YES
0.005013636437868467,NO
0.27833031208662,YES
0.0057975274770140275,NO
0.26146032368167493,YES
0.14611402348406907,NO
0.13940195646138523,NO
0.1733868992210083,NO
0.14323975634053537,NO
0.9483775088596018,YES
0.16682181176816427,NO
0.959237665964431,YES
0.04904218313654403,NO
0.03754511456240916,NO
0.8599611320693091,YES
0.33700782257932815,YES
0.3336272924730129,YES
0.8304019074681953,YES
0.06560188133849396,NO
0.0488298793134421,NO
0.8396779514314178,YES
0.38402495386474617,NO
0.8378325412767627,YES
0.37099276533895126,NO
0.12065389577515394,NO
0.11225972923097023,NO
0.11194943902797512,NO
0.04528603857397155,NO
0.32567406463834864,YES
0.04420818839514641,NO
0.33787336893505143,YES
0.06194372315581469,NO
0.32655594205738736,YES
0.3880750575669982,NO
0.3833717113321249,NO
0.4022830826515114,NO
0.3748142341547859,NO
0.8397432756846799,YES
0.39145558767331345,NO
0.8250126565740697,YES
0.050756944784674934,NO
0.04678849639900055,NO
0.9161073277481098,YES
0.2808126337105809,YES
0.2869041203272745,YES
0.8840494504597195,YES
0.06591217154148908,NO
0.05532964251302404,NO
0.8852742802083845,YES
0.2143941992063104,NO
0.8939134127023012,YES
0.21308771414106778,NO
0.04182385315107867,NO
0.031682262832133004,NO
0.027877125079613936,NO
0.06205804059902341,NO
0.28177616644619735,YES
0.061094507863407005,NO
0.31019221661522384,YES
0.057795633073669445,NO
0.29536361112472037,YES
0.22504205248803755,NO
0.21764408080610131,NO
0.2554994855715056,NO
0.22440514101873177,NO
0.8865807652736271,YES
0.24962030277791394,NO
0.8723400780624827,YES
0.002498652687276469,NO
0.002874267143533716,NO
0.895285222020806,YES
0.24336550552806493,YES
0.23640847255564812,YES
0.8927865693335295,YES
0.0017637548380775078,NO
0.0,NO
0.9301520421994678,YES
0.12965231166201235,NO
0.9036140643117275,YES
0.12764359087420185,NO
0.16295134976238304,NO
0.13688697271079323,NO
0.14070844152662784,NO
0.008018552087926447,NO
0.242385641729133,YES
0.00751228912514494,NO
0.27561935557624156,YES
0.0013554782551891947,NO
0.26061110838926727,YES
0.13412702301046825,NO
0.12654940963206118,NO
0.1644701386507276,NO
0.13115476948704136,NO
0.8940767233354564,YES
0.15196054415102972,NO
0.9143762350366634,YES
0.059918671304688656,NO
0.055901229729067664,NO
0.2158150017147617,YES
0.6924370845785769,YES
0.6774941616448648,YES
0.22420916825894538,YES
0.056472816945111304,NO
0.05016902650531577,NO
0.23229304460013397,YES
0.23662077637875006,NO
0.2174154459196839,YES
0.22758969836526058,NO
0.1890320578772884,NO
0.1930005062629628,NO
0.18960364509333205,NO
0.06885176293828492,NO
0.6712067022683847,YES
0.06803520977250829,NO
0.6790292815965249,YES
0.06574886090833375,NO
0.6775268237714959,YES
0.2241275129423677,NO
0.23077425571178942,NO
0.23074159358515836,NO
0.22105727303904762,NO
0.22384988486600366,YES
0.22380089167605707,NO
0.218738262048242,YES
0.04223212973396698,NO
0.039439517907010925,NO
0.6159587150719384,YES
0.7213757287737005,YES
0.726911959237666,YES
0.6168242614276617,YES
0.038639295804549834,NO
0.0355527248379142,NO
0.6221155259418941,YES
0.20624499861185966,NO
0.6241079156663891,YES
0.19817745333398665,NO
0.03584668397759378,NO
0.029118285891594403,NO
0.023663710744206548,NO
0.05242271324285924,NO
0.7156925187398953,YES
0.05155716688713602,NO
0.7612725164535463,YES
0.03718583116946744,NO
0.7427530906537324,YES
0.20364835954469,NO
0.20012084986853498,NO
0.2250093903614065,NO
0.19827543971387981,NO
0.6149625202096909,YES
0.21378994986363567,NO
0.6127741577254096,YES
0.12653307856874563,NO
0.11843287116424152,NO
0.3750102069145722,NO
0.25236392141492336,NO
0.22897783874708083,NO
0.3680858360687864,NO
0.1277252461907795,NO
0.11910244476017835,NO
0.394787124589682,NO
0.11849819541750363,NO
0.36527689317851486,NO
0.11459507128509137,NO
0.373899694609116,YES
0.35990397334770463,YES
0.3692126794375582,YES
0.12450802671761961,NO
0.22954942596312447,NO
0.12501428968040112,NO
0.22660983456632863,NO
0.13732791142031261,NO
0.23051295869874092,NO
0.10497607499224275,NO
0.10958143484722291,NO
0.11397449087910115,NO
0.10624989793085429,NO
0.37997485016249405,NO
0.10624989793085429,NO
0.3868338967550177,NO
0.3033005078960691,YES
0.33026309343001325,YES
0.17312560220795978,NO
0.14327241846716643,NO
0.1295706563454347,NO
0.13835676840919114,NO
0.33679551875622626,YES
0.30346381852922444,YES
0.14399098525304985,NO
0.11939640389985794,NO
0.13688697271079323,NO
0.12372413567847403,NO
0.11787761501151343,NO
0.11531363807097482,NO
0.11626083974327571,NO
0.33328434014338676,YES
0.12602681560596413,NO
0.31270720036581584,YES
0.12176440808061013,NO
0.3440628419316382,YES
0.13059951333431322,NO
0.11358254535952836,NO
0.10141590318945666,NO
0.11670177845279507,NO
0.11007136674668888,NO
0.1511603220485686,NO
0.10799732170561625,NO
0.14278248656770046,NO
0.020756781474041773,NO
0.016102428429115016,NO
0.4803618963630722,YES
0.7687684745153757,YES
0.7686541570721669,YES
0.4818480231247857,YES
0.022095928665915435,NO
0.01623307693563928,NO
0.49336142276223605,YES
0.06473633498277073,NO
0.48339947413976125,YES
0.06289092482811555,NO
0.15143795012493266,NO
0.147338853232734,NO
0.14862900723466108,NO
0.017294596051148893,NO
0.7563078732056244,YES
0.0171966096712557,NO
0.7793836656704718,YES
0.03093103391961851,NO
0.7678049417797593,YES
0.05358221873826205,NO
0.052945307268956285,NO
0.0666797315173191,NO
0.052716672382538826,NO
0.48290954224029525,YES
0.05982068492479545,NO
0.47899008704456747,YES
0.4198389757157089,YES
0.3676775594858982,YES
0.29412245031273987,NO
0.14841670341155916,NO
0.1378178433197786,NO
0.2548789051655153,NO
0.40027436186370097,YES
0.4316953276827855,YES
0.25554847876145215,NO
0.11123087224209169,NO
0.2532457988339621,NO
0.11190044583802852,NO
0.12908072444596871,NO
0.12307089314585275,NO
0.12220534679012952,NO
0.38195090882367355,YES
0.13553149445560403,NO
0.4163114660395538,YES
0.1278722257606193,NO
0.4190060914866167,YES
0.12934202145901721,NO
0.10476377116914083,NO
0.10703378896999984,NO
0.11529730700765926,NO
0.10647853281727174,NO
0.26876030898371794,NO
0.1130436202701158,NO
0.2506818218934235,NO
0.12272794081622655,NO
0.11327225515653325,NO
0.11145950712850913,NO
0.1836918001731093,NO
0.16365358548495096,NO
0.11529730700765929,NO
0.11552594189407674,NO
0.11670177845279507,NO
0.12664739601195438,NO
0.3643133604428984,YES
0.10907517188444141,NO
0.36176571456567536,YES
0.20962552871817489,NO
0.21321836264759203,NO
0.21116064866983492,NO
0.1256022079597603,NO
0.16433949014420332,NO
0.12958698740875021,NO
0.1700553623046397,NO
0.13634804762138064,NO
0.17309294008132872,NO
0.3497460519654435,YES
0.3513301651070501,YES
0.355527248379142,YES
0.3611777962863162,YES
0.11777962863162021,NO
0.3455489686933516,YES
0.1147093887283001,NO
0.426436725295184,YES
0.37541848349746054,YES
0.17622850423791095,NO
0.14201492659187043,NO
0.12676171345516307,NO
0.1411983734260938,NO
0.39442784119674035,YES
0.4409223784560613,YES
0.14559142945797204,NO
0.09161726520013719,NO
0.14065944833668123,NO
0.09187856221318572,NO
0.10159554488592752,NO
0.09844364966602975,NO
0.09829667009618996,NO
0.38804239544036717,YES
0.12476932373066811,NO
0.4293599856286643,YES
0.12151944213087716,NO
0.42586513807914034,YES
0.12627178155569713,NO
0.08178596508418663,NO
0.08145934381787598,NO
0.09480182254666601,NO
0.08511750200055528,NO
0.1534303398494276,NO
0.08712622278836576,NO
0.14268450018780726,NO
0.1675403785540477,NO
0.15432854833178192,NO
0.2537520617967436,NO
0.12178073914392566,NO
0.10948344846732973,NO
0.2547482566589911,NO
0.16928780232880963,NO
0.16224911403981515,NO
0.2581451178286218,NO
0.2937141737298516,YES
0.2514003886793069,NO
0.31022487874185495,YES
0.15912988094654845,NO
0.15826433459082526,NO
0.15485114235787895,NO
0.1574967746149952,NO
0.10861790211160649,NO
0.15839498309734948,NO
0.1060539251710679,NO
0.18165041725866773,NO
0.10587428347459704,NO
0.28007773586138196,YES
0.2813515587999935,YES
0.2844054676399981,YES
0.3088040762334036,YES
0.2611500334786798,NO
0.2830009961948623,YES
0.2466970424444336,NO
