UPPERTRACED_MAX_MULTI_LSA_SUM.csv,Associated
0.8060775017743403,YES
0.7281022840007816,YES
0.8419469316526504,YES
0.755727613563027,NO
0.5490757083325526,NO
0.7744210328501918,YES
0.6145627061978747,NO
0.8373156207164241,YES
0.5313320050863648,NO
0.7560127471647881,NO
0.6220440517316003,NO
0.5948535285144118,NO
0.5626156925934795,NO
0.6226323973579626,YES
0.5801848075026604,NO
0.6824927902504697,YES
0.5341619336862137,NO
0.7099021783801659,YES
0.7134948523317737,NO
0.5988736152359554,NO
0.8379235347973474,NO
0.6331850471997255,NO
0.8623551982694205,YES
0.8067476105337358,NO
0.7357111592747625,YES
0.6613996465852232,NO
0.5961625402422911,NO
0.9826008618739558,YES
0.7581957945250408,YES
0.7272110847118777,YES
0.9091919689063198,YES
0.7620470267025283,NO
0.5861009878806573,NO
0.8017241383375251,YES
0.5510445023341677,NO
0.9166323574288845,YES
0.5259848093529405,NO
0.6916843621293501,NO
0.5490467281586411,NO
0.50451832786641,NO
0.6506013678434613,NO
0.6357573323400041,YES
0.668737609572854,NO
0.7760687155853953,YES
0.51836340083746,NO
0.7860592085228759,YES
0.6827079678059974,NO
0.5547187413766183,NO
0.8877496768588012,NO
0.665025167248752,NO
0.8958156806619092,YES
0.8811222420986377,NO
0.7716021851824436,YES
0.6101151784146537,NO
0.566428891239765,NO
0.8071156200770306,YES
0.7150941561889541,YES
0.6193759707544872,YES
0.8803495191926977,YES
0.6319319305225369,NO
0.4997356749741374,NO
0.9521747819279637,YES
0.5430237087340313,NO
0.8925699766284754,YES
0.5144802367143608,NO
0.8031652913595297,NO
0.5815349931450525,NO
0.574842053572657,NO
0.570636486193616,NO
0.5830145380603189,YES
0.5910412352038553,NO
0.7472262658717731,YES
0.42648885596316954,NO
0.7563255595203499,YES
0.6440623259144308,NO
0.5151819001961476,NO
0.848536908147023,NO
0.6147939346014327,NO
0.8608158540431318,YES
0.8090161178145826,NO
0.9079556763847637,YES
0.6185765027222173,NO
0.5628098399544669,NO
0.6397321899974152,YES
0.9156139961923656,YES
0.7802779514602551,YES
0.643558874373832,YES
0.5883731730879034,NO
0.4995736387397912,NO
0.6511273396103215,YES
0.8638151652995454,NO
0.6713427225638929,YES
0.7581849022045499,NO
0.7731075698883111,NO
0.6984891672477712,NO
0.6579666417922532,NO
0.5844309829613835,NO
0.683071912769092,YES
0.5999013787612445,NO
0.7212194502592094,YES
0.5778079805740605,NO
0.797320726809936,YES
0.6383100395951411,NO
0.6973128154959451,NO
0.7250652975752252,NO
0.6085555395791044,NO
0.7392886782834884,YES
0.691481350022682,NO
0.6603643103037835,YES
0.6226274085808721,NO
0.5729371046011038,NO
0.7622315831631358,YES
0.8928479052667259,YES
0.8591085794696771,YES
0.7287089155227553,YES
0.5916949158920003,NO
0.518855950626988,NO
0.7224232827226457,YES
0.8528777194811774,NO
0.8263303807160248,YES
0.7520275252993948,NO
0.6888487280282918,NO
0.5611634586393742,NO
0.5104326504200462,NO
0.5947202838423666,NO
0.737435069392239,YES
0.6099476252907083,NO
0.9628964937865535,YES
0.5279008203954335,NO
0.9545768922429146,YES
0.676469572783669,NO
0.6849980616856346,NO
0.8363841905710586,NO
0.635291518246226,NO
0.8169850526524872,YES
0.7815734963191643,NO
0.7525629276467662,YES
0.3969366324685212,NO
0.4111660959012141,NO
0.33590362233407045,NO
0.27720445454224907,NO
0.37629805221450274,NO
0.5997468964218879,NO
0.5257314190851807,NO
0.21257910995708892,NO
0.482866969279535,NO
0.2976796877112303,NO
0.47368217798804246,NO
0.40261140884658797,NO
0.6878793303657875,YES
0.7594339825932795,YES
0.7267746563069729,YES
0.3019208555317019,NO
0.5100301438132406,NO
0.19154836844308595,NO
0.010337821217714108,NO
0.2080293829728662,NO
0.31280717817311754,NO
0.29595060963563335,NO
0.382642748740355,NO
0.0944534408515075,NO
0.48626064855177276,NO
0.6124239354131228,NO
0.46249558566314497,NO
0.347313530805477,NO
0.7080350648976244,YES
0.74060584746351,YES
0.3185349544136584,NO
0.4455506431556888,NO
0.509510264201391,NO
0.35201126132024496,NO
0.7152036357981102,YES
0.64848953079665,YES
0.08289922563711613,NO
0.3547228927181594,NO
0.4420432216519037,NO
0.34846678706563083,NO
0.31369913190846255,NO
0.5285391952514085,NO
0.32802881412024987,NO
0.5103991058451672,YES
0.5500217087248082,NO
0.5447767782064491,YES
0.03773134711099024,NO
0.46560441425103694,YES
0.2916754822947406,NO
0.6089864699555709,NO
0.45375633271733096,NO
0.1756596037999996,NO
0.6259891936298202,NO
0.3624352969049939,NO
0.43416121790515294,NO
0.11519204184242957,NO
0.559028186599992,NO
0.5001018172624909,NO
0.6539103605027069,YES
0.8605216765146607,YES
0.798750082175721,YES
0.6234663813149042,YES
0.5525631652973951,NO
0.4659511201129565,NO
0.6480486511577438,YES
0.7939775482963369,NO
0.6926504873804171,YES
0.7239952567575035,NO
0.7317073120128593,NO
0.6170659594888102,NO
0.5997956336619705,NO
0.4633899159047786,NO
0.6714863220133394,YES
0.4824251088602559,NO
0.785304780943128,YES
0.5398104836198786,NO
0.8114178791980547,YES
0.5751159082001265,NO
0.5979846038417299,NO
0.6940353586979296,NO
0.5562988540024577,NO
0.72624476141862,YES
0.6608565017312518,NO
0.653234715992551,YES
0.8878142669047236,YES
0.527852271766961,YES
0.37694901689546023,NO
0.4376108676727254,NO
0.5169639309813158,NO
0.3882263596966187,NO
0.6317549751098217,YES
0.8862777046996855,YES
0.09448481639286882,NO
0.31405179789726534,NO
0.47744813885654647,NO
0.28964763399796334,NO
0.3201805812823102,NO
0.517925821901733,NO
0.30842242976436074,NO
0.353467012880881,YES
0.5637137705270613,NO
0.6603896314124564,YES
0.03457164054123951,NO
0.4390304718182615,YES
0.2519766048799237,NO
0.5650746504477532,NO
0.4814645287905297,NO
0.16853000948876715,NO
0.608003171617393,NO
0.4039975910147918,NO
0.4590337798772933,NO
0.10862957435140883,NO
0.5203798004094966,NO
0.43197575631628937,NO
0.4120980918814102,NO
0.5874277385304784,NO
0.5450735208528193,NO
0.6764267485175671,NO
0.5840491293258981,NO
0.14268430591365963,NO
0.282707037950759,NO
0.36580005258680304,YES
0.4827870262485403,NO
0.25376290771806354,YES
0.41257555274212,NO
0.704923737205897,NO
0.46130858678592157,NO
0.5549147371313858,NO
0.6933299984285826,NO
0.4969751743080131,NO
0.329374190166581,NO
0.06181682340307196,NO
0.5501245209135431,NO
0.4790314107268573,YES
0.6787081756937142,YES
0.4441497115595652,YES
0.5227298916423471,YES
0.611599353744951,NO
0.64823595191728,YES
0.2180130576006372,NO
0.9002910569493804,YES
0.5460003300137344,YES
0.3242872407329481,NO
0.4399603930707452,NO
0.49622329298500334,NO
0.3564672577647652,NO
0.5824959598685796,YES
0.9117984116092107,YES
0.08119784517648113,NO
0.3190749211619973,NO
0.4511172507752904,NO
0.2926453043333679,NO
0.3140232043771549,NO
0.5259466155018694,NO
0.32000802052011335,NO
0.36343224129317175,YES
0.5444314586398645,NO
0.7048685777404861,YES
0.037164220290778566,NO
0.4528035517376877,YES
0.270853826181255,NO
0.5534080415748274,NO
0.4569160392870817,NO
0.16917815442615194,NO
0.6043573563446036,NO
0.36405565924845573,NO
0.43278390991321036,NO
0.10506477719579263,NO
0.5352871339693461,NO
0.428248922926327,NO
0.4520400236477464,NO
0.555830672832971,NO
0.5518790426953595,NO
0.7022715278957845,NO
0.6433543910966041,NO
0.1612374547462985,NO
0.269095994265679,NO
0.3405224000287972,YES
0.5228909942492226,NO
0.3230333979010602,YES
0.4148440600229667,NO
0.6850742984984886,NO
0.4347346443531461,NO
0.5057367400073168,NO
0.6924387991396784,NO
0.432484753038229,NO
0.28740680547091746,NO
0.0791547004781144,NO
0.49219656713477977,NO
0.45837179084771784,YES
0.656509211588286,YES
0.41627947925202036,YES
0.5878684578495159,YES
0.6568884812447114,NO
0.6629002311256104,YES
0.20683255743075,NO
