DIRECT_NA_NA_LSA_MAX.csv,Associated
0.756662912912913,YES
0.5997560060060061,NO
0.5695382882882885,NO
0.4180743243243243,YES
0.32939189189189194,NO
0.7600412912912914,YES
0.22419294294294295,NO
0.6003190690690692,NO
0.6162725225225225,NO
0.5466403903903905,NO
0.5167980480480481,NO
0.7601351351351352,YES
0.4367492492492493,NO
0.4413475975975977,YES
0.142,NO
0.5813626126126127,YES
0.7585397897897899,NO
0.6930367867867869,NO
0.6326951951951953,NO
0.6564376876876877,NO
0.6717342342342343,YES
0.7449324324324326,NO
0.4632132132132133,YES
0.8028340840840842,NO
0.755442942942943,NO
0.53368993993994,NO
0.7606981981981983,NO
0.6255630630630631,NO
0.7107732732732734,NO
0.8645833333333334,NO
0.5197072072072073,NO
0.8077139639639641,NO
0.8177552552552554,YES
0.6579391891891893,NO
0.7608858858858859,YES
0.8240427927927929,NO
0.8575450450450451,NO
0.7135885885885888,NO
0.7343280780780781,NO
0.8470345345345347,NO
0.6249061561561562,NO
0.5585585585585586,NO
0.56493993993994,NO
0.7675487987987989,NO
0.7130255255255256,YES
0.8592342342342344,YES
0.6118618618618619,YES
0.6740803303303304,YES
0.7301989489489491,NO
0.7500000000000001,YES
0.7006381381381382,NO
0.7145270270270272,NO
0.7188438438438439,NO
0.30649399399399396,NO
0.41507132132132135,NO
0.7340465465465467,NO
0.40625,NO
0.6386073573573574,NO
0.7616366366366367,NO
0.2198,NO
0.451951951951952,YES
0.4969031531531532,NO
0.4111298798798799,YES
0.21096096096096095,NO
0.433933933933934,NO
0.34665915915915924,NO
0.5410097597597598,NO
0.6499624624624625,NO
0.6054804804804805,NO
0.34496996996997004,NO
0.3500375375375376,NO
0.4927740240240241,NO
0.7195007507507508,YES
0.6746433933933934,YES
0.4941,YES
0.7006381381381382,YES
0.34881756756756765,NO
0.5145457957957958,YES
0.1726,NO
0.8682432432432433,NO
0.7027965465465467,NO
0.5229917417417418,NO
0.7525337837837839,NO
0.6832770270270272,NO
0.8022710210210211,NO
0.8477852852852853,NO
0.6259384384384385,NO
0.6089527027027029,NO
0.897897897897898,YES
0.6822447447447448,NO
0.7995495495495496,YES
0.6018205705705706,NO
0.7877252252252254,NO
0.5225225225225225,NO
0.5903716216216217,NO
0.9469782282282284,NO
0.6083896396396398,NO
0.4350600600600601,NO
0.4920232732732733,NO
0.7296358858858859,NO
0.8068693693693695,YES
1.0,YES
0.6131756756756758,YES
0.7642642642642643,YES
0.7296358858858859,NO
0.7690503003003004,YES
0.5782657657657658,NO
0.7575075075075076,NO
0.5546171171171173,NO
0.4757882882882883,NO
0.7898836336336337,NO
0.8661786786786788,NO
0.7735548048048049,NO
0.6332582582582584,NO
0.5322822822822824,NO
0.4523273273273274,NO
0.6396396396396397,YES
0.6879692192192193,NO
0.6213400900900902,YES
0.5495495495495496,NO
0.7380818318318318,NO
0.5655030030030029,NO
0.4346846846846848,NO
0.9573010510510512,NO
0.5268393393393394,NO
0.5734797297297298,NO
0.3321133633633634,NO
0.7327327327327329,NO
0.6059496996996998,YES
0.7687687687687689,YES
0.4864864864864866,YES
0.7088963963963966,YES
0.7224099099099099,NO
0.7093656156156157,YES
0.3843843843843845,NO
0.6804617117117119,NO
0.6806493993993995,NO
0.8194444444444445,YES
0.7323573573573574,YES
0.6475225225225226,YES
0.694162912912913,YES
0.634009009009009,NO
0.7975788288288289,NO
0.7487800300300301,YES
0.7149024024024025,NO
0.7509384384384385,YES
0.7953265765765767,NO
0.7768393393393394,NO
0.5811749249249251,NO
0.6615990990990992,NO
0.7096471471471472,NO
0.5248686186186187,YES
0.7669857357357358,NO
0.6186186186186187,YES
0.8914226726726728,NO
0.6631006006006006,YES
0.7227852852852853,NO
0.5381944444444444,NO
0.7991741741741742,NO
0.781906906906907,NO
0.889545795795796,YES
0.6681681681681683,NO
0.7524399399399401,YES
0.7100225225225226,NO
0.6429241741741742,NO
0.6470533033033034,YES
0.4479166666666667,NO
0.6264076576576578,NO
0.6218093093093093,YES
0.6987612612612614,NO
0.8382132132132133,NO
0.6198385885885886,YES
0.2581644144144145,NO
0.6669481981981983,YES
0.3712462462462463,NO
0.539695945945946,NO
0.5079767267267268,NO
0.541478978978979,NO
0.5399774774774775,NO
0.6048235735735736,NO
0.5816441441441442,NO
0.3673,NO
0.5572447447447448,NO
0.4257695195195196,NO
0.4218280780780781,NO
0.3641141141141142,NO
0.3767,NO
0.5131381381381381,NO
0.6360735735735736,YES
0.5716966966966968,NO
0.5225225225225225,YES
0.8898273273273275,NO
0.7155593093093094,NO
0.7021396396396397,YES
0.6207770270270271,YES
0.7064564564564565,YES
0.9375,YES
0.7378941441441442,NO
0.7615427927927929,NO
0.6373873873873874,YES
0.5733858858858859,NO
0.8950825825825827,YES
0.5304054054054055,NO
0.5999436936936937,NO
0.6698573573573574,NO
0.5231794294294295,NO
0.524117867867868,NO
0.8354917417417418,YES
0.6585960960960962,NO
0.7353603603603605,YES
0.5161411411411412,NO
0.7048611111111112,YES
0.7104917417417418,NO
0.7591966966966968,NO
0.6874061561561563,NO
0.6824324324324326,NO
0.8916103603603605,YES
0.8589527027027027,NO
0.6707957957957958,YES
0.6990427927927929,NO
0.649680930930931,NO
0.4245495495495496,YES
0.2898836336336337,NO
0.44172297297297297,NO
0.48198198198198205,YES
0.4863926426426427,NO
0.7861298798798799,NO
0.4738,YES
0.2045795795795796,NO
0.5177364864864866,YES
0.3096846846846847,NO
0.4221096096096097,NO
0.3623310810810811,NO
0.24277402402402404,NO
0.4967154654654655,NO
0.39649024024024027,NO
0.6578453453453454,NO
0.3557,NO
0.4857357357357358,NO
0.3258258258258259,NO
0.3368055555555556,NO
0.21659159159159164,NO
0.3901,NO
0.5121058558558559,NO
0.43337087087087095,YES
0.4930555555555557,NO
0.3465653153153153,YES
0.4314001501501502,NO
0.477852852852853,NO
0.6123310810810811,YES
0.4683746246246247,YES
0.5521771771771773,YES
0.5381006006006006,YES
0.5920608108108109,NO
0.3511636636636637,NO
0.4348723723723724,YES
0.22860360360360366,NO
0.6058558558558559,YES
0.1703265765765766,NO
0.5370683183183184,NO
0.5805180180180181,NO
0.4665915915915917,NO
0.2174361861861862,NO
0.5080705705705706,YES
0.147240990990991,NO
0.4674361861861863,YES
0.2266328828828829,NO
0.3096846846846847,YES
0.5303115615615617,NO
0.5250563063063064,NO
0.5581831831831833,NO
0.5631569069069069,NO
0.36843093093093104,YES
0.6876876876876877,NO
0.4522334834834836,YES
0.5546171171171173,YES
0.4602102102102103,YES
0.6271584084084085,NO
0.8391516516516517,NO
0.6175863363363364,NO
0.4949324324324325,NO
0.432713963963964,YES
0.5797672672672673,YES
0.7582582582582583,NO
0.8198198198198199,NO
0.5016891891891893,NO
0.6951013513513514,NO
0.8079016516516517,NO
0.5335022522522523,NO
0.5736674174174174,NO
0.5773273273273274,YES
0.5056306306306306,NO
0.6817755255255256,YES
0.6389827327327329,NO
0.6614114114114115,YES
0.6751126126126127,NO
0.6709834834834836,NO
0.662912912912913,NO
0.881662912912913,NO
0.4730668168168169,NO
0.6402965465465467,NO
0.5516141141141142,NO
0.8704954954954955,NO
0.7892267267267269,NO
0.6799924924924926,NO
0.5189564564564566,YES
0.44322447447447455,YES
0.5222409909909911,YES
0.6342905405405406,YES
0.6134572072072073,NO
0.84496996996997,NO
0.5456,YES
0.272240990990991,NO
0.6867492492492493,YES
0.5051614114114115,NO
0.6200262762762763,NO
0.6469594594594595,NO
0.5806118618618619,NO
0.5710397897897899,NO
0.544481981981982,YES
0.6920983483483485,NO
0.3538851351351352,YES
0.4802927927927929,NO
0.4259572072072073,YES
0.371433933933934,NO
0.3689939939939939,NO
0.3563250750750752,NO
0.6956644144144145,NO
0.6338213213213213,YES
0.5493618618618619,NO
0.6568130630630632,YES
0.7489677177177179,NO
0.6319444444444444,NO
0.7749624624624625,YES
0.7111486486486487,YES
0.6573761261261262,YES
0.7665165165165166,YES
0.5929992492492493,NO
0.8315503003003004,NO
0.8044294294294295,YES
0.8232920420420422,NO
0.8448761261261262,YES
0.7858483483483485,NO
0.8632695195195197,NO
0.6630067567567568,NO
0.7089902402402404,NO
0.5765765765765767,NO
0.6467717717717718,YES
0.7139639639639641,NO
0.6532469969969972,YES
0.6723911411411412,NO
0.688156906906907,YES
0.8109046546546547,NO
0.7341403903903905,NO
0.7864114114114116,NO
0.7858483483483485,NO
0.8416854354354355,YES
0.7466216216216217,NO
0.7474662162162162,YES
0.593186936936937,NO
0.6994181681681683,NO
0.5778903903903905,YES
0.485641891891892,YES
0.5790165165165166,YES
0.5155780780780781,YES
0.4061561561561562,NO
0.8452515015015016,NO
0.5426989489489491,YES
0.4583333333333334,NO
0.6568130630630632,YES
0.4885510510510511,NO
0.5278716216216217,NO
0.4215465465465466,NO
0.6724849849849851,NO
0.6052927927927929,NO
0.3262012012012012,YES
0.7597597597597598,NO
0.4406906906906907,YES
0.6691066066066067,NO
0.4195758258258259,YES
0.7322635135135136,NO
0.4209834834834836,NO
0.5785472972972974,NO
0.7125563063063064,NO
0.5290915915915917,YES
0.5480480480480481,NO
0.4577702702702703,YES
0.7211899399399401,NO
0.6175863363363364,NO
0.4085022522522523,YES
0.33511636636636644,YES
0.4214527027027028,YES
0.5253378378378379,YES
0.5278716216216217,NO
0.7868806306306307,NO
0.5229,YES
0.18590465465465467,NO
0.5660660660660661,YES
0.4093468468468469,NO
0.5527402402402404,NO
0.4508258258258259,NO
0.4666854354354355,NO
0.47118993993993996,NO
0.451951951951952,YES
0.6740803303303304,NO
0.3066,YES
0.4124436936936937,NO
0.341403903903904,YES
0.2566629129129129,NO
0.25431681681681684,NO
0.3135,NO
0.6332582582582584,NO
0.5128566066066067,YES
0.4770082582582583,NO
0.5489864864864866,YES
0.5313438438438439,NO
0.749530780780781,NO
0.6395457957957958,YES
0.6122372372372373,YES
0.7683933933933934,YES
0.7201576576576578,YES
0.6318506006006006,NO
0.4965277777777778,NO
0.5146396396396398,YES
0.2978603603603604,NO
0.8149399399399401,YES
0.151463963963964,NO
0.5389451951951953,NO
0.5843656156156156,NO
0.5126689189189191,NO
0.5680367867867868,NO
0.65990990990991,YES
0.48864489489489504,NO
0.4853603603603605,YES
0.1508,NO
0.5684121621621623,YES
0.7157469969969971,NO
0.7134009009009009,NO
0.5598723723723724,NO
0.7088025525525526,NO
0.6453641141141142,YES
0.7233483483483485,NO
0.527683933933934,YES
0.5594031531531531,NO
0.6566253753753755,NO
0.5419481981981982,YES
0.3285,YES
0.5100412912912914,YES
0.5143581081081081,YES
0.4878941441441442,NO
0.6194632132132133,NO
0.3110923423423424,YES
0.1836,NO
0.7333896396396397,YES
0.1342,NO
0.2736486486486487,NO
0.35153903903903905,NO
0.39780405405405417,NO
0.6413288288288289,NO
0.475412912912913,YES
0.7148085585585586,NO
0.5728,YES
0.2575075075075076,NO
0.4594,YES
0.5199887387387387,NO
0.4261448948948949,NO
0.5395082582582583,NO
0.5985360360360361,NO
0.4295232732732733,YES
0.6255630630630631,NO
0.2560998498498499,YES
0.5909346846846848,NO
0.5599662162162162,NO
0.608201951951952,NO
0.6234984984984986,NO
0.5954391891891893,NO
0.5957207207207208,NO
0.5385698198198199,NO
0.432713963963964,NO
0.6239677177177179,NO
0.4118806306306307,NO
0.6109234234234235,NO
0.4860172672672674,NO
0.7935435435435436,YES
0.6174924924924925,YES
0.5381006006006006,YES
0.4147897897897898,NO
0.7245683183183184,NO
0.4897710210210211,NO
0.4022147147147148,NO
0.42999249249249255,NO
0.5678490990990992,NO
0.4984984984984985,NO
0.5329391891891893,NO
0.4642454954954955,NO
0.6308183183183185,NO
0.6891891891891893,NO
0.591403903903904,NO
0.8657094594594595,NO
0.3262012012012012,YES
0.6123310810810811,YES
0.5185810810810811,NO
0.8150337837837839,NO
0.8084647147147148,NO
0.4909909909909911,NO
0.367210960960961,YES
0.4599286786786788,YES
0.6103603603603605,NO
0.5980668168168168,NO
0.6388888888888891,NO
0.6937875375375376,NO
0.5992867867867868,NO
0.3781906906906907,NO
0.4903340840840841,NO
0.4896771771771773,YES
0.6230292792792793,NO
0.4060623123123124,YES
0.8672109609609611,NO
0.5873686186186187,YES
0.8023648648648649,NO
0.5806118618618619,NO
0.4226726726726727,NO
0.5943130630630631,NO
0.6584084084084084,NO
0.5777027027027029,NO
0.4785097597597598,NO
0.6313813813813816,NO
0.5946884384384385,NO
0.5800487987987989,NO
0.8043355855855856,YES
0.4438813813813815,YES
0.5782657657657658,YES
0.8073385885885888,YES
0.6684496996996998,NO
0.4851726726726727,NO
0.638231981981982,YES
0.2615427927927928,NO
0.7558183183183184,YES
0.316722972972973,NO
0.5183933933933934,NO
0.524680930930931,NO
0.3826951951951952,NO
0.6855292792792794,NO
0.6844031531531533,YES
0.6357920420420421,NO
0.7382695195195197,YES
0.19031531531531531,NO
0.6257507507507508,YES
0.5257132132132133,NO
0.5532094594594595,NO
0.7367680180180181,NO
0.6289414414414415,NO
0.7855668168168171,YES
0.8132507507507508,NO
0.6183370870870872,YES
0.4840465465465466,YES
0.4675300300300301,YES
0.7328265765765767,NO
0.936373873873874,NO
0.5888701201201202,NO
0.4554241741741742,NO
0.464620870870871,YES
0.5365052552552554,YES
0.582957957957958,NO
0.7478415915915917,NO
0.4847972972972973,NO
0.6546546546546548,NO
0.7456831831831833,NO
0.4146021021021021,NO
0.4777590090090091,NO
0.6609421921921923,YES
0.4864864864864866,NO
0.6814001501501503,YES
0.6709834834834836,NO
0.7164039039039041,YES
0.6266891891891893,NO
0.6122372372372373,NO
0.560153903903904,NO
0.911036036036036,NO
0.4731606606606607,NO
0.6997935435435436,NO
0.5037537537537539,NO
0.8102477477477479,NO
0.5844594594594595,NO
0.7043918918918921,NO
0.4675300300300301,NO
0.7225975975975977,NO
0.7725225225225226,NO
0.7225975975975977,NO
0.7051426426426428,NO
0.5032845345345347,NO
0.5185810810810811,NO
0.4128190690690691,YES
0.7089902402402404,NO
0.27674549549549554,YES
0.6128941441441442,NO
0.6280030030030029,NO
0.506662912912913,NO
0.6348536036036037,NO
0.6986674174174176,NO
0.5060998498498499,NO
0.4286786786786788,NO
0.3124061561561562,NO
0.4776651651651652,NO
0.7370495495495496,YES
0.740427927927928,YES
0.41591591591591603,YES
0.7045795795795796,YES
0.5983483483483484,NO
0.6506193693693694,YES
0.5624061561561562,NO
0.460397897897898,YES
0.3875750750750752,YES
0.6223723723723724,NO
0.9534534534534536,NO
0.603978978978979,NO
0.3850412912912913,NO
0.3764076576576577,YES
0.5265578078078079,YES
0.5428866366366367,NO
0.5670983483483484,NO
0.4347785285285286,NO
0.5029091591591592,NO
0.6542792792792793,NO
0.4437875375375376,NO
0.4726914414414415,NO
0.5617492492492493,YES
0.5494557057057058,NO
0.6470533033033034,YES
0.7562875375375376,NO
0.5618430930930931,YES
0.6920045045045046,NO
0.4970908408408409,NO
0.4565503003003004,NO
0.7269144144144145,NO
0.4120683183183184,NO
0.5653153153153154,NO
0.4644331831831832,NO
0.7122747747747749,NO
0.6783033033033034,NO
0.8399024024024025,NO
0.6893768768768771,NO
0.8213213213213214,NO
0.6718280780780781,NO
0.7648273273273275,NO
0.9417229729729732,NO
0.398460960960961,NO
0.6277214714714716,NO
0.740427927927928,YES
0.6835585585585586,NO
0.711524024024024,YES
0.7962650150150151,NO
0.8655217717717718,NO
0.65990990990991,NO
0.8468468468468469,NO
0.8307057057057058,NO
0.6269707207207208,NO
0.5432620120120121,NO
0.6445195195195197,NO
0.6720157657657659,NO
0.6620683183183184,YES
0.7869744744744746,YES
0.6448948948948949,YES
0.6533408408408411,YES
0.8069632132132133,NO
0.7090840840840842,YES
0.6818693693693695,NO
