NONETRACED_RFUNDER_MULTI_LSA_SUM.csv,Associated
0.12774572958419805,NO
0.1446375485936428,YES
0.08780941368345205,NO
0.1360945596693259,NO
0.16379239673985735,NO
0.1206459880311862,NO
0.040346206783478375,NO
0.16789993484892285,YES
0.07163598237900667,NO
0.265024658172577,YES
0.22629644171567379,NO
0.19420198559772878,YES
0.03700236010855636,NO
0.03658168262364681,NO
0.08754190594945829,NO
0.0567030103249356,NO
0.10599993959502779,YES
0.17442798648654478,NO
0.12426812904227919,YES
0.1808568013841368,NO
0.05104651614322881,NO
0.13417454448179006,NO
0.33656787577285996,NO
0.2098145135889614,NO
0.2560760930063986,NO
0.2872989916684284,NO
0.1163766508894632,NO
0.1319589763945998,NO
0.3793389107257657,YES
0.11834412712657863,NO
0.3041692374735188,YES
0.2104832829239458,NO
0.1411017003999672,NO
0.13662094585557172,NO
0.027419542734360508,NO
0.08954821395441148,NO
0.12496710086335963,NO
0.08524004504485069,NO
0.16947693608722478,NO
0.22879030413903503,NO
0.5863100759808256,YES
0.6103965586424414,YES
0.23189253092518847,YES
0.22799425289835998,YES
0.377479300510422,NO
0.10854126306796852,YES
0.1107115274260147,NO
0.11111278902700533,NO
0.053855347350163306,NO
0.06279744055503539,YES
0.27835258382268546,YES
0.20371792603842617,YES
0.08031919713162675,YES
0.07206528914565793,NO
0.03169966647826068,NO
0.4747787667893463,YES
0.2729182936458283,NO
0.11612855903938835,YES
0.0888794446194271,NO
0.30371188554120687,NO
0.17403319684686042,NO
0.24721813529850842,NO
0.08847818301843646,NO
0.2385241339437112,YES
0.11796228140950685,NO
0.16672419521161153,YES
0.6795343639572159,NO
0.1621765637337176,YES
0.12833683538350685,NO
0.1819829226514331,NO
0.14030780647972765,NO
0.07110959619276089,NO
0.09979980066359176,YES
0.08751386078379766,NO
0.07998481246413452,YES
0.08593685954549571,NO
0.051915916278708535,NO
0.15053997730498903,NO
0.23702479624108486,NO
0.10555121694445763,NO
0.12485923484158795,NO
0.10185356971812451,NO
0.10481557067597477,NO
0.12499298870858483,NO
0.23219024114527828,YES
0.12806932764951307,NO
0.2736064788647316,YES
0.23527520936794824,NO
0.12746743524802712,NO
0.14884000880186737,NO
0.0377380063770392,NO
0.09388658535006839,NO
0.028757081404329303,NO
0.13045963869197344,NO
0.1961133715035229,NO
0.08980709240666351,NO
0.23562038063761762,YES
0.27131540456230124,YES
0.18315866228874436,YES
0.32859873408436846,YES
0.29237085201213275,NO
0.12369428180645381,YES
0.12346560584029787,NO
0.10870521942106148,NO
0.14557382566262095,NO
0.1518969318588767,NO
0.31701176602565484,NO
0.14127428603480188,NO
0.1519163477427956,NO
0.08085421259961426,NO
0.2717080368815502,NO
0.753137822573338,NO
0.2529199332093593,YES
0.18042533729705007,NO
0.11819095737566285,YES
0.09110579930879453,NO
0.04046054476655635,NO
0.0345753746186936,NO
0.17088135169069202,NO
0.08005168939763299,NO
0.10198732358512139,NO
0.3604235251478842,NO
0.24064693725217773,NO
0.17983207417730582,NO
0.3910617899719116,YES
0.34117159758207516,YES
0.321744927060996,YES
0.2076269906674318,YES
0.17431149118303135,NO
0.21321445059520466,YES
0.6568522968990675,NO
0.21698113207547165,NO
0.0535209626826711,NO
0.12191664976765659,NO
0.33130401391040215,NO
0.12820308151650997,NO
0.11322264841285934,NO
0.10392675465657614,NO
0.07182582657732484,NO
0.2054869287954817,NO
0.39245757629363703,YES
0.11355703308035153,NO
0.2600498772484672,YES
0.2066324659466969,NO
0.12780181991551934,NO
0.13631460635374013,NO
0.024610711527426006,NO
0.08593685954549571,NO
0.03653422157406728,NO
0.07202645737782015,NO
0.17310770638005946,NO
0.19279972731469697,NO
0.2721416582890722,YES
0.6564380913754643,YES
0.27557395510184707,YES
0.18098839793069824,YES
0.235915933537272,NO
0.1360470986197464,YES
0.10177806350288432,NO
0.03992552929856883,NO
0.03905612916308911,NO
0.07431968900068603,NO
0.25981904396187583,NO
0.09752598492464479,NO
0.048485776786369186,NO
0.05333974776609468,NO
0.026884527266372978,NO
0.11869792767798973,NO
0.32851028394651566,YES
0.031900297278756,NO
0.1590527637432098,YES
0.14373794597206702,NO
0.1282699584500084,NO
0.13885592982668088,NO
0.04808451518537854,NO
0.37333508795395415,NO
0.04641259184791753,NO
0.07808421316051758,NO
0.3640089917115748,NO
0.10361178587300285,NO
0.21681501840194328,YES
0.44950575788824204,YES
0.21208617200747293,YES
0.07537030405274217,YES
0.0832617822055581,NO
0.14224939487161786,YES
0.0683007649858264,NO
0.06279744055503539,NO
0.032254097830167104,NO
0.45069659876860135,YES
0.16251310572164526,YES
0.10572380257929229,YES
0.21406443484676552,YES
0.15169630105838142,NO
0.06252993282104163,NO
0.29601888086845085,YES
0.13195034711285808,NO
0.26519724380741166,YES
0.2131411017004,NO
0.16618055046188232,NO
0.13450029986754053,NO
0.12224240515340704,NO
0.051628992660795875,NO
0.05771479360915393,YES
0.06060991763350577,NO
0.32232308893769224,YES
0.7161635076304425,NO
0.11201023432814569,YES
0.09787978547605589,NO
0.15267356721563283,NO
0.22596852900948788,NO
0.07155831884333105,NO
0.2617671043150723,YES
0.19192816985878178,NO
0.20598311249563145,YES
0.11161760200889678,NO
0.10555121694445763,NO
0.2640883811035988,YES
0.29729169992535665,NO
0.09396209156530855,NO
0.2802337672423835,YES
0.15663656485552427,NO
0.0862431990473273,NO
0.3556515323447052,YES
0.1621873503358948,NO
0.29508044647903725,YES
0.09349395303081945,NO
0.20959230958411176,NO
0.20551281664070686,NO
0.2546889359664148,NO
0.1056655549275356,NO
0.1485530851839547,NO
0.14951956473902894,NO
0.8302080951292018,NO
0.7247539576043386,NO
0.1676604722805897,NO
0.12445797324059732,NO
0.12140105018358796,NO
0.24323140713382715,NO
0.13029568233888053,NO
0.298970095224124,YES
0.21594561826646355,NO
0.37766914470874013,YES
0.04467379157695808,NO
0.05879561114730616,NO
0.18918621558534574,YES
0.21051995737134818,YES
0.1513619163908892,YES
0.4089697069064455,YES
0.07376525764877959,NO
0.023005665123463442,NO
0.1892811376845048,YES
0.1469954998295717,NO
0.3059468695123161,YES
0.15082905824333714,NO
0.17104315072334955,NO
0.13992596076265593,NO
0.14984316280434398,NO
0.032588482497659305,NO
0.111350094274903,YES
0.03165220542868114,NO
0.2258067299768304,YES
0.2673222044363137,NO
0.27025400290806795,YES
0.16239661041813183,NO
0.13248320526041016,NO
0.19837640064029266,NO
0.10090866336740462,NO
0.2508963666409226,YES
0.1978241266088217,NO
0.2531615530981278,YES
0.11150326402581881,NO
0.1121720333608032,NO
0.3371481949699916,YES
0.7455526839223536,NO
0.16630567504713742,NO
0.29356169289249207,YES
0.13608593038758418,NO
0.09362770689781635,NO
0.30816890956081266,YES
0.09764032290772276,NO
0.3210092807925132,YES
0.09946541599609957,NO
0.1521644395928705,NO
0.13757663880846877,NO
0.07670784272271097,NO
0.12079915778210201,NO
0.13214882059291794,NO
0.16664005971462964,NO
0.8224503708433829,NO
0.6772519189365273,NO
0.16939927255154916,NO
0.16121224149907884,NO
0.14163671586795473,NO
0.25219291622261814,NO
0.13576017500183374,NO
0.26015127130893256,YES
0.2417795304807804,NO
0.25106679495532186,YES
0.2382695701323301,NO
0.0036113544089157734,NO
0.027687050468354263,YES
0.4140911856201649,YES
0.11811545116042266,YES
0.02648326566538234,YES
0.01732112577609602,NO
0.0625795511910566,NO
0.07182582657732484,YES
0.2085740543385871,NO
0.020330587783525835,YES
0.19800749884583357,NO
0.1056655549275356,NO
0.5170946071303755,NO
0.11068132493991861,NO
0.03357222061621701,NO
0.29594553197364615,YES
0.2157406728250974,NO
0.7086646617968752,YES
0.663865745634662,NO
0.07236084204531235,YES
0.022910743024304375,NO
0.09298914004892803,NO
0.059559302581449626,NO
0.20887176455867693,NO
0.06860710448765794,YES
0.04894528603911653,NO
0.06626641181521256,YES
0.19354184554448609,YES
0.04511388494578653,YES
0.2451233771557024,NO
0.310563535244144,NO
0.31539809033995053,NO
0.1459556713796927,NO
0.2700620013893143,YES
0.28142892276361375,YES
0.09598781545418067,NO
0.5813288230954096,NO
0.13590471547100777,NO
0.6401632660105537,NO
0.2956197765878956,NO
0.09830909224270717,NO
0.6704865620510077,NO
0.0908965392265575,YES
0.07641228982305656,NO
0.1638679029550975,YES
0.6558901319848642,NO
0.8381297757681139,YES
0.16753103305446376,NO
0.10266687952228296,NO
0.06408751817542466,NO
0.24808969275442358,NO
0.09266338466317756,NO
0.15847028722564277,NO
0.12398120542436647,NO
0.13342163964982376,NO
0.18764157415357532,NO
0.03624729795615461,NO
0.31513705456726304,YES
0.09005518425673839,YES
0.05572790148811963,YES
0.21382497227843236,YES
0.0493551769218489,NO
0.06894148915515017,NO
0.41011955869853167,YES
0.06482316444390751,NO
0.24349891486782096,YES
0.04246685277150956,NO
0.19474563034745804,NO
0.14852504001829406,NO
0.12666491204604582,NO
0.04748262278389258,NO
0.0774629048751127,YES
0.043001868239497074,NO
0.8392666836375874,YES
0.07857176757892556,NO
0.1337732828807994,YES
0.08179048966859243,NO
0.054304070000733486,NO
0.225834775142491,NO
0.14552636461304144,NO
0.18966298340157653,YES
0.17737704352178243,NO
0.2341361441780393,YES
0.16716644590087543,NO
0.023005665123463442,NO
0.34205825628103836,YES
0.24723755118242732,YES
0.1578878107080757,YES
0.2102244044716938,YES
0.15947344122811938,NO
0.08000422834805346,NO
0.19427749181296894,YES
0.31159473441228114,NO
0.20829360268198077,YES
0.15036091970884802,NO
0.2190909914613257,NO
0.10921003240295293,NO
0.12951257502081814,NO
0.05470533160172412,NO
0.1253187440943353,YES
0.08265126052233043,NO
0.2939284373665158,YES
0.32786524513632104,NO
0.12893009850325107,YES
0.14480797690804206,NO
0.21184023747783348,NO
0.22456411340602064,NO
0.09050390690730858,NO
0.24847801043280157,YES
0.19101130867372254,NO
0.15579520988570514,YES
0.1457744564631163,NO
0.0648037485599886,NO
0.6451035298076965,YES
0.2508596921935203,YES
0.1463655622624251,YES
0.30887866798407027,YES
0.14311663768666213,NO
0.12135358913400843,NO
0.21681501840194328,YES
0.22680341201800064,NO
0.26297951839978595,YES
0.21066665516095773,NO
0.3493629432754164,NO
0.24311275450987838,NO
0.33539645077641966,NO
0.45093174669606373,NO
0.11457960296674705,YES
0.2204673618991323,NO
0.8026353826439256,YES
0.325610845281293,NO
0.15943460946028157,YES
0.10860814000146696,NO
0.07831288912667353,NO
0.23333362097605803,NO
0.10599993959502779,NO
0.26531158179048964,YES
0.23083112927095514,NO
0.16384848707117863,YES
0.07108155102710026,NO
0.04025991396606103,NO
0.1982232308893769,YES
0.2260677657495178,YES
0.1328585790161756,YES
0.26349727530429,YES
0.08964529337400601,NO
0.03927617584750333,NO
0.3733652904400501,YES
0.058383562944138344,NO
0.25390367132791697,YES
0.050157700123830196,NO
0.20408035587157902,NO
0.0757715656537328,NO
0.13456717680103897,NO
0.24469838502992206,NO
0.14654893449943696,YES
0.09161276961112139,NO
0.8219736030271519,YES
0.6273034788949341,NO
0.1456773770435218,YES
0.07670784272271097,NO
0.06725014993377026,NO
0.20096518516281295,NO
0.06453624082599485,NO
0.19327433781049233,YES
0.1605240562801755,NO
0.29797557050338913,YES
0.16536076869641755,NO
0.18126884958730458,NO
0.06005548628159934,YES
0.262148950032144,YES
0.211743158058239,YES
0.09443023009979765,YES
0.1404631335510789,NO
0.028355819803338664,NO
0.15989411871302892,YES
0.19862664981080302,NO
0.07739602794161429,YES
0.08613749034599105,NO
0.2224154222523288,NO
0.1739469040294431,NO
0.2571159214562776,NO
0.1048630317255543,NO
0.2183553451928429,YES
0.24174501335381351,NO
0.17488318109842127,YES
0.6854195341050787,NO
0.36288934240558485,YES
0.0827461826214895,NO
0.17468470761836138,NO
0.12061794286552557,NO
0.05938671694661494,NO
0.10374553973999973,YES
0.07062204177435291,NO
0.07202645737782015,YES
0.2118510240800107,NO
0.07097584232576401,NO
0.24746622714858327,YES
0.210996725187579,YES
0.244454607820718,YES
0.16471788720665834,YES
0.13241848564734715,NO
0.10899214303897414,NO
0.19717261583732076,YES
0.25431787685152024,NO
0.1945449995469627,YES
0.11341464993161293,NO
0.08814379835094427,NO
0.103736910458258,NO
0.0490402081382756,NO
0.14571620881135958,NO
0.1877235523301218,YES
0.19610474222178118,NO
0.9999999999999999,YES
0.676583149601543,NO
0.2985386311370372,YES
0.11424521829925485,NO
0.08901319848642397,NO
0.19093364513804692,NO
0.08145610500110023,NO
0.17866712114217173,YES
0.15577579400178626,NO
0.2883582360022263,YES
0.0508264694588146,NO
0.017655510443588224,NO
0.08366304380654876,NO
0.1538557788142504,NO
0.03651480569014837,NO
0.06609382618037787,NO
0.584251992285422,NO
0.020397464717024274,NO
0.17543761245032766,NO
0.08843072196885693,NO
0.043804391441478366,NO
0.07244713486272969,NO
0.30622084920761616,YES
0.2273341128451173,YES
0.2870271692935638,YES
0.07489353623651135,NO
0.038855498362593784,NO
0.18483274294664084,NO
0.16704347863605573,NO
0.3646971769304781,NO
0.0751610439705051,NO
0.03305662103214839,NO
0.04112931410154075,NO
0.25327804840164125,NO
0.027486419667858947,NO
0.1039936315900746,NO
0.059846226199362286,NO
0.14286854583658729,NO
0.07416651924977025,YES
0.32480616475887625,YES
0.4773761805936083,NO
0.3499454197929835,NO
0.13203663993027542,NO
0.04375693039189883,NO
0.2436909163865745,YES
0.23663432124227135,YES
0.3041347203465519,NO
0.7616613956137359,NO
0.14560402814871704,NO
0.757810578636487,NO
0.13474839171761535,NO
0.12424871315836025,NO
0.3114998123131221,NO
0.8441486997829736,YES
0.04201813012093938,NO
0.7059507526890999,YES
0.6393995745764102,NO
0.888287475891944,YES
0.10389008020917379,NO
0.2524561093157411,NO
0.0947667720877253,NO
0.7290534972321577,NO
0.15178475119623416,NO
0.09618844625467599,NO
0.06778516540175777,NO
0.6767169034685399,NO
0.01912680298055391,NO
0.02164008128783401,NO
0.0717589496438264,YES
0.20588603307603692,YES
0.18384469018721225,YES
0.16413756800952672,YES
0.024610711527426006,NO
0.0006018924014859605,NO
0.12499298870858483,YES
0.0762591200721408,NO
0.17049087669187854,YES
0.057915424409649245,NO
0.12352169617161915,NO
0.10673558586351065,NO
0.11201886360988741,NO
0.015735495256052362,NO
0.13328572846239142,YES
0.03690743800939728,NO
0.45430148121621095,YES
0.06079113255008219,NO
0.21272689617679671,YES
0.01979557231553831,NO
0.04954717844060249,NO
0.08421747515845518,NO
0.01625109484012098,NO
0.10376495562391863,YES
0.0992755717977814,NO
0.12007429811579634,YES
0.26571284339148027,YES
0.03053471344312656,YES
0.3745820191656347,NO
0.3541780824873041,NO
0.6559462223161856,NO
0.07365091966570161,NO
0.1640210727060133,YES
0.4437047232373613,YES
0.30291151965966107,NO
0.6310097554030091,NO
0.06696322631585758,NO
0.6445383118536129,NO
0.6686420530787119,NO
0.13706103922440016,NO
0.7052064771388754,NO
0.2292109816239445,YES
0.05332033188217578,NO
0.21890761922431382,YES
0.6691511807014743,NO
0.8663518417044557,YES
0.21134621109811924,NO
0.5937398875604588,NO
0.16078509205286298,NO
0.25934443346608044,NO
0.1908710828454194,NO
0.18442932402521472,NO
0.08831638398577893,NO
0.628153463146495,NO
0.10645944884777514,NO
0.13245731741518493,NO
0.12230065280516375,NO
0.2118014057099957,NO
0.09738360177590619,NO
0.07329711911429052,NO
0.055393516820627424,NO
0.11414166691835403,NO
0.13056319007287429,NO
0.17616462943706881,YES
0.058603609628552565,NO
0.1765184299884799,YES
0.15247940837644378,NO
0.1779789359232684,NO
0.1911256466568005,NO
0.08586998261199727,NO
0.20805845475451853,NO
0.17769416962579124,NO
0.09123955317579141,NO
0.7123515224210313,NO
0.11446526498366907,NO
0.07336399604778895,YES
0.22007688690031882,YES
0.09703843050623678,YES
0.13096445167386495,YES
0.09424901518322124,NO
0.0561766241386898,YES
0.07088954950834667,NO
0.2652252889730723,YES
0.12102136178695166,YES
0.7733627016555277,NO
0.15117207219257106,NO
0.13185542501369898,NO
0.09058157044298418,NO
0.12335989713896164,YES
0.46477095728937,YES
0.680261380943957,NO
0.6890891361657513,NO
0.18545405123204575,NO
0.6793725649245584,NO
0.7174924170186693,NO
0.17604166217224906,NO
0.7147698786291523,NO
0.36687607057026606,YES
0.026617019532379216,NO
0.4497818949039776,YES
0.638931436041921,NO
0.8777209203991904,YES
0.6044596128041283,NO
0.19579193075864335,NO
0.09737497249416446,NO
0.7237033425522825,NO
0.25258123390099624,NO
0.1514589958104837,NO
0.10979466624095541,NO
0.7115036954899058,NO
0.08640499807998481,NO
0.06466136541124998,NO
0.09055136795688809,NO
0.2504390147086107,NO
0.05985485548110402,NO
0.09463086090029296,NO
0.09356082996431792,NO
0.08631007598082574,NO
0.10854126306796852,NO
0.23080524142572995,YES
0.0809210895331127,NO
0.298417821192653,YES
0.25143138210891014,NO
0.15080748503898275,NO
0.19076321682364766,NO
0.045275683978444045,NO
0.07788358236002227,NO
0.07052711967519382,NO
0.07817050597793493,NO
0.19811967950847612,NO
0.12058126841812322,NO
0.15338979760019672,YES
0.13703299405873953,YES
0.16032558280011563,YES
0.2710263236239531,YES
0.1639930275403527,NO
0.0682813491019075,YES
0.14795335010290417,NO
