LOWERTRACED_RFSMOTE_SINGLE_VSM_SUM.csv,Associated
0.08349821923229125,NO
0.0520379897111199,NO
0.14450600184672205,NO
0.13124917557050522,NO
0.13039176889592402,NO
0.7799103020709667,YES
0.05467616409444664,NO
0.7072285978103152,YES
0.014048278591214878,NO
0.8562854504682759,YES
0.020313942751615882,NO
0.07604537659939321,NO
0.053554939981532775,NO
0.07136261706898826,NO
0.06298641340192587,NO
0.13870201820340322,NO
0.08264081255771007,NO
0.08112386228729719,NO
0.041287429099063445,NO
0.009629336499142596,NO
0.09932726553225167,YES
0.3132832080200501,YES
0.2861759662313679,YES
0.10104207888141406,YES
0.04801477377654663,NO
0.0021105395066613915,NO
0.1454293628808864,YES
0.08554280437936948,NO
0.09411687112518137,YES
0.08870861363936157,NO
0.13632766125840917,NO
0.12109220419469727,NO
0.12109220419469727,NO
0.03126236644242184,NO
0.24535021764938664,YES
0.03020709668909114,NO
0.3304972958712571,YES
0.08699380029019918,NO
0.2606516290726817,YES
0.027964648463263422,NO
0.038187574198654525,NO
0.0884447962010289,NO
0.026117926394934703,NO
0.11983907136261707,YES
0.057116475399023876,NO
0.0953040495976784,YES
0.09537000395726158,NO
0.04181506397572879,NO
0.12379633293760717,NO
0.1638306292045904,NO
0.12392824165677349,NO
0.10572483841181902,NO
0.10460361429890515,NO
0.07433056325023084,NO
0.0896979290331091,NO
0.9187442289935364,YES
0.09754649782350613,NO
0.844611528822055,YES
0.1245877852526052,NO
0.10935232818889329,NO
0.104933386096821,NO
0.029151826935760454,NO
0.09042342698852394,NO
0.02961350745284263,NO
0.06489908982983776,NO
0.1266983247592666,NO
0.07881545970188629,NO
0.9101042078881413,YES
0.8913072154069382,YES
0.8371586861891571,YES
0.8439519852262234,YES
0.14035087719298245,NO
0.7686980609418281,YES
0.0581057907927714,NO
0.058501516950270414,NO
0.044585147078221865,NO
0.6444400474871388,YES
0.8936156179923492,YES
0.8200105526975331,YES
0.6617200896979291,YES
0.05190608099195356,NO
0.03337290594908323,NO
0.7103284527107241,YES
0.1648858989579211,NO
0.6438464582508903,YES
0.08976388339269226,NO
0.14206569054214485,NO
0.16310513124917556,NO
0.15017807677087455,NO
0.08936815723519326,NO
0.8011476058567469,YES
0.08653211977311699,NO
0.8260783537791847,YES
0.08719166336894868,NO
0.8215934573275293,YES
0.12867695554676165,NO
0.13903179000131907,NO
0.1404827859121488,NO
0.06160137185067933,NO
0.6702941564437408,YES
0.06714153805566549,NO
0.661390317900013,YES
0.08686189157103284,NO
0.04267247065030998,NO
0.15057380292837355,NO
0.11884975596886954,NO
0.09556786703601108,NO
0.12524732884843687,NO
0.10255902915182694,NO
0.09484236908059622,NO
0.12537923756760322,NO
0.7842632898034559,YES
0.12841313810842894,NO
0.814470386492547,YES
0.1596755045508508,NO
0.12781954887218044,NO
0.12762168579343094,NO
0.028690146418678272,NO
0.06278855032317636,NO
0.030470914127423816,NO
0.06694367497691597,NO
0.1423295079804775,NO
0.058765334388603076,NO
0.7770083102493074,YES
0.7483841181902123,YES
0.778459306160137,YES
0.8580662181770213,YES
0.1521567075583696,NO
0.7623664424218439,YES
0.08132172536604669,NO
0.05612716000527634,NO
0.08184936024271204,NO
0.1412742382271468,NO
0.12326869806094184,NO
0.08824693312227938,NO
0.1306555863342567,NO
0.08184936024271204,NO
0.057314338477773376,NO
0.13850415512465372,NO
0.8791716132436352,YES
0.14813349162379633,NO
0.7675768368289143,YES
0.08132172536604669,NO
0.042012927054478295,NO
0.03620894341115947,NO
0.12808336631051312,NO
0.08105790792771403,NO
0.10269093787099327,NO
0.19799498746867167,NO
0.07987072945521698,NO
0.17946181242580134,NO
0.9196675900277006,YES
0.8704656377786572,YES
0.9789605592929691,YES
0.7706766917293232,YES
0.12082838675636459,NO
0.8293760717583432,YES
0.10737369740139824,NO
0.0884447962010289,NO
0.04425537528030602,NO
0.12234533702677747,NO
0.14800158290462997,NO
0.1285450468275953,NO
0.11377127028096556,NO
0.10460361429890515,NO
0.0729455216989843,NO
0.10902255639097745,NO
0.8891307215406936,YES
0.1141010420788814,NO
0.7904629996042737,YES
0.14206569054214485,NO
0.1281493206700963,NO
0.12590687244426857,NO
0.02638174383326737,NO
0.08686189157103284,NO
0.02750296794618124,NO
0.07314338477773381,NO
0.11964120828386757,NO
0.08587257617728533,NO
0.919403772589368,YES
0.8835246009761244,YES
0.8376863210658224,YES
0.8295079804775095,YES
0.13903179000131907,NO
0.7851866508376202,YES
0.07057116475399024,NO
0.04148529217781295,NO
0.040627885503231764,NO
0.06476718111067142,NO
0.18388075451787364,NO
0.08765334388603087,NO
0.04992745020445851,NO
0.0334388603086664,NO
0.028624192059095104,NO
0.08725761772853186,NO
0.9364859517214087,YES
0.033570769027832736,NO
0.8012795145759133,YES
0.13322780635800024,NO
0.12861100118717847,NO
0.12841313810842894,NO
0.0495317240469595,NO
0.06179923492942883,NO
0.04788286505738029,NO
0.057841973354438726,NO
0.10579079277140219,NO
0.09365519060809918,NO
0.8688827331486609,YES
0.8643318823374224,YES
0.8535813217253659,YES
0.7293892626302597,YES
0.08422371718770612,NO
0.720881150244031,YES
0.05883128874818625,NO
0.06404168315525656,NO
0.023281888932858465,NO
0.9891175306687772,YES
0.08791716132436354,YES
0.07446247196939718,YES
0.8408521303258144,YES
0.1410763751483973,NO
0.06377786571692388,NO
0.868487006991162,YES
0.15011212241129138,NO
0.8700039572615749,YES
0.1557182429758607,NO
0.13408521303258145,NO
0.0922041946972695,NO
0.09075319878643978,NO
0.05302730510486743,NO
0.05902915182693575,YES
0.05124653739612187,NO
0.14978235061337553,YES
0.13395330431341512,NO
0.080662181770215,YES
0.1697005672074924,NO
0.1386360638438201,NO
0.2853845139163699,NO
0.16501780767708746,NO
0.8772589368157234,YES
0.25181374488853714,NO
0.7903310908851073,YES
0.14516554544255375,NO
0.1285450468275953,NO
0.8176361957525392,YES
0.13573407202216067,NO
0.09477641472101306,NO
0.8548344545574462,YES
0.14701226751088248,NO
0.09886558501516951,NO
0.9398496240601503,YES
0.11950929956470122,NO
0.8694763223849096,YES
0.09431473420393087,NO
0.49241524864793557,NO
0.4883920327133623,NO
0.4517873631447038,NO
0.13929560743965178,NO
0.13797652024798837,NO
0.11871784724970322,NO
0.2357868355098272,NO
0.12221342830761112,NO
0.16745811898166468,NO
0.12485160269093787,NO
0.111199050257222,NO
0.241986545310645,NO
0.11997098008178342,NO
0.8307611133095897,YES
0.21507716660071227,NO
0.7700831024930747,YES
0.0461680517082179,NO
0.017543859649122806,NO
0.4931407466033505,YES
0.2767444928109748,YES
0.2396781427252341,YES
0.47586070439256034,YES
0.07485819812689619,NO
0.024798839203271333,NO
0.514509959108297,YES
0.549399815327793,NO
0.5019126764279117,YES
0.46807808996174644,NO
0.14951853317504285,NO
0.12946840786175967,NO
0.12861100118717847,NO
0.023611660730774302,NO
0.21085608758738952,YES
0.022688299696609945,NO
0.270544783010157,YES
0.07426460889064766,NO
0.2186387020182034,YES
0.5539506661390317,NO
0.5350877192982455,NO
0.5894341115947763,NO
0.4720353515367366,NO
0.49017280042210787,YES
0.5250626566416039,NO
0.46049333860968206,YES
0.7148133491623796,NO
0.7154728927582112,NO
0.9090489381348107,YES
0.10974805434639229,NO
0.10229521171349426,NO
0.9298905157630918,YES
0.7177812953436221,NO
0.7078221870465636,NO
0.9655718242975859,YES
0.11819021237303785,NO
0.9782350613375542,YES
0.10935232818889329,NO
0.14153805566547947,NO
0.09523809523809523,NO
0.0777601899485556,NO
0.7239810051444399,NO
0.13243635404300225,NO
0.7160005276348766,NO
0.22813612979817965,NO
0.6664028492283339,NO
0.16917293233082706,NO
0.15960955019126766,NO
0.12966627094050917,NO
0.2706107373697401,NO
0.15578419733544388,NO
0.9182165941168711,YES
0.24970320538187568,NO
0.8667062392824165,YES
0.024337158686189152,NO
0.005672074924152486,NO
0.04260651629072681,YES
0.7828122938926263,YES
0.7355889724310776,YES
0.041419337818229776,YES
0.019192718638702012,NO
0.0,NO
0.08613639361561799,YES
0.06951589500065954,NO
0.03535153673657828,YES
0.05909510618651893,NO
0.12610473552301807,NO
0.12762168579343094,NO
0.1310513124917557,NO
0.03521962801741195,NO
0.7620366706239281,YES
0.03403244954491492,NO
0.7541881018335311,YES
0.08237699511937738,NO
0.733016752407334,YES
0.003429626698324759,NO
0.040627885503231764,NO
0.03957261574990106,NO
0.01662049861495845,NO
0.051048674317372374,YES
0.018467220683287162,NO
0.048740271731961486,YES
0.8525260519720352,YES
0.684870069911621,YES
0.23321461548608363,NO
0.09563382139559425,NO
0.08976388339269226,NO
0.09286373829310118,NO
0.8109748054346392,YES
0.8966495185331749,YES
0.08613639361561799,NO
0.04352987732489118,NO
0.09358923624851603,NO
0.03772589368157235,NO
0.13408521303258145,NO
0.09906344809391901,NO
0.08890647671811107,NO
0.7087455480807281,YES
0.05619311436485951,NO
0.8126236644242183,YES
0.01068460625247329,NO
0.8499538319482917,YES
0.018401266323703994,NO
0.0608099195356813,NO
0.05467616409444664,NO
0.07657301147605858,NO
0.07222002374356945,NO
0.1371191135734072,NO
0.09246801213560216,NO
0.05922701490568525,NO
0.7084157762828123,NO
0.697401398232423,NO
0.29481598733676295,YES
0.32027437013586596,YES
0.29705843556259065,YES
0.30127951457591345,YES
0.7103284527107241,NO
0.697731170030339,NO
0.4523149980213692,YES
0.05540166204986149,NO
0.34118190212373034,YES
0.043991557841973346,NO
0.19416963461284792,NO
0.11667326210262498,NO
0.12702809655718242,NO
0.7084817306423954,NO
0.31849360242712044,YES
0.704062788550323,NO
0.44215802664556125,YES
0.7072285978103152,NO
0.3740271731961482,YES
0.0827727212768764,NO
0.05566547948819417,NO
0.19291650178076772,NO
0.07116475399023875,NO
0.28808864265927975,YES
0.16640284922833398,NO
0.3319482917820868,YES
0.07123070834982193,NO
0.024798839203271333,NO
0.9351668645297453,YES
0.7991030207096689,YES
0.7854504682759529,YES
0.8157894736842104,YES
0.13810842896715472,NO
0.07037330167524074,NO
0.8532515499274501,YES
0.11792639493470518,NO
0.8457987072945521,YES
0.06529481598733676,NO
0.14371454953172405,NO
0.10981400870597548,NO
0.10856087587389526,NO
0.056061205645693175,NO
0.7533306951589498,YES
0.051708217913204055,NO
0.8025986017675768,YES
0.12333465242052499,NO
0.756892230576441,YES
0.13428307611133095,NO
0.11528822055137844,NO
0.1916633689486875,NO
0.08072813612979819,NO
0.8535153673657828,YES
0.14793562854504683,NO
0.7940245350217648,YES
0.08204722332146155,NO
0.06602031394275161,NO
0.9999999999999999,YES
0.10058039836433189,YES
0.12518137448885372,YES
0.8705315921382402,YES
0.14325286901464185,NO
0.10051444400474872,NO
0.8754781691069778,YES
0.07281361297981796,NO
0.9103680253264739,YES
0.06753726421316449,NO
0.5530273051048673,NO
0.5120696478037198,NO
0.4967022820208415,NO
0.12768764015301412,NO
0.10447170557973881,YES
0.12379633293760717,NO
0.2192322912544519,YES
0.11047355230180715,NO
0.15934573275293498,YES
0.11581585542804379,NO
0.0859385305368685,NO
0.23882073605065293,NO
0.11324363540430024,NO
0.8807545178736313,YES
0.21507716660071233,NO
0.8232423163171084,YES
0.6998417095370003,NO
0.7013586598074131,NO
0.8571428571428571,YES
0.32931011739876004,YES
0.3012135602163303,YES
0.8470518401266323,YES
0.6968737633557577,NO
0.6897506925207756,NO
0.9979554148529216,YES
0.05968869542276744,NO
0.890779580530273,YES
0.051576309194037724,NO
0.18209998680912806,NO
0.07683682891439124,NO
0.09227014905685266,NO
0.7221342830761113,NO
0.32535285582376994,YES
0.720089697929033,NO
0.4595699775755177,YES
0.6952249043661786,NO
0.3989579211185859,YES
0.0777601899485556,NO
0.047157367101965435,NO
0.20030339005408257,NO
0.06575649650441895,NO
0.8522622345337026,YES
0.14978235061337553,NO
0.9342435034955808,YES
0.06944994064107637,NO
0.05322516818361693,NO
0.13388734995383195,YES
0.8882733148661126,YES
0.8279250758475133,YES
0.1677878907795805,YES
0.055533570769027825,NO
0.03007518796992481,NO
0.2004352987732489,YES
0.12353251549927449,NO
0.14035087719298248,YES
0.08705975464978236,NO
0.15763091940377258,NO
0.1736578287824825,NO
0.1599393219891835,NO
0.10552697533306951,NO
0.8025326474079935,YES
0.1022292573539111,NO
0.8341247856483313,YES
0.09299564701226751,NO
0.8280569845666796,YES
0.07307743041815064,NO
0.0999208547685002,NO
0.09978894604933386,NO
0.060678010816514964,NO
0.16633689486875083,YES
0.07175834322648728,NO
0.1456931803192191,YES
0.0727476586202348,NO
0.06146946313151299,NO
0.16106054610209736,YES
0.8103812161983907,YES
0.8327397440970847,YES
0.16455612716000526,YES
0.05823769951193774,NO
0.045772325550718904,NO
0.18592533966495187,YES
0.11462867695554677,NO
0.1939717715340984,YES
0.08204722332146155,NO
0.0890383854372774,NO
0.061865189289012,NO
0.03983643318823374,NO
0.1139031790001319,NO
0.7874290990634479,YES
0.11040759794222398,NO
0.9715077166600712,YES
0.05236776150903574,NO
0.8967154728927581,YES
0.10414193378182297,NO
0.0898957921118586,NO
0.1904102361166073,NO
0.08244294947896057,NO
0.15703733016752408,YES
0.14509959108297057,NO
0.14819944598337947,YES
0.05223585278986941,NO
0.019522490436617856,NO
0.08461944334520512,NO
0.13256826276216857,NO
0.038121619839071356,NO
0.05665479488194169,NO
0.0570505210394407,NO
0.022226619179527764,NO
0.16449017280042208,NO
0.07868355098271995,NO
0.04531064503363672,NO
0.0629204590423427,NO
0.9317372378314205,YES
0.8752143516686451,YES
0.9128083366310511,YES
0.04405751220155652,NO
0.04043002242448225,NO
0.046102097348634734,NO
0.028558237699511935,NO
0.09583168447434375,NO
0.04432132963988919,NO
0.024073341247856483,NO
0.04267247065030998,NO
0.06041419337818229,NO
0.029217781295343623,NO
0.10466956865848834,NO
0.029217781295343623,NO
0.13237039968341907,NO
0.7347975201160795,YES
0.8436881677878906,YES
0.17504287033372906,NO
0.10255902915182694,NO
0.047223321461548604,NO
0.03462603878116343,NO
0.870069911621158,YES
0.7354570637119112,YES
0.05738029283735654,NO
0.09372114496768237,NO
0.028690146418678272,NO
0.111199050257222,NO
0.10308666402849229,NO
0.09273182957393485,NO
0.09655718242975861,NO
0.8558897243107769,YES
0.032911225432001055,NO
0.7727872312359846,YES
0.015697137580794086,NO
0.8994196016356679,YES
0.05137844611528822,NO
0.0702413929560744,NO
0.0211053950666139,NO
0.08283867563645957,NO
0.056061205645693175,NO
0.08633425669436749,NO
0.047685001978630785,NO
0.052499670228202074,NO
0.020973486347447563,NO
0.0021764938662445603,NO
0.07287956733940114,YES
0.843424350349558,YES
0.8429626698324758,YES
0.07888141406146945,YES
0.02638174383326737,NO
0.0027041287429099056,NO
0.12537923756760322,YES
0.0666798575385833,NO
0.08514707822187047,YES
0.05922701490568525,NO
0.12392824165677349,NO
0.10737369740139824,NO
0.11258409180846854,NO
0.006991162115815856,NO
0.7931011739876004,YES
0.006595435958316846,NO
0.8862946840786176,YES
0.0620630523677615,NO
0.839533043134151,YES
0.02163302994327925,NO
0.01906080991953568,NO
0.07452842632898035,NO
0.018137448885371325,NO
0.0831684474343754,YES
0.04682759530404959,NO
0.06733940113441499,YES
0.8811502440311304,YES
0.6704920195224904,YES
0.2225959635931935,NO
0.09609550191267642,NO
0.0532911225432001,NO
0.06410763751483974,NO
0.8021369212504945,YES
0.9290331090885107,YES
0.06681176625774964,NO
0.0606120564569318,NO
0.057512201556522875,NO
0.06331618519984171,NO
0.10836301279514576,NO
0.08409180846853978,NO
0.08059622741063184,NO
0.7281361297981795,YES
0.04405751220155652,NO
0.866904102361166,YES
0.013124917557050522,NO
0.8777865716923887,YES
0.01906080991953568,NO
0.03449413006199709,NO
0.04366178604405751,NO
0.07703469199314074,NO
0.041419337818229776,NO
0.12016884316053292,NO
0.0679329903706635,NO
0.047157367101965435,NO
0.07518796992481203,NO
0.037000395726157494,NO
0.06549267906608626,NO
0.13652552433715867,NO
0.055599525128611,NO
0.08099195356813085,NO
0.046102097348634734,NO
0.050850811238622874,NO
0.12683023347843292,NO
0.7928373565492678,YES
0.05586334256694367,NO
0.7825484764542935,YES
0.40311304577232554,NO
0.4176230048806226,NO
0.4093127555731434,NO
0.08679593721144968,NO
0.05836960823110406,NO
0.10288880094974277,NO
0.08145363408521303,NO
0.13019390581717452,NO
0.09372114496768237,NO
0.7340060678010816,YES
0.7404036406806489,YES
0.7573539110935231,YES
0.7801741195092995,YES
0.09101701622477247,NO
0.7170557973882072,YES
0.07861759662313679,NO
0.33069515895000656,YES
0.12465373961218837,YES
0.179725629864134,NO
0.09800817834058832,NO
0.03640680648990898,NO
0.038253528558237694,NO
0.20142461416699645,YES
0.38919667590027696,YES
0.055995251286110014,NO
0.06470122675108825,NO
0.03607703469199314,NO
0.06575649650441895,NO
0.10335048146682496,NO
0.09062129006727344,NO
0.09002770083102495,NO
0.1756364595699776,YES
0.02836037462076243,NO
0.34250098931539374,YES
0.01523545706371191,NO
0.3283867563645957,YES
0.034428175702413924,NO
0.02499670228202084,NO
0.02367761509035747,NO
0.0775623268698061,NO
0.038451391636987194,NO
0.08765334388603087,NO
0.046563777865716915,NO
0.04425537528030602,NO
0.08732357208811502,NO
0.03396649518533175,NO
0.09141274238227147,NO
0.110803324099723,NO
0.06113969133359714,NO
0.09543595831684475,NO
0.09438068856351406,NO
0.06595435958316845,NO
0.10915446511014379,NO
0.7722595963593193,YES
0.08191531460229522,NO
0.8389394538979026,YES
0.15433320142461415,NO
0.15083762036670623,NO
0.13705315921382402,NO
0.04676164094446642,NO
0.05764411027568921,NO
0.050389130721540686,NO
0.04728927582113177,NO
0.14430813876797255,NO
0.046563777865716915,NO
0.7171877061073736,YES
0.7223321461548607,YES
0.7346656113969132,YES
0.8332014246141668,YES
0.12129006727344677,NO
0.7289935364727608,YES
0.0629204590423427,NO
