UPPERTRACED_RFNONE_RAW_LSA_MEDIAN.csv,Associated
0.12513333333333335,NO
0.18528333333333336,YES
0.10043333333333335,NO
0.10573333333333335,NO
0.08513333333333334,NO
0.06843333333333335,NO
0.12458333333333334,NO
0.18851666666666667,YES
0.12193333333333334,NO
0.4614,YES
0.07793333333333334,NO
0.26303333333333334,YES
0.11718333333333333,NO
0.10638333333333334,NO
0.18258333333333332,NO
0.10073333333333334,NO
0.15728333333333333,YES
0.14823333333333333,NO
0.15058333333333335,YES
0.07783333333333334,NO
0.053033333333333335,NO
0.06905,NO
0.12206666666666666,NO
0.04213333333333333,NO
0.04785,NO
0.04815,NO
0.02175,NO
0.1296,NO
0.06455,NO
0.03925,NO
0.08593333333333333,NO
0.6112500000000001,YES
0.21006666666666668,YES
0.1969,YES
0.14663333333333334,NO
0.03555,NO
0.08151666666666667,NO
0.04321666666666667,NO
0.07755,NO
0.0385,NO
0.02315,NO
0.03725,NO
0.0507,NO
0.02705,NO
0.08425,NO
0.02705,NO
0.11358333333333333,NO
0.19528333333333334,YES
0.2861666666666667,YES
0.32093333333333335,NO
0.58265,NO
0.17403333333333332,NO
0.25615000000000004,NO
0.2978333333333333,YES
0.19578333333333334,YES
0.0484,NO
0.2426166666666667,NO
0.15998333333333334,NO
0.2392,NO
0.09138333333333333,NO
0.2168666666666667,NO
0.2531,NO
0.29541666666666666,YES
0.1715166666666667,NO
0.30741666666666667,YES
0.0168,NO
0.3784166666666667,YES
0.19385,NO
0.20815,NO
0.15423333333333333,NO
0.0677,NO
0.18073333333333333,NO
0.2120166666666667,NO
0.1827166666666667,NO
0.07803333333333334,NO
0.05413333333333334,NO
0.09821666666666666,NO
0.09348333333333333,YES
0.17763333333333337,YES
0.17728333333333335,YES
0.09803333333333333,YES
0.06656666666666666,NO
0.04028333333333334,NO
0.13328333333333334,YES
0.08878333333333334,NO
0.10278333333333334,YES
0.08313333333333334,NO
0.13218333333333332,NO
0.11963333333333334,NO
0.12358333333333334,NO
0.04353333333333334,NO
0.14781666666666665,YES
0.04323333333333334,NO
0.3518,YES
0.08528333333333335,NO
0.17468333333333336,YES
0.05463333333333334,NO
0.05268333333333334,NO
0.09473333333333334,NO
0.05198333333333334,NO
0.10128333333333334,YES
0.07373333333333335,NO
0.08928333333333334,YES
0.30623333333333336,YES
0.15486666666666668,YES
0.3569833333333333,NO
0.57775,NO
0.17863333333333334,NO
0.2785000000000001,NO
0.24633333333333335,YES
0.34253333333333336,YES
0.05555,NO
0.2175166666666667,NO
0.18183333333333332,NO
0.2029,NO
0.09538333333333333,NO
0.2103166666666667,NO
0.241,NO
0.1985666666666667,YES
0.1799666666666667,NO
0.3787666666666667,YES
0.01485,NO
0.36201666666666665,YES
0.16935,NO
0.18105,NO
0.17133333333333334,NO
0.0633,NO
0.16963333333333333,NO
0.2376666666666667,NO
0.1980666666666667,NO
0.07398333333333335,NO
0.09523333333333334,NO
0.06628333333333333,NO
0.11621666666666666,NO
0.14173333333333332,NO
0.08038333333333333,NO
0.09463333333333335,NO
0.07318333333333334,NO
0.20178333333333337,NO
0.09605,NO
0.35595,YES
0.07558333333333334,NO
0.15648333333333334,YES
0.2455,NO
0.1731666666666667,NO
0.1252,NO
0.10403333333333334,NO
0.08248333333333334,NO
0.09123333333333333,NO
0.11665,NO
0.1036,NO
0.10928333333333334,NO
0.09468333333333334,YES
0.09953333333333333,YES
0.11238333333333334,YES
0.13801666666666668,YES
0.11056666666666667,NO
0.08183333333333334,YES
0.09283333333333335,NO
0.31393333333333334,YES
0.1660666666666667,YES
0.32448333333333335,NO
0.5792,NO
0.16583333333333333,NO
0.2589000000000001,NO
0.21593333333333334,YES
0.35828333333333334,YES
0.04735,NO
0.22061666666666668,NO
0.16558333333333333,NO
0.20475,NO
0.09158333333333334,NO
0.2152666666666667,NO
0.24814999999999998,NO
0.20471666666666669,YES
0.1680666666666667,NO
0.40621666666666667,YES
0.01645,NO
0.3705166666666667,YES
0.181,NO
0.17385,NO
0.15618333333333334,NO
0.0637,NO
0.16738333333333333,NO
0.2130166666666667,NO
0.18186666666666668,NO
0.07178333333333334,NO
0.10443333333333334,NO
0.06398333333333334,NO
0.14086666666666667,NO
0.12223333333333335,NO
0.08458333333333334,NO
0.11058333333333334,NO
0.10978333333333334,NO
0.21323333333333336,NO
0.08765,NO
0.34035,YES
0.10033333333333334,NO
0.19923333333333332,YES
0.2469,NO
0.16091666666666665,NO
0.1088,NO
0.07368333333333334,NO
0.08193333333333333,NO
0.05143333333333333,NO
0.09075,NO
0.1143,NO
0.07353333333333334,NO
0.08193333333333333,YES
0.08583333333333334,YES
0.09518333333333334,YES
0.1782166666666667,YES
0.13851666666666668,NO
0.09088333333333334,YES
0.08593333333333333,NO
