UPPERTRACED_SUM_MULTI_LSA_SUM.csv,Associated
0.46812063997243236,YES
0.37835557989814345,NO
0.31555121036491035,NO
0.3159042038607388,NO
0.43887112944389234,NO
0.4407401106265497,NO
0.45874935095916525,NO
0.4627220836718702,NO
0.1713138932543147,NO
0.18252203848781876,NO
0.4532145568240591,YES
0.3890483317056223,NO
0.3091384977879662,YES
0.2795892657234627,NO
0.41392909951659135,NO
0.24129181959705728,NO
0.23418641570548568,NO
0.5185514106996668,NO
0.17357609638724086,NO
0.23307714114978326,NO
0.10507207624059967,NO
0.35560188240719565,NO
0.5463950262806022,YES
0.6415081134159644,YES
0.3782629890016489,YES
0.4552157141783897,YES
0.42256871120178724,NO
0.4796897773583986,YES
0.15832029230712413,NO
0.49158803835609455,NO
0.40705904115034003,NO
0.41734616218122095,YES
0.7215165180972157,YES
0.5382843742870929,YES
0.5226259343223589,YES
0.46875531623431355,NO
0.349771135143254,NO
0.5038284579707782,YES
0.6837211215521961,NO
0.44986663593006476,YES
0.5750085387713773,NO
0.5740991867139907,NO
0.6000448270444924,NO
0.499532733099746,NO
0.43241369324114803,NO
0.6194942080786632,YES
0.44128734709280787,NO
0.4354266197417811,YES
0.4051597837914662,NO
0.5856910152943071,YES
0.5489168669978814,NO
0.6390574955934075,NO
0.5761351805838405,NO
0.46453178611036827,NO
0.5669726769091123,YES
0.5360677646303343,NO
0.4668232694833414,YES
0.3685108273632769,NO
0.3165433172095093,NO
0.34688846377667526,NO
0.386823678058009,NO
0.4079242688436613,NO
0.48133886065157216,NO
0.4603562904270574,NO
0.1950481416135665,NO
0.22380894640535978,NO
0.2976064140442697,YES
0.4247641781111846,NO
0.27426212640475695,YES
0.32018933044089676,NO
0.4352975546310303,NO
0.26754449302336797,NO
0.2336522043276247,NO
0.4865750439391313,NO
0.17456820323183983,NO
0.23544293439459615,NO
0.1231589471767498,NO
0.33240184542580475,NO
0.39238951763439583,YES
0.47613153401243147,YES
0.3103418281021822,YES
0.47154731915871084,YES
0.43622925929280354,NO
0.47236344989059087,YES
0.18518349302241882,NO
0.33294761277996066,NO
0.361874968416569,NO
0.3361279203083328,NO
0.39193684410324964,NO
0.3994532027090088,NO
0.4875967653636578,NO
0.4363930943344365,NO
0.15162438818458168,NO
0.238995812718836,NO
0.40742501015026134,YES
0.4475826355369604,NO
0.22000151359630668,YES
0.2295260280267772,NO
0.3360105542600122,NO
0.16177064020689522,NO
0.34866028238998,NO
0.5077145513202014,NO
0.2581341259115207,NO
0.3870826497959896,NO
0.05088777934327233,NO
0.4720599627808879,NO
0.5574608333934368,YES
0.6173922855010976,YES
0.5423421979160908,YES
0.37042873692074085,YES
0.3999792015093804,NO
0.549900415591555,YES
0.21532827791600231,NO
0.3703424092302289,NO
0.3183748990764612,NO
0.3142252538160329,NO
0.42055531077437325,NO
0.4460822244051595,NO
0.46805989211617083,NO
0.4627220836718702,NO
0.1697112591207318,NO
0.20488260044685666,NO
0.41894871272983375,YES
0.4082036253974944,NO
0.24648313475598635,YES
0.2998129821710568,NO
0.4356791341866452,NO
0.2655602793341701,NO
0.23098114743831985,NO
0.5144303514990249,NO
0.171133987231305,NO
0.2426166300401578,NO
0.09690627375043909,NO
0.3637676848973563,NO
0.5571555697489446,YES
0.6325028359034508,YES
0.3788735162906329,YES
0.4385025296424535,YES
0.42104239297932733,NO
0.49876875513914765,YES
0.17274399950937044,NO
0.3160054805106555,NO
0.31417752396469645,NO
0.24760146340565717,NO
0.46207116642528334,NO
0.39876635950890177,NO
0.39418609014911044,NO
0.3803772155701573,NO
0.11842696684607829,NO
0.17969834977626792,NO
0.48137512802844473,YES
0.31502189791631596,NO
0.26663053529245734,YES
0.28958665008057527,NO
0.43621334556450625,NO
0.2684602839568439,NO
0.25776803224249145,NO
0.4854303052722865,NO
0.19471560376831085,NO
0.22491133865962268,NO
0.08087993241460986,NO
0.37277296240986973,NO
0.5063291729410292,YES
0.6179264968789586,YES
0.4048972419835746,YES
0.33028656767004483,YES
0.3576238708361174,NO
0.4319923329065259,YES
0.1591597673294771,NO
0.6834297060955531,NO
0.6465233405433163,NO
0.9830557483558588,YES
0.49978442869524176,YES
0.5485197420545156,YES
0.931420761880403,YES
0.8256218959074434,NO
0.5489776488548088,NO
0.7840861172830585,YES
0.39575920320459684,NO
0.9532946623927263,YES
0.450810339993483,NO
0.6891090611448567,NO
0.6739691100834317,NO
0.5656130710346302,NO
0.5862782960447325,NO
0.6524408702566752,YES
0.5486020690000163,NO
0.5161885060947541,YES
0.45174511746542945,NO
0.5627910766895927,YES
0.5659312506820499,NO
0.5668346781234178,NO
0.6996760232390585,NO
0.6713974923913948,NO
0.9279579187359438,YES
0.8997425696255366,NO
0.678889806859643,YES
0.21068497273847867,NO
0.22971827912486767,NO
0.35112008180900206,YES
0.18144614691917207,NO
0.16184951041803777,NO
0.4498383459594098,YES
0.2548693083115634,NO
0.13077485406524644,NO
0.540304400594258,YES
0.15493728130931125,NO
0.4628562347155497,YES
0.12942550789167498,NO
0.3191585506723186,NO
0.31538163062744845,NO
0.24975001081292011,NO
0.20352451610216996,NO
0.24120450730393098,NO
0.139578999222419,NO
0.2737852585664926,NO
0.10253960464847472,NO
0.2309751845715519,NO
0.2090598089137081,NO
0.19435327000624328,NO
0.3265906811286799,NO
0.21320178985738328,NO
0.4053510460368591,YES
0.36550932791974733,NO
0.3007147336629386,YES
0.47731696297609416,NO
0.37576951758991156,NO
0.5246463332201536,YES
0.6564190459093,YES
0.5154659168613169,YES
0.5899365679328417,YES
0.4953132533051162,NO
0.3398500666972645,NO
0.5596153890016885,YES
0.6631158255489873,NO
0.5680036663484629,YES
0.5472295471226066,NO
0.5827228846708892,NO
0.5611237123717643,NO
0.4745774301625262,NO
0.35632672985152075,NO
0.5851520480733148,YES
0.3674135451257475,NO
0.44130294489825184,YES
0.3902018652113589,NO
0.5366962003533435,YES
0.5754748040686841,NO
0.6318074840367228,NO
0.6300905297477989,NO
0.47391864317849686,NO
0.6409227947872956,YES
0.6004020777070201,NO
0.5167338753577809,YES
0.22959692649847988,NO
0.22236992914247086,NO
0.399084444237796,YES
0.14933763798762925,NO
0.1774204921701213,NO
0.48291394149559275,YES
0.2399162773271675,NO
0.16066041504924441,NO
0.4519211006616204,YES
0.13164954527722042,NO
0.5285824698828833,YES
0.1650999018188274,NO
0.24611891537366035,NO
0.2155522629688563,NO
0.15472608475688815,NO
0.18017949603164773,NO
0.2627878522931176,NO
0.16734686698668946,NO
0.3312622451095816,NO
0.07938503647414344,NO
0.27490771971375466,NO
0.21207490720687047,NO
0.19125442098969905,NO
0.3496239306772892,NO
0.27903581563552643,NO
0.44338134893193215,YES
0.41992530393726435,NO
0.3278050262419264,YES
0.45205639639438244,NO
0.3620326535877722,NO
0.3772803088416479,YES
0.5933057874105822,YES
0.44060000804965765,YES
0.46119162586834694,YES
0.43090262431730747,NO
0.31115528411501786,NO
0.4378915107605095,YES
0.5733683140683437,NO
0.40209287556706913,YES
0.539521640099184,NO
0.5327359628853268,NO
0.5360920935234216,NO
0.45450634553717817,NO
0.3697583302091681,NO
0.5742388727827263,YES
0.38053988183890286,NO
0.3522422766177152,YES
0.3995887222794875,NO
0.48319874665612306,YES
0.4039929517753116,NO
0.5251941561978971,NO
0.4593718365656563,NO
0.41248433472448487,NO
0.5067594230330683,YES
0.47974662222156306,NO
0.414241606719597,YES
0.47732035454250965,YES
0.2574139677256897,YES
0.32848256742654336,NO
0.2124684224128819,NO
0.3157534619088345,NO
0.2682826432281944,NO
0.3711993605948122,YES
0.5294807207228803,YES
0.10097862983068534,NO
0.15801563359114487,NO
0.2881624911086489,NO
0.16157086787818692,NO
0.19896112948965164,NO
0.252236717508854,NO
0.19779906465018357,NO
0.18033244377674695,YES
0.2759878117813242,NO
0.34869761370435376,YES
0.03564615779088496,NO
0.2913921180194845,YES
0.13741110401961112,NO
0.2637204140550083,NO
0.2550505035264853,NO
0.11517248403183528,NO
0.3146638057373092,NO
0.28567412404686754,NO
0.2825867035041214,NO
0.06979923726023032,NO
0.665877046537264,NO
0.6633891569014985,NO
0.8283633965095456,YES
0.4786449213141718,YES
0.5160854798272422,YES
0.9557655375286389,YES
0.7211454135800617,NO
0.5193670753390863,NO
0.9512179626424204,YES
0.3930118304041689,NO
0.9900789315540104,YES
0.4283734621233221,NO
0.7586328561779062,NO
0.7022823131100633,NO
0.6075868221522782,NO
0.5815467095551067,NO
0.6626672023471567,YES
0.5408178460654707,NO
0.5644964778356107,YES
0.35192390571655047,NO
0.6122437870972942,YES
0.5721891553941356,NO
0.5776715375028832,NO
0.6995233914168125,NO
0.6696422264355659,NO
0.8949131292196864,YES
0.9077557402934513,NO
0.797179469100287,YES
0.6917481404079597,NO
0.6482786064991453,NO
0.9206293330572481,YES
0.5595397871045478,YES
0.6080461527304526,YES
0.9024207156536644,YES
0.8221876799069087,NO
0.5566092399671085,NO
0.7664571418136463,YES
0.4653593141487694,NO
0.9252867230105868,YES
0.45302350141604986,NO
0.700251184168814,NO
0.6943454583532717,NO
0.5862183670378392,NO
0.5897888279563903,NO
0.6926593554184942,YES
0.5491362803778772,NO
0.5084042831602085,YES
0.4394582557746271,NO
0.5820990022037107,YES
0.6317918819811957,NO
0.6466611211580718,NO
0.6980733891054757,NO
0.6807080335484004,NO
0.9004841907316652,YES
0.8863872851790123,NO
0.6831634978825307,YES
0.704263949832131,NO
0.6959760509510179,NO
0.9956478736911534,YES
0.5144370836308569,YES
0.6072066777080997,YES
0.9657629218857513,YES
0.8281403209745023,NO
0.5914856113503177,NO
0.7921756038620961,YES
0.4055276398283404,NO
1.0,YES
0.4479866512819321,NO
0.639656350737155,NO
0.625584822431452,NO
0.5011261261356984,NO
0.6726679074359643,NO
0.7050225330204196,YES
0.6325495712353121,NO
0.596549160507269,YES
0.42457665310564285,NO
0.6538359586593272,YES
0.602791835754457,NO
0.605068949596039,NO
0.7450076744461184,NO
0.7107001866197379,NO
0.9320026620254627,YES
0.9564452915899229,NO
0.7169714465100181,YES
0.6559559780912744,NO
0.6679681115688783,NO
0.8303476101987435,YES
0.473837018913423,YES
0.5056302000033916,YES
0.9385944575259647,YES
0.7055769677109703,NO
0.5101328500932037,NO
0.9338942508175002,YES
0.39797236462716373,NO
0.9773341743964701,YES
0.43714979190246667,NO
0.744667044442398,NO
0.6561875027917735,NO
0.5673683369904592,NO
0.5973441031575669,NO
0.655340874879349,YES
0.5593626124683587,NO
0.5693806961474824,YES
0.33803440989216504,NO
0.6258280192771876,YES
0.5663891461487879,NO
0.5678267849680168,NO
0.7080707734625882,NO
0.6633843217234803,NO
0.8990341884203282,YES
0.8885241306904561,NO
0.8454111249300207,YES
0.5042564796025119,NO
0.41705642550745253,NO
0.4142172098251781,YES
0.7153349292962531,YES
0.5474422836218524,YES
0.5387285915693112,YES
0.4729526913460783,NO
0.34595533958710417,NO
0.5014626647259655,YES
0.6358710452780776,NO
0.4549034860641826,YES
0.5718795864153344,NO
0.5921097417390178,NO
0.6122553728241719,NO
0.5108274879459495,NO
0.45111109146628214,NO
0.621096842212246,YES
0.45945053394008095,NO
0.44473716089878673,YES
0.4118755839702899,NO
0.5931699745843607,YES
0.48458255392119565,NO
0.5938021602974708,NO
0.5290482634209519,NO
0.46346336335464633,NO
0.5714753156653691,YES
0.5414098784089441,NO
0.45774167605970484,YES
0.5080722751586617,NO
0.42659591439782707,NO
0.5296068674431484,YES
0.6938901582706912,YES
0.6216976651445277,YES
0.6189366141595802,YES
0.47608164370212114,NO
0.3641185264343773,NO
0.5686206665142021,YES
0.6255683972764731,NO
0.6008958240424744,YES
0.5660795771699867,NO
0.5127411941711016,NO
0.4828999034706932,NO
0.3718562137909733,NO
0.46080321217890263,NO
0.6723048185757766,YES
0.46891370691933254,NO
0.6723875237786845,YES
0.36486498271852413,NO
0.7412991580740964,YES
0.5205273480601268,NO
0.5822021418067753,NO
0.6339063253039486,NO
0.48864761402523516,NO
0.6446622744323225,YES
0.6262731715777159,NO
0.5445891829176746,YES
0.13985461428631768,NO
0.1267374067519344,NO
0.1391883131551424,NO
0.16683193540304175,NO
0.11250112680331562,NO
0.19885883565314919,NO
0.17866132663542886,NO
0.05479572237056666,NO
0.2597282655454267,NO
0.13537994107769616,NO
0.16181869731464024,NO
0.1481235450459876,NO
0.40642424730282284,YES
0.3789889216338912,YES
0.4065795127599754,YES
0.09690078547629827,NO
0.16610234769922386,NO
0.06712178257897403,NO
0.0,NO
0.12677485423524976,NO
0.10989963102619127,NO
0.09025322038368819,NO
0.12054364571260887,NO
0.05350674437915514,NO
0.14063339812018538,NO
0.24158156760438101,NO
0.1370208273770188,NO
0.17739819906689994,NO
0.3410964531879612,YES
0.4411826817098647,YES
0.2611719338160607,NO
0.22048159308079654,NO
0.2665296992345019,NO
0.20089569370658872,NO
0.43957841696101685,YES
0.3429646339382774,YES
0.06770489258105897,NO
0.21609204195574497,NO
0.21306763456362057,NO
0.24658679286920474,NO
0.16309265126184339,NO
0.24491039004104634,NO
0.20665171034045113,NO
0.3505932414921516,YES
0.2490482951549066,NO
0.30260280338606405,YES
0.04144616703623267,NO
0.3486290513617317,YES
0.17556905958110927,NO
0.27463358934559673,NO
0.21620570476488019,NO
0.12242249558851989,NO
0.2959664075121751,NO
0.22691087248216044,NO
0.230768199851607,NO
0.062015014325684716,NO
0.44816428492710964,NO
0.35798791029825344,NO
0.4275724942717024,YES
0.6634401097326157,YES
0.5648423113578955,YES
0.5198022456108081,YES
0.439221058629714,NO
0.31428423647106074,NO
0.49856266010329153,YES
0.5700867298900548,NO
0.47497457068953064,YES
0.53967427192143,NO
0.5531123111551667,NO
0.5355578821455605,NO
0.45603266375963813,NO
0.3370951202485257,NO
0.6101836669216575,YES
0.3487924628117364,NO
0.5051030465970767,YES
0.37608342165360464,NO
0.606448943119762,YES
0.42505614324525853,NO
0.5002388532606773,NO
0.4998192694608443,NO
0.41423960068031374,NO
0.5591884539745667,YES
0.5125624640044514,NO
0.45102587588088117,YES
0.5104414599698899,YES
0.2407770991008765,YES
0.31619570573574096,NO
0.21300263379074294,NO
0.2735507630578176,NO
0.23500890597856802,NO
0.3609730285043307,YES
0.5669518330842714,YES
0.07861806787164746,NO
0.1777814545720009,NO
0.24641768772436992,NO
0.19118144139390947,NO
0.16919792415168308,NO
0.23491300568393383,NO
0.18818325984868606,NO
0.2027693216469079,YES
0.2619456841346929,NO
0.4115056085585797,YES
0.038469846502435824,NO
0.32359743251338896,YES
0.13817426313084108,NO
0.23327036551693278,NO
0.24230574636894495,NO
0.11570669540969625,NO
0.27902427524286993,NO
0.2660609348882575,NO
0.2541971845663668,NO
0.055833425524722015,NO
0.3550029110945066,NO
0.3099801488529316,NO
0.2408093473157105,NO
0.4072763422389719,NO
0.36167682670312556,NO
0.42249929317574203,NO
0.39502987050577254,NO
0.14414542889452803,NO
0.21785630533776604,NO
0.30752748249025924,YES
0.33318508476358916,NO
0.23732522542122683,YES
0.31187089612849017,NO
0.4806292058380901,NO
0.3034892871622992,NO
0.30088652202698435,NO
0.4814618778938906,NO
0.2583630736448897,NO
0.25223243484165525,NO
0.10911681953011848,NO
0.37284927832099285,NO
0.3426315435822022,YES
0.4668973087665489,YES
0.2859207365428234,YES
0.3814182281224523,YES
0.3578528185694864,NO
0.41993441894909245,YES
0.17442294955407636,NO
0.5221941102828314,YES
0.25787186319242766,YES
0.2665903635057934,NO
0.21521579521330983,NO
0.2540138898103306,NO
0.2050930688183535,NO
0.31457295454154904,YES
0.5909913450880153,YES
0.06610225844747605,NO
0.18251304106162664,NO
0.22161501660939617,NO
0.19400513010546033,NO
0.16339791490633537,NO
0.2424682808851105,NO
0.1990964351392745,NO
0.21215617871503642,YES
0.24378249728741982,NO
0.45340304376510465,YES
0.0409119556583717,NO
0.33657113740429834,YES
0.1559558704224992,NO
0.22228087431522134,NO
0.21918202529867706,NO
0.11631722269868022,NO
0.2755900592423351,NO
0.22843719070462035,NO
0.22947082936251603,NO
0.05247552543531018,NO
0.3690450387411379,NO
0.30646961694127384,NO
0.2784330914993476,NO
0.3775131369010034,NO
0.36808736323745733,NO
0.4468440688239778,NO
0.45089311744780586,NO
0.1616217725416942,NO
0.20503523226910267,NO
0.2837169182198844,YES
0.3709614607694723,NO
0.3025753294313886,YES
0.31400774163993406,NO
0.46193180761295594,NO
0.2784576683139564,NO
0.2545627639753256,NO
0.48062240287153757,NO
0.1976156083909847,NO
0.21270079287994328,NO
0.12544842451043967,NO
0.3182834018680505,NO
0.32317098624583823,YES
0.445986749118848,YES
0.2596680631165127,YES
0.4427762206653413,YES
0.4005134128872413,NO
0.43374759886235476,YES
0.1638913538191029,NO
