NONETRACED_RFUNDER_SINGLE_LSA_SUM.csv,Associated
0.17016234374599806,NO
0.23225144610357482,YES
0.18999596937805754,NO
0.15193422672046225,YES
0.2128896324045828,NO
0.04358194227448402,NO
0.15010898855653856,NO
0.06757155701982015,NO
0.22885305215139504,YES
0.25859877248015356,NO
0.1990143174701175,YES
0.3683368359752555,YES
0.17278831416204182,YES
0.33761513896209466,NO
0.23348489730002253,NO
0.22616642020109973,NO
0.18959021111561955,NO
0.26261052194532103,YES
0.47727012311595385,YES
0.2755651295932577,NO
0.14156245239754608,NO
0.17701440104823135,NO
0.22868859199186872,NO
0.2679446928571717,NO
0.31864290711640675,NO
0.1846564063298289,NO
0.13515389831239616,YES
0.22475233243599202,NO
0.2781466148841837,YES
0.07365119078591736,NO
0.3381691809749252,YES
0.06979176917342593,NO
0.12266571046114899,NO
0.10153797209839033,NO
0.1423186995245484,NO
0.27169492370801046,NO
0.25824693558149475,NO
0.22953785347139,NO
0.1880938932707486,NO
0.06734104318966436,NO
0.10752998364834646,NO
0.2775925728713531,YES
0.16064522303898113,YES
0.13170023496234268,YES
0.27217077974336124,YES
0.28541117061932736,NO
0.10794113404716235,NO
0.4335169805114711,YES
0.062001480141435736,NO
0.29495929611051724,YES
0.06125601728718924,NO
0.23501356796316095,NO
0.17883424707577705,NO
0.15130334676424637,NO
0.053942932324644366,NO
0.10450364710624263,YES
0.06191385792529465,NO
0.6630952750056955,YES
0.07934124269871035,NO
0.254623419935537,YES
0.1904893498566366,NO
0.15669278707397072,NO
0.38173494684027554,NO
0.25689890148701644,NO
0.22876408190115943,YES
0.20039470438286328,NO
0.31040776683323873,YES
0.364823859125045,NO
0.0373270640761046,NO
0.37700873930503453,YES
0.22084842569838278,YES
0.1903464582426219,YES
0.7539055917802273,YES
0.2325197048883761,NO
0.14806941297159293,NO
0.35576102590786723,YES
0.22083764142562695,NO
0.3195083450050619,YES
0.1552180377746114,NO
0.17210755694433028,NO
0.19724300066997297,NO
0.20916097009925577,NO
0.21110753133168247,NO
0.19074143223230405,YES
0.05739659567469782,NO
0.23868696087061433,YES
0.25454118985577384,NO
0.16822117464994926,YES
0.16034865553819588,NO
0.13666639256640079,NO
0.2588495068217265,NO
0.25534192210789397,NO
0.26172755961343774,YES
0.21781130488352315,NO
0.18755602766705176,YES
0.09522243236575942,NO
0.2909259780998381,NO
0.5117622714913707,YES
0.2126914713926945,YES
0.2568436320891428,YES
0.3638249658610365,YES
0.29285501488903654,NO
0.3069716279264135,NO
0.26214949428500944,YES
0.18332994078086226,NO
0.3191295474245135,YES
0.16327119345502492,NO
0.20117926022584964,NO
0.055751994079434264,NO
0.14443511305287934,NO
0.21952735228579404,NO
0.2579840689330714,YES
0.25511680041411605,NO
0.3741037258314337,YES
0.13066359674368885,NO
0.2724781315169023,YES
0.29086531656558656,NO
0.09185099909546914,NO
0.29594066493129745,NO
0.32809936628917225,NO
0.26872790066606367,YES
0.32025919999568636,NO
0.22398395300213933,YES
0.05665113282045131,NO
0.045062083710221204,NO
0.2662502140004125,YES
0.15546472801390096,YES
0.1204347140347874,YES
0.4154331031340445,YES
0.18775418867894011,NO
0.030589589671901982,NO
0.42833109335001307,YES
0.06734643532604227,NO
0.2812268727900666,YES
0.057232135515171464,NO
0.3143278499799817,NO
0.10220659700925155,NO
0.1079680947290519,NO
0.21924830922823707,NO
0.1640112641728935,YES
0.08189576730774675,NO
0.45267254499400805,YES
0.11829673196094478,NO
0.24229969224381623,YES
0.21120054568420144,NO
0.05172272017103857,NO
0.2561413063259196,NO
0.1288329664433873,NO
0.23320450620837105,YES
0.2066334061721089,NO
0.3488968362987837,YES
0.17387887374447475,NO
0.05928788750925089,NO
0.7029782117249309,YES
0.6690320171577779,YES
0.3781060390579399,YES
0.30039322154535936,YES
0.08912662219052846,NO
0.3135122893528223,NO
0.30065608819378264,YES
0.14694515253679796,NO
0.14486243986082897,YES
0.12843260031732726,NO
0.593868332117856,NO
0.2094400131568128,NO
0.35410024790347006,NO
0.13797668170623373,NO
0.46777052685216525,YES
0.3225899509450393,NO
0.35887498466611223,YES
0.1897546712751459,NO
0.4726328858309485,YES
0.19188186907623267,NO
0.29275121626376177,NO
0.2521457332698858,NO
0.27078500069423755,NO
0.29858415979056946,YES
0.14979624464661964,NO
0.29980682671426123,YES
0.25887242340133265,NO
0.17740937503791346,NO
0.2611357726459618,YES
0.3763185458486616,YES
0.3772338609988124,YES
0.22505294403906062,YES
0.2812228286877832,NO
0.04999588849601186,NO
0.2247348079927638,YES
0.13584409176876905,NO
0.2482472186686546,YES
0.09522243236575942,NO
0.42746700349545247,NO
0.12398139173735984,NO
0.15043790887559128,NO
0.16190024278094042,NO
0.40162384187020866,YES
0.19798307138784157,NO
0.5637262897653207,YES
0.07169923741711276,NO
0.4569970383690944,YES
0.2036515547551229,NO
0.10500781185757752,NO
0.243806794361443,NO
0.12267649473390482,NO
0.2561197377804079,YES
0.22775575239848966,NO
1.0,YES
0.05805443631280324,NO
0.057709339584616784,NO
0.09842940547652332,NO
0.33345510574653453,NO
0.04045719924348326,NO
0.06356385165693611,NO
0.17189995969378058,NO
0.03412009096534069,NO
0.38673480529669557,NO
0.18539108491131961,NO
0.08986130077201915,NO
0.1118167320687875,NO
0.3592524342125661,YES
0.27530091491073994,YES
0.4569754698235828,YES
0.06133824736695241,NO
0.09725661581432718,NO
0.05040703889482773,NO
0.04201417862260573,NO
0.30113329226322794,NO
0.26387228185775274,NO
0.06338321508827603,NO
0.04613107474714251,NO
0.1491330118721363,NO
0.19112022981285248,NO
0.24475041822757784,NO
0.02935613847545433,NO
0.15796398322506375,NO
0.1406740979292848,YES
0.47864107379003834,YES
0.25160786766618903,NO
0.2421190556751561,NO
0.2000887006434167,NO
0.13046139162951711,NO
0.2823673096339952,YES
0.15497673967169978,YES
0.19927179198216285,NO
0.1906592021525409,NO
0.10958034350604798,NO
0.2528911961241323,NO
0.21581621442369525,NO
0.18942575095609324,NO
0.16723441369279113,NO
0.4264519338223103,YES
0.2766071599482894,NO
0.22847964670722454,YES
0.16078272251661793,NO
0.3728810589077419,YES
0.16482817283414733,NO
0.1748656347016329,NO
0.1540452481124153,NO
0.20405192088118296,NO
0.2650288951108151,NO
0.30277250172211356,NO
0.13326260647784305,NO
0.2740688117483867,NO
0.03255771944984033,NO
0.19784691994429926,NO
0.09727279222346094,YES
0.3030677211888043,YES
0.30249211063046205,YES
0.10475572948191005,YES
0.1336629726039031,NO
0.07718169207935609,NO
0.3514527089419146,YES
0.07606282378093908,NO
0.09908724611462874,YES
0.1476528704363991,NO
0.26876160151842554,NO
0.2885628743322176,NO
0.17373598213046004,NO
0.0016446015952635493,NO
0.22684582938471684,YES
0.014631562061467662,NO
0.42391897775878556,YES
0.24555115047969797,NO
0.33865716931712636,YES
0.1412227478057375,NO
0.057133729026274546,NO
0.22065161272058897,NO
0.433432054363519,NO
0.09662034372173342,YES
0.05131156977222269,NO
0.5352167167011989,YES
0.3501033268133418,YES
0.15486215677366916,YES
0.3378564370650063,NO
0.247540848803148,NO
0.2480948908159786,NO
0.15373789633887422,NO
0.2111506684227058,YES
0.39632202377662534,YES
0.2514717162226467,NO
0.14937970211142582,NO
0.1455148883625565,NO
0.15275113538171609,NO
0.20891427985996627,NO
0.17865361050711698,NO
0.1608150753348854,NO
0.18629022365233663,YES
0.1961416568147842,NO
0.34582197052927865,YES
0.07669370373715494,NO
0.3459095927454197,YES
0.0840944109158409,NO
0.08985590863564123,NO
0.14172691255707243,NO
0.1428943100828906,NO
0.3006951811825225,NO
0.2640744869719245,NO
0.1719875819099217,NO
0.15956544772930395,NO
0.14059186784952166,NO
0.1603823563905578,NO
0.4033681979884635,NO
0.2305461829740598,NO
0.2240122617181234,NO
0.2744085163401953,NO
0.09084806172917725,NO
0.5011788558156213,NO
0.19675501232777182,NO
0.19955622717609778,YES
0.2970002197295574,NO
0.17324799378825892,YES
0.6278954087306777,NO
0.20113477510073188,NO
0.24469514882970425,NO
0.10114299810870818,NO
0.30834797073687586,NO
0.30993191079788796,NO
0.1753644073165899,NO
0.24961277720636113,NO
0.46026602104820435,NO
0.085765973192994,YES
0.30942774604655304,YES
0.20923780804264105,YES
0.22420907469591725,YES
0.1521040790163665,NO
0.11855420647299011,YES
0.19056618780002182,NO
0.3627667590968711,YES
0.11936033086148817,YES
0.2574462033293746,NO
0.16904347544758103,NO
0.09224058094877335,NO
0.1349840460164919,NO
0.14767443898191074,YES
0.4087441579572431,YES
0.22450564219670247,NO
0.1544779670567428,NO
0.10530977149474066,NO
0.15579364833295367,NO
0.18918445285318158,NO
0.2676764340723706,NO
0.17257397674101976,NO
0.23684554629755702,YES
0.028287147438533018,NO
0.5122893528223117,YES
0.06584472534479342,NO
0.3598887063051599,YES
0.14369504233501074,NO
0.09149511809452686,NO
0.049409493664913776,NO
0.14355215072099606,NO
0.25655380475882994,NO
0.25049573953824444,NO
0.19926639984578493,NO
0.22334902894364006,NO
0.12876152063637994,NO
0.03527670421840309,NO
0.13385978558169695,NO
0.31979952036946924,NO
0.08263583802561535,NO
0.12539547950246757,NO
0.13756013917103993,NO
0.2638830661305086,NO
0.14249933609320847,NO
0.26826282890346864,YES
0.3107434273227639,NO
0.3918384623783905,YES
0.1853465997862018,NO
0.1944687465035366,NO
0.16380231888824934,NO
0.051229339692459505,NO
0.18612037135643233,NO
0.13663403974813332,NO
0.1462495669440472,NO
0.24024933238611476,NO
0.18578605890100175,NO
0.14567934852208284,YES
0.1251326128540443,YES
0.11354895588019215,YES
0.3712041044942109,YES
0.15762967076963313,NO
0.17387887374447475,YES
0.07137570923443796,NO
