LOWERTRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.34615626627150997,NO
0.6136901700023755,YES
0.12122992557775167,NO
0.10614962788875833,NO
0.10177568873221046,NO
0.07395819077327721,NO
0.4806826208083412,NO
0.07441516949112548,NO
0.45541822597872894,NO
0.17051126558722157,NO
0.46919287018815575,NO
0.6785158652628533,YES
0.6599103031790304,YES
0.6063132278428246,YES
0.6130373432625922,YES
0.3885247216834436,NO
0.5385498122533221,YES
0.30711722723247087,NO
0.1895281871709321,NO
0.17575354296150525,NO
0.336588815111602,YES
0.23746454678880033,YES
0.16460908262898832,YES
0.35369287569392344,YES
0.18299991977309946,NO
0.1646554883851898,NO
0.4018062064159498,YES
0.4757329356595989,NO
0.336001271045797,YES
0.40137596999828545,NO
0.1385298341820081,NO
0.15935500718109413,NO
0.1465596030813422,NO
0.22008047859278873,NO
0.14593823787118707,YES
0.2172733236117207,NO
0.17061508863499433,YES
0.21792615035150395,NO
0.16617586680446816,YES
0.43989274764549785,NO
0.45014212746009513,NO
0.4515783462876183,NO
0.3735002682095402,NO
0.3621796233111058,YES
0.37898401282371963,NO
0.35336646232403174,YES
0.09175361846917635,NO
0.04801422690369783,NO
0.7761818916873922,NO
0.48522330607191805,NO
0.4621785221575688,NO
0.7511133448797149,NO
0.10729089487601799,NO
0.09965282202055381,NO
0.7512439102276716,NO
0.4753026992419345,YES
0.7542469132306745,NO
0.505202163924008,YES
0.2346141322044937,NO
0.20308260067296216,NO
0.20288675265102718,NO
0.03417430002029269,NO
0.42973303319034073,NO
0.03593693221770748,NO
0.4338458416509753,NO
0.14665634728494864,NO
0.42575079007766287,NO
0.46812160510431866,YES
0.4397889245977251,YES
0.4695578239318418,YES
0.5483540114236815,YES
0.7777486758628719,NO
0.45362885148113025,YES
0.7076350840101497,NO
0.33662027664123007,NO
0.36208051949277725,NO
0.23213103097859517,NO
0.11992427209818515,NO
0.08525917221569396,NO
0.22162052046808464,NO
0.36208051949277725,NO
0.3377953647728399,NO
0.22938915867150547,NO
0.21530225878051965,YES
0.23892042907234104,NO
0.1048439744091918,YES
0.07840449144796971,NO
0.039496017756887325,NO
0.03375114244679461,NO
0.4078436739515839,NO
0.07814336075205641,NO
0.38270984446992834,NO
0.19388954171562867,NO
0.36012203927342745,NO
0.17554511032771902,NO
0.25538582060321197,YES
0.2066849458153806,YES
0.31407494450972717,YES
0.10791226008617312,YES
0.21189340204531404,NO
0.1660138399268834,YES
0.1985757365537355,NO
0.40007031651871894,NO
0.35633092495324037,NO
0.4493563757576331,NO
0.5376743951914199,NO
0.5184160063678137,NO
0.44086962814045066,NO
0.4160645716434088,NO
0.3847288881338123,NO
0.4361692756140112,NO
0.5948329156815276,YES
0.44119604151034225,NO
0.49717003540995175,YES
0.1385298341820081,NO
0.12475518997258128,NO
0.12253557905731818,NO
0.338639320305114,NO
0.47715735641351154,NO
0.3397491257627456,NO
0.46357856022601973,NO
0.43094902131046725,NO
0.47617811630383666,NO
0.6247976630375793,YES
0.5892838883933699,YES
0.5439124299784331,YES
0.5358173784051208,YES
0.4658728922741496,NO
0.4919474214916856,YES
0.398109476684647,NO
0.07830066840019696,NO
0.0774519936384787,NO
0.11707621712860061,NO
0.3450920800318391,NO
0.24984465869746122,NO
0.1023876154834772,NO
0.07033618217484115,NO
0.06557054697442334,NO
0.1393376089552098,NO
0.5538495541114714,YES
0.0861975123368523,NO
0.4200200724559028,YES
0.1297819558689124,NO
0.12521216869042956,NO
0.12501632066849458,NO
0.08626515462555275,NO
0.22425385049795737,NO
0.08463308777609459,NO
0.22033689005925783,NO
0.14195127552906495,NO
0.255785382029489,NO
0.48693481328368715,YES
0.4824303087791825,YES
0.4717892329207154,YES
0.3488619578195273,YES
0.13633460595220678,NO
0.3404404928763232,YES
0.11120077647055124,NO
0.0691658132726755,NO
0.02882112075406994,NO
0.7803206559099697,YES
0.5568557032674372,YES
0.5435380377758587,YES
0.6335652048066925,YES
0.14541597647936047,NO
0.06890468257676219,NO
0.6609186452036112,YES
0.21240622497825226,NO
0.6624201467051127,YES
0.21795525226640997,NO
0.15422677785171238,NO
0.11277227987547528,NO
0.1113360610479521,NO
0.05826360671829503,NO
0.5282618920649303,YES
0.05650097452088022,NO
0.6180908514591071,YES
0.13836544768970124,NO
0.5496746091298214,YES
0.23179517914981512,NO
0.20104703970602353,NO
0.3463009893077993,NO
0.22716010929735397,NO
0.6696012408427285,YES
0.3130721082528312,NO
0.5835586765392947,YES
0.15614907731198985,NO
0.13969784346945166,NO
0.8790312051181617,YES
0.1322626974800888,NO
0.09172215693954824,NO
0.9158506332419376,YES
0.15797699218338296,NO
0.11032064017920487,NO
1.0,YES
0.11620315968142056,NO
0.9303433868651261,YES
0.09126517822169995,NO
0.20459590024807417,NO
0.20061365713539625,NO
0.16438177307742524,NO
0.1503389193279188,NO
0.13448230839535186,NO
0.12997072504668103,NO
0.23129651390520958,NO
0.13343070676753235,NO
0.16366366366366367,NO
0.12149105627366497,NO
0.10797754276015145,NO
0.2374330852591722,NO
0.11666013839926884,NO
0.8920224572398486,YES
0.21079775427601513,NO
0.8319623971797885,YES
0.043608826217521865,NO
0.015276145710928321,NO
0.6564723445289188,YES
0.3862783684679967,YES
0.34958950569217734,YES
0.6393682839465973,YES
0.07200678939809375,NO
0.022457239848544194,NO
0.6776239308978964,YES
0.17495284703246988,NO
0.6651549401680361,YES
0.09445931001719372,NO
0.14590677634155894,NO
0.1260608434521478,NO
0.12521216869042956,NO
0.021282151716934327,NO
0.3210609771636488,YES
0.02036819428123776,NO
0.38014179711403395,YES
0.0714192453322888,NO
0.3287643326930913,YES
0.1794573515369744,NO
0.1607865067791731,NO
0.21457943013731384,NO
0.0983762704558933,NO
0.6535346241998942,YES
0.15086354033446753,NO
0.6241574209096472,YES
0.1376426190464954,NO
0.13829544578627867,NO
0.5044329295246006,YES
0.10654132393262827,NO
0.09916438177307742,NO
0.5250622545017517,YES
0.1405803393755201,NO
0.13072265560479285,NO
0.5603801811240262,YES
0.09531270400835619,NO
0.5729144545278648,YES
0.08656482569526049,NO
0.13800757279018147,NO
0.09217913565739654,NO
0.0748792270531401,NO
0.14671691072948276,NO
0.1289985637811725,NO
0.1388177071781053,NO
0.22372372372372373,NO
0.08972513634640403,NO
0.16536101318710014,NO
0.136310223266745,NO
0.10667188928058494,NO
0.2461809635722679,NO
0.1325238281760021,NO
0.513507221207588,YES
0.22548635592113853,NO
0.4625214528305153,YES
0.03773102594475042,NO
0.019256029208884112,NO
0.3259115584940625,YES
0.1435204193192669,YES
0.09677802475078535,YES
0.3247364703624527,YES
0.03263897737444098,NO
0.013641719246748063,NO
0.3689981233197578,YES
0.08244965761990382,NO
0.3187304643564467,YES
0.07213499513132829,NO
0.10314662488575532,NO
0.10464812638725683,NO
0.10804282543412978,NO
0.04850266715117424,NO
0.12295637701609416,YES
0.04732757901956436,NO
0.11518773881267333,YES
0.09517977904567743,NO
0.09423200046563064,YES
0.01703641829362102,NO
0.05385584641739698,NO
0.05281132363374376,NO
0.030092953089286254,NO
0.33426774076328825,YES
0.03192086796067939,NO
0.33198284717404686,YES
0.2911780297846302,YES
0.12522947253172503,YES
0.3624619905395181,NO
0.5880899233439832,NO
0.5822797653599122,NO
0.22354046031364003,NO
0.25004994517828466,YES
0.33485213867613034,YES
0.21688162756785073,NO
0.040997519258388834,NO
0.2242585697274016,NO
0.03525264394829612,NO
0.16209216025873963,NO
0.12742706037624846,NO
0.11737352858358621,NO
0.1488618005118791,YES
0.5490508843049441,NO
0.2516820120277429,YES
0.5040058392598992,NO
0.28863200549947543,YES
0.5116439121153632,NO
0.058101579840710266,NO
0.05203029116072595,NO
0.07370413892153023,NO
0.0693954824389607,NO
0.2673451345530969,NO
0.08943726335030683,NO
0.19024629658469366,NO
0.290112270468478,NO
0.2792100639140975,NO
0.592934998906712,YES
0.06684945815380598,YES
0.043869956913435176,YES
0.599332700956588,YES
0.2920054680138494,NO
0.2795364772839891,NO
0.7488300243669548,YES
0.17072913667989625,NO
0.6388287187134752,YES
0.1594352340816458,NO
0.19010314662488578,NO
0.11339600470035253,NO
0.12364538451494972,NO
0.2901775531424563,NO
0.06508682595639118,YES
0.2858036139859084,NO
0.18749183966575272,YES
0.2889371823368681,NO
0.12005483744614179,YES
0.1978214463809016,NO
0.17099026737580952,NO
0.3068435119247063,NO
0.1863316957607162,NO
0.5862761661609227,YES
0.2805998769854192,NO
0.6296891443565096,YES
0.08414700714334031,NO
0.038188004662598696,NO
0.758380958223808,YES
0.5371835953292214,YES
0.523670081815708,YES
0.6402193183230377,YES
0.15034363855736305,NO
0.08329833238162207,NO
0.6772998771427269,YES
0.11463637550594072,NO
0.6699229349831761,YES
0.06254080167123645,NO
0.14016190103146625,NO
0.10660660660660662,NO
0.1053662358010184,NO
0.06913199212832528,NO
0.49187741958826303,YES
0.06482333564575576,NO
0.5406435770500727,YES
0.13572031958621797,NO
0.4954026839830926,YES
0.1308264786525656,NO
0.11202506854680767,NO
0.18762240501370936,NO
0.07781694738216478,NO
0.6775610078386404,YES
0.14433999216607912,NO
0.61867603591019,YES
0.22856486659524905,NO
0.2127011768185158,NO
0.6101885017547669,YES
0.11319779706369545,YES
0.1375482344576111,YES
0.4820386127353126,YES
0.28914718804713574,NO
0.2468440153091804,NO
0.48693481328368715,YES
0.06345475910693302,NO
0.5214693478182216,YES
0.05823214518866693,NO
0.08832745789267528,NO
0.04778691735213475,NO
0.032576054315184746,NO
0.27374047698825077,NO
0.11704947482841668,YES
0.26988879922352954,NO
0.2306413275507042,YES
0.25670169907990764,NO
0.17136465957838407,YES
0.10601906254080168,NO
0.07644601122861992,NO
0.22777124951037994,NO
0.10347303825564697,NO
0.4921574272019532,YES
0.20426948687818255,NO
0.4352309354928528,YES
0.06926019786155983,NO
0.07076169936306133,NO
0.5946323484301484,YES
0.07060203210019868,YES
0.04279161298543174,YES
0.5846440993114645,YES
0.06632247753253516,NO
0.05927194874287593,NO
0.7340108573738747,YES
0.05699177438307873,NO
0.6279265121590948,YES
0.04896200548374462,NO
0.17815641728685205,NO
0.07396526961744353,NO
0.08924141532837185,NO
0.09132574166623407,NO
0.0666850716614991,YES
0.08930197877290597,NO
0.19953531320739282,YES
0.064690410683077,NO
0.1395405358213111,YES
0.0748792270531401,NO
0.044588066327196765,NO
0.19617443530487008,NO
0.06299778038908474,NO
0.5898014305557523,YES
0.14616790703747226,NO
0.6709477943108116,YES
0.09811513975997999,NO
0.08205560196131176,NO
0.45189296158389936,YES
0.22431126778952865,YES
0.16457762109936022,YES
0.48544825600875896,YES
0.08434049555055319,NO
0.05914138339491927,NO
0.5177631796280304,YES
0.4190699342611339,NO
0.4582906636337753,YES
0.38296861555111955,NO
0.15393654524089306,NO
0.16980023501762634,NO
0.1562214388301345,NO
0.1338247624261244,NO
0.13944379161770465,YES
0.13056062872720808,NO
0.1707141924533229,YES
0.12142105437024242,NO
0.16470818644731688,YES
0.3691286886677144,NO
0.39569873697689323,NO
0.3955681716289365,NO
0.3568555459597891,NO
0.4840120371812358,YES
0.3678230351881479,NO
0.46357856022601973,YES
0.1013792734588963,NO
0.09021593620860255,NO
0.47981192297588315,YES
0.20596683640161903,YES
0.22809766288027158,YES
0.4832719046967345,YES
0.08701708518366455,NO
0.0746786598017609,NO
0.5044234910657122,YES
0.1742953010632424,NO
0.512387977291068,YES
0.14204566011794928,NO
0.08604256430343388,NO
0.059146102624363484,NO
0.03734168951560256,NO
0.1421156620213718,NO
0.18324846585716154,YES
0.13865568030052053,NO
0.3654524089306698,YES
0.0812069271995935,NO
0.29142185663924797,YES
0.16391535590068854,NO
0.1498142983213701,NO
0.24930509346433913,NO
0.14243735616181924,NO
0.4758296798632053,YES
0.20445589644122908,NO
0.4670818015501096,YES
0.20692248036407287,NO
0.1745422740708231,NO
0.40414930383500325,NO
0.15272527635021088,NO
0.05924048721324782,NO
0.3764694500681929,NO
0.21168811556449066,NO
0.17721886370393444,NO
0.48320662202275616,NO
0.16231239096613637,NO
0.3652408301439208,NO
0.14670983188531644,NO
0.2673325499412456,YES
0.21138529834182007,YES
0.24859642250946598,YES
0.19882742879076043,NO
0.06152538080248923,NO
0.20085119168408852,NO
0.049774499486390525,NO
0.25007432786374645,NO
0.06537705856721047,NO
0.10825833691208234,NO
0.1266680509739703,NO
0.14422909027414005,NO
0.11335038548239178,NO
0.42399523672441436,NO
0.11335038548239178,NO
0.4514139597953113,NO
0.0723984854419637,YES
0.18018018018018017,YES
0.4857864674522612,NO
0.36684851430791715,NO
0.31207635084010155,NO
0.3467996545524048,NO
0.20629324977151062,YES
0.07305131218174696,YES
0.3693221770749273,NO
0.09067763415589503,NO
0.34092421389435545,NO
0.10797754276015145,NO
0.09994777386081734,NO
0.08969839404622014,NO
0.09348478913696305,NO
0.1922574748661705,YES
0.29791001058680483,NO
0.11000130565347957,YES
0.28087123267846165,NO
0.2353440396918658,YES
0.3161891593007361,NO
0.06743700221961091,NO
0.018801410105757928,NO
0.0799059929494712,NO
0.053401227314270786,NO
0.39798127095141245,NO
0.045110327719023374,NO
0.3644912592005312,NO
0.01867084475780128,NO
6.528267397832438e-05,NO
0.6442212248917331,YES
0.28216902077562117,YES
0.28171204205777284,YES
0.6501619482237607,YES
0.02402402402402402,NO
0.0005875440658049333,NO
0.6961862333784807,YES
0.23695015077938075,NO
0.6563638022517018,YES
0.22957320861982988,NO
0.4037308654909494,NO
0.3873449143223895,NO
0.39250224556667723,NO
0.004830917874396134,NO
0.23235834053015825,YES
0.0044392218305261775,NO
0.32460275886153317,YES
0.05934195064629848,NO
0.2783173430108999,YES
0.19236208445218403,NO
0.1898160601670293,NO
0.2447187889828016,NO
0.1889021027313327,NO
0.6544053220323519,YES
0.21730006591190457,NO
0.6387374802775537,YES
0.21726073899986945,YES
0.008747878313095703,YES
0.34408609762198034,NO
0.6200084316899405,NO
0.5776399762780068,NO
0.18721183205206254,NO
0.13905209557383472,YES
0.26465596030813426,YES
0.18988842168517395,NO
0.0579057318187753,NO
0.1806835646542299,NO
0.060582321451886675,NO
0.10517038777908344,NO
0.0811463637550594,NO
0.07768638203420812,NO
0.06580493537015276,YES
0.5685004019210411,NO
0.203159681420551,YES
0.5378828278252061,NO
0.2139313226269748,YES
0.5437582684832555,NO
0.03205379292335814,NO
0.04112808460634547,NO
0.07416111763937851,NO
0.038908473691082385,NO
0.24270210493363978,NO
0.06515210863036949,NO
0.1704341848396327,NO
0.08019858517501263,NO
0.04239991694156178,NO
0.4180159730185923,NO
0.15664223678891045,NO
0.07654039581750424,NO
0.433357401403499,NO
0.05140892595057078,NO
0.05610927847701028,NO
0.47872885981843566,NO
0.3658087107537082,YES
0.4084847026177567,NO
0.3556246136130893,YES
0.14884449667058364,NO
0.1632066849458154,NO
0.1549810680245463,NO
0.09168833579519803,NO
0.07928226812459395,NO
0.10761730824590962,NO
0.1021312040170081,NO
0.13464433527293665,NO
0.11427378137697677,NO
0.3075765655650412,YES
0.3139089849409389,YES
0.3306866321533687,YES
0.3532744373498696,YES
0.44328036784820457,NO
0.2907989183526114,YES
0.4310072251402792,NO
0.2273142707925317,YES
0.023371197284240763,YES
0.63986380303824,NO
0.4803247459088214,NO
0.41935072841306475,NO
0.4998324673547304,NO
0.09936022979501241,YES
0.28522000261130703,YES
0.5173935066549001,NO
0.06195325760543151,NO
0.4976781391134456,NO
0.06299778038908474,NO
0.10759083153470379,NO
0.09499127545688685,NO
0.09440373139108192,NO
0.07383470426948686,YES
0.411386242187709,NO
0.23899986943465204,YES
0.3983949900660221,NO
0.22502937720329028,YES
0.417392248193715,NO
0.022653087870479174,NO
0.02134743439091265,NO
0.07468337903120513,NO
0.03597075336205771,NO
0.5487291901644966,NO
0.044000522261391825,NO
0.5057731906867581,NO
0.08434521477999739,NO
0.03153153153153153,NO
0.6861618035007244,NO
0.532316496695753,NO
0.4831586431900734,NO
0.6901440466134023,NO
0.0913304608956783,NO
0.0631936284110197,NO
0.7037228428008941,NO
0.12520980907570745,YES
0.6767610984478455,NO
0.1912105924677952,YES
0.22932623561224924,NO
0.22586625389139794,NO
0.2122221750299278,NO
0.044196370283326805,NO
0.4796986614692221,NO
0.04778691735213475,NO
0.4694492816546249,NO
0.1407494450972712,NO
0.4687311722408633,NO
0.07069877630380511,YES
0.07579082487411455,YES
0.08799868490806155,YES
0.18553099983168084,YES
0.7157348548129062,NO
0.0823843749459255,YES
0.6579596883420876,NO
