LOWERTRACED_RFNONE_SINGLE_LSA_SUM.csv,Associated
0.08502075377718746,NO
0.15523825336211192,NO
0.0759621451104101,NO
0.12769716088328079,YES
0.09599203054956003,YES
0.12930433338867675,YES
0.21747966129835633,YES
0.1661231944213847,NO
0.11147932923792131,YES
0.08766395483978086,NO
0.07304001328241741,NO
0.1015307986053462,NO
0.2337639050307156,NO
0.1341258509048647,NO
0.09533455088826169,NO
0.22200232442304502,NO
0.1015307986053462,NO
0.07435497260501411,NO
0.23069566661132326,NO
0.25413913332226473,YES
0.24136144778349658,NO
0.1305329569981737,YES
0.08766395483978086,NO
0.0441241906026897,NO
0.03769550058110577,NO
0.15274115889091816,NO
0.0873717416569816,NO
0.1246156400464885,NO
0.21689523493275778,NO
0.09933919973435167,NO
0.1963672588411091,NO
0.29899385688195257,YES
0.2444960982898888,YES
0.3646687697160884,YES
0.1339664618960651,YES
0.21111738336377223,NO
0.19898389506890254,YES
0.19621451104100948,NO
0.09555371077536114,NO
0.04660800265648349,NO
0.13310310476506726,NO
0.307627428191931,NO
0.28607670596048485,NO
0.123606176324091,NO
0.1134517682218164,NO
0.07838618628590405,NO
0.11834633903370416,NO
0.26517018097293715,YES
0.12397144280259008,NO
0.15588245060601033,YES
0.15494604017931266,NO
0.13953179478665118,NO
0.13704798273285737,NO
0.026810559521832974,NO
0.23990702307820028,NO
0.02805246554872987,NO
0.22471193757263824,NO
0.13010791964137475,NO
0.23881122364270302,NO
0.2987016436991533,YES
0.25896065083845266,YES
0.20818861032707955,YES
0.1991300016603022,YES
0.15158558857712104,NO
0.15003818695002494,YES
0.07575626764071063,NO
0.12323426863689192,NO
0.12228457579279432,NO
0.09589241241906028,NO
0.5067574298522332,NO
0.4001726714261997,NO
0.07945542088660137,NO
0.1143217665615142,NO
0.10898887597542753,NO
0.12080358625269803,NO
0.48431678565498926,YES
0.06133820355304666,NO
0.33455752947036366,YES
0.14515689855553712,NO
0.1400431678565499,NO
0.13982400796945044,NO
0.13214677071226963,NO
0.3715357795118713,NO
0.1303204383197742,NO
0.36715258176988225,NO
0.19446123194421383,NO
0.406820521334883,NO
0.4094371575626765,YES
0.4043964801593891,YES
0.39248879296031886,YES
0.2549294371575627,YES
0.11744313465050642,NO
0.24550556201228627,YES
0.08931761580607671,NO
0.0685239913664287,NO
0.023377054623941563,NO
0.40248381205379385,YES
0.8255022414079364,YES
0.8105993690851736,YES
0.23826000332060435,YES
0.1538502407438154,NO
0.06823177818362944,NO
0.2688693342188279,YES
0.06158392827494605,NO
0.2705495600199237,YES
0.06779345840943053,NO
0.14610659139963475,NO
0.09971774863025074,NO
0.09811057612485474,NO
0.056324090984559205,NO
0.7935048978914163,YES
0.054351652000664136,NO
0.894026232774365,YES
0.14596048480823512,NO
0.8174663788809563,YES
0.08328075709779181,NO
0.04887265482317783,NO
0.21141623775527146,NO
0.07809397310310477,NO
0.2785854225469036,YES
0.17423211024406443,NO
0.18230117881454425,YES
0.4671957496264321,NO
0.4487863191100781,NO
0.4655752947036362,YES
0.1479329237921302,NO
0.1025668271625436,NO
0.5067773534783331,YES
0.469241241906027,NO
0.41591233604516026,NO
0.6009430516353976,YES
0.1698090652498755,NO
0.5229951851236926,YES
0.14190270629254523,NO
0.33513531462726226,NO
0.33067906358957333,NO
0.2901344844761747,NO
0.4606940063091483,NO
0.15041673584592394,NO
0.4379013780508053,NO
0.2587547733687532,NO
0.4417732027228956,NO
0.18307155902374234,NO
0.17572638220156067,NO
0.1606043499916985,NO
0.30546903536443637,NO
0.17032043831977423,NO
0.48011290054789985,YES
0.2756632907189109,NO
0.4129038685040678,YES
0.04872654823177819,NO
0.017021417898057452,NO
0.8884874647185789,YES
0.3273651004482817,YES
0.2863091482649843,YES
0.8693475012452266,YES
0.08050473186119876,NO
0.025057280425037357,NO
0.9121567325253197,YES
0.3331695168520672,NO
0.8982035530466546,YES
0.24309480325419228,NO
0.163201062593392,NO
0.14099286070064754,NO
0.1400431678565499,NO
0.023742321102440647,NO
0.2543848580441641,YES
0.022719574962643204,NO
0.3204980906524989,YES
0.0798472521999004,NO
0.26300514693674254,YES
0.33821019425535453,NO
0.3173169516852068,NO
0.37751286734185635,NO
0.24747800099618136,NO
0.885200066412087,YES
0.3062128507388346,NO
0.8523260833471693,YES
0.3623111406275943,NO
0.36304167358459244,NO
0.287232276274282,YES
0.11914992528640216,NO
0.11089490287232277,NO
0.3103171177154243,YES
0.3655985389340861,NO
0.3545674912834137,NO
0.3498389506890255,YES
0.10658475842603356,NO
0.3638651834633904,YES
0.09679561680225804,NO
0.1543616138137141,NO
0.10307820023244232,NO
0.08371907687199072,NO
0.3724655487298689,NO
0.1442802590071393,NO
0.363626099950191,NO
0.2502805910675744,NO
0.30869002158392833,NO
0.1849709447119376,NO
0.15246222812551885,NO
0.11929603187780179,NO
0.27541092478831153,NO
0.14822513697492948,NO
0.29738668437655663,YES
0.25225303005146943,NO
0.24033206043499922,YES
0.03782832475510543,NO
0.017154242072057117,NO
0.07001826332392497,YES
0.18725552050473188,YES
0.13494936078366263,YES
0.06870330400132825,YES
0.03213016769051967,NO
0.010871658641872822,NO
0.1182334384858044,YES
0.31367092810891595,NO
0.061982400796945045,YES
0.3021285073883448,NO
0.11535115391001165,NO
0.11703137971110746,NO
0.12083015108749794,NO
0.04988211854557531,NO
0.1642437323592894,YES
0.04856715922297859,NO
0.15555039017101113,YES
0.10211522497094473,NO
0.13210028225136977,YES
0.2404715258176989,NO
0.28167358459239594,NO
0.28050473186119884,NO
0.2550821849576624,NO
0.07936908517350158,YES
0.25712767723725727,NO
0.07681221982400799,YES
0.6230981238585422,YES
0.4373966461896066,YES
0.46842437323592906,NO
0.5019890420056451,NO
0.49548729868836133,NO
0.31296695998671764,NO
0.5770745475676573,YES
0.6719707786817202,YES
0.30551552382533625,NO
0.4177121036028558,NO
0.31377054623941564,NO
0.41128341358127196,NO
0.14610659139963475,NO
0.10731529138303174,NO
0.09606508384525986,NO
0.4638419392329405,YES
0.4583031711771543,NO
0.5789008799601528,YES
0.40789639714428033,NO
0.6202490453262494,YES
0.4164436327411589,NO
0.436852067076208,NO
0.430058110576125,NO
0.45431180474846433,NO
0.44949028723227635,NO
0.3619857214012951,NO
0.47191764901212035,NO
0.27570977917981077,NO
0.11813382035530469,NO
0.1059339199734352,NO
0.8255487298688362,YES
0.14114560850074717,YES
0.11543084841441147,YES
0.8327079528474184,YES
0.12025236593059942,NO
0.10629918645193429,NO
1.0,YES
0.05895400962975263,NO
0.8769051967458079,YES
0.04631578947368421,NO
0.239222978582102,NO
0.15338535613481655,NO
0.16485472355968786,NO
0.11820687365100453,NO
0.13917316951685207,YES
0.11331230283911675,NO
0.2761480989540097,YES
0.11681886103270801,NO
0.2006840444960983,YES
0.08927112734517684,NO
0.0592462228125519,NO
0.21127013116387186,NO
0.07641374730200898,NO
0.8180972937074549,YES
0.18190270629254526,NO
0.8666777353478334,YES
0.0897692179976756,NO
0.038339697825004154,NO
0.42242072057114405,YES
0.49751286734185635,YES
0.48239083513199416,YES
0.2901942553544746,YES
0.1638452598372904,NO
0.08881952515357797,NO
0.3316885273119709,YES
0.1414909513531463,NO
0.3234335048978915,YES
0.08319442138469202,NO
0.1567723725718081,NO
0.11922297858210197,NO
0.11783496596380542,NO
0.0729669599867176,NO
0.446813880126183,YES
0.06814544247052966,NO
0.5013846920139466,YES
0.14748132160053132,NO
0.4507587580939732,YES
0.159608168686701,NO
0.1385688195251536,NO
0.22316453594554211,NO
0.1002888925784493,NO
0.3319807404947701,YES
0.1747302008965632,NO
0.2660866677735349,YES
0.14159721069234601,NO
0.1238452598372904,NO
0.520796945043998,YES
0.1488427693840279,YES
0.1760916486800598,YES
0.3773933255852566,YES
0.20939066910177656,NO
0.1620521334882949,NO
0.3828723227627429,YES
0.07093475012452269,NO
0.42151751618794636,YES
0.06509048646853728,NO
0.0987680557861531,NO
0.05340195915656651,NO
0.03638054125850905,NO
0.19215009131661964,NO
0.15315291383031712,YES
0.18783994687033045,NO
0.2802656483479994,YES
0.17308318113896734,NO
0.21393325585256517,YES
0.1185654989208036,NO
0.08547235596878633,NO
0.25480989540096305,NO
0.11571642038851075,NO
0.3887165864187283,YES
0.22851070894902875,NO
0.32501411256848756,YES
0.1883313963141292,NO
0.190011622115225,NO
0.2563041673584593,YES
0.13654325087165867,YES
0.10542254690353649,YES
0.24512701311638715,YES
0.18504399800763743,NO
0.17715424207205713,NO
0.41227295367756944,YES
0.06370247385024076,NO
0.2935613481653661,YES
0.054716918479163226,NO
0.19928939066910178,NO
0.08269633073219328,NO
0.09979080192595054,NO
0.21302341026066748,NO
0.1321600531296696,YES
0.2107587580939731,NO
0.280823509878798,YES
0.183217665615142,NO
0.21368753113066583,YES
0.08371907687199072,NO
0.049822347667275446,NO
0.2194521002822514,NO
0.07042337705462395,NO
0.2508982234766728,YES
0.16349327577619127,NO
0.34170347003154583,YES
0.08779677901378051,NO
0.06982566827162545,NO
0.1983529802424042,YES
0.4236094969284411,YES
0.35676573136310824,YES
0.23590237423211033,YES
0.07238253362111906,NO
0.04418396148098955,NO
0.2720637556035199,YES
0.20083015108749797,NO
0.20551220322098626,YES
0.16043167856549895,NO
0.17218661796446955,NO
0.18993856881952517,NO
0.17474348331396317,NO
0.12775693176158062,NO
0.3286402125186785,YES
0.12410426697658976,NO
0.36363274115889105,YES
0.11387680557861532,NO
0.3569118379545078,YES
0.14494437987713765,NO
0.17467707122696335,NO
0.1745309646355637,NO
0.131210360285572,NO
0.2342952017267143,YES
0.14348331396314132,NO
0.21142952017267147,YES
0.0781670263988046,NO
0.06567491283413583,NO
0.5744579113398639,YES
0.32338701643699164,YES
0.3481520836792297,YES
0.5783297360119541,YES
0.06209530134484478,NO
0.048288228457579296,NO
0.6019990038186951,YES
0.12455586916818863,NO
0.6109115058940728,YES
0.08846754109247885,NO
0.1094936078366263,NO
0.07939565000830152,NO
0.05499584924456252,NO
0.12375228291549063,NO
0.2979644695334552,YES
0.11988045824340031,NO
0.5018562178316454,YES
0.055593558027561024,NO
0.4190137805080525,YES
0.11294039515191766,NO
0.09716088328075712,NO
0.20849410592727877,NO
0.08890586086667776,NO
0.570001660302175,YES
0.15830649178150424,NO
0.5602125186783994,YES
0.7461331562344348,NO
0.7098987215673253,NO
0.5827660634235431,NO
0.5827461397974432,NO
0.4781338203553047,NO
0.5517914660468206,NO
0.7514660468205213,NO
0.7128939066910178,NO
0.671233604516022,NO
0.08474182301178816,NO
0.539226299186452,NO
0.06728208533953181,NO
0.29908019259505236,YES
0.23647351818030884,YES
0.2781138967292048,YES
0.7370745475676573,NO
0.4806906857047984,NO
0.7393391997343517,NO
0.46754109247883124,NO
0.794421384692014,NO
0.4850008301510875,NO
0.024253694172339368,NO
0.044854723559687865,NO
0.06450606010293874,NO
0.02995185123692513,NO
0.6049742653162876,NO
0.02995185123692513,NO
0.635656649510211,NO
0.08094305163539765,YES
0.20155404283579612,YES
0.4039913664286901,NO
0.5229420554540927,NO
0.46165034036194597,NO
0.24846089988377887,NO
0.23077536111572305,YES
0.08167358459239583,YES
0.2736642869002159,NO
0.1279628092312801,NO
0.24188610327079532,NO
0.1473219325917317,NO
0.11177154242072058,NO
0.10030217499584927,NO
0.10453926614643867,NO
0.21506890254026234,YES
0.44579777519508557,NO
0.12302174995849245,YES
0.4267308650174332,NO
0.26328407770214185,YES
0.4662526979910344,NO
0.10195583596214512,NO
0.04753113066578117,NO
0.11590901544081024,NO
0.0862493773866844,NO
0.30573468371243573,NO
0.07697160883280758,NO
0.2682583430184294,NO
0.020820189274447953,NO
0.0,NO
0.2111373069898722,YES
0.24110908185289723,YES
0.2405977087829985,YES
0.21778515689855557,YES
0.026810559521832974,NO
0.0005844263655985383,NO
0.2692877303669269,YES
0.0714461231944214,NO
0.22472521999003822,YES
0.06319110078034203,NO
0.13485638386186286,NO
0.11652000664120872,NO
0.1222912170014943,NO
0.00533289058608667,NO
0.18536941723393655,YES
0.004894570811887766,NO
0.2885937240577786,YES
0.06633239249543418,NO
0.236798937406608,YES
0.021550722231446127,NO
0.01870164369915325,NO
0.08013946538269967,NO
0.017678897559355807,NO
0.2225336211190437,YES
0.04945708118877637,NO
0.20500083015108755,YES
0.269613149593226,YES
0.03628092312800929,YES
0.4832276274281921,NO
0.5157828324755105,NO
0.46837124356632914,NO
0.30768055786153087,NO
0.18209530134484478,YES
0.32264984227129345,YES
0.31067574298522344,NO
0.0647252199900382,NO
0.30037522829154917,NO
0.06772040511373072,NO
0.11761580607670598,NO
0.09073219325917319,NO
0.08686036858708288,NO
0.1001295035696497,YES
0.4581437821683547,NO
0.25383363772206546,YES
0.4238817864851403,NO
0.26588743151253535,YES
0.4304565830981239,NO
0.03579611489291051,NO
0.045950522995185136,NO
0.08291549061929272,NO
0.043466710941391346,NO
0.3697758592063757,NO
0.07283413581271793,NO
0.2889058608666778,NO
0.10743483313963141,NO
0.06513697492943717,NO
0.10267308650174332,NO
0.17537439814046157,NO
0.08573800431678567,NO
0.11984061099120043,NO
0.07521832973601196,NO
0.08047816702639882,NO
0.17061265150257346,NO
0.2382068736510045,YES
0.09200730532956998,NO
0.22681055952183302,YES
0.1664884608998838,NO
0.18256018595384363,NO
0.17335547069566665,NO
0.12029221318279927,NO
0.08880624273617801,NO
0.13811721733355473,NO
0.11437489623111408,NO
0.1683612817532791,NO
0.1279628092312801,NO
0.17304333388676743,YES
0.18012950356964968,YES
0.19890420056450275,YES
0.22418064087663958,YES
0.13094471193757265,NO
0.15426863689191436,YES
0.11721069234600699,NO
0.2542985223310643,YES
0.026080026564834807,YES
0.5021550722231447,NO
0.4249244562510377,NO
0.35669267806740823,NO
0.34545575294703645,NO
0.11111406275942225,YES
0.3190967956168023,YES
0.3651070894902873,NO
0.06925452432342688,NO
0.34304499418894246,NO
0.07042337705462395,NO
0.11206375560351987,NO
0.09796446953345511,NO
0.09730698987215676,NO
0.08255022414079363,YES
0.3477801759920306,NO
0.2673750622613316,YES
0.33324257014776687,NO
0.2517416569815707,YES
0.35450107919641377,NO
0.02527644031213681,NO
0.023815374398140462,NO
0.08349991698489127,NO
0.04017931263489956,NO
0.4001726714261997,NO
0.049164868005977094,NO
0.3521036028557198,NO
0.09431180474846423,NO
0.03521168852731198,NO
0.1918180308816205,NO
0.37268470861696834,NO
0.31767557695500587,NO
0.19627428191930935,NO
0.1021285073883447,NO
0.0706425369417234,NO
0.21146936742487138,NO
0.12243732359289393,YES
0.1812983563008468,NO
0.19629420554540927,YES
0.16853395317947867,NO
0.16466212850738834,NO
0.14939398970612652,NO
0.04938402789307654,NO
0.31380375228291557,NO
0.05340195915656651,NO
0.30233438485804426,NO
0.15742985223310643,NO
0.30153079860534626,NO
0.06143782168354642,YES
0.06713597874813217,YES
0.08079694504399802,YES
0.18993856881952517,YES
0.22491117383363776,NO
0.07451436161381372,YES
0.16025900713929936,NO
