NONETRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.06639221556886227,NO
0.05059880239520957,NO
0.11758982035928142,YES
0.5500748502994012,YES
0.21205089820359277,YES
0.09229041916167663,YES
0.0589071856287425,NO
0.08278443113772455,NO
0.19236526946107785,YES
0.18712574850299396,NO
0.07200598802395208,YES
0.10187125748502993,NO
0.17619760479041913,NO
0.18510479041916164,NO
0.3201347305389221,NO
0.1613023952095808,NO
0.16070359281437124,YES
0.18802395209580836,NO
0.1889970059880239,YES
0.09895209580838321,NO
0.5880988023952096,YES
0.1460329341317365,NO
0.18772455089820356,NO
0.1893712574850299,NO
0.06991017964071855,NO
0.11699101796407184,YES
0.07619760479041915,NO
0.2565868263473054,YES
0.09857784431137723,NO
0.04842814371257484,NO
0.1708832335329341,NO
0.5241017964071856,NO
0.36294910179640716,NO
0.14214071856287422,NO
0.11639221556886226,NO
0.12260479041916164,NO
0.14229041916167662,NO
0.2463323353293413,YES
0.14573353293413172,NO
0.23570359281437123,YES
0.18121257485029937,NO
0.14505988023952093,NO
0.14483532934131735,NO
0.03255988023952095,NO
0.0712574850299401,NO
0.034580838323353284,NO
0.15082335329341315,NO
0.25134730538922156,NO
0.6954341317365269,NO
0.13330838323353292,YES
0.10082335329341316,YES
0.299625748502994,YES
0.38997005988023953,YES
0.17267964071856284,NO
0.11669161676646704,YES
0.13720059880239519,NO
0.1984281437125748,NO
0.19767964071856287,NO
0.16032934131736523,NO
0.13989520958083831,NO
0.20494011976047902,NO
0.23809880239520953,NO
0.09288922155688621,NO
0.15486526946107781,NO
0.24700598802395207,NO
0.4288922155688622,YES
0.2579341317365269,NO
0.12260479041916167,YES
0.09229041916167663,NO
0.047679640718562864,NO
0.041092814371257474,NO
0.14535928143712573,NO
0.09199101796407186,NO
0.3111526946107784,NO
0.2396706586826347,NO
0.13555389221556882,NO
0.20366766467065864,NO
0.4149700598802395,YES
0.987874251497006,YES
0.4074101796407185,YES
0.2758233532934131,YES
0.137125748502994,NO
0.3274700598802395,YES
0.16676646706586823,NO
0.10037425149700598,NO
0.05022455089820358,NO
0.13884730538922155,NO
0.1679640718562874,NO
0.14588323353293411,NO
0.12911676646706585,NO
0.11871257485029937,NO
0.08278443113772453,NO
0.13869760479041915,NO
0.35037425149700596,YES
0.15943113772455086,NO
0.19348802395209577,YES
0.16122754491017963,NO
0.14543413173652692,NO
0.17282934131736524,NO
0.044910179640718556,NO
0.09857784431137723,NO
0.031212574850299393,NO
0.09797904191616764,NO
0.22559880239520957,NO
0.09745508982035928,NO
0.29491017964071853,YES
0.254191616766467,YES
0.21714071856287423,YES
0.3425898203592814,YES
0.15778443113772453,NO
0.14258982035928142,YES
0.4543413173652694,NO
0.211751497005988,NO
0.04610778443113772,NO
0.08847305389221556,NO
0.3583832335329341,NO
0.0994760479041916,NO
0.056661676646706585,NO
0.03794910179640718,NO
0.22709580838323354,NO
0.09902694610778442,NO
0.4265718562874251,YES
0.038098802395209574,NO
0.3180389221556886,YES
0.30089820359281433,NO
0.280688622754491,NO
0.23555389221556883,NO
0.07118263473053892,NO
0.07013473053892215,NO
0.06931137724550898,NO
0.08061377245508981,NO
0.41946107784431136,NO
0.10628742514970058,NO
0.2450598802395209,YES
0.2398952095808383,YES
0.28757485029940116,YES
0.10172155688622753,YES
0.17043413173652694,NO
0.07709580838323352,YES
0.3212574850299401,NO
0.08764970059880237,NO
0.04139221556886227,NO
0.3889970059880239,YES
0.1895958083832335,YES
0.12941616766467065,YES
0.2057634730538922,YES
0.16010479041916167,NO
0.10232035928143711,NO
0.267065868263473,YES
0.1553892215568862,NO
0.2538173652694611,YES
0.16175149700598798,NO
0.2569610778443114,NO
0.10464071856287424,NO
0.1778443113772455,NO
0.14999999999999997,NO
0.06699101796407185,YES
0.13300898203592812,NO
0.18495508982035927,YES
0.48136227544910176,NO
0.13645209580838322,YES
0.1925898203592814,NO
0.1273952095808383,NO
0.3089071856287425,NO
0.08248502994011975,NO
0.24708083832335326,YES
0.1809880239520958,NO
0.23824850299401196,YES
0.24708083832335326,NO
0.10845808383233532,NO
0.48630239520958074,YES
0.2588323353293413,NO
0.10755988023952094,NO
0.33390718562874244,YES
0.12941616766467065,NO
0.17956586826347307,NO
0.4453592814371257,YES
0.21047904191616768,NO
0.41040419161676644,YES
0.12200598802395207,NO
0.26691616766467063,NO
0.26235029940119753,NO
0.19086826347305386,NO
0.15059880239520956,NO
0.15658682634730534,NO
0.41167664670658677,NO
0.34244011976047906,NO
0.11624251497005986,NO
0.19004491017964067,NO
0.15666167664670655,NO
0.14116766467065867,NO
0.304565868263473,NO
0.13615269461077842,NO
0.27664670658682633,YES
0.24408682634730533,NO
0.2526946107784431,YES
0.05239520958083831,NO
0.0498502994011976,NO
0.17791916167664668,YES
0.30658682634730533,YES
0.24955089820359277,YES
0.1583083832335329,YES
0.08495508982035928,NO
0.028143712574850294,NO
0.2620508982035928,YES
0.5112275449101797,NO
0.18787425149700596,YES
0.074625748502994,NO
0.16968562874251494,NO
0.49124251497005983,NO
0.16092814371257483,NO
0.026796407185628743,NO
0.12702095808383232,YES
0.0407185628742515,NO
0.19476047904191615,YES
0.12919161676646707,NO
0.22567365269461076,YES
0.17208083832335327,NO
0.15067365269461078,NO
0.31714071856287424,NO
0.07911676646706586,NO
0.1745508982035928,YES
0.13929640718562872,NO
0.20074850299401198,YES
0.1899700598802395,NO
0.11586826347305387,NO
0.29812874251497,YES
0.1245508982035928,NO
0.1460329341317365,NO
0.32178143712574847,YES
0.11848802395209579,NO
0.16706586826347303,NO
0.34730538922155685,YES
0.11167664670658681,NO
0.6760479041916168,YES
0.1315868263473054,NO
0.16062874251497003,NO
0.37754491017964065,NO
0.08824850299401198,NO
0.12552395209580836,NO
0.21017964071856288,NO
0.41586826347305383,NO
0.2589071856287425,NO
0.10508982035928142,NO
0.1919910179640718,NO
0.27844311377245506,NO
0.1247005988023952,NO
0.2846556886227545,NO
0.16931137724550896,NO
0.323502994011976,YES
0.5154191616766467,NO
0.23510479041916166,YES
0.02761976047904191,NO
0.006437125748502993,NO
0.033383233532934126,YES
0.13989520958083831,YES
0.08630239520958082,YES
0.04700598802395209,YES
0.0217814371257485,NO
0.0,NO
0.08278443113772453,YES
0.1836826347305389,NO
0.025149700598802394,YES
0.15688622754491013,NO
0.12065868263473054,NO
0.13735029940119758,NO
0.18615269461077844,NO
0.03997005988023952,NO
0.37080838323353293,YES
0.03862275449101796,NO
0.12238023952095806,YES
0.09348802395209578,NO
0.08338323353293413,YES
0.018862275449101795,NO
0.1059880239520958,NO
0.059880239520958084,NO
0.033832335329341316,NO
0.042964071856287415,YES
0.020958083832335328,NO
0.040344311377245506,YES
0.8926646706586825,YES
0.11856287425149697,YES
0.29461077844311373,NO
0.21332335329341315,NO
0.2066616766467066,NO
0.22514970059880235,NO
0.5910179640718564,YES
0.2990269461077844,YES
0.2175149700598802,NO
0.16916167664670656,NO
0.181062874251497,NO
0.14760479041916166,NO
0.24199101796407183,NO
0.3669161676646706,NO
0.37035928143712565,NO
0.3552395209580838,YES
0.18353293413173652,NO
0.27851796407185625,YES
0.04206586826347305,NO
0.5154940119760479,YES
0.11070359281437125,NO
0.15883233532934127,NO
0.181811377245509,NO
0.19169161676646707,NO
0.1717814371257485,NO
0.2903443113772455,NO
0.19476047904191615,NO
0.1869760479041916,NO
0.05546407185628742,NO
0.042964071856287415,NO
0.28218562874251496,YES
0.43832335329341304,YES
0.32215568862275445,YES
0.24461077844311374,YES
0.07260479041916167,NO
0.07327844311377243,NO
0.4160179640718562,YES
0.06287425149700597,NO
0.2749251497005988,YES
0.049925149700598796,NO
0.26526946107784427,NO
0.14738023952095805,NO
0.15913173652694607,NO
0.10044910179640719,NO
0.4812125748502994,YES
0.27507485029940115,NO
0.21736526946107784,YES
0.05411676646706587,NO
0.1550149700598802,YES
0.4083083832335329,NO
0.12305389221556887,NO
0.32372754491017963,NO
0.11070359281437125,NO
0.21467065868263469,YES
0.18884730538922154,NO
0.6836077844311377,YES
0.0808383233532934,NO
0.13293413173652693,NO
0.31279940119760474,YES
0.2931137724550898,YES
0.5620508982035928,YES
0.1773203592814371,YES
0.20164670658682632,NO
0.09483532934131736,NO
0.23480538922155686,YES
0.25359281437125747,NO
0.22634730538922154,YES
0.16392215568862273,NO
0.6271706586826347,NO
0.12462574850299402,NO
0.18308383233532932,NO
0.10853293413173651,NO
0.10643712574850298,YES
0.22335329341317364,NO
0.1773203592814371,YES
0.5890718562874251,NO
0.20029940119760475,YES
0.18233532934131735,NO
0.13083832335329337,NO
0.24745508982035924,NO
0.10658682634730537,NO
0.22013473053892213,YES
0.1678892215568862,NO
0.1526197604790419,YES
0.3625748502994011,NO
0.35935628742514963,NO
0.4612275449101796,YES
0.1740269461077844,YES
0.5312874251497006,YES
0.5089071856287425,YES
0.16257485029940116,NO
0.3835329341317365,NO
0.2450598802395209,YES
0.12005988023952097,NO
0.5241766467065868,YES
0.0841317365269461,NO
0.13360778443113772,NO
0.13203592814371257,NO
0.06968562874251495,NO
0.1748502994011976,NO
0.1335329341317365,YES
0.4848053892215568,NO
0.2488023952095808,YES
0.12537425149700598,NO
0.21077844311377242,YES
0.3634730538922155,NO
0.13495508982035925,NO
0.2635479041916167,NO
0.4354041916167664,NO
0.41571856287425146,YES
0.3863023952095808,NO
0.18577844311377242,YES
0.255314371257485,NO
0.22709580838323348,NO
0.23922155688622754,YES
0.11923652694610776,YES
0.04244011976047904,YES
0.21279940119760474,YES
0.04236526946107784,NO
0.06422155688622753,NO
0.38405688622754486,YES
0.36714071856287417,NO
0.26242514970059877,YES
0.1333832335329341,NO
0.20666167664670654,NO
0.11714071856287424,NO
0.11968562874251495,NO
0.07103293413173652,NO
0.06983532934131735,YES
0.5028443113772455,NO
0.3269461077844311,YES
0.0404940119760479,NO
0.22821856287425146,YES
0.19303892215568863,NO
0.05351796407185628,NO
0.2273203592814371,NO
0.074625748502994,NO
0.21871257485029938,YES
0.2148952095808383,NO
0.38660179640718556,YES
0.07881736526946106,NO
0.06040419161676645,NO
0.23428143712574845,YES
0.4392215568862275,YES
0.2958832335329341,YES
0.10808383233532932,YES
0.09296407185628743,NO
0.6179640718562874,NO
0.5642964071856288,YES
0.14019461077844309,NO
0.07694610778443113,YES
0.1437125748502994,NO
0.4483532934131736,NO
0.2120508982035928,NO
0.1815119760479042,NO
0.20958083832335328,NO
0.1622754491017964,YES
0.6399700598802395,NO
0.19812874251497006,YES
0.1055389221556886,NO
0.44573353293413165,YES
0.08293413173652693,NO
0.11339820359281436,NO
0.12821856287425146,NO
0.20359281437125745,NO
0.10643712574850298,YES
0.08143712574850298,NO
0.11294910179640717,YES
0.23226047904191613,NO
0.12964071856287424,NO
0.21272455089820355,YES
0.23854790419161676,YES
0.36871257485029935,YES
0.23166167664670653,YES
0.09603293413173651,NO
0.5160179640718563,NO
0.21100299401197603,YES
0.16002994011976046,NO
0.32492514970059877,YES
0.19790419161676645,NO
0.10104790419161676,NO
0.175,NO
0.10508982035928142,NO
0.1741766467065868,NO
0.4370508982035928,YES
0.26002994011976044,NO
0.42140718562874246,YES
0.08937125748502993,NO
0.6359281437125748,YES
0.2828592814371257,NO
0.10202095808383232,NO
0.3358532934131736,NO
0.18338323353293412,NO
0.17821856287425147,YES
0.23952095808383228,NO
0.16818862275449098,YES
0.0592814371257485,NO
0.08203592814371256,NO
0.11100299401197603,NO
0.4648203592814371,NO
0.04326347305389221,NO
0.06429640718562873,NO
0.06474550898203592,NO
0.025224550898203586,NO
0.1866766467065868,NO
0.2240269461077844,NO
0.051422155688622746,NO
0.11631736526946107,NO
0.3089071856287425,YES
0.27470059880239517,YES
0.30239520958083826,YES
0.049999999999999996,NO
0.04588323353293412,NO
0.12717065868263472,NO
0.04738023952095807,NO
0.10875748502994009,NO
0.08023952095808382,NO
0.05726047904191617,NO
0.04842814371257484,NO
0.08353293413173653,NO
0.09303892215568861,NO
0.11878742514970059,NO
0.033158682634730534,NO
0.1951347305389221,NO
0.28001497005988024,YES
0.4934131736526946,YES
0.19865269461077842,NO
0.2211826347305389,NO
0.12844311377245507,NO
0.06923652694610778,NO
0.478443113772455,YES
0.08615269461077843,YES
0.15494011976047903,NO
0.21115269461077846,NO
0.03255988023952095,NO
0.23098802395209578,NO
0.19184131736526944,NO
0.3297904191616766,NO
0.16946107784431136,NO
0.3276197604790419,YES
0.5163922155688623,NO
0.18839820359281437,YES
0.10763473053892213,NO
0.4818113772455089,YES
0.13315868263473052,NO
0.15456586826347302,NO
0.45808383233532923,NO
0.18383233532934126,NO
0.3779940119760478,NO
0.17282934131736524,NO
0.14393712574850298,NO
0.1344311377245509,NO
0.023802395209580832,NO
0.01744011976047904,NO
0.08270958083832335,YES
0.268562874251497,YES
0.38779940119760475,YES
0.08952095808383231,YES
0.044910179640718556,NO
0.03300898203592814,NO
0.3069610778443113,YES
0.07567365269461077,NO
0.0966317365269461,YES
0.06721556886227543,NO
0.18555389221556884,NO
0.1218562874251497,NO
0.14273952095808382,NO
0.007934131736526948,NO
0.15157185628742512,YES
0.08233532934131736,NO
0.4968562874251496,YES
0.10037425149700598,NO
0.38390718562874243,YES
0.05449101796407185,NO
0.021631736526946103,NO
0.2342814371257485,NO
0.20022455089820357,NO
0.09438622754491016,YES
0.05314371257485029,NO
0.3907934131736527,YES
1.0,YES
0.10224550898203591,YES
0.2825598802395209,NO
0.19887724550898198,NO
0.1802395209580838,NO
0.1775449101796407,NO
0.6109281437125748,YES
0.3657185628742515,YES
0.13570359281437122,NO
0.1586077844311377,NO
0.1401197604790419,NO
0.1616766467065868,NO
0.2127994011976048,NO
0.4696856287425149,NO
0.2711077844311377,NO
0.30239520958083826,YES
0.1398203592814371,NO
0.2802395209580838,YES
0.029865269461077842,NO
0.5919910179640718,YES
0.11145209580838322,NO
0.12896706586826345,NO
0.13937125748502993,NO
0.19221556886227542,NO
0.1368263473053892,NO
0.22619760479041914,NO
0.16691616766467066,NO
0.17327844311377244,NO
0.08532934131736525,NO
0.04199101796407185,NO
0.29139221556886225,NO
0.3196107784431137,NO
0.16788922155688624,NO
0.08443113772455088,NO
0.09723053892215566,NO
0.14752994011976045,NO
0.16639221556886225,NO
0.28600299401197604,YES
0.0559131736526946,NO
0.5587574850299402,YES
0.3676646706586826,NO
0.20449101796407185,NO
0.18008982035928142,NO
0.12844311377245507,NO
0.06624251497005987,NO
0.25149700598802394,NO
0.09244011976047903,NO
0.14775449101796406,NO
0.13630239520958085,NO
0.12941616766467065,YES
0.09176646706586825,YES
0.18585329341317364,YES
0.13690119760479041,YES
0.09580838323353293,NO
0.0652694610778443,YES
0.1565868263473054,NO
0.2779940119760479,YES
0.5531437125748502,YES
0.23390718562874246,NO
0.20104790419161672,NO
0.0562874251497006,NO
0.10329341317365268,NO
0.46062874251497,YES
0.32941616766467063,YES
0.15336826347305388,NO
0.2081586826347305,NO
0.04094311377245508,NO
0.2991766467065868,NO
0.20711077844311374,NO
0.40224550898203587,NO
0.1919910179640718,NO
0.11699101796407184,YES
0.3166167664670658,NO
0.2764221556886227,YES
0.047230538922155674,NO
0.3951347305389222,YES
0.11392215568862274,NO
0.11818862275449099,NO
0.4610029940119759,NO
0.13293413173652693,NO
0.13345808383233532,NO
0.1892964071856287,NO
0.06781437125748502,NO
0.14004491017964069,NO
0.09910179640718561,NO
0.03854790419161676,NO
0.19356287425149696,NO
0.2904191616766467,NO
0.06938622754491017,NO
0.10830838323353292,NO
0.10711077844311376,NO
0.4790419161676646,NO
0.13884730538922155,NO
0.2027694610778443,YES
0.09296407185628743,NO
0.2934131736526946,YES
0.23502994011976044,NO
0.17118263473053888,NO
0.1555389221556886,NO
0.05306886227544909,NO
0.0654191616766467,NO
0.057185628742514955,NO
0.12851796407185626,NO
0.25359281437125747,NO
0.11272455089820357,NO
0.0654191616766467,YES
0.0712574850299401,YES
0.1151946107784431,YES
0.2120508982035928,YES
0.13764970059880238,NO
0.07881736526946106,YES
0.16122754491017963,NO
