UPPERTRACED_RFNONE_SINGLE_VSM_SUM.csv,Associated
0.3984149070879029,YES
0.061040263648087116,NO
0.4456942255337441,YES
0.04742799828055596,NO
0.7728184553660983,YES
0.019988537039690498,NO
0.06605530878349333,NO
0.059392463103596506,NO
0.08317810574580888,NO
0.07844963461814014,NO
0.14894684052156468,NO
0.10044418971199312,NO
0.0715002149305058,NO
0.08890958590055884,NO
0.3778478292018914,NO
0.7501074652529015,YES
0.2762573434589483,YES
0.20805272961742372,YES
0.7714572288293452,YES
0.34890385442040406,NO
0.04148158762000286,NO
0.9999999999999999,YES
0.4112337011033099,NO
0.8362945980799542,YES
0.062114916177102734,NO
0.4115202751110475,NO
0.47779051440034387,NO
0.4818741940106033,NO
0.05315947843530592,NO
0.15252901561828341,YES
0.055523713999140266,NO
0.6164206906433586,YES
0.20941395615417685,NO
0.3704685485026509,YES
0.4696231551798252,NO
0.4545063762716723,NO
0.3815016478005445,NO
0.44984954864593785,NO
0.5278693222524716,YES
0.27389310789511395,NO
0.8692506089697665,YES
0.1131967330563118,NO
0.36366241581888525,NO
0.8367244590915603,YES
0.35219945550938536,YES
0.29438314944834504,YES
0.7213784209772173,YES
0.443759850981516,NO
0.07644361656397766,NO
0.8265510818168792,YES
0.479151740937097,NO
0.7754692649376702,YES
0.08525576730190572,NO
0.35671299613125096,NO
0.470339590199169,NO
0.4618140134689784,NO
0.06089697664421837,NO
0.18068491187849262,YES
0.0633328557099871,NO
0.5637627167215933,YES
0.29158905287290443,NO
0.34216936523857294,YES
0.5255767301905717,NO
0.5192721020203468,NO
0.3801404212637914,NO
0.4602378564264222,NO
0.533099297893681,YES
0.25383292735348906,NO
0.7622152170798109,YES
0.12494626737354926,NO
0.4084396045278693,NO
0.9071500214930506,YES
0.30985814586617,YES
0.29359507092706694,YES
0.7808425275827482,YES
0.4493480441323972,NO
0.10918469694798683,NO
0.8506949419687635,YES
0.42298323542054733,NO
0.845608253331423,YES
0.080527296174237,NO
0.2998280555953575,NO
0.40578879495629755,NO
0.3819315088121507,NO
0.13870181974494913,NO
0.1922911591918613,YES
0.1416392033242585,NO
0.6465109614557959,YES
0.2776185699957014,NO
0.409514257056885,YES
0.4983521994555094,NO
0.4802263934661127,NO
0.42420117495343174,NO
0.4883937526866314,NO
0.5626880641925778,YES
0.3196016621292449,NO
0.7939532884367387,YES
0.07959593064909014,NO
0.3821464393179539,NO
0.7519701963031954,YES
0.2717438028370827,YES
0.19823756985241436,YES
0.7553374408941109,YES
0.3342885800257917,NO
0.03281272388594354,NO
0.9837369250608969,YES
0.41589052872904436,NO
0.8243301332569136,YES
0.07035391889955582,NO
0.39840951425705695,NO
0.4345178392319817,NO
0.44411806849118785,NO
0.06798968333572146,NO
0.14565123943258346,YES
0.07293308496919329,NO
0.6210058747671585,YES
0.19637483880212064,NO
0.38322109184696945,YES
0.4641782490328128,NO
0.4452643645221379,NO
0.3895257200171945,NO
0.44397478148731917,NO
0.5317380713569279,YES
0.25583894540765156,NO
0.9145293021922911,YES
0.07544060753689641,NO
0.05781630606104026,NO
0.3460381143430291,YES
0.5708554234130964,YES
0.7560538759134547,YES
0.3756985241438602,YES
0.13913168075655538,NO
0.03266943688207479,NO
0.2750394039260639,YES
0.14135262931652098,NO
0.21693652385728612,YES
0.11606247313368678,NO
0.30735062329846685,NO
0.32475999426851987,NO
0.531953001862731,NO
0.1146296030949993,NO
0.7714572288293452,YES
0.12537612838515547,NO
0.6911448631609113,YES
0.29445479295027943,NO
0.5699240578879495,YES
0.2799828055595358,NO
0.352127812007451,NO
0.23735492190858284,NO
0.10889812294024932,NO
0.3669580169078665,YES
0.23556383436022355,NO
0.387519701963032,YES
0.07902278263361513,NO
0.0667717438028371,NO
0.45436308926780344,YES
0.5507235993695372,YES
0.8257630032956012,YES
0.4509958446768878,YES
0.14206906433586475,NO
0.04972059034245594,NO
0.33808568562831354,YES
0.13168075655538045,NO
0.3539905430577447,YES
0.11061756698667433,NO
0.23284138128671727,NO
0.20332425848975497,NO
0.401490184840235,NO
0.12372832784066486,NO
0.8195300186273105,YES
0.1342599226250179,NO
0.9048574294311506,YES
0.25032239575870474,NO
0.7089840951425705,YES
0.31372689497062617,NO
0.34123799971342605,NO
0.3357930935664135,NO
0.1325404785785929,NO
0.4356641352629317,YES
0.31523140851124803,NO
0.4690500071643502,YES
0.056741653532024657,NO
0.021206476572574868,NO
0.1205760137555524,NO
0.14400343888809283,NO
0.16320389740650523,NO
0.06154176816162773,NO
0.09062902994698382,NO
0.03130821034532168,NO
0.2001719444046425,NO
0.19293595070927066,NO
0.5292305487892248,NO
0.06834790084539333,NO
0.30283708267660125,YES
0.4921908582891532,YES
0.5330276543917467,YES
0.0478578592921622,NO
0.07257486745952144,NO
0.05007880785212781,NO
0.031021636337584185,NO
0.25454936237283277,NO
0.048144433299899696,NO
0.026149878206046712,NO
0.046353345751540334,NO
0.0656254477718871,NO
0.2108468261928643,NO
0.11369823756985242,NO
0.031738071356927924,NO
0.1939389597363519,NO
0.31100444189711995,YES
0.3617514650196036,YES
0.20447055452070498,NO
0.11140564550795244,NO
0.05129674738501218,NO
0.037612838515546636,NO
0.5513935126290503,YES
0.08962602091990257,YES
0.06232984668290586,NO
0.18861345942589675,NO
0.03116492334145293,NO
0.12079094426135552,NO
0.11197879352342743,NO
0.10073076371973064,NO
0.11921478721879926,NO
0.5582515599034925,YES
0.0357501074652529,NO
0.4024215503653819,YES
0.05287290442756842,NO
0.8265510818168792,YES
0.05581028800687777,NO
0.0763003295601089,NO
0.022925920618999857,NO
0.08998423842957444,NO
0.06089697664421837,NO
0.09378134403209629,NO
0.051798251898552805,NO
0.0641925777331996,NO
0.022782633615131106,NO
0.0023642355638343613,NO
0.3585757271815446,YES
0.5221378420977217,YES
0.7723885943544921,YES
0.35793093566413525,YES
0.10746525290156184,NO
0.0029373835793093566,NO
0.2723169508525577,YES
0.07959593064909012,NO
0.23577876486602664,YES
0.08582891531738071,NO
0.27074079381000143,NO
0.2527582748244735,NO
0.48051296747385014,NO
0.007594211205043703,NO
0.7612122080527296,YES
0.021493050580312367,NO
0.7478148731910015,YES
0.2608539905430578,NO
0.5823900272245307,YES
0.2241008740507236,NO
0.2642928786359078,NO
0.20991546066771744,NO
0.06268806419257773,NO
0.3554234130964322,YES
0.20848259062902996,NO
0.38121507379280706,YES
0.4699813726894971,YES
0.173615628939936,YES
0.2561255194153891,NO
0.10438458231838373,NO
0.05788794956297464,NO
0.06963748388021207,NO
0.4776007056366446,YES
0.2998996990972919,YES
0.07257486745952144,NO
0.1526484214548407,NO
0.0624731336867746,NO
0.06877776185699958,NO
0.1177102736781774,NO
0.09134546496632756,NO
0.10187705975068062,NO
0.419478096656609,YES
0.0478578592921622,NO
0.5046568276257343,YES
0.050078807852127816,NO
0.8030520131824044,YES
0.020704972059034245,NO
0.03746955151167789,NO
0.04742799828055595,NO
0.08367961025934947,NO
0.04499211921478721,NO
0.13053446052443043,NO
0.0737928069924058,NO
0.05838945407651525,NO
0.22496059607393606,NO
0.15482160768018338,NO
0.10696374838802121,NO
0.48502650809571574,NO
0.4687634331566127,NO
0.23126522424416104,NO
0.3438171657830635,NO
0.055237139991402784,NO
0.2953861584754263,NO
0.6391316807565554,YES
0.3114343029087262,NO
0.32902895879757504,YES
0.20862587763289872,NO
0.2243874480584611,NO
0.17237426565410519,NO
0.1444332998996991,NO
0.22818455366098297,NO
0.13325691359793665,NO
0.4180398337870756,NO
0.14142427281845535,NO
0.42420117495343174,NO
0.474924774322969,YES
0.22395758704685487,YES
0.3784926207193008,YES
0.31928544253450014,YES
0.2779767875053733,NO
0.5066628456798968,YES
0.37913741223671016,NO
0.4810144719873908,YES
0.18966377337323592,YES
0.20955724315804558,NO
0.1064622438744806,NO
0.039547213067774756,NO
0.04155323112193724,NO
0.4340414564605449,YES
0.3224674022066199,YES
0.06082533314228399,NO
0.15709031857477193,NO
0.03918899555810288,NO
0.07142857142857144,NO
0.11226536753116494,NO
0.09843817165783064,NO
0.11212208052729618,NO
0.4282902473945371,YES
0.03080670583178106,NO
0.5439891101877059,YES
0.0523713999140278,NO
0.815231408511248,YES
0.03739790800974351,NO
0.02715288723312796,NO
0.025720017194440465,NO
0.0842527582748245,NO
0.04176816162774036,NO
0.09521421407078379,NO
0.05058031236566843,NO
0.05523713999140277,NO
0.238143000429861,NO
0.15152600659120216,NO
0.14228399484166784,NO
0.4570855423413096,NO
0.4747814873191002,NO
0.2541195013612266,NO
0.39626020919902566,NO
0.07164350193437455,NO
0.2833500501504514,NO
0.6167789081530305,YES
0.3468978363662416,NO
0.39028415295146524,YES
0.21063189568706114,NO
0.2068347900845393,NO
0.1488751970196303,NO
0.10094569422553375,NO
0.22739647513970482,NO
0.07622868605817452,NO
0.3809284997850695,NO
0.15675598223241152,NO
0.3729760710703539,NO
0.4566556813297034,YES
0.20432726751683622,YES
0.35384725605387596,YES
0.37688681808973723,YES
0.31802550508668864,NO
0.5196303195300186,YES
0.36925060896976647,NO
