NONETRACED_SUM_SINGLE_LSA_MAX.csv,Associated
0.6591095066185317,NO
0.5095,YES
0.2859446450060168,YES
0.2580746089049338,YES
0.3813357400722021,YES
0.4032731648616125,NO
0.4311913357400721,NO
0.5151865222623344,YES
0.2363176895306859,NO
0.4488447653429602,YES
0.3326594464500601,NO
0.5139590854392297,NO
0.6354753309265944,NO
0.5474969915764138,NO
0.512936221419976,NO
0.33874849578820704,YES
0.479927797833935,NO
0.2875932611311672,YES
0.4810589651022864,NO
0.3112755716004813,YES
0.4554031287605294,NO
0.4798676293622142,NO
0.4308062575210589,NO
0.4950060168471721,NO
0.50604091456077,YES
0.4802286401925392,NO
0.4522021660649818,YES
0.3975932611311673,NO
0.6405655836341757,NO
0.3609025270758123,YES
0.2156,NO
0.17068592057761733,NO
0.4159,YES
0.4164500601684717,NO
0.41722021660649816,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.4062093862815885,NO
0.5630926594464499,NO
0.4600601684717208,NO
0.4435619735258724,NO
0.26865222623345364,NO
0.4090854392298435,NO
0.3673,NO
0.35897713598074604,NO
0.2637,NO
0.3019494584837545,NO
0.31595667870036104,NO
0.3767,NO
0.3998796630565584,NO
0.39827918170878457,YES
0.4116726835138387,NO
0.3482671480144404,YES
0.30776173285198555,NO
0.4531528279181709,NO
0.3390252707581228,YES
0.2794,YES
0.2232,YES
0.3522743682310468,YES
0.312430806257521,NO
0.2634175691937425,NO
0.3514199759326113,YES
0.2328,NO
0.3736823104693141,YES
0.11274368231046933,NO
0.3227436823104693,NO
0.4500120336943441,NO
0.31410348977135977,NO
0.3379903730445247,NO
0.2636702767749699,YES
0.320445246690734,NO
0.27,YES
0.2570878459687124,NO
0.20619735258724425,YES
0.2676052948255114,NO
0.3316847172081829,NO
0.3066666666666666,NO
0.2959205776173285,NO
0.3728279181708785,YES
0.4214199759326112,NO
0.3134296028880866,YES
0.472575210589651,NO
0.6996991576413958,NO
0.3881,YES
0.1762,NO
0.2148616125150421,NO
0.4197,YES
0.4223465703971118,NO
0.495956678700361,NO
0.4738,YES
0.159,NO
0.493,YES
0.194849578820698,NO
0.41227436823104696,NO
0.5858002406738869,NO
0.4841034897713598,NO
0.4816486161251505,NO
0.293020457280385,NO
0.4841756919374248,NO
0.3557,NO
0.40161251504211787,NO
0.2663,NO
0.3734777376654633,NO
0.3870998796630565,NO
0.3901,NO
0.4762214199759325,NO
0.402,YES
0.4379181708784597,NO
0.34382671480144394,YES
0.2969073405535499,NO
0.5709386281588447,NO
0.3672202166064981,YES
0.21666666666666665,YES
0.257942238267148,YES
0.3787966305655836,YES
0.44428399518652223,NO
0.2285559566787003,NO
0.3609987966305656,YES
0.1152,NO
0.4091576413959085,YES
0.0994,NO
0.3710108303249097,NO
0.5803971119133573,NO
0.3669795427196149,NO
0.39595667870036094,NO
0.4291817087845968,YES
0.2970517448856798,NO
0.2733212996389892,YES
0.2355836341756919,NO
0.2535258724428399,YES
0.3704091456077015,NO
0.4900361010830324,NO
0.3618050541516245,NO
0.3696149217809868,NO
0.3616125150421178,YES
0.52309265944645,NO
0.3292057761732851,YES
0.3024,YES
0.4254271961492178,YES
0.3634,NO
0.3021540312876053,NO
0.20549939831528274,NO
0.22034897713598076,NO
0.267352587244284,YES
0.3693,YES
0.3643321299638988,NO
0.2338026474127557,NO
0.2443321299638989,NO
0.26026474127557153,NO
0.3878339350180505,NO
0.4816004813477737,NO
0.3709145607701565,NO
0.3677376654632973,YES
0.2952466907340553,NO
0.3427075812274368,YES
0.2259205776173285,NO
0.3402045728038507,YES
0.2676293622141997,NO
0.3673766546329724,NO
0.4543682310469314,NO
0.35770156438026474,NO
0.3023225030084235,NO
0.3509025270758123,NO
0.34093862815884474,NO
0.3501805054151625,NO
0.532286401925391,NO
0.7678339350180503,NO
0.4618291215403128,YES
0.20492178098676292,YES
0.2458363417569193,YES
0.4574007220216607,YES
0.5042478941034898,NO
0.5303971119133575,NO
0.5507220216606499,YES
0.134705174488568,NO
0.5306618531889289,YES
0.2725391095066185,NO
0.5356799037304452,NO
0.7297833935018051,NO
0.5945126353790613,NO
0.5586281588447652,NO
0.3706618531889289,YES
0.5469193742478942,NO
0.3002,YES
0.4790854392298435,NO
0.2697352587244284,YES
0.4139831528279181,NO
0.4552707581227436,NO
0.399410348977136,NO
0.5474969915764138,NO
0.5185679903730445,YES
0.5397954271961491,NO
0.46338146811071,YES
0.409554753309266,NO
0.6238628158844766,NO
0.4277,YES
0.2894584837545126,YES
0.25326113116726834,YES
0.3682912154031288,YES
0.36540312876052944,NO
0.4225270758122743,NO
0.5102406738868832,YES
0.2573766546329723,NO
0.4311913357400721,YES
0.3388086642599278,NO
0.5089290012033694,NO
0.6360409145607702,NO
0.5421660649819493,NO
0.47536702767749706,NO
0.3451383874849579,YES
0.4614440433212996,NO
0.28371841155234656,YES
0.4650661853188928,NO
0.3160048134777376,YES
0.4682310469314079,NO
0.5079181708784597,NO
0.4292298435619735,NO
0.4858363417569193,NO
0.4876173285198556,YES
0.4722503008423586,NO
0.4451985559566787,YES
0.5377135980746088,NO
0.8405896510228639,NO
0.526,YES
0.30536702767749696,YES
0.36992779783393503,YES
0.4145848375451263,YES
0.4771239470517448,NO
0.5877015643802648,NO
0.541696750902527,YES
0.2467870036101083,NO
0.5422864019253909,YES
0.3385078219013236,NO
0.5456077015643801,NO
0.7153188929001204,NO
0.6251624548736461,NO
0.6011672683513838,NO
0.4122262334536703,YES
0.5912876052948255,NO
0.3422,YES
0.5353670276774969,NO
0.3386040914560769,YES
0.5900481347773765,NO
0.5926835138387485,NO
0.4680264741275572,NO
0.6348856799037303,NO
0.5153429602888087,YES
0.5511913357400722,NO
0.4626835138387485,YES
0.4900962695547533,NO
0.6988327316486159,NO
0.40055354993983133,YES
0.16102286401925384,YES
0.21056558363417568,YES
0.3966064981949458,YES
0.451985559566787,NO
0.4871480144404332,NO
0.5229,YES
0.1003,NO
0.4689169675090253,YES
0.22705174488567986,NO
0.4634416365824308,NO
0.6502286401925389,NO
0.5217930204572803,NO
0.4983032490974729,NO
0.3268953068592057,YES
0.4967148014440433,NO
0.3066,YES
0.4213477737665464,NO
0.2229723225030084,YES
0.3633453670276775,NO
0.4031407942238267,NO
0.34358604091456074,NO
0.4939951865222623,NO
0.4473285198555956,YES
0.4802888086642599,NO
0.4263,YES
0.2576895306859205,NO
0.5771119133574008,NO
0.3015042117930204,YES
0.3566,YES
0.27823104693140793,YES
0.33429602888086635,YES
0.3880746089049338,NO
0.2275932611311673,NO
0.3123706377858001,YES
0.1971,NO
0.3915764139590853,YES
0.1418,NO
0.3127316486161251,NO
0.5033453670276775,NO
0.334560770156438,NO
0.3956438026474127,NO
0.3745968712394704,YES
0.29168471720818284,NO
0.2745,YES
0.18305655836341755,NO
0.2653,YES
0.3736582430806257,NO
0.4499999999999999,NO
0.2962334536702767,NO
0.3458363417569193,NO
0.3127797833935017,YES
0.4378219013237064,NO
0.26779783393501805,YES
0.470962695547533,NO
0.7500240673886882,NO
0.4032611311672683,YES
0.3285,YES
0.3624,YES
0.4065944645006016,YES
0.5037063778580024,NO
0.4533453670276774,NO
0.38277978339350177,YES
0.1836,NO
0.5040914560770156,YES
0.1342,NO
0.3757160048134777,NO
0.5977617328519855,NO
0.4364981949458484,NO
0.5369795427196149,NO
0.3971359807460891,YES
0.4970397111913357,NO
0.5728,YES
0.3322864019253911,NO
0.4594,YES
0.4397352587244284,NO
0.4969554753309265,NO
0.3705294825511432,NO
0.5075090252707581,NO
0.39559566787003597,YES
0.5621058965102286,NO
0.3168712394705175,YES
0.5483032490974729,NO
0.8741997593261128,NO
0.5909386281588447,NO
0.4212876052948254,NO
0.39137184115523466,NO
0.6164019253910951,NO
0.6501203369434416,NO
0.4663417569193742,NO
0.7271961492178098,NO
0.2902286401925391,NO
0.6191215403128759,NO
0.3971961492178098,NO
0.7384717208182912,YES
1.0,YES
0.7551022864019254,YES
0.6656799037304449,NO
0.6468592057761733,NO
0.5660048134777376,NO
0.4300481347773765,NO
0.5709386281588447,NO
0.4719614921780986,NO
0.5705174488567989,NO
0.7211070998796629,NO
0.5747412755716004,NO
0.6067749699157641,NO
0.7014681107099878,NO
0.7141034897713596,NO
0.6446931407942238,NO
0.12891696750902526,YES
0.3694464500601685,YES
0.2752,NO
0.2359687123947052,NO
0.2310228640192539,NO
0.1503249097472924,NO
0.32899999999999996,YES
0.15046931407942238,YES
0.2567148014440433,NO
0.1519,NO
0.20896510228640192,NO
0.1784,NO
0.2767870036101082,NO
0.3553309265944645,NO
0.2949939831528278,NO
0.3075,YES
0.2658002406738869,NO
0.18802647412755716,YES
0.21496991576413954,NO
0.3735,YES
0.2396630565583634,NO
0.29673886883273165,NO
0.3193020457280385,NO
0.2349578820697954,NO
0.2708904933814681,NO
0.24552346570397104,NO
0.2272563176895307,NO
0.2323465703971119,NO
0.2807942238267148,NO
0.5141034897713597,NO
0.4062936221419976,YES
0.2886,YES
0.2879,YES
0.4312755716004813,YES
0.4316726835138388,NO
0.20474127557160046,NO
0.3950902527075812,YES
0.1109,NO
0.4300481347773765,YES
0.0996,NO
0.3498676293622142,NO
0.5150541516245486,NO
0.33086642599277977,NO
0.4234055354993984,NO
0.31764139590854384,YES
0.32075812274368226,NO
0.3536,YES
0.2209145607701564,NO
0.2827,YES
0.2484115523465704,NO
0.344560770156438,NO
0.3381949458483753,NO
0.3116726835138388,NO
0.4181708784596871,YES
0.5157641395908543,NO
0.3374488567990373,YES
0.3458,YES
0.44375451263537896,YES
0.3473,NO
0.3138387484957881,NO
0.2278339350180505,NO
0.2277135980746089,NO
0.2960048134777376,YES
0.4184,YES
0.3412394705174488,NO
0.21744885679903725,NO
0.2525391095066185,NO
0.2442599277978339,NO
0.3768351383874849,NO
0.48,NO
0.357581227436823,NO
0.3875571600481347,YES
0.3222141997593261,NO
0.3513959085439229,YES
0.23901323706377856,NO
0.3407,YES
0.2767990373044525,NO
0.3678219013237064,NO
0.4598676293622142,NO
0.36186522262334536,NO
0.30801444043321297,NO
0.3536582430806257,NO
0.35655836341756914,NO
0.3381949458483753,NO
0.35541516245487365,NO
0.6763898916967508,NO
0.3284957882069795,NO
0.30342960288808657,NO
0.3741997593261131,NO
0.3491576413959086,NO
0.4384837545126353,NO
0.32738868832731643,NO
0.3954271961492177,NO
0.2119,YES
0.4047412755716005,NO
0.1963,YES
0.42328519855595664,NO
0.6415162454873646,NO
0.4597593261131167,NO
0.4689169675090253,NO
0.4729241877256317,NO
0.3821299638989169,NO
0.2848977135980745,NO
0.3140553549939831,NO
0.2986883273164861,NO
0.481107099879663,YES
0.5774127557160047,YES
0.35942238267147997,YES
0.4308784596871239,YES
0.3802166064981949,NO
0.4580024067388688,YES
0.3491817087845968,NO
0.3612,YES
0.4534657039711191,YES
0.2823,NO
0.32370637785800244,NO
0.2624548736462093,NO
0.22137184115523464,NO
0.29801444043321296,YES
0.4499,YES
0.3181347773766546,NO
0.19483754512635376,NO
0.2471961492178098,NO
0.2149217809867629,NO
0.3623706377858002,NO
0.4930445246690734,NO
0.35045728038507823,NO
0.3767027677496991,YES
0.3683874849578821,NO
0.3791,YES
0.2519735258724428,NO
0.3577,YES
0.2901684717208182,NO
0.3668832731648615,NO
0.4731768953068592,NO
0.3425150421179302,NO
0.3070878459687124,NO
0.3266425992779784,NO
0.3501564380264741,NO
0.31590854392298434,NO
0.4492057761732851,NO
0.7599638989169675,NO
0.5009265944645005,NO
0.4165824308062575,NO
0.360517448856799,NO
0.4954632972322503,NO
0.5920096269554753,NO
0.35565583634175685,NO
0.5834657039711191,NO
0.2874729241877256,YES
0.4860649819494584,NO
0.3551143200962695,YES
0.6166064981949457,NO
0.8581588447653428,NO
0.6265102286401925,NO
0.6266305655836342,NO
0.5860409145607701,NO
0.5033453670276775,NO
0.3759326113116726,NO
0.4961251504211793,NO
0.43019253910950667,NO
0.520950661853189,YES
0.6845126353790614,YES
0.5230204572803852,YES
0.4977376654632972,YES
0.5922743682310471,NO
0.6211672683513838,YES
0.5240794223826715,NO
