LOWERTRACED_RFNONE_MULTI_LSA_SUM.csv,Associated
0.1428327790568773,NO
0.21605244809614815,YES
0.35188780040028295,NO
0.31325899507922894,NO
0.5109225066337613,NO
0.3485621416640332,NO
0.33616741657010724,YES
0.48022411829914874,NO
0.26180909815960157,YES
0.062134139918438594,NO
0.06409542583981662,NO
0.265510962635246,YES
0.14486930612613425,YES
0.10854287993017621,YES
0.2524641475930357,YES
0.058296841376612035,NO
0.04908732487622831,NO
0.44756946011968357,YES
0.4483620002106752,NO
0.3090003461092803,YES
0.4378733841963493,NO
0.2454717369168184,NO
0.10937554863336993,NO
0.12932950105086805,NO
0.09095651563260249,NO
0.1397529080703655,YES
0.08831304330378864,NO
0.3132840754618552,YES
0.05616500885337507,NO
0.23491791190766403,YES
0.4717268846653524,NO
0.43216007303407417,NO
0.6301646777923243,NO
0.4562071438961872,NO
0.2592007383664645,YES
0.5648453292803434,NO
0.3651954514218069,YES
0.08979278587874136,NO
0.06881555385008953,NO
0.17962570036968484,YES
0.2957278076234331,YES
0.21770273727295986,YES
0.22345617704743703,YES
0.0718001193826213,NO
0.038884625223842416,NO
0.26566646100752916,YES
0.1597168926409141,NO
0.18798248386077376,YES
0.11256075722691226,NO
0.20380318922145474,NO
0.22452460134731816,NO
0.20678775475398653,NO
0.13643728148716638,NO
0.18487251641511043,YES
0.13217361644069242,NO
0.2257184275603309,YES
0.12023535431056535,NO
0.2178732838748188,YES
0.09448281742986271,NO
0.12918905090816063,NO
0.12901850430630168,NO
0.07845143685512067,NO
0.22158016442698847,YES
0.09277735141127312,NO
0.19488962123606157,YES
0.9467894602200052,NO
0.9322077257610641,NO
0.20823740086978765,YES
0.3921518466685728,YES
0.42105949568366613,YES
0.21275688581905006,YES
0.9280293340155198,NO
0.9119126801398482,NO
0.24038543532020124,YES
0.20839791531859608,NO
0.25078877803359767,YES
0.1662729046594335,NO
0.1351832623558505,NO
0.10005066237290516,NO
0.07156937986245918,NO
1.0,NO
0.3624767379451141,YES
0.9954805150507375,NO
0.6004745208392899,YES
0.9204400102327961,NO
0.5037745975852608,YES
0.1948394604708089,NO
0.1764204274700415,NO
0.3063769380865674,NO
0.16678454446501034,NO
0.20303572951308946,YES
0.24779418034801537,NO
0.19160910718853924,YES
0.0775686073866743,NO
0.03527305012565272,NO
0.1395021042441023,NO
0.17139933486825276,NO
0.049287967937238844,NO
0.10334622465000326,NO
0.08379355835452625,NO
0.03876925546376135,NO
0.24276807166970138,NO
0.1217953541099223,NO
0.08867921689013288,NO
0.10141503518777681,NO
0.35192291293595973,YES
0.27884369403939624,YES
0.3274494755691993,YES
0.0669947180714189,NO
0.052272533469770614,NO
0.06963819040023274,NO
0.0369233393024644,NO
0.1339342593010599,NO
0.05730365822460988,NO
0.05118906094031371,NO
0.07523613180242678,NO
0.09817464975245663,NO
0.05784037841281307,NO
0.16542518772666398,NO
0.05784037841281307,NO
0.20123997411704508,NO
0.10732898941106245,YES
0.24811520924563224,YES
0.2363474937173642,NO
0.1827607481979745,NO
0.11121644871814165,NO
0.05480063603850341,NO
0.28222452961742384,YES
0.10818172242035724,YES
0.08421992485917365,NO
0.16130197282289738,NO
0.04712603895485029,NO
0.1838993975692093,NO
0.13328216935277565,NO
0.11989426110684744,NO
0.12484011256075724,NO
0.26389076991758587,YES
0.09271214241644472,NO
0.15644641074644233,YES
0.0704558108738507,NO
0.320171148531042,YES
0.11658866667669883,NO
0.13094467769200285,NO
0.06741606849954103,NO
0.14723187816953337,NO
0.11261091799216488,NO
0.12165490396721491,NO
0.10178120877412106,NO
0.0779097005903922,NO
0.037149062746101254,NO
0.012846171981199746,NO
0.3851594359923555,YES
0.2477741160419144,YES
0.247177202935408,YES
0.39291930637693806,YES
0.04414147342231853,NO
0.013528358388635576,NO
0.45303698353222077,YES
0.08621130723970324,NO
0.40102026996523865,YES
0.07657542423467212,NO
0.160228532446491,NO
0.13882493391319178,NO
0.1455615246866206,NO
0.01907112294905171,NO
0.1827105874327219,YES
0.018559483143474834,NO
0.3032017616460757,YES
0.09027432922516666,NO
0.2427429912870751,YES
0.027969642704869103,NO
0.024643983968619422,NO
0.09635883005031125,NO
0.023450157755606722,NO
0.39846207093735425,YES
0.060544043659930075,NO
0.37799647871427927,YES
0.517257811285169,YES
0.24489488811641313,YES
0.5787298291022729,NO
0.17440396470688557,NO
0.1190615924036537,NO
0.3738180869687348,NO
0.41510039677165317,YES
0.5791662277599707,YES
0.37731429230684344,NO
0.09843046965524505,NO
0.3652907568757869,NO
0.1019266749933537,NO
0.14010403342713396,NO
0.1087234586850857,NO
0.10420397373582332,NO
0.3194237531287778,YES
0.10712333027352666,NO
0.4988387782844015,YES
0.06713015213760101,NO
0.5129088729377655,YES
0.07480474922125412,NO
0.06466224248717138,NO
0.07651523131636896,NO
0.11966352158668532,NO
0.07361593908476667,NO
0.446300392758792,NO
0.10789580605841721,NO
0.3519028486298587,NO
0.29785462407014485,NO
0.24848138283197652,NO
0.07614905773002473,NO
0.2367086512271831,NO
0.1320783109867124,NO
0.09618828344845229,NO
0.2602490983602446,NO
0.2663887760271671,NO
0.1554532275944402,NO
0.1924016472795309,YES
0.0636991557943208,NO
0.17909901233453218,YES
0.19715187174895543,NO
0.2159119979534408,NO
0.2051675620363264,NO
0.31286272503373314,NO
0.13565978962575054,NO
0.333669410460526,NO
0.16550544495106817,NO
0.3689725570453303,NO
0.18136627892395124,NO
0.11633786285043565,YES
0.12460937304059509,YES
0.1465246113794712,YES
0.17602917350107095,YES
0.1091498251897331,NO
0.09442262451155954,YES
0.09311844461499105,NO
0.4100040630219855,YES
0.14361027091829315,YES
0.29256266333599185,NO
0.15681258433278655,NO
0.0771673212646532,NO
0.10965143284225944,NO
0.24286839320020664,YES
0.4856414809464333,YES
0.1325899507922893,NO
0.11374956736339968,NO
0.10683741391158663,NO
0.11511394017827135,NO
0.1336232625564936,NO
0.11716551547710412,NO
0.11639805576873882,NO
0.20952653253678033,YES
0.06676397855125678,NO
0.4252679838883622,YES
0.04979459166629046,NO
0.4070194974894537,YES
0.07460912223676883,NO
0.06241504020385334,NO
0.060709574185263765,NO
0.1303778610446481,NO
0.07981079359346704,NO
0.1735211352384392,NO
0.09029940960779297,NO
0.11741130322684203,NO
0.12293400348115711,NO
0.05394790302920862,NO
0.19844601949247337,NO
0.44422373707733287,NO
0.3800129414774352,NO
0.20364769084917161,NO
0.13205824668061134,NO
0.09530545398000591,NO
0.22138453744250325,NO
0.16579637738953346,YES
0.18616666415862843,NO
0.2520076846292367,YES
0.19953952417498078,NO
0.19502003922571842,NO
0.1771979193314573,NO
0.07049092340952753,NO
0.37549345652817284,NO
0.07518095496064887,NO
0.3621055482822446,NO
0.19661013548422696,NO
0.36116754197202033,NO
0.0945931711134185,YES
0.10124448858591788,YES
0.11719059585973045,YES
0.24458890744837208,YES
0.23707482481352732,NO
0.10985709197979525,YES
0.16160795349093848,NO
