Random_SUM.csv,Associated
0.9059785571506452,YES
0.4864024581633158,YES
0.7512596435002395,YES
0.6388317116283679,NO
0.5457155601077098,YES
0.4647547618654287,NO
0.17276857251416577,NO
0.42162126443427544,NO
0.47017329390580337,YES
0.7498158029504567,YES
0.8367568103348585,YES
0.7344985379875438,YES
0.6333437959460129,NO
0.13146548163811472,NO
0.3148167115457684,YES
0.8290155782796161,NO
0.2258800984586919,YES
0.18831050831777701,NO
0.47543653874746,NO
0.6660730510630564,NO
0.18083029091569885,NO
0.18624221499017068,NO
0.34361753093354036,YES
0.529350932549188,NO
0.402884377116614,YES
0.35741165975583555,NO
0.327130656005815,YES
0.5480812119009465,NO
0.503632729255117,NO
0.42668957428179666,NO
0.3486627129004014,NO
0.6220970379792841,YES
0.09017230271091801,NO
0.46652900071035625,YES
0.40910247303123914,NO
0.06112698858473889,NO
0.2861480514760544,NO
0.6682503758280607,NO
0.5545504105198817,NO
0.2041630185188244,NO
0.2942824575025193,NO
0.128399385459171,NO
0.45870847306427887,NO
0.15900417953843354,YES
0.7922984157401747,NO
0.2130837724877339,YES
0.7128508416896568,NO
0.43236581699238424,NO
0.26448053128045856,NO
0.5023673037847125,NO
0.20371037285447602,NO
0.3390415145457849,NO
0.5508697735119686,NO
0.7367287264797713,NO
0.6851634645565229,NO
0.4280805511043563,YES
0.7547982092412402,YES
0.43538896139295913,YES
0.5761287231757883,YES
0.3968446962813671,NO
0.2623461582938232,YES
0.5362595609006657,NO
0.6881700890423404,NO
0.6929278244924256,NO
0.39530834420894384,NO
0.4118844266763583,NO
0.5187649711727488,NO
0.4774750962285034,NO
0.15190061619282041,NO
0.66133513951068,NO
0.6005451571869889,NO
0.7560966745411593,YES
0.26953892917912536,NO
0.41072472866040005,YES
0.1827333850957329,NO
0.13146878562106618,NO
0.1443609270976161,NO
0.15015280921150442,NO
0.1345480977318157,NO
0.4026266664464011,NO
0.5854856028942891,NO
0.16964300464209603,NO
0.5321229742454529,NO
0.2700609584854542,YES
0.6882923364115441,YES
0.709090909090909,YES
0.12323526010605783,YES
0.4043612574959113,NO
0.7243619182925014,YES
0.5355822443956189,NO
0.5553169345646177,NO
0.5245238134571225,NO
0.48855665504765994,NO
0.7146118646027787,NO
0.755267374820346,NO
0.23752003039664316,NO
0.6276576412865709,NO
0.5398377744370839,NO
0.7074719574446995,NO
0.5691606231311845,YES
0.3733302496159119,NO
0.27951365370954684,YES
0.697629392232336,NO
0.12792030793121106,NO
0.44604761039433033,NO
0.07042109262716202,NO
0.195169576924983,NO
0.4986404110154791,NO
0.661467298828738,NO
0.5253597211438389,NO
0.7012902053425404,NO
0.40524672492689934,YES
0.6252126939024995,YES
0.7735780483372705,YES
0.19090743891761514,YES
0.6622239109246196,NO
0.6109692233988072,YES
0.5034741380734475,NO
0.6017312870665587,NO
0.5496175639733699,NO
0.08684849586176134,NO
0.7019708258305387,NO
0.6759057043265657,NO
0.46441114763847813,NO
0.08858308691127151,NO
0.24128326697834235,NO
0.7374390828143325,NO
0.7473378157368707,YES
0.28283085259280055,NO
0.7256967274048866,YES
0.6685080864982736,NO
0.5157979944823484,NO
0.18932152710092015,NO
0.6936216609122298,NO
0.3802587018650983,NO
0.22767746518427967,NO
0.45952125287033524,NO
0.4653593907455437,NO
0.54014834883452,NO
0.685305535823435,YES
0.3608577139741958,YES
0.4081938777195909,YES
0.3527100920159252,YES
0.6194340277204169,NO
0.6089042340541523,YES
0.4531280458592833,NO
0.4156575752069118,NO
0.10515586539573456,NO
0.8593692696545685,YES
0.37221680736127394,YES
0.1383476781259808,YES
0.42668627029884515,YES
0.7205425140006277,NO
0.7259544380750995,NO
0.49457981596814954,YES
0.3644623593742256,NO
0.43174797218046357,YES
0.10356334561313661,NO
0.20437447342771708,NO
0.3230370211289709,NO
0.6899046800918508,NO
0.20417953843358166,NO
0.718480828638924,YES
0.6210860191961409,NO
0.2027158739860902,YES
0.4751623081624898,NO
0.15230370211289707,YES
0.07284291213057338,NO
0.5093287958634133,NO
0.2672294450960632,NO
0.13730031553037186,NO
0.2246212809541902,YES
0.7027307419093718,NO
0.40410024284274687,YES
0.4398757702410255,NO
0.42321708819982484,NO
0.28282424462689765,YES
0.5406373383113343,NO
0.3216130044768969,NO
0.6663968413922984,YES
0.5128541456726082,NO
0.47046404440553086,NO
0.40974014174086854,YES
0.3278079725108618,NO
0.7222738010671865,YES
0.08489253795450413,NO
0.28959410569441457,NO
0.8519947797069366,NO
0.6846315233013398,NO
0.4279186559397353,NO
0.26711380569276255,NO
0.5805560603307287,NO
0.8565212363504204,NO
0.5668874828605883,NO
0.7739018386665124,NO
0.2913022648803132,NO
0.44213899856276734,NO
0.23363454644574028,NO
0.5950902813341483,NO
0.501478532370773,YES
0.41843292088612816,NO
0.4549914922438999,YES
0.2663472816480266,NO
0.0,NO
0.5363388564915005,YES
0.6237259015743478,YES
0.569038375761981,YES
0.6858374770786183,YES
0.29074719574446994,NO
0.6527348718880609,NO
0.22263889118332147,YES
0.3444203987907422,NO
0.7677597343597707,YES
0.22665653445228218,NO
0.481624898815522,NO
0.17060776766391883,NO
0.3993325954438075,NO
0.22362017411990154,NO
0.669225050798738,YES
0.6158227743544843,NO
0.798922901557828,YES
0.16209340359803742,NO
0.7170601159698016,YES
0.7977235557464523,NO
0.6407645416549651,NO
0.8193580361125337,NO
0.33159103299026976,NO
0.8082731733104257,YES
0.31716584342424786,NO
0.6300232930798076,YES
0.77300645928667,NO
0.36318041398906376,NO
0.7610956007467001,YES
0.7652288834189616,NO
0.3278707481869393,NO
0.5831298630499067,YES
0.2507954338955611,NO
0.6144945732080023,NO
0.4653792146432524,YES
0.6541754084548924,NO
0.5794723539226537,YES
0.5085887036822889,NO
0.5137032692911304,NO
0.7359225546396181,NO
0.5226008953793799,NO
0.6124956635223762,NO
0.3917929063486032,NO
0.39347132968793874,NO
0.5684601787454776,NO
0.5899195480151322,NO
0.18842284373812623,NO
0.3095303388234516,NO
0.7438917615185104,NO
0.6798836998001089,NO
0.41453752498637103,NO
0.44034163183717967,YES
0.4034823980308261,NO
0.6397336989741133,YES
0.2797251086184395,NO
0.393074851733765,NO
0.048832868022401,YES
0.6175573654039945,YES
0.09706110716468701,YES
0.05501792410751159,YES
0.26274924421389984,NO
0.17895693258222783,NO
0.5522277105050137,YES
0.6692151388498836,NO
0.11388829233641153,YES
0.6285166768539474,NO
0.0966943650570763,NO
0.3452629144433614,NO
0.5074620454958452,NO
0.2118778187104554,NO
0.44041431946211157,YES
0.09251152264054317,NO
0.1876629276592932,YES
0.11941585581418397,NO
0.43549138486445405,YES
0.46340343283828644,NO
0.48766788363372043,NO
0.3890902482943187,NO
0.004810599177308243,NO
0.4822757834569574,YES
0.5378686005980209,NO
0.6690003799580394,YES
0.6421621264434275,YES
0.22459815307353015,YES
0.7092660201873359,NO
0.7214709332099847,NO
0.08258305387144202,NO
0.37824657624766655,NO
0.16810665256967272,YES
0.6357160557051525,YES
0.5793203707068871,NO
0.04798704838683031,NO
0.6474584111145987,NO
0.5928204450465036,NO
0.23245832851502485,NO
0.43928435729271637,NO
0.5136768374275189,NO
0.10681776882031287,YES
0.26037368047180875,NO
0.7373003155303718,YES
0.1604612360200221,NO
0.40982934928055764,YES
0.35112418019923003,NO
0.14133117473113838,NO
0.4107610724728659,NO
0.34045892323195603,NO
0.3854393471329687,NO
0.3479853963953545,NO
0.4331719888325376,NO
0.6683032395552837,NO
0.42034923099796795,NO
0.02632613615713742,NO
0.8533659326317876,YES
0.4322931293674524,YES
0.4756017378950324,YES
0.3290502701006063,YES
0.2348603241207275,NO
0.1084466324153767,NO
0.9959261890208647,YES
0.6337171460195266,NO
0.5420084912361851,YES
0.0443427551913832,NO
0.7177506484066543,NO
0.695696562205739,NO
0.12426279880395814,NO
0.22135364181520822,NO
0.2957824657624766,YES
0.47028562932615264,NO
0.5952059207374489,YES
0.5182198139857598,NO
0.3252936414848098,YES
0.7046371400723572,NO
0.545613136636215,NO
0.23322485255976078,NO
0.6891216361323576,NO
0.21357606594749967,YES
0.47047726033733656,NO
0.7594436092709762,YES
0.24728330001817184,NO
0.2513009432871326,NO
0.26984619959361006,YES
0.7718104174582457,YES
0.12225728115242922,YES
0.27476913419126753,YES
0.4762294946558075,NO
0.4875720681281284,NO
0.7808666347281649,YES
0.28484297821023236,NO
0.18987329225381194,YES
0.5524391654139065,NO
0.4160474451951828,NO
0.4910676820907604,NO
0.2774684882626005,NO
0.09007979118827744,NO
0.4155617597013199,YES
0.11358432590487831,NO
0.7853996993375514,YES
0.10633538730940147,NO
0.7117109675714073,YES
0.461467298828738,NO
0.7859250326268317,NO
0.791105677894702,NO
0.3539160457932037,NO
0.6968926040341632,YES
0.7674062081839658,NO
0.5748368658417722,YES
0.6328382865544413,NO
0.4846447392331455,NO
0.5891530239703963,YES
0.3326747393983447,YES
0.3502948804784167,YES
0.6734937967720087,YES
0.4890753803710372,NO
0.3119554623098144,NO
0.23265987147506317,YES
0.22796821568400705,NO
0.6014141047032198,YES
0.12247204004427338,NO
0.38986668428790905,NO
0.5648423174136421,NO
0.14146003006624486,NO
0.4768308195529712,NO
0.5573092362843408,YES
0.5305568863264666,NO
0.5805692762625344,YES
0.24148480993838067,NO
0.4093634876844035,YES
0.4342755191383212,NO
0.45405646506864017,NO
0.5810219219268828,NO
0.5480349561396263,NO
0.5776948110947747,YES
0.6625972609981333,NO
0.3016073877058794,YES
0.48236499099664637,NO
0.08583086911271537,NO
0.8229560735466606,YES
0.5584292865048817,YES
0.06631424181851221,YES
0.5694976293922323,YES
0.5362364330200056,NO
0.2776402953760758,NO
0.9999999999999999,YES
0.5481935473212959,NO
0.2669287826474815,YES
0.7122924685708623,NO
0.4209109080997142,NO
0.2953066922174681,NO
0.1496472998199329,NO
0.3050996976855599,NO
0.5625262253646771,YES
0.06258404506632745,NO
0.5451307551253035,YES
0.3395668478350651,NO
0.5532288173393025,YES
0.1616407579336891,NO
0.0757570250937505,NO
0.4441907719756165,NO
0.39020369054895676,NO
0.3081823137792608,YES
0.5215502288008194,NO
0.8842416533130689,YES
0.08681876001519831,NO
0.4934861976112202,NO
0.14271223960484364,YES
0.4278393603489006,YES
0.8095650306444419,YES
0.20150331224290874,YES
0.19525217649876925,NO
0.30806337039300874,NO
0.5538565741000776,YES
0.5319313432342689,NO
0.05452232666479441,YES
0.17472783440437445,NO
0.5397188310508317,NO
0.5012373416153172,NO
0.6776105595295129,NO
0.17350536071233869,NO
0.3533345447937489,YES
0.6102919068937604,NO
0.2411940594386533,YES
0.47667883633720437,NO
0.7874019130061288,YES
0.36816942824575016,NO
0.2939850990368889,NO
0.7126261708489583,NO
0.3047395635438521,NO
0.6005848049824063,YES
0.14871888061057603,NO
0.4103645945186923,YES
0.4058183139774998,NO
0.6979201427320634,NO
0.4615532023854756,YES
0.5025060710686733,YES
0.6226686270298845,YES
0.605649810846976,YES
0.23196273107230764,NO
0.5773313729701155,NO
0.7123816761105511,YES
0.32102159152858767,NO
0.29380668395751075,YES
0.27931211074950857,NO
0.6591908545751903,NO
0.4447557530603142,NO
0.5785208068326367,NO
0.5168453570779575,NO
0.7468091784646391,YES
0.46278228404341426,NO
0.5621528752911634,YES
0.32573307121735245,NO
0.7981762014108007,YES
0.6156080154626402,NO
0.277656815290833,NO
0.45525911486296733,NO
0.4490575388630994,NO
0.76376521897147,YES
0.5802256620355839,NO
0.6264384715774867,YES
0.16369913931244112,NO
0.45059719491847416,NO
0.4447392331455569,NO
0.29116019361340084,NO
0.4585994416268811,NO
0.6474253712850842,NO
0.23401780846810827,NO
0.19242727107528118,NO
0.2883980638659904,NO
0.08414253382452544,NO
0.17210777592387622,NO
0.10225166438141177,NO
0.32983992202600226,YES
0.7866254770125385,YES
0.44621611352485413,YES
0.09479787884294517,NO
0.6939586671732774,NO
0.02426114681248244,NO
0.13218244593857897,NO
0.4970082434374638,NO
0.14215717046900034,NO
0.17289412386632086,NO
0.12638065187583625,NO
0.0880511456560884,NO
0.3269852807559513,NO
0.6781127649381329,NO
0.6359076867163366,NO
0.6007004443857069,NO
0.7338972130903803,YES
0.8591875505922388,YES
0.7670130342127434,NO
0.49004344737581146,NO
0.2344175904052334,NO
0.183169510845324,NO
0.2657922125121834,YES
0.5322220937339963,YES
0.3607420745708951,NO
0.5270018006707086,NO
0.1537971024069516,NO
0.3496274759222242,NO
0.36009118992945993,NO
0.6391224621280953,NO
0.199587002131069,NO
0.2715246229329456,YES
0.12354583450349395,NO
0.12710752812515486,YES
0.06744090000495598,NO
0.6568020749012935,YES
0.5980969058199659,NO
0.4230056332909321,NO
0.5489039036558571,NO
0.7030545322386136,NO
0.28749277253729355,NO
0.6951679249335072,NO
0.22664331852047642,NO
0.22097037979284023,NO
0.5041613665273487,NO
0.3167098937769481,NO
0.42908496192159634,YES
0.44343415987973495,YES
0.8328184626567326,YES
0.20164207952686963,YES
0.0390332545884063,NO
0.6022334924751789,NO
0.6519914757239852,YES
0.22349792675069796,NO
0.1215039730394991,YES
0.664173260865974,NO
0.7190226818429616,NO
0.644613681793402,NO
0.13136966613252277,NO
0.646391224621281,NO
0.16251961739877424,YES
0.1495514843143409,NO
0.6223448367006427,YES
0.5705152561412783,NO
0.39473675515834333,YES
0.5750648406654222,NO
0.27747840021145487,NO
0.07894536864189779,NO
0.635815175193696,NO
0.6678836337204499,YES
0.24556522888341886,NO
0.19362992086960829,YES
0.2427568433746881,YES
0.6414682900236234,YES
0.36026299704293524,NO
0.5105017098111774,NO
0.26062478317611876,NO
0.35625526572282884,NO
0.6502767085721837,YES
0.5896618373449193,YES
0.0625675251515702,NO
0.04778550542679198,NO
0.6342854310871756,NO
0.4181983380965753,NO
0.45980539540415966,NO
0.5697355161647365,NO
0.6643516759453522,NO
0.07187484512579913,YES
0.5135777179389754,NO
0.6647217220359143,YES
0.6644078436555266,NO
0.5051889052252491,YES
0.37081591858985996,NO
0.05747939140634033,NO
0.15880924454429812,NO
0.37068045528885063,NO
0.22913782564881963,NO
0.6977219037549766,NO
0.738585564898485,NO
0.4846249153354368,NO
0.27044422050782213,NO
0.3401285249368112,NO
0.14675301075446445,NO
0.325885054433119,NO
0.13419787553896223,NO
0.181230072852824,NO
0.6032841590537392,NO
0.4199527530437942,NO
0.45660053194125505,NO
0.21180182710257217,YES
0.4372854476070903,NO
0.6916194472436522,YES
0.7292419011117902,NO
0.2373449193002164,NO
0.44996943815769896,NO
0.7361274015826078,NO
0.4534683561032824,NO
0.4168767449159962,NO
0.39763104422381174,NO
0.3274841821816199,NO
0.5815175193696001,NO
0.06070407876695354,YES
0.5589017560669386,YES
0.48587382089108416,YES
0.13157451307551254,YES
0.631206118976426,NO
0.04948044868088479,YES
0.31089157979944815,NO
0.6490938826755653,YES
0.11350503031404356,YES
0.23586803892091912,NO
0.47121404853550947,NO
0.5575669469545537,NO
0.566117654832901,NO
0.35698874993805024,YES
0.5751738721028199,YES
0.1684800026431863,NO
0.15038078403515437,NO
0.03271273520228635,NO
0.36211983546164894,NO
0.5850395651958435,NO
0.5452166586820412,NO
0.5478961888556655,NO
0.17539854294351837,YES
0.3954669353906133,NO
0.5979118827746849,YES
0.03639337221019939,NO
0.3740868617117935,YES
0.15570350056993704,NO
0.5587795086977351,NO
0.23773148530553578,NO
0.2622040870269109,NO
0.5646738142831182,NO
0.07292881568731104,NO
0.6310277038970479,NO
0.6005154213404259,NO
0.06597393157451306,NO
0.28655113739613103,NO
0.6195628830555233,NO
0.3376472337402739,NO
0.42747261824128985,NO
0.31569887499380495,NO
0.26420299671253694,NO
0.610126707746188,NO
0.523413675185436,NO
0.23971387507640457,YES
0.16518593164059275,NO
0.6229131217682916,YES
0.804698263756959,NO
0.3665471726165893,NO
0.24301455404490108,NO
0.2578857813093684,NO
0.5989063816430706,NO
0.16010440586126579,NO
0.438507921299126,NO
0.7074223977004278,NO
0.6830654353823532,NO
0.5262187567112153,YES
0.04429319544711148,YES
0.7065005864569739,YES
0.3277782366642988,YES
0.3908050154461203,NO
0.3296615069466241,YES
0.6441048684188789,NO
