NONETRACED_MEDIAN_RAW_VSM_MEDIAN.csv,Associated
0.1191,NO
0.10875,YES
0.11439999999999999,NO
0.12985,YES
0.14065,NO
0.1181,NO
0.10735,NO
0.03605,NO
0.06995,NO
0.03705,NO
0.07314999999999999,NO
0.12085,NO
0.06595000000000001,NO
0.10495,YES
0.0872,YES
0.11474999999999999,YES
0.16540000000000002,YES
0.13815,NO
0.10264999999999999,YES
0.08265,NO
0.06215,NO
0.07295,NO
0.13019999999999998,NO
0.11225,NO
0.0833,NO
0.13085,NO
0.08265,NO
0.05445,NO
0.13019999999999998,NO
0.18009999999999998,YES
0.133,NO
0.0935,YES
0.08065,NO
0.0532,NO
0.037899999999999996,NO
0.10949999999999999,NO
0.0825,NO
0.09085,NO
0.174,NO
0.07204999999999999,NO
0.15675,NO
0.2131,YES
0.1787,YES
0.26805,YES
0.09895,YES
0.1182,NO
0.15295,YES
0.10205,NO
0.08695,NO
0.0448,NO
0.11585000000000001,NO
0.12919999999999998,NO
0.11265,NO
0.11384999999999999,NO
0.10039999999999999,NO
0.06615,NO
0.1115,NO
0.1885,YES
0.1069,NO
0.11155000000000001,YES
0.1285,NO
0.119,NO
0.1065,NO
0.03345,NO
0.08675,NO
0.03395,NO
0.07894999999999999,NO
0.1034,NO
0.08485000000000001,NO
0.2112,YES
0.1891,YES
0.15639999999999998,YES
0.14295000000000002,YES
0.12915,NO
0.11795,YES
0.078,NO
0.049350000000000005,NO
0.0398,NO
0.06680000000000001,NO
0.158,NO
0.08045,NO
0.05845,NO
0.04135,NO
0.030899999999999997,NO
0.08725,NO
0.22619999999999998,YES
0.04165,NO
0.12204999999999999,YES
0.11695,NO
0.11445000000000001,NO
0.10694999999999999,NO
0.04895,NO
0.0645,NO
0.0478,NO
0.06055,NO
0.09219999999999999,NO
0.0867,NO
0.175,YES
0.17404999999999998,YES
0.1692,YES
0.06865,YES
0.08235,NO
0.0683,YES
0.061450000000000005,NO
0.07375,NO
0.028650000000000002,NO
0.2702,YES
0.09045,YES
0.077,YES
0.16185,YES
0.1315,NO
0.06125,NO
0.1891,YES
0.062,NO
0.17705,YES
0.06294999999999999,NO
0.12295,NO
0.09665000000000001,NO
0.0785,NO
0.0551,NO
0.0703,YES
0.05345,NO
0.13705,YES
0.11560000000000001,NO
0.0838,YES
0.07675,NO
0.059800000000000006,NO
0.16995,NO
0.0715,NO
0.18595,YES
0.14295,NO
0.12345,YES
0.10685,NO
0.08365,NO
0.19874999999999998,YES
0.1307,NO
0.09505,NO
0.23235,YES
0.11015,NO
0.06295,NO
0.30079999999999996,YES
0.1101,NO
0.236,YES
0.08729999999999999,NO
0.18065,NO
0.18169999999999997,NO
0.1371,NO
0.09615000000000001,NO
0.13219999999999998,NO
0.08170000000000001,NO
0.20515,NO
0.08245000000000001,NO
0.15205,NO
0.11485,NO
0.1111,NO
0.21255,NO
0.10835,NO
0.20935,YES
0.1913,NO
0.1658,YES
0.06365,NO
0.02685,NO
0.1452,YES
0.1636,YES
0.12995,YES
0.13974999999999999,YES
0.08565,NO
0.032799999999999996,NO
0.17359999999999998,YES
0.13215,NO
0.1507,YES
0.06675,NO
0.13855,NO
0.1306,NO
0.1105,NO
0.0352,NO
0.11725,YES
0.034100000000000005,NO
0.16390000000000002,YES
0.0731,NO
0.12085,YES
0.138,NO
0.12975,NO
0.17645,NO
0.07495,NO
0.14429999999999998,YES
0.1291,NO
0.12255,YES
0.0984,NO
0.0882,NO
0.20885,YES
0.10485,NO
0.0968,NO
0.22985,YES
0.10085,NO
0.08275,NO
0.25785,YES
0.0907,NO
0.2605,YES
0.0819,NO
0.1285,NO
0.0966,NO
0.06715,NO
0.09709999999999999,NO
0.12355000000000001,NO
0.091,NO
0.19385000000000002,NO
0.0501,NO
0.15175,NO
0.1229,NO
0.1048,NO
0.21525,NO
0.11900000000000001,NO
0.2167,YES
0.1992,NO
0.17805,YES
0.032100000000000004,NO
0.01245,NO
0.0356,YES
0.10700000000000001,YES
0.06845,YES
0.038,YES
0.02785,NO
0.008,NO
0.07039999999999999,YES
0.0642,NO
0.02925,YES
0.0545,NO
0.0926,NO
0.09620000000000001,NO
0.0919,NO
0.037500000000000006,NO
0.09175000000000001,YES
0.0366,NO
0.08399999999999999,YES
0.07254999999999999,NO
0.068,YES
0.013399999999999999,NO
0.044300000000000006,NO
0.0451,NO
0.022850000000000002,NO
0.0441,YES
0.028900000000000002,NO
0.03935,YES
0.1627,YES
0.02805,YES
0.1975,NO
0.09004999999999999,NO
0.08275,NO
0.0946,NO
0.1322,YES
0.18925,YES
0.0847,NO
0.0459,NO
0.08695,NO
0.03945,NO
0.11705,NO
0.0929,NO
0.0771,NO
0.04875,YES
0.06065,NO
0.12655,YES
0.02585,NO
0.15455,YES
0.0305,NO
0.059199999999999996,NO
0.0584,NO
0.07685,NO
0.06775,NO
0.1256,NO
0.0904,NO
0.06145,NO
0.06055,NO
0.03995,NO
0.17305,YES
0.07919999999999999,YES
0.0552,YES
0.183,YES
0.06315,NO
0.041249999999999995,NO
0.30219999999999997,YES
0.0611,NO
0.20525,YES
0.04875,NO
0.16760000000000003,NO
0.11545,NO
0.10505,NO
0.0538,NO
0.07615,YES
0.050499999999999996,NO
0.16805,YES
0.05045,NO
0.11785,YES
0.08085,NO
0.0655,NO
0.17585,NO
0.07135,NO
0.16859999999999997,YES
0.15425,NO
0.20204999999999998,YES
0.07825,NO
0.0305,NO
0.23060000000000003,YES
0.1303,YES
0.11645,YES
0.14485,YES
0.12985,NO
0.06565,NO
0.17515,YES
0.1066,NO
0.16190000000000002,YES
0.0644,NO
0.12995,NO
0.10985,NO
0.09395,NO
0.0581,NO
0.0978,YES
0.0541,NO
0.1363,YES
0.1082,NO
0.10125,YES
0.12090000000000001,NO
0.1118,NO
0.1721,NO
0.0792,NO
0.16875,YES
0.13805,NO
0.12335,YES
0.08605000000000002,NO
0.06135,NO
0.277,YES
0.099,YES
0.1152,YES
0.18415,YES
0.13135,NO
0.0883,NO
0.18775,YES
0.0671,NO
0.2086,YES
0.060399999999999995,NO
0.08944999999999999,NO
0.06359999999999999,NO
0.03585,NO
0.1115,NO
0.1028,YES
0.10825,NO
0.18895,YES
0.09635,NO
0.1439,YES
0.10165,NO
0.08295,NO
0.19755,NO
0.09815,NO
0.1876,YES
0.18165,NO
0.14375,YES
0.05255,NO
0.04245,NO
0.1718,YES
0.0739,YES
0.04675,YES
0.16885,YES
0.05135,NO
0.034699999999999995,NO
0.2896,YES
0.06125,NO
0.19535,YES
0.053250000000000006,NO
0.1577,NO
0.08435,NO
0.07815,NO
0.06175,NO
0.06995,YES
0.06055,NO
0.16924999999999998,YES
0.03805,NO
0.12535000000000002,YES
0.07590000000000001,NO
0.05805,NO
0.18025,NO
0.06675,NO
0.1687,YES
0.13965,NO
0.23235,YES
0.07135,NO
0.049999999999999996,NO
0.06515,YES
0.19229999999999997,YES
0.14145,YES
0.0931,YES
0.06005,NO
0.03235,NO
0.11935,YES
0.10805,NO
0.0695,YES
0.0775,NO
0.1361,NO
0.15145,NO
0.13105,NO
0.09280000000000001,NO
0.1265,YES
0.0905,NO
0.14930000000000002,YES
0.08249999999999999,NO
0.14315,YES
0.0685,NO
0.09345,NO
0.09545,NO
0.0582,NO
0.0899,YES
0.0727,NO
0.07405,YES
0.07744999999999999,NO
0.058050000000000004,NO
0.1431,YES
0.1802,YES
0.194,YES
0.15535,YES
0.0661,NO
0.0459,NO
0.16645000000000001,YES
0.10415,NO
0.1685,YES
0.0763,NO
0.09005,NO
0.0713,NO
0.04115,NO
0.10015,NO
0.16620000000000001,YES
0.09715,NO
0.3054,YES
0.05195,NO
0.24719999999999998,YES
0.09684999999999999,NO
0.08985,NO
0.16985,NO
0.07875,NO
0.14700000000000002,YES
0.1367,NO
0.13185,YES
0.05505,NO
0.0226,NO
0.07905,NO
0.11699999999999999,NO
0.04214999999999999,NO
0.059949999999999996,NO
0.05855,NO
0.025849999999999998,NO
0.13895,NO
0.07255,NO
0.04805,NO
0.0584,NO
0.21875,YES
0.179,YES
0.20045,YES
0.04415,NO
0.04665,NO
0.04545,NO
0.0392,NO
0.08335,NO
0.0495,NO
0.03225,NO
0.0498,NO
0.0635,NO
0.03375,NO
0.09465000000000001,NO
0.03775,NO
0.1122,NO
0.06949999999999999,YES
0.14745,YES
0.1474,NO
0.09245,NO
0.04705,NO
0.042050000000000004,NO
0.17289999999999997,YES
0.06525,YES
0.0582,NO
0.08325,NO
0.03395,NO
0.0942,NO
0.09115,NO
0.08385000000000001,NO
0.0819,NO
0.15855,YES
0.03935,NO
0.09534999999999999,YES
0.02545,NO
0.19025,YES
0.051750000000000004,NO
0.06365,NO
0.032,NO
0.0774,NO
0.0525,NO
0.0807,NO
0.050350000000000006,NO
0.051949999999999996,NO
0.0374,NO
0.01315,NO
0.07885,YES
0.1577,YES
0.15405,YES
0.09115,YES
0.04235,NO
0.01265,NO
0.12295,YES
0.0689,NO
0.0866,YES
0.058449999999999995,NO
0.11729999999999999,NO
0.1047,NO
0.09609999999999999,NO
0.0189,NO
0.12204999999999999,YES
0.0182,NO
0.19280000000000003,YES
0.06135,NO
0.15510000000000002,YES
0.0337,NO
0.03615,NO
0.08075,NO
0.029150000000000002,NO
0.08965,YES
0.062049999999999994,NO
0.07325,YES
0.18305,YES
0.0169,YES
0.18605,NO
0.08945,NO
0.0537,NO
0.0697,NO
0.12335,YES
0.2129,YES
0.06965,NO
0.05955,NO
0.05959999999999999,NO
0.05835,NO
0.09685,NO
0.08075,NO
0.0704,NO
0.062,YES
0.05015,NO
0.16685,YES
0.026250000000000002,NO
0.17455,YES
0.0296,NO
0.038650000000000004,NO
0.0499,NO
0.07594999999999999,NO
0.0432,NO
0.10915,NO
0.068,NO
0.05255,NO
0.0725,NO
0.03675,NO
0.06294999999999999,NO
0.12104999999999999,NO
0.05635,NO
0.07755000000000001,NO
0.05175,NO
0.0476,NO
0.11055,NO
0.11325,YES
0.055650000000000005,NO
0.1037,YES
0.1308,NO
0.1431,NO
0.12925,NO
0.0772,NO
0.063,NO
0.0889,NO
0.0787,NO
0.10894999999999999,NO
0.0874,NO
0.0679,YES
0.0771,YES
0.092,YES
0.10260000000000001,YES
0.0829,NO
0.06249999999999999,YES
0.0707,NO
0.188,YES
0.027100000000000003,YES
0.15025,NO
0.09065000000000001,NO
0.03875,NO
0.04525,NO
0.09105,YES
0.22760000000000002,YES
0.05865,NO
0.06175,NO
0.03955,NO
0.0595,NO
0.09055,NO
0.0821,NO
0.07675000000000001,NO
0.0676,YES
0.03505,NO
0.19385,YES
0.0247,NO
0.18215,YES
0.038400000000000004,NO
0.03005,NO
0.0341,NO
0.0733,NO
0.03915,NO
0.08065,NO
0.049,NO
0.0458,NO
0.08365,NO
0.03535,NO
0.08855,NO
0.10250000000000001,NO
0.061549999999999994,NO
0.09385,NO
0.09045,NO
0.06005,NO
0.10345000000000001,NO
0.09955,YES
0.07745,NO
0.1479,YES
0.13315,NO
0.13365,NO
0.11355,NO
0.04745,NO
0.0638,NO
0.0498,NO
0.055150000000000005,NO
0.11964999999999999,NO
0.05385,NO
0.0574,YES
0.0665,YES
0.07705000000000001,YES
0.1446,YES
0.11135,NO
0.07225,YES
0.06545000000000001,NO
