LOWERTRACED_MAX_SINGLE_VSM_SUM.csv,Associated
0.5273954473266279,NO
0.38935944944415035,NO
0.3834700899947062,NO
0.3865802011646373,NO
0.7793806246691373,YES
0.8653388035997883,YES
0.3798305982001059,NO
0.2791159343568026,NO
0.3873080995235575,NO
0.2732927474854421,NO
0.5117125463208047,NO
0.4765749073583908,NO
0.4663843303335098,NO
0.6768131286394918,YES
0.3497882477501323,NO
0.7810349391212282,YES
0.30412916887241925,NO
0.8184886183165697,YES
0.3118713605082054,NO
0.2964531498147168,NO
0.290299100052938,NO
0.3122683959767073,NO
0.3079010058231869,NO
0.4309820010587613,NO
0.328215987294865,NO
0.3528321863419799,NO
0.020844362096347283,NO
0.009793541556379043,NO
0.823980942297512,YES
0.4134462678665962,YES
0.39015352038115403,YES
0.8304658549497089,YES
0.022763366860772904,NO
0.010124404446797249,NO
0.9820010587612494,YES
0.34118581259925884,NO
0.8705002646903124,YES
0.32973795659078875,NO
0.5011249338274221,NO
0.42337215457914246,NO
0.4337612493382743,NO
0.02091053467443093,NO
0.4116596082583378,YES
0.016476971942826893,NO
0.5357331921651669,YES
0.019653255690841726,NO
0.4673769190047645,YES
0.36864743250397036,NO
0.3414505029115935,NO
0.4791556379036528,NO
0.3570010587612493,NO
0.8172313393329804,YES
0.45255426151402867,NO
0.8612361037586025,YES
0.19196664902064586,NO
0.1453811540497618,NO
0.9039835892006353,YES
0.7674695606140817,YES
0.7537718369507675,YES
0.784211222869243,YES
0.25906564319745895,NO
0.1911064055055585,NO
0.8217972472207519,YES
0.611699311805188,NO
0.8143197458973003,YES
0.5588935944944415,NO
0.3520381154049762,NO
0.3180254102699841,NO
0.3167681312863949,NO
0.17674695606140817,NO
0.7215457914240339,YES
0.17237956590788778,NO
0.7709767072525147,YES
0.24424298570672312,NO
0.7251191106405506,YES
0.6281101111699312,NO
0.6090524086818423,NO
0.6856802541026998,NO
0.5743779777660138,NO
0.8220619375330864,YES
0.6418078348332452,NO
0.7623742721016411,YES
0.12989677077818954,NO
0.1138168343038645,NO
0.9690312334568555,YES
0.5106537850714664,YES
0.5353361566966649,YES
0.839134462678666,YES
0.19130492323980944,NO
0.14842509264160936,NO
0.8440974060349392,YES
0.4814716781365803,NO
0.8791026998411858,YES
0.4761778718898889,NO
0.16933562731604024,NO
0.12824245632609846,NO
0.11282424563260984,NO
0.1756881948120699,NO
0.5145579671784013,YES
0.17178401270513502,NO
0.6296982530439386,YES
0.15841715193223932,NO
0.5696135521439916,YES
0.524616199047115,NO
0.4946400211752251,NO
0.6480280571731076,NO
0.5220354685018529,NO
0.8493912122816305,YES
0.6242059290629964,NO
0.7916887241926946,YES
0.010124404446797262,NO
0.011646373742721025,NO
0.8257014293276868,YES
0.4081524616199047,YES
0.37996294335627323,YES
0.8155770248808895,YES
0.007146638433033363,NO
0.0,NO
0.9669798835362625,YES
0.3189518263631552,NO
0.8594494441503442,YES
0.3108125992588672,NO
0.4382609846479619,NO
0.332649550026469,NO
0.3481339332980412,NO
0.03249073583906831,NO
0.4041821069348862,YES
0.030439385918475392,NO
0.538843303335098,YES
0.005492323980942307,NO
0.47803070407623094,YES
0.3370831127580731,NO
0.30637903652726317,NO
0.46003176283748026,NO
0.3250397035468503,NO
0.8208046585494972,YES
0.4093435680254103,NO
0.9030571731074643,YES
0.13353626257278983,NO
0.11725780836421387,NO
0.471347273689783,YES
0.8569348861831658,YES
0.7963869772366331,YES
0.5053599788247751,YES
0.11957384859714135,NO
0.09403123345685549,NO
0.5381154049761779,YES
0.49391212281630503,NO
0.47783218634198,YES
0.45731868713605084,NO
0.4464663843303335,NO
0.4625463208046585,NO
0.448782424563261,NO
0.1697326627845421,NO
0.7709105346744309,YES
0.16642403388035998,NO
0.8026071995764955,YES
0.15715987294865008,NO
0.7965193223928004,YES
0.44329010058231877,NO
0.47022233986236106,NO
0.47008999470619384,NO
0.43084965590259394,NO
0.503904182106935,YES
0.44196664902064586,NO
0.483192165166755,YES
0.11355214399152994,NO
0.10223663313922712,NO
0.6196400211752251,YES
0.8383403917416623,YES
0.8607728957120171,YES
0.6231471678136581,YES
0.09899417681312864,NO
0.08648755955532031,NO
0.6445870831127581,YES
0.38406564319745906,NO
0.6526601376389625,YES
0.35137638962413975,NO
0.14749867654843832,NO
0.12023557437797777,NO
0.09813393329804129,NO
0.1548438327157226,NO
0.8153123345685549,YES
0.1513366860772896,NO
1.0,YES
0.0931048173636845,NO
0.9249602964531499,YES
0.37354420328215987,NO
0.35925092641609324,NO
0.46009793541556376,NO
0.35177342509264165,NO
0.615603493912123,YES
0.41463737427210157,NO
0.6067363684489149,YES
0.18700370566437272,NO
0.15418210693488618,NO
0.33807570142932775,NO
0.3485971413446268,NO
0.25383800952885127,NO
0.3100185283218635,NO
0.19183430386447856,NO
0.1568951826363155,NO
0.4182106934886184,NO
0.24801482265749078,NO
0.298636844891477,NO
0.2321995764955003,NO
0.9005426151402859,YES
0.8438327157226047,YES
0.8815510852302806,YES
0.17879830598200105,NO
0.2561540497617787,NO
0.18084965590259397,NO
0.24424298570672312,NO
0.23074377977766017,NO
0.2600582318687136,NO
0.19322392800423507,NO
0.21188459502382215,NO
0.22968501852832188,NO
0.19838538909475914,NO
0.3581921651667549,NO
0.19838538909475914,NO
0.3859846479618846,NO
0.7029512969825304,YES
0.8122022233986236,YES
0.2914902064584436,NO
0.2187665431445209,NO
0.1632477501323452,NO
0.15060878771836952,NO
0.8386712546320805,YES
0.7036130227633669,YES
0.17343832715722604,NO
0.27494706193753304,NO
0.14465325569084173,NO
0.2924827951296983,NO
0.2826230809952356,NO
0.27223398623610373,NO
0.276071995764955,NO
0.8244441503440976,YES
0.1488883006881948,NO
0.7410667019587084,YES
0.13161725780836422,NO
0.8681180518793012,YES
0.16741662255161463,NO
0.2513896241397565,NO
0.2020910534674431,NO
0.2640285865537322,NO
0.23716251985177342,NO
0.20248808893594494,NO
0.22875860243515087,NO
0.16854155637903653,NO
0.02342509264160933,NO
0.004565907887771316,NO
0.5518131286394918,YES
0.8119375330862891,YES
0.8114743250397036,YES
0.5578348332451033,YES
0.02885124404446797,NO
0.0050952885124404546,NO
0.604486500794071,YES
0.16510058231868713,NO
0.5641212281630493,YES
0.15762308099523556,NO
0.37169137109581785,NO
0.3550820539968237,NO
0.3603096876654315,NO
0.009396506087877197,NO
0.7614478560084701,YES
0.008999470619375338,NO
0.8549497088406566,YES
0.06465060878771837,NO
0.8080333509793542,YES
0.11990471148755955,NO
0.11732398094229751,NO
0.17297511911064056,NO
0.11639756484912653,NO
0.5621360508205401,YES
0.14518263631551084,NO
0.5462546320804659,YES
0.8497882477501325,YES
0.6384330333509795,YES
0.41007146638433034,NO
0.26561672842773953,NO
0.22267072525145584,NO
0.25105876124933824,NO
0.7705134992059292,YES
0.8978295394388567,YES
0.25377183695076755,NO
0.1923636844891477,NO
0.244441503440974,NO
0.19507676019057704,NO
0.3053202752779248,NO
0.2809687665431445,NO
0.2774616199047115,NO
0.6962678665960825,YES
0.2134065643197459,NO
0.8354949708840658,YES
0.18237162519851774,NO
0.8464134462678666,YES
0.18832715722604554,NO
0.16615934356802542,NO
0.17535733192165168,NO
0.20884065643197458,NO
0.17310746426680784,NO
0.3073054526204342,NO
0.199708840656432,NO
0.2340524086818422,NO
0.22849391212281636,NO
0.19017998941238753,NO
0.15656431974589732,NO
0.33238485971413456,NO
0.25119110640550557,NO
0.17211487559555322,NO
0.19931180518793015,NO
0.20407623080995238,NO
0.2181048173636845,NO
0.7611831656961355,YES
0.14690312334568556,NO
0.7508602435150874,YES
0.4919269454737957,NO
0.506484912652197,NO
0.4981471678136581,NO
0.24014028586553735,NO
0.2539703546850186,NO
0.256286394917946,NO
0.27713075701429335,NO
0.2836818422445738,NO
0.28943885653785073,NO
0.7021572260455268,YES
0.7085759661196401,YES
0.7255823186871361,YES
0.7484780307040764,YES
0.18217310746426682,NO
0.6851508734780307,YES
0.1697326627845421,NO
0.8599788247750133,YES
0.6532556908417152,YES
0.29751191106405506,NO
0.21552408681842247,NO
0.1537188988883007,NO
0.15557173107464264,NO
0.7302805717310747,YES
0.9186739015352039,YES
0.17337215457914243,NO
0.1777395447326628,NO
0.15338803599788248,NO
0.17879830598200105,NO
0.24384595023822134,NO
0.23107464266807834,NO
0.2304790894653256,NO
0.7044070937003707,YES
0.14564584436209638,NO
0.8718237162519853,YES
0.13247750132345157,NO
0.8576627845420858,YES
0.15173372154579143,NO
0.13790365272631025,NO
0.1365802011646374,NO
0.190643197458973,NO
0.15140285865537323,NO
0.20513499205929064,NO
0.1595420857596612,NO
0.16159343568025408,NO
0.3299364743250397,NO
0.2764028586553733,NO
0.37870566437268405,NO
0.24880889359449446,NO
0.1989809422975119,NO
0.38274219163578616,NO
0.3370169401799894,NO
0.30849655902593964,NO
0.3965060878771838,NO
0.7405373213340393,YES
0.3691768131286395,NO
0.8074377977766015,YES
0.3900211752249868,NO
0.3865140285865537,NO
0.3726839597670726,NO
0.2892403388035998,NO
0.19547379565907888,NO
0.2928798305982001,NO
0.18508470089994708,NO
0.38710958178930654,NO
0.184356802541027,NO
0.685283218634198,YES
0.6904446797247221,YES
0.7028189518263631,YES
0.8016807834833245,YES
0.40868184224457393,NO
0.6971281101111699,YES
0.35011911064055057,NO
