NONETRACED_SUM_RAW_LSA_MAX.csv,Associated
0.6013899548051505,NO
0.7688098689633609,NO
0.750945112418635,NO
0.4408629658054063,NO
0.3665472840453654,NO
0.470978653250334,YES
0.6873170177084221,NO
0.4632472072993945,YES
0.4731673346408571,NO
0.6704755407748499,NO
0.4349933202580939,NO
0.4848355646513744,NO
0.8130809243625821,NO
0.451053125266479,NO
0.2528921861231915,NO
0.19202126147636506,NO
0.5517608936641937,NO
0.5834825616099598,YES
0.7350842784457519,YES
0.4040675364543361,YES
0.6629714902930559,YES
0.6899747022540575,NO
0.7844717319007417,YES
0.3568119155225832,NO
0.6089224297205877,NO
0.5798868707541002,NO
0.5095,YES
0.4180949944572354,YES
0.4740627043006168,YES
0.6675051874591398,YES
0.6357408828629089,NO
0.4230550581279667,NO
0.3896137119467895,YES
0.4108467638782297,NO
0.6176345186322162,YES
0.4335152497086495,NO
0.4543645717859071,NO
0.5577300247292573,NO
0.4023194337852818,NO
0.44276740285949795,NO
0.6349449987209004,YES
0.4222307495523151,NO
0.2369,YES
0.23462948750746135,NO
0.4561837355390693,YES
0.4943009010545465,NO
0.5786930445410875,NO
0.3822517836332111,NO
0.5812370313521503,NO
0.631576703334186,YES
0.6740712316307097,NO
0.3752309485233506,YES
0.5683181262613342,NO
0.5419828884909468,NO
0.3877661237599841,YES
0.32273101958443473,NO
0.4245473408942326,NO
0.6226798556038771,YES
0.6025553565845201,NO
0.3839146130013359,NO
0.5448,YES
0.29063983400130755,NO
0.5730934311133851,YES
0.32193513544242625,NO
0.3744777010318069,NO
0.5105028282311475,NO
0.3434097950598335,NO
0.3902390494869389,NO
0.5912850686450072,NO
0.3650123646286347,NO
0.3673,NO
0.14851766578550926,NO
0.38199596373042266,NO
0.4194167306216423,NO
0.5089536965975953,NO
0.3767,NO
0.5213467496660129,NO
0.5580853301497967,YES
0.6202779909610301,NO
0.2952303800346777,YES
0.8440493448168045,NO
0.7968789971859811,NO
0.6064068673431681,YES
0.5693840425229527,YES
0.6768568261277393,YES
0.9312128705835536,YES
0.8929677951166821,NO
0.561695233222478,NO
0.5043631505642249,YES
0.5275006395497569,NO
0.8507432989397685,YES
0.5392967795116681,NO
0.5869077058639606,NO
0.7795543048804752,NO
0.529930928626247,NO
0.6011909837696483,NO
0.914613001335948,YES
0.5645803132372587,NO
0.32382536027969644,YES
0.26825559250731923,NO
0.6381143230721128,YES
0.6793581762883374,NO
0.8250476109263523,NO
0.5125351752366334,NO
0.7857934680651486,NO
0.844333589153236,YES
0.939953383928825,NO
0.4856172365765612,YES
0.40342798669736496,NO
0.3757425883289276,NO
0.3881,YES
0.1762,NO
0.2693499332025808,NO
0.4197,YES
0.4069952531195816,NO
0.2822262016429322,NO
0.4738,YES
0.16091071885392674,NO
0.493,YES
0.19476421932292992,NO
0.2248372701173929,NO
0.33044825331855265,NO
0.21289900798726585,NO
0.2543560444558142,NO
0.3854211079844233,NO
0.25454080327449474,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2707853671015604,NO
0.3262414371393649,NO
0.3901,NO
0.3611892783036298,NO
0.402,YES
0.4198288849094681,NO
0.3239,YES
0.3296523691765441,NO
0.3185526278388903,NO
0.22253489099229692,YES
0.20057701600295613,YES
0.2607515420255251,YES
0.3916176345186322,YES
0.3771069611437992,NO
0.1671072453881356,NO
0.15106165259657198,YES
0.15360563940763486,NO
0.3495210482931127,YES
0.15204229555726098,NO
0.2006480770870641,NO
0.31094909183934505,NO
0.1785,NO
0.2111082686677468,NO
0.3899121685000426,YES
0.17546402887922458,NO
0.1533,YES
0.1347,NO
0.23295244592251496,YES
0.2558199027884369,NO
0.3400130752394759,NO
0.17337483300645234,NO
0.3093573235553282,NO
0.33437082516130856,YES
0.4057161536056394,NO
0.1484466047014013,YES
0.3510701799266649,YES
0.3152838179699269,YES
0.3634,NO
0.2873568119155225,NO
0.27389784258548644,NO
0.3797930701230777,NO
0.36629146414257696,YES
0.3693,YES
0.21009920127341464,NO
0.27631391944515504,NO
0.3361189278303629,NO
0.2615474261675336,NO
0.26828401694096243,NO
0.3248628521076717,NO
0.20670248145305706,NO
0.2436684574059861,YES
0.3873823939058013,NO
0.2419,YES
0.10468718910775697,NO
0.2985,YES
0.2767829226002672,NO
0.2958841420084705,NO
0.3747619453682385,NO
0.2428299366135129,NO
0.3197038174014383,NO
0.36963133509564816,NO
0.3982973764247747,NO
0.22223643443904376,NO
0.5849748443762258,NO
0.5459623092009891,NO
0.39906483613314,YES
0.32884227281771405,YES
0.42369460788493785,YES
0.6299138739660611,YES
0.6045024302890765,NO
0.4020636138824935,NO
0.5456,YES
0.30468150422102835,NO
0.581080696967113,YES
0.3450157755606719,NO
0.3920582132401012,NO
0.5219152383388761,NO
0.35793468065148804,NO
0.3987805917967085,NO
0.5907165799721441,YES
0.38634490207782596,NO
0.3002,YES
0.16800261504789515,NO
0.3891731332253205,YES
0.42213126403456397,NO
0.5119382621301269,NO
0.3023,NO
0.5370228248202153,NO
0.5697677723771354,YES
0.6289616554390154,NO
0.3631,YES
0.7203177851681304,NO
0.6783348966771836,NO
0.518973309456809,YES
0.5024587135101333,YES
0.5713453284443307,YES
0.7849975839231402,YES
0.7476052414655637,NO
0.4974844376225803,NO
0.455785793468065,YES
0.4971859810693272,NO
0.7231033796651601,YES
0.5102327961115375,NO
0.5311958159233677,NO
0.6662260879451977,NO
0.4764077200761774,NO
0.5138995480515051,NO
0.7637218953412352,YES
0.492964952673318,NO
0.2628549501151189,YES
0.268127682555925,NO
0.5479378073391887,YES
0.5948381228504022,NO
0.7043006168102101,NO
0.4527159546346039,NO
0.6839202978880644,NO
0.7328245359711206,YES
0.794676103578636,NO
0.4370256672635797,YES
0.3708962223927688,NO
0.3572951308945169,NO
0.526,YES
0.2031778516813052,YES
0.2741394502714533,YES
0.3832608510275432,YES
0.3687075410022456,NO
0.2731303828771211,NO
0.3372,YES
0.20211193541968675,NO
0.3901,YES
0.2172053096842045,NO
0.2257894886444387,NO
0.30449674540234783,NO
0.2123731559648674,NO
0.2440521872601688,NO
0.3595548733691481,YES
0.24662459850487475,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.2952872289019641,NO
0.3300076745970836,NO
0.3619,NO
0.35719564537676585,NO
0.3510986043603081,YES
0.3938631647764418,NO
0.258,YES
0.4457519683920297,NO
0.408771780222279,NO
0.3094,YES
0.21338222335919954,YES
0.2994798328643301,YES
0.4725562093175293,YES
0.4538102953298655,NO
0.3025070350473267,NO
0.5229,YES
0.19426679173417466,NO
0.4359881754356044,YES
0.2355674938176857,NO
0.2859,NO
0.38267815013785855,NO
0.25063244364856024,NO
0.2864756544725846,NO
0.4349080469571643,YES
0.283889031011057,NO
0.3066,YES
0.09814956936983033,NO
0.2681134703391035,YES
0.2966942383673005,NO
0.3667320428640458,NO
0.3135,NO
0.40121088087319856,NO
0.4214632898439499,YES
0.472058781728774,NO
0.4263,YES
0.6092208862738409,NO
0.6010062249509679,NO
0.4282140928342002,YES
0.40965293766521693,YES
0.5137147892328245,YES
0.6934140587248798,YES
0.6712856371336801,NO
0.3804326198800488,NO
0.3336460021034081,YES
0.34356612944487075,NO
0.6357550950797305,YES
0.33658793098547496,NO
0.4044228418748755,NO
0.5712742673602228,NO
0.3662630397089338,NO
0.437963673573804,NO
0.6910974673829623,YES
0.3882919757823825,NO
0.2745,YES
0.1508,NO
0.4580313237258747,YES
0.5065234075211049,NO
0.6207896307666071,NO
0.35143969756402604,NO
0.5798300218868139,NO
0.6102299536681731,YES
0.7042437679429238,NO
0.31986015178647564,YES
0.4086865069213496,NO
0.3926835507802505,NO
0.2607373298087035,YES
0.3285,YES
0.3624,YES
0.44418862454165603,YES
0.4348796225235211,NO
0.260382024388164,NO
0.2917,YES
0.1836,NO
0.4149398823228446,YES
0.1687274381057957,NO
0.20845058412211134,NO
0.3407236860805548,NO
0.1968818396293454,NO
0.2741678747050964,NO
0.4251300417839173,YES
0.2572979733378812,NO
0.5728,YES
0.0892,NO
0.4594,YES
0.2993661351297575,NO
0.3709530712600551,NO
0.2985,NO
0.3757710127625706,NO
0.3757425883289276,YES
0.4619681077854524,NO
0.2345,YES
0.5488047525653051,NO
0.5205508655240043,NO
0.3920582132401012,NO
0.3721042608226031,NO
0.4334299764077201,NO
0.6289616554390154,NO
0.5994286688837723,NO
0.32837326966260194,NO
0.33965776981893625,NO
0.3365737187686535,NO
0.56162417213837,NO
0.3513828486967397,NO
0.4225,YES
0.5344930502259743,YES
0.3938,YES
0.3815838094425967,NO
0.6178334896677182,NO
0.3416190557403144,NO
0.17608936641937406,NO
0.1551,NO
0.4157784031153179,NO
0.42765981637815853,NO
0.5414570364685483,NO
0.31652028083340433,NO
0.5125493874534549,NO
0.5730507944629202,NO
0.6283505301156873,NO
0.3259429805861118,NO
0.26799977260453084,YES
0.289,YES
0.2752,NO
0.22308916744833854,NO
0.24811688127114065,NO
0.3185099911884256,NO
0.32899999999999996,YES
0.1448509138455416,YES
0.14254853472044565,NO
0.19348511980898772,NO
0.2899150109434069,NO
0.18973309456809076,NO
0.19362724197720355,NO
0.25962877689662034,NO
0.16020010801284784,NO
0.3075,YES
0.3375401495125209,NO
0.1815,YES
0.08660924931070751,NO
0.3735,YES
0.2332651146925897,NO
0.2411386828117449,NO
0.2954861999374663,NO
0.1567039026747392,NO
0.2760154628919018,NO
0.2961683863449021,NO
0.3255876751655723,NO
0.14234956368494356,NO
0.6306102725903185,NO
0.6051988289133339,NO
0.4805576873880788,YES
0.3972740968136209,YES
0.4898382649725703,YES
0.7345584264233534,YES
0.6975213893863165,NO
0.3851795002984565,NO
0.3830476677752195,YES
0.34481680452516983,NO
0.664691168528467,YES
0.36508342571274266,NO
0.43526335237770375,NO
0.5912708564281857,NO
0.3786134561268867,NO
0.4628776896620334,NO
0.6973650550012791,YES
0.41205480230806396,NO
0.3536,YES
0.14753702282482015,NO
0.4728973025212472,YES
0.4870242460418975,NO
0.6113242943634347,NO
0.3871976350871208,NO
0.5884284130638696,NO
0.6566328415906313,YES
0.741977203604218,NO
0.3646854836417384,YES
0.3458,YES
0.2385520593502174,YES
0.3473,NO
0.2390494869389727,NO
0.21167675734061,NO
0.2908956539040959,NO
0.2853528893436797,YES
0.4184,YES
0.1408999175691424,NO
0.2136096188283448,NO
0.2536738580483784,NO
0.19698132514709646,NO
0.2012307779767488,NO
0.24389585287513146,NO
0.1407577954009266,NO
0.18920724254569227,YES
0.30524999289389154,NO
0.3242,YES
0.07413092294136038,NO
0.3407,YES
0.21697791421505924,NO
0.22608794519769196,NO
0.29535828998607205,NO
0.19492055370796732,NO
0.24108183394445865,NO
0.28948864443875955,NO
0.31254086012336196,NO
0.16514595946675764,NO
0.6124896961428044,NO
0.5988886046445525,NO
0.4140160882294419,NO
0.43128393166766144,NO
0.5228532446491003,NO
0.6809783690059975,NO
0.6660697535601603,NO
0.3875103038571957,NO
0.3324948125408601,NO
0.369602910662005,YES
0.6215002416076859,NO
0.3582615616383843,YES
0.4135470850743299,NO
0.5766749097524231,NO
0.3758847104971432,NO
0.43479434922259175,NO
0.6941957306500667,NO
0.3908217503766237,NO
0.20928910491458455,NO
0.2072,NO
0.4634177539012534,NO
0.5135726670646087,YES
0.6285352889343679,YES
0.34596799408771783,YES
0.5798300218868139,YES
0.6059662886216991,NO
0.6901310366390949,YES
0.32210568204428525,NO
0.3612,YES
0.14249168585315936,YES
0.2823,NO
0.16689406213581193,NO
0.1390096927318723,NO
0.18022512151445372,NO
0.180253545948097,YES
0.4499,YES
0.0947,NO
0.12340467866177762,NO
0.15006679741906145,NO
0.1095,NO
0.1665,NO
0.15072055939285406,NO
0.1463,NO
0.1261,YES
0.2121457604957221,NO
0.3791,YES
0.0329,NO
0.3577,YES
0.14058724879906764,NO
0.13692049685910002,NO
0.198416759046076,NO
0.1274,NO
0.1437849975839231,NO
0.17604672976890934,NO
0.20025013501605976,NO
0.07951735311673913,NO
0.7942497370739887,NO
0.7632528921861231,NO
0.5831130439725988,NO
0.5861686705892385,NO
0.6564054461214859,NO
0.8894005286944657,NO
0.8674142292714817,NO
0.5005684886728631,NO
0.4941161422358658,NO
0.5402774224723571,YES
0.8001762314885876,NO
0.5442568431823995,YES
0.592237287172053,NO
0.7702168784286973,NO
0.5262357522526363,NO
0.5934879622523521,NO
0.8933373127540434,NO
0.5343082914072936,NO
0.3101674199141582,NO
0.2701173929109463,NO
0.6286489866689405,NO
0.6532076973366304,YES
0.8085898638469629,YES
0.5054717034763082,YES
0.7455728944600778,YES
0.8187089622239276,NO
0.9005286944657627,YES
0.4802165941843608,NO
