NONETRACED_RFUNDER_SINGLE_LSA_MEDIAN.csv,Associated
0.17602049180327867,NO
0.261694262295082,YES
0.2079172131147541,NO
0.22475081967213115,NO
0.16722377049180326,NO
0.07583032786885247,NO
0.16725409836065575,NO
0.052590163934426226,NO
0.16220737704918034,NO
0.15378360655737705,NO
0.11502377049180326,NO
0.14313032786885246,YES
0.07225,YES
0.16882049180327868,YES
0.23736721311475412,YES
0.18582377049180326,NO
0.08285,YES
0.13212377049180327,NO
0.17040081967213114,NO
0.1489172131147541,NO
0.11199999999999999,NO
0.09835,NO
0.37507868852459014,NO
0.10395,NO
0.0751467213114754,NO
0.12212049180327866,NO
0.1099,NO
0.1714,YES
0.14998688524590165,NO
0.0868,YES
0.06655,NO
0.09412704918032788,NO
0.03235,NO
0.29052459016393445,NO
0.09913688524590164,NO
0.19750409836065574,NO
0.155,NO
0.09004016393442622,NO
0.14095,NO
0.3988213114754099,YES
0.18939016393442623,YES
0.24705,YES
0.2448877049180328,YES
0.0965,NO
0.1500434426229508,YES
0.0863,NO
0.11293360655737705,NO
0.0466467213114754,NO
0.14683032786885247,NO
0.24824754098360657,NO
0.22530081967213114,NO
0.09115,NO
0.15797049180327866,NO
0.13397049180327866,NO
0.16132049180327868,NO
0.21173688524590162,YES
0.10779344262295082,NO
0.1861172131147541,YES
0.16178032786885246,NO
0.10205,NO
0.21510409836065575,NO
0.23801475409836065,NO
0.12812704918032786,NO
0.02575,NO
0.1505139344262295,NO
0.21035409836065577,NO
0.1519672131147541,NO
0.3084573770491803,YES
0.3304377049180328,YES
0.2547040983606558,YES
0.25670081967213115,YES
0.2004639344262295,NO
0.12474016393442623,YES
0.11577704918032788,NO
0.060940163934426236,NO
0.043896721311475415,NO
0.15236065573770494,NO
0.16069344262295082,NO
0.09594016393442623,NO
0.14930737704918035,NO
0.038446721311475404,NO
0.09217377049180327,NO
0.07924672131147541,NO
0.4575549180327869,YES
0.07953032786885246,NO
0.3714483606557377,YES
0.15508032786885245,NO
0.1024,NO
0.10225,NO
0.06704016393442623,NO
0.11732377049180326,NO
0.06579016393442623,NO
0.12252049180327867,NO
0.1752639344262295,NO
0.19885081967213114,NO
0.1686,YES
0.23892049180327868,YES
0.28814754098360656,YES
0.06285,YES
0.08514344262295082,NO
0.10558032786885246,YES
0.13146721311475412,NO
0.0616467213114754,NO
0.055336885245901635,NO
0.2629467213114754,YES
0.10433688524590164,YES
0.08594016393442623,YES
0.3718581967213115,YES
0.15283360655737704,NO
0.05325,NO
0.22887377049180327,YES
0.09788032786885247,NO
0.18084344262295082,YES
0.10213032786885246,NO
0.11474672131147541,NO
0.08299672131147541,NO
0.10648688524590164,NO
0.08608360655737705,NO
0.09883032786885246,YES
0.2158811475409836,NO
0.16763032786885246,YES
0.16382704918032787,NO
0.10703360655737705,YES
0.06355,NO
0.04,NO
0.20043032786885245,NO
0.13377049180327866,NO
0.16995,YES
0.1421934426229508,NO
0.11224672131147541,YES
0.13913032786885246,NO
0.09374344262295081,NO
0.1961434426229508,YES
0.15698032786885247,NO
0.12593032786885247,NO
0.20795,YES
0.19790737704918032,NO
0.06304672131147541,NO
0.2724,YES
0.0955,NO
0.25183688524590164,YES
0.0764,NO
0.1632,NO
0.2421172131147541,NO
0.1324,NO
0.10189344262295083,NO
0.15868032786885244,NO
0.1518672131147541,NO
0.24102704918032788,NO
0.12992704918032788,NO
0.18103032786885245,NO
0.1733204918032787,NO
0.0973967213114754,NO
0.24572704918032787,NO
0.09585,NO
0.1897,YES
0.1761467213114754,NO
0.18468360655737703,YES
0.2038344262295082,NO
0.09197049180327868,NO
0.13194672131147542,YES
0.18068360655737703,YES
0.15258360655737707,YES
0.15163360655737707,YES
0.06165,NO
0.1056672131147541,NO
0.2547040983606558,YES
0.15738360655737704,NO
0.1467934426229508,YES
0.10393032786885247,NO
0.17562704918032787,NO
0.14403360655737707,NO
0.20895737704918033,NO
0.1047672131147541,NO
0.13073360655737704,YES
0.11226393442622953,NO
0.21696721311475411,YES
0.10218360655737704,NO
0.16942049180327867,YES
0.16903032786885247,NO
0.2776811475409836,NO
0.20412704918032787,NO
0.10693032786885247,NO
0.17887704918032787,YES
0.19631065573770493,NO
0.11539344262295081,YES
0.11458688524590163,NO
0.09869344262295082,NO
0.20224672131147542,YES
0.11269016393442623,NO
0.1644172131147541,NO
0.2508336065573771,YES
0.2315909836065574,NO
0.09289344262295082,NO
0.2369,YES
0.0795,NO
0.2546967213114754,YES
0.0728,NO
0.1203967213114754,NO
0.20824754098360657,NO
0.09663688524590164,NO
0.20350409836065575,NO
0.15448032786885246,NO
0.14007704918032787,NO
0.21883360655737705,NO
0.06149344262295082,NO
0.1659368852459016,NO
0.21745737704918033,NO
0.0882,NO
0.21964016393442623,NO
0.17357377049180328,NO
0.201,YES
0.18739672131147542,NO
0.21113032786885247,YES
0.1053172131147541,NO
0.0092,NO
0.04359344262295081,YES
0.3278581967213115,YES
0.18550081967213114,YES
0.10826721311475411,YES
0.01945,NO
0.07867049180327867,NO
0.19134754098360657,YES
0.0576,NO
0.0217,YES
0.06609344262295082,NO
0.29041803278688527,NO
0.09484672131147541,NO
0.3105614754098361,NO
0.08078032786885248,NO
0.10719016393442624,YES
0.11266721311475411,NO
0.15042049180327866,YES
0.12472704918032787,NO
0.10158360655737705,YES
0.13864754098360657,NO
0.0357,NO
0.10047377049180327,NO
0.050286885245901636,NO
0.14835409836065575,YES
0.16644098360655737,NO
0.13021065573770493,YES
0.2331672131147541,YES
0.11426393442622952,YES
0.21448688524590165,NO
0.15117049180327868,NO
0.14672049180327867,NO
0.12448032786885246,NO
0.16888032786885246,YES
0.29940409836065573,YES
0.17675737704918032,NO
0.09527704918032788,NO
0.11683360655737705,NO
0.14825409836065576,NO
0.17212377049180327,NO
0.20295081967213113,NO
0.12148032786885246,NO
0.09138032786885247,YES
0.14586065573770493,NO
0.17832704918032788,YES
0.05398360655737705,NO
0.21482377049180326,YES
0.05163688524590163,NO
0.08378688524590164,NO
0.07094016393442623,NO
0.09573688524590164,NO
0.17440409836065576,NO
0.16622704918032788,NO
0.14877049180327867,NO
0.12357049180327867,NO
0.050146721311475406,NO
0.07458360655737706,NO
0.17799016393442624,YES
0.10688032786885246,YES
0.08928032786885245,YES
0.1746934426229508,YES
0.182744262295082,NO
0.07483360655737706,NO
0.2728,YES
0.0469,NO
0.18855,YES
0.04644672131147541,NO
0.1521,NO
0.11794016393442623,NO
0.1012,NO
0.042,NO
0.07274344262295082,YES
0.04684672131147541,NO
0.41239508196721314,YES
0.05744344262295082,NO
0.16402377049180328,YES
0.12502704918032786,NO
0.10447704918032788,NO
0.24131393442622953,NO
0.16540737704918035,NO
0.1483,YES
0.13105,NO
0.1979434426229508,YES
0.2310311475409836,NO
0.031896721311475404,NO
0.23844016393442624,YES
0.14348688524590164,YES
0.12494016393442622,YES
0.4676122950819672,YES
0.15058360655737707,NO
0.09923360655737706,NO
0.22552049180327866,YES
0.14348032786885245,NO
0.20347704918032788,YES
0.10358032786885246,NO
0.11385,NO
0.12913360655737705,NO
0.13638032786885246,NO
0.13756393442622952,NO
0.12518032786885247,YES
0.0441,NO
0.15433360655737705,YES
0.16397377049180328,NO
0.11148688524590164,YES
0.1067,NO
0.0923,NO
0.1665934426229508,NO
0.16446065573770494,NO
0.1683434426229508,YES
0.14164016393442624,NO
0.12324344262295081,YES
0.0671,NO
0.18609754098360656,NO
0.3203770491803279,YES
0.13852704918032788,YES
0.16537377049180327,YES
0.23042377049180326,YES
0.18727049180327865,NO
0.19585409836065576,NO
0.1686,YES
0.12067377049180328,NO
0.20324672131147542,YES
0.10847704918032788,NO
0.13152704918032787,NO
0.0431,NO
0.09702377049180327,NO
0.14268360655737705,NO
0.1660672131147541,YES
0.16432377049180327,NO
0.23667377049180327,YES
0.08865,NO
0.17488032786885246,YES
0.18606065573770492,NO
0.06505,NO
0.18914672131147542,NO
0.20870081967213117,NO
0.1726,YES
0.20393360655737708,NO
0.1453934426229508,YES
0.043646721311475414,NO
0.0366,NO
0.17109344262295081,YES
0.10373032786885247,YES
0.08243032786885246,YES
0.26180409836065577,YES
0.12336393442622953,NO
0.0278,NO
0.26964672131147543,YES
0.05015,NO
0.1802,YES
0.044000000000000004,NO
0.20032704918032787,NO
0.0713467213114754,NO
0.07485,NO
0.14251393442622953,NO
0.10892704918032788,YES
0.0589967213114754,NO
0.2844475409836066,YES
0.08113032786885246,NO
0.15653032786885246,YES
0.13762049180327868,NO
0.04065,NO
0.16494672131147542,NO
0.08753688524590164,NO
0.151,YES
0.1348434426229508,NO
0.22134672131147543,YES
0.11492704918032787,NO
0.04525,NO
0.43664590163934425,YES
0.4160049180327869,YES
0.23910737704918034,YES
0.19185409836065576,YES
0.06339344262295082,NO
0.1998311475409836,NO
0.19201393442622952,YES
0.09855,NO
0.09728360655737706,YES
0.08729344262295083,NO
0.3703016393442623,NO
0.13655,NO
0.22451065573770496,NO
0.09309672131147541,NO
0.29362786885245906,YES
0.20535081967213115,NO
0.22741393442622954,YES
0.12458032786885245,NO
0.2965844262295082,YES
0.12587377049180326,NO
0.18720737704918033,NO
0.1625172131147541,NO
0.17385081967213115,NO
0.19075409836065577,YES
0.10028360655737706,NO
0.19149754098360655,YES
0.16660737704918033,NO
0.11707377049180327,NO
0.16798360655737704,YES
0.23802049180327867,YES
0.23857704918032788,YES
0.1460434426229508,YES
0.18019754098360657,NO
0.0396,NO
0.14585,YES
0.0918,NO
0.16014672131147542,YES
0.0671,NO
0.26912131147540985,NO
0.08458688524590163,NO
0.10067377049180326,NO
0.10764344262295081,NO
0.25340737704918037,YES
0.12958360655737705,NO
0.35197377049180323,YES
0.052796721311475406,NO
0.28707704918032784,YES
0.13303032786885247,NO
0.07305,NO
0.1574467213114754,NO
0.08379344262295083,NO
0.16493360655737704,YES
0.14768688524590162,NO
0.61725,YES
0.044500000000000005,NO
0.04429016393442623,NO
0.06905,NO
0.21195737704918033,NO
0.0338,NO
0.04785,NO
0.11372377049180327,NO
0.029946721311475407,NO
0.24435409836065575,NO
0.12192704918032787,NO
0.06384016393442624,NO
0.07719016393442624,NO
0.2276434426229508,YES
0.1765967213114754,YES
0.2870639344262295,YES
0.046496721311475406,NO
0.06833688524590163,NO
0.03985,NO
0.03474672131147541,NO
0.19230409836065576,NO
0.16964754098360657,NO
0.04774016393442623,NO
0.03725,NO
0.09988032786885247,NO
0.12541065573770493,NO
0.15802049180327868,NO
0.02705,NO
0.10525,NO
0.09473688524590163,YES
0.3002377049180328,YES
0.16219016393442623,NO
0.15642049180327866,NO
0.1308639344262295,NO
0.08852704918032787,NO
0.1808934426229508,YES
0.10343360655737704,YES
0.1303672131147541,NO
0.12513032786885248,NO
0.07583032786885247,NO
0.16297049180327866,NO
0.1404270491803279,NO
0.12438032786885247,NO
0.11088688524590164,NO
0.26850409836065575,YES
0.17739098360655736,NO
0.14812704918032787,YES
0.10696393442622952,NO
0.23593032786885246,YES
0.10942377049180327,NO
0.11552704918032788,NO
0.10286721311475411,NO
0.13327377049180328,NO
0.17035081967213114,NO
0.19330081967213114,NO
0.09023032786885246,NO
0.17584754098360655,NO
0.028996721311475408,NO
0.12950081967213115,NO
0.06834672131147541,YES
0.19348032786885247,YES
0.19313032786885245,YES
0.0728967213114754,YES
0.09047377049180327,NO
0.05613032786885246,NO
0.22290081967213116,YES
0.05545,NO
0.06945,YES
0.09898032786885247,NO
0.17262049180327865,NO
0.18466065573770493,NO
0.11484016393442623,NO
0.0102,NO
0.14713360655737706,YES
0.01809672131147541,NO
0.26696393442622957,YES
0.15850737704918033,NO
0.2151204918032787,YES
0.09507049180327867,NO
0.043940163934426235,NO
0.14336721311475412,NO
0.2727483606557377,NO
0.06795,YES
0.0404,NO
0.33463852459016397,YES
0.22208032786885246,YES
0.10336393442622953,YES
0.21463360655737707,NO
0.15971721311475412,NO
0.16005409836065576,NO
0.10268032786885246,NO
0.13759016393442625,YES
0.25018360655737704,YES
0.16210737704918032,NO
0.10003032786885246,NO
0.09768032786885246,NO
0.10208032786885246,NO
0.13623032786885247,NO
0.11783032786885247,NO
0.10698360655737706,NO
0.12247377049180327,YES
0.12846393442622953,NO
0.21947704918032787,YES
0.055833606557377055,NO
0.21953032786885246,YES
0.06033360655737705,NO
0.06383688524590164,NO
0.09537704918032788,NO
0.09608688524590163,NO
0.1920377049180328,NO
0.1697704918032787,NO
0.11377704918032788,NO
0.10622377049180326,NO
0.09468688524590163,NO
0.10672049180327867,NO
0.25446803278688523,NO
0.14938360655737704,NO
0.14541065573770492,NO
0.17605409836065575,NO
0.06444016393442623,NO
0.31394180327868854,NO
0.12883688524590164,NO
0.13054016393442625,YES
0.18979098360655738,NO
0.11454344262295083,YES
0.39099180327868854,NO
0.1315,NO
0.15798688524590165,NO
0.0707,NO
0.19669098360655737,NO
0.19765409836065576,NO
0.11583032786885247,NO
0.16097704918032787,NO
0.28906475409836063,NO
0.06135,YES
0.19734754098360657,YES
0.1364270491803279,YES
0.14553032786885248,YES
0.10168688524590164,NO
0.08128688524590164,YES
0.12507377049180327,NO
0.22978032786885247,YES
0.08177704918032788,YES
0.16574016393442623,NO
0.11198688524590164,NO
0.06528688524590164,NO
0.09127704918032788,NO
0.09899344262295082,YES
0.25773688524590166,YES
0.14571065573770492,NO
0.10313032786885246,NO
0.07323360655737705,NO
0.10393032786885247,NO
0.12423360655737706,NO
0.17196065573770491,NO
0.11413360655737706,NO
0.15321393442622952,YES
0.0264,NO
0.3206975409836066,YES
0.04923688524590163,NO
0.22803032786885247,YES
0.09657377049180327,NO
0.06483360655737705,NO
0.03924344262295082,NO
0.09648688524590164,NO
0.16519754098360656,NO
0.16151393442622952,NO
0.1303639344262295,NO
0.14500737704918032,NO
0.0874934426229508,NO
0.03065,NO
0.09059344262295083,NO
0.20365409836065576,NO
0.05944672131147541,NO
0.0854467213114754,NO
0.09284344262295083,NO
0.16965409836065576,NO
0.09584672131147541,NO
0.17231721311475412,YES
0.19814754098360657,NO
0.24745737704918033,YES
0.1219,NO
0.1274467213114754,NO
0.1088,NO
0.04035,NO
0.12237049180327866,NO
0.09228032786885246,NO
0.09812704918032789,NO
0.15528360655737705,NO
0.1221672131147541,NO
0.09778032786885246,YES
0.08528688524590164,YES
0.07824344262295083,YES
0.23491065573770492,YES
0.10504672131147541,NO
0.11492704918032787,YES
0.0526,NO
