LOWERTRACED_MAX_RAW_LSA_MAX.csv,Associated
0.6765625,YES
0.7558035714285715,NO
0.7558035714285715,NO
0.6765625,YES
0.1872767857142857,NO
0.6765625,YES
0.1872767857142857,NO
0.4827008928571429,NO
0.4827008928571429,NO
0.4827008928571429,NO
0.7558035714285715,NO
0.4604910714285715,YES
0.7558035714285715,NO
0.4604910714285715,YES
0.7558035714285715,NO
0.4604910714285715,YES
0.1872767857142857,NO
0.1872767857142857,NO
0.3135,NO
0.1872767857142857,NO
0.6765625,YES
0.2369,NO
0.6765625,YES
0.5108258928571429,NO
0.5108258928571429,NO
0.7470982142857143,YES
0.6729910714285714,YES
0.6729910714285714,YES
0.7470982142857143,YES
0.5108258928571429,NO
0.5108258928571429,NO
0.7470982142857143,YES
0.8189732142857143,NO
0.7470982142857143,YES
0.8189732142857143,NO
0.4751116071428572,NO
0.4751116071428572,NO
0.4751116071428572,NO
0.5108258928571429,NO
0.6729910714285714,YES
0.5108258928571429,NO
0.6729910714285714,YES
0.5108258928571429,NO
0.6729910714285714,YES
0.8189732142857143,NO
0.8189732142857143,NO
0.8189732142857143,NO
0.8189732142857143,NO
0.7470982142857143,YES
0.8189732142857143,NO
0.7470982142857143,YES
0.6433035714285714,NO
0.6433035714285714,NO
0.6954241071428572,YES
0.4446428571428571,YES
0.4446428571428571,YES
0.6954241071428572,YES
0.6433035714285714,NO
0.6433035714285714,NO
0.6954241071428572,YES
0.5649553571428572,NO
0.6954241071428572,YES
0.5649553571428572,NO
0.2345982142857143,NO
0.2345982142857143,NO
0.2345982142857143,NO
0.6433035714285714,NO
0.4446428571428571,YES
0.6433035714285714,NO
0.5728,YES
0.6433035714285714,NO
0.4594,YES
0.5649553571428572,NO
0.5649553571428572,NO
0.5649553571428572,NO
0.5649553571428572,NO
0.6954241071428572,YES
0.5649553571428572,NO
0.6954241071428572,YES
0.4739955357142858,NO
0.4739955357142858,NO
0.6597098214285714,NO
0.6597098214285714,NO
0.6597098214285714,NO
0.6597098214285714,NO
0.4739955357142858,NO
0.4739955357142858,NO
0.6597098214285714,NO
0.5450892857142857,NO
0.6597098214285714,NO
0.5450892857142857,NO
0.6506696428571428,YES
0.6506696428571428,YES
0.6506696428571428,YES
0.4739955357142858,NO
0.6597098214285714,NO
0.4739955357142858,NO
0.6597098214285714,NO
0.4739955357142858,NO
0.6597098214285714,NO
0.5450892857142857,NO
0.5450892857142857,NO
0.5450892857142857,NO
0.5450892857142857,NO
0.6597098214285714,NO
0.5450892857142857,NO
0.6597098214285714,NO
0.3137276785714286,YES
0.3137276785714286,YES
0.7838169642857143,NO
0.7838169642857143,NO
0.7838169642857143,NO
0.7838169642857143,NO
0.32899999999999996,YES
0.3137276785714286,YES
0.7838169642857143,NO
0.4401785714285714,NO
0.7838169642857143,NO
0.4401785714285714,NO
0.27578125,NO
0.27578125,NO
0.27578125,NO
0.3137276785714286,YES
0.7838169642857143,NO
0.3137276785714286,YES
0.7838169642857143,NO
0.3735,YES
0.7838169642857143,NO
0.4401785714285714,NO
0.4401785714285714,NO
0.4401785714285714,NO
0.4401785714285714,NO
0.7838169642857143,NO
0.4401785714285714,NO
0.7838169642857143,NO
0.3322544642857143,NO
0.3322544642857143,NO
0.87421875,YES
0.6914062500000001,YES
0.6914062500000001,YES
0.87421875,YES
0.3322544642857143,NO
0.3322544642857143,NO
0.87421875,YES
0.8191964285714286,NO
0.87421875,YES
0.8191964285714286,NO
0.5464285714285714,NO
0.5464285714285714,NO
0.5464285714285714,NO
0.3322544642857143,NO
0.6914062500000001,YES
0.3322544642857143,NO
0.6914062500000001,YES
0.3322544642857143,NO
0.6914062500000001,YES
0.8191964285714286,NO
0.8191964285714286,NO
0.8191964285714286,NO
0.8191964285714286,NO
0.87421875,YES
0.8191964285714286,NO
0.87421875,YES
0.3458,YES
0.2350446428571429,YES
0.8655133928571428,NO
0.8655133928571428,NO
0.8655133928571428,NO
0.8655133928571428,NO
0.2350446428571429,YES
0.4184,YES
0.8655133928571428,NO
0.31395089285714284,NO
0.8655133928571428,NO
0.31395089285714284,NO
0.1741,NO
0.1373,NO
0.132,NO
0.2350446428571429,YES
0.8655133928571428,NO
0.3242,YES
0.8655133928571428,NO
0.3407,YES
0.8655133928571428,NO
0.31395089285714284,NO
0.31395089285714284,NO
0.31395089285714284,NO
0.31395089285714284,NO
0.8655133928571428,NO
0.31395089285714284,NO
0.8655133928571428,NO
0.5247767857142858,NO
0.5247767857142858,NO
0.7476562500000001,NO
0.6573660714285714,NO
0.6573660714285714,NO
0.7476562500000001,NO
0.5247767857142858,NO
0.5247767857142858,NO
0.7476562500000001,NO
0.8047991071428571,YES
0.7476562500000001,NO
0.8047991071428571,YES
0.5287946428571428,NO
0.5287946428571428,NO
0.5287946428571428,NO
0.5247767857142858,NO
0.6573660714285714,NO
0.5247767857142858,NO
0.6573660714285714,NO
0.5247767857142858,NO
0.6573660714285714,NO
0.8047991071428571,YES
0.8047991071428571,YES
0.8047991071428571,YES
0.8047991071428571,YES
0.7476562500000001,NO
0.8047991071428571,YES
0.7476562500000001,NO
0.3802455357142857,YES
0.3802455357142857,YES
0.7973214285714286,NO
0.7973214285714286,NO
0.7973214285714286,NO
0.7973214285714286,NO
0.3802455357142857,YES
0.4499,YES
0.7973214285714286,NO
0.3352678571428572,NO
0.7973214285714286,NO
0.3352678571428572,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.3802455357142857,YES
0.7973214285714286,NO
0.3802455357142857,YES
0.7973214285714286,NO
0.3802455357142857,YES
0.7973214285714286,NO
0.3352678571428572,NO
0.3352678571428572,NO
0.3352678571428572,NO
0.3352678571428572,NO
0.7973214285714286,NO
0.3352678571428572,NO
0.7973214285714286,NO
0.5694196428571429,NO
0.5694196428571429,NO
0.7793526785714286,NO
0.8875000000000001,NO
0.8875000000000001,NO
0.7793526785714286,NO
0.5694196428571429,NO
0.5694196428571429,NO
0.7793526785714286,NO
0.7209821428571429,YES
0.7793526785714286,NO
0.7209821428571429,YES
0.7003348214285714,NO
0.7003348214285714,NO
0.7003348214285714,NO
0.5694196428571429,NO
0.8875000000000001,NO
0.5694196428571429,NO
0.8875000000000001,NO
0.5694196428571429,NO
0.8875000000000001,NO
0.7209821428571429,YES
0.7209821428571429,YES
0.7209821428571429,YES
0.7209821428571429,YES
0.7793526785714286,NO
0.7209821428571429,YES
0.7793526785714286,NO
