LOWERTRACED_SUM_SINGLE_LSA_MAX.csv,Associated
0.3135,NO
0.1095,NO
0.9101496060258948,YES
0.2369,NO
0.9101496060258948,YES
0.13658926030060048,NO
0.13658926030060048,NO
0.7345100489430385,YES
0.3566,YES
0.2651,YES
0.7345100489430385,YES
0.13658926030060048,NO
0.13658926030060048,NO
0.7345100489430385,YES
0.5372279495990836,NO
0.7345100489430385,YES
0.5372279495990836,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
0.2266,YES
0.1648,NO
0.2745,YES
0.1508,NO
0.2653,YES
0.5372279495990836,NO
0.5372279495990836,NO
0.5372279495990836,NO
0.5372279495990836,NO
0.7345100489430385,YES
0.5372279495990836,NO
0.7345100489430385,YES
0.3801589780971224,NO
0.3801589780971224,NO
0.8891839355756881,YES
0.3285,YES
0.3624,YES
0.8891839355756881,YES
0.3801589780971224,NO
0.3801589780971224,NO
0.8891839355756881,YES
0.3380540803221216,NO
0.8891839355756881,YES
0.3380540803221216,NO
0.1448,NO
0.1036,NO
0.08837516054010902,NO
0.3801589780971224,NO
0.2937,YES
0.3801589780971224,NO
0.5728,YES
0.3801589780971224,NO
0.4594,YES
0.3380540803221216,NO
0.3380540803221216,NO
0.3380540803221216,NO
0.3380540803221216,NO
0.8891839355756881,YES
0.3380540803221216,NO
0.8891839355756881,YES
0.12756430282203474,NO
0.12756430282203474,NO
0.9924676316428892,NO
0.6433059113471484,NO
0.6433059113471484,NO
0.9924676316428892,NO
0.12756430282203474,NO
0.12756430282203474,NO
0.9924676316428892,NO
0.4043875177895796,NO
0.9924676316428892,NO
0.4043875177895796,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.12756430282203474,NO
0.6433059113471484,NO
0.12756430282203474,NO
0.6433059113471484,NO
0.1551,NO
0.6433059113471484,NO
0.4043875177895796,NO
0.4043875177895796,NO
0.4043875177895796,NO
0.4043875177895796,NO
0.9924676316428892,NO
0.4043875177895796,NO
0.9924676316428892,NO
0.12721718907285914,YES
0.289,YES
0.3697802769967718,NO
0.4757367489326252,NO
0.4757367489326252,NO
0.3697802769967718,NO
0.32899999999999996,YES
0.12721718907285914,YES
0.3697802769967718,NO
0.2555104307681627,NO
0.3697802769967718,NO
0.2555104307681627,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.3075,YES
0.4757367489326252,NO
0.1815,YES
0.4757367489326252,NO
0.3735,YES
0.4757367489326252,NO
0.2555104307681627,NO
0.2555104307681627,NO
0.2555104307681627,NO
0.2555104307681627,NO
0.3697802769967718,NO
0.2555104307681627,NO
0.3697802769967718,NO
0.0416,NO
0.0131,NO
0.8943559304384047,YES
0.2886,YES
0.2879,YES
0.8943559304384047,YES
0.0498,NO
0.0139,NO
0.8943559304384047,YES
0.3452740463049741,NO
0.8943559304384047,YES
0.3452740463049741,NO
0.1977,NO
0.1726,NO
0.1805,NO
0.0204,NO
0.2410531431149988,YES
0.0198,NO
0.3536,YES
0.1039,NO
0.2827,YES
0.3452740463049741,NO
0.3452740463049741,NO
0.3452740463049741,NO
0.3452740463049741,NO
0.8943559304384047,YES
0.3452740463049741,NO
0.8943559304384047,YES
0.3458,YES
0.10586969349855947,YES
0.5143184421534938,NO
0.6541705716963448,NO
0.6541705716963448,NO
0.5143184421534938,NO
0.226,YES
0.4184,YES
0.5143184421534938,NO
0.2213370821618244,NO
0.5143184421534938,NO
0.2213370821618244,NO
0.1741,NO
0.1373,NO
0.132,NO
0.1138,YES
0.6541705716963448,NO
0.3242,YES
0.6541705716963448,NO
0.3407,YES
0.6541705716963448,NO
0.2213370821618244,NO
0.2213370821618244,NO
0.2213370821618244,NO
0.2213370821618244,NO
0.5143184421534938,NO
0.2213370821618244,NO
0.5143184421534938,NO
0.2332777951334652,NO
0.2332777951334652,NO
0.6646534069214481,NO
0.32434308722968513,NO
0.32434308722968513,NO
0.6646534069214481,NO
0.2332777951334652,NO
0.2332777951334652,NO
0.6646534069214481,NO
0.5297823596792669,YES
0.6646534069214481,NO
0.5297823596792669,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.2332777951334652,NO
0.32434308722968513,NO
0.2332777951334652,NO
0.32434308722968513,NO
0.2332777951334652,NO
0.32434308722968513,NO
0.5297823596792669,YES
0.5297823596792669,YES
0.5297823596792669,YES
0.5297823596792669,YES
0.6646534069214481,NO
0.5297823596792669,YES
0.6646534069214481,NO
0.3612,YES
0.14752334339963205,YES
0.4794855774237217,NO
0.5925752369051338,NO
0.5925752369051338,NO
0.4794855774237217,NO
0.1652,YES
0.4499,YES
0.4794855774237217,NO
0.31493630462702626,NO
0.4794855774237217,NO
0.31493630462702626,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.14752334339963205,YES
0.5925752369051338,NO
0.3791,YES
0.5925752369051338,NO
0.3577,YES
0.5925752369051338,NO
0.31493630462702626,NO
0.31493630462702626,NO
0.31493630462702626,NO
0.31493630462702626,NO
0.4794855774237217,NO
0.31493630462702626,NO
0.4794855774237217,NO
0.1422,NO
0.09155125134506578,NO
0.7520740046513242,NO
0.6411364504148008,NO
0.6411364504148008,NO
0.7520740046513242,NO
0.1529,NO
0.1098,NO
0.7520740046513242,NO
0.445815543753688,YES
0.7520740046513242,NO
0.445815543753688,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.09155125134506578,NO
0.6411364504148008,NO
0.09155125134506578,NO
0.6411364504148008,NO
0.2286,NO
0.6411364504148008,NO
0.445815543753688,YES
0.445815543753688,YES
0.445815543753688,YES
0.445815543753688,YES
0.7520740046513242,NO
0.445815543753688,YES
0.7520740046513242,NO
