NONETRACED_SUM_SINGLE_VSM_SUM.csv,Associated
0.2639830444781818,YES
0.131841207329355,NO
0.2178964931531559,YES
0.1505854765734213,NO
0.18400048100771116,NO
0.21042584213928178,NO
0.6974912441565079,YES
0.23276263772603606,YES
0.27638402453139327,YES
0.7888977407669067,YES
0.3725855667623672,NO
0.10331143746148182,NO
0.737565199092098,YES
0.06553730064485096,NO
0.8314218287311919,YES
0.09505914891698107,NO
0.35450268312113875,NO
0.2923775309272927,NO
0.25255911133825365,NO
0.09605122732123801,NO
0.5112510709937319,YES
0.10126715468907362,NO
0.617042704465856,YES
0.33867452312594887,NO
0.37135298450253285,YES
0.26350203676702694,NO
0.23154508695717535,NO
0.6260315360680626,NO
0.33539765809370636,NO
0.745622078253942,YES
0.6292783381183579,NO
0.7036090609827589,YES
0.13992814947314625,NO
0.21170351887203692,NO
0.5818539840966825,YES
0.24941752972477338,NO
0.28768770574353275,NO
0.7550468230943828,YES
0.3166834518315872,NO
0.046793031400784654,NO
0.7662152208877598,YES
0.09384159814812033,NO
0.7897395042614278,YES
0.10691899529514333,NO
0.3794549581372977,NO
0.33348865874006045,NO
0.2817202038270177,NO
0.07161002299818119,NO
0.5524072932794205,NO
0.04838636944398515,NO
0.6230853638372391,NO
0.20602161528402002,NO
0.4114870654020173,NO
0.26157800592240743,NO
0.24453229515835678,NO
0.5963744043771702,NO
0.32777669217009636,NO
0.6780555263276564,YES
0.5965848452508004,NO
0.6986186059795272,YES
0.2406241075052235,NO
0.298375095825755,NO
0.7152584664872909,YES
0.6747936927863875,YES
0.6675184511551701,YES
0.9259398439731238,YES
0.4778060035774948,NO
0.11117290724066921,NO
0.888932313196146,YES
0.422339801884949,NO
0.956694274505088,YES
0.353029597005727,NO
0.45707757752491474,NO
0.4557698378102124,NO
0.3968012987208201,NO
0.13005245990349784,NO
1.0,YES
0.12355885580290708,NO
0.9554616922452538,YES
0.36113157064049184,NO
0.7221278578622214,YES
0.6098426202895065,NO
0.6299848181941168,NO
0.938491138936071,NO
0.588618155034798,NO
0.8387271333443564,YES
0.8207494701399433,NO
0.8710448389375743,YES
0.12799314564011605,NO
0.2085769687495303,NO
0.6064755663114224,YES
0.23364949569347787,NO
0.28645512348369834,NO
0.7584289085634405,YES
0.3032002044282772,NO
0.053557202338900003,NO
0.7382115532039624,YES
0.11168397793377126,NO
0.8225833120387211,YES
0.11252574142829226,NO
0.3183068528567349,NO
0.25122130864160414,NO
0.20468381258737056,NO
0.07327851849624965,NO
0.5328212605408331,NO
0.05343695041111128,NO
0.6263021029055872,NO
0.18341425285974122,NO
0.4048581778826642,NO
0.2990515129195665,NO
0.26601229575961644,NO
0.6393344055796895,NO
0.3490612833886994,NO
0.6869692004749952,YES
0.629458716010041,NO
0.701188990936011,YES
0.15017962631713444,NO
0.16134802411051152,NO
0.23719692756324495,YES
0.5375261172155666,YES
0.5031340658679935,YES
0.34371007260210146,YES
0.26097674628346385,NO
0.04733416507583389,NO
0.3857230898732846,YES
0.16527124325461845,NO
0.3186375456581539,YES
0.17054729658634843,NO
0.27976611000045093,NO
0.351932298164655,NO
0.3399221368767569,NO
0.08605528582380086,NO
0.717017150931201,YES
0.09322530701820313,NO
0.5861680220061029,YES
0.2719797976761315,NO
0.499195815232913,YES
0.20375186014700797,NO
0.28931110676868044,NO
0.33225607648022604,NO
0.2170998241315557,NO
0.30417725134156065,YES
0.2678461376583944,NO
0.3667082537916936,YES
0.37948502111924487,YES
0.1593788987929713,YES
0.3572684774602793,NO
0.23074841793557505,NO
0.2046086551325026,NO
0.3660017737159349,NO
0.32478542546635203,YES
0.32374825258917433,YES
0.3721797165060803,NO
0.11542681918619509,NO
0.36123679107730694,NO
0.13487756850602012,NO
0.2752867256903212,NO
0.2870263201406948,NO
0.2803373066574474,NO
0.12379935965848456,YES
0.34531844213627555,NO
0.31055060351436253,YES
0.275331820163242,NO
0.5085754656004329,YES
0.19005817187006785,NO
0.19716806710057572,NO
0.2311993626647827,NO
0.31291054759721626,NO
0.23271754325311528,NO
0.36666315931877286,NO
0.2906489094653299,NO
0.38485126339681636,NO
0.13051843612367914,NO
0.21825724893652204,NO
0.5889037533632961,YES
0.22696048221023046,YES
0.27112300269063694,YES
0.7712958648368332,YES
0.3156462789544095,NO
0.04913794399266465,NO
0.8202985254107356,YES
0.08321433402979243,NO
0.8197423602447127,YES
0.1020487922197003,NO
0.41749966179145304,NO
0.32982097494250456,NO
0.303064921009515,NO
0.05337682444721693,NO
0.5260570896027178,YES
0.032077201737640365,NO
0.5996963638823335,YES
0.20545041862702362,NO
0.37933470620950893,YES
0.2647045560449141,NO
0.24003787935725346,NO
0.5983886241676312,NO
0.3352473431839705,NO
0.6953868354202053,YES
0.6037398349542292,NO
0.7778796578832655,YES
0.17162956393644685,NO
0.19455258767117112,NO
0.5743833330828085,YES
0.38437025568566147,YES
0.3822057209854645,YES
0.7000616291129917,YES
0.3477685751649706,NO
0.09548003066424159,NO
0.655688667758955,YES
0.2682970823876021,NO
0.7272535962842155,YES
0.22748658439430608,NO
0.32600297623521274,NO
0.2860943677003322,NO
0.25586603935244334,NO
0.06777699279991585,NO
0.5910382250815459,YES
0.07533783275963145,NO
0.5848452508004269,YES
0.2903332481548845,NO
0.39609481864506146,YES
0.421678416282111,NO
0.41728922091782283,NO
0.676131495483037,NO
0.42390307694620233,NO
0.6545011799720414,YES
0.6056187713259278,NO
0.6483082056909225,YES
0.13508800937965038,NO
0.19032873870759248,NO
0.6399506967096066,YES
0.22254122386399505,YES
0.2832534159063238,YES
0.731883295504081,YES
0.3119485321749064,NO
0.06922001593338041,NO
0.6686157499962422,YES
0.10505509041441823,NO
0.7912877478317075,YES
0.10135734363491518,NO
0.24657657793076493,NO
0.1966419649165001,NO
0.13738782749860956,NO
0.09785500623806877,NO
0.5119876140514378,YES
0.08767868684894857,NO
0.6245283869707037,YES
0.21738542246005382,NO
0.401896974160867,YES
0.2939859004614668,NO
0.2589925894749501,NO
0.6421302629007771,NO
0.3358335713319405,NO
0.671697205645828,YES
0.6285117320787049,NO
0.6398905707457123,YES
0.11025598629128024,NO
0.1977693267395193,NO
0.5488147669367325,YES
0.2080208035835075,YES
0.25138665504231367,YES
0.7086446104589115,YES
0.2813143535707307,NO
0.03691734183113625,NO
0.757376704195289,YES
0.07183549536278504,NO
0.7633893005847251,YES
0.08674673440858603,NO
0.37348745622078255,NO
0.2803373066574474,NO
0.2592932192944219,NO
0.04602642536113159,NO
0.485862882739339,YES
0.026665864987148097,NO
0.5651389661340509,YES
0.17822838847385275,NO
0.35686262720399237,YES
0.2430291460609978,NO
0.2157620214349062,NO
0.5592466216724037,NO
0.3044628496700588,NO
0.642611270611932,YES
0.5566311422429993,NO
0.7349497196626934,YES
0.09596103837539648,NO
0.13304372660724217,NO
0.1561471282336495,YES
0.547146271438664,YES
0.5032843807777294,YES
0.2652757527019105,YES
0.19736347648323244,NO
0.00873329625565561,NO
0.28795827258105733,YES
0.21752070587881617,NO
0.24316442947976008,YES
0.18986276248741113,NO
0.19749875990199467,NO
0.26853758624317947,NO
0.26290077712808335,NO
0.07076825950366018,NO
0.6626632795707007,YES
0.05893847610744511,NO
0.5291836397252243,YES
0.18112946623175558,NO
0.4701249116899905,YES
0.2382491319313963,NO
0.31803628601921025,NO
0.31919371082417664,NO
0.2110721962511462,NO
0.22978640251326532,YES
0.2303876621522089,NO
0.2725359628421543,YES
0.11709531468426355,NO
0.1607617959625416,NO
0.44093375621927944,YES
0.5083950877087499,YES
0.5509793016369293,YES
0.5585852360695657,YES
0.2490116794684865,NO
0.03361041381694653,NO
0.51915763524584,YES
0.1628812361898177,NO
0.6027026620770514,YES
0.13382536413786883,NO
0.18260255234716732,NO
0.18863018022757677,NO
0.15946908773881285,NO
0.0769762652757527,NO
0.7588347588197273,YES
0.0717603379079171,NO
0.7883866700738047,YES
0.18385016609797528,NO
0.6103085965096878,YES
0.29404602642536115,NO
0.3094232416913434,NO
0.543959595352263,NO
0.28096862927833816,NO
0.5051633171494281,YES
0.4806168923895562,NO
0.4949419032873871,YES
0.1547041051001849,NO
0.1612127406917493,NO
0.2506952064575285,NO
0.2690937514092023,NO
0.21687435176695175,NO
0.3330828084837735,NO
0.25583597637049615,NO
0.07257203842049094,NO
0.4341545537901904,NO
0.09540487320937364,NO
0.3235378117155441,NO
0.11754625941347123,NO
0.4014760924136065,YES
0.388639199122161,YES
0.40239301336299554,YES
0.05460940670705129,NO
0.37793677754896515,NO
0.07329354998722327,NO
0.29290363311136836,NO
0.2745050881596946,NO
0.21466472259383407,NO
0.14168683391705628,NO
0.18953206968599218,NO
0.26437386324349516,NO
0.1893516917943091,NO
0.3109414222796759,NO
0.2357388729388068,NO
0.4352819156132097,NO
0.1218302343409443,YES
0.18348941031460914,YES
0.138545252303576,NO
0.11596795286124433,NO
0.07183549536278504,NO
0.08802441114134114,NO
0.2530250875584349,YES
0.08252288544500731,YES
0.09369128323838442,NO
0.043741638733145946,NO
0.07389480962616683,NO
0.061749364919506375,NO
0.07953161874126298,NO
0.11837299141701867,NO
0.10982007305304615,NO
0.18009229335457783,YES
0.1416567709351091,NO
0.13247252995024578,YES
0.09316518105430881,NO
0.3239586934628046,YES
0.0793662723405535,NO
0.0765704150194658,NO
0.08298886166518858,NO
0.10424338990184438,NO
0.07887023313842499,NO
0.10341665789829697,NO
0.07637500563680912,NO
0.10633276714717334,NO
0.08623566371548395,NO
0.12850421633321807,NO
0.3235378117155441,YES
0.5241180272671246,YES
0.5473867752942415,YES
0.4392502292302374,YES
0.21627309212800816,NO
0.0027357313571933495,NO
0.45108001262645236,YES
0.08184646835119576,NO
0.45495813729763857,YES
0.08913674147338675,NO
0.24134561907195573,NO
0.25397207148977113,NO
0.26088655733762234,NO
0.02323868504516964,NO
0.7304853668435372,YES
0.015241931847219933,NO
0.6946502923624995,YES
0.19273377726336682,NO
0.5515054038210051,YES
0.17410975994708916,NO
0.2151908247779098,NO
0.36992499286004177,NO
0.1873374720038481,NO
0.4006042659371383,YES
0.32870864461045896,NO
0.42178363671892616,YES
0.3369008071910653,YES
0.07383468366227249,YES
0.23195093721346222,NO
0.12799314564011605,NO
0.10140243810783593,NO
0.19077968343680013,NO
0.21498038390427948,YES
0.3045229756339532,YES
0.17807807356411687,NO
0.04126144272250366,NO
0.18353450478752992,NO
0.06119319975348354,NO
0.12333338343830326,NO
0.14932283133163982,NO
0.14564011604311028,NO
0.09695311677965339,YES
0.19034377019856602,NO
0.30622153411396874,YES
0.1480000601259639,NO
0.43792745802456146,YES
0.0933004644730711,NO
0.08709245870097858,NO
0.11793707817878459,NO
0.16169374840290412,NO
0.10558119259849387,NO
0.21177867632690495,NO
0.14484344702151009,NO
0.18774332226013496,NO
0.12408495798698273,NO
0.08840019841568088,NO
0.09334555894599185,NO
0.23939152524538915,NO
0.16079185894448872,NO
0.15587656139612494,NO
0.16103236280006616,NO
0.059975648984622806,NO
0.18466186661054912,NO
0.2346115111157876,YES
0.12534760322876426,NO
0.23827919491334348,YES
0.1716445954274205,NO
0.2354983690832294,NO
0.2069836307063298,NO
0.06834818945691225,NO
0.28411021089181837,NO
0.10078614697791875,NO
0.1742450433658515,NO
0.19649165000676422,NO
0.16642866805958484,NO
0.2156417695071174,YES
0.2712582861093992,YES
0.24717783756970862,YES
0.25404722894463905,YES
0.13178108136546063,NO
0.16264073233424026,YES
0.1841357644264735,NO
0.31587175131901335,YES
0.04790536173283029,YES
0.14500879342221956,NO
0.09815563605754059,NO
0.06679994588663253,NO
0.08811460008718265,NO
0.15901814300960515,YES
0.29606024621582216,YES
0.08343980639439628,NO
0.02199107129436169,NO
0.08138049213101449,NO
0.038029672163181885,NO
0.06283163226960485,NO
0.1002750762848167,NO
0.10147759556270387,NO
0.08849038736152239,YES
0.13325416748087243,NO
0.30592090429449703,YES
0.08746824597531831,NO
0.4014460294316593,YES
0.06583793046432275,NO
0.044463150299878254,NO
0.07467644715679352,NO
0.08647616757106137,NO
0.054804816089707956,NO
0.1136831662332587,NO
0.06337276594465406,NO
0.09493889698919235,NO
0.14230312504697346,NO
0.08489786101883447,NO
0.1582214739880049,NO
0.16515099132682975,NO
0.11583266944248204,NO
0.22565274249552814,NO
0.18587941737940988,NO
0.08841522990665442,NO
0.21350729778886773,NO
0.1571692696198536,YES
0.19545447712958652,NO
0.21051603108512335,YES
0.15906323748252588,NO
0.19127572263892856,NO
0.17129887113502795,NO
0.06057690862356639,NO
0.22420971936206358,NO
0.09759947089151776,NO
0.1486764772197754,NO
0.25496414989402805,NO
0.11431448885414948,NO
0.17066754851413712,YES
0.20131675860928644,YES
0.22718595457483431,YES
0.25821095194432336,YES
0.21737039096908028,NO
0.18542847265020218,YES
0.2060516782659672,NO
