LOWERTRACED_SUM_SINGLE_LSA_SUM.csv,Associated
0.3014042681312409,NO
0.4569225236852587,YES
0.3064554527229274,NO
0.358785223046777,YES
0.18965373500051264,NO
0.17581217722329362,NO
0.17358178402696445,NO
0.15417490672738365,NO
0.5362947156798357,NO
0.1552901033255482,NO
0.5226499573022928,NO
0.24693302377471865,NO
0.5353107186814552,NO
0.48703283183570195,YES
0.4513465406944359,YES
0.4057546797694728,YES
0.3976203045828607,YES
0.33125217708211596,NO
0.35353723905541434,YES
0.2631595847941855,NO
0.21810849356192802,NO
0.21725569616333162,NO
0.301641448899631,NO
0.5273755634085003,NO
0.43166545536602385,NO
0.2868814939239236,NO
0.21010531797510001,NO
0.20531653258298155,NO
0.32401098066281436,NO
0.6434154112622326,YES
0.2706127435506993,NO
0.5089358214835644,YES
0.24653375054371907,NO
0.24194176455127675,NO
0.24174496515160065,NO
0.22611166914875613,NO
0.4059503338083469,NO
0.22447167415145525,NO
0.40201434581482487,NO
0.2820682984566604,NO
0.43763503715619895,NO
0.5761756163728984,YES
0.5716492301803482,YES
0.5609564627979468,YES
0.4374320396012482,YES
0.3209933898677808,NO
0.42896966541517595,YES
0.29573746690934805,NO
0.20413344774038022,NO
0.16359277140710365,NO
0.8424957002005578,YES
0.48739701786074047,YES
0.47401465868276565,YES
0.6950273500432669,YES
0.280754014014275,NO
0.20387104854081206,NO
0.7225136661980289,YES
0.09611691833958888,NO
0.7240224615955456,YES
0.10169290133041171,NO
0.23304107467632884,NO
0.1913852017448877,NO
0.18994200614726298,NO
0.19317828115841063,NO
0.4586643055080299,YES
0.1914070865613257,NO
0.5489296301594675,YES
0.2736692356259354,NO
0.4801810398726168,YES
0.11560005890752274,NO
0.08470255315837512,NO
0.23066210791814906,NO
0.1109424731151884,NO
0.7312384395836694,YES
0.19727180977310416,NO
0.6447779033259695,YES
0.31721350794810377,NO
0.30068235837531143,NO
0.8080016681736054,YES
0.28640447050488155,NO
0.24566699477192894,NO
0.8449999553127122,YES
0.3190503023450807,NO
0.2711624484238965,NO
0.9295580973735431,YES
0.161821973018328,NO
0.8595631108887436,YES
0.1367628494595713,NO
0.3333810498689069,NO
0.3293794620754928,NO
0.29297157313541433,NO
0.31137512575771287,NO
0.28863486370121066,NO
0.29090798819139846,NO
0.38591936694109596,NO
0.2943847775856762,NO
0.3179579742529495,NO
0.1671355568095827,NO
0.15355639823193185,NO
0.2836408014178337,NO
0.16228117161757222,NO
0.8210560283521201,YES
0.25687608306188414,NO
0.7607042124514495,YES
0.11594923000387612,NO
0.0874789168507337,NO
0.6733680808779566,YES
0.3874834538912865,YES
0.3506163663519638,YES
0.6561809333062439,YES
0.14448514295691056,NO
0.09469489483885735,NO
0.6946224160429754,YES
0.2890575815342336,NO
0.6820928542635969,YES
0.20817302826735656,NO
0.1577416991655204,NO
0.1377993599983423,NO
0.1369465625997459,NO
0.09351409844080076,NO
0.32194925379914524,YES
0.09259570124231228,NO
0.38131707270143533,YES
0.14389474475788228,NO
0.3296900301864052,YES
0.29358396772678386,NO
0.2748224249576624,NO
0.3288766600686978,NO
0.21210901626087858,NO
0.6704160898828152,YES
0.26485125537407334,NO
0.6408961799314001,YES
0.3818686311008608,NO
0.38252462909978113,NO
0.8017041739122217,YES
0.30006512731009793,NO
0.2926523499222982,NO
0.8224337106781041,YES
0.3848206220960023,NO
0.3749150523123053,NO
0.8579232024196941,YES
0.1304238762869156,NO
0.8705183639989644,YES
0.12163350310138317,NO
0.2398390460670149,NO
0.19378798654280754,NO
0.1764040395714187,NO
0.39098700328585345,NO
0.3226314584729574,NO
0.3830494274989174,NO
0.4178167681162976,NO
0.33371837798010845,NO
0.3591705470128199,NO
0.17162055061911252,NO
0.1418382414681294,NO
0.28202501383740447,NO
0.1678157622253746,NO
0.8108225460972144,YES
0.26122987727162994,NO
0.7595891023815364,YES
0.062174702019757236,NO
0.04360995865031184,NO
0.5319736792444398,YES
0.31330815095559356,YES
0.26633869423289774,YES
0.5307928828463832,YES
0.05705791762817865,NO
0.03796837585959698,NO
0.5752695471731817,YES
0.3926651800126343,NO
0.5247577012563162,YES
0.3823004116296931,NO
0.1278213797305408,NO
0.12933017512805756,NO
0.13274136472244324,NO
0.07299866900194274,NO
0.2926442139896031,YES
0.07181787260388614,NO
0.28483783780245114,YES
0.1199025259247465,NO
0.2637803020371085,YES
0.32693418052081696,NO
0.36393246765992376,NO
0.36288287086165116,NO
0.34005414049922367,NO
0.5403704536306201,YES
0.3418909348962006,NO
0.5380744606343989,YES
0.24142392484520409,YES
0.07466923351965561,YES
0.5638862319718815,NO
0.5459986245423608,NO
0.5401602423519699,NO
0.42428985780163475,NO
0.20009605091322313,YES
0.28531019097297433,YES
0.41759867821264735,NO
0.1433141083118526,NO
0.4250114556004472,NO
0.1375413259213537,NO
0.13599280950230486,NO
0.10115931575963523,NO
0.09105694657626211,NO
0.09841636108057165,YES
0.5067699442069249,NO
0.20173604591052396,YES
0.46150608228142204,NO
0.2388655326494148,YES
0.4691812588687899,NO
0.16050125588356534,NO
0.15440047449360622,NO
0.17617960805776123,NO
0.17185002126488708,NO
0.4683073235291891,NO
0.19198915983174125,NO
0.39083395985669783,NO
0.2779532721256012,NO
0.2669981055436317,NO
0.8433476778578246,YES
0.32492862870881006,YES
0.30183749914681435,YES
0.8497764582472439,YES
0.27985566632247016,NO
0.26732610454309186,NO
1.0,YES
0.09010064544952194,NO
0.889464337181924,YES
0.0787518800682002,NO
0.32210824490705814,NO
0.24502848003391914,NO
0.25532764861696833,NO
0.2780188719254933,NO
0.32315743411172515,YES
0.273623685332727,NO
0.4461570589092875,YES
0.27677247572754465,NO
0.3783924656208171,YES
0.11732456240471574,NO
0.09036304464909009,NO
0.22687622822441128,NO
0.1057789976237179,NO
0.8366564982688373,YES
0.2005051086678139,NO
0.8802803651970393,YES
0.19721159977245345,NO
0.15102934064846202,NO
0.7603832085780009,YES
0.5683862020000892,YES
0.5548070434224383,YES
0.6416475707734207,YES
0.2637297968629752,NO
0.19635880237385706,NO
0.6789082571120957,YES
0.16515464050158607,NO
0.6714954797242959,YES
0.11280600018774355,NO
0.23486525871918718,NO
0.2011469615746821,NO
0.19990056537673345,NO
0.1821236457972858,NO
0.5228599408750181,YES
0.17779405900441164,NO
0.5718629913943669,YES
0.24903544168715974,NO
0.5264023300691878,YES
0.1814233908748103,NO
0.1625306485059047,NO
0.2384952167808792,NO
0.12815635336247932,NO
0.6791706563116638,YES
0.1950025494524612,NO
0.6199996368090498,YES
0.3611477426060044,NO
0.3452069912322403,NO
0.9040639325371101,YES
0.45351740017671116,YES
0.4779861255364396,YES
0.775291525349049,YES
0.4220243569058112,NO
0.37951568657577367,NO
0.7802115103409515,YES
0.14733379189511497,NO
0.8149138044838371,YES
0.14208580790375236,NO
0.19013391897779164,NO
0.14939644324483903,NO
0.13411168986999528,NO
0.4065428041312914,NO
0.45738778837034116,YES
0.40267241593766145,NO
0.5715314401824789,YES
0.3894212563594708,NO
0.5119668218805127,YES
0.19010486142472066,NO
0.1603881520736296,NO
0.3124484882233627,NO
0.18754646922893137,NO
0.7854594943323142,YES
0.28883256026223075,NO
0.7282564688264612,YES
0.2761312376266735,NO
0.27764003302419027,NO
0.786111594005801,YES
0.2864464025509439,YES
0.25850088779693775,YES
0.7760748246223198,YES
0.27317924663153204,NO
0.26609446824319244,NO
0.926167166775292,YES
0.09026592579507935,NO
0.8195674919507379,YES
0.08219715040835927,NO
0.2938338931957884,NO
0.18913661256810332,NO
0.2044869657428391,NO
0.2983039699901808,NO
0.2825104145574219,YES
0.29627037619352775,NO
0.41600600733770954,YES
0.2715392516342312,NO
0.35571979123693104,YES
0.10824027096549649,NO
0.07780196381559304,NO
0.2301246991648942,NO
0.09630110738514641,NO
0.7812572088137905,YES
0.17987525244759678,NO
0.8627977600795879,YES
0.15119714397566686,NO
0.1350595932022267,NO
0.5353632094512532,YES
0.31807993582336214,YES
0.25805611892215174,YES
0.5690815065957582,YES
0.13735558619844784,NO
0.11203406344012302,NO
0.6015534075423147,YES
0.4678071583570038,NO
0.5417919898406723,YES
0.4315304690167095,NO
0.1933856620524148,NO
0.20932641342617891,NO
0.195681655048636,NO
0.18708023451660905,NO
0.23280019596371893,YES
0.18380024452200738,NO
0.2642225001120029,YES
0.17461627253712275,NO
0.2581873185219358,YES
0.41762331143959847,NO
0.44432242999565597,NO
0.4441912303958719,NO
0.4052905490598962,NO
0.5676383109981334,YES
0.4163113154417578,NO
0.547105573631927,YES
0.314258381442377,NO
0.3030408156608393,NO
0.7360158670042558,YES
0.3367738431016234,YES
0.35901217526502266,YES
0.7394926563985337,YES
0.2998264254661297,NO
0.2874280632865354,NO
0.7607469915635524,YES
0.3282935256886724,NO
0.7687501671503805,YES
0.295887224542008,NO
0.13905193158097306,NO
0.11202481402545537,NO
0.09011448086151627,NO
0.35519265657500576,NO
0.31394511273919584,YES
0.351715867180728,NO
0.4970341542378606,YES
0.29398804327573874,NO
0.4226439811602949,YES
0.3178631575058391,NO
0.30369360072915996,NO
0.4036676957646186,NO
0.29628082334136024,NO
0.7320142792108418,YES
0.35860063323879177,NO
0.7232239060253093,YES
0.12815524215756602,NO
0.0956177414111175,NO
0.727739596870569,NO
0.5463812615784904,NO
0.4524423481330989,NO
0.6999252817163469,NO
0.13294402754968443,NO
0.09830733320669086,NO
0.8071809545398213,NO
0.3360562369876738,NO
0.6886421161349172,NO
0.3203778848134778,NO
0.465405967500558,YES
0.40918693899308556,YES
0.44657882493154444,YES
0.12002086697095386,NO
0.45473834112932005,NO
0.12205446076760688,NO
0.4429303771487541,NO
0.17151670988619994,NO
0.45860872932295,NO
0.28173960267707027,NO
0.3002387462466236,NO
0.31788509241758056,NO
0.2868563870686488,NO
0.7476819360377471,NO
0.2868563870686488,NO
0.7752338519924011,NO
0.15082186639502865,YES
0.2591271360167755,YES
0.40919526392169836,NO
0.40660831740293196,NO
0.3515700852935161,NO
0.26953328995155956,NO
0.28536705597358886,YES
0.151477864393949,YES
0.292165220914311,NO
0.2533499201919197,NO
0.26362930796127654,NO
0.2707338671633085,NO
0.14062610134951625,NO
0.13032693276646706,NO
0.13413172116020494,NO
0.27126309899680173,YES
0.33733492871694487,NO
0.18860735113283983,YES
0.32021338094512414,NO
0.31455896692554364,YES
0.3557028726867142,NO
0.22999639143035583,NO
0.18112454051079108,NO
0.2425259532097342,NO
0.2158924344535687,NO
0.3209635330669136,NO
0.20756125986728047,NO
0.28731083572230054,NO
0.018695942969229468,NO
0.0,NO
0.6517017528289757,YES
0.33354089487403804,YES
0.33308169627479367,YES
0.6576713346191507,YES
0.0240751265603762,NO
0.0005247983991362622,NO
0.7039191935430342,YES
0.2853387544041884,NO
0.6639033156088938,YES
0.2779259770163886,NO
0.1710103693293326,NO
0.1545448195564323,NO
0.15972720374790295,NO
0.004788785392118425,NO
0.2834882475564166,YES
0.004395186592766224,NO
0.3761807648038596,YES
0.05956461830196619,NO
0.32967050668040804,YES
0.24053409107792967,NO
0.23797569888214037,NO
0.29314513059134034,NO
0.2370573016836519,NO
0.6619353216121329,YES
0.26559321463668634,NO
0.6461913696380449,YES
0.28238390797674917,YES
0.07285814712159501,YES
0.5513094667542804,NO
0.517231767686218,NO
0.4746574975562885,NO
0.3936731476137245,NO
0.20379534770609337,YES
0.33000936269836534,YES
0.3963627394092979,NO
0.19800117234395415,NO
0.3871131676245212,NO
0.20069076413952747,NO
0.1045113040906174,NO
0.08037057773034917,NO
0.07689378833607141,NO
0.13019237222723207,YES
0.4654735255714038,NO
0.26821435120007,YES
0.4347072194220402,NO
0.2790383181822555,YES
0.4406112014123232,NO
0.17202365158670896,NO
0.18114202377170158,NO
0.2143355225170704,NO
0.17891163057537246,NO
0.4494329775219528,NO
0.20528275013196984,NO
0.376813999041472,NO
0.22033181193517187,NO
0.18234952779768465,NO
0.4871101994777906,NO
0.34107827522097867,NO
0.26058732075345387,NO
0.5025261524524184,NO
0.1914023001827852,NO
0.19612548577501165,NO
0.5481180133773815,NO
0.47263163665284363,YES
0.4775326286935538,NO
0.46239806786968646,YES
0.22157086917116242,NO
0.23600282514740978,NO
0.2277372503610135,NO
0.23187737671616976,NO
0.26334251234891926,NO
0.24788372788982588,NO
0.2863024423111309,NO
0.2750420450451276,NO
0.2985040050910491,NO
0.41411661514915,YES
0.42047979573867716,YES
0.43733894431092973,YES
0.46003647507357326,YES
0.5124973220360075,NO
0.3972574665768974,YES
0.5001645596563052,NO
0.31981098814295406,YES
0.11487721328024218,YES
0.48581930726506567,NO
0.47872774551722463,NO
0.41745753241806555,NO
0.34510773649665444,NO
0.19123538035456888,YES
0.3779980106471875,YES
0.36275408266761133,NO
0.26346926257493164,NO
0.3429429431002173,NO
0.26451885937320413,NO
0.09531315968896965,NO
0.08265239830980724,NO
0.08206200011077894,NO
0.16558585859678382,YES
0.40945435683123754,NO
0.331553352323628,YES
0.39639999665272296,NO
0.31751499514673287,YES
0.41548953842130465,NO
0.22397818303992761,NO
0.22266618704208696,NO
0.2762612235538781,NO
0.23736054221790243,NO
0.3942419866157873,NO
0.2454293176046225,NO
0.3510773182868295,NO
0.1394298459962211,NO
0.08635960788356623,NO
0.576798637999781,NO
0.5233101655837636,NO
0.4739135162650627,NO
0.580800225793195,NO
0.14644902458466869,NO
0.11817551083120233,NO
0.594444984170738,NO
0.3970824358636376,YES
0.5673522668153282,NO
0.46340383355448317,YES
0.2885998698546786,NO
0.28512308046040086,NO
0.2714127222829659,NO
0.09908596906262067,NO
0.47043672687078486,NO
0.1026939580566825,NO
0.46013755828773567,NO
0.19610807310293782,NO
0.4594159604889233,NO
0.34230660295378984,YES
0.34742338734536843,YES
0.3596905499251786,YES
0.45769665096387635,YES
0.6065153473508721,NO
0.3540489671344638,YES
0.5484595244464227,NO
