UPPERTRACED_RFSMOTE_MULTI_LSA_SUM.csv,Associated
0.12372093023255813,YES
0.09266547406082287,YES
0.16107334525939174,YES
0.21166368515205725,YES
0.5620751341681574,NO
0.12930232558139534,YES
0.08450805008944542,NO
0.05717352415026833,NO
0.08508050089445436,NO
0.47155635062611795,NO
0.23735241502683363,NO
0.8004293381037566,NO
0.15234347048300537,NO
0.12801431127012522,NO
0.07992844364937386,NO
0.1465474060822898,NO
0.23456171735241502,YES
0.15699463327370303,NO
0.22797853309481214,YES
0.08450805008944542,NO
0.1062611806797853,NO
0.04271914132379248,NO
0.14239713774597496,NO
0.08422182468694096,NO
0.15062611806797854,NO
0.28264758497316633,NO
0.08293381037567082,NO
0.1909838998211091,NO
0.27849731663685146,YES
0.22511627906976742,YES
0.37860465116279063,YES
0.11685152057245078,YES
0.5280858676207514,NO
0.2020035778175313,YES
0.11277280858676206,NO
0.09223613595706617,NO
0.04429338103756708,NO
0.4510196779964221,NO
0.26418604651162786,NO
0.8441502683363149,NO
0.13402504472271912,NO
0.15270125223613595,NO
0.09688729874776383,NO
0.11456171735241501,NO
0.24536672629695885,YES
0.1200715563506261,NO
0.25280858676207507,YES
0.15041144901610018,NO
0.19971377459749554,NO
0.14003577817531304,NO
0.032057245080500896,NO
0.09051878354203934,NO
0.06905187835420391,NO
0.14719141323792487,NO
0.12608228980322003,NO
0.08944543828264759,NO
0.278211091234347,YES
0.2392844364937388,YES
0.22533094812164575,YES
0.1806797853309481,YES
0.5478354203935599,NO
0.1540608228980322,YES
0.07284436493738819,NO
0.04128801431127012,NO
0.040357781753130595,NO
0.38855098389982107,NO
0.30311270125223605,NO
0.7997853309481217,NO
0.06475849731663685,NO
0.07549194991055455,NO
0.04880143112701252,NO
0.09094812164579605,NO
0.3038998211091234,YES
0.03270125223613596,NO
0.27169946332737027,YES
0.14082289803220036,NO
0.20021466905187835,NO
0.14275491949910554,NO
0.05717352415026833,NO
0.06332737030411448,NO
0.0911627906976744,NO
0.13059033989266547,NO
0.11105545617173522,NO
0.0978890876565295,NO
0.2305545617173524,YES
0.22561717352415023,YES
0.249731663685152,YES
0.07921288014311269,YES
0.48837209302325574,NO
0.09144901610017886,YES
0.060107334525939166,NO
0.06576028622540249,NO
0.18611806797853309,NO
0.35384615384615375,YES
0.19184257602862254,YES
0.2774239713774597,YES
0.19298747763864044,YES
0.14933810375670842,NO
0.6379248658318426,NO
0.2301252236135957,YES
0.06611806797853308,NO
0.2246153846153846,YES
0.07220035778175311,NO
0.5210017889087657,NO
0.22511627906976742,NO
0.4668336314847942,NO
0.52608228980322,NO
0.18912343470483003,YES
0.5098389982110912,NO
0.8027906976744186,YES
0.22032200357781753,NO
0.20543828264758499,YES
0.24479427549194985,NO
0.4114490161001788,NO
0.3559928443649373,NO
0.4615384615384615,NO
0.23248658318425758,YES
0.16930232558139532,NO
0.5532021466905188,YES
0.661824686940966,NO
0.4792128801431127,NO
0.7688729874776385,YES
0.2150983899821109,NO
0.5427549194991055,NO
0.4586046511627906,YES
0.43484794275491945,NO
0.21087656529516996,NO
0.4291949910554561,YES
0.25474060822898026,NO
0.6676923076923076,YES
0.3562075134168156,NO
0.22282647584973167,NO
0.21846153846153843,NO
0.4148837209302325,NO
0.6697674418604651,NO
0.654025044722719,NO
0.1465474060822898,NO
0.3093381037567084,NO
0.0930948121645796,NO
0.18511627906976744,NO
0.1746690518783542,NO
0.2528801431127012,NO
0.2659749552772808,NO
0.3482647584973166,NO
0.7616457960644006,YES
0.6160286225402504,NO
0.8389266547406081,YES
0.08214669051878352,NO
0.26576028622540243,NO
0.3452593917710196,YES
0.18919499105545615,YES
0.8430769230769231,YES
0.3265116279069767,YES
0.3708765652951699,NO
0.5026118067978533,NO
0.5044007155635062,YES
0.15584973166368515,NO
0.7411806797853309,YES
0.06762075134168156,NO
0.17280858676207514,NO
0.637638640429338,NO
0.40057245080500886,NO
0.42261180679785326,NO
0.2465116279069767,YES
0.3929874776386404,NO
0.6189624329159212,YES
0.7781037567084078,NO
0.12615384615384614,YES
0.1607871198568873,NO
0.14032200357781754,NO
0.2779964221824686,NO
0.37245080500894445,NO
0.16314847942754918,YES
0.12944543828264757,NO
0.15241502683363148,YES
0.10633273703041143,NO
0.13567084078711986,NO
0.2741323792486583,YES
0.12250447227191412,NO
0.3934883720930232,NO
0.2895885509838998,YES
0.1453309481216458,NO
0.47084078711985683,NO
0.33545617173524145,YES
0.20322003577817532,NO
0.3420393559928443,YES
0.15069767441860465,NO
0.2213953488372093,NO
0.12822898032200358,NO
0.7675849731663684,NO
0.3452593917710196,NO
0.13996422182468693,NO
0.7373166368515205,NO
0.24379248658318423,NO
0.06096601073345258,NO
0.38733452593917705,NO
0.7132737030411449,NO
0.19420393559928442,NO
0.44014311270125217,NO
0.8593917710196779,NO
0.3341681574239713,YES
0.2457245080500894,NO
0.7362432915921288,YES
0.058461538461538454,NO
0.2528801431127012,NO
0.20708407871198567,YES
0.13001788908765655,YES
0.7728801431127011,YES
0.20579606440071554,YES
0.31048300536672624,NO
0.4757066189624329,NO
0.39026833631484786,YES
0.07169946332737029,NO
0.5856171735241502,YES
0.06039355992844364,NO
0.1259391771019678,NO
0.6141681574239714,NO
0.38175313059033983,NO
0.43520572450805006,NO
0.23627906976744184,YES
0.4052951699463327,NO
0.5354561717352415,YES
0.7869051878354204,NO
0.07599284436493738,YES
0.0,NO
0.040357781753130595,NO
0.11792486583184257,NO
0.3148479427549194,NO
0.03735241502683362,YES
0.01631484794275492,NO
0.05631484794275492,YES
0.20565295169946332,YES
0.40300536672629694,YES
0.9290876565295169,NO
0.5222182468694095,NO
0.2510912343470483,NO
0.11849731663685152,NO
0.3752415026833631,YES
0.2535241502683363,YES
0.08973166368515204,NO
0.09359570661896242,NO
0.09781753130590339,NO
0.0586762075134168,NO
0.18468694096601074,NO
0.35420393559928437,NO
0.45051878354203934,NO
0.08543828264758498,YES
0.257602862254025,NO
0.6918783542039355,YES
0.07942754919499105,NO
0.675134168157424,YES
0.023398926654740606,NO
0.09803220035778173,NO
0.06275491949910554,NO
0.18669051878354206,NO
0.07463327370304114,NO
0.14504472271914132,NO
0.09660107334525937,NO
0.6902325581395349,NO
0.04930232558139534,NO
0.2019320214669052,NO
0.20880143112701252,YES
0.17202146690518783,YES
0.2470125223613596,YES
0.21581395348837207,YES
0.05137745974955277,NO
0.6101610017889088,NO
0.3868336314847942,YES
0.06354203935599283,NO
0.25910554561717347,YES
0.051162790697674404,NO
0.5861896243291592,NO
0.2516636851520572,NO
0.5061896243291593,NO
0.5216457960644006,NO
0.19871198568872983,YES
0.5025402504472272,NO
0.8480858676207514,YES
0.1267262969588551,NO
0.25180679785330945,YES
0.25066189624329155,NO
0.42161001788908764,NO
0.35584973166368505,NO
0.45989266547406077,NO
0.20150268336314844,YES
0.17681574239713774,NO
0.6641144901610017,YES
0.07355992844364936,NO
0.1877638640429338,NO
0.29531305903398924,YES
0.247871198568873,YES
0.3332379248658318,YES
0.16579606440071556,YES
0.1461180679785331,NO
0.6450805008944545,NO
0.21359570661896243,YES
0.13137745974955276,NO
0.19835420393559927,YES
0.07427549194991054,NO
0.5314490161001789,NO
0.24422182468694095,NO
0.4861538461538461,NO
0.5293738819320215,NO
0.22683363148479424,YES
0.510339892665474,NO
0.7954919499105545,YES
0.20880143112701252,NO
0.22354203935599284,YES
0.30654740608228975,NO
0.4862969588550983,NO
0.3544901610017888,NO
0.4702683363148479,NO
0.20672629695885508,YES
0.1567799642218247,NO
0.5572093023255813,YES
0.08529516994633274,NO
0.23248658318425758,NO
0.36565295169946327,YES
0.2055813953488372,YES
0.3324508050089445,YES
0.22518783542039353,YES
0.15169946332737028,NO
0.6777817531305903,NO
0.23771019677996422,YES
0.0752772808586762,NO
0.26840787119856885,YES
0.06955277280858675,NO
0.4746332737030411,NO
0.17974955277280857,NO
0.4063685152057244,NO
0.6070840787119857,NO
0.23842576028622536,YES
0.5885509838998211,NO
0.8781395348837209,YES
0.19484794275491948,NO
0.29080500894454375,YES
0.27935599284436485,NO
0.44729874776386397,NO
0.39849731663685145,NO
0.4983899821109123,NO
0.23627906976744184,YES
0.22246869409660108,NO
0.5889087656529517,YES
0.039999999999999994,NO
0.20622540250447227,NO
0.2106618962432916,YES
0.1675134168157424,YES
0.2372093023255814,YES
0.1997137745974955,YES
0.03677996422182468,NO
0.6015026833631485,NO
0.37059033989266543,YES
0.0681932021466905,NO
0.24715563506261176,YES
0.05939177101967799,NO
0.5730948121645796,NO
0.20844364937388193,NO
0.4684794275491949,NO
0.5364579606440072,NO
0.19184257602862254,YES
0.5199284436493739,NO
0.8526654740608227,YES
0.1137030411449016,NO
0.2645438282647585,YES
0.24522361359570663,NO
0.4123792486583184,NO
0.3638640429338103,NO
0.45402504472271915,NO
0.20536672629695885,YES
0.158783542039356,NO
0.7093381037567084,YES
0.10740608228980321,NO
0.30447227191413234,NO
0.24171735241502681,YES
0.2444364937388193,YES
0.8730590339892665,YES
0.27849731663685146,YES
0.3499105545617173,NO
0.5083363148479427,NO
0.44987477638640416,YES
0.130304114490161,NO
0.635134168157424,YES
0.0907334525939177,NO
0.18161001788908762,NO
0.6855813953488371,NO
0.434561717352415,NO
0.511484794275492,NO
0.28021466905187825,YES
0.4792844364937388,NO
0.6221824686940967,YES
0.7984257602862254,NO
0.1791055456171735,YES
0.07556350626118066,NO
0.10468694096601072,NO
0.18325581395348836,NO
0.36264758497316635,NO
0.09803220035778173,YES
0.0741323792486583,NO
0.09710196779964221,YES
0.11098389982110911,NO
0.31341681574239705,NO
0.3499105545617173,YES
0.22432915921288013,YES
0.9426833631484793,YES
0.35370304114490153,YES
0.35284436493738813,NO
0.5253667262969589,NO
0.5128443649373882,YES
0.12064400715563504,NO
0.7720214669051878,YES
0.08529516994633274,NO
0.10719141323792485,NO
0.564293381037567,NO
0.30425760286225395,NO
0.5205724508050089,NO
0.32822898032200354,YES
0.4881574239713774,NO
0.8356350626118066,YES
0.7543470483005366,NO
0.3179964221824686,YES
0.10926654740608227,NO
0.09381037567084077,NO
0.28157423971377454,NO
0.38626118067978527,NO
0.166654740608229,YES
0.1537030411449016,NO
0.17853309481216453,YES
0.16028622540250445,NO
0.017459749552772807,NO
0.19542039355992843,NO
0.46211091234347046,NO
0.22368515205724507,NO
0.5013953488372093,NO
0.30146690518783537,NO
0.14203935599284437,NO
0.2820751341681574,NO
0.13173524150268337,NO
0.04543828264758497,NO
0.157567084078712,NO
0.9999999999999999,YES
0.8384973166368513,YES
0.278211091234347,YES
0.05838998211091234,NO
0.5911270125223613,NO
0.15363148479427546,NO
0.02726296958855098,NO
0.10740608228980321,NO
0.7599284436493738,NO
0.4445796064400715,NO
0.04257602862254024,NO
0.28364937388193195,NO
0.4286940966010733,NO
0.1885509838998211,NO
0.1496243291592129,NO
0.26869409660107324,NO
0.07792486583184256,YES
0.5753130590339892,YES
0.8659749552772809,NO
0.529731663685152,NO
0.20493738819320215,NO
0.055313059033989254,NO
0.4393559928443649,YES
0.07864042933810374,YES
0.058533094812164566,NO
0.1480500894454383,NO
0.027406082289803218,NO
0.13838998211091233,NO
0.15105545617173524,NO
0.347334525939177,NO
0.458819320214669,NO
0.24508050089445435,YES
0.23234347048300535,NO
0.6486583184257603,YES
0.08486583184257601,NO
0.7288014311270126,YES
0.05917710196779963,NO
0.10826475849731662,NO
0.02633273703041145,NO
0.19348837209302325,NO
0.0571019677996422,NO
0.0899463327370304,NO
0.04801431127012522,NO
0.6829338103756708,NO
0.05481216457960643,NO
0.24908765652951695,NO
0.2542397137745975,YES
0.19577817531305905,YES
0.8893738819320214,YES
0.26075134168157416,YES
0.3182826475849731,NO
0.47864042933810375,NO
0.44715563506261174,YES
0.06862254025044721,NO
0.653953488372093,YES
0.06053667262969588,NO
0.1450447227191413,NO
0.6136672629695885,NO
0.3831842576028622,NO
0.4045796064400715,NO
0.2699821109123434,YES
0.3755277280858676,NO
0.678783542039356,YES
0.7648658318425761,NO
0.19155635062611806,YES
0.019749552772808585,NO
0.01695885509838998,NO
0.15584973166368515,NO
0.31649373881932014,NO
0.08651162790697672,YES
0.04708407871198568,NO
0.09080500894454381,YES
0.23670840787119854,YES
0.38740608228980317,YES
0.9175670840787118,NO
0.5227191413237924,NO
0.211520572450805,NO
0.08729874776386404,NO
0.36565295169946327,YES
0.28865831842576023,YES
0.06876565295169945,NO
0.11212880143112701,NO
0.0586762075134168,NO
0.08644007155635061,NO
0.1567799642218247,NO
0.33796064400715553,NO
0.4415026833631484,NO
0.10647584973166367,YES
0.24443649373881934,NO
0.7507692307692307,YES
0.08207513416815741,NO
0.7053309481216459,YES
0.024114490161001787,NO
0.06948121645796064,NO
0.05080500894454382,NO
0.18719141323792482,NO
0.04121645796064401,NO
0.12665474060822898,NO
0.06998211091234346,NO
0.6771377459749552,NO
0.07785330948121644,NO
0.036422182468694095,NO
0.38218246869409656,NO
0.25173524150268334,NO
0.7650089445438283,NO
0.09130590339892665,NO
0.08923076923076921,NO
0.0729159212880143,NO
0.1267262969588551,NO
0.14089445438282647,YES
0.049731663685152055,NO
0.24422182468694095,YES
0.16171735241502683,NO
0.24186046511627904,NO
0.17559928443649375,NO
0.09760286225402504,NO
0.05960644007155634,NO
0.15084078711985688,NO
0.15620751341681574,NO
0.13753130590339893,NO
0.09796064400715562,NO
0.07706618962432915,YES
0.08400715563506259,YES
0.138175313059034,YES
0.12715563506261182,YES
0.48858676207513413,NO
0.08014311270125223,YES
0.07441860465116279,NO
0.24772808586762077,YES
0.4034347048300536,YES
0.8710554561717352,NO
0.5247942754919499,NO
0.1932021466905188,NO
0.059248658318425754,NO
0.3221466905187835,YES
0.3111985688729874,YES
0.05703041144901609,NO
0.1165652951699463,NO
0.035420393559928445,NO
0.08908765652951699,NO
0.15134168157423972,NO
0.3450447227191413,NO
0.4517352415026833,NO
0.11527728085867618,YES
0.22740608228980325,NO
0.7900536672629696,YES
0.0843649373881932,NO
0.7174955277280859,YES
0.040787119856887294,NO
0.05917710196779964,NO
0.02912343470483005,NO
0.1877638640429338,NO
0.03799642218246868,NO
0.09137745974955276,NO
0.046797853309481205,NO
0.673989266547406,NO
0.09101967799642216,NO
0.03313059033989266,NO
0.41745974955277276,NO
0.2238282647584973,NO
0.7710196779964221,NO
0.1141323792486583,NO
0.14161001788908764,NO
0.08930232558139532,NO
0.11470483005366726,NO
0.11856887298747763,YES
0.0851520572450805,NO
0.30540250447227185,YES
0.16372093023255813,NO
0.22432915921288013,NO
0.152128801431127,NO
0.054168157423971366,NO
0.05881932021466904,NO
0.09388193202146689,NO
0.11914132379248656,NO
0.15284436493738818,NO
0.046797853309481205,NO
0.05881932021466904,YES
0.06440071556350625,YES
0.11355992844364937,YES
0.18468694096601074,YES
0.5285867620751342,NO
0.0930948121645796,YES
0.06454382826475849,NO
