NONETRACED_RFSMOTE_MULTI_LSA_MEDIAN.csv,Associated
0.06812611940298507,NO
0.12860298507462686,NO
0.0272,YES
0.1058126865671642,YES
0.06255,YES
0.0263,YES
0.01945,NO
0.0049,NO
0.0602,YES
0.0576,NO
0.02916268656716418,YES
0.0497,NO
0.0929626865671642,NO
0.16873955223880596,NO
0.08925,NO
0.0316,NO
0.0826,YES
0.03816268656716418,NO
0.07665,YES
0.06735,NO
0.0606,YES
0.029888059701492536,NO
0.09540149253731342,NO
0.0349,NO
0.03242537313432836,NO
0.04106268656716418,YES
0.0189,NO
0.03185,YES
0.1512,YES
0.039025373134328356,YES
0.1817,NO
0.0774,NO
0.07295,NO
0.09022537313432837,NO
0.14955074626865672,YES
0.18465,YES
0.07766268656716419,NO
0.05282537313432836,NO
0.07585,NO
0.04842537313432836,NO
0.10655,NO
0.08746268656716419,NO
0.08722537313432836,NO
0.06458805970149253,YES
0.06988805970149253,NO
0.12841268656716417,YES
0.013000000000000001,NO
0.17163805970149254,YES
0.01885,NO
0.051,NO
0.05381268656716418,NO
0.06295,NO
0.07457537313432835,NO
0.10885,NO
0.08246268656716418,NO
0.0498,NO
0.04195,NO
0.0336,NO
0.1534,YES
0.0577,YES
0.0401,YES
0.17322537313432834,YES
0.0434,NO
0.09355149253731343,NO
0.3250388059701492,YES
0.0469,NO
0.18855,YES
0.06063805970149254,NO
0.1521,NO
0.11573805970149253,NO
0.1012,NO
0.042,NO
0.05635,YES
0.04611268656716418,NO
0.15756268656716418,YES
0.04105,NO
0.09845,YES
0.06765,NO
0.05456268656716418,NO
0.15115,NO
0.07377537313432836,NO
0.1483,YES
0.13105,NO
0.18155,YES
0.0589,NO
0.0237,NO
0.21385,YES
0.1107,YES
0.12273805970149253,YES
0.1308126865671642,YES
0.5200477611940298,NO
0.06571268656716418,NO
0.18160074626865672,YES
0.0943,NO
0.1461,YES
0.06186268656716418,NO
0.11385,NO
0.08815,NO
0.09466268656716417,NO
0.0474,NO
0.076,YES
0.05156268656716418,NO
0.11335,YES
0.1282507462686567,NO
0.0787,YES
0.1067,NO
0.21916567164179104,NO
0.1502,NO
0.0661,NO
0.17433805970149255,YES
0.13943805970149253,NO
0.10685,YES
0.08202537313432837,NO
0.05495,NO
0.28538805970149256,YES
0.08115,YES
0.0998,YES
0.16485,YES
0.11349999999999999,NO
0.08856268656716418,NO
0.1686,YES
0.0551,NO
0.19505,YES
0.05856268656716418,NO
0.07415,NO
0.05802537313432836,NO
0.03891268656716418,NO
0.10916268656716419,NO
0.0841,YES
0.09875,NO
0.1711,YES
0.08865,NO
0.1257,YES
0.0877,NO
0.06505,NO
0.18095,NO
0.0932126865671642,NO
0.1726,YES
0.20772611940298508,NO
0.13646268656716418,YES
0.15485298507462686,NO
0.0366,NO
0.1547,YES
0.05455,YES
0.09295149253731343,YES
0.14705,YES
0.06305074626865671,NO
0.0278,NO
0.26145,YES
0.08000074626865672,NO
0.3219910447761194,YES
0.044000000000000004,NO
0.14295,NO
0.06315,NO
0.3882828358208955,NO
0.13443955223880596,NO
0.05155,YES
0.0508,NO
0.1533,YES
0.03195,NO
0.10735,YES
0.06385,NO
0.04065,NO
0.16421268656716417,NO
0.05475,NO
0.151,YES
0.13337537313432835,NO
0.21315,YES
0.05755,NO
0.04525,NO
0.0514,YES
0.19322537313432836,YES
0.14747537313432835,YES
0.10695074626865672,YES
0.047,NO
0.0277,NO
0.10185,YES
0.09855,NO
0.07868805970149254,YES
0.0709,NO
0.1244,NO
0.16640074626865672,NO
0.13361268656716419,NO
0.14460149253731341,NO
0.15807611940298508,YES
0.0824,NO
0.13725,YES
0.0754,NO
0.1625007462686567,YES
0.07522537313432837,NO
0.08065,NO
0.08055,NO
0.09567611940298507,NO
0.076,YES
0.15631492537313432,NO
0.06035,YES
0.06751268656716418,NO
0.058962686567164184,NO
0.13446268656716417,YES
0.16425,YES
0.1812,YES
0.22666492537313432,YES
0.07143805970149254,NO
0.0396,NO
0.24286492537313434,YES
0.0918,NO
0.15941268656716417,YES
0.0671,NO
0.0724,NO
0.05926268656716418,NO
0.0351,NO
0.11363805970149253,NO
0.14685,YES
0.0886,NO
0.2864,YES
0.0446,NO
0.2297,YES
0.08385,NO
0.07305,NO
0.14925,NO
0.0674,NO
0.13141268656716418,YES
0.1149,NO
0.13217537313432837,YES
0.059425373134328364,NO
0.0197,NO
0.06905,NO
0.12032537313432835,NO
0.048725373134328356,NO
0.12247686567164176,NO
0.54815,NO
0.02175,NO
0.1296,NO
0.25857985074626866,NO
0.05417537313432836,NO
0.0526,NO
0.21125,YES
0.22810149253731343,YES
0.1969,YES
0.05322537313432836,NO
0.03555,NO
0.06970074626865672,NO
0.04893805970149254,NO
0.07755,NO
0.0385,NO
0.02315,NO
0.07456343283582088,NO
0.0507,NO
0.041975373134328364,NO
0.08425,NO
0.06436343283582088,NO
0.11271268656716418,NO
0.06195,YES
0.1445,YES
0.1376,NO
0.08265,NO
0.04816268656716418,NO
0.03115,NO
0.17196268656716415,YES
0.06245,YES
0.0484,NO
0.07595,NO
0.02665,NO
0.10412537313432836,NO
0.09797537313432836,NO
0.0752,NO
0.0781,NO
0.15375,YES
0.11940223880597015,NO
0.09075,YES
0.0168,NO
0.18675,YES
0.05877537313432836,NO
0.07307537313432835,NO
0.05075074626865671,NO
0.08262537313432836,NO
0.06232537313432836,NO
0.07035,NO
0.04105,NO
0.059625373134328356,NO
0.0208,NO
0.00655,NO
0.06015,YES
0.1443,YES
0.14395,YES
0.10947611940298507,YES
0.19654179104477612,NO
0.00695,NO
0.10741268656716418,YES
0.05545,NO
0.1739276119402985,YES
0.0498,NO
0.09885,NO
0.0863,NO
0.09025,NO
0.0102,NO
0.10615,YES
0.0099,NO
0.1768,YES
0.05195,NO
0.15627537313432838,YES
0.0213,NO
0.01935,NO
0.0614,NO
0.01865,NO
0.06795,YES
0.12248955223880595,NO
0.09326343283582089,YES
0.18782537313432834,YES
0.02812537313432836,YES
0.17365,NO
0.08521268656716419,NO
0.0453,NO
0.06096268656716418,NO
0.15031343283582088,YES
0.2092,YES
0.05555,NO
0.06577537313432835,NO
0.048499999999999995,NO
0.07528805970149254,NO
0.08705,NO
0.08357537313432836,NO
0.066,NO
0.07182537313432835,YES
0.05322537313432836,NO
0.1621,YES
0.01485,NO
0.17035,YES
0.01935,NO
0.03851268656716418,NO
0.05292537313432836,NO
0.0633,NO
0.05122537313432836,NO
0.096,NO
0.0564,NO
0.04065,NO
0.09921343283582088,NO
0.03295,NO
0.06447537313432836,NO
0.33228059701492535,NO
0.07690074626865671,NO
0.0613,NO
0.03985,NO
0.04345,NO
0.09605,NO
0.11341268656716419,YES
0.05717537313432836,NO
0.09815,YES
0.12050000000000001,NO
0.15388805970149255,NO
0.1252,NO
0.08562537313432836,NO
0.07153805970149253,NO
0.09036268656716417,NO
0.07411268656716419,NO
0.11106268656716417,NO
0.09833805970149254,NO
0.07627537313432836,YES
0.0662,YES
0.08651268656716418,YES
0.09635,YES
0.0689,NO
0.048499999999999995,YES
0.059500000000000004,NO
0.1806,YES
0.0244,YES
0.14115,NO
0.0792,NO
0.0325,NO
0.0339,NO
0.0826,YES
0.22495,YES
0.04735,NO
0.06887537313432836,NO
0.03225,NO
0.06967537313432837,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.06305,YES
0.0264,NO
0.18955,YES
0.01645,NO
0.17885,YES
0.04592537313432836,NO
0.02385,NO
0.045238059701492535,NO
0.07116268656716418,NO
0.03405,NO
0.07135,NO
0.0402,NO
0.03845,NO
0.13826417910447758,NO
0.053038059701492536,NO
0.0742,NO
0.0889,NO
0.05125,NO
0.07725,NO
0.07645,NO
0.06236268656716418,NO
0.08765,NO
0.09035,YES
0.07446268656716418,NO
0.1409,YES
0.1219,NO
0.11925,NO
0.12372537313432835,NO
0.04781268656716418,NO
0.0486,NO
0.05802537313432836,NO
0.04075,NO
0.12922537313432836,NO
0.09990149253731342,NO
0.05606268656716418,YES
0.3584701492537313,YES
0.32304402985074626,YES
0.13655,YES
0.17147686567164178,NO
0.08740074626865671,YES
0.06752537313432835,NO
