NONETRACED_SUM_SINGLE_LSA_SUM.csv,Associated
0.44951075508364446,YES
0.4561570177719575,NO
0.39723147482009097,YES
0.34988729516142225,NO
0.2536253970535069,NO
0.4217957601620618,NO
0.2069022891308323,NO
0.19010056611076476,NO
0.246282575958585,NO
0.18169514006213078,NO
0.24058848583849446,NO
0.2498420326076895,NO
0.20419281828257713,NO
0.257124778484905,YES
0.269728402100316,NO
0.1383729569640576,YES
0.17937969196530285,NO
0.2925138916578787,NO
0.1794578290131693,NO
0.32108446762117554,NO
0.2820647302617817,NO
0.29988783014497866,NO
0.2626740794773535,NO
0.19609846799360253,NO
0.269956629030328,NO
0.5356042354599078,YES
0.5320482144850185,YES
0.47042154446513373,YES
0.3446466158756223,YES
0.19792928970184143,NO
0.35201760949910904,YES
0.15151588326914017,NO
0.3295135507408345,NO
0.3715396993628003,NO
0.2776283913908286,NO
0.3669322639159285,NO
0.3033973222747815,NO
0.25306528399430306,NO
0.32459513769642356,NO
0.2473631445803368,NO
0.32478920420852414,NO
0.4280035326583902,YES
0.24859449021907726,NO
0.31829008653874374,YES
0.4086325142980491,NO
0.5629786078235799,NO
0.39610751854110676,NO
0.2613133561638793,NO
0.39802639167137593,NO
0.2546115337153999,NO
0.19054622213754102,NO
0.34845520798639157,NO
0.27141050819609536,NO
0.5997115604253128,YES
0.7003509001319201,YES
0.4376057512793714,YES
0.42234703863042644,YES
0.36292567880824106,NO
0.4000218312555848,YES
0.25705017527337426,NO
0.30595739037573416,NO
0.47706348802014764,NO
0.2412531415559619,NO
0.43712446240287717,NO
0.3463609191469044,NO
0.26156533832703677,NO
0.3049677198775054,NO
0.21695919469366987,NO
0.32648446402844195,NO
0.46152177397798755,YES
0.24087394128472028,NO
0.3235107407519748,YES
0.4362696666581266,NO
0.6600724299021844,NO
0.4650249837320827,NO
0.3349134489859804,NO
0.4800820713856536,NO
0.2996069883184132,NO
0.23245241664833494,NO
0.34210313717302315,NO
0.3323454297532724,NO
0.578877043011402,YES
0.7224549482494209,YES
0.47554256412612295,YES
0.3822519352416638,YES
0.3461732331726321,NO
0.39452229845819714,YES
0.25525204155124037,NO
0.33427735844555967,NO
0.48397871491845323,NO
0.6785619524210165,YES
0.2595192470886833,YES
0.22014406469119324,YES
0.4528393344254851,YES
0.42097492851098184,NO
0.3481453101721773,NO
0.5962040315379187,YES
0.18175845462981155,NO
0.5439634271498167,YES
0.26728072962726174,NO
0.5026177383467084,NO
0.5499431690403739,NO
0.4763822429043265,NO
0.40153048488455506,NO
0.2668639332638935,YES
0.37240215175294483,NO
0.3373792814513152,YES
0.4756170691755335,NO
0.2712093740113234,YES
0.3846995095525976,NO
0.366235116536597,NO
0.5077137266669867,NO
0.41121300012005224,NO
0.5995928824217066,YES
0.5065083939901617,NO
0.44816230203522467,YES
0.3806128241546352,NO
0.5582556355609559,NO
0.49718780249270933,YES
0.17469490476752808,NO
0.17398313123225168,NO
0.5410646997333622,YES
0.3982788646451356,NO
0.3393590150962543,NO
0.7118627646438497,YES
0.09516140257571513,NO
0.6173349003934239,YES
0.1576767342719006,NO
0.5071452698275459,NO
0.6301432901920629,NO
0.5008240219199942,NO
0.41085078189564606,NO
0.3073270464421679,NO
0.35727664510143037,NO
0.35333298191294216,NO
0.32072529242250275,NO
0.26263942824883985,NO
0.3182555334723505,NO
0.3127960508201004,NO
0.44788411058591115,NO
0.3921034856485508,NO
0.5439099287941795,YES
0.5193512386930734,NO
0.428066847226071,YES
0.22568050644586474,NO
0.3088774189723231,NO
0.38798048026602727,YES
0.24462343979898754,YES
0.197817581208786,YES
0.37741607654053905,YES
0.26497333082430957,NO
0.1630782031109736,NO
0.42452074062534584,YES
0.13956582305158743,NO
0.42710034298826505,YES
0.09082607252669005,NO
0.3657261459421399,NO
0.4447442970016675,NO
0.332819552794975,NO
0.22244096014725895,NO
0.2710419094338608,YES
0.20698690487864757,NO
0.31980443357069915,YES
0.21909441713737865,NO
0.23378526191960547,YES
0.3233585894653001,NO
0.35230012008172196,NO
0.39910813823857294,NO
0.24514281557821072,NO
0.4118834474026255,YES
0.4131005595339027,NO
0.32672289981897923,YES
0.4284812876985489,NO
0.6145682010289549,NO
0.518299137086248,YES
0.1649362157265729,NO
0.2193177359613689,NO
0.535810866723424,YES
0.3911791911225319,NO
0.43890747915846406,NO
0.6469373565667367,YES
0.10618304545819084,NO
0.6742020818418827,YES
0.18724983997120326,NO
0.4288884641741145,NO
0.5131741909404413,NO
0.4086006116089076,NO
0.44722131994873204,NO
0.3203527671754508,NO
0.4394124251059832,NO
0.35412848773694994,NO
0.3107207072698572,NO
0.28184052797870746,NO
0.3951201057716481,NO
0.3691980419798161,NO
0.4834731799982115,NO
0.474199706318568,NO
0.5603330405157281,YES
0.5591142596284034,NO
0.4542187085418419,YES
0.18982571217354594,NO
0.39027541247968406,NO
0.25346293874418646,YES
0.24673029338989044,YES
0.2219938316886761,YES
0.2614378257325913,YES
0.30368218874828473,NO
0.10396929331813388,NO
0.3022259536916271,YES
0.05392369210508567,NO
0.2786994382868982,YES
0.0676567690782253,NO
0.3516688394852025,NO
0.5243471016505077,NO
0.35449836260675005,NO
0.2840824526473293,NO
0.39438919062288674,YES
0.20193469686408344,NO
0.2575424583073572,YES
0.21158629103164361,NO
0.21520994570751284,YES
0.22392458243551805,NO
0.36751456161435064,NO
0.2616078425251852,NO
0.23959125685699229,NO
0.2593298923583635,YES
0.36707126147846486,NO
0.23003978805227604,YES
0.3846448332515152,YES
0.2958864476296744,YES
0.4435921681941183,NO
0.2822856931948816,NO
0.1961819057959726,NO
0.21212902939553047,NO
0.3229077308461408,YES
0.42135147840497156,YES
0.32125958884403205,NO
0.16208715834305876,NO
0.2325900399411852,NO
0.17649460908358883,NO
0.3997340199184685,NO
0.43290682873625397,NO
0.3300551111592761,NO
0.2783568524865791,YES
0.22787069967701712,NO
0.3864161687147702,YES
0.115034323857842,NO
0.43054455730797847,YES
0.15860132328428073,NO
0.2924191652116587,NO
0.35579429892073705,NO
0.3040228113061953,NO
0.2534648038244747,NO
0.37336041037263434,NO
0.310007853951256,NO
0.27643405287149236,NO
0.4121758723594021,NO
0.5906957623118121,NO
0.5365275483647222,YES
0.17083104738295368,YES
0.1754925701581853,YES
0.5409093090967132,YES
0.3916697072383472,NO
0.3974199460913268,NO
0.8038355670614651,YES
0.0959337421393001,NO
0.650021904877175,YES
0.19425655396575459,NO
0.5946487509017417,NO
0.6571363027178442,NO
0.5595991805033538,NO
0.4337451332447714,NO
0.30382727236228807,YES
0.41872858654694045,NO
0.37182662724083265,YES
0.3673100899174839,NO
0.290182933946022,YES
0.3576010709094691,NO
0.3577541056552277,NO
0.481940084001253,NO
0.452155144446051,NO
0.5744905704976299,YES
0.5636637794242183,NO
0.5837192822503549,YES
0.33971347851314626,NO
0.45710320245083336,NO
0.5910250962258726,YES
0.3262570223953933,YES
0.27984430309753516,YES
0.41120092617923887,YES
0.38641253671631415,NO
0.34923490970900917,NO
0.5733262695871468,YES
0.2733311482445325,NO
0.49962585507796076,YES
0.27466242292187604,NO
0.5104241791364462,NO
0.5721844478022434,NO
0.4940582959311113,NO
0.37463661610041366,NO
0.3150651663960828,YES
0.35789545910865467,NO
0.3258980435209614,YES
0.44943811511452236,NO
0.29570504403111,YES
0.46556085074753883,NO
0.4744417741075616,NO
0.5047147757255678,NO
0.4136849186368541,NO
0.5551980818336371,YES
0.4857250190409974,NO
0.4470173390624673,YES
0.45763406319814737,NO
0.6848761326558969,NO
0.7113888379263882,YES
0.29102457596663434,YES
0.3741151789166613,YES
0.5166692532385402,YES
0.4839089216508238,NO
0.5212509702098579,NO
0.6264758552104797,YES
0.20073986753414502,NO
0.6701088195818509,YES
0.26903321796339313,NO
0.47557525211222784,NO
0.5633566301493764,NO
0.47080712527420354,NO
0.5658432729842433,NO
0.38300532951600486,YES
0.5529713722936827,NO
0.4492490548705639,YES
0.4908777450668872,NO
0.3908182490056913,YES
0.5339327308731353,NO
0.49913003820764223,NO
0.5865294674341767,NO
0.5673266007861412,NO
0.6115041686016874,YES
0.6250031289175889,NO
0.49741701104392577,YES
0.3671557790641597,NO
0.5393039657791141,NO
0.48866428741319134,YES
0.12988242435700614,YES
0.13554578973340048,YES
0.47296394338440806,YES
0.33239706302862143,NO
0.35227018063498916,NO
0.7234371584264967,YES
0.07123762506958466,NO
0.5860322762941719,YES
0.16653213548061008,NO
0.5207942218634725,NO
0.5429714007606974,NO
0.4572909865872259,NO
0.401422015741474,NO
0.26029472784012214,YES
0.3975975213671941,NO
0.33913707054195014,YES
0.3053656691137503,NO
0.2665570784754127,YES
0.3100949237520822,NO
0.30470739393411106,NO
0.44553882120447075,NO
0.40182330248981346,NO
0.5207835221923449,YES
0.49456628490436416,NO
0.5799196228925452,YES
0.21363041902758828,NO
0.45412506187894675,NO
0.23933780226202828,YES
0.349522622884005,YES
0.35274577610849817,YES
0.30801535923066026,YES
0.30277723215999175,NO
0.14038115762392311,NO
0.3305087183178074,YES
0.08409764814357269,NO
0.32080627617186175,YES
0.04634027565297687,NO
0.36759250233797636,NO
0.5429034725733564,NO
0.38825415625780085,NO
0.37078375287332793,NO
0.3999485041516196,YES
0.28190286092518385,NO
0.323062925158549,YES
0.18187173371679383,NO
0.30196278104673996,YES
0.31271575420558423,NO
0.4081899012970063,NO
0.28259519836061403,NO
0.2746850002095761,NO
0.28866937221103,YES
0.36342434238005256,NO
0.22644410958073097,YES
0.39168178117916064,NO
0.6053708029926489,NO
0.44568164708970415,YES
0.3040430327030049,YES
0.4354240981526969,YES
0.452724092096094,YES
0.4004456952916245,NO
0.3439476034160025,NO
0.4597273704164302,YES
0.1019744427066477,NO
0.5686364761212298,YES
0.12161530873606553,NO
0.334134925208808,NO
0.4816557083383519,NO
0.3228633615677041,NO
0.49643489902897053,NO
0.4730695658259966,YES
0.4595315369861618,NO
0.5791652469969999,YES
0.25335378246626244,NO
0.4797609830897097,YES
0.4050373266371062,NO
0.4340937069344373,NO
0.45528141165767455,NO
0.4334848073013772,NO
0.4344527839709895,YES
0.5555150473205226,NO
0.35930438002326254,YES
0.42940145941550933,NO
0.6547840438258528,NO
0.5042325052278691,NO
0.42514691679160244,NO
0.2839316756303407,NO
0.4904167757493231,NO
0.5184112382277851,NO
0.3254276506398354,NO
0.7141660406377436,NO
0.251593637484737,NO
0.47860473147310223,NO
0.319354065762142,NO
0.8565720864820061,YES
1.0,YES
0.8467267202887067,YES
0.5150337741499673,NO
0.4951947187993909,NO
0.4362548441779408,NO
0.3036529364363949,NO
0.501785323565417,NO
0.35733868356154547,NO
0.4126906345189648,NO
0.5585342196587512,NO
0.46108269481328046,NO
0.4486295537284968,NO
0.6191925203605415,NO
0.5361803489447424,NO
0.6071401752134953,NO
0.11576553349296458,YES
0.44664854397599196,YES
0.2846537561882628,NO
0.2368616627740478,NO
0.1643876857975805,NO
0.08297977791605547,NO
0.3040680640437159,YES
0.1341620964837445,YES
0.19790749771110477,NO
0.1488343886252091,NO
0.12347263421682188,NO
0.1975635376410994,NO
0.27081083580235604,NO
0.32207433444364514,NO
0.27758706513812537,NO
0.3623405344083263,YES
0.1750552579116461,NO
0.21096865496986472,YES
0.11230109777644144,NO
0.4081586857427079,YES
0.17657480753598453,NO
0.24646289977382468,NO
0.20409661940455054,NO
0.21164685705995218,NO
0.20783954105674862,NO
0.2245888455045037,NO
0.1618862204825277,NO
0.1719932868889077,NO
0.17252159542109047,NO
0.339590088727759,NO
0.33909260310139294,YES
0.23629458020429306,YES
0.2452158481958146,YES
0.3668941770131996,YES
0.3022862252335744,NO
0.08788749128933883,NO
0.3948855964659281,YES
0.0,NO
0.3736423319825243,YES
0.05487233083697239,NO
0.3562016717205435,NO
0.4704740611995666,NO
0.32667136470575064,NO
0.2715601072676388,NO
0.341823473291903,YES
0.18733838220383575,NO
0.3954104693238956,YES
0.17449593014940568,NO
0.31645092105026795,YES
0.14692189603276812,NO
0.2221720940993866,NO
0.2855819771990989,NO
0.1942023684752744,NO
0.361506549033108,YES
0.3961694588391014,NO
0.27608194534549096,YES
0.42382663627174766,YES
0.2930536851581524,YES
0.440883777129188,NO
0.29238824414372144,NO
0.16929108003756466,NO
0.18257084433853404,NO
0.33534938696283356,YES
0.45990180450444373,YES
0.27852147036254904,NO
0.16987426119507082,NO
0.19466441757616326,NO
0.19508926323340725,NO
0.35894864049880487,NO
0.4130842646219104,NO
0.3089005852327458,NO
0.31850653401430357,YES
0.23485945000352892,NO
0.46063782408346765,YES
0.12873255327822708,NO
0.4610319449970153,YES
0.16689700408226815,NO
0.26023484894665666,NO
0.3466576632369804,NO
0.30799022972782886,NO
0.22001341090889387,NO
0.3546441333555965,NO
0.2924042445693525,NO
0.2517292975351785,NO
0.3004447038542081,NO
0.5150419216059636,NO
0.25833737515864225,NO
0.333901299362172,NO
0.29154071239588314,NO
0.2943614009265916,NO
0.33223244515265143,NO
0.24748241155666573,NO
0.38879777808077143,NO
0.1948822393214092,YES
0.30862327724251615,NO
0.19392653291685108,YES
0.4514113700595128,NO
0.6473743743269147,NO
0.48883214463913593,NO
0.40738801493517035,NO
0.37549897032843765,NO
0.3564972378651741,NO
0.25067110987688596,NO
0.3347380332767625,NO
0.2770930151859745,NO
0.40207773870598174,YES
0.4885494377322822,YES
0.3316929461387389,YES
0.4182057750935019,YES
0.3320960979673668,NO
0.3622664220073977,YES
0.29144441535573606,NO
0.4417190386119719,YES
0.3192476580235902,YES
0.3679051486915627,NO
0.3028031469597867,NO
0.17664970523387657,NO
0.14542119353555322,NO
0.2873924793484077,YES
0.48491989332918706,YES
0.24629641681756637,NO
0.1564871075343452,NO
0.16379488475227166,NO
0.17417552898830485,NO
0.3409500267442697,NO
0.43180073796318896,NO
0.31475428696066426,NO
0.3196857555670929,YES
0.2531099477591012,NO
0.49793147871712706,YES
0.14191494075572464,NO
0.4552570674518066,YES
0.19680925990767456,NO
0.24772271242749128,NO
0.3327978589663588,NO
0.29285834253848625,NO
0.21558679008786397,NO
0.29239138533157555,NO
0.26075245780771206,NO
0.22996047305896433,NO
0.3919616413845217,NO
0.579463169032521,NO
0.43920922951668206,NO
0.3943897795956094,NO
0.28723178795725507,NO
0.4397286052959054,NO
0.5171789109678403,NO
0.2892208470036356,NO
0.5284816901632426,NO
0.2914372495209443,YES
0.4153397356631523,NO
0.4290841994422624,YES
0.6113928527571137,NO
0.8041103228365631,NO
0.5980995420835243,NO
0.48652464767406334,NO
0.4668740635947224,NO
0.39044405500259205,NO
0.2826760839478527,NO
0.5007138840208657,NO
0.3260400841092313,NO
0.4137781726512676,YES
0.5535627990693054,YES
0.4370833324744149,YES
0.5383291177610712,YES
0.5506765382421462,NO
0.5101291038024177,YES
0.4228562055491243,NO
