Random_MEDIAN.csv,Associated
0.6764333333333334,YES
0.37407380952380953,YES
0.5649380952380952,YES
0.48391904761904764,NO
0.41681666666666667,YES
0.35847380952380953,NO
0.1480595238095238,NO
0.3273904761904762,NO
0.36237857142857144,YES
0.563897619047619,YES
0.6265499999999999,YES
0.5528595238095237,YES
0.47996428571428573,NO
0.1182952380952381,NO
0.25042380952380955,YES
0.6209714285714286,NO
0.18633333333333332,YES
0.1592595238095238,NO
0.3661714285714286,NO
0.5035499999999999,NO
0.15386904761904763,NO
0.15776904761904764,NO
0.27117857142857144,YES
0.4050238095238095,NO
0.31388809523809524,YES
0.2811190476190476,NO
0.25929761904761905,YES
0.41852142857142854,NO
0.3864904761904762,NO
0.33104285714285714,NO
0.27481428571428573,NO
0.47185952380952384,YES
0.08853809523809525,NO
0.35975238095238093,YES
0.31836904761904766,NO
0.06760714285714285,NO
0.22976428571428573,NO
0.5051190476190476,NO
0.42318333333333336,NO
0.17068333333333333,NO
0.23562619047619052,NO
0.11608571428571428,NO
0.35411666666666664,NO
0.13814047619047617,YES
0.5945119047619047,NO
0.17711190476190475,YES
0.5372595238095238,NO
0.33513333333333334,NO
0.21415,NO
0.38557857142857144,NO
0.17035714285714285,NO
0.2678809523809524,NO
0.42053095238095234,NO
0.5544666666666667,NO
0.5173071428571429,NO
0.3320452380952381,YES
0.5674880952380952,YES
0.33731190476190476,YES
0.4387333333333333,YES
0.30953571428571425,NO
0.21261190476190478,YES
0.41000238095238095,NO
0.5194738095238095,NO
0.522902380952381,NO
0.30842857142857144,NO
0.3203738095238095,NO
0.39739523809523813,NO
0.3676404761904762,NO
0.13302142857142857,NO
0.5001357142857142,NO
0.4563285714285714,NO
0.5684238095238094,YES
0.2177952380952381,NO
0.31953809523809523,YES
0.1552404761904762,NO
0.11829761904761904,NO
0.12758809523809522,NO
0.13176190476190475,NO
0.12051666666666667,NO
0.31370238095238095,NO
0.44547619047619047,NO
0.14580714285714286,NO
0.40702142857142853,NO
0.21817142857142857,YES
0.5195619047619048,YES
0.53455,YES
0.11236428571428571,YES
0.314952380952381,NO
0.5455547619047618,YES
0.4095142857142857,NO
0.4237357142857143,NO
0.40154523809523807,NO
0.3756261904761905,NO
0.5385285714285715,NO
0.5678261904761905,NO
0.1947214285714286,NO
0.47586666666666666,NO
0.4125809523809524,NO
0.5333833333333333,NO
0.43371190476190474,YES
0.2925904761904762,NO
0.22498333333333337,YES
0.5262904761904762,NO
0.1157404761904762,NO
0.34499285714285716,NO
0.0743047619047619,NO
0.16420238095238093,NO
0.38289285714285715,NO
0.5002309523809524,NO
0.4021476190476191,NO
0.5289285714285714,NO
0.3155904761904762,YES
0.4741047619047619,YES
0.5810214285714286,YES
0.16113095238095237,YES
0.5007761904761905,NO
0.4638404761904762,YES
0.3863761904761905,NO
0.45718333333333333,NO
0.41962857142857146,NO
0.08614285714285715,NO
0.5294190476190477,NO
0.5106357142857143,NO
0.3582261904761905,NO
0.08739285714285713,NO
0.19743333333333335,NO
0.5549785714285713,NO
0.5621119047619048,YES
0.2273738095238095,NO
0.5465166666666667,YES
0.5053047619047619,NO
0.39525714285714286,NO
0.15998809523809523,NO
0.523402380952381,NO
0.2975833333333333,NO
0.18762857142857148,NO
0.35470238095238105,NO
0.35890952380952384,NO
0.4128047619047619,NO
0.5174095238095238,YES
0.28360238095238094,YES
0.3177142857142857,YES
0.2777309523809524,YES
0.4699404761904762,NO
0.46235238095238096,YES
0.35009523809523807,NO
0.3230928571428571,NO
0.09933571428571429,NO
0.6428452380952381,YES
0.29178809523809524,YES
0.1232547619047619,YES
0.33104047619047616,YES
0.542802380952381,NO
0.546702380952381,NO
0.3799666666666667,YES
0.2862,NO
0.3346880952380953,YES
0.09818809523809524,NO
0.17083571428571429,NO
0.25634761904761905,NO
0.5207238095238096,NO
0.1706952380952381,NO
0.5413166666666666,YES
0.4711309523809524,NO
0.16964047619047617,YES
0.36597380952380953,NO
0.13331190476190474,YES
0.07604999999999999,NO
0.39059523809523805,NO
0.21613095238095237,NO
0.1225,NO
0.18542619047619047,YES
0.5299666666666667,NO
0.3147642857142857,YES
0.34054523809523807,NO
0.3285404761904762,NO
0.2273690476190476,YES
0.4131571428571429,NO
0.2553214285714286,NO
0.5037833333333334,YES
0.39313571428571426,NO
0.36258809523809526,NO
0.3188285714285714,YES
0.2597857142857143,NO
0.54405,YES
0.08473333333333333,NO
0.23224761904761906,NO
0.6375309523809524,NO
0.5169238095238096,NO
0.33192857142857146,NO
0.21604761904761904,NO
0.44192380952380955,NO
0.6407928571428572,NO
0.43207380952380947,NO
0.5812547619047619,NO
0.23347857142857142,NO
0.34217619047619047,NO
0.19192142857142855,NO
0.45239761904761905,NO
0.38493809523809525,YES
0.32509285714285713,NO
0.3514380952380952,YES
0.21549523809523807,NO
0.02355714285714286,NO
0.4100595238095238,YES
0.4730333333333333,YES
0.4336238095238095,YES
0.5177928571428572,YES
0.23307857142857147,NO
0.4939380952380952,NO
0.18399761904761905,YES
0.27175714285714286,NO
0.5768285714285715,YES
0.18689285714285714,NO
0.37063095238095234,NO
0.14650238095238094,NO
0.31132857142857145,NO
0.18470476190476193,NO
0.5058214285714286,YES
0.4673380952380952,NO
0.5992857142857143,YES
0.14036666666666667,NO
0.5402928571428571,YES
0.5984214285714285,NO
0.4853119047619048,NO
0.6140119047619048,NO
0.2625119047619048,NO
0.6060238095238095,YES
0.25211666666666666,NO
0.47757142857142854,YES
0.5806095238095238,NO
0.28527619047619046,NO
0.5720261904761905,YES
0.5750047619047619,NO
0.2598309523809524,NO
0.44377857142857147,YES
0.20428809523809527,NO
0.4663809523809524,NO
0.35892380952380953,YES
0.4949761904761905,NO
0.44114285714285717,YES
0.3900619047619047,NO
0.393747619047619,NO
0.5538857142857143,NO
0.40015952380952385,NO
0.4649404761904762,NO
0.3058952380952381,NO
0.3071047619047619,NO
0.43320714285714285,NO
0.4486714285714286,NO
0.15934047619047617,NO
0.2466142857142857,NO
0.5596285714285714,NO
0.5135023809523809,NO
0.3222857142857143,NO
0.3408809523809524,YES
0.3143190476190476,NO
0.4845690476190476,YES
0.2251357142857143,NO
0.3068190476190476,NO
0.05874761904761905,YES
0.46858809523809525,YES
0.09350238095238095,YES
0.0632047619047619,YES
0.21290238095238095,NO
0.1525190476190476,NO
0.4215095238095238,YES
0.5058142857142858,NO
0.10562857142857142,YES
0.4764857142857143,NO
0.09323809523809524,NO
0.27236428571428567,NO
0.38925,NO
0.17624285714285715,NO
0.34093333333333337,YES
0.09022380952380953,NO
0.15879285714285712,YES
0.10961190476190476,NO
0.3373857142857143,YES
0.3575,NO
0.3749857142857143,NO
0.303947619047619,NO
0.027023809523809526,NO
0.37110000000000004,YES
0.41116190476190473,NO
0.5056595238095238,YES
0.4863190476190476,YES
0.18540952380952383,YES
0.5346761904761905,NO
0.5434714285714286,NO
0.08306904761904763,NO
0.29613333333333336,NO
0.1447,YES
0.48167380952380956,YES
0.44103333333333333,NO
0.05813809523809524,NO
0.49013571428571434,NO
0.4507619047619048,NO
0.19107380952380953,NO
0.34011904761904765,NO
0.39372857142857143,NO
0.10053333333333334,YES
0.2111904761904762,NO
0.5548785714285714,YES
0.1391904761904762,NO
0.31889285714285714,YES
0.2765880952380952,NO
0.1254047619047619,NO
0.3195642857142857,NO
0.26890238095238095,NO
0.3013166666666666,NO
0.27432619047619045,NO
0.33571428571428574,NO
0.5051571428571427,NO
0.3264738095238095,NO
0.04252857142857143,NO
0.6385190476190477,YES
0.33508095238095237,YES
0.36629047619047617,YES
0.2606809523809524,YES
0.1928047619047619,NO
0.10170714285714286,NO
0.741252380952381,YES
0.48023333333333335,NO
0.41414523809523807,YES
0.05551190476190476,NO
0.5407904761904763,NO
0.5248976190476191,NO
0.1131047619047619,NO
0.18307142857142858,NO
0.23670714285714284,YES
0.36245952380952384,NO
0.4524809523809524,YES
0.39700238095238094,NO
0.2579738095238095,YES
0.5313404761904762,NO
0.4167428571428572,NO
0.19162619047619048,NO
0.5201595238095238,NO
0.17746666666666666,YES
0.36259761904761906,NO
0.5708357142857143,YES
0.20175714285714286,NO
0.20465238095238095,NO
0.2180166666666667,YES
0.579747619047619,YES
0.1116595238095238,YES
0.2215642857142857,YES
0.36674285714285715,NO
0.3749166666666667,NO
0.5862738095238096,YES
0.2288238095238095,NO
0.1603857142857143,YES
0.4216619047619048,NO
0.32337380952380956,NO
0.3774357142857143,NO
0.2235095238095238,NO
0.08847142857142856,NO
0.32302380952380955,YES
0.1054095238095238,NO
0.5895404761904762,YES
0.10018571428571428,NO
0.5364380952380953,YES
0.3561047619047619,NO
0.5899190476190477,NO
0.5936523809523809,NO
0.2786,NO
0.5257595238095238,YES
0.5765738095238095,NO
0.43780238095238094,YES
0.47959999999999997,NO
0.37280714285714284,NO
0.44811904761904764,YES
0.26329285714285716,YES
0.27599047619047623,YES
0.5088976190476191,YES
0.376,NO
0.24836190476190476,NO
0.19121904761904762,YES
0.18783809523809525,NO
0.4569547619047619,YES
0.11181428571428573,NO
0.30450714285714287,NO
0.4306,NO
0.12549761904761905,NO
0.36717619047619054,NO
0.4251714285714286,YES
0.40589285714285717,NO
0.4419333333333333,YES
0.19757857142857144,NO
0.31855714285714287,YES
0.3365095238095238,NO
0.3507642857142857,NO
0.4422595238095238,NO
0.4184880952380952,NO
0.4398619047619048,YES
0.5010452380952382,NO
0.24090476190476193,YES
0.37116428571428567,NO
0.08540952380952381,NO
0.616604761904762,YES
0.42597857142857143,YES
0.0713452380952381,YES
0.4339547619047619,YES
0.4099857142857143,NO
0.22363333333333332,NO
0.7441880952380953,YES
0.418602380952381,NO
0.21591428571428573,YES
0.5368571428571429,NO
0.32687857142857146,NO
0.2363642857142857,NO
0.13139761904761904,NO
0.24342142857142857,NO
0.42893095238095236,YES
0.06865714285714286,NO
0.4163952380952381,YES
0.2682595238095238,NO
0.4222309523809524,YES
0.14004047619047622,NO
0.07815,NO
0.3436547619047619,NO
0.30475,NO
0.24564285714285714,YES
0.39940238095238095,NO
0.6607690476190476,YES
0.08612142857142857,NO
0.3791785714285714,NO
0.1264,YES
0.3318714285714286,YES
0.6069547619047619,YES
0.16876666666666662,YES
0.16426190476190475,NO
0.24555714285714286,NO
0.42268333333333336,YES
0.4068833333333334,NO
0.06284761904761905,YES
0.1494714285714286,NO
0.4124952380952381,NO
0.38476428571428567,NO
0.5118642857142858,NO
0.14859047619047616,NO
0.2781809523809524,YES
0.46335238095238096,NO
0.19736904761904764,YES
0.36706666666666665,NO
0.5909833333333333,YES
0.28887142857142856,NO
0.23541190476190477,NO
0.537097619047619,NO
0.2431619047619048,NO
0.45635714285714285,YES
0.13072857142857142,NO
0.31927857142857147,YES
0.3160023809523809,NO
0.5265,NO
0.35616666666666663,YES
0.3856785714285714,YES
0.47227142857142856,YES
0.46000714285714284,YES
0.19071666666666667,NO
0.43960000000000005,NO
0.5369214285714285,YES
0.2548952380952381,NO
0.23528333333333334,YES
0.22483809523809528,NO
0.4985904761904762,NO
0.3440619047619048,NO
0.4404571428571429,NO
0.3960119047619048,NO
0.5617309523809524,YES
0.35705238095238095,NO
0.42866190476190474,YES
0.2582904761904762,NO
0.5987476190476191,YES
0.46718333333333334,NO
0.2236452380952381,NO
0.35163095238095243,NO
0.3471619047619048,NO
0.57395,YES
0.4416857142857143,NO
0.47498809523809526,YES
0.14152380952380952,NO
0.34827142857142857,NO
0.34405,NO
0.23337619047619043,NO
0.3540380952380952,NO
0.49011190476190475,NO
0.19219761904761906,NO
0.16222619047619044,NO
0.23138571428571425,NO
0.08419285714285714,NO
0.14758333333333334,NO
0.09724285714285714,NO
0.26125,YES
0.5904238095238095,YES
0.3451142857142857,YES
0.09187142857142858,NO
0.5236452380952381,NO
0.04104047619047619,NO
0.11881190476190479,NO
0.38171666666666665,NO
0.126,NO
0.14815,NO
0.11463095238095236,NO
0.08700952380952381,NO
0.25919285714285717,NO
0.5122261904761904,NO
0.48181190476190483,NO
0.4564404761904762,NO
0.5524261904761903,YES
0.6427142857142857,YES
0.5762904761904761,NO
0.37669761904761906,NO
0.19248571428571426,NO
0.15555476190476192,NO
0.2150952380952381,YES
0.40709285714285715,YES
0.28351904761904756,NO
0.4033309523809524,NO
0.13438809523809525,NO
0.2755095238095238,NO
0.28305,NO
0.4841285714285714,NO
0.1673857142857143,NO
0.21922619047619046,YES
0.11258809523809524,NO
0.1151547619047619,YES
0.07215714285714286,NO
0.4968690476190476,YES
0.4545642857142857,NO
0.3283880952380952,NO
0.41911428571428566,NO
0.5302,NO
0.23073333333333326,NO
0.5245166666666666,NO
0.18688333333333335,NO
0.1827952380952381,NO
0.38687142857142853,NO
0.25178809523809526,NO
0.3327690476190476,YES
0.3431095238095238,YES
0.6237119047619047,YES
0.16886666666666666,YES
0.05168571428571428,NO
0.4575452380952381,NO
0.4934023809523809,YES
0.18461666666666668,NO
0.11111666666666667,YES
0.5021809523809524,NO
0.5417071428571428,NO
0.4880857142857143,NO
0.11822619047619048,NO
0.48936666666666667,NO
0.14067380952380953,YES
0.13132857142857143,NO
0.47203809523809526,YES
0.4346880952380952,NO
0.30801666666666666,YES
0.43796666666666667,NO
0.22351666666666667,NO
0.08044761904761905,NO
0.4817452380952381,NO
0.5048547619047619,YES
0.2005190476190476,NO
0.16309285714285715,YES
0.19849523809523809,YES
0.4858190476190476,YES
0.28317380952380955,NO
0.39144047619047617,NO
0.21137142857142857,NO
0.2802857142857143,NO
0.49216666666666664,YES
0.44848571428571427,YES
0.06864523809523809,NO
0.05799285714285714,NO
0.48064285714285715,NO
0.3249238095238095,NO
0.35490714285714287,NO
0.43412619047619044,NO
0.5023095238095239,NO
0.07535238095238095,YES
0.39365714285714287,NO
0.5025761904761905,YES
0.50235,NO
0.38761190476190477,YES
0.2907785714285714,NO
0.06497857142857143,NO
0.138,NO
0.2906809523809524,NO
0.1886809523809524,NO
0.5263571428571429,NO
0.5558047619047619,NO
0.37279285714285715,NO
0.21844761904761906,NO
0.2686642857142857,NO
0.12931190476190474,NO
0.25839999999999996,NO
0.12026428571428574,NO
0.15415714285714283,NO
0.45830238095238096,NO
0.3261880952380952,NO
0.352597619047619,NO
0.17618809523809525,YES
0.33867857142857144,NO
0.5219595238095238,YES
0.5490714285714285,NO
0.1945952380952381,NO
0.3478190476190476,NO
0.5540333333333334,NO
0.35034047619047615,NO
0.3239714285714286,NO
0.31010238095238096,NO
0.259552380952381,NO
0.44261666666666666,NO
0.06730238095238095,YES
0.4263190476190476,YES
0.37369285714285716,YES
0.11837380952380953,YES
0.4784238095238095,NO
0.05921428571428571,YES
0.2475952380952381,NO
0.4913142857142857,YES
0.10535238095238096,YES
0.1935309523809524,NO
0.3631285714285714,NO
0.4253571428571429,NO
0.4315190476190476,NO
0.2808142857142857,YES
0.4380452380952381,YES
0.1449690476190476,NO
0.13192619047619047,NO
0.047130952380952384,NO
0.28451190476190474,NO
0.4451547619047619,NO
0.41645714285714286,NO
0.4183880952380952,NO
0.1499547619047619,YES
0.3085428571428571,NO
0.4544309523809524,YES
0.04978333333333334,NO
0.2931357142857143,YES
0.13576190476190478,NO
0.4262309523809524,NO
0.19487380952380953,NO
0.21250952380952381,NO
0.4304785714285714,NO
0.07611190476190476,NO
0.4782952380952381,NO
0.45630714285714286,NO
0.0711,NO
0.23005476190476193,NO
0.4700333333333333,NO
0.2668761904761905,NO
0.3316071428571429,NO
0.2510595238095238,NO
0.21395000000000003,NO
0.46323333333333333,NO
0.4007452380952381,NO
0.19630238095238095,YES
0.1425952380952381,NO
0.472447619047619,YES
0.603447619047619,NO
0.287702380952381,NO
0.19868095238095237,NO
0.20939761904761905,NO
0.455147619047619,NO
0.13893333333333335,NO
0.3395595238095238,NO
0.5333476190476191,NO
0.515795238095238,NO
0.40276666666666666,YES
0.05547619047619047,YES
0.5326833333333334,YES
0.2597642857142857,YES
0.30518333333333336,NO
0.26112142857142856,YES
0.4877190476190476,NO
