NONETRACED_RFSMOTE_RAW_VSM_SUM.csv,Associated
0.19702811244979923,NO
0.1309236947791165,NO
0.058313253012048205,NO
0.019759036144578315,NO
0.2575100401606426,YES
0.4939759036144579,YES
0.3324497991967872,YES
0.1230522088353414,YES
0.058473895582329335,NO
0.002570281124497994,NO
0.16907630522088354,YES
0.1122088353413655,NO
0.7973493975903615,YES
0.18032128514056228,NO
0.4069879518072289,NO
0.2358232931726908,NO
0.2599196787148595,NO
0.10232931726907632,NO
0.26666666666666666,YES
0.07694779116465865,NO
0.3221686746987952,YES
0.11397590361445785,NO
0.26923694779116464,YES
0.034056224899598406,NO
0.4240160642570281,NO
0.12377510040160644,NO
0.12819277108433735,NO
0.13791164658634542,YES
0.10971887550200805,NO
0.11606425702811246,YES
0.18040160642570283,NO
0.0589558232931727,NO
0.35959839357429724,NO
0.2959036144578313,NO
0.3035341365461848,NO
0.5785542168674701,NO
0.24787148594377514,NO
0.0985542168674699,NO
0.1413654618473896,NO
0.45220883534136547,YES
0.11879518072289158,NO
0.8117269076305222,YES
0.15975903614457834,NO
0.7436144578313254,NO
0.15991967871485946,NO
0.06763052208835342,NO
0.1583132530120482,NO
0.3734136546184739,NO
0.23164658634538157,NO
0.19445783132530126,NO
0.31285140562249,NO
0.4015261044176707,YES
0.5232128514056226,YES
0.4813654618473896,YES
0.9474698795180725,YES
0.4761445783132531,NO
0.18915662650602413,YES
0.08682730923694781,NO
0.10337349397590365,NO
0.07036144578313254,NO
0.11012048192771086,YES
0.34128514056224907,YES
0.548835341365462,YES
0.548835341365462,YES
0.0953413654618474,NO
0.0406425702811245,NO
0.30281124497991974,YES
0.7550200803212852,NO
0.10939759036144579,YES
0.775983935742972,NO
0.18907630522088356,NO
0.21469879518072293,NO
0.18289156626506026,NO
0.13293172690763055,NO
0.35718875502008035,YES
0.14554216867469882,NO
0.26706827309236947,YES
0.23469879518072292,NO
0.21341365461847395,YES
0.3655421686746988,NO
0.20947791164658638,NO
0.21927710843373496,NO
0.5167871485943776,NO
0.39863453815261046,YES
0.0817670682730924,NO
0.15485943775100405,YES
0.12987951807228917,NO
0.051967871485943784,NO
0.23156626506024103,NO
0.4017670682730924,NO
0.11638554216867472,NO
0.2730120481927711,NO
0.12489959839357431,NO
0.11550200803212853,NO
0.1607228915662651,NO
0.6659437751004017,YES
0.16441767068273094,NO
0.21277108433734943,YES
0.19445783132530126,NO
0.24401606425702813,NO
0.26787148594377513,NO
0.09116465863453817,NO
0.07646586345381527,NO
0.1656224899598394,NO
0.1377510040160643,NO
0.1893975903614458,NO
0.0795983935742972,NO
0.29566265060240965,YES
0.3893172690763052,YES
0.17694779116465867,YES
0.2417670682730924,YES
0.32184738955823294,NO
0.22963855421686746,YES
0.13919678714859438,NO
0.06835341365461849,NO
0.107710843373494,NO
0.7423293172690764,NO
0.5677911646586347,NO
0.11550200803212854,NO
0.15911646586345385,NO
0.12377510040160644,NO
0.07783132530120483,NO
0.5542168674698796,NO
0.3558232931726908,YES
0.41333333333333333,NO
0.34040160642570283,YES
0.09903614457831326,NO
0.07526104417670684,NO
0.0521285140562249,NO
0.26843373493975903,NO
0.36377510040160643,NO
0.2375100401606426,NO
0.4499598393574298,NO
0.09726907630522089,NO
0.49967871485943777,NO
0.42120481927710846,YES
0.4014457831325302,YES
0.533574297188755,YES
0.18353413654618475,YES
0.17927710843373498,NO
0.7208835341365463,YES
0.15485943775100405,NO
0.42899598393574306,NO
0.06192771084337349,NO
0.5104417670682732,NO
0.2846586345381526,NO
0.19670682730923697,NO
0.4759036144578313,NO
0.32016064257028115,NO
0.11293172690763052,NO
0.2773493975903614,NO
0.4161445783132531,YES
0.2433734939759036,NO
0.93855421686747,YES
0.2292369477911647,NO
0.20425702811244983,NO
0.15333333333333335,NO
0.0321285140562249,NO
0.7162248995983936,NO
0.49132530120481926,NO
0.25775100401606427,NO
0.28224899598393577,NO
0.32144578313253014,NO
0.3807228915662651,YES
0.4976706827309237,YES
0.40168674698795187,YES
0.8736546184738957,YES
0.20144578313253014,NO
0.3377510040160643,YES
0.08594377510040162,NO
0.050522088353413666,NO
0.15389558232931733,NO
0.07887550200803216,NO
0.4247389558232932,NO
0.17903614457831327,NO
0.4624096385542169,NO
0.07285140562248998,NO
0.042891566265060244,NO
0.12232931726907631,NO
0.44971887550200806,YES
0.056947791164658645,NO
0.7027309236947793,YES
0.16224899598393575,NO
0.26104417670682734,NO
0.16441767068273094,NO
0.2209638554216868,NO
0.4126104417670683,NO
0.1466666666666667,NO
0.07044176706827311,NO
0.43405622489959844,NO
0.15421686746987953,NO
0.3432931726907631,YES
0.40200803212851405,YES
0.35678714859437755,YES
0.5910843373493977,YES
0.10257028112449802,NO
0.12289156626506026,YES
0.07164658634538154,NO
0.10208835341365463,NO
0.028353413654618482,NO
0.46562248995983935,YES
0.3078714859437751,YES
0.7493172690763054,YES
0.22080321285140567,YES
0.1718072289156627,NO
0.0776706827309237,NO
0.2544578313253012,YES
0.3675502008032129,NO
0.33662650602409644,YES
0.16554216867469881,NO
0.3640963855421687,NO
0.20867469879518075,NO
0.4639357429718876,NO
0.06457831325301207,NO
0.08795180722891568,YES
0.10257028112449802,NO
0.43140562248995984,YES
0.19526104417670687,NO
0.10626506024096388,YES
0.6484337349397591,NO
0.33751004016064257,NO
0.33148594377510043,NO
0.26522088353413653,NO
0.28923694779116466,YES
0.22634538152610442,NO
0.40827309236947795,YES
0.20891566265060246,NO
0.1726104417670683,NO
0.2808835341365462,YES
0.17333333333333337,NO
0.12345381526104421,NO
0.4145381526104418,YES
0.2432931726907631,NO
0.0802409638554217,NO
1.0,YES
0.14554216867469882,NO
0.3600803212851406,YES
0.16305220883534138,NO
0.2783935742971888,NO
0.7313253012048193,NO
0.40562248995983935,NO
0.12947791164658637,NO
0.1921285140562249,NO
0.10441767068273095,NO
0.28714859437751006,NO
0.1247389558232932,NO
0.8946987951807229,NO
0.15204819277108436,NO
0.1434538152610442,NO
0.2946987951807229,NO
0.14610441767068277,NO
0.2968674698795181,YES
0.26192771084337346,NO
0.23100401606425705,YES
0.08835341365461848,NO
0.021365461847389564,NO
0.1909236947791165,YES
0.22457831325301209,YES
0.8220080321285143,YES
0.16987951807228918,YES
0.17951807228915667,NO
0.03823293172690763,NO
0.2249799196787149,YES
0.30763052208835345,NO
0.2257028112449799,YES
0.08008032128514057,NO
0.3587951807228916,NO
0.15767068273092372,NO
0.20481927710843378,NO
0.052851405622489966,NO
0.14433734939759038,YES
0.10795180722891567,NO
0.208995983935743,YES
0.13060240963855424,NO
0.16184738955823294,YES
0.2971084337349398,NO
0.16168674698795185,NO
0.22787148594377513,NO
0.11702811244979922,NO
0.1873092369477912,YES
0.14947791164658636,NO
0.15116465863453818,YES
0.12353413654618475,NO
0.12433734939759039,NO
0.3279518072289157,YES
0.36658634538152607,NO
0.12457831325301205,NO
0.3453012048192772,YES
0.2717269076305221,NO
0.2114056224899599,NO
0.6939759036144579,YES
0.1198393574297189,NO
0.43630522088353413,YES
0.4062650602409639,NO
0.7346184738955823,NO
0.5015261044176708,NO
0.09469879518072291,NO
0.2632128514056225,NO
0.410281124497992,NO
0.1410441767068273,NO
0.317991967871486,NO
0.08867469879518074,NO
0.34257028112449806,NO
0.170281124497992,NO
0.286425702811245,NO
0.3054618473895582,NO
0.16562248995983941,NO
0.34714859437751006,YES
0.28,NO
0.33261044176706833,YES
0.4714056224899599,NO
0.02297188755020081,NO
0.3731726907630522,YES
0.19831325301204825,YES
0.19702811244979923,YES
0.09863453815261046,YES
0.143855421686747,NO
0.0,NO
0.08883534136546185,YES
0.15694779116465865,NO
0.7980722891566266,YES
0.07196787148594379,NO
0.16160642570281128,NO
0.15542168674698797,NO
0.13550200803212853,NO
0.04289156626506026,NO
0.12481927710843377,YES
0.041445783132530126,NO
0.21967871485943777,YES
0.1083534136546185,NO
0.18586345381526106,YES
0.012208835341365465,NO
0.1297991967871486,NO
0.1204819277108434,NO
0.020240963855421693,NO
0.09429718875502008,YES
0.022489959839357435,NO
0.29228915662650606,YES
0.33140562248995986,YES
0.03887550200803214,YES
0.316144578313253,NO
0.3413654618473896,NO
0.26192771084337346,NO
0.18538152610441772,NO
0.18441767068273096,YES
0.30481927710843376,YES
0.20931726907630524,NO
0.061044176706827324,NO
0.13807228915662653,NO
0.04594377510040161,NO
0.18738955823293177,NO
0.12867469879518076,NO
0.2769477911646587,NO
0.17236947791164664,YES
0.16481927710843375,NO
0.20248995983935747,YES
0.06120481927710844,NO
0.32024096385542167,YES
0.02240963855421687,NO
0.12224899598393574,NO
0.06658634538152612,NO
0.0932530120481928,NO
0.10401606425702814,NO
0.19108433734939761,NO
0.13670682730923697,NO
0.0721285140562249,NO
0.15590361445783135,NO
0.11036144578313255,NO
0.23855421686746994,YES
0.08481927710843375,YES
0.168995983935743,YES
0.39100401606425705,YES
0.09397590361445785,NO
0.664979919678715,NO
0.799839357429719,YES
0.0674698795180723,NO
0.36730923694779116,YES
0.14995983935742974,NO
0.26859437751004017,NO
0.3187951807228916,NO
0.2189558232931727,NO
0.0917269076305221,NO
0.11477911646586347,YES
0.15863453815261044,NO
0.2653815261044177,YES
0.07413654618473897,NO
0.6000803212851407,YES
0.12489959839357431,NO
0.42120481927710846,NO
0.2349397590361446,NO
0.08666666666666668,NO
0.246425702811245,YES
0.20265060240963859,NO
0.5408032128514058,YES
0.47228915662650606,NO
0.03823293172690763,NO
0.4722088353413655,YES
0.7964658634538154,YES
0.15333333333333335,YES
0.190281124497992,YES
0.19228915662650606,NO
0.4391164658634538,NO
0.23590361445783137,YES
0.5452208835341367,NO
0.3312449799196788,YES
0.18393574297188758,NO
0.36779116465863454,NO
0.28634538152610445,NO
0.41333333333333333,NO
0.14056224899598396,NO
0.13831325301204822,YES
0.09510040160642573,NO
0.27863453815261047,YES
0.15020080321285142,NO
0.15068273092369483,YES
0.5490763052208837,NO
0.18056224899598394,NO
0.23341365461847394,NO
0.13847389558232936,NO
0.356706827309237,YES
0.18819277108433738,NO
0.3485140562248996,YES
0.1079518072289157,NO
0.08843373493975905,NO
0.5270682730923696,YES
0.4919678714859439,YES
0.15244979919678717,YES
0.25694779116465866,YES
0.3913253012048193,NO
0.2187951807228916,NO
0.3031325301204819,YES
0.13686746987951812,NO
0.3215261044176707,YES
0.1545381526104418,NO
0.585140562248996,NO
0.09349397590361448,NO
0.11493975903614458,NO
0.21975903614457834,NO
0.1513253012048193,YES
0.16682730923694783,NO
0.3473092369477912,YES
0.1666666666666667,NO
0.2101204819277109,YES
0.1571084337349398,NO
0.4098795180722892,NO
0.33100401606425706,NO
0.1620080321285141,NO
0.28546184738955827,YES
0.2619277108433735,NO
0.2555823293172691,YES
0.057108433734939776,NO
0.13124497991967876,NO
0.256706827309237,YES
0.07975903614457833,YES
0.045542168674698805,YES
0.2524497991967871,YES
0.045461847389558246,NO
0.125140562248996,NO
0.8378313253012051,YES
0.07269076305220885,NO
0.5868273092369478,YES
0.1190361445783133,NO
0.26995983935742973,NO
0.27831325301204823,NO
0.28104417670682735,NO
0.08425702811244981,NO
0.3078714859437751,YES
0.09783132530120484,NO
0.2544578313253012,YES
0.05148594377510041,NO
0.341285140562249,YES
0.09469879518072291,NO
0.5232931726907631,NO
0.2439357429718876,NO
0.08008032128514057,NO
0.2507630522088354,YES
0.1824096385542169,NO
0.6076305220883536,YES
0.08457831325301206,NO
0.1692369477911647,NO
0.12289156626506026,YES
0.9452208835341366,YES
0.5906024096385543,YES
0.23646586345381532,YES
0.06763052208835342,NO
0.036626506024096395,NO
0.1798393574297189,YES
0.17453815261044178,NO
0.10666666666666669,YES
0.1381526104417671,NO
0.2642570281124498,NO
0.23558232931726913,NO
0.19477911646586352,NO
0.1526104417670683,NO
0.28658634538152616,YES
0.16465863453815263,NO
0.2527710843373494,YES
0.16144578313253014,NO
0.3578313253012048,YES
0.5869879518072291,NO
0.5313253012048194,NO
0.12955823293172694,NO
0.4353413654618475,NO
0.6443373493975906,YES
0.08738955823293174,NO
0.08907630522088356,YES
0.08859437751004018,NO
0.08289156626506027,NO
0.3326907630522089,YES
0.4005622489959839,YES
0.34746987951807234,YES
0.2164658634538153,YES
0.08698795180722894,NO
0.06377510040160644,NO
0.25052208835341366,YES
0.14763052208835345,NO
0.30851405622489964,YES
0.18827309236947795,NO
0.10843373493975907,NO
0.17975903614457833,NO
0.2653815261044177,NO
0.37164658634538156,NO
0.2360642570281125,YES
0.42361445783132534,NO
0.6048192771084338,YES
0.7063453815261045,NO
0.4414457831325302,YES
0.1268273092369478,NO
0.19783132530120484,NO
0.24795180722891572,NO
0.11646586345381528,NO
0.5767871485943776,YES
0.6586345381526105,NO
0.23670682730923698,YES
0.06361445783132533,NO
0.03180722891566265,NO
0.10305220883534139,NO
0.16947791164658638,NO
0.06248995983935744,NO
0.2938955823293173,NO
0.09357429718875503,NO
0.02706827309236948,NO
0.6019277108433736,NO
0.11188755020080322,NO
0.05518072289156628,NO
0.08465863453815263,NO
0.6206425702811246,YES
0.44738955823293175,YES
0.3244979919678715,YES
0.05365461847389559,NO
0.0893975903614458,NO
0.05614457831325302,NO
0.03477911646586346,NO
0.11670682730923695,NO
0.07004016064257029,NO
0.16586345381526107,NO
0.051967871485943784,NO
0.1860240963855422,NO
0.08377510040160645,NO
0.12746987951807232,NO
0.03558232931726908,NO
0.21742971887550203,NO
0.24425702811244984,YES
0.3527710843373494,YES
0.21317269076305223,NO
0.22931726907630526,NO
0.17799196787148597,NO
0.4678714859437752,NO
0.27244979919678713,YES
0.09244979919678717,YES
0.12610441767068276,NO
0.13020080321285143,NO
0.0429718875502008,NO
0.13542168674698798,NO
0.22192771084337354,NO
0.128995983935743,NO
0.11759036144578316,NO
0.2471485943775101,YES
0.040080321285140566,NO
0.2021686746987952,YES
0.7661044176706828,NO
0.4608032128514057,YES
0.5525301204819278,NO
0.1417670682730924,NO
0.033734939759036145,NO
0.10891566265060243,NO
0.06827309236947793,NO
0.21759036144578317,NO
0.11429718875502011,NO
0.09606425702811246,NO
0.04963855421686747,NO
0.002650602409638556,NO
0.3859437751004016,YES
0.4809638554216868,YES
0.3036947791164659,YES
0.12016064257028114,YES
0.0321285140562249,NO
0.003293172690763053,NO
0.19285140562249,YES
0.18562248995983938,NO
0.6739759036144579,YES
0.7066666666666669,NO
0.27140562248995986,NO
0.2512449799196787,NO
0.2816867469879518,NO
0.04867469879518073,NO
0.21887550200803216,YES
0.04819277108433735,NO
0.3082730923694779,YES
0.07558232931726909,NO
0.33967871485943774,YES
0.02634538152610442,NO
0.3525301204819277,NO
0.1309236947791165,NO
0.09437751004016065,NO
0.10931726907630523,YES
0.07309236947791166,NO
0.13020080321285143,YES
0.30200803212851407,YES
0.013333333333333336,YES
0.2710843373493976,NO
0.12506024096385546,NO
0.7797590361445784,NO
0.11823293172690766,NO
0.17365461847389563,YES
0.3362248995983936,YES
0.10546184738955826,NO
0.07381526104417672,NO
0.12626506024096387,NO
0.07710843373493978,NO
0.21228915662650608,NO
0.12650602409638556,NO
0.0981526104417671,NO
0.11566265060240966,YES
0.14200803212851407,NO
0.26056224899598396,YES
0.01598393574297189,NO
0.6673895582329319,YES
0.08746987951807231,NO
0.21871485943775104,NO
0.05317269076305221,NO
0.32674698795180723,NO
0.050441767068273094,NO
0.14634538152610443,NO
0.24337349397590366,NO
0.26626506024096386,NO
0.10763052208835341,NO
0.06112449799196788,NO
0.08779116465863455,NO
0.16626506024096388,NO
0.07574297188755022,NO
0.13076305220883536,NO
0.16056224899598395,NO
0.06192771084337351,NO
0.146425702811245,NO
0.25871485943775097,YES
0.12425702811244982,NO
0.2140562248995984,YES
0.2178313253012049,NO
0.24353413654618475,NO
0.1932530120481928,NO
0.11373493975903617,NO
0.07911646586345382,NO
0.13333333333333336,NO
0.10722891566265062,NO
0.18265060240963857,NO
0.21855421686746995,NO
0.19510040160642575,YES
0.09847389558232933,YES
0.18337349397590363,YES
0.4200000000000001,YES
0.3598393574297189,NO
0.22265060240963858,YES
0.11180722891566269,NO
0.290281124497992,YES
0.031325301204819286,YES
0.2269076305220884,NO
0.1755823293172691,NO
0.13269076305220884,NO
0.08674698795180724,NO
0.19710843373493978,YES
0.36152610441767075,YES
0.06819277108433737,NO
0.09485943775100403,NO
0.043935742971887556,NO
0.08008032128514057,NO
0.14192771084337352,NO
0.23084337349397596,NO
0.1096385542168675,NO
0.11751004016064259,YES
0.050602409638554224,NO
0.3126907630522089,YES
0.5004819277108434,NO
0.7533333333333334,YES
0.04995983935742972,NO
0.030441767068273094,NO
0.03686746987951808,NO
0.09445783132530124,NO
0.04682730923694779,NO
0.11477911646586347,NO
0.12096385542168675,NO
0.09405622489959842,NO
0.10634538152610443,NO
0.04136546184738957,NO
0.1113253012048193,NO
0.1349397590361446,NO
0.0985542168674699,NO
0.4776706827309238,NO
0.1149397590361446,NO
0.08032128514056226,NO
0.18915662650602413,NO
0.8762248995983938,YES
0.13991967871485947,NO
0.22650602409638557,YES
0.21204819277108436,NO
0.223855421686747,NO
0.17493975903614462,NO
0.24971887550200808,NO
0.11839357429718878,NO
0.06939759036144579,NO
0.07365461847389561,NO
0.3363855421686747,NO
0.08883534136546187,NO
0.3834538152610442,YES
0.42987951807228925,YES
0.09148594377510043,YES
0.37212851405622493,YES
0.2521285140562249,NO
0.08457831325301206,YES
0.0766265060240964,NO
