LOWERTRACED_RFUNDER_SINGLE_LSA_SUM.csv,Associated
0.16335675420280135,NO
0.2802883662800445,NO
0.2778954748441573,YES
0.27316303668592157,YES
0.26198350886284316,YES
0.13283595738519458,YES
0.11806709240828521,NO
0.12398835561110182,YES
0.0916614592065355,NO
0.07421773787931901,NO
0.03183155263599092,NO
0.3655865632287269,YES
0.6629757205346665,YES
0.6489841642407523,YES
0.2114050997546143,YES
0.15432625626800386,NO
0.07394339363826188,NO
0.2401426590053497,YES
0.06008138879151362,NO
0.24172013839142828,YES
0.06591120391397784,NO
0.1394354605172913,NO
0.09588331224947037,NO
0.0943744189236561,NO
0.06276386581518344,NO
0.6329350261389096,YES
0.060912042188047744,NO
0.7273094450625658,YES
0.14691896175946106,NO
0.6554312539055951,YES
0.08045144869000624,NO
0.04814741430552804,NO
0.20075139839356204,NO
0.07558183841124202,NO
0.2492646050204996,YES
0.165841093719041,NO
0.15886817759217203,YES
0.23859566231272195,NO
0.22131197512612213,NO
0.5827757540656292,YES
0.15639145874929508,NO
0.11379951532517414,NO
0.6214582920546858,YES
0.24051607200012193,NO
0.1904482480071939,NO
0.7098657237353492,YES
0.15476063464967765,NO
0.6366843974333571,YES
0.1285607596287208,NO
0.5295910746673577,NO
0.5254073249912362,NO
0.48734206154455817,NO
0.2324915029492006,NO
0.15872338479828074,NO
0.2110926521467437,NO
0.26043651217021535,NO
0.2147277133407508,NO
0.18938135373641612,NO
0.16031610553108472,NO
0.14611879105637773,NO
0.28212494856045484,NO
0.15524073707152763,NO
0.5964243800582218,YES
0.2541418359726266,NO
0.5333252046150797,YES
0.04801024218499947,NO
0.018243892030299802,NO
0.8488896678910549,YES
0.23825273201140051,YES
0.19970736614287238,YES
0.8309201201018123,YES
0.07784517839996342,NO
0.025788358659371145,NO
0.8711115514166832,YES
0.2596363414671321,NO
0.8580116139062047,YES
0.1750697291612687,NO
0.15548459861913397,NO
0.13463443629879135,NO
0.13374281751535566,NO
0.02455380957461402,NO
0.16973525780737986,YES
0.023593604730914028,NO
0.23180564234655776,YES
0.07722790385758485,NO
0.1778284129185655,YES
0.26436877962536776,NO
0.24475316638978226,NO
0.30126808004755307,NO
0.17918489277712582,NO
0.845803295179162,YES
0.23432808522961093,NO
0.8149395680602337,YES
0.3798296017436101,NO
0.38051546234625294,NO
0.38139183978296326,YES
0.1522305710932618,NO
0.1444803462833976,NO
0.40306503482647726,YES
0.38291597445550296,NO
0.3725594793555959,NO
0.44017009342945546,YES
0.10233040191431315,NO
0.4533386170001982,YES
0.09313986983889898,NO
0.29197847921842374,NO
0.24383106491289572,NO
0.2256557589428602,NO
0.3893630641203457,NO
0.17582417582417584,NO
0.38106415082836725,NO
0.27534254926765334,NO
0.32948743350962495,NO
0.21402661139138254,NO
0.14540244776028408,NO
0.11426437640029874,NO
0.2608327871850757,NO
0.1414244562649556,NO
0.3909253021596989,YES
0.23909100608129732,NO
0.33735958909329233,YES
0.02530825623752115,NO
0.005898401182728507,NO
0.12203746323025104,YES
0.15104936672204355,YES
0.10194174757281553,YES
0.12080291414549389,YES
0.019958543536906917,NO
0.0,NO
0.16730426300467907,YES
0.25518586822331624,NO
0.11449299660117968,YES
0.24434927070155918,NO
0.11056072914602735,NO
0.1121382085321059,NO
0.11570468366584871,NO
0.03662495618112817,NO
0.1294447577387938,YES
0.03539040709637104,NO
0.12128301656734387,YES
0.0856639892700919,NO
0.09926689122250842,YES
0.1864626358385027,NO
0.22514517382755941,NO
0.22404779686333084,NO
0.20017984789135965,NO
0.1308164789440795,YES
0.20210025757875966,NO
0.12841596683482953,YES
0.6198198472817058,YES
0.44547408208989353,YES
0.5625885903278414,NO
0.4347594153419396,NO
0.42865525597841825,NO
0.416637454085443,NO
0.5766106293152063,YES
0.6657039215985124,YES
0.40964167593848594,NO
0.37295575437045625,NO
0.4173919007483502,NO
0.36692018106719915,NO
0.1394354605172913,NO
0.103016262516956,NO
0.09245400923625613,NO
0.4703022359055647,YES
0.39374495130389725,NO
0.5783252808218134,YES
0.34642056972154056,NO
0.6171449909313987,YES
0.354445138772462,NO
0.3909253021596989,NO
0.3845467985551204,NO
0.40731737056286293,NO
0.40279069058542016,NO
0.46265870052277824,NO
0.42384661108655564,NO
0.38165856335065773,NO
0.18799439118440509,NO
0.17654051912026947,NO
0.8362164880888875,YES
0.13339226654067154,YES
0.10924997332764325,YES
0.8429379219947875,YES
0.18998338693206931,NO
0.17688344942159087,NO
0.9999999999999999,YES
0.057612290621999365,NO
0.8844324884546797,YES
0.04574690219627806,NO
0.20953803478075325,NO
0.1289494139702184,NO
0.13971742543171112,NO
0.18806297724466936,NO
0.1315404429135358,YES
0.18346771120696223,NO
0.2601393059090702,YES
0.18675984209964794,NO
0.18928990565606374,YES
0.08607550563167762,NO
0.05788663486305651,NO
0.2006142262730335,NO
0.07400435902516346,NO
0.8292207099419304,YES
0.17304263004679094,NO
0.87483044001768,YES
0.07407294508542775,NO
0.025788358659371145,NO
0.3399658593833352,YES
0.6709545655454116,YES
0.6567572510707045,YES
0.21582509030497937,YES
0.14361921019341267,NO
0.07318132630199205,NO
0.2547819725350932,YES
0.1531145692033348,NO
0.24703174772522898,YES
0.09838289311243544,NO
0.2713797991190502,NO
0.2361265641432077,NO
0.23482342899818628,NO
0.058298151224642214,NO
0.6233558397219978,YES
0.05377147124719941,NO
0.6745896267394187,YES
0.12825593269421284,NO
0.6270594869762691,YES
0.17012391214887745,NO
0.1503711267927634,NO
0.2297937845788054,NO
0.11443203121427811,NO
0.25505631677615037,YES
0.18432122662358447,NO
0.19319169041776532,YES
0.12342442578226213,NO
0.10675801313804088,NO
0.4226273033485239,YES
0.10459374190303455,YES
0.13017634238161283,YES
0.28799286704973254,YES
0.18707228970751855,NO
0.1426285226562619,NO
0.29313682156955395,YES
0.07648107786804043,NO
0.3294188474493606,YES
0.07099419304689762,NO
0.09499169346603466,NO
0.052399750041913704,NO
0.03641919800033531,NO
0.1708859794851473,NO
0.10864031945862736,YES
0.16683940192955451,NO
0.22798006431848317,YES
0.15298501775616893,NO
0.16570392159851244,YES
0.12119918916035423,NO
0.09012970386063314,NO
0.24911219155324563,NO
0.11852433281004711,NO
0.29862370639069674,YES
0.22442120985810307,NO
0.2388166618402402,YES
0.156216183261953,NO
0.15779366264803157,NO
0.6855862584017924,YES
0.11382999801862494,YES
0.08461233634603955,YES
0.6750925911813568,YES
0.15312981055006017,NO
0.14572251604151742,NO
0.8320174970660408,YES
0.06207038453917789,NO
0.7205651491365777,YES
0.053634299126670844,NO
0.19698678575238907,NO
0.0875234335705903,NO
0.10357257167243299,NO
0.17939827163128133,NO
0.10971483440276784,YES
0.1772721037630885,NO
0.24928746704058766,YES
0.15141515904345304,NO
0.18625687765770982,YES
0.08086296505159196,NO
0.04903903308896374,NO
0.2082958650226334,NO
0.0683803020834921,NO
0.6805108899422353,YES
0.15575894286019112,NO
0.7657633628507415,YES
0.13318650835987866,NO
0.11631433753486457,NO
0.10950907622197499,YES
0.2835804971727302,YES
0.22082425203090944,YES
0.14476231119781743,YES
0.11871484964411456,NO
0.09224063038210056,NO
0.17871241102863847,YES
0.1284616908750057,NO
0.11623051012787491,YES
0.09053359954885615,NO
0.16392068403164103,NO
0.18058709667586229,NO
0.16632119614089103,NO
0.17070308332444256,NO
0.19441861882915976,YES
0.1672737803112283,NO
0.22727134169575228,YES
0.1576717318742284,NO
0.220961424151438,YES
0.07599335477282773,NO
0.1039078813003917,NO
0.10377070917986313,NO
0.06309917544314216,NO
0.14325341787200316,YES
0.07462163356754203,NO
0.121785981009282,YES
0.0756504244715063,NO
0.06392220816631358,NO
0.5409001539376019,YES
0.24144579415037112,YES
0.26469646857996376,YES
0.5445352151316091,YES
0.06056149121336363,NO
0.04759872582341376,NO
0.5667570986572374,YES
0.12682324610202556,NO
0.5751245980094801,YES
0.09294173233146881,NO
0.10783252808218136,NO
0.07957507125329595,NO
0.05666732712502477,NO
0.11844812607642012,NO
0.21757784517839995,YES
0.11481306488241301,NO
0.40900153937601924,YES
0.05445733184984226,NO
0.3312249470363201,YES
0.11591806252000425,NO
0.10110347350291873,NO
0.20562862934568898,NO
0.09335324869305452,NO
0.5367164042614806,YES
0.15851000594412523,NO
0.5275258721860663,YES
0.5572846016674033,NO
0.523265915776318,NO
0.6519257441587539,NO
0.48078828245263755,NO
0.3825730441541815,NO
0.622845254606697,NO
0.5622913840666962,NO
0.5260779442471537,NO
0.7349834631388029,NO
0.0970645166206886,NO
0.61104845224124,NO
0.08067244821752449,NO
0.283054670710704,YES
0.22427641706421178,YES
0.2633704714148542,YES
0.548779930194632,NO
0.38497355626343144,NO
0.5509060980628249,NO
0.3726280654158602,NO
0.6026199875020957,NO
0.3890201338190242,NO
0.04027525872186068,NO
0.05961652771638902,NO
0.07806617792748168,NO
0.0456249714224749,NO
0.6727759064790965,NO
0.0456249714224749,NO
0.7015820517900963,NO
0.07825669476154913,YES
0.19149228025788356,YES
0.2582341375683956,NO
0.4114782582188962,NO
0.3539345536571612,NO
0.11221441526573289,NO
0.21892670436359754,YES
0.07894255536419198,YES
0.13587660605691118,NO
0.09746079163554892,NO
0.10604166984194724,NO
0.11563609760558444,NO
0.10720001219307738,NO
0.09643200073158466,NO
0.10040999222691317,NO
0.2041807014067763,YES
0.3390513785798114,NO
0.11776226547377726,YES
0.321150416850833,NO
0.24944750118120437,YES
0.3582554754538112,NO
0.07304415418146348,NO
0.02194753928457118,NO
0.0861440916919419,NO
0.058298151224642214,NO
0.16598588651293225,NO
0.049587721571078026,NO
0.1308012375973541,NO
0.021810367164042617,NO
0.0022633399887214047,NO
0.22058039048330308,YES
0.1988386093795248,YES
0.19835850695767476,YES
0.226821721967353,YES
0.027434424105713978,NO
0.0028120284708356823,NO
0.27517489445367393,YES
0.06934050692719208,NO
0.2333373976924601,YES
0.06159028211732788,NO
0.1288732072365914,NO
0.11165810611025591,NO
0.11707640487113441,NO
0.007270122388014206,NO
0.14650744539787536,YES
0.006858606026428496,NO
0.24341954855131,YES
0.06453948270869214,NO
0.19479203182393198,YES
0.022496227766685466,NO
0.019821371416378353,NO
0.07750224809864201,NO
0.01886116657267836,NO
0.23127981588453156,YES
0.04869610278764232,NO
0.2148191614211032,YES
0.2533111825760924,YES
0.03424730609196629,YES
0.5896496014387832,NO
0.6409976985566443,NO
0.5964853454451235,NO
0.42483729862370645,NO
0.17114508237947906,YES
0.3031046623279633,YES
0.4276493270945421,NO
0.06303058938287788,NO
0.41797869259727793,NO
0.06584261785371356,NO
0.11268689701422019,NO
0.08744722683696332,NO
0.08381216564295622,NO
0.09419152276295134,YES
0.5868832970081236,NO
0.23849659355900685,YES
0.5547164347441739,NO
0.24981329350261386,YES
0.5608891801679595,NO
0.03587050951822104,NO
0.04540397189495664,NO
0.08010851838868482,NO
0.04307204584597095,NO
0.48313544984834866,NO
0.0706436420722135,NO
0.40721068113578524,NO
0.07818810870128484,NO
0.03847677980826386,NO
0.0993507186294981,NO
0.1572144914724665,NO
0.07305939552818888,NO
0.11546844279160508,NO
0.04794165612473518,NO
0.052879852463763706,NO
0.1631357546752831,NO
0.1386124277941199,YES
0.08933715383091251,NO
0.12791300239289144,YES
0.15857097133102682,NO
0.1736599045891695,NO
0.1650180609958696,NO
0.090259255307799,NO
0.07594001005928884,NO
0.10699425401228453,NO
0.09994513115178857,NO
0.1353888829616985,NO
0.11270213836094559,NO
0.07743366203837772,YES
0.08408650988401335,YES
0.10171312737193458,YES
0.12544390422337717,YES
0.12589352395177636,NO
0.059807044550456476,YES
0.11299934462209082,NO
0.256252762494094,YES
0.0419899102284678,YES
0.5755513557177911,NO
0.4524698602368506,NO
0.3884104799500085,NO
0.4284342564509,NO
0.1218240843760955,YES
0.31708859794851474,YES
0.4468839066619927,NO
0.10538629193275517,NO
0.42617091646217864,NO
0.10648366889698375,NO
0.10747435643413453,NO
0.09423724680312753,NO
0.09361997226074897,NO
0.09500693481276005,YES
0.38004298059776565,NO
0.26852966728140104,YES
0.366394354605173,NO
0.25385225038484405,YES
0.38635289814207985,NO
0.06409748365365564,NO
0.06272576244836994,NO
0.11876057368429076,NO
0.07808903994756977,NO
0.4798052155888495,NO
0.08652512536007682,NO
0.4346755879349499,NO
0.09080794378991328,NO
0.03532182103610675,NO
0.27795644023105887,NO
0.5648443096432001,NO
0.5131990062641935,NO
0.28214018990718026,NO
0.09814665223819177,NO
0.06858606026428495,NO
0.2964060904421515,NO
0.11721357699166299,YES
0.2680800475530018,NO
0.18655408391885506,YES
0.16049138101842678,NO
0.15685631982441967,NO
0.1425218332291841,NO
0.04862751672737803,NO
0.5095639450701863,NO
0.052399750041913704,NO
0.49879593360869373,NO
0.15006629985825545,NO
0.4980414869457866,NO
0.059944216670985054,YES
0.06529392937159928,YES
0.07811952264102057,YES
0.18058709667586229,YES
0.30902592553077995,NO
0.07222112145829206,YES
0.2483272621968877,NO
