LOWERTRACED_MAX_MULTI_LSA_SUM.csv,Associated
0.8600738588779698,YES
0.29949370209674264,NO
0.513488616248743,NO
0.46428977925400916,NO
0.4625852526179711,NO
0.3709524556802047,NO
0.6821832608623652,YES
0.3688605366268853,NO
0.788793654098198,YES
0.4660185548810525,NO
0.7075962034360231,YES
0.3159191405894727,NO
0.2794267748815677,NO
0.45181640057177685,NO
0.31041816826407725,NO
0.8685964920581598,YES
0.4123798524925335,NO
0.766479850862791,YES
0.6266717346400715,NO
0.6071471568090905,NO
0.7878377575584565,YES
0.5275007872707651,NO
0.47938664904441897,NO
0.831535622227795,YES
0.6288411321768471,NO
0.5722818392537674,NO
0.9314053874029318,YES
0.34513825473505916,NO
0.8487358455550877,YES
0.31554147405476257,NO
0.6283793499009801,NO
0.6236531624101475,NO
0.5806526040919154,NO
0.6197761496124632,NO
0.5301350557082783,NO
0.5956028627741058,NO
0.6450356466739324,NO
0.5997092223972883,NO
0.5647679378132326,NO
0.3514140118950173,NO
0.3353759658195687,NO
0.4890157985133595,NO
0.34568060411925305,NO
0.8032559757662551,YES
0.45740457726319983,NO
0.7319757709864831,YES
0.4668893499482951,NO
0.4332636881282723,NO
0.7673522888156032,YES
0.7547744226111526,YES
0.7112315149087266,YES
0.7470529261500595,YES
0.5005924902517742,NO
0.4417863213084624,NO
0.792455317455436,YES
0.6720936434260133,NO
0.7776569271152876,YES
0.5765626733244277,NO
0.5555225664133207,NO
0.5319691074426134,NO
0.5309618871576819,NO
0.44039170860624954,NO
0.6773734176383349,YES
0.43930700983786175,NO
0.7474914451662628,YES
0.4998951839006678,NO
0.6865158786861753,YES
0.6774396587844961,NO
0.6552808125160019,NO
0.7191230828839713,NO
0.5812113823318041,NO
0.763865757060071,YES
0.6435040830306482,NO
0.7290004395047477,YES
0.6006532244455065,NO
0.6014280092800692,NO
0.7153663950253951,YES
0.3803293893565199,NO
0.37157432072596097,NO
0.7398495957975777,YES
0.6041397562010389,NO
0.5924405051991416,NO
0.7817654553474218,YES
0.22398990137955083,NO
0.7966413241710264,YES
0.2136077845964101,NO
0.4019023169155178,NO
0.34751242152921363,NO
0.32698062341330103,NO
0.6114227336459286,NO
0.4069819876654781,NO
0.6020478371477195,NO
0.5194032671605314,NO
0.5437840175886016,NO
0.4501375029506225,NO
0.2726463889900907,NO
0.23747115750094244,NO
0.40304267664699944,NO
0.2681526369496269,NO
0.7261359042258172,YES
0.37848199739136074,NO
0.6656252086464675,YES
0.16425346491138154,NO
0.14232705409325608,NO
0.34691165113416933,YES
0.42693443861417224,YES
0.37145984445948016,YES
0.34551703843195636,YES
0.15821014320179216,NO
0.13566390451601648,NO
0.39804745021530996,YES
0.46244475304406985,NO
0.3383890179539792,YES
0.4502031526579787,NO
0.2436374984819738,NO
0.24541950360146814,NO
0.24944838474119435,NO
0.17703741468166667,NO
0.40252871632544596,YES
0.17564280197945376,NO
0.39330877679414944,YES
0.2324345303529024,NO
0.3684381836046855,YES
0.3848113126208836,NO
0.428509177290222,NO
0.4272695215549216,NO
0.40030700931213836,NO
0.3568288970165724,YES
0.40247640684891395,NO
0.35411715009560274,YES
0.3277010615932258,YES
0.13075075664737795,YES
0.8451567864842828,NO
0.6835366699944958,NO
0.6766410849668874,NO
0.6802825736893323,NO
0.2788896170157734,YES
0.37953416702547293,YES
0.6723797683767925,NO
0.22729683288462843,NO
0.6811348370073513,NO
0.22047872634047638,NO
0.2202335420980885,NO
0.1790924673828071,NO
0.167160780930541,NO
0.1587979676585491,YES
0.6372045368876441,NO
0.28082657910218023,YES
0.5837443833028152,NO
0.32467940073843116,YES
0.5928093658671992,NO
0.24759619555017215,NO
0.24039069658873874,NO
0.2661135530962216,NO
0.2609999731881075,NO
0.732270636088492,NO
0.2847858676091836,NO
0.6407685471266327,NO
0.5713498631279175,NO
0.5584109563907198,NO
0.7233490445766115,YES
0.4570138990747795,YES
0.4297414728981711,YES
0.7309419359553263,YES
0.5735967391481495,NO
0.5587983488080012,NO
0.9083676630701931,YES
0.21109600970695658,NO
0.7778164184463718,YES
0.19769223206902126,NO
0.6198042758134125,NO
0.5287670577522908,NO
0.5409311796549258,NO
0.5714273416113738,NO
0.4549219800214601,YES
0.5662362832198035,NO
0.6001941365019734,YES
0.5699552504257046,NO
0.5201588630916426,YES
0.24324958034131022,NO
0.2114059236407817,NO
0.3726386477132874,NO
0.22961336725300607,NO
0.7154462392640716,YES
0.3414922973638653,NO
0.7669694307624936,YES
0.4680735418667702,NO
0.41352868951355337,NO
0.9433584313676011,YES
0.7835203199973084,YES
0.7674822739218599,YES
0.8031223763117457,YES
0.5466367240914318,NO
0.4670663215818386,NO
0.8471301549149091,YES
0.3859937959383664,NO
0.8383750862843502,YES
0.32416596614025994,NO
0.5538795494130037,NO
0.514055608916479,NO
0.5125835177308097,NO
0.4502534906718272,NO
0.7297502524786543,YES
0.4451399107637132,NO
0.7876266796204908,YES
0.5292815437972264,NO
0.7339340905852932,YES
0.40520845983552234,NO
0.38289465660011546,NO
0.4726147404424804,NO
0.34229593126902796,NO
0.8474400688487344,YES
0.4212465059109709,NO
0.7775544767711753,YES
0.5443596846921444,NO
0.5255324132122698,NO
0.8505489997849792,YES
0.5501951485194843,YES
0.5790946228486743,YES
0.6984587367603139,YES
0.6162597173395664,NO
0.566053660059901,NO
0.7042696230195344,YES
0.15184409305093577,NO
0.7452557407679032,YES
0.14564581437443386,NO
0.2759936040493318,NO
0.22787946582298585,NO
0.20982697917767407,NO
0.5979747952438857,NO
0.5547663790434044,YES
0.5934035647199656,NO
0.6895789402573207,YES
0.5777529110617984,NO
0.6192284772790241,YES
0.20236006426442632,NO
0.16726231125873425,NO
0.3468574359103769,NO
0.1993384034096316,NO
0.7104679016960364,YES
0.3189651818661183,NO
0.6429066641221656,YES
0.5404951578247881,NO
0.5422771629442824,NO
0.668191067328868,YES
0.35742040153700505,YES
0.3244145675846324,YES
0.656336859360058,YES
0.5370086260692558,NO
0.5286409498559782,NO
0.8336076295080125,YES
0.15386674804864625,NO
0.7077050938915675,YES
0.14433689458352456,NO
0.5104204945900436,NO
0.38676483499383063,NO
0.4048948001225988,NO
0.5666828852330086,NO
0.35277169252962864,YES
0.5642810522458641,NO
0.5104404063631457,YES
0.5350716639828489,NO
0.43923768006683017,YES
0.17509585251566523,NO
0.1391458361919542,NO
0.31905087477742183,NO
0.16099476852662342,NO
0.6624576595531037,YES
0.2597023564499161,NO
0.758763414489252,YES
0.398294737351227,NO
0.37923503042098367,NO
0.5589678288833478,YES
0.7022144388875484,YES
0.631321626525058,YES
0.5987917693798726,YES
0.3819467773419532,NO
0.35204008272783155,NO
0.6371436186907281,YES
0.6837809342209648,NO
0.5665607202620627,YES
0.6409353328696454,NO
0.4761723105700367,NO
0.49499958204991124,NO
0.47888405749100627,NO
0.44067546780180866,NO
0.6014924103943926,YES
0.43680154362899504,NO
0.6386046039699477,YES
0.4259545559451168,NO
0.6314765834919704,YES
0.6245098943769154,NO
0.6560436371436188,NO
0.6558886801767063,NO
0.6099439394871359,NO
0.5970872427438345,YES
0.62296032470779,NO
0.5728364774220208,YES
0.49762031311033206,NO
0.4843714924393092,NO
0.6389039377207053,YES
0.515990139532243,YES
0.5422553454239198,YES
0.6430102973438878,YES
0.4805750467499518,NO
0.46593161337671607,NO
0.6681133259837206,YES
0.49038603079372156,NO
0.677565700965386,YES
0.4521116599663223,NO
0.22243454875322077,NO
0.19051341356923596,NO
0.16463560009484052,NO
0.5459668867870469,NO
0.4890276272894598,YES
0.5418605271638643,NO
0.7052700746159197,YES
0.47367946172234354,NO
0.6174094743765054,YES
0.4780669519241739,NO
0.4613315994976189,NO
0.5794088082849801,NO
0.45257653086705996,NO
0.6341777502298727,YES
0.5261810901505201,NO
0.623795633446732,YES
0.3515402512221754,NO
0.3131109234278637,NO
0.5233952162326558,NO
0.5797220737053668,NO
0.46877288539598283,NO
0.49054433924719576,NO
0.3571961805144835,NO
0.31628754124957087,NO
0.6172216596982033,NO
0.4338671528556506,NO
0.4772180400927166,NO
0.41534979530960114,NO
0.7371724809044126,YES
0.6707734205823859,YES
0.7149361561524621,YES
0.3419329192735975,NO
0.4714846323169525,NO
0.34433475226074195,NO
0.4575385052948231,NO
0.4027535287867724,NO
0.47605586284087253,NO
0.36971496855385594,NO
0.3915639008885251,NO
0.41240561293826283,NO
0.3757582902634453,NO
0.546948675203363,NO
0.3757582902634453,NO
0.579489638254998,NO
0.26316753069304544,YES
0.39108450687935337,YES
0.7189911920304541,NO
0.6338423387120093,NO
0.5688378910921957,NO
0.5540395007520474,NO
0.4220759002618628,YES
0.26394231552760816,YES
0.5807695775444619,NO
0.3759595108879941,NO
0.5470664372409828,NO
0.3964913090039066,NO
0.26859155025836673,NO
0.25642742835573185,NO
0.26092118039619566,NO
0.4054180263187641,YES
0.5520250601821842,NO
0.3077951371638591,YES
0.5318031760000969,NO
0.45655382539990474,YES
0.573719035549941,NO
0.3483771707775607,NO
0.29065570060263674,NO
0.363175561117709,NO
0.3317192968344619,NO
0.6147826317817661,NO
0.32187952943551507,NO
0.5750361697686976,NO
0.21279225619972447,NO
0.19071088841468642,NO
0.6640352897077558,YES
0.6628364432500011,YES
0.6622940938658071,YES
0.6710858317022766,YES
0.21914549184313892,NO
0.19133071628233667,NO
0.7257081625389497,YES
0.6171587700386041,NO
0.6784462876306228,YES
0.6084037014080451,NO
0.4879209795698637,NO
0.46847388022233893,NO
0.47459468041538466,NO
0.19636681770699443,NO
0.6037203603728643,YES
0.19590194680625678,NO
0.713197457496579,YES
0.26106135139298303,NO
0.658265212726081,YES
0.564240965837969,NO
0.5612193049831743,NO
0.6263787095699006,NO
0.5601346062147865,NO
0.6761219331269345,YES
0.5938377465182656,NO
0.6575270970974287,YES
0.3784948776142254,YES
0.13102860145488696,YES
0.8336684819895056,NO
0.6850647507203725,NO
0.6347812149572509,NO
0.6474876862440798,NO
0.2856756544336094,YES
0.43474425660348015,YES
0.650664304065787,NO
0.24613159592269984,NO
0.6397398378984525,NO
0.24930821374440704,NO
0.09727604315347815,NO
0.06876396124156939,NO
0.06465760161838688,NO
0.19874479599567024,YES
0.6239342272733726,NO
0.36175952518767024,YES
0.5875968185323801,NO
0.37454347495795537,YES
0.5945698820434449,NO
0.2154501164740154,NO
0.22621962567443749,NO
0.26542373830331195,NO
0.22358535723692413,NO
0.7133443971819124,NO
0.2547317075863462,NO
0.6275757159958175,NO
0.4151391116641723,NO
0.3702790697429898,NO
0.5565118463878337,NO
0.5826457528647982,NO
0.4875796536639503,NO
0.5747192900000581,NO
0.3809711004599556,NO
0.3865495512688073,NO
0.6285668360021683,NO
0.6850618592417702,YES
0.5451999878032178,NO
0.6729752158225915,YES
0.5088189440215,NO
0.5258642103818802,NO
0.5161019214663898,NO
0.4287753247524765,NO
0.4908337499691139,NO
0.4476800747158073,NO
0.5179512191788096,NO
0.47975616686670464,NO
0.5323622171016765,NO
0.6159510519987741,YES
0.6234664648940326,YES
0.643378435142295,YES
0.6701859904181657,YES
0.5864960194854116,NO
0.5960390817505117,YES
0.5719300645956321,NO
0.4949962305633496,YES
0.2529534482459503,YES
0.7341851892157312,NO
0.638189348213408,NO
0.5658244446652484,NO
0.567993842202024,NO
0.34313840298905296,YES
0.5637196453890644,YES
0.5888355542517617,NO
0.2662962419715469,NO
0.565437052247967,NO
0.26753589770684727,NO
0.015650653658167313,NO
0.0006973063511064581,NO
0.0,NO
0.3128443159576499,YES
0.5563720696835829,NO
0.5088648791020225,YES
0.5409538514757846,NO
0.49228448364238,YES
0.5635000901615601,NO
0.21965419493087007,NO
0.21810462526174462,NO
0.2814045462455203,NO
0.23545980555594992,NO
0.6260252263107731,NO
0.24498965902107156,NO
0.5750443841965449,NO
0.4615135655032935,NO
0.39883347238716804,NO
0.6175448481474297,NO
0.7181962982765212,NO
0.659855000233947,NO
0.6222710356382625,NO
0.4698037632331149,NO
0.4364105368634609,NO
0.6383865601971674,NO
0.6005125277253369,YES
0.6063879465297264,NO
0.6788432744996298,YES
0.634533336382529,NO
0.6304269767593464,NO
0.6142339737169853,NO
0.4138642981776851,NO
0.6557486406107644,NO
0.4181256147677802,NO
0.6435845187081295,NO
0.5284549752095141,NO
0.6427322553901105,NO
0.5358179940393484,YES
0.5418613157489377,YES
0.5563497921552609,YES
0.6721026464389338,YES
0.6526426011531218,NO
0.5496866425780214,YES
0.5840741432943195,NO
