NONETRACED_MEDIAN_RAW_LSA_MAX.csv,Associated
0.3501413760603205,NO
0.2726201696512724,NO
0.4844486333647503,NO
0.2846371347785109,NO
0.4420358152686146,NO
0.5282752120640906,NO
0.3788878416588125,NO
0.3814797360980208,YES
0.5131950989632423,NO
0.3517907634307258,YES
0.13242224316682374,NO
0.3081,YES
0.3310556079170594,NO
0.4250706880301601,NO
0.4370876531573987,NO
0.3305843543826579,NO
0.470311027332705,NO
0.5042412818096136,NO
0.5914231856738926,NO
0.3336475023562677,NO
0.5306314797360979,NO
0.612158341187559,NO
0.5014137606032045,YES
0.4776154571159285,YES
0.5485391140433553,YES
0.7709707822808671,YES
0.7007540056550424,NO
0.4641847313854854,NO
0.4389726672950047,YES
0.4142318567389256,NO
0.6305372290292177,YES
0.4045711592836947,NO
0.5169651272384543,NO
0.6171065032987748,NO
0.44156456173421293,NO
0.4818567389255421,NO
0.7158341187558908,YES
0.35650329877474085,NO
0.3609,YES
0.26013195098963243,NO
0.5157869934024506,YES
0.5579641847313855,NO
0.6835532516493874,NO
0.4759660697455231,NO
0.5904806786050896,NO
0.6790763430725731,YES
0.7309142318567391,NO
0.3840716305372289,YES
0.8126767200754006,NO
0.8138548539114043,NO
0.5933081998114986,NO
0.6211121583411876,NO
0.7269085768143261,NO
0.9436852026390198,NO
0.8828934967012254,NO
0.6032045240339303,NO
0.4985862393967954,NO
0.5070688030160226,YES
0.7846371347785109,NO
0.4905749293119699,YES
0.5815268614514609,NO
0.8397737983034873,NO
0.5984919886899152,NO
0.5798774740810556,NO
1.0,NO
0.5822337417530631,NO
0.29853911404335537,NO
0.3294062205466541,NO
0.6267672007540057,NO
0.7254948162111217,YES
0.8652214891611688,YES
0.5110744580584354,YES
0.7728557964184732,YES
0.8016022620169652,NO
0.9288407163053723,YES
0.5080113100848257,NO
0.6069745523091423,NO
0.6048539114043355,NO
0.4670122525918945,YES
0.3737040527803959,YES
0.4571159283694628,YES
0.6941564561734214,YES
0.6569274269557022,NO
0.3675777568331762,NO
0.3942035815268615,YES
0.40056550424128173,NO
0.6446748350612629,YES
0.3852497643732328,NO
0.4455702167766259,NO
0.614043355325165,NO
0.3866635249764373,NO
0.4425070688030161,NO
0.6182846371347785,YES
0.3814797360980208,NO
0.2655513666352498,YES
0.23562676720075404,NO
0.4505183788878418,YES
0.4901036757775684,NO
0.6046182846371347,NO
0.4015080113100848,NO
0.5711592836946278,NO
0.5984919886899152,YES
0.6750706880301603,NO
0.37841658812441104,YES
0.8091423185673893,NO
0.7615457115928369,NO
0.6298303487276155,NO
0.5442978322337417,NO
0.6057964184731386,NO
0.9547596606974552,NO
0.8807728557964185,NO
0.5673892554194157,NO
0.6079170593779454,NO
0.4038642789820924,YES
0.8461357210179077,NO
0.4858623939679548,YES
0.647502356267672,NO
0.7957115928369463,NO
0.5395852968897268,NO
0.5617342130065975,NO
0.8741753063147973,NO
0.5956644674835062,NO
0.2827521206409049,NO
0.3308199811498586,NO
0.5923656927426956,NO
0.5991988689915175,YES
0.7926484448633366,YES
0.5202639019792649,YES
0.7424599434495759,YES
0.8755890669180019,NO
0.933081998114986,YES
0.529688972667295,NO
0.44792648444863337,NO
0.452167766258247,NO
0.3089066918001885,NO
0.4191800188501414,NO
0.42247879359095203,NO
0.5084825636192272,NO
0.4882186616399624,NO
0.22808671065032995,NO
0.2417530631479736,NO
0.3428,YES
0.4359095193213949,NO
0.2862865221489161,YES
0.27073515551366634,NO
0.4580584354382658,NO
0.291234684260132,NO
0.3376531573986805,NO
0.5235626767200754,NO
0.29877474081055605,NO
0.31,NO
0.1309,NO
0.4344957587181904,NO
0.4042,YES
0.543119698397738,YES
0.4941,YES
0.4175306314797361,YES
0.4625353440150801,NO
0.5442978322337417,YES
0.21913289349670126,NO
0.9128180961357212,NO
0.7818096135721018,NO
0.6173421300659755,NO
0.6196983977379831,NO
0.6894439208294063,NO
0.9613572101790764,NO
0.9005655042412818,NO
0.5794062205466541,NO
0.5702167766258247,NO
0.4773798303487277,YES
0.8496701225259191,NO
0.5080113100848257,YES
0.5874175306314798,NO
0.8178605089538172,NO
0.57186616399623,NO
0.5862393967954761,NO
0.9872761545711594,NO
0.6734213006597549,NO
0.2945334590009425,NO
0.3459000942507069,NO
0.5772855796418473,NO
0.7148916116870877,YES
0.8996229971724788,YES
0.467483506126296,YES
0.8298774740810557,YES
0.8006597549481621,NO
0.9481621112158342,YES
0.5070688030160226,NO
0.7115928369462771,NO
0.7153628652214893,NO
0.5334590009425071,NO
0.3951460885956645,NO
0.6611687087653157,NO
0.7403393025447692,NO
0.7759189443920831,NO
0.4307257304429784,NO
0.3901979264844486,NO
0.44415645617342137,YES
0.6670593779453347,NO
0.4175306314797361,YES
0.5073044297832234,NO
0.7094721960414704,NO
0.4528746465598492,NO
0.5122525918944393,NO
0.8011310084825637,NO
0.5127238454288408,NO
0.2092365692742696,NO
0.2525918944392083,NO
0.5344015080113101,NO
0.6168708765315741,YES
0.6776625824693686,YES
0.4528746465598492,YES
0.671536286522149,YES
0.6672950047125353,NO
0.7961828463713478,YES
0.3984448633364751,NO
0.6885014137606033,NO
0.6451460885956645,NO
0.5095,YES
0.3374175306314798,YES
0.4660697455230914,YES
0.7351555136663526,YES
0.682139491046183,NO
0.5098963242224317,NO
0.4648916116870877,YES
0.3477851083883129,NO
0.6413760603204525,YES
0.3831291234684261,NO
0.4929311969839774,NO
0.6159283694627711,NO
0.4151743638077286,NO
0.4778510838831291,NO
0.6437323279924599,YES
0.4604147031102733,NO
0.2369,YES
0.2537700282752121,NO
0.43967954759660705,YES
0.4710179076343073,NO
0.5777568331762489,NO
0.39915174363807737,NO
0.6135721017907635,NO
0.6710650329877474,YES
0.6778982092365693,NO
0.41093308199811496,YES
0.630301602262017,NO
0.6347785108388314,NO
0.3595,YES
0.32092365692742697,NO
0.4717247879359096,NO
0.6286522148916118,YES
0.614043355325165,NO
0.4241281809613573,NO
0.5448,YES
0.3854853911404336,NO
0.6020263901979265,YES
0.40669180018850143,NO
0.4747879359095194,NO
0.5857681432610744,NO
0.39231856738925547,NO
0.42742695570216777,NO
0.6262959472196042,NO
0.4085768143261074,NO
0.3673,NO
0.2514137606032046,NO
0.3934967012252592,NO
0.4187087653157399,NO
0.5282752120640906,NO
0.3767,NO
0.6804901036757776,NO
0.5772855796418473,YES
0.633129123468426,NO
0.3133836003770029,YES
0.7935909519321395,NO
0.751885014137606,NO
0.6008482563619227,YES
0.5636192271442036,YES
0.7068803016022621,YES
0.8713477851083884,YES
0.8204524033930255,NO
0.5951932139491046,NO
0.5214420358152686,YES
0.4580584354382658,NO
0.7233741753063148,YES
0.4835061262959473,NO
0.6333647502356268,NO
0.7891140433553253,NO
0.5579641847313855,NO
0.5959000942507069,NO
0.8444863336475024,YES
0.6006126295947221,NO
0.31196983977379833,YES
0.3110273327049953,NO
0.6305372290292177,YES
0.6804901036757776,NO
0.7978322337417532,NO
0.5937794533459001,NO
0.7160697455230914,NO
0.8223374175306316,YES
0.8562676720075401,NO
0.5,YES
0.4806786050895382,NO
0.44156456173421293,NO
0.3881,YES
0.2636663524976437,NO
0.33930254476908583,NO
0.5494816211121584,YES
0.5240339302544771,NO
0.3145617342130066,NO
0.4738,YES
0.2879359095193214,NO
0.5282752120640906,YES
0.32469368520263897,NO
0.3428369462770971,NO
0.4561734213006599,NO
0.3522620169651273,NO
0.35273327049952874,NO
0.5098963242224317,NO
0.2846371347785109,NO
0.3557,NO
0.18732327992459946,NO
0.308435438265787,NO
0.3131479736098021,NO
0.36192271442035817,NO
0.3901,NO
0.4665409990574929,NO
0.4651272384542885,YES
0.6187558906691801,NO
0.3239,YES
0.3204524033930255,NO
0.38878416588124415,NO
0.2700282752120641,YES
0.2568331762488219,YES
0.27568331762488224,YES
0.4608859566446748,YES
0.4123468426013195,NO
0.22054665409990576,NO
0.22172478793590955,YES
0.24057492931196986,NO
0.3899622997172479,YES
0.2172478793590952,NO
0.3096135721017908,NO
0.3261074458058436,NO
0.2563619227144204,NO
0.3070216776625825,NO
0.35273327049952874,YES
0.22596606974552316,NO
0.16941564561734213,YES
0.1347,NO
0.3039585296889727,YES
0.3206880301602262,NO
0.3543826578699341,NO
0.25589066918001885,NO
0.3317624882186617,NO
0.3666352497643733,YES
0.4003298774740811,NO
0.2467012252591895,YES
0.3024,YES
0.25777568331762485,YES
0.3634,NO
0.17389255419415645,NO
0.2092365692742696,NO
0.3385956644674836,NO
0.2973609802073516,YES
0.3693,YES
0.1767200754005655,NO
0.1065032987747408,NO
0.3171536286522149,NO
0.13030160226201698,NO
0.21630537229029215,NO
0.2262016965127239,NO
0.1814326107445806,NO
0.20546654099905756,YES
0.3270499528746465,NO
0.2419,YES
0.11969839773798305,NO
0.2985,YES
0.1993402450518379,NO
0.20735155513666356,NO
0.2829877474081056,NO
0.1649387370405278,NO
0.2554194156456173,NO
0.2975966069745524,NO
0.3180961357210179,NO
0.1776625824693685,NO
0.6347785108388314,NO
0.6578699340245052,NO
0.3402450518378888,YES
0.3791234684260133,YES
0.4820923656927427,YES
0.6267672007540057,YES
0.6477379830348728,NO
0.4363807728557965,NO
0.5456,YES
0.4147031102733271,NO
0.5914231856738926,YES
0.44816211121583416,NO
0.457822808671065,NO
0.5537229029217718,NO
0.4213006597549482,NO
0.4566446748350613,NO
0.5883600377002829,YES
0.4038642789820924,NO
0.3002,YES
0.2507068803016023,NO
0.3951460885956645,YES
0.4750235626767201,NO
0.6345428840716305,NO
0.348727615457116,NO
0.5822337417530631,NO
0.5763430725730443,YES
0.6606974552309142,NO
0.3836003770028275,YES
0.7452874646559849,NO
0.7163053722902922,NO
0.5325164938737041,YES
0.36804901036757776,YES
0.5490103675777568,YES
0.8190386427898209,YES
0.7891140433553253,NO
0.5424128180961357,NO
0.509660697455231,YES
0.38454288407163056,NO
0.7370405278039586,YES
0.4594721960414704,NO
0.5572573044297832,NO
0.6936852026390198,NO
0.5009425070688031,NO
0.5193213949104619,NO
0.7219604147031103,YES
0.5073044297832234,NO
0.249057492931197,YES
0.28204524033930256,NO
0.4858623939679548,YES
0.5263901979264844,NO
0.6178133836003771,NO
0.4257775683317625,NO
0.7514137606032046,NO
0.7379830348727616,YES
0.7353911404335532,NO
0.4705466540999058,YES
0.36427898209236576,NO
0.4144674835061263,NO
0.526,YES
0.2309142318567389,YES
0.2917059377945335,YES
0.4406220546654101,YES
0.4394439208294062,NO
0.25589066918001885,NO
0.3372,YES
0.2233741753063148,NO
0.4189443920829407,YES
0.2789820923656928,NO
0.27097078228086713,NO
0.3951460885956645,NO
0.29406220546654105,NO
0.3152686145146089,NO
0.39066918001885015,YES
0.2846371347785109,NO
0.3422,YES
0.1773,NO
0.2874646559849199,YES
0.2643732327992461,NO
0.35768143261074464,NO
0.3619,NO
0.3694627709707824,NO
0.4436852026390199,YES
0.4326107445805844,NO
0.258,YES
0.5136663524976437,NO
0.5511310084825636,NO
0.3094,YES
0.28510838831291235,YES
0.3885485391140434,YES
0.5438265786993403,YES
0.5483034872761546,NO
0.3470782280867107,NO
0.5229,YES
0.3308199811498586,NO
0.5409990574929313,YES
0.32304429783223376,NO
0.3847785108388313,NO
0.4434495758718191,NO
0.36003770028275217,NO
0.3859566446748351,NO
0.4976437323279924,YES
0.33930254476908583,NO
0.3066,YES
0.19557021677662584,NO
0.3268143261074459,YES
0.4161168708765316,NO
0.499057492931197,NO
0.3135,NO
0.4915174363807728,NO
0.4868049010367578,YES
0.5640904806786051,NO
0.4263,YES
0.6328934967012253,NO
0.647502356267672,NO
0.4547596606974552,YES
0.38218661639962304,YES
0.4766729500471254,YES
0.7733270499528746,YES
0.6489161168708766,NO
0.3751178133836004,NO
0.3270499528746465,YES
0.4043355325164939,NO
0.6870876531573987,YES
0.3708765315739868,NO
0.4995287464655985,NO
0.5841187558906692,NO
0.3979736098020736,NO
0.4010367577756834,NO
0.6109802073515552,YES
0.37582469368520266,NO
0.2799245994344958,YES
0.22808671065032995,NO
0.4868049010367578,YES
0.5346371347785108,NO
0.5702167766258247,NO
0.4227144203581527,NO
0.6159283694627711,NO
0.6357210179076342,YES
0.7485862393967955,NO
0.35344015080113106,YES
0.4811498586239398,NO
0.4114043355325165,NO
0.3213949104618285,YES
0.3285,YES
0.3624,YES
0.5532516493873705,YES
0.4806786050895382,NO
0.29688972667295005,NO
0.2917,YES
0.2153628652214892,NO
0.4712535344015081,YES
0.26248821866164,NO
0.2434024505183789,NO
0.3909048067860509,NO
0.2598963242224317,NO
0.3188030160226202,NO
0.4721960414703111,YES
0.3143261074458059,NO
0.5728,YES
0.14797360980207352,NO
0.4594,YES
0.34660697455230915,NO
0.4321394910461829,NO
0.2985,NO
0.4222431668237512,NO
0.4988218661639962,YES
0.5157869934024506,NO
0.2345,YES
0.5951932139491046,NO
0.5657398680490104,NO
0.4434495758718191,NO
0.3727615457115929,NO
0.4594721960414704,NO
0.6632893496701227,NO
0.647502356267672,NO
0.38454288407163056,NO
0.4476908576814326,NO
0.3336475023562677,NO
0.5954288407163054,NO
0.38124410933082,NO
0.4844486333647503,YES
0.614985862393968,YES
0.4078699340245052,YES
0.42813383600377,NO
0.6797832233741754,NO
0.4147031102733271,NO
0.2207822808671065,NO
0.2587181903864279,NO
0.4566446748350613,NO
0.4639491046182847,NO
0.5911875589066918,NO
0.3894910461828464,NO
0.4957587181903864,NO
0.6171065032987748,NO
0.6710650329877474,NO
0.4085768143261074,NO
0.2782752120640905,YES
0.30937794533459007,YES
0.2752,NO
0.1653,NO
0.260603204524034,NO
0.3503770028275212,NO
0.34000942507068804,YES
0.1804901036757776,YES
0.0968,NO
0.1519,NO
0.289349670122526,NO
0.1784,NO
0.1927426955702168,NO
0.2563619227144204,NO
0.2210179076343073,NO
0.3075,YES
0.3461357210179076,NO
0.1815,YES
0.1112158341187559,NO
0.3735,YES
0.2292648444863337,NO
0.247172478793591,NO
0.26248821866164,NO
0.16211121583411875,NO
0.2813383600377003,NO
0.289349670122526,NO
0.3364750235626767,NO
0.09707822808671067,NO
0.5730442978322339,NO
0.6147502356267672,NO
0.4592365692742696,YES
0.470311027332705,YES
0.5735155513666352,YES
0.7401036757775683,YES
0.7507068803016023,NO
0.42978322337417535,NO
0.33930254476908583,YES
0.41328934967012254,NO
0.6057964184731386,YES
0.39278982092365705,NO
0.4151743638077286,NO
0.6635249764373233,NO
0.42318567389255424,NO
0.4387370405278039,NO
0.7172478793590952,YES
0.3298774740810557,NO
0.3536,YES
0.2742695570216777,NO
0.5065975494816212,YES
0.5367577756833176,NO
0.6548067860508955,NO
0.4045711592836947,NO
0.6050895381715363,NO
0.6550424128180962,YES
0.7148916116870877,NO
0.36192271442035817,YES
0.3458,YES
0.23044297832233746,YES
0.3473,NO
0.18873704052780396,NO
0.21866163996229976,NO
0.2737983034872761,NO
0.2747408105560792,YES
0.4184,YES
0.12629594721960413,NO
0.10885956644674834,NO
0.2417530631479736,NO
0.1065032987747408,NO
0.1741,NO
0.2332704995287465,NO
0.132,NO
0.14608859566446747,YES
0.3284637134778511,NO
0.3242,YES
0.07822808671065032,NO
0.3407,YES
0.1583411875589067,NO
0.17836946277097074,NO
0.2641376060320453,NO
0.1266,NO
0.2007540056550424,NO
0.2290292177191329,NO
0.2726201696512724,NO
0.1368991517436381,NO
0.6192271442035816,NO
0.6185202639019793,NO
0.5035344015080113,NO
0.3706409048067861,NO
0.5402921771913289,NO
0.6899151743638078,NO
0.6449104618284637,NO
0.3864278982092366,NO
0.4038642789820924,NO
0.39255419415645615,YES
0.6218190386427899,NO
0.36427898209236576,YES
0.4139962299717249,NO
0.5692742695570218,NO
0.4222431668237512,NO
0.4590009425070688,NO
0.6451460885956645,NO
0.4524033930254477,NO
0.3237511781338361,NO
0.2170122525918945,NO
0.4302544769085769,NO
0.5155513666352498,YES
0.6062676720075402,YES
0.4026861451460886,YES
0.5523091423185674,YES
0.6215834118755892,NO
0.6536286522148917,YES
0.3685202639019793,NO
0.3612,YES
0.1814326107445806,YES
0.2823,NO
0.1584,NO
0.162818096135721,NO
0.2648444863336475,NO
0.2827521206409049,YES
0.4499,YES
0.0947,NO
0.13831291234684262,NO
0.2290292177191329,NO
0.11262959472196042,NO
0.1665,NO
0.217483506126296,NO
0.1463,NO
0.14278982092365694,YES
0.3016022620169652,NO
0.3791,YES
0.06526861451460887,NO
0.3577,YES
0.19180018850141375,NO
0.14915174363807726,NO
0.26932139491046186,NO
0.14585296889726673,NO
0.18567389255419411,NO
0.204995287464656,NO
0.3096135721017908,NO
0.1086239396795476,NO
0.7766258246936852,NO
0.7785108388312914,NO
0.6345428840716305,NO
0.5146088595664468,NO
0.6352497643732329,NO
0.8892554194156457,NO
0.8755890669180019,NO
0.5063619227144204,NO
0.5631479736098021,NO
0.4611215834118756,YES
0.8183317624882187,NO
0.4797360980207352,YES
0.5829406220546655,NO
0.8100848256361923,NO
0.4931668237511782,NO
0.5282752120640906,NO
0.8826578699340245,NO
0.4754948162111217,NO
0.30937794533459007,NO
0.30937794533459007,NO
0.592836946277097,NO
0.5989632422243167,YES
0.8237511781338361,YES
0.5009425070688031,YES
0.7299717247879359,YES
0.8242224316682375,NO
0.9213006597549482,YES
0.5032987747408106,NO
