UPPERTRACED_RFUNDER_MULTI_LSA_MEDIAN.csv,Associated
0.5198434343434344,NO
0.5714984848484848,NO
0.47308838383838386,NO
0.4810949494949496,NO
0.5169434343434344,YES
0.5205989898989899,NO
0.3190742424242424,YES
0.4461378787878788,NO
0.47979191919191916,YES
0.44184343434343437,NO
0.4700434343434344,NO
0.46924343434343435,NO
0.4518434343434344,NO
0.4679434343434344,YES
0.4532434343434344,NO
0.46619343434343435,YES
0.5198868686868687,YES
0.3927868686868687,YES
0.4998818181818182,NO
0.08245050505050505,NO
0.5173944444444445,NO
0.46923939393939396,NO
0.4984878787878788,YES
0.5533368686868687,YES
0.0702,NO
0.0379,NO
0.07585,NO
0.03855050505050505,NO
0.10655,NO
0.0901010101010101,NO
0.0723,NO
0.04725050505050505,YES
0.42123737373737374,NO
0.5199398989898991,YES
0.37663636363636366,NO
0.1997550505050505,YES
0.08955707070707072,NO
0.051,NO
0.38473383838383846,NO
0.06800050505050506,NO
0.42833686868686865,NO
0.10885,NO
0.4083333333333334,NO
0.4285878787878788,NO
0.47629343434343435,NO
0.4679434343434344,NO
0.5877434343434343,YES
0.31527575757575765,YES
0.3027262626262627,YES
0.5926434343434344,YES
0.47774343434343436,NO
0.528799494949495,NO
0.7071434343434344,YES
0.06205151515151515,NO
0.6228934343434344,YES
0.07360353535353537,NO
0.6116959595959597,NO
0.5781984848484848,NO
0.4799878787878788,NO
0.5318989898989899,NO
0.4906934343434344,YES
0.4729934343434344,NO
0.3975747474747475,YES
0.14206010101010103,NO
0.593399494949495,YES
0.12320555555555557,NO
0.5369989898989899,NO
0.5854934343434344,NO
0.4931934343434344,NO
0.5826434343434344,YES
0.5653934343434344,NO
0.6209439393939393,YES
0.4932434343434344,NO
0.45804343434343436,NO
0.6481934343434343,YES
0.36827575757575765,YES
0.36297626262626265,YES
0.5576934343434343,YES
0.5439434343434344,NO
0.5531994949494949,NO
0.5860934343434343,YES
0.10945151515151515,NO
0.5804434343434344,YES
0.08975353535353536,NO
0.5734459595959596,NO
0.5729984848484848,NO
0.4659878787878788,NO
0.5372989898989899,NO
0.5103434343434343,YES
0.4784434343434344,NO
0.36082474747474746,YES
0.19941010101010104,NO
0.573649494949495,YES
0.16225555555555557,NO
0.5821989898989899,NO
0.5845434343434344,NO
0.5004434343434344,NO
0.5862934343434344,YES
0.5513934343434344,NO
0.5462439393939393,YES
0.5014434343434344,NO
0.48929343434343436,NO
0.6973434343434344,YES
0.3387257575757576,YES
0.36242626262626265,YES
0.5991934343434344,YES
0.5478434343434344,NO
0.576049494949495,NO
0.6029434343434343,YES
0.07025151515151516,NO
0.6293934343434344,YES
0.08645353535353537,NO
0.5337459595959596,NO
0.5279484848484848,NO
0.41023787878787876,NO
0.5915989898989898,NO
0.5184434343434343,YES
0.5330934343434344,NO
0.4185747474747475,YES
0.18966010101010103,NO
0.620649494949495,YES
0.14325555555555555,NO
0.5549489898989899,NO
0.6152934343434344,NO
0.5200934343434344,NO
0.6069434343434343,YES
0.5972934343434344,NO
0.5683939393939395,YES
0.46979343434343435,NO
0.4709434343434344,NO
0.5890434343434343,YES
0.3121257575757576,YES
0.29587626262626265,YES
0.5813934343434344,YES
0.46754343434343437,NO
0.522749494949495,NO
0.6957934343434344,YES
0.06530151515151515,NO
0.6145434343434344,YES
0.07935353535353537,NO
0.6025459595959596,NO
0.5479984848484848,NO
0.45363787878787876,NO
0.5422489898989898,NO
0.48589343434343435,YES
0.4851434343434344,NO
0.4007747474747475,YES
0.13296010101010103,NO
0.602299494949495,YES
0.11940555555555557,NO
0.5305489898989899,NO
0.5910934343434344,NO
0.4890934343434344,NO
0.5853434343434344,YES
0.5527934343434344,NO
0.6525439393939394,YES
0.49189343434343435,NO
0.48969444444444454,NO
0.5210969696969698,YES
0.6126434343434344,YES
0.5012368686868687,YES
0.5114434343434344,YES
0.48134343434343435,NO
0.23982121212121213,NO
0.5412439393939394,YES
0.5328934343434344,NO
0.5057949494949495,YES
0.5052434343434343,NO
0.5587434343434343,NO
0.6213984848484848,NO
0.5099883838383839,NO
0.5343949494949496,NO
0.5476434343434343,YES
0.5722989898989899,NO
0.37967424242424247,YES
0.4541878787878788,NO
0.5518419191919192,YES
0.4946434343434344,NO
0.5149934343434344,NO
0.5148934343434344,NO
0.48524343434343437,NO
0.5103434343434343,YES
0.4936434343434344,NO
0.4946934343434344,YES
0.49439343434343436,NO
0.4959444444444445,NO
0.5966969696969697,YES
0.5985934343434344,YES
0.5498868686868686,YES
0.5639934343434343,YES
0.48339343434343435,NO
0.2517212121212121,NO
0.5852439393939394,YES
0.5261434343434344,NO
0.6014449494949495,YES
0.5014434343434344,NO
0.5067434343434344,NO
0.5366484848484848,NO
0.4189383838383839,NO
0.5407449494949496,NO
0.5811934343434344,YES
0.5784989898989898,NO
0.5288242424242424,YES
0.42338787878787876,NO
0.6488919191919191,YES
0.5181934343434343,NO
0.5073934343434343,NO
0.5835934343434344,NO
0.5017434343434344,NO
0.5582934343434344,YES
0.5492434343434344,NO
0.5515934343434343,YES
0.04955050505050505,NO
0.0702050505050505,NO
0.06905,NO
0.1054,NO
0.0338,NO
0.04785,NO
0.06330151515151515,NO
0.02175,NO
0.15485252525252524,NO
0.06455,NO
0.03925,NO
0.0526,NO
0.5193308080808081,YES
0.30981414141414143,YES
0.1969,YES
0.0383,NO
0.13656010101010102,NO
0.03985,NO
0.02655,NO
0.07755,NO
0.16476262626262625,NO
0.09385707070707072,NO
0.03725,NO
0.23251818181818185,NO
0.20381767676767676,NO
0.10445202020202021,NO
0.13311060606060607,NO
0.10525,NO
0.4306368686868687,YES
0.5131868686868687,YES
0.45578181818181823,NO
0.08770050505050506,NO
0.48514444444444454,NO
0.425089393939394,NO
0.5432878787878788,YES
0.4311368686868687,YES
0.0484,NO
0.07595,NO
0.02665,NO
0.09425050505050506,NO
0.08305,NO
0.0853010101010101,NO
0.0781,NO
0.15880050505050505,YES
0.40358737373737374,NO
0.48973989898989906,YES
0.38043636363636363,NO
0.23725505050505052,YES
0.11455707070707072,NO
0.05815,NO
0.3592838383838384,NO
0.07275050505050505,NO
0.41608686868686867,NO
0.07035,NO
0.3743833333333334,NO
0.4234878787878788,NO
0.45514343434343435,NO
0.45099444444444453,NO
0.5298469696969698,YES
0.5786434343434343,YES
0.5126368686868686,YES
0.49904343434343434,YES
0.45924343434343434,NO
0.21907121212121214,NO
0.5393439393939394,YES
0.48979343434343436,NO
0.5189449494949495,YES
0.4841434343434344,NO
0.5331934343434344,NO
0.5711484848484848,NO
0.47408838383838386,NO
0.45969494949494955,NO
0.5404934343434343,YES
0.4997989898989899,NO
0.4192242424242425,YES
0.4307378787878788,NO
0.5605419191919192,YES
0.45564343434343435,NO
0.45369343434343434,NO
0.4957434343434344,NO
0.45299343434343436,NO
0.5022934343434343,YES
0.47474343434343436,NO
0.49029343434343436,YES
0.5415868686868687,YES
0.38188686868686866,YES
0.4918318181818182,NO
0.08280050505050505,NO
0.48974444444444454,NO
0.44743939393939397,NO
0.4917878787878788,YES
0.5778868686868687,YES
0.05555,NO
0.05085,NO
0.048499999999999995,NO
0.05795050505050505,NO
0.08705,NO
0.0787510101010101,NO
0.066,NO
0.06195050505050505,YES
0.41203737373737376,NO
0.561089898989899,YES
0.3784863636363636,NO
0.2208550505050505,YES
0.09005707070707072,NO
0.03105,NO
0.37638383838383843,NO
0.06835050505050505,NO
0.4049868686868687,NO
0.096,NO
0.3897333333333334,NO
0.4194378787878788,NO
0.5063444444444445,NO
0.4773944444444445,NO
0.04955,NO
0.300319191919192,NO
0.54705,NO
0.4956434343434344,NO
0.47419343434343436,NO
0.06870252525252526,NO
0.11120151515151515,NO
0.21201060606060607,YES
0.48669444444444454,NO
0.4415843434343435,YES
0.1306010101010101,NO
0.5708939393939394,NO
0.13025050505050506,NO
0.0707,NO
0.4834934343434344,NO
0.2192636363636364,NO
0.06665,NO
0.1036,NO
0.46483888888888897,NO
0.5057944444444445,YES
0.5005434343434344,YES
0.08410050505050505,YES
0.4751378787878788,YES
0.5082939393939394,NO
0.48284343434343435,YES
0.059500000000000004,NO
0.5492868686868687,YES
0.39308686868686865,YES
0.45933181818181823,NO
0.08425050505050506,NO
0.4769444444444445,NO
0.42783939393939396,NO
0.4613878787878788,YES
0.5936368686868687,YES
0.04735,NO
0.05395,NO
0.03225,NO
0.05980050505050505,NO
0.08325,NO
0.0837010101010101,NO
0.07315,NO
0.06810050505050505,YES
0.40013737373737374,NO
0.5885398989898991,YES
0.38008636363636367,NO
0.2293550505050505,YES
0.10170707070707072,NO
0.02385,NO
0.36123383838383843,NO
0.06875050505050506,NO
0.40273686868686864,NO
0.07135,NO
0.3735333333333334,NO
0.41723787878787877,NO
0.5155444444444446,NO
0.47509444444444454,NO
0.0742,NO
0.28081919191919197,NO
0.55125,NO
0.5115934343434344,NO
0.5107934343434344,NO
0.08015252525252525,NO
0.10280151515151516,NO
0.19641060606060606,YES
0.5114444444444446,NO
0.48433434343434345,YES
0.1320010101010101,NO
0.5586439393939394,NO
0.11385050505050505,NO
0.04035,NO
0.48294343434343434,NO
0.1794636363636364,NO
0.04075,NO
0.1143,NO
0.42908888888888896,NO
0.4930444444444445,YES
0.48684343434343436,YES
0.06690050505050506,YES
0.5153378787878788,YES
0.5362439393939394,NO
0.49189343434343435,YES
0.0526,NO
