UPPERTRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.006262024218190047,NO
0.31921234297785656,YES
0.038081406314836454,NO
0.03242295069599003,NO
0.09726885208797012,NO
0.04766305782941641,NO
0.030027537817345053,NO
0.12637217548757024,NO
0.08534837225093364,NO
0.0405522652683994,NO
0.38034252518012746,NO
0.1239201780527368,NO
0.7317703421479498,YES
0.3869629182541779,YES
0.31098872081179973,YES
0.9473763627447281,YES
0.4380021879361726,NO
0.11775246142819418,NO
0.9999999999999999,YES
0.22505564148025192,NO
0.7602323739107473,YES
0.15319325512090234,NO
0.5147119846090007,NO
0.48658946018333393,NO
0.1741672639480931,NO
0.19510354973782487,NO
0.46039081066807497,YES
0.1721868044814968,NO
0.6248443924704816,YES
0.21194688596325778,NO
0.44426421215436257,YES
0.2999170093175902,NO
0.3909049756686408,NO
0.6636425364970387,NO
0.2662303368667245,NO
0.8133464106529856,YES
0.6776943679505073,NO
0.7039307405032252,YES
0.38673658002942396,NO
0.12018559734429815,NO
0.7545739182919008,YES
0.4069561281074352,YES
0.3337168508808329,YES
0.9341921611528159,YES
0.4629748387340148,NO
0.12695688256818438,NO
0.954336263155909,YES
0.2429363612358067,NO
0.7442189445094118,YES
0.15928552567052698,NO
0.5002829227809422,NO
0.48462786223546717,NO
0.16888603870383642,NO
0.19714059376060958,NO
0.4678033875287638,YES
0.17424271002301103,NO
0.610981176204308,YES
0.2335810479459806,NO
0.4368139122562148,YES
0.3146478554453204,NO
0.4079557886000981,NO
0.6632841676411785,NO
0.2689652570825003,NO
0.8147233015202383,YES
0.6724131427062507,NO
0.67575163152137,YES
0.38982986910106,NO
0.1319740465502282,NO
0.7731147912029877,YES
0.39580897053830777,YES
0.3335093741748085,YES
0.949847221698291,YES
0.46444603719491484,NO
0.13557659662756044,NO
0.9606925949677466,YES
0.228148930551888,NO
0.7626843713455808,YES
0.15804066543438078,NO
0.48530687690972873,NO
0.4676336338601983,NO
0.14785544532045722,NO
0.21762420310083364,NO
0.47085895356294094,YES
0.1948583499943415,NO
0.6327662303368667,YES
0.22990305179373044,NO
0.45454373986193364,YES
0.3074804783281149,NO
0.3976762608925271,NO
0.6748840016598135,NO
0.2763778339431891,NO
0.822513108755517,YES
0.6897280168999207,NO
0.6841072843185333,YES
0.377890527745294,NO
0.1250518691765061,NO
0.7322607416349163,YES
0.3857746425742201,YES
0.30840469274585985,YES
0.9431325210305933,YES
0.434154438115357,NO
0.11547021766192614,NO
0.995718435248406,YES
0.22628164019766872,NO
0.7570825002829228,YES
0.15536232977479347,NO
0.5112603266815043,NO
0.47519710287072314,NO
0.16422724357765286,NO
0.1990078841148289,NO
0.4585801048700441,YES
0.1767701535327624,NO
0.626051529669169,YES
0.20851408955449097,NO
0.4476215624882115,YES
0.2984835338941491,NO
0.3884718397525369,NO
0.6657550265947413,NO
0.2646836923309065,NO
0.8143649326643779,YES
0.6729412652306763,NO
0.7158512203402617,YES
0.22467841110566222,NO
0.0429099551095854,NO
0.2550077332226791,YES
0.6041721679429627,YES
0.5135237089290429,YES
0.343920932513486,YES
0.22743219284016747,NO
0.022916745256328024,NO
0.3028971292768493,YES
0.22133992229054283,NO
0.21573805122788486,YES
0.11775246142819418,NO
0.22218869063336977,NO
0.3286242408238711,NO
0.1091893319250066,NO
0.11503640273114793,NO
0.5039986419706514,YES
0.10654871930287826,NO
0.6046625674299294,YES
0.09760835942510093,NO
0.547380135048474,YES
0.16728280961182995,NO
0.329623901316534,NO
0.2904296653966577,NO
0.10934022407484251,NO
0.30078463917914666,YES
0.2648911690369309,NO
0.2054019389641254,YES
0.22562148704213664,NO
0.04526764495077142,NO
0.2835263495416651,YES
0.5988720811799766,YES
0.5318759666528349,YES
0.36374438869817793,YES
0.22820551510807646,NO
0.02740578671394619,NO
0.3194952657587989,YES
0.21879361726206192,NO
0.2518201365573956,YES
0.11631898600475307,NO
0.20257271115470216,NO
0.2966539665773888,NO
0.07484250631860878,NO
0.1174318156097929,NO
0.5166547210381379,YES
0.10888754762533479,NO
0.6609264777999924,YES
0.08598966388773624,NO
0.5839903429024105,YES
0.17616658493341883,NO
0.3267569504696518,NO
0.3163453921309744,NO
0.11556452525557359,NO
0.31887283564072577,YES
0.28586517786412163,NO
0.2268663472782828,YES
0.10909502433135915,NO
0.015032630427402015,NO
0.09385491719793276,NO
0.13493530499075784,NO
0.04585235203138555,NO
0.11858236825229168,NO
0.12290165604134443,NO
0.0,NO
0.23327926364630874,NO
0.06952355803689311,NO
0.05326492889207438,NO
0.042325248028971287,NO
0.330359500546984,YES
0.29688030480214267,YES
0.2592138518993549,YES
0.023765513599155,NO
0.09662756045116752,NO
0.022388622731902362,NO
0.03562940888000301,NO
0.06741106793919044,NO
0.049907578558225495,NO
0.007884114828926023,NO
0.09630691463276622,NO
0.06859934361914821,NO
0.026330680146365366,NO
0.1042287524991512,NO
0.06991964993021238,NO
0.1692255460409672,NO
0.3767588366215247,YES
0.1004564487532536,YES
0.17037609868346598,NO
0.11237692859029008,NO
0.03872269795163905,NO
0.08080274623712702,NO
0.27075710136180164,YES
0.2532536119808367,YES
0.03830774453959033,NO
0.06693952997095326,NO
0.015108076502319968,NO
0.050397978045192186,NO
0.08515975706363876,NO
0.16077558565015657,NO
0.020974008827190756,NO
0.2647025538496359,YES
0.07963333207589873,NO
0.3742691161492323,YES
0.0076954996416311455,NO
0.33335848202497265,YES
0.04751216567958052,NO
0.03512014787430683,NO
0.08766833905466065,NO
0.04945490210871779,NO
0.025406465728620466,NO
0.11184880606586442,NO
0.07254140103361123,NO
0.038628390357991614,NO
0.21081519483948852,NO
0.028311139612961618,NO
0.25830849900033953,YES
0.5913463352069108,YES
0.5178241351993662,YES
0.33924327586857295,YES
0.21909540156173374,NO
0.01508921498359047,NO
0.30218039156512877,YES
0.2050812931457241,NO
0.22069863065374024,YES
0.1097929005243502,NO
0.21255045456260135,NO
0.3096684145007356,NO
0.09564676147723414,NO
0.08685729374929269,NO
0.5013014447923346,YES
0.07919951714512052,NO
0.6195820287449545,YES
0.088762307140971,NO
0.550662039307405,YES
0.1525708250028292,NO
0.3064996793541816,NO
0.2832057037232638,NO
0.09717454449432267,NO
0.2977479346636991,YES
0.25776151495718436,NO
0.2037421253159304,YES
0.41861254668225883,YES
0.05092610056961785,YES
0.1839752536874269,NO
0.11052849975480025,NO
0.04045795767475196,NO
0.08923384510920818,NO
0.2513297370704289,YES
0.30861216945188424,YES
0.04100494171790713,NO
0.05747104756875022,NO
0.02335056018710626,NO
0.03670451544758383,NO
0.08666867856199781,NO
0.1583047266965936,NO
0.016409521294654637,NO
0.2281677920706175,YES
0.08282092874118221,NO
0.4011845033762118,YES
0.006959900411181101,NO
0.32717190388170053,YES
0.038270021502131345,NO
0.024897204722924275,NO
0.09411897846014558,NO
0.047795088460522835,NO
0.0212192085706741,NO
0.1215247651740918,NO
0.07833188728356408,NO
0.037100607340903084,NO
0.2137575917612886,NO
0.032083443358859244,NO
0.2040627711343317,NO
0.32768116488739674,NO
0.18090082613452035,NO
0.2703421479497529,NO
0.2166622656456298,NO
0.049643517296012664,NO
0.20483609340224074,NO
0.5429854011845033,YES
0.15879512618356031,NO
0.2770568486174506,YES
0.17988230412312797,NO
0.2742276208080275,NO
0.03798709872118903,NO
0.12871100381002676,NO
0.2523482590818213,NO
0.1283526349541665,NO
0.17701535327624576,NO
0.06490248594816853,NO
0.2303368667245086,NO
0.4397751706967445,YES
0.5810290844618808,YES
0.47059489230072804,YES
0.2534422271681316,YES
0.21709608057640795,NO
0.3405258591421781,YES
0.1516466105850843,NO
0.4215172205666,YES
0.05515108076502317,YES
0.1717152665132596,NO
0.1110754837979554,NO
0.03562940888000301,NO
0.08184012976724886,NO
0.23986193368290015,YES
0.314553547851673,YES
0.037911652646271075,NO
0.05864046172997848,NO
0.01722056660002263,NO
0.037402391640574885,NO
0.0852352031385567,NO
0.1601720170508129,NO
0.01910671847297144,NO
0.23048775887434453,YES
0.07833188728356405,NO
0.4115394771587009,YES
0.007563469010524716,NO
0.3303783620657135,YES
0.04266475536610207,NO
0.022181146025878,NO
0.0884039382851107,NO
0.04794598061035874,NO
0.02037044022784714,NO
0.11222603644045417,NO
0.07222075521520993,NO
0.03627070051680561,NO
0.21722811120751445,NO
0.031215813497302798,NO
0.21336149986796937,NO
0.32032517258289633,NO
0.18248519370779734,NO
0.2763589724244596,NO
0.23046889735561504,NO
0.05396280508506542,NO
0.2016673582556867,NO
0.537100607340903,YES
0.16813157795465694,NO
0.293183447131163,YES
0.18041042664755363,NO
0.26960654871930284,NO
0.03180052057791693,NO
0.11726206194122749,NO
0.2521407823757969,NO
0.11333886604549398,NO
0.16724508657437093,NO
0.06893885095627897,NO
0.21685088083292464,NO
0.434965483420725,YES
0.5758610283300011,YES
0.4641065298577841,YES
0.26860688822664,YES
0.2276396695461918,NO
0.3439397940322154,YES
0.14904372100041496,NO
