LOWERTRACED_RFSMOTE_SINGLE_LSA_SUM.csv,Associated
0.15135362603450694,NO
0.09054565857764062,NO
0.13192593631645394,YES
0.1014868845560387,YES
0.1334689297236639,YES
0.21812315892832096,YES
0.17583111235797447,NO
0.11635573011642586,YES
0.10050497966054144,NO
0.059685790433440876,NO
0.08703885537943609,NO
0.262449151353626,NO
0.13108430354888484,NO
0.09384205358395287,NO
0.2511572450554075,NO
0.08703885537943609,NO
0.0609482395847945,NO
0.25950343666713427,NO
0.24056669939682984,YES
0.2697433020058914,NO
0.12189647916958901,YES
0.08647776686772338,NO
0.044676672745125545,NO
0.03850469911628559,NO
0.1362042362182634,NO
0.08619722261186702,NO
0.10920185159208864,NO
0.21054846402019917,NO
0.08493477346051338,NO
0.19084023004628978,NO
0.2836302426707813,YES
0.23130873895356993,YES
0.3466825641744985,YES
0.12519287417590125,YES
0.240706971524758,NO
0.18761397110394162,YES
0.2263992144760836,NO
0.09405246177584513,NO
0.04706129891990461,NO
0.13010239865338757,NO
0.22050778510309998,NO
0.19981764623369333,NO
0.1209847103380558,NO
0.11123579744704726,NO
0.0775704867442839,NO
0.11593491373264132,NO
0.28622527703745265,YES
0.12133539065787627,NO
0.1813017253471735,YES
0.1510730817786506,NO
0.13627437228222752,NO
0.13388974610744844,NO
0.02805442558563613,NO
0.15549165380838825,NO
0.02924673867302567,NO
0.14090335250385747,NO
0.12722682003085986,NO
0.1544396128489269,NO
0.3184177303969701,YES
0.28026371160050495,YES
0.23151914714546218,YES
0.22282227521391498,YES
0.1478468228363024,NO
0.17569084023004627,YES
0.07504558844157665,NO
0.10723804180109413,NO
0.10632627296956093,NO
0.10394164679478189,NO
0.19553934633188386,NO
0.09321082900827604,NO
0.08816103240286155,NO
0.0986814419974751,NO
0.0935615093280965,NO
0.12785804460653666,NO
0.3576237901528966,YES
0.07076728853976713,NO
0.2138448590265114,YES
0.20479730677514374,NO
0.19988778229765744,NO
0.19967737410576517,NO
0.11579464160471313,NO
0.06571749193435264,NO
0.11404124000561087,NO
0.06150932809650723,NO
0.1756207041660822,NO
0.09959321082900827,NO
0.28573432458970405,YES
0.2808949361761818,YES
0.2694627577500351,YES
0.13739654930565295,YES
0.12463178566418853,NO
0.12834899705428532,YES
0.09762940103801375,NO
0.0681021181091317,NO
0.024758030579323888,NO
0.687123018656193,YES
0.5493757890307197,YES
0.5350680319820452,YES
0.529457146864918,YES
0.15002104081918924,NO
0.06782157385327535,NO
0.5588441576658718,YES
0.3209426286996773,NO
0.5604572871370459,YES
0.326904194136625,NO
0.36702202272408474,NO
0.32248562210688736,NO
0.3209426286996774,NO
0.056389395427128626,NO
0.5186561930144481,YES
0.054495721700098185,NO
0.6151634170290364,YES
0.14244634591106747,NO
0.5416608219946697,YES
0.34177303969701217,NO
0.30873895356992564,NO
0.4647916958900266,NO
0.3367933791555618,NO
0.5681722541730958,YES
0.4290924393323046,NO
0.4757329218684247,YES
0.11930144480291766,NO
0.1016271566839669,NO
0.8203815401879647,YES
0.16538083882732502,NO
0.1218263431056249,NO
0.8599382802637117,YES
0.12126525459391219,NO
0.07006592790012624,NO
0.950343666713424,YES
0.8284471875438351,NO
0.8755084864637397,YES
0.8016552111095526,NO
0.4464861831953991,NO
0.4422078832935895,NO
0.4032823677935194,NO
0.11305933511011362,NO
0.16776546500210404,NO
0.09117688315331743,NO
0.27177724786085,NO
0.09489409454341423,NO
0.19911628559405242,NO
0.8341282087249264,NO
0.8196100434843596,NO
0.9586898583251509,NO
0.8289381399915837,NO
0.8343386169168187,YES
0.930074344227802,NO
0.7698134380698555,YES
0.07714967036049936,NO
0.04671061860008416,NO
0.8189788189086828,YES
0.3503997755645953,YES
0.31098330761677656,YES
0.8006031701500912,YES
0.10765885818487866,NO
0.0544255856361341,NO
0.8417029036330481,YES
0.7806143919203254,NO
0.828306915415907,YES
0.6941366250526021,NO
0.17302566979941086,NO
0.15170430635432738,NO
0.1507925375227942,NO
0.05316313648478048,NO
0.28033384766446906,YES
0.05218123158928321,NO
0.3438069855519708,YES
0.10702763360920184,NO
0.28860990321223173,YES
0.7854537803338476,NO
0.7653948660401179,NO
0.8231869827465284,NO
0.6983447888904476,NO
0.8158226960302989,YES
0.7547341843175762,NO
0.7842614672464583,YES
0.10786926637677093,NO
0.10857062701641183,NO
0.2863655491653809,YES
0.14476083602188244,NO
0.13683546079394024,NO
0.30852854537803337,YES
0.111025389255155,NO
0.10043484359657735,NO
0.3464721559826063,YES
0.16075185860569505,NO
0.3599382802637116,YES
0.15135362603450694,NO
0.388974610744845,NO
0.3397390938420536,NO
0.32115303689156965,NO
0.11761817926777948,NO
0.1688876420255295,NO
0.10913171552812455,NO
0.27065507083742457,NO
0.056389395427128626,NO
0.2079534296535278,NO
0.20479730677514377,NO
0.17295553373544678,NO
0.3228363024267078,NO
0.20072941506522657,NO
0.2961144620563894,YES
0.3006031701500912,NO
0.24133819610043483,YES
0.025880207602749332,NO
0.006031701500911769,NO
0.03128068452798429,YES
0.2292747930986113,YES
0.17905737130032262,YES
0.03001823537663067,YES
0.020409594613550283,NO
0.0,NO
0.0775704867442839,YES
0.2141955393463319,NO
0.023565717491934354,YES
0.2031140412400056,NO
0.30242670781315756,NO
0.3040398372843316,NO
0.30768691261046427,NO
0.03745265815682425,NO
0.20718193294992285,YES
0.03619020900547062,NO
0.1988357413381961,YES
0.08759994389114881,NO
0.17632206480572307,YES
0.14391920325431337,NO
0.18347594333006034,NO
0.18235376630663488,NO
0.15794641604713144,NO
0.04025810071538785,YES
0.15991022583812597,NO
0.037803338476644695,YES
0.548884836582971,YES
0.3705989619862533,YES
0.3952868565016131,NO
0.34015991022583814,NO
0.33391780053303405,NO
0.24603731238602888,NO
0.5046991162855942,YES
0.5958058633749475,YES
0.23888343386169167,NO
0.5162014307757049,NO
0.24680880908963387,NO
0.510029457146865,NO
0.8439472576798991,NO
0.806705007714967,NO
0.7959040538644973,NO
0.39598821714125404,YES
0.2982185439753121,NO
0.5064525178846964,YES
0.24982465984008978,NO
0.5461495300883714,YES
0.25803057932388834,NO
0.5345770795342966,NO
0.5280544255856362,NO
0.5513395988217142,NO
0.5467106186000842,NO
0.29309861130593345,NO
0.56824239023706,NO
0.2102679197643428,NO
0.05197082339739094,NO
0.04025810071538785,NO
0.8325150792537523,YES
0.4387712161593491,YES
0.41408332164398937,YES
0.8393884135222331,YES
0.05400476925234956,NO
0.040608781035208305,NO
1.0,YES
0.3885537943610604,NO
0.8818207322205079,YES
0.3764202552952728,NO
0.20648057231028197,NO
0.12407069715247579,NO
0.13508205919483798,NO
0.052040959461355035,NO
0.4368775424323187,YES
0.04734184317576097,NO
0.5683826623649881,YES
0.050708374246037316,NO
0.4959321082900828,YES
0.4176602609061579,NO
0.38883433861691685,NO
0.5347874877261888,NO
0.40531631364847803,NO
0.825361200729415,YES
0.5065927900126245,NO
0.8720016832655351,YES
0.08276055547762659,NO
0.033384766446907,NO
0.5035068031982046,YES
0.40089774161874037,YES
0.3863795763781736,YES
0.37656052742320095,YES
0.1538785243372142,NO
0.08184878664609342,NO
0.4163978117548043,YES
0.23762098471033807,NO
0.40847243652686216,YES
0.18165240566699395,NO
0.21594894094543413,NO
0.1798990040678917,NO
0.17856641885257396,NO
0.06662926076588581,NO
0.35222331322766165,YES
0.06200028054425586,NO
0.40461495300883715,YES
0.13816804600925797,NO
0.3560106606817225,YES
0.25501472857343244,NO
0.23481554215177444,NO
0.31603310422219105,NO
0.1980642446345911,NO
0.41667835601066067,YES
0.26953289381399914,NO
0.35341562631505125,YES
0.08724926357132838,NO
0.07020620002805442,NO
0.43919203254313366,YES
0.17709356150932806,YES
0.20325431336793376,YES
0.30151493898162435,YES
0.15233553093000418,NO
0.10688736148127367,NO
0.3067751437789311,YES
0.07041660821994669,NO
0.3438771216159349,YES
0.06480572310281946,NO
0.17428811895076446,NO
0.13073362322906437,NO
0.11439192032543133,NO
0.1357834198344789,NO
0.18123158928320943,YES
0.13164539206059755,NO
0.3032683405807266,YES
0.11747790713985132,NO
0.2395847945013326,YES
0.11614532192453358,NO
0.08437368494880067,NO
0.24694908121756204,NO
0.11341001542993408,NO
0.3123860288960583,YES
0.22170009819048955,NO
0.25122738111937154,YES
0.0428531350820592,NO
0.04446626455323328,NO
0.25220928601486886,YES
0.1538083882732501,YES
0.12393042502454762,YES
0.241478468228363,YES
0.03969701220367513,NO
0.03212231729555337,NO
0.4019497825782017,YES
0.15465002104081918,NO
0.2879786786365549,YES
0.1460232851732361,NO
0.8950063122457569,NO
0.7830691541590686,NO
0.7994809931266658,NO
0.06655912470192173,NO
0.14960022443540466,YES
0.06438490671903492,NO
0.2923271146023285,YES
0.037943610604572874,NO
0.22787207181932947,YES
0.17386730256697996,NO
0.14132416888764202,NO
0.30418010941225976,NO
0.1611025389255155,NO
0.24701921728152615,YES
0.2504558844157666,NO
0.33419834478889043,YES
0.0738532753541871,NO
0.0565998036190209,NO
0.09328096507224015,YES
0.7061298919904615,YES
0.6419553934633189,YES
0.12933090194978258,YES
0.059054565857764064,NO
0.03198204516762519,NO
0.16404825361200728,YES
0.13837845420115022,NO
0.100154299340721,YES
0.09959321082900828,NO
0.16762519287417588,NO
0.18466825641744986,NO
0.17007995511291907,NO
0.11221770234254454,NO
0.6149530088371441,YES
0.10871089914434001,NO
0.6485481834759435,YES
0.09889185018936736,NO
0.6420956655912471,YES
0.08472436526862111,NO
0.11326974330200588,NO
0.1131294711740777,NO
0.07153878524337214,NO
0.12778790854257258,YES
0.0833216439893393,NO
0.10583532052181231,YES
0.07736007855239163,NO
0.06536681161453219,NO
0.19932669378594473,YES
0.6794080516201432,YES
0.7031841773039698,YES
0.20304390517604148,YES
0.06193014448029178,NO
0.048674428391078696,NO
0.22576798990040678,YES
0.13592369196240706,NO
0.23432458970402578,YES
0.10127647636414644,NO
0.09468368635152195,NO
0.06578762799831672,NO
0.04236218263431056,NO
0.121124982465984,NO
0.6550007013606397,YES
0.11740777107588721,NO
0.8507504558844157,YES
0.05568803478748773,NO
0.7712161593491373,YES
0.1247720577921167,NO
0.10962266797587318,NO
0.21651002945714687,NO
0.10169729274793098,NO
0.1950483938841352,YES
0.16832655351381678,NO
0.1856501613129471,YES
0.7569084023004629,NO
0.7221209145742742,NO
0.10401178285874596,NO
0.5688034787487727,NO
0.46836863515219523,NO
0.07427409173797166,NO
0.7620283349698416,NO
0.7249964931968019,NO
0.18894655631925936,NO
0.48344788890447465,NO
0.062210688736148136,NO
0.46668536961705703,NO
0.2894515359798008,YES
0.22934492916257537,YES
0.26932248562210687,YES
0.7482115303689157,NO
0.4708233973909384,NO
0.7503857483518025,NO
0.45819890587740214,NO
0.8032683405807266,NO
0.4749614251648197,NO
0.42537522794220783,NO
0.4451535979800813,NO
0.4640201991864216,NO
0.43084584093140693,NO
0.1253331463038294,NO
0.43084584093140693,NO
0.15479029316874734,NO
0.08002524898302707,YES
0.1958198905877402,YES
0.20016832655351383,NO
0.5088371440594754,NO
0.4499929863936036,NO
0.050848646373965495,NO
0.2238743161733763,YES
0.08072660962266796,YES
0.07504558844157665,NO
0.09966334689297236,NO
0.044536400617197366,NO
0.11824940384345631,NO
0.10962266797587318,NO
0.09861130593351101,NO
0.10267919764342824,NO
0.2087950624210969,YES
0.43477346051339594,NO
0.12042362182634309,YES
0.41646794781876834,NO
0.25508486463739655,YES
0.45441155842334124,NO
0.0746949081217562,NO
0.022443540468508903,NO
0.08809089633889745,NO
0.05961565436947678,NO
0.1058353205218123,NO
0.050708374246037316,NO
0.06985551970823396,NO
0.022303268340580724,NO
0.002314490110814981,NO
0.4422078832935895,YES
0.25164819750315615,YES
0.2511572450554075,YES
0.44859026511432176,YES
0.02805442558563613,NO
0.002875578622527703,NO
0.4980361902090054,YES
0.08493477346051338,NO
0.4552531911909104,YES
0.07700939823257118,NO
0.13178566418852572,NO
0.11418151213353907,NO
0.11972226118670218,NO
0.007434422780193578,NO
0.19813438069855518,YES
0.007013606396409034,NO
0.29723663907981485,YES
0.065998036190209,NO
0.2475101697292748,YES
0.0370318417730397,NO
0.03429653527844018,NO
0.09328096507224015,NO
0.03331463038294291,NO
0.45314910927198765,YES
0.0638238182073222,NO
0.436316453920606,YES
0.3689156964511152,YES
0.14490110814981064,YES
0.44711740777107584,NO
0.17933791555617898,NO
0.13381961004348436,NO
0.2785804460653668,NO
0.28489269182213495,YES
0.4198344788890448,YES
0.28145602468789455,NO
0.06445504278299902,NO
0.2715668396689577,NO
0.06733062140552672,NO
0.7815261607518585,NO
0.7557160892130733,NO
0.7519988778229765,NO
0.20620002805442558,YES
0.12400056108851171,NO
0.35376630663487163,YES
0.09110674708935333,NO
0.3653387571889465,YES
0.09741899284612147,NO
0.03668116145321925,NO
0.0464300743442278,NO
0.0819189227100575,NO
0.044045448169448734,NO
0.3381961004348436,NO
0.07224014588301304,NO
0.2605554776265956,NO
0.07995511291906297,NO
0.03934633188385468,NO
0.23095805863374944,NO
0.1732360779913031,NO
0.08717912750736428,NO
0.2474400336653107,NO
0.04902510871089914,NO
0.054074905316313655,NO
0.29618459812035347,NO
0.14875859166783562,YES
0.2207181932949923,NO
0.1378173656894375,YES
0.22527703745265815,NO
0.240706971524758,NO
0.23186982746528267,NO
0.09229906017674287,NO
0.09012484219385608,NO
0.10941225978398092,NO
0.1146724645812877,NO
0.1384485902651143,NO
0.1277177724786085,NO
0.08619722261186702,YES
0.09300042081638378,YES
0.111025389255155,YES
0.13529246738673026,YES
0.25810071538785245,NO
0.06817225417309579,YES
0.24491513536260345,NO
0.3937438630944032,YES
0.1746387992705849,YES
0.36646093421237197,NO
0.4128208724926357,NO
0.3473137887501753,NO
0.2160190770093982,NO
0.2562771777247861,YES
0.4559545518305513,YES
0.23488567821573852,NO
0.08283069154159067,NO
0.21370458689858324,NO
0.08395286856501613,NO
0.7060597559264974,NO
0.692523495581428,NO
0.6918922710057511,NO
0.2288539767148267,YES
0.3387571889465563,NO
0.40629821854397524,YES
0.32480011221770233,NO
0.39128910085565993,YES
0.3452097068312526,NO
0.040608781035208305,NO
0.039206059755926496,NO
0.09650722401458829,NO
0.054916538083882735,NO
0.2685509889185019,NO
0.06354327395146583,NO
0.22240145883013043,NO
0.09286014868845559,NO
0.03612007294150652,NO
0.10422219105063824,NO
0.30719596016271566,NO
0.2543835039977556,NO
0.10850049095244775,NO
0.10036470753261327,NO
0.07013606396409032,NO
0.12308879225697855,NO
0.14791695890026652,YES
0.09412259783980924,NO
0.2188245195679618,YES
0.1711319960723804,NO
0.16741478468228363,NO
0.15275634731378873,NO
0.049726469350540044,NO
0.2506662926076589,NO
0.053583952868565016,NO
0.2396549305652967,NO
0.15345770795342964,NO
0.2388834338616917,NO
0.08935334549025108,YES
0.09482395847945012,YES
0.10793940244073502,YES
0.21272268200308597,YES
0.13599382802637117,NO
0.10190770093982324,YES
0.0739234114181512,NO
