NONETRACED_MEDIAN_RAW_VSM_SUM.csv,Associated
0.6069266980497646,YES
0.33254875588433086,NO
0.3481842636180229,YES
0.4051782111634163,NO
0.37323470073974446,NO
0.3312037659717552,NO
0.08557498318762609,NO
0.2647948890383322,NO
0.08725622057834567,NO
0.23856758574310694,NO
0.3207800941492939,NO
0.2584061869535979,NO
0.6832548755884331,YES
0.6089441829186281,YES
0.49899125756556817,YES
0.45376597175521194,YES
0.40736381977135167,NO
0.3697041022192334,YES
0.23537323470073973,NO
0.13903833221250841,NO
0.10692669804976462,NO
0.19771351714862143,NO
0.5043712172158709,NO
0.24361129791526565,NO
0.1696368527236046,NO
0.1121385339609953,NO
0.07700067249495628,NO
0.2664761264290518,NO
0.7336919973100201,YES
0.11314727639542704,NO
0.3834902488231338,YES
0.36634162743779425,NO
0.3579354404841964,NO
0.3327168796234028,NO
0.13769334229993274,NO
0.18997982515131137,NO
0.13382649630127774,NO
0.17669804976462677,NO
0.2831203765971755,NO
0.26462676529926027,NO
0.5615332885003362,YES
0.558338937457969,YES
0.5420309347679892,YES
0.20393409549428382,YES
0.25000000000000006,NO
0.2027572293207801,YES
0.17972427706792202,NO
0.2210827168796234,NO
0.06943510423671823,NO
0.8816408876933424,YES
0.27723604572965704,YES
0.2320107599193006,YES
0.5173167451244116,YES
0.4152656355077337,NO
0.17905178211163417,NO
0.6089441829186281,YES
0.18157363819771352,NO
0.5684263618022866,YES
0.18476798924008067,NO
0.3865164761264291,NO
0.29808338937457973,NO
0.2370544720914593,NO
0.15837256220578347,NO
0.2094821788836584,YES
0.15282447881640887,NO
0.43392737054472097,YES
0.3618022864828514,NO
0.2548755884330868,YES
0.2311701412239408,NO
0.17417619367854745,NO
0.5445527908540686,NO
0.21351714862138532,NO
0.5983523873570948,YES
0.4537659717552118,NO
0.38819771351714866,YES
0.3323806321452589,NO
0.2543712172158709,NO
0.6413920645595158,YES
0.4125756556825824,NO
0.29270342972427704,NO
0.754371217215871,YES
0.34347679892400806,NO
0.18476798924008073,NO
0.9845326160053798,YES
0.34330867518493613,NO
0.7666442501681238,YES
0.2666442501681237,NO
0.5805312710154674,NO
0.5840618695359784,NO
0.4340954942837929,NO
0.29640215198386016,NO
0.4176193678547411,NO
0.24781439139206457,NO
0.6629119031607263,NO
0.250336247478144,NO
0.48436449226630796,NO
0.35928043039677204,NO
0.34667114996637527,NO
0.6877942165433759,NO
0.33742434431741763,NO
0.6770342972427708,YES
0.6163416274377942,NO
0.5305985205110962,YES
0.1871217215870881,NO
0.06338264963012777,NO
0.4613315400134499,YES
0.5232010759919301,YES
0.41005379959650307,YES
0.44300605245460656,YES
0.2610961667787492,NO
0.08338937457969064,NO
0.5568258238063214,YES
0.41745124411566914,NO
0.47982515131136516,YES
0.19754539340954944,NO
0.4389710827168797,NO
0.41223940820443844,NO
0.3446536650975118,NO
0.0914593140551446,NO
0.36735036987222597,YES
0.08776059179556155,NO
0.5242098184263618,YES
0.21889710827168796,NO
0.3794552790854069,YES
0.4371217215870882,NO
0.4093813046402152,NO
0.566408876933423,NO
0.22511768661735038,NO
0.4583053127101546,YES
0.40719569603227973,NO
0.38517148621385344,YES
0.30396772024209817,NO
0.269670477471419,NO
0.6753530598520512,YES
0.32565568258238065,NO
0.29858776059179554,NO
0.745965030262273,YES
0.3122057834566241,NO
0.2513449899125757,NO
0.840114324142569,YES
0.27807666442501683,NO
0.8490248823133827,YES
0.24848688634835242,NO
0.4051782111634163,NO
0.29791526563550774,NO
0.19889038332212508,NO
0.2995965030262273,NO
0.3885339609952926,NO
0.27908540685944855,NO
0.6249159381304641,NO
0.14156018829858777,NO
0.48335574983187624,NO
0.3863483523873571,NO
0.3254875588433087,NO
0.6968728984532616,NO
0.3732347007397445,NO
0.7017484868863484,YES
0.6429051782111634,NO
0.5717888365837257,YES
0.08103564223268327,NO
0.01496301277740417,NO
0.09280430396772024,YES
0.33288500336247484,YES
0.20326160053799597,YES
0.10087424344317417,YES
0.06674512441156691,NO
0.0,NO
0.20981842636180226,YES
0.1889710827168796,NO
0.07145258910558171,YES
0.15635507733691997,NO
0.2844653665097512,NO
0.2965702757229321,NO
0.28211163416274376,NO
0.09919300605245462,NO
0.28160726294552796,YES
0.09616677874915938,NO
0.25554808338937457,YES
0.2170477471418964,NO
0.2017484868863484,YES
0.018157363819771347,NO
0.12205783456624078,NO
0.12474781439139207,NO
0.04993275050437122,NO
0.12138533960995293,YES
0.07027572293207801,NO
0.10541358439811702,YES
0.5201748486886348,YES
0.06741761936785473,YES
0.6371889710827169,NO
0.27589105581708134,NO
0.2513449899125757,NO
0.29119031607262946,NO
0.41761936785474113,YES
0.609448554135844,YES
0.257901815736382,NO
0.1274377942165434,NO
0.26546738399462005,NO
0.10574983187626091,NO
0.3666778749159382,NO
0.2854741089441829,NO
0.23234700739744452,NO
0.13702084734364492,YES
0.1770342972427707,NO
0.39862138533960995,YES
0.06002017484868864,NO
0.4927706792199058,YES
0.07565568258238063,NO
0.17215870880968392,NO
0.16946872898453264,NO
0.23150638870208473,NO
0.20090786819098858,NO
0.39542703429724274,NO
0.27706792199058505,NO
0.179724277067922,NO
0.17669804976462677,NO
0.10743106926698048,NO
0.55497646267653,YES
0.23940820443846672,YES
0.15870880968392737,YES
0.5884330867518494,YES
0.18544048419636852,NO
0.11180228648285137,NO
0.9892400806993946,YES
0.1785474108944183,NO
0.6632481506388702,YES
0.13702084734364492,NO
0.5366509751176868,NO
0.3612979152656355,NO
0.3263281775386685,NO
0.15400134498991258,NO
0.2291526563550773,YES
0.14290517821116341,NO
0.5381640887693343,YES
0.14273705447209148,NO
0.36936785474108946,YES
0.2449562878278413,NO
0.1933422999327505,NO
0.5643913920645596,NO
0.21301277740416946,NO
0.5400134498991257,YES
0.4917619367854741,NO
0.652488231338265,YES
0.23621385339609952,NO
0.07565568258238063,NO
0.7484868863483525,YES
0.4112306657700067,YES
0.3646603900470747,YES
0.46015467383994624,YES
0.4097175521183591,NO
0.19384667114996637,NO
0.5620376597175522,YES
0.33154001344989914,NO
0.5174848688634835,YES
0.18964357767316745,NO
0.41005379959650307,NO
0.34246805648957634,NO
0.28900470746469403,NO
0.1684599865501009,NO
0.3019502353732347,YES
0.15501008742434433,NO
0.4314055144586416,YES
0.3369199731002018,NO
0.3135507733691998,YES
0.3796234028244789,NO
0.34902488231338263,NO
0.5517821116341628,NO
0.23940820443846672,NO
0.5405178211163417,YES
0.4372898453261601,NO
0.38786146603900473,YES
0.2624411566913249,NO
0.1793880295897781,NO
0.9045057162071286,YES
0.30598520511096167,YES
0.3604572965702757,YES
0.5922999327505044,YES
0.4147612642905178,NO
0.2700067249495629,NO
0.6044048419636853,YES
0.19872225958305315,NO
0.6745124411566914,YES
0.1761936785474109,NO
0.27387357094821785,NO
0.1869535978480161,NO
0.09364492266308003,NO
0.3480161398789509,NO
0.31876260928043043,YES
0.3370880968392737,NO
0.6084398117014123,YES
0.29707464694014796,NO
0.45696032279757903,YES
0.31489576328177543,NO
0.2520174848688635,NO
0.6373570948217889,NO
0.3031271015467384,NO
0.6039004707464694,YES
0.5838937457969066,NO
0.4564559515803631,YES
0.14979825151311366,NO
0.11583725622057836,NO
0.5507733691997311,YES
0.22158708809683925,YES
0.13029589778076664,YES
0.5408540685944856,YES
0.1457632817753867,NO
0.089778076664425,NO
0.9468728984532617,YES
0.17905178211163417,NO
0.6299596503026227,YES
0.15215198386012108,NO
0.5033624747814391,NO
0.2567249495628783,NO
0.2358776059179556,NO
0.18073301950235374,NO
0.20830531271015468,YES
0.17669804976462677,NO
0.5421990585070612,YES
0.10104236718224613,NO
0.39458641560188307,YES
0.22831203765971758,NO
0.16829186281102892,NO
0.5791862811028917,NO
0.19754539340954944,NO
0.5403496973772697,YES
0.4426698049764627,NO
0.754371217215871,YES
0.21301277740416946,NO
0.14122394082044384,NO
0.1921654337592468,YES
0.6197041022192333,YES
0.4487222595830531,YES
0.28614660390047075,YES
0.1750168123739072,NO
0.08187626092804302,NO
0.3744115669132482,YES
0.33641560188298586,NO
0.2067921990585071,YES
0.23369199731002016,NO
0.43073301950235376,NO
0.4823470073974445,NO
0.4137525218560861,NO
0.28513786146603903,NO
0.398453261600538,YES
0.277404169468729,NO
0.47511768661735043,YES
0.25050437121721586,NO
0.4544384667114997,YES
0.20342972427706796,NO
0.28732347007397446,NO
0.2940484196368527,NO
0.16879623402824478,NO
0.2753866845998655,YES
0.2175521183591123,NO
0.22209145931405516,YES
0.23352387357094817,NO
0.16829186281102892,NO
0.45427034297242774,YES
0.5790181573638198,YES
0.6254203093476799,YES
0.4954606590450571,YES
0.195359784801614,NO
0.1274377942165434,NO
0.5327841291190317,YES
0.3233019502353733,NO
0.5396772024209819,YES
0.22965702757229323,NO
0.2758910558170814,NO
0.21284465366509753,NO
0.11146603900470747,NO
0.3098520511096167,NO
0.5319435104236719,YES
0.29976462676529925,NO
1.0,YES
0.1477807666442502,NO
0.804303967720242,YES
0.2987558843308675,NO
0.27521856086079355,NO
0.5442165433759247,NO
0.23789509078681909,NO
0.46738399462004043,YES
0.4327505043712172,NO
0.41644250168123736,YES
0.1582044384667115,NO
0.049092131809011424,NO
0.2389038332212508,NO
0.3665097511768662,NO
0.11482851378614659,NO
0.17468056489576328,NO
0.1699731002017485,NO
0.06002017484868863,NO
0.44031607262945527,NO
0.21704774714189645,NO
0.13466711499663753,NO
0.16946872898453264,NO
0.7086415601882986,YES
0.5749831876260928,YES
0.6471082716879624,YES
0.12155346334902489,NO
0.12995965030262271,NO
0.12592468056489575,NO
0.10490921318090113,NO
0.25336247478143914,NO
0.13954270342972427,NO
0.08154001344989913,NO
0.14055144586415602,NO
0.18661735036987223,NO
0.08658372562205784,NO
0.29135843981170145,NO
0.10003362474781438,NO
0.3503698722259583,NO
0.20679219905850704,YES
0.46889710827168796,YES
0.468728984532616,NO
0.2839609952925353,NO
0.1313046402151984,NO
0.11449226630800272,NO
0.554472091459314,YES
0.19250168123739073,YES
0.16879623402824478,NO
0.25302622730329527,NO
0.08725622057834567,NO
0.2898453261600538,NO
0.2795897780766644,NO
0.25504371217215877,NO
0.24848688634835242,NO
0.5062205783456624,YES
0.10541358439811702,NO
0.29371217215870876,YES
0.058675184936112984,NO
0.6128110289172831,YES
0.14710827168796237,NO
0.1871217215870881,NO
0.08069939475453934,NO
0.23335574983187624,NO
0.1496301277740417,NO
0.24445191661062543,NO
0.14240080699394758,NO
0.14778076664425016,NO
0.0988567585743107,NO
0.01731674512441157,NO
0.238231338264963,YES
0.5033624747814391,YES
0.49108944182918624,YES
0.2795897780766644,YES
0.11550100874243444,NO
0.015635507733692,NO
0.3865164761264291,YES
0.2047747141896436,NO
0.26429051782111634,YES
0.16963685272360457,NO
0.3675184936112979,NO
0.3251513113651648,NO
0.2962340282447881,NO
0.03665097511768661,NO
0.3834902488231338,YES
0.03429724277067922,NO
0.621385339609953,YES
0.1793880295897781,NO
0.4946200403496974,YES
0.08641560188298589,NO
0.09465366509751177,NO
0.24462004034969737,NO
0.0711163416274378,NO
0.2745460659045057,YES
0.18174176193678546,NO
0.21940147948890382,YES
0.5886012104909213,YES
0.029926025554808337,YES
0.5986886348352387,NO
0.2738735709482179,NO
0.15366509751176866,NO
0.2074646940147949,NO
0.38786146603900473,YES
0.6889710827168797,YES
0.20729657027572296,NO
0.17333557498318763,NO
0.17350369872225957,NO
0.16930060524546067,NO
0.2987558843308675,NO
0.24462004034969737,NO
0.2098184263618023,NO
0.18157363819771352,YES
0.14172831203765973,NO
0.5341291190316073,YES
0.0613651647612643,NO
0.5600201748486887,YES
0.07262945527908542,NO
0.10305985205110962,NO
0.14088769334229995,NO
0.22848016139878946,NO
0.11835911230665772,NO
0.3401143241425689,NO
0.2017484868863484,NO
0.14979825151311366,NO
0.21687962340282446,NO
0.09667114996637524,NO
0.18476798924008067,NO
0.3801277740416947,NO
0.16257565568258237,NO
0.23386012104909215,NO
0.14710827168796234,NO
0.13315400134498992,NO
0.3448217888365837,NO
0.3539004707464694,YES
0.160221923335575,NO
0.32178883658372565,YES
0.4129119031607263,NO
0.45427034297242774,NO
0.40770006724949565,NO
0.23268325487558844,NO
0.18493611297915266,NO
0.2720242098184264,NO
0.23772696704774715,NO
0.3394418291862811,NO
0.2669804976462677,NO
0.20141223940820446,YES
0.23234700739744452,YES
0.2824478816408877,YES
0.31809011432414264,YES
0.25184936112979156,NO
0.18325487558843306,YES
0.21082716879623403,NO
0.605245460659045,YES
0.06422326832548757,YES
0.4783120376597175,NO
0.2779085406859449,NO
0.10339609952925352,NO
0.12525218560860793,NO
0.27925353059852054,YES
0.7383994620040351,YES
0.17030934767989242,NO
0.18073301950235374,NO
0.10608607935440484,NO
0.17316745124411567,NO
0.27757229320780097,NO
0.24915938130464027,NO
0.23117014122394086,NO
0.2004034969737727,YES
0.09095494283792871,NO
0.624915938130464,YES
0.05615332885003363,NO
0.5855749831876261,YES
0.10221923335574984,NO
0.07414256893073302,NO
0.08776059179556153,NO
0.2195696032279758,NO
0.10474108944182917,NO
0.2442837928715535,NO
0.1378614660390047,NO
0.12710154673839946,NO
0.2543712172158709,NO
0.09196368527236046,NO
0.2708473436449227,NO
0.3177538668459987,NO
0.1800605245460659,NO
0.2886684599865501,NO
0.27723604572965704,NO
0.1750168123739072,NO
0.3209482178883659,NO
0.3078345662407532,YES
0.23352387357094823,NO
0.4704102219233356,YES
0.4208137188971083,NO
0.42249495628782785,NO
0.35490921318090113,NO
0.13264963012777403,NO
0.18762609280430395,NO
0.14055144586415602,NO
0.15854068594485543,NO
0.3754203093476799,NO
0.15416946872898454,NO
0.16610625420309347,YES
0.19670477471418965,YES
0.23217888365837258,YES
0.45931405514458645,YES
0.34751176866173505,NO
0.21603900470746468,YES
0.19317417619367858,NO
