LOWERTRACED_MAX_SINGLE_LSA_SUM.csv,Associated
0.3547358956262891,NO
0.4259684545825832,NO
0.6820769670500189,YES
0.4310428814281548,NO
0.5834881026217705,YES
0.33460104155751935,NO
0.3206957939677063,NO
0.3184551379579733,NO
0.30820933260065864,NO
0.7342186562572693,NO
0.3093296606055251,NO
0.7205111136094916,NO
0.4013942619466098,NO
0.7332301315470932,NO
0.712325823181413,YES
0.6764753270256865,YES
0.630673682120852,YES
0.6225018778500613,YES
0.4559537041245972,NO
0.5782159708341638,YES
0.38754779418039825,NO
0.5077178163245268,NO
0.5068610949090407,NO
0.4995487942373657,NO
0.6185671693425905,NO
0.5224166658661105,NO
0.48472092358472146,NO
0.4996778153484264,NO
0.49486699509223525,NO
0.5220212559820399,NO
0.930737368640315,YES
0.4683773150431402,NO
0.7956389915828892,YES
0.507143107802331,NO
0.502529992488175,NO
0.5023322875461397,NO
0.5157578173006273,NO
0.4965832201068369,NO
0.5141102761170002,NO
0.49262912126613173,NO
0.5719719224859854,NO
0.5284137157745131,NO
0.863188180111602,YES
0.8586409664447912,YES
0.8478989979275422,YES
0.7238061959767458,YES
0.518989780204166,NO
0.7153048834692298,YES
0.49361764597630803,NO
0.34767980362569223,NO
0.3069525855664293,NO
0.9767367184871848,YES
0.7352730826147907,YES
0.7218291465563933,YES
0.8285898152554321,YES
0.4246529277247523,NO
0.3474161970363119,NO
0.856202605493023,YES
0.24152955167843448,NO
0.85771834338196,YES
0.24713119170276676,NO
0.47430213436739194,NO
0.4324545883032626,NO
0.43100475206167066,NO
0.3366742285190629,NO
0.7064081610776431,YES
0.3348948840407456,NO
0.7970888278244811,YES
0.41753554981148305,NO
0.7280239014068313,YES
0.2611023409399249,NO
0.23006266504038958,NO
0.37669383038320525,NO
0.2564233239784238,NO
0.8649675245899194,YES
0.34314989188455663,NO
0.7781091533890965,YES
0.7219335527756482,NO
0.7053263376446866,NO
0.8778842474695562,YES
0.5289031960302587,NO
0.4879782730289604,NO
0.9150527765721845,YES
0.7237787989013106,NO
0.675670596339398,NO
0.9999999999999999,YES
0.2339774735015947,NO
0.9296829422827936,YES
0.20880304421577192,NO
0.6276202532858917,NO
0.6236002527978414,NO
0.5870248385213188,NO
0.7160683061619355,NO
0.5311438520399916,NO
0.6955069921902688,NO
0.6288759950527536,NO
0.6989997794995583,NO
0.5606018884032449,NO
0.23931550693654663,NO
0.22567386593611385,NO
0.3563568326214188,NO
0.23443878503301024,NO
0.8909986752912282,YES
0.3294689605046238,NO
0.8303691597337494,YES
0.22674515529975578,NO
0.1981438403519886,NO
0.8040744024430603,YES
0.7230128347227956,YES
0.6859761089148576,YES
0.7868081708386478,YES
0.2554123718948681,NO
0.205393021559948,NO
0.825426536182868,YES
0.56494520269882,NO
0.8128393215399565,YES
0.48368847152232936,NO
0.2404592888202029,NO
0.22042518802729688,NO
0.21956846661181076,NO
0.2042067919077365,NO
0.6571770890250551,YES
0.20328416884490527,NO
0.7168180798723577,YES
0.2548192570687623,NO
0.6649534834117753,YES
0.569492416365631,NO
0.5506445452249364,NO
0.604947502637287,NO
0.48764257036303454,NO
0.8011088283125313,YES
0.5406274948284834,NO
0.7714530870072428,YES
0.7487829203205333,NO
0.7494419367939842,NO
0.8180805661337331,YES
0.45168346993489195,NO
0.4442365837848973,NO
0.8389054866947803,YES
0.7517484944510621,NO
0.7417973457019542,NO
0.8745582779084716,YES
0.25055107588987774,NO
0.887211394198728,YES
0.24172025514563628,NO
0.4624931948885723,NO
0.41623023845232215,NO
0.3987663019058744,NO
0.7579432493015003,NO
0.4743536366216014,NO
0.7499691499727449,NO
0.5699769269193207,NO
0.7004111111692405,NO
0.5110608541928141,NO
0.2919373104225916,NO
0.26201796252792264,NO
0.40284978290437085,NO
0.2881150148765766,NO
0.8272408951147,YES
0.3819589606959786,NO
0.7757717085381881,YES
0.15034993958803283,NO
0.13169977338937355,NO
0.531196140101791,YES
0.5606937075423646,YES
0.5135081280432833,YES
0.5300099104495795,YES
0.14520961109511613,NO
0.1260322317176962,NO
0.5746912273495475,YES
0.7168865230055118,NO
0.5239469588938316,YES
0.7064740627249882,NO
0.19637339461367695,NO
0.1978891325026139,NO
0.20131601816455835,NO
0.16122371139997196,NO
0.5399346886286626,YES
0.16003748174776042,NO
0.5320923925945974,YES
0.20834338925170823,NO
0.5109379637968249,YES
0.6508530723657359,NO
0.6880216014683642,NO
0.686967175110843,NO
0.664033401834753,NO
0.539631550961962,YES
0.6658786479604155,NO
0.5373249933048839,YES
0.28891481125754753,YES
0.12139282370633966,YES
0.8804544117160145,NO
0.7429835753541658,NO
0.7371183287404531,NO
0.7402157061656722,NO
0.24739677343014355,YES
0.33300301333140986,YES
0.7334937381364734,NO
0.22771955671135502,NO
0.7409406242864681,NO
0.2219202117449875,NO
0.18525236950544666,NO
0.15025859476520614,NO
0.14010974107406296,NO
0.1452492200452607,YES
0.7035743902418045,NO
0.2490443146137707,YES
0.6581022535736955,NO
0.2863446470110892,YES
0.6658127463130704,NO
0.2449857883157675,NO
0.23885693511267453,NO
0.260736282031243,NO
0.25638677330646736,NO
0.7844357115342246,NO
0.27661857904140863,NO
0.7066058660196785,NO
0.6962593073865001,NO
0.6852537322798706,NO
0.8128544713439441,YES
0.5134870811426971,YES
0.4902897012772269,YES
0.8193128327837624,YES
0.6981704551595075,NO
0.6855832405165962,NO
0.9702276052040086,YES
0.16298331157767204,NO
0.8591833294275393,YES
0.15158232658697224,NO
0.6621915537959665,NO
0.5847571181654907,NO
0.5951036767986692,NO
0.6963252090338452,NO
0.5117077366643797,YES
0.6919097986617243,NO
0.6352733254364155,YES
0.6950730777342885,NO
0.5671969237289419,YES
0.1903324952258826,NO
0.1632469181670524,NO
0.30038824629217575,NO
0.17873380529314756,NO
0.8061325033147453,YES
0.2738957840594513,NO
0.8499570987992273,YES
0.38381761510610457,NO
0.33742285537516425,NO
0.9228291709589046,YES
0.7868740724859928,YES
0.77323243148556,YES
0.8035471892642995,YES
0.45064188551402146,NO
0.3829608936906185,NO
0.8409793249563082,YES
0.23551074693467966,NO
0.8335324388063136,YES
0.18292123235330127,NO
0.45716384073384864,NO
0.42329039399847457,NO
0.4220382626989179,NO
0.3686602362167348,NO
0.7411383292285033,YES
0.3643107274919592,NO
0.7903668597952824,YES
0.4358799165087223,NO
0.744697018185138,YES
0.2518543554762609,NO
0.23287468104087622,NO
0.30918878866648547,NO
0.19834221783205133,NO
0.8412429315456886,YES
0.26549599647669364,NO
0.7817996456404213,YES
0.7262929230317112,NO
0.7102788227268554,NO
0.987610490299124,YES
0.7256970472600188,YES
0.7502783617197358,YES
0.8582455565607205,YES
0.7874496517679506,NO
0.7447453842883351,NO
0.863188180111602,YES
0.26072557097823695,NO
0.8980501515571524,YES
0.25545343919063007,NO
0.39959921547518795,NO
0.35867429247388966,NO
0.3433192086424847,NO
0.7718968629945105,NO
0.7295852444533789,YES
0.7680086658011505,NO
0.8442541108338281,YES
0.7546965330374431,NO
0.7844154150444903,YES
0.30369344504723284,NO
0.273839998799909,NO
0.42660001734581765,NO
0.30112328080077444,NO
0.8684603118992089,YES
0.40287542430158685,NO
0.8109940754142942,YES
0.6876920932316388,NO
0.6892078311205758,NO
0.7691185022127882,YES
0.4304713444537095,YES
0.402397242684703,YES
0.75903555016899,YES
0.68472651910111,NO
0.6776091411878408,NO
0.9098185192945462,YES
0.16344407091997037,NO
0.8027283423587819,YES
0.15533816829652486,NO
0.5682234999327781,NO
0.4630444707700213,NO
0.47846545624877135,NO
0.7099668500342778,NO
0.42651724561300436,YES
0.7079238989665801,NO
0.5606270979602537,YES
0.683078977917483,NO
0.50006348405012,YES
0.18150112229252388,NO
0.15092275792440407,NO
0.30394638305969307,NO
0.16950702247571825,NO
0.7642417803092518,YES
0.2534657211933574,NO
0.8461575279591934,YES
0.29708609873595915,NO
0.28087429348906806,NO
0.6108073406293892,YES
0.6771142239930943,YES
0.6168142166723408,YES
0.6446807873647633,YES
0.28318085114614605,NO
0.257742815270943,NO
0.6773021028005807,YES
0.7708599721811371,NO
0.6172657020692077,YES
0.7344163611993045,NO
0.33656148282826703,NO
0.35257558313312287,NO
0.3388680404853451,NO
0.33313429983372106,NO
0.5914420824444829,YES
0.3298392174664667,NO
0.6230089715227789,YES
0.3206129868381547,NO
0.616946019967031,YES
0.7204452119621465,NO
0.7472671824315964,NO
0.7471353791369062,NO
0.7080557022612702,NO
0.6432309511231714,YES
0.7191271790152448,NO
0.6226037355041596,YES
0.6640472702768145,NO
0.6527780885808048,NO
0.8083580095204908,YES
0.5875900040828722,YES
0.6099306625328562,YES
0.8118507968297803,YES
0.6495489078608956,NO
0.6370934965126744,NO
0.8332029305695882,YES
0.6215797857383044,NO
0.8412429315456886,YES
0.589024371949832,NO
0.24048510720111038,NO
0.21333362849493503,NO
0.19132247828167642,NO
0.705169898220148,NO
0.5646562308067824,YES
0.7016771109108584,NO
0.7485877285469166,YES
0.6436836612471829,NO
0.6738552604575894,YES
0.6111014238104358,NO
0.5968666679838973,NO
0.6973007785378079,NO
0.5894197818339026,NO
0.8043380090324406,YES
0.652026346811734,NO
0.795507188288199,YES
0.44936535170308894,NO
0.4166781346199265,NO
0.7319780002475366,NO
0.7798884978674137,NO
0.6855173388692511,NO
0.7040357017732201,NO
0.45417617195928023,NO
0.41938010216107496,NO
0.8117848951824351,NO
0.5715754860965045,NO
0.6927006184298654,NO
0.555824992381029,NO
0.907225807325798,YES
0.8507480955510597,YES
0.8883120345377585,YES
0.4411935474322983,NO
0.687823896526329,NO
0.44323649849999597,NO
0.6759616000042136,NO
0.49292634059819057,NO
0.6917120937196891,NO
0.5170089220947736,NO
0.5355931866460878,NO
0.5533207297819158,NO
0.5221492505876904,NO
0.7520121010404426,NO
0.5221492505876904,NO
0.7796907929253785,NO
0.24738335806633227,YES
0.3561869778330688,YES
0.8223291587576489,NO
0.7499032483253998,NO
0.6946117662028728,NO
0.6820245515599616,NO
0.38254763677110304,YES
0.24804237453978317,YES
0.7047606198940161,NO
0.39361804454358107,NO
0.6760934032989038,NO
0.41108198109002886,NO
0.23682378894148276,NO
0.2264772303083043,NO
0.23029952585431926,NO
0.36837878259190965,YES
0.6803111087289894,NO
0.2853427069371017,YES
0.6631107787719219,NO
0.41187386983966623,YES
0.6987635699856132,NO
0.3701570580887306,NO
0.32106033081664176,NO
0.38274427273164197,NO
0.3559882039095371,NO
0.7336914430785088,NO
0.3476186946967113,NO
0.6998838979904797,NO
0.018781969493349426,NO
0.0,NO
0.7202475070201113,YES
0.6120541694975503,YES
0.6115928579661346,YES
0.726244556928514,YES
0.02418590457564645,NO
0.0005272131787606854,NO
0.7727052183067994,YES
0.6480732320003534,NO
0.7325052134262972,YES
0.6406263458503587,NO
0.3783515870655023,NO
0.36181027358188583,NO
0.3670165037221476,NO
0.004810820256191256,NO
0.5617712125732499,YES
0.0044154103721207386,NO
0.654890240271856,YES
0.05983869578933782,NO
0.6081659723041902,YES
0.6030624068636598,NO
0.6004922426172015,NO
0.6559155280344185,NO
0.5995696195543703,NO
0.7305281640059446,YES
0.6282368361494826,NO
0.7147117686431239,YES
0.39170768965751135,YES
0.18121782803730763,YES
0.8698442464934557,NO
0.7434448868855814,NO
0.7006747177586208,NO
0.7114825879232148,NO
0.3127575161380987,YES
0.43955228563004356,YES
0.7141845554643633,NO
0.29052066924216646,NO
0.7048924231887063,NO
0.29322263678331495,NO
0.12287970617422406,NO
0.0986278999512325,NO
0.09513511264194296,NO
0.23881586781691255,YES
0.6914484871303087,NO
0.3774729338309728,YES
0.6605406145254636,NO
0.388346705642912,YES
0.6664717627865212,NO
0.2644236168935125,NO
0.27358394587447943,NO
0.3069301794310928,NO
0.2713432898647465,NO
0.7674989881665376,NO
0.297835752097471,NO
0.6945458645555277,NO
0.37184318171709196,NO
0.33368612790428737,NO
0.6347041529640878,NO
0.5992132097965457,NO
0.5183518885041255,NO
0.650191040090183,NO
0.3427805552379091,NO
0.34752547384675536,NO
0.6959926849950174,NO
0.7806134159882097,YES
0.6250825124517053,NO
0.7703327590023763,YES
0.45410624924246573,NO
0.4686046116583846,NO
0.46030100409290375,NO
0.38344187164982707,NO
0.5211197576926191,NO
0.39952187360202795,NO
0.5441853342633991,NO
0.42680515560289345,NO
0.556443040669585,NO
0.7218291465563933,YES
0.7282216063488667,YES
0.7451583297165535,YES
0.7679602996979533,YES
0.660208090486636,NO
0.7048924231887063,YES
0.6478185807857598,NO
0.5641859851386228,YES
0.3583092388325751,YES
0.8270081757191501,NO
0.7453560346585889,NO
0.6838038960382787,NO
0.6856491421639412,NO
0.4350187563422549,YES
0.6226407463337138,YES
0.7033766852997693,NO
0.36334703713336597,NO
0.6834743878015533,NO
0.36440146349088737,NO
0.09167759464268385,NO
0.0789585767050823,NO
0.07836546187897653,NO
0.4092512122303264,YES
0.6757638950621784,NO
0.5759823800133932,YES
0.6626494672405062,NO
0.5618794274815448,YES
0.6818268466179263,NO
0.32367424543162443,NO
0.32235621248472274,NO
0.3761978583656577,NO
0.33711818149002193,NO
0.7350094760254104,NO
0.34522408411346744,NO
0.691646192072344,NO
0.35720915068266185,NO
0.3038947179804875,NO
0.6104172968908432,NO
0.7581409542435354,NO
0.708517013792686,NO
0.6144372973788934,NO
0.364260626948586,NO
0.3358570169428541,NO
0.6281448400266713,NO
0.5624675088914659,YES
0.6009274596731509,NO
0.6290940743573477,YES
0.5794861119941614,NO
0.5759933246848719,NO
0.5622198803897489,NO
0.31667963756543416,NO
0.7050242264833964,NO
0.32030422816941384,NO
0.6946776678502179,NO
0.4141481739888159,NO
0.693952749729422,NO
0.5074396333583194,YES
0.5125799618512361,YES
0.5249035699047672,YES
0.6233606310383252,YES
0.640270743138167,NO
0.5192360282330898,YES
0.5819477852377661,NO
