LOWERTRACED_RFSMOTE_RAW_VSM_SUM.csv,Associated
0.05973434535104364,NO
0.03840607210626186,NO
0.14952561669829223,YES
0.18975332068311193,NO
0.07301707779886149,YES
0.10330170777988615,NO
0.16349146110056925,NO
0.18770398481973433,NO
0.17282732447817836,NO
0.10284629981024668,NO
0.16296015180265655,YES
0.09958254269449715,NO
0.19165085388994305,YES
0.1003415559772296,NO
0.18648956356736243,YES
0.14808349146110056,NO
0.16,NO
0.16166982922201137,NO
0.07089184060721063,NO
0.10345351043643264,YES
0.07726755218216319,NO
0.09320683111954459,YES
0.09996204933586336,NO
0.049108159392789376,NO
0.17328273244781783,NO
0.1367741935483871,NO
0.10998102466793169,NO
0.14413662239089184,NO
0.11802656546489562,NO
0.10914611005692598,NO
0.14428842504743833,NO
0.14352941176470588,YES
0.14777988614800758,NO
0.17829222011385198,YES
0.18375711574952563,NO
0.14709677419354839,NO
0.14686907020872866,NO
0.03301707779886148,NO
0.07225806451612904,NO
0.03506641366223909,NO
0.07703984819734344,NO
0.16379506641366223,NO
0.0676280834914611,NO
0.13518026565464897,YES
0.10223908918406072,YES
0.13685009487666033,YES
0.2284629981024668,YES
0.1751043643263757,NO
0.1183301707779886,YES
0.09358633776091083,NO
0.06459203036053132,NO
0.09419354838709676,NO
0.1625806451612903,NO
0.1418595825426945,NO
0.10155597722960152,NO
0.1503605313092979,NO
0.09419354838709676,NO
0.0659582542694497,NO
0.15939278937381404,NO
0.2527514231499051,YES
0.17047438330170778,NO
0.12432637571157495,YES
0.09358633776091083,NO
0.048349146110056924,NO
0.04166982922201138,NO
0.14740037950664137,NO
0.09328273244781785,NO
0.11817836812144214,NO
0.22785578747628082,NO
0.09191650853889943,NO
0.20652751423149904,NO
0.29935483870967744,YES
0.24273244781783682,YES
0.36759013282732445,YES
0.12789373814041743,YES
0.13905123339658443,NO
0.1954459203036053,YES
0.1235673624288425,NO
0.10178368121442125,NO
0.050929791271347245,NO
0.14079696394686908,NO
0.1703225806451613,NO
0.14793168880455407,NO
0.13092979127134724,NO
0.12037950664136621,NO
0.08394686907020874,NO
0.12546489563567362,NO
0.2642125237191651,YES
0.13130929791271345,NO
0.1506641366223909,YES
0.16349146110056925,NO
0.1474762808349146,NO
0.1448956356736243,NO
0.03036053130929791,NO
0.09996204933586336,NO
0.03165085388994307,NO
0.08417457305502846,NO
0.13768500948766604,NO
0.09882352941176473,NO
0.29905123339658446,YES
0.25776091081593927,YES
0.20500948766603413,YES
0.19559772296015182,YES
0.16,NO
0.1445920303605313,YES
0.08121442125237191,NO
0.04774193548387097,NO
0.04675521821631879,NO
0.0745351043643264,NO
0.21161290322580648,NO
0.1008728652751423,NO
0.0574573055028463,NO
0.038481973434535105,NO
0.03294117647058823,NO
0.10041745730550286,NO
0.3262998102466793,YES
0.038633776091081595,NO
0.1707020872865275,YES
0.15332068311195446,NO
0.14800759013282733,NO
0.14777988614800758,NO
0.05700189753320683,NO
0.07111954459203035,NO
0.055104364326375714,NO
0.06656546489563567,NO
0.12174573055028462,NO
0.1077798861480076,NO
0.2485009487666034,YES
0.2432637571157495,YES
0.23089184060721063,YES
0.08796963946869071,YES
0.09692599620493358,NO
0.07817836812144213,YES
0.06770398481973436,NO
0.07370018975332068,NO
0.02679316888045541,NO
0.3792789373814041,YES
0.10117647058823531,YES
0.08569259962049336,YES
0.2086527514231499,YES
0.1623529411764706,NO
0.0733965844402277,NO
0.24045540796963946,YES
0.06648956356736244,NO
0.24220113851992411,YES
0.07294117647058823,NO
0.15430740037950666,NO
0.1061100569259962,NO
0.10444022770398481,NO
0.06102466793168881,NO
0.06793168880455408,YES
0.05897533206831119,NO
0.1723719165085389,YES
0.15415559772296014,NO
0.09282732447817837,YES
0.08903225806451612,NO
0.05328273244781784,NO
0.22216318785578748,NO
0.08364326375711575,NO
0.250550284629981,YES
0.18352941176470589,NO
0.1505123339658444,YES
0.12910815939278938,NO
0.10998102466793169,NO
0.265426944971537,YES
0.8848576850094877,NO
0.8377229601518026,NO
0.30823529411764705,YES
0.13123339658444022,NO
0.07582542694497155,NO
0.4060721062618595,YES
0.13753320683111955,NO
0.3250853889943074,YES
0.10853889943074002,NO
0.240303605313093,NO
0.23567362428842503,NO
0.1935483870967742,NO
0.12235294117647058,NO
0.8874383301707779,NO
0.09867172675521824,NO
0.9999999999999999,NO
0.10269449715370019,NO
0.9213662239089184,NO
0.14368121442125237,NO
0.1279696394686907,NO
0.27848197343453507,NO
0.13806451612903226,NO
0.2805313092979127,YES
0.24751423149905122,NO
0.2107020872865275,YES
0.05313092979127135,NO
0.020189753320683113,NO
0.18041745730550285,YES
0.20462998102466792,YES
0.16197343453510438,YES
0.1605313092979127,YES
0.08614800759013283,NO
0.028538899430740033,NO
0.20500948766603413,YES
0.16925996204933585,NO
0.19051233396584438,YES
0.07567362428842506,NO
0.1720683111954459,NO
0.1489943074003795,NO
0.14800759013282733,NO
0.027172675521821635,NO
0.12880455407969638,YES
0.02611005692599621,NO
0.19749525616698294,YES
0.08546489563567361,NO
0.13776091081593927,YES
0.17449715370018976,NO
0.15278937381404176,NO
0.21533206831119542,NO
0.08022770398481974,NO
0.17700189753320683,YES
0.14125237191650852,NO
0.14284629981024669,YES
0.1395066413662239,NO
0.14026565464895635,NO
0.287134724857685,YES
0.1262998102466793,NO
0.11772296015180264,NO
0.3111195445920304,YES
0.14292220113851992,NO
0.13146110056925994,NO
0.3521821631878558,YES
0.11324478178368122,NO
0.3667552182163188,YES
0.10307400379506643,NO
0.1628842504743833,NO
0.10960151802656548,NO
0.08948766603415562,NO
0.15005692599620493,NO
0.15240986717267552,NO
0.1408728652751423,NO
0.26254269449715373,NO
0.08379506641366224,NO
0.19468690702087285,NO
0.16091081593927894,NO
0.1264516129032258,NO
0.2886527514231499,NO
0.15650853889943075,NO
0.2976850094876661,YES
0.2645920303605313,NO
0.23840607210626188,YES
0.028007590132827324,NO
0.006527514231499051,NO
0.03385199240986717,YES
0.1418595825426945,YES
0.08751423149905121,YES
0.03248576850094877,YES
0.02208728652751423,NO
0.0,NO
0.08394686907020874,YES
0.07999999999999999,NO
0.02550284629981025,YES
0.06800759013282734,NO
0.12235294117647058,NO
0.12409867172675523,NO
0.12804554079696392,NO
0.04053130929791272,NO
0.11795066413662239,YES
0.03916508538899431,NO
0.10891840607210626,YES
0.09480075901328272,NO
0.0845540796963947,YES
0.003946869070208728,NO
0.04675521821631879,NO
0.04554079696394687,NO
0.019127134724857688,NO
0.0435673624288425,YES
0.02125237191650854,NO
0.04091081593927894,YES
0.2296774193548387,YES
0.036736242884250474,YES
0.26838709677419353,NO
0.11005692599620492,NO
0.10330170777988615,NO
0.10686907020872866,NO
0.1818595825426945,YES
0.28045540796963947,YES
0.09912713472485768,NO
0.05009487666034156,NO
0.10770398481973434,NO
0.04341555977229602,NO
0.15430740037950666,NO
0.11400379506641367,NO
0.10231499051233398,NO
0.06421252371916508,YES
0.06466793168880455,NO
0.18375711574952563,YES
0.012296015180265657,NO
0.22671726755218216,YES
0.021176470588235293,NO
0.06998102466793168,NO
0.06292220113851993,NO
0.0881214421252372,NO
0.08311195445920305,NO
0.1577988614800759,NO
0.10641366223908919,NO
0.0681593927893738,NO
0.05624288425047439,NO
0.0435673624288425,NO
0.225426944971537,YES
0.0801518026565465,YES
0.05343453510436432,YES
0.23286527514231498,YES
0.058444022770398486,NO
0.04394686907020873,NO
0.40667931688804554,YES
0.06375711574952561,NO
0.27878557874762805,YES
0.05062618595825427,NO
0.22345351043643266,NO
0.13426944971537003,NO
0.14618595825426944,NO
0.056318785578747636,NO
0.07810246679316887,YES
0.051233396584440226,NO
0.22041745730550286,YES
0.054876660341555986,NO
0.14201138519924097,YES
0.09525616698292222,NO
0.06406072106261859,NO
0.222011385199241,NO
0.08189753320683113,NO
0.217685009487666,YES
0.19149905123339658,NO
0.2681593927893738,YES
0.08197343453510436,NO
0.028538899430740033,NO
0.3779127134724858,YES
0.22132827324478177,YES
0.20561669829222012,YES
0.2405313092979127,YES
0.15893738140417457,NO
0.08098671726755219,NO
0.28364326375711574,YES
0.13571157495256167,NO
0.2750664136622391,YES
0.07514231499051233,NO
0.1653889943074004,NO
0.12637571157495256,NO
0.12493358633776092,NO
0.06451612903225806,NO
0.1686527514231499,YES
0.059506641366223904,NO
0.22535104364326378,YES
0.14193548387096774,NO
0.17275142314990513,YES
0.15453510436432638,NO
0.13267552182163186,NO
0.22056925996204935,NO
0.09290322580645163,NO
0.2839468690702087,YES
0.17024667931688806,NO
0.21548387096774194,YES
0.09442125237191651,NO
0.07597722960151804,NO
0.3918026565464896,YES
0.1157495256166983,YES
0.14406072106261858,YES
0.24280834914611005,YES
0.16485768500948764,NO
0.11567362428842506,NO
0.2485009487666034,YES
0.07620493358633776,NO
0.2886527514231499,YES
0.07013282732447818,NO
0.105123339658444,NO
0.057988614800759015,NO
0.04030360531309298,NO
0.1469449715370019,NO
0.12022770398481972,YES
0.14246679316888045,NO
0.2522960151802657,YES
0.127134724857685,NO
0.1833776091081594,YES
0.12569259962049337,NO
0.09130929791271347,NO
0.2672485768500949,NO
0.12273244781783682,NO
0.254573055028463,YES
0.23992409867172676,NO
0.18838709677419355,YES
0.046375711574952565,NO
0.048121442125237196,NO
0.22740037950664138,YES
0.07537001897533208,YES
0.04303605313092979,YES
0.2157874762808349,YES
0.04296015180265655,NO
0.03476280834914611,NO
0.389449715370019,YES
0.06869070208728653,NO
0.2661100569259962,YES
0.05935483870967743,NO
0.20956356736242884,NO
0.08842504743833016,NO
0.10618595825426946,NO
0.07203036053130929,NO
0.07081593927893737,YES
0.0696774193548387,NO
0.2252751423149905,YES
0.041062618595825426,NO
0.15552182163187855,YES
0.08948766603415562,NO
0.05426944971537002,NO
0.2305123339658444,NO
0.07567362428842506,NO
0.22178368121442124,YES
0.1723719165085389,NO
0.31612903225806455,YES
0.07992409867172676,NO
0.06125237191650854,NO
0.07058823529411765,YES
0.26322580645161286,YES
0.19377609108159394,YES
0.10960151802656548,YES
0.0639089184060721,NO
0.03461100569259962,NO
0.14717267552182162,YES
0.14216318785578747,NO
0.07802656546489564,YES
0.10018975332068311,NO
0.18140417457305502,NO
0.19984819734345352,NO
0.18406072106261862,NO
0.12144212523719164,NO
0.16455407969639468,YES
0.11764705882352941,NO
0.20091081593927895,YES
0.10702087286527515,NO
0.1939278937381404,YES
0.08409867172675523,NO
0.11499051233396584,NO
0.11483870967741935,NO
0.0698292220113852,NO
0.10793168880455409,YES
0.08258064516129032,NO
0.08417457305502846,YES
0.08371916508538899,NO
0.07074003795066414,NO
0.18535104364326377,YES
0.24189753320683113,YES
0.2676280834914611,YES
0.18937381404174572,YES
0.06702087286527514,NO
0.052675521821631884,NO
0.21396584440227706,YES
0.13191650853889944,NO
0.2232258064516129,YES
0.09442125237191651,NO
0.10246679316888047,NO
0.07119544592030361,NO
0.04584440227703985,NO
0.13108159392789373,NO
0.21548387096774194,YES
0.12705882352941175,NO
0.4273244781783681,YES
0.060265654648956356,NO
0.34125237191650853,YES
0.1198481973434535,NO
0.10345351043643264,NO
0.21912713472485768,NO
0.09487666034155598,NO
0.18072106261859583,YES
0.16698292220113853,NO
0.170550284629981,YES
0.06011385199240988,NO
0.022466793168880454,NO
0.09738140417457306,NO
0.152561669829222,NO
0.04387096774193548,NO
0.06519924098671726,NO
0.06565464895635673,NO
0.025578747628083487,NO
0.18929791271347246,NO
0.09055028462998102,NO
0.05214421252371917,NO
0.07240986717267553,NO
0.3132447817836812,YES
0.2481973434535104,YES
0.29146110056925995,YES
0.05070208728652752,NO
0.04652751423149905,NO
0.053055028462998095,NO
0.03286527514231499,NO
0.11028462998102467,NO
0.05100569259962049,NO
0.027703984819734344,NO
0.049108159392789376,NO
0.06952561669829221,NO
0.033624288425047444,NO
0.12045540796963947,NO
0.033624288425047444,NO
0.15233396584440226,NO
0.30671726755218215,YES
0.4320303605313093,YES
0.20144212523719165,NO
0.11802656546489562,NO
0.05434535104364326,NO
0.03984819734345351,NO
0.4623908918406072,YES
0.30747628083491463,YES
0.06603415559772297,NO
0.10785578747628086,NO
0.03301707779886148,NO
0.1279696394686907,NO
0.11863377609108158,NO
0.10671726755218217,NO
0.11111954459203036,NO
0.4460721062618595,YES
0.03787476280834915,NO
0.3504364326375711,YES
0.018064516129032256,NO
0.49616698292220107,YES
0.05912713472485769,NO
0.0808349146110057,NO
0.024288425047438326,NO
0.09533206831119545,NO
0.06451612903225806,NO
0.09935483870967743,NO
0.054876660341555986,NO
0.060417457305502846,NO
0.024136622390891836,NO
0.0025047438330170774,NO
0.08387096774193548,YES
0.21161290322580648,YES
0.21108159392789372,YES
0.09077798861480074,YES
0.03036053130929791,NO
0.003111954459203035,NO
0.14428842504743833,YES
0.07673624288425049,NO
0.09798861480075902,YES
0.0681593927893738,NO
0.14261859582542694,NO
0.1235673624288425,NO
0.12956356736242883,NO
0.008045540796963948,NO
0.15370018975332067,YES
0.007590132827324479,NO
0.2609487666034156,YES
0.07142314990512336,NO
0.20713472485768503,YES
0.024895635673624288,NO
0.02193548387096774,NO
0.08576850094876662,NO
0.020872865275142316,NO
0.09571157495256166,YES
0.05388994307400379,NO
0.07749525616698291,YES
0.25502846299810245,YES
0.012599620493358634,YES
0.25616698292220114,NO
0.11058823529411765,NO
0.06132827324478179,NO
0.07377609108159391,NO
0.1640986717267552,YES
0.31013282732447817,YES
0.07688804554079698,NO
0.06975332068311196,NO
0.06618595825426946,NO
0.072865275142315,NO
0.12470588235294117,NO
0.0967741935483871,NO
0.09275142314990514,NO
0.07893738140417458,YES
0.05070208728652752,NO
0.23863377609108158,YES
0.015104364326375713,NO
0.251157495256167,YES
0.02193548387096774,NO
0.03969639468690702,NO
0.050246679316888046,NO
0.0886527514231499,NO
0.047666034155597725,NO
0.138292220113852,NO
0.07817836812144213,NO
0.05426944971537002,NO
0.08652751423149904,NO
0.04258064516129032,NO
0.7508918406072106,NO
0.1571157495256167,NO
0.06398481973434536,NO
0.7687286527514231,NO
0.053055028462998095,NO
0.05851992409867173,NO
0.8214800759013283,NO
0.15339658444022772,YES
0.7398102466793169,NO
0.1415559772296015,YES
0.17548387096774196,NO
0.1921821631878558,NO
0.18261859582542694,NO
0.09988614800759013,NO
0.06717267552182163,NO
0.11840607210626186,NO
0.09373814041745732,NO
0.14982922201138518,NO
0.10785578747628086,NO
0.08569259962049336,YES
0.0930550284629981,YES
0.112561669829222,YES
0.1388235294117647,YES
0.7802656546489564,NO
0.06618595825426946,YES
0.7659962049335864,NO
0.26671726755218217,YES
0.029601518026565465,YES
0.20683111954459202,NO
0.11278937381404175,NO
0.04189753320683112,NO
0.04402277039848197,NO
0.11795066413662239,YES
0.3340417457305503,YES
0.06444022770398483,NO
0.07445920303605313,NO
0.0415180265654649,NO
0.07567362428842506,NO
0.11893738140417456,NO
0.10428842504743832,NO
0.10360531309297913,NO
0.08827324478178367,YES
0.03263757115749526,NO
0.28030360531309295,YES
0.017533206831119544,NO
0.26406072106261863,YES
0.039620493358633775,NO
0.028766603415559776,NO
0.027248576850094873,NO
0.08925996204933587,NO
0.0442504743833017,NO
0.1008728652751423,NO
0.05358633776091082,NO
0.050929791271347245,NO
0.10049335863377609,NO
0.039089184060721066,NO
0.10519924098671726,NO
0.12751423149905125,NO
0.0703605313092979,NO
0.1098292220113852,NO
0.10861480075901328,NO
0.07590132827324478,NO
0.1256166982922201,NO
0.4333206831119545,YES
0.09426944971537002,NO
0.5100569259962049,YES
0.17760910815939276,NO
0.1735863377609108,NO
0.15772296015180265,NO
0.05381404174573055,NO
0.06633776091081595,NO
0.057988614800759015,NO
0.054421252371916515,NO
0.1660721062618596,NO
0.05358633776091082,NO
0.3699430740037951,YES
0.37586337760910815,YES
0.39005692599620495,YES
0.5034535104364327,YES
0.13958254269449716,NO
0.3835294117647059,YES
0.07240986717267553,NO
