LOWERTRACED_MAX_RAW_VSM_SUM.csv,Associated
0.18640444634459175,NO
0.12035057716973066,NO
0.8331551945275761,YES
0.3492945703292005,YES
0.3274903805044891,YES
0.5928815733219326,YES
0.31124412141941005,NO
0.18597691321077386,NO
0.6376656690893545,YES
0.31626763574177,NO
0.6401239846088074,YES
0.3253527148353998,NO
0.3613723813595554,NO
0.2935014963659684,NO
0.29115006412997013,NO
0.1685549380076956,NO
0.3024796921761437,YES
0.16566908935442493,NO
0.4495510902094913,YES
0.2997007268063276,NO
0.33753740914920904,YES
0.34801197092774694,NO
0.29766994442069267,NO
0.5354852501068834,NO
0.34042325780247973,NO
0.6518811457887987,YES
0.4810816588285593,NO
0.5110089781958103,YES
0.16876870457460452,NO
0.1418341171440787,NO
0.792218896964515,YES
0.49796921761436524,NO
0.43159469858914074,NO
0.8525010688328347,YES
0.17176143651132963,NO
0.09373663958956818,NO
0.9902736212056438,YES
0.39536126549807615,NO
0.8762291577597265,YES
0.3545318512184695,NO
0.5542967079948697,NO
0.547776827704147,NO
0.48845660538691754,NO
0.15925609234715693,NO
0.501603249251817,NO
0.125908507909363,NO
0.6601111586147927,NO
0.13157332193244978,NO
0.549380076955964,NO
0.40401881145788804,NO
0.3818939717828132,NO
0.5938435228730228,NO
0.39610944848225743,NO
0.8134886703719539,YES
0.5502351432235999,NO
0.7151560495938436,YES
0.17240273621205643,NO
0.12601539119281746,NO
0.5479905942710561,YES
0.5863616930312099,YES
0.5262932877297992,YES
0.5199871740059856,YES
0.21889696451474994,NO
0.13777255237280892,NO
0.5826207781103037,YES
0.5075887131252672,NO
0.5622060709705003,YES
0.3758016246259085,NO
0.4272124839675075,NO
0.39471996579734936,NO
0.39333048311244134,NO
0.1358486532706285,NO
0.47958529286019674,YES
0.13435228730226598,NO
0.57631466438649,YES
0.21793501496365975,NO
0.4921975203078239,YES
0.5149636596836256,NO
0.4843950406156478,NO
0.5724668661821293,NO
0.3822146216331766,NO
0.5431808465156049,YES
0.46814878153056866,NO
0.49508336896109456,YES
0.11276186404446342,NO
0.11383069687900813,NO
0.7975630611372382,YES
0.41096622488242845,NO
0.3988884138520736,NO
0.8313381787088501,YES
0.11757161179991449,NO
0.10143223599828985,NO
0.8891620350577172,YES
0.37248824283882004,NO
0.909683625480975,YES
0.3581658828559214,NO
0.32075673364685764,NO
0.24572466866182135,NO
0.21740059854638738,NO
0.12761864044463447,NO
0.44773407439076535,NO
0.11468576314664389,NO
0.6028217186831981,NO
0.034309533988884144,NO
0.5072680632749038,NO
0.43961094484822577,NO
0.39108593415989745,NO
0.619495510902095,NO
0.4334117144078667,NO
0.8124198375374092,YES
0.5856135100470288,NO
0.7289439931594701,YES
0.03943993159469861,NO
0.009191962377084223,NO
0.11489952971355283,YES
0.33315519452757597,YES
0.256626763574177,YES
0.11297563061137242,YES
0.03110303548525012,NO
0.0,NO
0.1854424967935015,YES
0.14685763146643865,NO
0.10314236853356135,YES
0.12997007268063274,NO
0.2692389910218042,NO
0.271697306541257,NO
0.2772552372808893,NO
0.057075673364685775,NO
0.2994869602394186,YES
0.05515177426250534,NO
0.2867678495083369,YES
0.13349722103463021,NO
0.2524583155194528,YES
0.039760581445062004,NO
0.1000427533133818,NO
0.09833262077811031,NO
0.061137238135955535,NO
0.1285805899957247,YES
0.06412997007268062,NO
0.12483967507481833,YES
0.6089140658401027,YES
0.3372167592988457,YES
0.4955109020949124,NO
0.2725523728088927,NO
0.2630397605814451,NO
0.2680632749038051,NO
0.541577597263788,YES
0.6804189824711415,YES
0.25716117999144933,NO
0.15711842667806758,NO
0.2692389910218042,NO
0.14771269773407442,NO
0.3796494228302694,NO
0.322894399315947,NO
0.306434373663959,NO
0.375908507909363,YES
0.208636169303121,NO
0.5442496793501497,YES
0.1348867037195383,NO
0.6047456177853785,YES
0.14739204788371102,NO
0.18512184694313816,NO
0.17518170158187257,NO
0.21066695168875588,NO
0.20361265498076103,NO
0.33978195810175293,NO
0.23642582300128262,NO
0.21355280034202656,NO
0.062099187687045754,NO
0.04424967935014962,NO
0.736746472851646,YES
0.3432022231722959,YES
0.3055793073963232,YES
0.747221034630184,YES
0.0651988029072253,NO
0.044784095767421955,NO
0.9919837537409153,YES
0.28153056861906806,NO
0.811885421120137,YES
0.2630397605814451,NO
0.5202009405728945,NO
0.39461308251389493,NO
0.4113937580162463,NO
0.06220607097050024,NO
0.34031637451902524,YES
0.05504489097905085,NO
0.5407225309961523,YES
0.060175288584865344,NO
0.43031209918768715,YES
0.3258871312526721,NO
0.28195810175288594,NO
0.5043822146216332,NO
0.30707567336468583,NO
0.7258443779392905,YES
0.4614151346729372,NO
0.7969217614365114,YES
0.23044035912783245,NO
0.15519452757588714,NO
0.7241342454040189,YES
0.5036340316374519,YES
0.48150919196237724,YES
0.5306755023514322,YES
0.33882000855066274,NO
0.22905087644292432,NO
0.5913852073535701,YES
0.4256092347156905,NO
0.5793073963232152,YES
0.3403163745190253,NO
0.37590850790936303,NO
0.3209705002137666,NO
0.31893971782813174,NO
0.20585720393330487,NO
0.4294570329200514,YES
0.19880290722530997,NO
0.509298845660539,YES
0.31487815305686195,NO
0.43522873022659264,YES
0.4521162890123985,NO
0.4213339033775118,NO
0.5451047456177853,NO
0.36532706284737076,NO
0.5918127404873879,YES
0.4742411286874734,NO
0.49540401881145796,YES
0.16812740487387778,NO
0.1421547669944421,NO
0.8769773407439077,YES
0.37932877297990597,YES
0.41919623770842246,YES
0.6671654553227877,YES
0.26731509191962377,NO
0.19805472424112874,NO
0.6751817015818726,YES
0.32631466438649,NO
0.7317229585292861,YES
0.3177640017101326,NO
0.19826849080803766,NO
0.1318939717828132,NO
0.10699016673792222,NO
0.2420906370243694,NO
0.38563488670371954,YES
0.23578452330055583,NO
0.5716117999144934,YES
0.21419410004275335,NO
0.4745617785378367,YES
0.39600256519880295,NO
0.34758443779392906,NO
0.5953398888413852,NO
0.3918341171440787,NO
0.68373236425823,YES
0.5568619067977769,NO
0.5905301410859343,YES
0.02276613937580163,NO
0.025224454895254378,NO
0.7718041898247114,YES
0.3436297563061137,YES
0.2980974775545105,YES
0.755451047456178,YES
0.01795639162035058,NO
0.006412997007268065,NO
1.0000000000000002,YES
0.2715904232578025,NO
0.82631466438649,YES
0.258443779392903,NO
0.4672937152629329,NO
0.2967079948696024,NO
0.3217186831979479,NO
0.05889268918341173,NO
0.33721675929884565,YES
0.05557930739632319,NO
0.5547242411286875,YES
0.01528430953398889,NO
0.4564985036340317,YES
0.3008764429243267,NO
0.2512825994014536,NO
0.4994655835827277,NO
0.2814236853356135,NO
0.763894826849081,YES
0.4175929884566055,NO
0.8967507481829844,YES
0.15572894399315945,NO
0.12943565626336043,NO
0.2725523728088927,YES
0.6255878580589997,YES
0.5277896536981617,YES
0.32749038050448914,YES
0.13317657118426682,NO
0.09191962377084226,NO
0.38039760581445065,YES
0.3583796494228303,NO
0.28302693458743056,YES
0.2992731936725097,NO
0.3829628046173579,NO
0.40893544249679353,NO
0.3867037195382643,NO
0.21419410004275335,NO
0.4866395895681916,YES
0.20884993587002998,NO
0.5378366823428817,YES
0.19388627618640447,NO
0.5280034202650705,YES
0.2766139375801625,NO
0.3201154339461309,NO
0.31990166737922193,NO
0.2565198802907226,NO
0.3251389482684908,YES
0.27447627191107316,NO
0.29168448054724244,YES
0.13007695596408722,NO
0.11179991449337326,NO
0.5237280889268918,YES
0.7050021376656692,YES
0.7412355707567337,YES
0.5293929029499786,YES
0.10656263360410434,NO
0.08636169303120994,NO
0.5640230867892262,YES
0.3350790936297564,NO
0.5770628473706714,YES
0.28227875160324933,NO
0.1670585720393331,NO
0.12302265925609238,NO
0.08732364258230013,NO
0.1967721248396751,NO
0.6678067550235143,YES
0.19110731081658833,NO
0.9661179991449338,YES
0.09705002137665669,NO
0.8449123557075673,YES
0.31808465156049603,NO
0.29499786233433095,NO
0.45788798631893984,NO
0.2829200513039761,NO
0.5172082086361693,YES
0.38445917058572043,NO
0.5028858486532706,YES
0.12612227447627192,NO
0.0731081658828559,NO
0.2521376656690894,NO
0.30654125694741347,NO
0.15348439504061567,NO
0.20681915348439506,NO
0.13392475416844807,NO
0.07749038050448911,NO
0.3815733219324498,NO
0.190359127832407,NO
0.1884352287302266,NO
0.16481402308678922,NO
0.7882642154766994,YES
0.6966652415562207,YES
0.7575887131252674,YES
0.1128687473279179,NO
0.15722530996152206,NO
0.11618212911500642,NO
0.13798631893971786,NO
0.1967721248396751,NO
0.16353142368533563,NO
0.10185976913210776,NO
0.13200085506626763,NO
0.1607524583155195,NO
0.11019666524155625,NO
0.2846301838392476,NO
0.11019666524155625,NO
0.329521162890124,NO
0.4245404018811459,YES
0.601004702864472,YES
0.3265284309533989,NO
0.2090637024369389,NO
0.11938862761864044,NO
0.0989739204788371,NO
0.6437580162462593,YES
0.4256092347156905,YES
0.13584865327062848,NO
0.22776827704147073,NO
0.08935442496793503,NO
0.25609234715690465,NO
0.2420906370243694,NO
0.22530996152201804,NO
0.23150919196237713,NO
0.6207781103035486,YES
0.09619495510902096,NO
0.48610517315091933,YES
0.06829841812740486,NO
0.6913210773834972,YES
0.12612227447627192,NO
0.1897178281316802,NO
0.11008978195810176,NO
0.21013253527148357,NO
0.16673792218896966,NO
0.18277041470713978,NO
0.15316374519025228,NO
0.12793929029499784,NO
0.05215904232578025,NO
0.02169730654125694,NO
0.3860624198375375,YES
0.6439717828131681,YES
0.6432235998289868,YES
0.39578879863189403,YES
0.060923471569046594,NO
0.022552372808892676,NO
0.47114151346729377,YES
0.17646430098332622,NO
0.4059427105600684,YES
0.16438648995297134,NO
0.34747755451047463,NO
0.3206498503634032,NO
0.3290936297563062,NO
0.02949978623343308,NO
0.5624198375374092,YES
0.028858486532706284,NO
0.7134459170585721,YES
0.11874732791791365,NO
0.6376656690893545,YES
0.10346301838392474,NO
0.0992945703292005,NO
0.1891834117144079,NO
0.09779820436083797,NO
0.40273621205643434,YES
0.14429243266353145,NO
0.3770842240273622,YES
0.7211415134672938,YES
0.37975630611372385,YES
0.45489525438221473,NO
0.23920478837109876,NO
0.1698375374091492,NO
0.19805472424112874,NO
0.5930953398888414,YES
0.7987387772552375,YES
0.20243693886276187,NO
0.15882855921333905,NO
0.18736639589568194,NO
0.16321077383497223,NO
0.27575887131252674,NO
0.23642582300128262,NO
0.23076100897819585,NO
0.4731722958529287,YES
0.15487387772552375,NO
0.6980547242411288,YES
0.10474561778537839,NO
0.7156904660111161,YES
0.11436511329628046,NO
0.11650277896536981,NO
0.13135955536554084,NO
0.1854424967935015,NO
0.12772552372808893,NO
0.28890551517742635,NO
0.17069260367678496,NO
0.17058572039333053,NO
0.19634459170585727,NO
0.13445917058572043,NO
0.1532706284737067,NO
0.3084651560495939,NO
0.17731936725096198,NO
0.17838820008550665,NO
0.14920906370243697,NO
0.15690466011115867,NO
0.2526720820863617,NO
0.4328772979905943,YES
0.13766566908935446,NO
0.41620350577169735,YES
0.3774048738777256,NO
0.4009191962377085,NO
0.38745190252244555,NO
0.21515604959384355,NO
0.1818084651560496,NO
0.24123557075673369,NO
0.21921761436511333,NO
0.2854852501068833,NO
0.23909790508764434,NO
0.33753740914920916,YES
0.34790508764429245,YES
0.3753740914920907,YES
0.41235570756733647,YES
0.19463445917058575,NO
0.3100684053014109,YES
0.17454040188114578,NO
0.7480761008978196,YES
0.41417272338606254,YES
0.3382855921333904,NO
0.20585720393330492,NO
0.106028217186832,NO
0.10902094912355709,NO
0.5385848653270628,YES
0.8428815733219326,YES
0.13777255237280892,NO
0.1491021804189825,NO
0.10549380076955966,NO
0.15081231295425396,NO
0.2291577597263788,NO
0.20852928601966653,NO
0.20756733646857634,NO
0.4967935014963661,YES
0.09298845660538693,NO
0.7672082086361693,YES
0.07171868319794783,NO
0.7443351859769134,YES
0.10282171868319795,NO
0.08475844377939293,NO
0.08262077811030355,NO
0.16994442069260374,NO
0.10656263360410434,NO
0.1890765284309534,NO
0.11970927746900387,NO
0.11874732791791365,NO
0.2791791363830697,NO
0.1927105600684053,NO
0.3057930739632322,NO
0.2704147071398034,NO
0.18993159469858917,NO
0.3123129542539547,NO
0.29061564771269777,NO
0.2445489525438222,NO
0.334544677212484,NO
0.4925181701581874,YES
0.29040188114578885,NO
0.6005771697306541,YES
0.38456605386917486,NO
0.3789012398460881,NO
0.3565626336041043,NO
0.21344591705857208,NO
0.18426678067550234,NO
0.21932449764856776,NO
0.16748610517315093,NO
0.3715262932877298,NO
0.16631038905515183,NO
0.4032706284737068,YES
0.41160752458315525,YES
0.43159469858914074,YES
0.5912783240701156,YES
0.3542112013681061,NO
0.42240273621205643,YES
0.25961949551090213,NO
