LOWERTRACED_RFUNDER_SINGLE_LSA_MEDIAN.csv,Associated
0.10375,NO
0.09615,YES
0.29635,NO
0.04105,YES
0.26555,NO
0.15405,YES
0.2703,NO
0.11255,NO
0.0955,NO
0.10900000000000001,NO
0.10265,NO
0.14338333333333333,NO
0.11755,NO
0.09973333333333334,NO
0.10842222222222223,NO
0.08442222222222223,NO
0.3590888888888889,YES
0.17295555555555556,YES
0.15240555555555557,YES
0.3603888888888889,YES
0.11352222222222223,NO
0.07872222222222224,NO
0.39403888888888894,YES
0.22530555555555562,NO
0.3551388888888889,YES
0.2277055555555556,NO
0.10825,NO
0.0967,NO
0.0967,NO
0.10082222222222223,NO
0.12145555555555557,YES
0.10002222222222223,NO
0.18600555555555556,YES
0.1430722222222222,NO
0.13305555555555557,YES
0.18165555555555563,NO
0.1894055555555556,NO
0.22750555555555563,NO
0.1802555555555556,NO
0.3746388888888889,YES
0.2037555555555556,NO
0.3560388888888889,YES
0.0772,NO
0.0366,NO
0.1876388888888889,NO
0.4346555555555556,NO
0.4044055555555556,NO
0.1739388888888889,NO
0.0842,NO
0.06125,NO
0.1617888888888889,NO
0.20695555555555556,YES
0.16773888888888888,NO
0.15075555555555556,YES
0.09935,NO
0.0878,NO
0.08445,NO
0.027000000000000003,NO
0.3790055555555556,NO
0.02735,NO
0.35965555555555556,NO
0.10095,NO
0.37020555555555557,NO
0.20040555555555556,YES
0.18615555555555557,YES
0.14510555555555557,YES
0.15025555555555556,YES
0.2001888888888889,NO
0.09320555555555557,YES
0.1378388888888889,NO
0.060361111111111115,NO
0.04981111111111111,NO
0.05345,YES
0.19901666666666668,YES
0.14321666666666666,YES
0.06655,YES
0.05536111111111111,NO
0.04131111111111112,NO
0.1034,YES
0.16878888888888888,NO
0.053,YES
0.1118388888888889,NO
0.1126,NO
0.12855,NO
0.11875,NO
0.08376111111111112,NO
0.12891666666666668,YES
0.0816111111111111,NO
0.14781666666666665,YES
0.08211111111111111,NO
0.14441666666666667,YES
0.1413388888888889,NO
0.1491888888888889,NO
0.1502888888888889,NO
0.0904888888888889,NO
0.07305,YES
0.0946888888888889,NO
0.0663,YES
0.07075,NO
0.03725,NO
0.14682777777777778,NO
0.10055555555555556,NO
0.08290555555555557,NO
0.12762777777777778,NO
0.08265,NO
0.0768,NO
0.12772777777777777,NO
0.09945,YES
0.13002777777777777,NO
0.12235,YES
0.12595,NO
0.1018,NO
0.10165,NO
0.02665,NO
0.058055555555555555,NO
0.027999999999999997,NO
0.061205555555555555,NO
0.1128,NO
0.05500555555555556,NO
0.09395,YES
0.07225,YES
0.09505,YES
0.1554,YES
0.14802777777777779,NO
0.08285,YES
0.09432777777777777,NO
0.053005555555555556,NO
0.07250555555555555,NO
0.13422222222222221,NO
0.09835,NO
0.0718,NO
0.12617222222222224,NO
0.07250555555555555,NO
0.053905555555555554,NO
0.13212222222222222,NO
0.1991777777777778,YES
0.13942222222222223,NO
0.11457777777777778,YES
0.06655,NO
0.03675,NO
0.03235,NO
0.10755555555555554,NO
0.06635,NO
0.08830555555555555,NO
0.155,NO
0.07100555555555554,NO
0.14095,NO
0.2298777777777778,YES
0.1925777777777778,YES
0.2748277777777778,YES
0.11692777777777777,YES
0.11872222222222223,NO
0.16142777777777778,YES
0.10852222222222223,NO
0.07195,NO
0.03845,NO
0.11987222222222223,NO
0.36154444444444445,NO
0.3467944444444444,NO
0.11337222222222222,NO
0.0842,NO
0.0602,NO
0.10977222222222223,NO
0.19006111111111113,YES
0.11362222222222222,NO
0.11526111111111112,YES
0.1126,NO
0.10205,NO
0.10035,NO
0.0249,NO
0.31519444444444444,NO
0.02575,NO
0.3047944444444444,NO
0.0956,NO
0.3144444444444444,NO
0.2130111111111111,YES
0.1858111111111111,YES
0.1510611111111111,YES
0.1448611111111111,YES
0.1325222222222222,NO
0.11126111111111112,YES
0.08062222222222223,NO
0.0752388888888889,NO
0.0745888888888889,NO
0.07622222222222223,NO
0.27763333333333334,NO
0.20468333333333333,NO
0.06497222222222224,NO
0.06913888888888889,NO
0.0654888888888889,NO
0.09327222222222223,NO
0.2587388888888889,YES
0.05257222222222223,NO
0.1562388888888889,YES
0.1059,NO
0.1024,NO
0.10225,NO
0.0813388888888889,NO
0.18508333333333332,NO
0.0800888888888889,NO
0.18208333333333332,NO
0.1239888888888889,NO
0.20923333333333333,NO
0.2074888888888889,YES
0.20403888888888888,YES
0.1958888888888889,YES
0.1017388888888889,YES
0.09097222222222223,NO
0.0952888888888889,YES
0.07172222222222223,NO
0.059005555555555554,NO
0.028105555555555557,NO
0.27141666666666664,YES
0.4882166666666667,YES
0.4780166666666667,YES
0.15901666666666667,YES
0.11740555555555557,NO
0.058805555555555555,NO
0.17996666666666666,YES
0.0487,NO
0.18111666666666668,YES
0.05295,NO
0.10655,NO
0.0748,NO
0.0737,NO
0.05065555555555556,NO
0.4663166666666667,YES
0.049305555555555554,NO
0.5351166666666667,YES
0.11200555555555555,NO
0.4827166666666667,YES
0.06355,NO
0.04,NO
0.15125,NO
0.06,NO
0.18661666666666665,YES
0.1258,NO
0.12071666666666667,YES
0.17883888888888888,NO
0.16623888888888888,NO
0.42974999999999997,YES
0.11891111111111112,NO
0.08786111111111111,NO
0.45794999999999997,YES
0.1802388888888889,NO
0.1437388888888889,NO
0.5224,YES
0.11772222222222223,NO
0.46904999999999997,YES
0.09862222222222222,NO
0.3909777777777778,NO
0.38792777777777776,NO
0.3601777777777778,NO
0.1743888888888889,NO
0.1206111111111111,NO
0.1587888888888889,NO
0.1947611111111111,NO
0.1614388888888889,NO
0.1429611111111111,NO
0.12177222222222223,NO
0.11142222222222223,NO
0.21057222222222222,NO
0.11807222222222223,NO
0.4397,YES
0.19017222222222221,NO
0.3937,YES
0.0399,NO
0.0182,NO
0.62375,YES
0.17858888888888888,YES
0.1504888888888889,YES
0.61065,YES
0.06165,NO
0.0237,NO
0.63995,YES
0.1941777777777778,NO
0.6304,YES
0.1325277777777778,NO
0.11825,NO
0.10305,NO
0.1024,NO
0.0228,NO
0.12863888888888889,YES
0.0221,NO
0.1738888888888889,YES
0.0612,NO
0.1345388888888889,YES
0.1976277777777778,NO
0.1833277777777778,NO
0.2245277777777778,NO
0.1355277777777778,NO
0.6214999999999999,YES
0.17572777777777782,NO
0.599,YES
0.2818,NO
0.2823,NO
0.2829388888888889,YES
0.11587777777777777,NO
0.11022777777777777,NO
0.2987388888888889,YES
0.28405,NO
0.2765,NO
0.3257888888888889,YES
0.0795,NO
0.3353888888888889,YES
0.0728,NO
0.21775555555555554,NO
0.18265555555555557,NO
0.16940555555555556,NO
0.28875,NO
0.1330777777777778,NO
0.2827,NO
0.2056277777777778,NO
0.2451,NO
0.16092777777777778,NO
0.1109,NO
0.0882,NO
0.19505,NO
0.10800000000000001,NO
0.2898888888888889,YES
0.1792,NO
0.2508388888888889,YES
0.02335,NO
0.0092,NO
0.09386666666666667,YES
0.11501666666666667,YES
0.07921666666666666,YES
0.09296666666666667,YES
0.01945,NO
0.0049,NO
0.12686666666666666,YES
0.19093333333333334,NO
0.08836666666666666,YES
0.18303333333333333,NO
0.0855,NO
0.08665,NO
0.08925,NO
0.0316,NO
0.09926666666666667,YES
0.0307,NO
0.09331666666666666,YES
0.06735,NO
0.07726666666666666,YES
0.14083333333333334,NO
0.16903333333333334,NO
0.16823333333333335,NO
0.15083333333333332,NO
0.10026666666666667,YES
0.15223333333333333,NO
0.09851666666666667,YES
0.4567555555555556,YES
0.3296555555555556,YES
0.41503333333333337,NO
0.32184444444444443,NO
0.3173944444444444,NO
0.3086333333333333,NO
0.4252555555555556,YES
0.49020555555555556,YES
0.3035333333333333,NO
0.2767888888888889,NO
0.30918333333333337,NO
0.2723888888888889,NO
0.10655,NO
0.08,NO
0.0723,NO
0.3477555555555556,YES
0.29194444444444445,NO
0.4265055555555556,YES
0.2574444444444444,NO
0.4548055555555556,YES
0.26329444444444444,NO
0.2898888888888889,NO
0.28523888888888893,NO
0.3018388888888889,NO
0.2985388888888889,NO
0.34218333333333334,NO
0.3138888888888889,NO
0.28313333333333335,NO
0.14195000000000002,NO
0.1336,NO
0.6145111111111111,YES
0.10214444444444445,YES
0.08454444444444445,YES
0.6194111111111111,YES
0.1434,NO
0.13385,NO
0.7339111111111111,YES
0.0469,NO
0.649661111111111,YES
0.03825,NO
0.15765555555555558,NO
0.09890555555555555,NO
0.10675555555555555,NO
0.14200000000000002,NO
0.10079444444444444,YES
0.13865,NO
0.19454444444444446,YES
0.14105,NO
0.14289444444444444,YES
0.06765,NO
0.0471,NO
0.15115,NO
0.05885,NO
0.6094111111111111,YES
0.13105,NO
0.6426611111111111,YES
0.0589,NO
0.0237,NO
0.2527388888888889,YES
0.4940333333333333,YES
0.4836833333333333,YES
0.1622388888888889,YES
0.1096,NO
0.05825,NO
0.19063888888888889,YES
0.11652222222222222,NO
0.1849888888888889,YES
0.07662222222222223,NO
0.2027388888888889,NO
0.1770388888888889,NO
0.1760888888888889,NO
0.0474,NO
0.4593333333333333,YES
0.0441,NO
0.4966833333333333,YES
0.0984,NO
0.4620333333333333,YES
0.12892222222222222,NO
0.11452222222222222,NO
0.17242222222222223,NO
0.08832222222222223,NO
0.1908388888888889,YES
0.13927222222222224,NO
0.1457388888888889,YES
0.09487777777777778,NO
0.08272777777777778,NO
0.313,YES
0.08115,YES
0.0998,YES
0.21484999999999999,YES
0.14127777777777778,NO
0.10887777777777778,NO
0.21860000000000002,YES
0.06065555555555556,NO
0.24505,YES
0.056655555555555556,NO
0.07415,NO
0.0431,NO
0.03145,NO
0.12947777777777777,NO
0.0841,YES
0.1265277777777778,NO
0.1711,YES
0.11642777777777778,NO
0.1257,YES
0.09325555555555556,NO
0.07060555555555556,NO
0.18650555555555556,NO
0.09130555555555556,NO
0.22260000000000002,YES
0.16850555555555558,NO
0.179,YES
0.11878333333333332,NO
0.11993333333333334,NO
0.5047,YES
0.08788333333333334,YES
0.06658333333333334,YES
0.49705,YES
0.11653333333333332,NO
0.11113333333333333,NO
0.61145,YES
0.05015,NO
0.5302,YES
0.044000000000000004,NO
0.14850555555555556,NO
0.06870555555555555,NO
0.08040555555555556,NO
0.13568333333333332,NO
0.08488333333333334,YES
0.13413333333333333,NO
0.18663333333333332,YES
0.11528333333333332,NO
0.14068333333333333,YES
0.06385,NO
0.04065,NO
0.15675,NO
0.05475,NO
0.501,YES
0.11845,NO
0.56315,YES
0.10199444444444444,NO
0.08969444444444444,NO
0.08473333333333334,YES
0.21163333333333334,YES
0.16588333333333333,YES
0.11043333333333334,YES
0.09144444444444444,NO
0.07214444444444444,NO
0.13518333333333332,YES
0.09855,NO
0.08963333333333334,YES
0.0709,NO
0.1244,NO
0.13655,NO
0.12615,NO
0.12934444444444446,NO
0.14663333333333334,YES
0.12684444444444445,NO
0.17058333333333336,YES
0.11984444444444445,NO
0.16598333333333332,YES
0.0603,NO
0.08065,NO
0.08055,NO
0.0509,NO
0.10933333333333334,YES
0.0593,NO
0.09368333333333334,YES
0.06005,NO
0.051500000000000004,NO
0.39922222222222226,YES
0.18091666666666667,YES
0.19786666666666666,YES
0.40187222222222224,YES
0.04905,NO
0.0396,NO
0.4180722222222223,YES
0.09735555555555556,NO
0.4241722222222223,YES
0.07265555555555556,NO
0.08351111111111112,NO
0.06291111111111111,NO
0.04621111111111111,NO
0.09125,NO
0.16351666666666667,YES
0.0886,NO
0.30306666666666665,YES
0.0446,NO
0.24636666666666665,YES
0.08940555555555554,NO
0.07860555555555557,NO
0.15480555555555556,NO
0.07295555555555555,NO
0.39617222222222226,YES
0.12045555555555557,NO
0.3894722222222222,YES
0.4111666666666667,NO
0.3863666666666667,NO
0.48016111111111115,NO
0.3554,NO
0.2838,NO
0.45896111111111115,NO
0.4148166666666667,NO
0.3884166666666667,NO
0.5407111111111111,NO
0.07566111111111111,NO
0.45036111111111116,NO
0.06371111111111111,NO
0.21125,YES
0.1684,YES
0.1969,YES
0.4049666666666667,NO
0.28554999999999997,NO
0.4065166666666667,NO
0.27655,NO
0.4442166666666667,NO
0.2885,NO
0.03426111111111112,NO
0.04836111111111111,NO
0.061811111111111115,NO
0.03816111111111112,NO
0.49536111111111114,NO
0.03816111111111112,NO
0.5163611111111112,NO
0.06195,YES
0.1445,YES
0.19315555555555555,NO
0.3048722222222222,NO
0.2629222222222222,NO
0.08670555555555556,NO
0.16449999999999998,YES
0.06245,YES
0.10395555555555555,NO
0.07595,NO
0.08220555555555556,NO
0.0892,NO
0.08305,NO
0.0752,NO
0.0781,NO
0.15375,YES
0.25207222222222225,NO
0.09075,YES
0.23902222222222225,NO
0.18675,YES
0.26607222222222227,NO
0.05815,NO
0.0209,NO
0.0677,NO
0.0474,NO
0.12590555555555555,NO
0.04105,NO
0.10025555555555556,NO
0.0208,NO
0.00655,NO
0.16570555555555555,YES
0.14985555555555558,YES
0.14950555555555556,YES
0.17025555555555555,YES
0.0249,NO
0.00695,NO
0.20550555555555555,YES
0.05545,NO
0.17500555555555555,YES
0.0498,NO
0.09885,NO
0.0863,NO
0.09025,NO
0.0102,NO
0.11170555555555556,YES
0.0099,NO
0.18235555555555558,YES
0.05195,NO
0.14690555555555557,YES
0.0213,NO
0.01935,NO
0.0614,NO
0.01865,NO
0.17350555555555555,YES
0.0404,NO
0.16150555555555557,YES
0.18956666666666666,YES
0.029866666666666666,YES
0.43476111111111115,NO
0.4721944444444444,NO
0.43974444444444444,NO
0.3146111111111111,NO
0.12966666666666668,YES
0.22586666666666666,YES
0.3166611111111111,NO
0.05085,NO
0.3096111111111111,NO
0.0529,NO
0.08705,NO
0.06865,NO
0.066,NO
0.07356666666666667,YES
0.43274444444444443,NO
0.17876666666666666,YES
0.4092944444444444,NO
0.18701666666666666,YES
0.4137944444444444,NO
0.03105,NO
0.038,NO
0.0633,NO
0.0363,NO
0.35711111111111116,NO
0.0564,NO
0.30176111111111115,NO
0.0619,NO
0.03295,NO
0.07732777777777777,NO
0.11951111111111111,NO
0.058161111111111115,NO
0.08907777777777778,NO
0.03985,NO
0.04345,NO
0.12382777777777777,NO
0.10595,YES
0.07002777777777779,NO
0.09815,YES
0.12050000000000001,NO
0.1315,NO
0.1252,NO
0.0707,NO
0.06026111111111111,NO
0.0829,NO
0.07776111111111111,NO
0.1036,NO
0.08706111111111112,NO
0.06135,YES
0.0662,YES
0.07905,YES
0.09635,YES
0.09667777777777778,NO
0.048499999999999995,YES
0.08727777777777779,NO
0.1917111111111111,YES
0.03551111111111112,YES
0.4244833333333333,NO
0.3347555555555556,NO
0.2880555555555556,NO
0.3172333333333333,NO
0.09371111111111112,YES
0.2360611111111111,YES
0.33068333333333333,NO
0.08172777777777777,NO
0.3155833333333333,NO
0.08252777777777778,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.07416111111111111,YES
0.28195555555555557,NO
0.20066111111111112,YES
0.2720055555555556,NO
0.18996111111111114,YES
0.28655555555555556,NO
0.05162777777777778,NO
0.05062777777777778,NO
0.09147777777777778,NO
0.06182777777777777,NO
0.35468333333333335,NO
0.06797777777777778,NO
0.3217833333333333,NO
0.0711,NO
0.03065,NO
0.20753333333333335,NO
0.4166777777777778,NO
0.3790277777777778,NO
0.21058333333333334,NO
0.07645,NO
0.0549,NO
0.22098333333333334,NO
0.09035,YES
0.20033333333333334,NO
0.1409,YES
0.1219,NO
0.11925,NO
0.1088,NO
0.04035,NO
0.37637777777777776,NO
0.0431,NO
0.3685277777777778,NO
0.1143,NO
0.3679777777777778,NO
0.0486,YES
0.0525,YES
0.06185,YES
0.13655,YES
0.23018333333333335,NO
0.05755,YES
0.18593333333333334,NO
