UPPERTRACED_MAX_MULTI_VSM_SUM.csv,Associated
0.2188244047619047,NO
0.21763392857142852,NO
0.0479910714285714,NO
0.358110119047619,YES
0.7639136904761905,YES
0.6087797619047618,YES
0.47797619047619033,YES
0.2258928571428571,NO
0.04776785714285714,NO
0.4468749999999999,YES
0.38132440476190466,NO
0.3171130952380953,YES
0.16309523809523804,NO
0.29717261904761905,NO
0.4078869047619047,NO
0.21190476190476185,NO
0.14084821428571428,NO
0.513095238095238,YES
0.13318452380952375,NO
0.6915178571428571,YES
0.23593749999999994,NO
0.6803571428571427,YES
0.30721726190476184,NO
0.46607142857142847,NO
0.4311755952380951,NO
0.14672619047619045,NO
0.4458333333333333,YES
0.31778273809523805,NO
0.3276785714285714,YES
0.2694940476190476,NO
0.07061011904761905,NO
0.5069940476190475,NO
0.4654017857142856,NO
0.24985119047619045,NO
0.5238839285714284,NO
0.3369047619047618,NO
0.10669642857142855,NO
0.40647321428571426,NO
0.7561011904761904,YES
0.425595238095238,NO
0.5287946428571427,YES
0.3224702380952381,NO
0.34010416666666665,NO
0.1355654761904762,NO
0.18794642857142854,NO
0.3041666666666666,NO
0.1823660714285714,NO
0.2729166666666667,NO
0.19516369047619045,NO
0.303422619047619,NO
0.6614583333333333,YES
0.7556547619047619,YES
0.6583333333333332,YES
0.5217261904761904,YES
0.43705357142857126,NO
0.6044642857142856,YES
0.24501488095238091,NO
0.23482142857142854,NO
0.1148065476190476,NO
0.4965029761904761,NO
0.4703869047619047,NO
0.24159226190476188,NO
0.5299851190476189,NO
0.3135416666666666,NO
0.06436011904761901,NO
0.4212797619047619,NO
0.8631696428571428,YES
0.44784226190476184,NO
0.475892857142857,YES
0.23407738095238093,NO
0.24330357142857142,NO
0.032440476190476186,NO
0.3000744047619047,NO
0.3247767857142857,NO
0.2638392857142857,NO
0.4207589285714285,NO
0.12470238095238093,NO
0.4395833333333332,NO
0.8223958333333332,YES
0.8933779761904761,YES
0.8845238095238093,YES
0.42313988095238086,YES
0.4017113095238095,NO
0.6800595238095236,YES
0.27440476190476193,NO
0.2712797619047619,NO
0.0723958333333333,NO
0.47514880952380945,NO
0.4982886904761904,NO
0.28705357142857135,NO
0.5109374999999999,NO
0.3392113095238095,NO
0.08199404761904758,NO
0.38802083333333326,NO
0.8744047619047618,YES
0.4094494047619047,NO
0.5017113095238095,YES
0.3026041666666667,NO
0.3404761904761905,NO
0.13363095238095235,NO
0.18534226190476186,NO
0.3313244047619047,NO
0.1790178571428571,NO
0.27991071428571423,NO
0.16956845238095233,NO
0.33400297619047625,NO
0.8220982142857142,YES
0.908110119047619,YES
0.7251488095238093,YES
0.48950892857142847,YES
0.4222470238095237,NO
0.6302083333333333,YES
0.23288690476190474,NO
0.2183035714285714,NO
0.06830357142857141,NO
0.4101934523809523,NO
0.5387648809523808,NO
0.240922619047619,NO
0.43891369047619033,NO
0.2589285714285714,NO
0.031994047619047616,NO
0.36346726190476186,NO
0.9352678571428569,YES
0.3186011904761905,NO
0.5213541666666666,YES
0.29263392857142856,NO
0.3409970238095238,NO
0.13645833333333332,NO
0.21145833333333333,NO
0.3030505952380952,NO
0.20200892857142852,NO
0.26264880952380953,NO
0.15394345238095236,NO
0.34278273809523807,NO
0.7725446428571427,YES
0.8938988095238094,YES
0.7505208333333332,YES
0.3840029761904762,YES
0.3604166666666666,NO
0.5651041666666665,YES
0.2196428571428571,NO
0.2528273809523809,NO
0.05156250000000001,NO
0.8663690476190474,YES
0.4872767857142857,YES
0.411235119047619,YES
0.7447172619047617,YES
0.3750744047619047,NO
0.084375,NO
0.8370535714285713,YES
0.20178571428571426,NO
0.6478422619047618,YES
0.1103422619047619,NO
0.45997023809523807,NO
0.36808035714285703,NO
0.17447916666666666,NO
0.1773809523809524,NO
0.34568452380952375,YES
0.16874999999999998,NO
0.5294642857142856,YES
0.29166666666666663,NO
0.3403273809523809,YES
0.2493303571428571,NO
0.3073660714285714,NO
0.5807291666666665,NO
0.17343749999999994,NO
0.7132440476190475,YES
0.5213541666666665,NO
0.5628720238095237,YES
0.30714285714285716,NO
0.13311011904761905,NO
0.5452380952380951,YES
0.27202380952380945,NO
0.18779761904761902,NO
0.8423363095238093,YES
0.34456845238095235,NO
0.08459821428571426,NO
0.9994047619047618,YES
0.22313988095238094,NO
0.6809523809523809,YES
0.14523809523809522,NO
0.48355654761904754,NO
0.4950892857142857,NO
0.23869047619047615,NO
0.16822916666666662,NO
0.3683035714285713,NO
0.11309523809523811,NO
0.5189732142857142,NO
0.09702380952380948,NO
0.38534226190476184,NO
0.24270833333333328,NO
0.3007440476190476,NO
0.5697916666666666,NO
0.225297619047619,NO
0.697470238095238,YES
0.5678571428571427,NO
0.6113095238095237,YES
0.20372023809523807,NO
0.017485119047619027,NO
0.46272321428571417,YES
0.7004464285714285,YES
0.586532738095238,YES
0.5436011904761904,YES
0.2517857142857143,NO
0.0380952380952381,NO
0.5012648809523809,YES
0.36123511904761907,NO
0.4322916666666665,YES
0.13601190476190472,NO
0.30558035714285703,NO
0.3699404761904761,NO
0.18757440476190476,NO
0.06666666666666665,NO
0.47961309523809514,YES
0.06116071428571429,NO
0.6972470238095235,YES
0.22135416666666666,NO
0.6325892857142856,YES
0.333110119047619,NO
0.45900297619047614,NO
0.4837797619047618,NO
0.15587797619047614,NO
0.5179315476190476,YES
0.3805059523809523,NO
0.37633928571428565,YES
0.2589285714285714,NO
0.13846726190476188,NO
0.6267113095238094,YES
0.24769345238095233,NO
0.19806547619047618,NO
0.687127976190476,YES
0.2845982142857142,NO
0.11897321428571428,NO
0.8604910714285714,YES
0.14806547619047614,NO
0.769940476190476,YES
0.11927083333333333,NO
0.46837797619047605,NO
0.3057291666666667,NO
0.15982142857142853,NO
0.12366071428571423,NO
0.30431547619047616,NO
0.11145833333333333,NO
0.5526785714285714,NO
0.0679315476190476,NO
0.3515624999999999,NO
0.2523065476190476,NO
0.23638392857142856,NO
0.5878720238095237,NO
0.2448660714285714,NO
0.6156994047619047,YES
0.5553571428571428,NO
0.6490327380952381,YES
0.17909226190476193,NO
0.00409226190476189,NO
0.319047619047619,YES
0.6389136904761904,YES
0.5135416666666666,YES
0.4180803571428571,YES
0.1889880952380952,NO
0.010119047619047625,NO
0.38258928571428563,YES
0.27373511904761905,NO
0.2705357142857142,YES
0.12849702380952377,NO
0.25684523809523807,NO
0.34553571428571417,NO
0.16800595238095237,NO
0.07976190476190476,NO
0.46897321428571415,YES
0.07395833333333332,NO
0.6104166666666665,YES
0.2305059523809523,NO
0.5804315476190475,YES
0.16592261904761904,NO
0.35505952380952377,NO
0.31733630952380953,NO
0.09598214285714285,NO
0.38712797619047623,YES
0.2628720238095238,NO
0.27641369047619035,YES
0.8425595238095236,YES
0.24352678571428568,YES
0.4089285714285713,NO
0.21093749999999997,NO
0.12224702380952379,NO
0.19374999999999995,NO
0.6455357142857141,YES
0.7244791666666666,YES
0.10431547619047618,NO
0.08072916666666666,NO
0.1119047619047619,NO
0.04441964285714284,NO
0.20848214285714287,NO
0.27708333333333324,NO
0.0679315476190476,NO
0.5821428571428571,YES
0.1442708333333333,NO
0.7566964285714286,YES
0.0,NO
0.560565476190476,YES
0.051711309523809534,NO
0.11160714285714282,NO
0.15580357142857146,NO
0.11101190476190476,NO
0.07522321428571427,NO
0.2649553571428571,NO
0.1750744047619047,NO
0.0875,NO
0.23571428571428568,NO
0.06800595238095236,NO
0.7155505952380952,YES
0.46666666666666656,YES
0.37961309523809517,YES
0.7684523809523808,YES
0.27321428571428563,NO
0.05550595238095238,NO
0.9999999999999999,YES
0.19910714285714284,NO
0.6837053571428571,YES
0.0884672619047619,NO
0.5277529761904761,NO
0.3956845238095237,NO
0.21540178571428567,NO
0.17276785714285717,NO
0.35565476190476186,YES
0.16116071428571424,NO
0.5765625,YES
0.19434523809523804,NO
0.3885416666666667,YES
0.2554315476190475,NO
0.3179315476190476,NO
0.580580357142857,NO
0.17172619047619045,NO
0.6810267857142857,YES
0.5291666666666666,NO
0.6781994047619047,YES
0.26093749999999993,NO
0.05327380952380953,NO
0.8055059523809522,YES
0.5455357142857142,YES
0.4692708333333332,YES
0.7164434523809522,YES
0.3717261904761905,NO
0.0918154761904762,NO
0.8198660714285713,YES
0.2696428571428571,NO
0.6205357142857142,YES
0.11249999999999999,NO
0.4708333333333333,NO
0.38794642857142847,NO
0.19456845238095236,NO
0.18080357142857142,NO
0.3848958333333333,YES
0.1692708333333333,NO
0.521875,YES
0.2796875,NO
0.35915178571428574,YES
0.3135416666666666,NO
0.3851934523809524,NO
0.5791666666666666,NO
0.18251488095238091,NO
0.6864583333333333,YES
0.5083333333333332,NO
0.5670386904761904,YES
0.27313988095238095,NO
0.09977678571428572,NO
0.8786458333333332,YES
0.5015624999999999,YES
0.46845238095238084,YES
0.7781994047619045,YES
0.37752976190476184,NO
0.1258184523809524,NO
0.8449404761904761,YES
0.2113095238095238,NO
0.693377976190476,YES
0.10758928571428572,NO
0.4117559523809523,NO
0.3209077380952381,NO
0.11160714285714288,NO
0.2616071428571428,NO
0.39694940476190466,YES
0.2505952380952381,NO
0.6078124999999999,YES
0.2651785714285714,NO
0.4290922619047618,YES
0.2852678571428571,NO
0.34464285714285714,NO
0.6249255952380951,NO
0.21175595238095232,NO
0.7171874999999999,YES
0.5766369047619047,NO
0.5999999999999999,YES
0.22604166666666667,NO
0.07247023809523809,NO
0.7174851190476189,YES
0.4619791666666666,YES
0.3694196428571428,YES
0.7517113095238094,YES
0.25803571428571426,NO
0.04650297619047619,NO
0.9831101190476189,YES
0.20394345238095238,NO
0.6712797619047617,YES
0.09702380952380954,NO
0.5141369047619048,NO
0.35074404761904754,NO
0.1761904761904762,NO
0.18816964285714285,NO
0.34851190476190463,YES
0.1792410714285714,NO
0.5813244047619046,YES
0.18080357142857142,NO
0.4017857142857143,YES
0.24977678571428572,NO
0.30833333333333335,NO
0.5889136904761904,NO
0.16562499999999994,NO
0.6850446428571428,YES
0.5104166666666665,NO
0.7252232142857142,YES
0.229985119047619,NO
0.05773809523809523,NO
0.35505952380952377,YES
0.7578869047619046,YES
0.6177083333333333,YES
0.4936755952380951,YES
0.22998511904761895,NO
0.04404761904761906,NO
0.44456845238095233,YES
0.334672619047619,NO
0.3220238095238095,YES
0.1600446428571428,NO
0.3147321428571428,NO
0.4197916666666667,NO
0.22291666666666662,NO
0.15907738095238091,NO
0.514657738095238,YES
0.1508928571428571,NO
0.7005952380952379,YES
0.24248511904761902,NO
0.6876488095238094,YES
0.24449404761904756,NO
0.4219494047619047,NO
0.38526785714285705,NO
0.1456845238095238,NO
0.4502232142857143,YES
0.3229910714285714,NO
0.31882440476190477,YES
0.2337053571428571,NO
0.06703869047619046,NO
0.4675595238095237,YES
0.7369791666666666,YES
0.6901041666666665,YES
0.5718749999999999,YES
0.23303571428571426,NO
0.061755952380952384,NO
0.5100446428571428,YES
0.3246279761904761,NO
0.464360119047619,YES
0.15438988095238096,NO
0.23735119047619044,NO
0.29367559523809517,NO
0.08742559523809523,NO
0.16852678571428567,NO
0.5645833333333332,YES
0.16011904761904758,NO
0.9225446428571425,YES
0.19665178571428568,NO
0.8320684523809522,YES
0.2795386904761904,NO
0.4106398809523808,NO
0.48749999999999993,NO
0.17023809523809522,NO
0.5215773809523809,YES
0.4057291666666666,NO
0.4034970238095238,YES
0.2710565476190476,NO
0.0747767857142857,NO
0.27306547619047616,NO
0.3547619047619046,NO
0.14092261904761902,NO
0.31956845238095233,NO
0.29985119047619047,NO
0.037946428571428575,NO
0.5719494047619046,NO
0.20372023809523807,NO
0.1928571428571428,NO
0.1372767857142857,NO
0.8292410714285712,YES
0.7186755952380951,YES
0.6598958333333332,YES
0.08377976190476188,NO
0.24419642857142856,NO
0.08191964285714284,NO
0.13437499999999997,NO
0.19642857142857142,NO
0.14985119047619047,NO
0.06555059523809523,NO
0.240625,NO
0.21681547619047617,NO
0.10491071428571425,NO
0.3008184523809524,NO
0.19717261904761899,NO
0.4166666666666665,NO
0.7097470238095237,YES
0.42269345238095224,YES
0.3433035714285714,NO
0.21874999999999997,NO
0.07425595238095237,NO
0.1280505952380952,NO
0.7122023809523809,YES
0.5426339285714284,YES
0.071875,NO
0.13735119047619046,NO
0.03869047619047619,NO
0.12730654761904758,NO
0.17351190476190473,NO
0.2699404761904761,NO
0.07656249999999998,NO
0.7481398809523807,YES
0.11800595238095235,NO
0.7117559523809524,YES
0.005654761904761912,NO
0.6163690476190475,YES
0.08891369047619047,NO
0.12224702380952379,NO
0.11793154761904759,NO
0.11808035714285711,NO
0.05699404761904761,NO
0.2076636904761904,NO
0.1245535714285714,NO
0.07991071428571428,NO
0.17529761904761906,NO
0.0001488095238095094,NO
0.36808035714285703,YES
0.7072916666666667,YES
0.634672619047619,YES
0.4752232142857141,YES
0.19709821428571425,NO
0.013169642857142852,NO
0.44174107142857133,YES
0.2705357142857142,NO
0.3415922619047619,YES
0.1286458333333333,NO
0.2767113095238094,NO
0.34501488095238086,NO
0.1694940476190476,NO
0.04791666666666666,NO
0.5040178571428571,YES
0.04300595238095237,NO
0.7594494047619046,YES
0.20758928571428567,NO
0.7005952380952379,YES
0.18645833333333325,NO
0.3307291666666665,NO
0.35677083333333326,NO
0.09769345238095237,NO
0.43824404761904756,YES
0.29486607142857135,NO
0.31227678571428563,YES
0.8748511904761903,YES
0.22730654761904753,YES
0.39694940476190466,NO
0.21145833333333333,NO
0.08110119047619047,NO
0.16130952380952376,NO
0.6355654761904761,YES
0.7610119047619046,YES
0.08251488095238094,NO
0.09999999999999998,NO
0.07120535714285711,NO
0.07328869047619047,NO
0.17946428571428566,NO
0.2601934523809524,NO
0.058556547619047605,NO
0.604017857142857,YES
0.13058035714285712,NO
0.8179315476190474,YES
0.0027529761904761807,NO
0.5919642857142856,YES
0.05245535714285715,NO
0.08191964285714284,NO
0.14337797619047618,NO
0.11153273809523806,NO
0.04047619047619047,NO
0.24583333333333326,NO
0.1473958333333333,NO
0.07388392857142856,NO
0.25632440476190477,NO
0.06421130952380952,NO
0.40357142857142847,NO
0.4853422619047618,NO
0.20476190476190473,NO
0.4665178571428571,NO
0.27321428571428563,NO
0.05706845238095237,NO
0.4006696428571428,NO
0.7657738095238095,YES
0.3363095238095237,NO
0.492782738095238,YES
0.31436011904761896,NO
0.3843005952380951,NO
0.17061011904761905,NO
0.25349702380952377,NO
0.29918154761904747,NO
0.2640625,NO
0.28928571428571426,NO
0.18147321428571425,NO
0.34285714285714286,NO
0.6129464285714284,YES
0.7466517857142857,YES
0.6345238095238094,YES
0.43385416666666654,YES
0.360639880952381,NO
0.5533482142857141,YES
0.2345238095238095,NO
0.8863095238095237,YES
0.24397321428571425,YES
0.3485863095238094,NO
0.21361607142857145,NO
0.0620535714285714,NO
0.13214285714285712,NO
0.5903273809523809,YES
0.7844494047619046,YES
0.0703125,NO
0.1046130952380952,NO
0.047023809523809496,NO
0.07604166666666665,NO
0.17380952380952383,NO
0.26755952380952375,NO
0.06919642857142858,NO
0.6131696428571427,YES
0.1128720238095238,NO
0.8587797619047619,YES
0.005133928571428567,NO
0.6046130952380951,YES
0.06979166666666667,NO
0.07120535714285714,NO
0.12083333333333332,NO
0.11212797619047618,NO
0.0371279761904762,NO
0.2091517857142857,NO
0.12328869047619043,NO
0.07061011904761905,NO
0.2700148809523809,NO
0.060788690476190455,NO
0.4402529761904761,NO
0.4563244047619046,NO
0.2110119047619047,NO
0.49025297619047603,NO
0.3276785714285714,NO
0.07410714285714284,NO
0.38816964285714284,NO
0.7425595238095237,YES
0.37313988095238093,NO
0.5563988095238095,YES
0.3164434523809524,NO
0.3660714285714285,NO
0.14620535714285715,NO
0.2083333333333333,NO
0.2983630952380951,NO
0.20483630952380952,NO
0.25074404761904756,NO
0.1973958333333333,NO
0.2896577380952381,NO
0.5939732142857141,YES
0.7262648809523808,YES
0.6089285714285714,YES
0.4936755952380951,YES
0.4022321428571428,NO
0.566815476190476,YES
0.2242559523809524,NO
