LOWERTRACED_SUM_MULTI_VSM_SUM.csv,Associated
0.2942674245548602,YES
0.30126055694023557,NO
0.2761928670049669,YES
0.28083702415320333,NO
0.13385572629955708,NO
0.13957574996862054,NO
0.13606125266725239,NO
0.08619483942692177,NO
0.4647026125625347,YES
0.0854238017536624,NO
0.4714805716437447,YES
0.0856031128404669,NO
0.47026125625347415,YES
0.2914163782746687,NO
0.29423156233749925,NO
0.29462604672846915,NO
0.2731804407466513,NO
0.28338324158582723,YES
0.2746866538758091,NO
0.2809625419139665,YES
0.16290412236188564,NO
0.15089027954598433,NO
0.45403360289766714,NO
0.24284100485933047,NO
0.2365113234951317,NO
0.4471480571643744,NO
0.16717172622783263,NO
0.16507378651222004,NO
0.4471839193817353,NO
0.3684304900572002,YES
0.448008750381036,NO
0.3766429378328462,YES
0.17255105883196759,NO
0.16389033333931036,NO
0.163836540013269,NO
0.147088884505729,NO
0.2275995624809482,NO
0.14757302444010112,NO
0.2287292223278165,NO
0.1779841847621438,NO
0.22650576485144078,NO
0.36645806810235076,YES
0.35867596693503556,YES
0.3668525524933206,YES
0.38849540067062344,YES
0.4544639495059979,NO
0.3624773619752909,YES
0.43520593878319486,NO
0.06609406659613765,NO
0.07308719898151303,NO
0.44795495705499466,NO
0.23620649464756405,NO
0.22668507593824525,NO
0.4450680485574423,NO
0.07308719898151303,NO
0.06641682655238573,NO
0.4472018504904158,NO
0.5538560849217307,YES
0.4498197923577615,NO
0.5235166490344098,YES
0.025175276587351393,NO
0.014488335813803363,NO
0.012910398249923793,NO
0.08565690616650828,NO
0.22473058509207625,NO
0.07875342932453513,NO
0.25652244078251357,NO
0.07254926572109952,NO
0.2514837992433072,NO
0.5648657856515268,YES
0.5514891785759114,YES
0.5809858523552511,YES
0.5243594111423909,YES
0.4423963133640553,NO
0.5403180978679912,YES
0.4387383671932436,NO
0.1497247574817551,NO
0.13771091466585378,NO
0.40201545661568255,NO
0.27703562911294805,NO
0.2717459520522154,NO
0.39968441248722414,NO
0.15411787910846528,NO
0.1455109469418494,NO
0.39839337266223174,NO
0.5719844357976654,YES
0.3997740680306263,NO
0.5451594972117126,YES
0.14735785113593575,NO
0.14357438720436083,NO
0.14296472950922554,NO
0.13285158421345192,NO
0.26041349136617115,NO
0.13315641306101955,NO
0.2566838207606376,NO
0.15820617188760783,NO
0.2601445247359644,NO
0.5802148146819918,YES
0.5704602915598272,YES
0.5579981710269146,YES
0.5557747135505389,YES
0.40655202711183636,NO
0.5437250085172767,YES
0.38793953630152955,NO
0.10658250999659308,NO
0.10634940558374725,NO
0.2213595366601517,NO
0.2797970198497373,NO
0.25363553228496116,NO
0.2173250372070505,NO
0.10439491473757823,NO
0.1030859438039054,NO
0.22747404472018504,NO
0.5757141064031989,YES
0.21287812225429897,NO
0.538955333608277,YES
0.13527228388531262,NO
0.13401710627768113,NO
0.1339633129516398,NO
0.10877010525560796,NO
0.24660653768222485,NO
0.1083218275385967,NO
0.24553067116139787,NO
0.12406534096003155,NO
0.2552672631748821,NO
0.5573347200057379,YES
0.5560974735067868,YES
0.5531747027918736,YES
0.5194104251465869,YES
0.22664921372088434,NO
0.5170973121268088,YES
0.21974573687891122,NO
0.135846079363087,NO
0.12476465419856911,NO
0.7984364073230649,YES
0.2924922447954957,YES
0.28883429862468396,YES
0.7581272750094139,YES
0.1567896143018523,NO
0.13577435492836523,NO
0.7656404095465222,YES
0.18978285427387975,NO
0.7660528250461727,YES
0.191306998511718,NO
0.1422295540533271,NO
0.13084330004124153,NO
0.13044881565027164,NO
0.13285158421345192,NO
0.2846384191934587,YES
0.1323674442790798,NO
0.3093116247377575,YES
0.1548530545643637,NO
0.2905198228406462,YES
0.19510839355197332,NO
0.18666284136348152,NO
0.2265595581774821,NO
0.1938352848356614,NO
0.7680252470010221,YES
0.21743262385913323,NO
0.7443920457601894,YES
0.05759472108160447,NO
0.053076081694131146,NO
0.8894009216589862,YES
0.33662070325808247,NO
0.32548548476752315,NO
0.8995140669547598,YES
0.058096792124657064,NO
0.045007082787928775,NO
0.9226272660438595,YES
0.1923290717065036,NO
0.9034947730818198,YES
0.1854793881905718,NO
0.19422976922663127,NO
0.19313597159712384,NO
0.18318420627947427,NO
0.05599885240904446,NO
0.3372303609532177,NO
0.050404346500744136,NO
0.3638221951263247,NO
0.05135469526080797,NO
0.34524556653337873,NO
0.19378149150962,NO
0.1900697520127669,NO
0.2256271405260987,NO
0.19245458946726673,NO
0.8929692122863958,YES
0.21831124818447523,NO
0.876472592300382,YES
0.1337122774301135,NO
0.12593017626279832,NO
0.7690293890871271,YES
0.5535333249654827,YES
0.5434560418870699,YES
0.7643314386128495,YES
0.14151230970610912,NO
0.1279025982176478,NO
0.7748390682995929,YES
0.43061557496099984,NO
0.7714142265416271,YES
0.40850651795800536,NO
0.18099661102045939,NO
0.17554555398160268,NO
0.17531244956875683,NO
0.1275798382613997,NO
0.5356201473937134,YES
0.1273288027398734,NO
0.5518478007495204,YES
0.14135092972798508,NO
0.5377360182180064,YES
0.43185282145995085,NO
0.42672452437734226,NO
0.44149975793003277,NO
0.40958238447883233,NO
0.768222489196507,YES
0.4239989958579139,NO
0.7601534902903048,YES
0.013161433771450085,NO
0.013340744858254587,NO
0.8547400885796768,YES
0.25596657641341963,NO
0.2539403611325288,NO
0.8604063189226989,YES
0.013968333662070322,NO
0.011260736251322415,NO
0.8701070487188222,YES
0.18404489949613584,NO
0.8735498215854687,YES
0.18164213093295556,NO
0.0925603830084814,NO
0.0799727447148057,NO
0.07522100091448652,NO
0.015653857878032598,NO
0.26213487779949435,NO
0.013484193727698178,NO
0.2881529164948269,NO
0.0,NO
0.2721225053345048,NO
0.19530563574745824,NO
0.18716491240653405,NO
0.22548369165665513,NO
0.19426563144399214,NO
0.8572325126862593,YES
0.21979953020495255,NO
0.8432283168068281,YES
0.04940020441463896,NO
0.04432570065807168,NO
0.14906130646057844,YES
0.2978536462909502,YES
0.28501497247574814,YES
0.14873854650433035,YES
0.04800157793756387,NO
0.042783625311553004,NO
0.16089583818967526,YES
0.08590794168803456,NO
0.147088884505729,YES
0.08307482651652351,NO
0.1113521849055927,NO
0.11176460040524305,NO
0.11269701805662641,NO
0.05235883734691316,NO
0.2922053470566085,YES
0.05203607739066506,NO
0.290071545123635,YES
0.06517958005343469,NO
0.2843156592372106,YES
0.06794097079022396,NO
0.0780541160859976,NO
0.0777672183471104,NO
0.0715271925263139,NO
0.15135648837167603,YES
0.07202926356936648,NO
0.15072889956786026,YES
0.3060302318492352,YES
0.26044935358353205,YES
0.3596801090211408,NO
0.14888199537377395,NO
0.14728612670121394,NO
0.3215227097491438,NO
0.2947336333805519,YES
0.3180261435564561,YES
0.3196937366637379,NO
0.13215227097491436,NO
0.3217199519446287,NO
0.13057433341103478,NO
0.164195162186878,NO
0.15467374347755922,NO
0.15191235274076995,NO
0.26694041492585485,YES
0.138159192382865,NO
0.29518191109756314,YES
0.12578672739335472,NO
0.3053309186106977,YES
0.12788466710896731,NO
0.13685022144919218,NO
0.13518262834191036,NO
0.14113575642381967,NO
0.13995230325091,NO
0.33355448367372553,NO
0.14545715361580805,NO
0.3123778443221144,NO
0.03815739927199698,NO
0.035162904122361886,NO
0.9571805124710862,YES
0.2868080833437931,YES
0.2804963330882748,YES
0.9589377611217702,YES
0.03867740142373003,NO
0.035252559665764134,NO
1.0,YES
0.17335795872258777,NO
0.9697860818734422,YES
0.17025587692087002,NO
0.19812081981028887,NO
0.17705176711076046,NO
0.17986695117359103,NO
0.03817533038067744,NO
0.28632394340942097,YES
0.0369739460990873,NO
0.3199447721852642,YES
0.037834639315748896,NO
0.30142193691835967,YES
0.18079936882497444,NO
0.1734296831573096,NO
0.21074432032132545,NO
0.17764349369721527,NO
0.9553515393856802,YES
0.20353601463178467,NO
0.9672757266581794,YES
0.14640750237587188,NO
0.1337840018648353,NO
0.7066649930965232,YES
0.36973946099087307,YES
0.36602772149401996,YES
0.6742096863849092,YES
0.1645896465778479,NO
0.14617439796302606,NO
0.6843945561154047,YES
0.34345245566533383,NO
0.6823683408345138,YES
0.3291434309383349,NO
0.1462999157237892,NO
0.13708332586203806,NO
0.1367426347971095,NO
0.14228334737936846,NO
0.357295271566641,YES
0.14109989420645877,NO
0.3706898097509369,YES
0.16057307823342715,NO
0.35826355143538524,YES
0.34789937061808535,NO
0.3427352113181158,NO
0.36349943517007655,NO
0.33333931036956016,NO
0.6844662805501265,YES
0.35161111011493845,NO
0.6682924205203608,YES
0.08684035933941797,NO
0.08248309993006867,NO
0.7801287453603256,YES
0.2840646237156843,YES
0.29075292725349206,YES
0.7449299790206029,YES
0.10348042819487527,NO
0.09186106976994388,NO
0.7462748121716367,YES
0.21598020405601678,NO
0.7557603686635946,YES
0.21454571536158082,NO
0.062400258207964986,NO
0.05126503971740572,NO
0.04708709139486094,NO
0.09924868654628916,NO
0.28512255912783085,YES
0.09819075113414263,NO
0.31632268823181336,YES
0.09456866718069179,NO
0.30004124154996503,YES
0.22767128691566998,NO
0.21954849468342624,NO
0.2611128046047087,NO
0.22697197367713245,NO
0.7477093008660727,YES
0.2546576054797468,NO
0.7320733740967205,YES
0.010131076404454084,NO
0.010543491904104432,NO
0.9500260001075866,YES
0.268859043554663,YES
0.2612203912567914,YES
0.9472825404794778,YES
0.009324176513833847,NO
0.007387616776345283,NO
0.9883089171403467,YES
0.14651508902795457,NO
0.9591708655346161,YES
0.14430956266025927,NO
0.17088346572468577,NO
0.142265416270688,NO
0.14646129570191324,NO
0.016191791138446085,NO
0.267783177033836,YES
0.015635926769352146,NO
0.3042729831985512,YES
0.008875898796822605,NO
0.2877942943212179,YES
0.15142821280639782,NO
0.14310817837866915,NO
0.18474421273467337,NO
0.14816475102655596,NO
0.9486990980652332,YES
0.17100898348544888,NO
0.9709874661550324,YES
0.09519625598450751,NO
0.09078520324911687,NO
0.26724524377342246,YES
0.4886047804335741,YES
0.47219781599096267,YES
0.2764618336351737,YES
0.09141279205293262,NO
0.08449138410227902,NO
0.2853377324319962,YES
0.21680503505531748,NO
0.26900249242410657,YES
0.20688913195502875,NO
0.15065717513313848,NO
0.15501443454248776,NO
0.15128476393695423,NO
0.1050045724327135,NO
0.46529433914898954,YES
0.10410801699869102,NO
0.47388334020692496,YES
0.10159766178342808,NO
0.47223367820832357,YES
0.20308773691477344,NO
0.21038569814771646,NO
0.21034983593035556,NO
0.1997166884828489,NO
0.27606734924420373,YES
0.20272911474116445,NO
0.270454912227223,YES
0.057433341103480424,NO
0.05436712151912353,NO
0.5733830622747405,YES
0.6423640373684305,YES
0.648442683211103,YES
0.5743334110348043,YES
0.053488497193781494,NO
0.05009951765317649,NO
0.5801430902472701,YES
0.20461188115261164,NO
0.5823306855062849,YES
0.19575391346446952,NO
0.043088454159120666,NO
0.03570083738277537,NO
0.029711847083505175,NO
0.06862235292008106,NO
0.636124011547634,YES
0.0676720041600172,NO
0.6861697358747691,YES
0.05189262852122146,NO
0.6658358586311391,YES
0.20176083487242014,NO
0.197887715397443,NO
0.22521472502644838,NO
0.1958615001165522,NO
0.572289264645233,YES
0.21289605336297943,NO
0.5698864960820528,YES
0.09745557567824417,NO
0.08856174577274112,NO
0.3092936936290771,NO
0.20873603614911512,NO
0.18305868851871107,NO
0.30169090354856637,NO
0.098764546611917,NO
0.08929692122863955,NO
0.33100826624110163,NO
0.09230934748695513,NO
0.29860675285552907,NO
0.08802381251232763,NO
0.32014201438074913,YES
0.3047750542416037,YES
0.31499578618946006,YES
0.09523211820186842,NO
0.18368627732252685,NO
0.09578798257096235,NO
0.18045867776004587,NO
0.10930803851602144,NO
0.18474421273467337,NO
0.07746238949954276,NO
0.08251896214742957,NO
0.08734243038247055,NO
0.07886101597661785,NO
0.3147447506679338,NO
0.07886101597661785,NO
0.32227581631372265,NO
0.23330165504133116,YES
0.26290591547275366,YES
0.19360218042281555,NO
0.14556474026789074,NO
0.13052054008499345,NO
0.1554268500421381,NO
0.27007835894493354,YES
0.23348096612813568,YES
0.16161308253689324,NO
0.11813014398680272,NO
0.15381305026089762,NO
0.12288188778712186,NO
0.09790385339525542,NO
0.09508866933242482,NO
0.09612867363589092,NO
0.26622317057863687,YES
0.12662948950133585,NO
0.2436299736412702,YES
0.12194947013573848,NO
0.2780577023077337,YES
0.13165019993186178,NO
0.1117466692965626,NO
0.09838799332962755,NO
0.1151715110545285,NO
0.1078914809302659,NO
0.16948483924761068,NO
0.10561423012784879,NO
0.16028618049453994,NO
0.06566371998780685,NO
0.06055335401387867,NO
0.48236475461277767,YES
0.6570496153777189,YES
0.6569240976169557,YES
0.48399648550269864,YES
0.06713407089960371,NO
0.06069680288332228,NO
0.4966379171224156,YES
0.12230809230934747,NO
0.4856999408273413,YES
0.12028187702845666,NO
0.14785992217898833,NO
0.14335921390019543,NO
0.14477577148595097,NO
0.0618623249475515,NO
0.6433681794545357,YES
0.0617547382954688,NO
0.6687048360200112,YES
0.07683480069572701,NO
0.6559916799655723,YES
0.11006114508060033,NO
0.10936183184206277,NO
0.124441894242321,NO
0.1091107963205365,NO
0.4851620075669278,YES
0.11691082859653212,NO
0.4808585414836199,YES
0.3726801628144668,YES
0.3154082016891104,YES
0.2997543438110778,NO
0.15519374562929222,NO
0.14355645609568038,NO
0.2566658896519572,NO
0.351198694615288,YES
0.3856981477164733,YES
0.2574010651078556,NO
0.11431081783786692,NO
0.2548727787839122,NO
0.11504599329376536,NO
0.11674944861840808,NO
0.11015080062400256,NO
0.10920045186393873,NO
0.33107999067582344,YES
0.1410461008804174,NO
0.3688070433394896,YES
0.1326364109092865,NO
0.3717656762717638,YES
0.13425021069052698,NO
0.10721009880040883,NO
0.10970252290699134,NO
0.11877566389929889,NO
0.10909286521185604,NO
0.2719073320303394,NO
0.11630117090139683,NO
0.2520575947210816,NO
0.12856604923882442,NO
0.11818393731284402,NO
0.23079129982606822,NO
0.21875952590148648,NO
0.1967580555505747,NO
0.23500511036597393,NO
0.12065843031074608,NO
0.12194947013573848,NO
0.24746723089888645,NO
0.26459143968871596,YES
0.22817335795872257,NO
0.2617941867345658,YES
0.14986820635119869,NO
0.15381305026089762,NO
0.15155373056716095,NO
0.13172192436658356,NO
0.1975111621151536,NO
0.1360971148846133,NO
0.20378705015331097,NO
0.14352059387831947,NO
0.2071222363678746,NO
0.2485968907457548,YES
0.25033620828775843,YES
0.254944503218634,YES
0.2611486668220696,YES
0.23773063888540225,NO
0.24398859581487925,YES
0.2343595904534777,NO
0.3848015922824508,YES
0.3287848087647259,YES
0.18295110186662839,NO
0.13939643888181605,NO
0.12264878337427601,NO
0.14448887374706376,NO
0.34965661926876934,YES
0.40070648568200967,YES
0.14931234198210475,NO
0.08917140346787641,NO
0.14389714716060892,NO
0.08945830120676362,NO
0.09082106546647778,NO
0.08736036149115098,NO
0.08719898151302694,NO
0.34264555577471356,YES
0.12046118811526116,NO
0.3880112607362513,YES
0.11689289748785167,NO
0.38417400347863506,YES
0.12211085011386255,NO
0.07837687604224569,NO
0.07801825386863667,NO
0.09266796966056409,NO
0.08203482221305744,NO
0.15791927414872062,NO
0.08424034858075274,NO
0.14612060463698467,NO
0.17563520952500492,NO
0.1611289426025211,NO
0.33247861715289856,NO
0.20258566587172083,NO
0.1890835410353422,NO
0.333572414782406,NO
0.17755383815381304,NO
0.16982553031253922,NO
0.33730208538793954,NO
0.28148254406569956,YES
0.3298965375029138,NO
0.29961089494163423,YES
0.15266545930534883,NO
0.15171511054528503,NO
0.14796750883107102,NO
0.16460757768652834,NO
0.18813319227527836,NO
0.16559378866395308,NO
0.18531800821244773,NO
0.19112768742491348,NO
0.1851207660169628,NO
0.26651006831752405,YES
0.2679086947945991,YES
0.2712618121178432,YES
0.29805088848643513,YES
0.3406014093851423,NO
0.26971973677132455,YES
0.32473237820294426,NO
