UPPERTRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.4262220538082608,NO
0.12565365668813946,NO
0.48063660477453585,NO
0.26259946949602125,NO
0.41386888973095876,NO
0.28829101932550216,NO
0.46510041682455483,NO
0.5330049261083745,YES
0.24395604395604398,YES
0.18696475937855253,YES
0.44190981432360754,YES
0.31322470632815463,NO
0.4579007199696855,NO
0.6609321712769989,YES
0.39431602879878747,NO
0.9500568397120122,YES
0.31299734748010616,NO
0.5158772262220539,NO
0.39651383099658966,NO
0.3174687381583934,NO
0.2807881773399015,NO
0.34043198181129225,YES
0.1847669571807503,NO
0.5962106858658583,YES
0.44607805987116345,NO
0.35877226222053815,YES
0.31208791208791214,NO
0.34914740431981817,NO
0.5447517999242137,NO
0.4200075786282684,NO
0.707161803713528,YES
0.5673361121636985,NO
0.9091322470632818,YES
0.313982569154983,NO
0.4500947328533536,NO
0.6246305418719212,YES
0.3242895035998485,YES
0.27828723001136796,YES
0.38893520272830623,YES
0.4135657446002274,NO
0.4948844259189088,NO
0.47745358090185686,YES
0.4661614247821145,NO
0.885714285714286,YES
0.3374763167866617,NO
0.4579007199696855,NO
0.3886320575975749,NO
0.29624857900719975,NO
0.28897309586964764,NO
0.37021599090564616,YES
0.19302766199317928,NO
0.540507768093975,YES
0.5330049261083745,NO
0.32883668056081855,YES
0.3712769988632058,NO
0.4176582038651005,NO
0.5433118605532399,NO
0.4309965896172793,NO
0.7126942023493749,YES
0.5461159530125048,NO
0.7959075407351272,YES
0.3264115195149679,NO
0.49746115953012504,NO
0.6991284577491474,YES
0.27949981053429335,YES
0.2774535809018568,YES
0.45183781735505874,YES
0.41947707464948847,NO
0.5295187571049641,NO
0.502993558165972,YES
0.4067449791587723,NO
0.9599090564607807,YES
0.3324744221295946,NO
0.39772641151951504,NO
0.3203486169003411,NO
0.21174687381583937,NO
0.3712769988632058,NO
0.38249336870026535,YES
0.27586206896551724,NO
0.6280409245926489,YES
0.5182266009852218,NO
0.4000757862826829,YES
0.34247821144372875,NO
0.3763546798029557,NO
0.5899204244031832,NO
0.46078059871163324,NO
0.7439939370973856,YES
0.6156877605153469,NO
0.8294808639636226,YES
0.2784388025767337,NO
0.4696475937855249,NO
0.5349753694581282,YES
0.23918150814702543,YES
0.17658203865100416,YES
0.4248579007199697,YES
0.29776430466085646,NO
0.44873057976506253,NO
0.6437286851079955,YES
0.39924213717317175,NO
0.9374005305039789,YES
0.32171276998863213,NO
0.5020083364910951,NO
0.35073891625615766,NO
0.27752936718453963,NO
0.2964759378552483,NO
0.3331564986737401,YES
0.20318302387267906,NO
0.6010610079575598,YES
0.4322849564228875,NO
0.3722622205380826,YES
0.3063281546040167,NO
0.3393709738537325,NO
0.5532398635846913,NO
0.41379310344827597,NO
0.711254262978401,YES
0.5482379689276242,NO
0.957029177718833,YES
0.47108753315649876,NO
0.1417203486169004,NO
0.21167108753315653,YES
0.4873815839333081,YES
0.7893899204244033,YES
0.3870405456612354,YES
0.31110269041303523,NO
0.054490337248957944,NO
0.348768472906404,YES
0.3210306934444866,NO
0.12057597574838957,YES
0.26396362258431233,NO
0.5117847669571808,NO
0.4468359226979917,NO
0.47654414550966284,NO
0.48980674497915877,NO
0.828419856006063,YES
0.516331943918151,NO
0.5009473285335355,YES
0.45267146646457,NO
0.4863963622584313,YES
0.3312618416066692,NO
0.4,NO
0.41500568397120124,NO
0.20333459643804472,NO
0.3020083364910951,YES
0.2918529746115953,NO
0.21765820386510043,YES
0.4748768472906405,NO
0.15119363395225469,NO
0.32625994694960214,YES
0.46608563849943174,YES
0.8631299734748011,YES
0.4666919287608943,YES
0.3142099280030315,NO
0.07252747252747252,NO
0.4154604016672983,YES
0.31079954528230397,NO
0.2655551345206518,YES
0.2582038651004169,NO
0.43296703296703304,NO
0.3183781735505874,NO
0.3385373247442213,NO
0.49943160287987887,NO
0.8792724516862449,YES
0.5257294429708224,NO
0.7270178097764305,YES
0.40598711633194395,NO
0.6334975369458129,YES
0.3669571807502842,NO
0.3884804850322093,NO
0.5191360363774157,NO
0.22834406972338012,NO
0.3746873815839334,YES
0.37612732095490725,NO
0.303902993558166,YES
0.33004926108374394,NO
0.08025767336112166,NO
0.185373247442213,NO
0.4981432360742706,NO
0.07131489200454719,NO
0.6079575596816977,NO
0.08548692686623721,NO
0.0,NO
0.7924971580143995,NO
0.3225464190981433,NO
0.02652519893899205,NO
0.046760136415308844,NO
0.3099658961727928,YES
0.6087912087912088,YES
0.9551345206517622,YES
0.04782114437286852,NO
0.028495642288745737,NO
0.23963622584312244,NO
0.2876847290640394,NO
0.0845774914740432,NO
0.10117468738158394,NO
0.01727927245168625,NO
0.02349374763167867,NO
0.4455475558923836,NO
0.04592648730579766,NO
0.10231148162182649,NO
0.0535051155740811,NO
0.5888594164456235,NO
0.18219022356953393,YES
0.2769988632057598,YES
0.5621068586585829,NO
0.44850322091701406,NO
0.39249715801439944,NO
0.23402804092459267,NO
0.48920045471769613,YES
0.4709359605911331,YES
0.4041682455475559,NO
0.5292913982569156,NO
0.015005683971201215,NO
0.45843122394846536,NO
0.2823796892762411,NO
0.2856384994316029,NO
0.10056839712012128,NO
0.42743463433118606,YES
0.421523304281925,NO
0.2258431223948466,YES
0.07586206896551725,NO
0.5987116331943919,YES
0.4275862068965518,NO
0.1385373247442213,NO
0.3018567639257295,NO
0.43342175066313,NO
0.10708601743084503,NO
0.4222811671087534,NO
0.2111405835543767,NO
0.40613868889730964,NO
0.41538461538461546,NO
0.08306176582038655,NO
0.22493368700265254,YES
0.43584691170898077,YES
0.8066691928760894,YES
0.36824554755589245,YES
0.2776051534672225,NO
0.023039029935581663,NO
0.3458885941644563,YES
0.25570291777188336,NO
0.140507768093975,YES
0.23198181129215617,NO
0.47305797650625236,NO
0.3706707086017431,NO
0.4221295945433877,NO
0.3765820386510042,NO
0.8175824175824178,YES
0.40644183402804107,NO
0.5608942781356576,YES
0.41712769988632065,NO
0.49958317544524444,YES
0.27214854111405834,NO
0.30708601743084507,NO
0.38597953770367566,NO
0.15445244410761655,NO
0.28980674497915876,YES
0.26320575975748395,NO
0.210989010989011,YES
0.35035998484274355,YES
0.07798408488063663,YES
0.6167487684729065,NO
0.44107616521409626,NO
0.3994694960212202,NO
0.26790450928381965,NO
0.4111405835543767,YES
0.6933687002652521,YES
0.41500568397120124,NO
0.49124668435013263,NO
0.04812428950359985,NO
0.4034103827207276,NO
0.28844259189086785,NO
0.2757104964001516,NO
0.08222811671087535,NO
0.28063660477453584,YES
0.43433118605532406,NO
0.33399014778325126,YES
0.07290640394088671,NO
0.5738537324744222,YES
0.3904509283819629,NO
0.09746115953012507,NO
0.3277756726032589,NO
0.42675255778704063,NO
0.09026146267525578,NO
0.46115953012504746,NO
0.23440697233800684,NO
0.4000000000000001,NO
0.3261083743842365,NO
0.07002652519893901,NO
0.19370973853732482,NO
0.4041682455475559,NO
0.4551724137931035,NO
0.26456991284577497,NO
0.2926866237211065,NO
0.43455854490337253,NO
0.4081849185297462,NO
0.32466843501326265,YES
0.09170140204622965,NO
0.2673740053050398,YES
0.4982948086396364,NO
0.4467601364153089,NO
0.4978400909435393,NO
0.24092459264873062,NO
0.27646835922697993,NO
0.32004547176960974,NO
0.26510041682455476,NO
0.23016294050776814,NO
0.4383478590375143,NO
0.33285335354300877,YES
0.2644183402804093,YES
0.32936718453959835,YES
0.42379689276241006,YES
0.41250473664266774,NO
0.30579765062523684,YES
0.3452065176203108,NO
0.3620310723759,YES
0.09496021220159154,YES
0.5674876847290641,NO
0.44327396741189845,NO
0.38006820765441457,NO
0.23819628647214858,NO
0.3650625236832134,YES
0.7172413793103449,YES
0.40257673361121643,NO
0.4959454338764684,NO
0.02349374763167867,NO
0.4062144751799925,NO
0.2826828344069724,NO
0.28321333838575224,NO
0.09306555513452067,NO
0.28995831754452445,YES
0.4162940507768095,NO
0.3755968169761274,YES
0.0753315649867374,NO
0.5867374005305042,YES
0.4081091322470634,NO
0.08654793482379691,NO
0.30481242895036004,NO
0.4273588480485032,NO
0.08685107995452823,NO
0.42379689276241006,NO
0.20985221674876853,NO
0.3966654035619553,NO
0.34005305039787803,NO
0.06654035619552862,NO
0.23107237589996216,NO
0.37461159530125054,NO
0.4615384615384617,NO
0.2887457370215991,NO
0.3481621826449413,NO
0.45191360363774163,NO
0.39545282303903,NO
0.3010231148162183,YES
0.1292156119742327,NO
0.3321712769988633,YES
0.5004168245547557,NO
0.4281924971580145,NO
0.4729821902235696,NO
0.1949223190602501,NO
0.27563471011746876,NO
0.2597195907540735,NO
0.2258431223948466,NO
0.2463812050018947,NO
0.3841606669192877,NO
0.313527851458886,YES
0.24365289882531266,YES
0.30329670329670333,YES
0.48472906403940896,YES
0.4548692686623722,NO
0.3195149677908299,YES
0.33474801061007964,NO
