NONETRACED_MEDIAN_SINGLE_LSA_MEDIAN.csv,Associated
0.12415750713994286,NO
0.21774077927376578,YES
0.3392720114239086,YES
0.3299787025703794,NO
0.10819179926560588,NO
0.13022556099551202,NO
0.2238247858017136,NO
0.303124949000408,YES
0.1888329865361077,YES
0.2697405344757242,NO
0.08554369645042839,NO
0.2075308853529172,NO
0.09840956752345982,NO
0.3268123011015912,NO
0.38459175846593224,NO
0.29734445124439,NO
0.249352774377805,YES
0.16609704202366382,NO
0.18986680946552426,YES
0.05594167686658506,NO
0.3007248266013872,YES
0.0929234190126479,NO
0.2038188698490412,NO
0.19870277437780498,NO
0.2045528355773154,NO
0.18463694410444717,NO
0.2699847205222358,NO
0.25645248878008975,NO
0.22286674826601383,NO
0.09260554875560997,NO
0.2383321909424725,NO
0.22523875968992246,YES
0.2320674826601387,YES
0.2523171562627499,YES
0.2581585067319462,YES
0.19633875968992248,NO
0.08177539779681764,NO
0.2846685638514892,YES
0.11473164014687884,NO
0.18028508771929824,YES
0.1345735006119951,NO
0.2968464912280702,NO
0.33313410852713177,NO
0.2649986536107711,NO
0.19373667890656876,NO
0.2756307221542228,YES
0.08777552019583844,NO
0.2636813341493268,YES
0.21895281517747858,NO
0.22796919624643003,YES
0.18032276621787027,NO
0.22050850673194614,NO
0.2729903916768666,NO
0.177902774377805,NO
0.28597439820481435,YES
0.2226186046511628,NO
0.2293287025703794,YES
0.2585545491636067,NO
0.36932133822929414,NO
0.261438698490412,NO
0.289646715626275,NO
0.2772465728274174,NO
0.2700765197878417,NO
0.33001803345573233,NO
0.2691243370053039,NO
0.25639653202774376,NO
0.2721874337005304,YES
0.25898055895552835,NO
0.23832525499795998,YES
0.29743241534067727,NO
0.4470411260709914,NO
0.3412839453284373,NO
0.22732639738882088,NO
0.38393551611587107,NO
0.2277783965728274,NO
0.1529372093023256,NO
0.2665966748266014,NO
0.19153698490412074,NO
0.4329160954712362,YES
0.48904553243574045,YES
0.3223325377396981,YES
0.3690982048143615,YES
0.308362423500612,NO
0.3420359649122807,YES
0.2201046307629539,NO
0.19592482660138721,NO
0.31001782945736434,NO
0.18217297021623824,YES
0.23110560995512036,YES
0.1916254793961648,YES
0.24535456956344348,YES
0.20510271317829454,NO
0.11394133006935944,NO
0.242118890248878,YES
0.199259445124439,NO
0.22170665034679723,YES
0.13333351693186454,NO
0.2607028151774786,NO
0.4164936964504284,NO
0.2662408200734394,NO
0.23819467564259483,NO
0.2342410240718074,YES
0.1666852305181558,NO
0.21234135046919622,YES
0.19727498980008162,NO
0.22832119543043658,YES
0.23117297021623823,NO
0.29848849449204407,NO
0.24257095063239495,NO
0.1852189310485516,NO
0.24053266013871885,YES
0.2221606691146471,NO
0.19604296205630356,YES
0.22925673194614443,NO
0.29918390452876376,NO
0.2863286617707059,NO
0.18822725418196654,NO
0.15282939616483068,NO
0.32078023255813953,NO
0.30888419012647894,NO
0.20429898000815994,NO
0.3459720318237454,NO
0.12362380660954711,YES
0.29074449204406366,NO
0.20119536923704612,YES
0.35279618523051814,NO
0.4075935536515708,NO
0.3197242554059568,NO
0.18984869441044472,NO
0.2558863729090168,NO
0.22853039575683395,NO
0.14204330885352917,NO
0.2832406364749082,NO
0.15920112199102407,NO
0.21073906568747452,YES
0.2976681966544267,YES
0.2615126682986536,YES
0.33206258669930644,YES
0.36300805793553653,NO
0.3262200530395757,YES
0.2399486128110975,NO
0.21013869849041203,NO
0.2695203794369645,NO
0.19441534067727456,NO
0.17474738882088942,NO
0.1809391268869849,NO
0.19554526723786209,NO
0.21627680538555688,NO
0.1158734598123215,NO
0.20292325581395348,NO
0.20832370461036312,YES
0.21348722970216238,NO
0.1604434108527132,YES
0.17426113831089352,NO
0.2360564055487556,NO
0.20177064463484293,NO
0.2764186046511628,NO
0.2348526519787842,NO
0.21647093023255815,NO
0.25006323949408404,NO
0.1564332721338229,NO
0.23784922480620155,NO
0.3217450428396573,YES
0.3848122399020808,YES
0.3934188290493676,YES
0.2562246634026928,YES
0.19503121175030602,NO
0.3203085067319461,YES
0.18350522235822114,NO
0.2779883516931865,NO
0.2569322521419829,NO
0.18822527539779682,NO
0.22328115055079562,NO
0.2051651774785802,NO
0.23119487964096286,NO
0.24719469604243166,NO
0.2007548755609955,NO
0.18342923296613628,NO
0.22260565075479397,YES
0.23481085271317825,NO
0.1537216034271726,YES
0.2129671970624235,NO
0.3514380048959609,NO
0.2413128722970216,NO
0.156274949000408,NO
0.31371205630354954,NO
0.2408662790697674,NO
0.1301174418604651,NO
0.22860693594451248,NO
0.14068543451652388,NO
0.36448669930640554,YES
0.44418184414524675,YES
0.27622090983272135,YES
0.30429263565891473,YES
0.2190311301509588,NO
0.3049643614851081,YES
0.16855911872705018,NO
0.25789222766217873,NO
0.3873931864545083,NO
0.23494655242758056,NO
0.22436935944512446,NO
0.2746343737250102,NO
0.23226448388412888,NO
0.2422043043655651,NO
0.15970893512851897,NO
0.24832458180334557,NO
0.30563131374949004,YES
0.2187424928600571,NO
0.21894118727050182,YES
0.3264222358221134,NO
0.4695970624235006,NO
0.32318023255813955,NO
0.20197672378620973,NO
0.32265983272133825,NO
0.25794826601387183,NO
0.12943135454916363,NO
0.252990656874745,NO
0.22237082823337412,NO
0.3929982048143615,YES
0.4240239290085679,YES
0.36283435332517344,YES
0.2740903100775194,YES
0.2747883516931865,NO
0.27722823337413294,YES
0.2198386372909017,NO
0.2955960628314973,NO
0.36567525499796005,NO
0.4626243370053039,YES
0.10357774377804976,YES
0.13009745002039985,YES
0.36736019991840063,YES
0.3297202570379437,NO
0.2817281721746226,NO
0.43206784985720115,YES
0.09510962872297021,NO
0.35314849041207674,YES
0.16708708690330482,NO
0.3552240106079151,NO
0.4184352509179926,NO
0.2972822113423093,NO
0.25583031415748675,NO
0.23926648306813544,YES
0.27100418196654424,NO
0.1790375152998776,YES
0.3067763973888209,NO
0.1751891268869849,YES
0.20930683394532845,NO
0.2574622603019176,NO
0.3464764381884945,NO
0.2984740922072624,NO
0.4307619135046919,YES
0.35407417380660955,NO
0.31559630762953894,YES
0.28109647082823336,NO
0.44189508363933083,NO
0.261859343125255,YES
0.15808559771521827,NO
0.14651744186046511,NO
0.36666073031415747,YES
0.27749851081191357,NO
0.23416456548347614,NO
0.4345787025703794,YES
0.15261954304365566,NO
0.4153984292125663,YES
0.187681109751122,NO
0.40289808241534064,NO
0.44615571195430437,NO
0.33864235006119947,NO
0.269812525499796,NO
0.2561748266013872,NO
0.23248669930640553,NO
0.2562734190126479,NO
0.27277439820481436,NO
0.22150728274173806,NO
0.22378500611995106,NO
0.26127262341901264,NO
0.2835152386780906,NO
0.2773065483476132,NO
0.3405567931456548,YES
0.3015689310485516,NO
0.2614070583435332,YES
0.14679514483884126,NO
0.18711064871481028,NO
0.21197929416564668,YES
0.18192766217870257,YES
0.18993537331701346,YES
0.22427709098327214,YES
0.16650516115871072,NO
0.13059514483884127,NO
0.2509251121991024,YES
0.13822782537739697,NO
0.19312949816401465,YES
0.09146970624235007,NO
0.22106517747858018,NO
0.28409855161158715,NO
0.22112705018359852,NO
0.11337527539779683,NO
0.19684914320685434,YES
0.14786499388004898,NO
0.18967156262749899,YES
0.15809922480620156,NO
0.17684135046919625,YES
0.26336285189718484,NO
0.24110691554467564,NO
0.2795529375764994,NO
0.1377173602611179,NO
0.23563708690330482,YES
0.24707280701754386,NO
0.20752713178294574,YES
0.3031382292941656,NO
0.38666556507547933,NO
0.3110430640554876,YES
0.13991558547531618,NO
0.14936146470828232,NO
0.399772480620155,YES
0.2625485720114239,NO
0.2585685434516524,NO
0.4423263565891473,YES
0.1494714402284782,NO
0.4382584659322726,YES
0.23344871481028157,NO
0.3663819665442676,NO
0.340053896368829,NO
0.31894995920032637,NO
0.3249801101591187,NO
0.25401481028151773,NO
0.2572206038351693,NO
0.28882511219910245,NO
0.25521831905344755,NO
0.25422303141574865,NO
0.23289102407180742,NO
0.28883239494084045,NO
0.34213282333741335,NO
0.29812647898816813,NO
0.39887841697266424,YES
0.36310452876376986,NO
0.3182127498980008,YES
0.1418730518155855,NO
0.2799058343533251,NO
0.1761188086495308,YES
0.14934959200326398,YES
0.142721358629131,YES
0.20347258261933904,YES
0.22365236638106895,NO
0.09312929416564668,NO
0.21483076295389636,YES
0.0988076703386373,NO
0.14899498164014688,YES
0.07509779681762546,NO
0.2800124439004488,NO
0.3077842309261526,NO
0.26530059159526725,NO
0.22060448796409632,NO
0.24008674010607917,YES
0.1555470012239902,NO
0.19751903304773566,YES
0.16037325581395345,NO
0.18361101591187273,YES
0.15988678090575276,NO
0.17411289269685842,NO
0.22380248878008974,NO
0.16519481844145245,NO
0.21087458180334556,YES
0.18699465524275805,NO
0.20147464300285595,YES
0.23851130150958788,YES
0.16485887392900858,YES
0.28369918400652794,NO
0.1302355773153815,NO
0.1298655446756426,NO
0.23176674826601384,NO
0.22169918400652794,YES
0.29236113831089355,YES
0.1789311301509588,NO
0.049323908608731135,NO
0.16132531619747043,NO
0.06420175438596493,NO
0.22252307221542225,NO
0.21973888208894327,NO
0.19000705834353326,NO
0.12237135862913098,YES
0.1628610771113831,NO
0.2205012035903713,YES
0.08521542227662177,NO
0.22993135454916364,YES
0.08800544675642594,NO
0.13922929416564667,NO
0.1956768053855569,NO
0.14964930640554877,NO
0.1712371073031416,NO
0.24369292125662995,NO
0.22657078743370052,NO
0.15057519379844964,NO
0.30694388004895956,NO
0.4766844553243574,NO
0.28130697674418603,YES
0.10869959200326398,YES
0.14985112199102407,YES
0.3255786617707058,YES
0.19201281109751125,NO
0.25539222766217873,NO
0.5373858833129335,YES
0.1195234190126479,NO
0.38214445124439,YES
0.22450050999592,NO
0.4277017951856385,NO
0.47033898408812724,NO
0.37088584251325984,NO
0.2907760097919217,NO
0.21383674010607917,YES
0.2638641982864137,NO
0.24934520603835175,YES
0.28737802937576507,NO
0.2247249898000816,YES
0.2775643206854345,NO
0.28659408404732767,NO
0.33903249694002446,NO
0.27243629130966956,NO
0.36729224806201555,YES
0.28486476948184414,NO
0.4154341289269686,YES
0.27901423908608725,NO
0.3549933496532027,NO
0.3956125458996328,YES
0.1555796409628723,YES
0.1719534271725826,YES
0.345912219502244,YES
0.2860585883312934,NO
0.251640452876377,NO
0.4086859445124439,YES
0.12989771521827825,NO
0.34775238678090575,YES
0.16904708282333744,NO
0.3526300897592819,NO
0.4078154426764586,NO
0.3286320685434516,NO
0.24303443492452065,NO
0.22910077519379846,YES
0.2456503875968992,NO
0.19576534067727458,YES
0.290056466748266,NO
0.1888591187270502,YES
0.23980893512851897,NO
0.2665146062831497,NO
0.3175806609547124,NO
0.310694043247654,NO
0.3985840269277846,YES
0.31064445124439005,NO
0.31962029783761725,YES
0.32740191758465925,NO
0.43285697674418605,NO
0.46291840065279477,YES
0.17305126478988164,YES
0.20730713994288047,YES
0.362116421868625,YES
0.3589100367197062,NO
0.2674525091799266,NO
0.424209955120359,YES
0.11793149734802122,NO
0.4030263361893105,YES
0.1992028151774786,NO
0.34240785393716855,NO
0.3944871889024887,NO
0.2970558751529987,NO
0.3758738066095471,NO
0.31992211342309257,YES
0.3495659934720522,NO
0.3086968992248062,YES
0.30488827009383923,NO
0.26319490004079965,YES
0.24141277029783764,NO
0.31168402692778463,NO
0.4014722358221134,NO
0.33952396980824145,NO
0.4408578539371686,YES
0.39969010607915134,NO
0.34523827009383923,YES
0.29646591187270493,NO
0.452756670746634,NO
0.2542512035903713,YES
0.09993963688290494,YES
0.1221932884536924,YES
0.2997427784577723,YES
0.16865491636066912,NO
0.22608641370869034,NO
0.5001280905752754,YES
0.11318549571603427,NO
0.3778744186046512,YES
0.20067074663402693,NO
0.41212584659322715,NO
0.40117529579763356,NO
0.3300519583843329,NO
0.27827819257445935,NO
0.20169279885760916,YES
0.2661202774377805,NO
0.23908131374949002,YES
0.25339022847817216,NO
0.21659112607099146,YES
0.24500055079559363,NO
0.24046640146878825,NO
0.30679079967360257,NO
0.24712046103631172,NO
0.3474504283965728,YES
0.2652268257853937,NO
0.41408839249286006,YES
0.1958608935128519,NO
0.34267962056303547,NO
0.18012297021623824,YES
0.2024738066095471,YES
0.2186373113015096,YES
0.2678384740922073,YES
0.18857486740106078,NO
0.10226140350877191,NO
0.222209037127703,YES
0.14822360261117912,NO
0.24142851897184825,YES
0.10262174622603021,NO
0.2688308445532436,NO
0.3742080987352101,NO
0.2614009179926561,NO
0.20536103631170954,NO
0.19020738474092208,YES
0.17164928600571197,NO
0.2207873317013464,YES
0.192291064871481,NO
0.23658716850265196,YES
0.2110547939616483,NO
0.23436277029783764,NO
0.24925665034679723,NO
0.23449853121175032,NO
0.2420546715626275,YES
0.2805362301101591,NO
0.16887713178294572,YES
0.2764922684618523,NO
0.3422996736026111,NO
0.21369930640554877,YES
0.2124956140350877,YES
0.294419094247246,YES
0.27510083639330885,YES
0.24998839249286006,NO
0.2067766625866993,NO
0.2927288249694002,YES
0.1304576907384741,NO
0.4004200122399021,YES
0.14574137086903305,NO
0.21734084047327623,NO
0.30271799265605875,NO
0.2386903712770298,NO
0.3070802733578132,NO
0.37002421460628315,YES
0.30218629130966956,NO
0.410635006119951,YES
0.23268649530803756,NO
0.33067919216646263,YES
0.2341967972256222,NO
0.3245799877600979,NO
0.3304005507955936,NO
0.22305075479396164,NO
0.24971499388004897,YES
0.31696038351693184,NO
0.21108924928600573,YES
0.28481007751937987,NO
0.4529925336597307,NO
0.3463857813137494,NO
0.24126291309669523,NO
0.15691301509587924,NO
0.32987774377804974,NO
0.3559835373317013,NO
0.25226815585475315,NO
0.5062829865361076,NO
0.1478833333333333,NO
0.28608802529579763,NO
0.22365263157894738,NO
0.5792630558955528,YES
0.6683999999999999,YES
0.529213341493268,YES
0.3311396572827417,NO
0.3592954100367196,NO
0.34176758465932267,NO
0.1867907180742554,NO
0.39435946552427575,NO
0.22515850673194615,NO
0.25366815585475316,NO
0.4157689718482252,NO
0.34129567523459814,NO
0.26889006527947773,NO
0.42268329253365966,NO
0.3326395552835577,NO
0.41910148918808654,NO
0.12539349245206038,YES
0.3140226438188495,YES
0.17533969808241534,NO
0.08265,NO
0.09608555691554468,NO
0.10866937984496124,NO
0.2856750305997552,YES
0.1019236842105263,YES
0.07808176254589963,NO
0.08298794369645043,NO
0.11651128110975112,NO
0.10878384332925337,NO
0.16832131782945736,NO
0.1912750713994288,NO
0.19254308445532436,NO
0.22820940432476539,YES
0.11634530803753569,NO
0.14195359037127703,YES
0.07381754385964913,NO
0.23723959608323134,YES
0.08954563443492453,NO
0.12424547123623012,NO
0.08862745818033455,NO
0.13032749898000817,NO
0.14725720114239085,NO
0.12002360261117911,NO
0.12346534067727458,NO
0.07019979600163198,NO
0.10311334149326805,NO
0.2560400040799673,NO
0.19917488780089762,YES
0.19264761321909427,YES
0.23024130966952264,YES
0.2522764993880049,YES
0.19697262341901264,NO
0.06855750713994288,NO
0.25264277845777233,YES
0.08298977968176255,NO
0.16706321909424726,YES
0.053471970624235005,NO
0.24797280701754387,NO
0.36577776417788643,NO
0.2281528967768258,NO
0.1606487964096287,NO
0.2708786821705426,YES
0.07844345165238677,NO
0.23249155446756425,YES
0.14364726642186862,NO
0.2503871277029784,YES
0.15257294981640146,NO
0.16918680130558955,NO
0.18298302733578134,NO
0.14002902896776825,NO
0.24889655242758052,YES
0.22155055079559363,NO
0.19007892696858425,YES
0.2610272949816401,YES
0.17180873113015097,YES
0.27554718482252144,NO
0.1609813341493268,NO
0.1266953488372093,NO
0.21241472868217054,NO
0.24151897184822524,YES
0.3081392084863321,YES
0.17040108119135045,NO
0.06839385964912281,NO
0.18038494492044063,NO
0.07176984904120767,NO
0.18935518155854753,NO
0.26693641370869037,NO
0.17299714402284783,NO
0.12870742554059567,YES
0.23118045695634434,NO
0.25655124439004484,YES
0.08298545491636067,NO
0.2448094043247654,YES
0.10360132598939206,NO
0.1453910852713178,NO
0.24801631986944106,NO
0.15683325173398613,NO
0.14390913912688696,NO
0.23471889024887801,NO
0.21388674010607917,NO
0.15437909016727866,NO
0.24407054263565892,NO
0.33731556507547933,NO
0.23335252957976332,NO
0.17388347613219093,NO
0.22340658914728687,NO
0.25305846593227255,NO
0.27597811097511216,NO
0.18012890656874747,NO
0.2665926356589147,NO
0.17459545083639333,YES
0.25094033047735614,NO
0.17801536107711136,YES
0.28318869849041206,NO
0.4007778457772338,NO
0.32654638922888624,NO
0.2727603835169318,NO
0.23846048551611587,NO
0.29138633210934317,NO
0.23229667482660138,NO
0.25129481844145246,NO
0.1810091595267238,NO
0.24923249694002447,YES
0.3136500203998368,YES
0.25693657690738475,YES
0.27760254997960015,YES
0.29064622603019175,NO
0.24025846593227254,YES
0.22331068951448388,NO
0.291881109751122,YES
0.20697853937168506,YES
0.24906513667890656,NO
0.17477323541411668,NO
0.11817931456548347,NO
0.18271680946552427,NO
0.2555906160750714,YES
0.3305191554467565,YES
0.15557113423092617,NO
0.07271784985720114,NO
0.16750091799265604,NO
0.07076387188902489,NO
0.21768492452060384,NO
0.31544006527947777,NO
0.18534910240718078,NO
0.14689332925336596,YES
0.2201984496124031,NO
0.2731893308853529,YES
0.09641736026111788,NO
0.2543293961648307,YES
0.11769930640554876,NO
0.15706093431252552,NO
0.2305203386372909,NO
0.18711901264789887,NO
0.15971299469604242,NO
0.19731899224806201,NO
0.21543459812321497,NO
0.14259116687066503,NO
0.2902962464300285,NO
0.4082509791921664,NO
0.33582790697674414,NO
0.22374292125662995,NO
0.1964968380252958,NO
0.3404078947368421,NO
0.32451201550387593,NO
0.2212606691146471,NO
0.39385155038759684,NO
0.16215742554059567,YES
0.32199796001631986,NO
0.25513908608731134,YES
0.3826099143206854,NO
0.5501965524275806,NO
0.3478860873113015,NO
0.25393629130966955,NO
0.34806960424316596,NO
0.21986458588331292,NO
0.17844889840881273,NO
0.3501221134230926,NO
0.19850273357813136,NO
0.23668649530803756,YES
0.3976652386780905,YES
0.2873701958384333,YES
0.37930805793553657,YES
0.3948916156670746,NO
0.37792943696450426,YES
0.2873001223990208,NO
