UPPERTRACED_RFNONE_SINGLE_LSA_SUM.csv,Associated
0.08151660293115101,NO
0.11511160786126627,YES
0.37716405726540997,YES
0.4911184778378884,NO
0.1450477943220287,NO
0.571005363146145,NO
0.09736026707473003,NO
0.2782647749848586,YES
0.3295496771286541,YES
0.12154270182019271,NO
0.05658367883151881,NO
0.36889843377406906,NO
0.05116347794029441,NO
0.16807304177870364,NO
0.20982980130318896,NO
0.2380046053420798,NO
0.15218256348437725,YES
0.054498986181047884,NO
0.060289311451619046,YES
0.1347969582505552,NO
0.24874552705419029,YES
0.06957167977950536,NO
0.08151660293115101,NO
0.886958455367096,NO
0.20726087478092448,NO
0.06500583713942132,NO
0.1753643457576139,NO
0.14837306196730615,NO
0.17571398894600865,NO
0.16923608083633485,NO
0.31939246935867543,NO
0.09427492195203305,YES
0.5050807982983057,YES
0.22210827527890997,YES
0.09644300230852283,YES
0.10459451630741683,NO
0.002668406592602781,NO
0.269598305327743,YES
0.2105598094664065,NO
0.10231671528511281,YES
0.21456241935531067,NO
0.27476834310091086,NO
0.3432823156619667,NO
0.3871705819876704,NO
0.14193172741290377,NO
0.1704912852532499,YES
0.08207983568233089,NO
0.307403657940704,YES
0.3440591379759317,NO
0.4385374088952739,YES
0.19628003054623339,NO
0.15068743654488165,NO
0.2142288685312353,NO
0.01839210947489152,NO
0.2811321417181379,YES
0.05758433130374484,NO
0.25011191507913055,YES
0.1644668892289417,NO
0.03823838350737469,NO
0.17114814630592462,NO
0.3387998607279015,NO
0.5224210523235912,NO
0.13367049274819548,NO
0.2785471228315539,NO
0.07934852257466125,NO
0.11340728018561812,NO
0.35697252887116454,YES
0.13795983931042755,NO
0.2339859030888562,YES
0.14288995456101494,NO
0.1382568165792315,NO
0.1326698402759694,NO
0.02222794395175802,NO
0.21673049971180042,NO
0.02281165789388987,NO
0.0674240806139676,NO
0.16018778326218558,NO
0.09964830869251003,NO
0.3021604730569933,YES
0.3954303537101678,YES
0.2099336702001598,YES
0.2770402923543714,YES
0.20670788262522055,NO
0.2696714524382858,YES
0.0588351468940274,NO
0.19100027210725123,NO
0.3635879535486589,NO
0.06634004043572271,YES
0.5300137223979379,YES
0.1882528666352622,YES
0.08818761941265796,YES
0.10951439096252823,NO
0.042194179245531455,NO
0.2666797356170837,YES
0.3108752198070672,NO
0.08021897319012104,YES
0.21589662265161202,NO
0.2820230735245497,NO
0.3964002843959658,NO
0.42394456034197747,NO
0.215396296415499,NO
0.16440398271387485,YES
0.15329293662241755,NO
0.2251833798061309,YES
0.3443093010939882,NO
0.4389543474253681,YES
0.3236130576369972,NO
0.27818723904768317,NO
0.28002176858009753,NO
0.06325469531302574,NO
0.25995166438935335,YES
0.07025926261860804,NO
0.2486943240768103,YES
0.15370987515251172,NO
0.03932242368561957,NO
0.2050035549495724,NO
0.28192944522305485,NO
0.4865643387354913,NO
0.15835325372977116,NO
0.27596210394497,NO
0.1052820991465195,NO
0.15852002914180885,NO
0.18694499629875622,YES
0.1769852857272432,NO
0.19587772143824778,YES
0.18725221416303617,NO
0.16160537426450583,NO
0.1613552111464493,NO
0.02164423000962616,NO
0.18179105088990777,NO
0.02389569807213475,NO
0.07000909950055152,NO
0.17995066958864991,NO
0.07429844606278363,NO
0.1338840823109806,YES
0.2147291947673483,YES
0.13571861184339495,YES
0.2948852614424025,YES
0.22163428200259233,NO
0.26166623266047745,YES
0.08818761941265796,NO
0.11485120414773377,NO
0.08885472106080865,NO
0.1932458884009164,NO
0.2875164215263169,NO
0.4773083033674004,NO
0.16519104562331582,NO
0.24977836425505523,NO
0.057834494421801344,NO
0.17511418263955736,NO
0.3069399052598624,YES
0.20191820982687542,NO
0.13658906245885477,YES
0.08818761941265796,NO
0.05311796873399907,NO
0.04577985060434142,NO
0.14730950298001327,NO
0.20488944545712556,NO
0.11520523616276111,NO
0.23570047135998035,NO
0.10098251198881142,NO
0.22689794807725505,NO
0.3142516904297247,YES
0.3690798386082153,YES
0.38921723814065895,YES
0.18439655096744373,YES
0.18202512164364482,NO
0.3463881419756157,YES
0.12112576329009851,NO
0.15571118009696383,NO
0.04132372863007165,NO
0.1693136167735102,NO
0.3187868112833807,NO
0.5282581917449097,NO
0.14384379288249355,NO
0.2785471228315539,NO
0.07759738074826568,NO
0.13783987804913733,NO
0.31953144886870677,YES
0.1588901535211556,NO
0.16552459644739115,YES
0.1649876966560067,NO
0.1620223127946,NO
0.15918713078995955,NO
0.01872566029896687,NO
0.21222756358678319,NO
0.020143251301287093,NO
0.0778475438663222,NO
0.15126529871817007,NO
0.10857079323652559,NO
0.3139181396056493,YES
0.385590604399945,YES
0.21060077184831044,YES
0.25877838473624615,YES
0.20504012850484382,NO
0.29051837894299504,YES
0.07459542333158756,NO
0.096339133411552,NO
0.03673740479903563,NO
0.09651614941906567,NO
0.364149723357628,NO
0.4765578140132309,NO
0.06312449345625949,NO
0.18857178803722902,NO
0.021560842303607324,NO
0.11032193506292116,NO
0.38774259239211534,YES
0.05707376447215583,NO
0.18753895083636407,YES
0.15381374404948256,NO
0.16260602673673186,NO
0.16235586361867532,NO
0.04799474511157861,NO
0.1805402352996252,NO
0.04591005246110769,NO
0.05850159606995205,NO
0.13375388045421427,NO
0.1184105425467483,NO
0.25838192739710397,YES
0.36966355255034716,YES
0.2390359796007338,YES
0.14053461760153552,YES
0.13574494480319038,NO
0.21755413617651276,YES
0.05975241166023461,NO
0.6368875026698696,NO
0.1318418149846245,NO
0.5190943217361027,YES
0.19893234477451677,YES
0.16729183063810615,YES
0.3316387586057576,YES
0.295401680042835,NO
0.31470666545730114,NO
0.3665782074276502,YES
0.10230647468963681,NO
0.3684961246660835,YES
0.06550616337553433,NO
0.1695272063362953,NO
0.21898196777430906,NO
0.24640628245903035,NO
0.1694496703991199,NO
0.1477791074296983,YES
0.22571589077088278,NO
0.4234442341058644,YES
0.1547310088156898,NO
0.5116069835009378,YES
0.0978137791600956,NO
0.4242737223394202,NO
0.24407581551713542,NO
0.32596400576984413,NO
0.3776687723281555,YES
0.3040374279135226,NO
0.26776377579532856,YES
0.12721306582947361,NO
0.10619936391272673,NO
0.2769773858393046,YES
0.15698247687819838,NO
0.10519871144050068,NO
0.3240080520339286,YES
0.12954792159800105,NO
0.06867489620425014,NO
0.4314948050922092,YES
0.1364691011975645,NO
0.48881434385578904,YES
0.10461499749836882,NO
0.24937605514706962,NO
0.4839681039586242,NO
0.5637447809536628,NO
0.14905040421093285,NO
0.15981765888283878,NO
0.09377459571592003,NO
0.2834816269087739,NO
0.09819414413491839,NO
0.19709196347325886,NO
0.14322350538509027,NO
0.12596225023919105,NO
0.2913200712745445,NO
0.23945876989967146,NO
0.2935715393370531,YES
0.2719273093274269,NO
0.2168548497997232,YES
0.17540677108172875,NO
0.3293989940809358,NO
0.18358315509820733,YES
0.45888400916387007,YES
0.16331994253562998,YES
0.16173557612127204,YES
0.13853331265708346,NO
0.03135377746308265,NO
0.3276361487168534,YES
0.28836053918198123,NO
0.20930314210728046,YES
0.18554349766075545,NO
0.2914458843046782,NO
0.35387255432635906,NO
0.39667678047381777,NO
0.13225875351471866,NO
0.12687951500539824,YES
0.0725736371961835,NO
0.23160423316958134,YES
0.3279653107142962,NO
0.38541944016127483,YES
0.35263197933155244,NO
0.2702654069758937,NO
0.33897687673541516,NO
0.07351138315334269,NO
0.3407543515216062,YES
0.1405550987924875,NO
0.3032298838131296,YES
0.14287971396553895,NO
0.11445474680859156,NO
0.30082626976069193,YES
0.12412772070677665,NO
0.11470490992664807,NO
0.3271767848626444,YES
0.13200273862781875,NO
0.22181714977894945,NO
0.6648779759901925,YES
0.1097850352715367,NO
0.4175588175915875,YES
0.1424993489907162,NO
0.164320595007856,NO
0.13504126959976825,NO
0.11294352750477653,NO
0.1252117608850215,NO
0.15281309157725653,NO
0.11512184845674227,NO
0.27380865301058877,NO
0.05241429353057696,NO
0.19926004382974866,NO
0.35233500206274854,NO
0.607065425701554,NO
0.3610117123153401,NO
0.1573160277022737,NO
1.0,YES
0.5979074074615905,NO
0.24729136249659867,YES
0.14780544038949373,NO
0.31438920699754525,NO
0.022561494775833364,YES
0.38992237628629195,YES
0.08151660293115101,YES
0.021060516067494303,YES
0.06815408877718514,NO
0.0,NO
0.19463275761680865,YES
0.1902965969038291,NO
0.028018269222329188,YES
0.1771213393528529,NO
0.23682693686234008,NO
0.3265213867521805,NO
0.3747458137908637,NO
0.14693498977403396,NO
0.1149550730447046,YES
0.08691632263142342,NO
0.13429078024559876,YES
0.3382219985546131,NO
0.32696465824207016,YES
0.16525980390722605,NO
0.15377278166757857,NO
0.15243857837127722,NO
0.00638427980817902,NO
0.19415876434049106,YES
0.00871913557670645,NO
0.19124019462983177,YES
0.25862184991968445,YES
0.26609163284831927,YES
0.5143002601111251,NO
0.13554159583588127,NO
0.5670027532572409,NO
0.10278046796595443,NO
0.1914581730192494,YES
0.5338495568748044,YES
0.09427492195203305,NO
0.040406463863864456,NO
0.38165675279495115,NO
0.03306834573420681,NO
0.15489778422772743,NO
0.16913660076599657,NO
0.1855537382562314,NO
0.06220722869005228,YES
0.05641690341948112,NO
0.19354286566972034,YES
0.1305441852435945,NO
0.24074030727638196,YES
0.0671534363049591,NO
0.0622540428407997,NO
0.8883760463694164,NO
0.21384850355641255,NO
0.07668011598205848,NO
0.17336304081316178,NO
0.16079783016411286,NO
0.14802927054775483,NO
0.6177083302855371,NO
0.15027049801478748,NO
0.3500674416359206,YES
0.17583395020729892,YES
0.1318520555801005,YES
0.3582394368257665,YES
0.18124391050304733,NO
0.28235223552199246,NO
0.5491972836089029,YES
0.09930451727295868,NO
0.4086889989671628,YES
0.0409901778059963,NO
0.24549340651945567,NO
0.2499188067072975,NO
0.29226952076939056,NO
0.16427963262595202,NO
0.15895306003622245,YES
0.21721034475696144,NO
0.4762286520157881,YES
0.04565988934305118,NO
0.565642217001144,YES
0.10465157105364024,NO
0.43611477659409503,NO
0.24390904010509779,NO
0.32404608853141087,NO
0.3415618956219991,YES
0.31279313704550044,NO
0.3970147201245256,YES
0.6459767626259229,NO
0.13375973222305776,NO
0.4508831782126943,YES
0.264224918587266,YES
0.23233424133279884,YES
0.29995143031859955,YES
0.2916492332719873,NO
0.32304543605918484,NO
0.34731564733729886,YES
0.17835606257881603,NO
0.33789283655717034,YES
0.06792440685008061,NO
0.1817018114150455,NO
0.2412464852813384,NO
0.2689209630841162,NO
0.17328550487598643,NO
0.19172442850162535,YES
0.2262996047130147,NO
0.41493868809194306,YES
0.14130558814665706,NO
0.5327040731237035,YES
0.16977736945435185,NO
0.5114972628351234,NO
0.24232467369073984,NO
0.3361373059041422,NO
0.3476491981613743,YES
0.2894445793602261,NO
0.2724334873323834,YES
0.6596523464130121,NO
0.18587704848483078,NO
0.5328532932292109,YES
0.21494278433013342,YES
0.23141697656659166,YES
0.36916322631423415,YES
0.2981534743414566,NO
0.36115361770979326,NO
0.37541730426564696,YES
0.11298010106004795,NO
0.4195294007496116,YES
0.06242081825283738,NO
0.11549197283608902,NO
0.16611416215836644,NO
0.1759436708731132,NO
0.2638445536124432,NO
0.20523323687667694,YES
0.3174423673916033,NO
0.5112514885436996,YES
0.12504498547298387,NO
0.6110885167814102,YES
0.1380900411671938,NO
0.4660509630548574,NO
0.2936081128923245,NO
0.3689086743695451,NO
0.3820883207471539,YES
0.3659944934855184,NO
0.30937424109872813,YES
0.6068679285030882,NO
0.15527376037591767,NO
0.35223552199241026,YES
0.1705805247281122,YES
0.12042793985551982,YES
0.3394772029715282,YES
0.1642328184752046,NO
0.2722623230937132,NO
0.5302682743426269,YES
0.10472471816418309,NO
0.39476325206201707,YES
0.05057976399816255,NO
0.2302334563180085,NO
0.19955263227192,NO
0.2483241996974636,NO
0.18154088777185123,NO
0.15094784025841412,YES
0.23747355731953879,NO
0.48156546520099364,YES
0.030483326847622866,NO
0.5804852286724971,YES
0.09831410539620865,NO
0.42535776251766505,NO
0.2532484631792075,NO
0.31720829663786626,NO
0.34606483174701635,YES
0.29177943512875354,NO
0.44971575032843053,YES
0.20484263130637814,NO
0.37451174303712653,NO
0.0629211444889504,YES
0.5232593182104122,YES
0.19825939135752263,YES
0.10578242538263254,YES
0.11410071479356425,NO
0.0380247939445896,NO
0.2640947167304997,YES
0.2585911281332565,NO
0.08572256178736429,YES
0.21247772670483972,NO
0.30170257214499513,NO
0.4097423173589797,NO
0.43628594083276523,NO
0.23582628439011405,NO
0.16615512454027043,YES
0.17313921065490073,NO
0.23535667994042903,YES
0.35164741922364584,NO
0.44712634261521406,YES
0.2533172214631178,NO
0.2287383293785129,NO
0.22857155396647522,NO
0.06208726742876203,NO
0.2648715390444647,YES
0.07609640203992662,NO
0.23877118706056877,YES
0.20901201660732,NO
0.38493520628948125,NO
0.18900335598943174,YES
0.49982737281911893,YES
0.27939562931385087,YES
0.19342290440843007,YES
0.11751961074033655,NO
0.05787106797707278,NO
0.33747589802707617,YES
0.24733378782071352,NO
0.24524324340139914,YES
0.20614026104740812,NO
0.21497935788540484,NO
0.2684001556570512,NO
0.28443692817246335,NO
0.2464165230545063,NO
0.22210827527890997,YES
0.1834792862012365,NO
0.48410220699461926,YES
0.30028059231604237,NO
0.6089818799977764,YES
0.29259283099798994,NO
0.21606339806364971,NO
0.343146262036357,NO
0.0896052104149782,NO
0.3448403491165293,YES
0.16882353113287318,NO
0.33366639651000507,YES
0.05141364105835092,NO
0.09782987152441504,NO
0.09235700471359981,NO
0.15297986698929417,NO
0.033568671970319826,NO
0.07163003947018085,NO
0.057500943597726006,NO
0.013472234819780146,NO
0.19333951670241123,NO
0.08485211117190448,NO
0.042657931926373044,NO
0.06492244943340249,NO
0.35877048484830754,YES
0.2580483765730286,YES
0.45187359008944433,YES
0.14347952027199024,NO
0.03648724168097912,NO
0.07291742861573482,NO
0.021477454597588486,NO
0.8233745980566276,NO
0.05603653844465836,NO
0.01580709058830758,NO
0.03932242368561957,NO
0.1641596713646618,NO
0.022311331657776858,NO
0.1908539778861656,NO
0.022311331657776858,NO
0.2405062365226449,NO
0.10977479467606073,YES
0.46688922894167834,YES
0.440752303402511,NO
0.14429730496785914,NO
0.5132176828750912,NO
0.029149123551321474,NO
0.2661735576121272,YES
0.33005000336476714,YES
0.05791788212782019,NO
0.1038645081441993,NO
0.29960325007241567,NO
0.12596225023919105,NO
0.11570556239887413,NO
0.16113138098818824,NO
0.1952267121544165,NO
0.24824520081807727,YES
0.026981043194831723,NO
0.14317669123434285,YES
0.1368816509010261,NO
0.3032810867905096,YES
0.1088472893143775,NO
0.07417848480149337,NO
0.8459317040058284,NO
0.22177033562820203,NO
0.056250128007443445,NO
0.10915450717865742,NO
0.10417757777732266,NO
0.13952372453383344,NO
0.14355266738253308,NO
0.30996965857854686,NO
0.07751399304224685,YES
0.466555678117603,YES
0.21727178832981742,YES
0.08510227428996099,YES
0.07724334873323835,NO
0.0034188959467723115,NO
0.2609259839017839,YES
0.1867109255450191,NO
0.10765352847031835,YES
0.1772881147648906,NO
0.2590914543693695,NO
0.32593767281004865,NO
0.3764135679112404,NO
0.11124505159797181,NO
0.15423068257957673,YES
0.05222703692758729,NO
0.30131635540132895,YES
0.3125385851008114,NO
0.4616358034624916,YES
0.18827481076842506,NO
0.12650500179941893,NO
0.1966340625612607,NO
0.008302197046612263,NO
0.25144611837543196,YES
0.044575849164806294,NO
0.23143306893091115,YES
0.29481211433185966,YES
0.24791311293621282,YES
0.5008748394420923,NO
0.13612530977801313,NO
0.5208893518288241,NO
0.06642342814174154,NO
0.1802842204127253,YES
0.5747929205300533,YES
0.06984232408851386,NO
0.062003879722743196,NO
0.33604367760264736,NO
0.06542277566951551,NO
0.12237657888038107,NO
0.15020759149972063,NO
0.17504688729785794,NO
0.08672321425959033,YES
0.041073565512015145,NO
0.262170947723223,YES
0.1336295303662915,NO
0.27592991921633114,YES
0.06798731336514746,NO
0.028982348139283805,NO
0.8744502994642707,NO
0.21443221749854435,NO
0.03773805727126167,NO
0.15193240036632072,NO
0.1297776035251056,NO
0.13276932034630767,NO
0.13895025118717763,NO
0.0321510809679996,NO
0.08909464358338917,NO
0.30427735043610304,NO
0.4360313888880762,NO
0.09406133238924798,NO
0.20458222759284567,NO
0.04966249923195534,NO
0.15201578807233956,NO
0.19778539808120504,YES
0.07692003850463901,NO
0.1555180717251307,YES
0.17816295420698292,NO
0.21113767163969493,NO
0.2006308206813215,NO
0.09510879901222143,NO
0.17620407458664572,NO
0.11545539928081762,NO
0.08835439482469563,NO
0.1646073316811839,NO
0.11849393025276718,NO
0.07951529798669893,YES
0.20463928233906908,YES
0.10903454591736718,YES
0.19640438063415622,YES
0.13599510792124692,NO
0.20437887862553655,YES
0.07642995286400198,NO
0.30765382105876055,YES
0.2665919590844323,YES
0.4466728305298484,NO
0.13854355325255946,NO
0.49954209908800196,NO
0.0337354473823575,NO
0.12958449515327247,YES
0.6010600479259869,YES
0.056166740301424614,NO
0.06717391749591108,NO
0.3089426731465254,NO
0.06850812079221247,NO
0.11603911322294948,NO
0.15846297439558543,NO
0.18697132925855164,NO
0.09697990209990724,YES
0.021227291479531972,NO
0.30795079832756445,YES
0.1362979369588943,NO
0.2901058292395334,YES
0.08741664886753643,NO
0.016974518472571296,NO
0.8491838245405631,NO
0.21509931914669506,NO
0.03398561050041401,NO
0.11082226129903418,NO
0.10275998677500243,NO
0.12910026128147883,NO
0.15429358909464358,NO
0.02831524649113311,NO
0.13020478265067575,NO
0.27175614508875673,NO
0.44303595619365843,NO
0.12066201060925692,NO
0.2656220283986342,NO
0.06875828391026897,NO
0.13800665346117497,NO
0.1717684338033279,YES
0.11819695298396322,NO
0.2268145603712362,YES
0.18049780997551035,NO
0.19070768366507984,NO
0.17327965310714294,NO
0.04449246145878745,NO
0.17528680982043848,NO
0.049078785289823484,NO
0.04515956310693815,NO
0.18245230076921504,NO
0.05887172044929881,NO
0.058251432951895527,YES
0.18179105088990777,YES
0.08034917504688731,YES
0.263448096273301,YES
0.18260883558577673,NO
0.21947205341494602,YES
0.06492244943340249,NO
