LOWERTRACED_SUM_MULTI_LSA_SUM.csv,Associated
0.23234251372768605,YES
0.03674017932209582,YES
0.617195436882641,NO
0.5235203294954915,NO
0.5166719393451779,NO
0.4534496589065999,NO
0.18386514524793712,YES
0.2838208621609434,YES
0.44560094210511675,NO
0.12426921545541049,NO
0.4542960891498972,NO
0.11749777350903286,NO
0.10067767612571864,NO
0.059818179835644456,NO
0.04796815642948361,NO
0.06459542914696746,YES
0.4775053035416981,NO
0.18578885034633985,YES
0.4244110428257826,NO
0.22934153377417776,YES
0.4334139826863073,NO
0.14442964488667115,NO
0.13727346192061296,NO
0.16282026562740132,NO
0.15774168416761808,NO
0.5050819037477294,NO
0.1813647827760037,NO
0.4142060748991841,NO
0.21549306677673968,NO
0.20264271671940942,NO
0.8162476890005708,YES
0.3216061786598593,YES
0.29452041087434866,YES
0.8237886129863096,YES
0.21772456469088686,NO
0.20302745773908992,NO
1.0000000000000002,YES
0.11376253071654559,NO
0.8703422763676557,YES
0.10045049143559866,NO
0.2808839947136355,NO
0.1904698550887069,NO
0.2025507231066761,NO
0.2155700149806758,NO
0.3195285771535843,YES
0.21041448531695645,NO
0.4638064595337896,YES
0.21410799910588973,NO
0.38431896486778844,YES
0.14569603535003106,NO
0.11407032353229009,NO
0.27419953592333385,NO
0.1321531514572758,NO
0.8083989721990876,YES
0.2432663579410178,NO
0.8595695278166005,YES
0.2167438264122981,NO
0.162572290841277,NO
0.9116365901663341,YES
0.6167018037165244,YES
0.6007735255017498,YES
0.7723603410419759,YES
0.2947693052035131,NO
0.21574349976112867,NO
0.8160669208776863,YES
0.2595709300144454,NO
0.8073717738329058,YES
0.19816626327343012,NO
0.22863090529715657,NO
0.18907952847399634,NO
0.18761751259921022,NO
0.1990457395069929,NO
0.5632997501848644,YES
0.1939671580472097,NO
0.6207800585251382,YES
0.2775329075218246,NO
0.5674549531974143,YES
0.2786540845906006,NO
0.2564930018570011,NO
0.3455990220150158,NO
0.21617214299447973,NO
0.8163747136934306,YES
0.2945823628053753,NO
0.7469674337430598,YES
0.2506461906210505,NO
0.23194777706457587,NO
0.8145710489724296,YES
0.34250487761076587,YES
0.37120655767893457,YES
0.6635217246458467,YES
0.3220541238737601,NO
0.27219168772316116,NO
0.6692928399410548,YES
0.05965550073882618,NO
0.7099984398232568,YES
0.05349964442393741,NO
0.09978266172059953,NO
0.05199782707627558,NO
0.03406889555916208,NO
0.3038943477448382,NO
0.3470448216429962,YES
0.29935440371260774,NO
0.4809346964918268,YES
0.28381086651751364,NO
0.41106572731783936,YES
0.10982572970516956,NO
0.07496819332211195,NO
0.2533341300460137,NO
0.10682474975166127,NO
0.6754486962559436,YES
0.22563277662901432,NO
0.6083498624236562,YES
0.1928408189024659,NO
0.1946106275929964,NO
0.7361212158089138,YES
0.24885264508513938,YES
0.21607271020835678,YES
0.7243481406066891,YES
0.18937814972534095,NO
0.18106774370024115,NO
0.9004056312125077,YES
0.07045656700387314,NO
0.7753647998163297,YES
0.06099193791973169,NO
0.24035332701474837,NO
0.11754399353271765,NO
0.13554987325376727,NO
0.21884931183287093,NO
0.2442357528489728,YES
0.21646391751085148,NO
0.40082534785895557,YES
0.18745444462693822,NO
0.330109948441671,YES
0.09154037488236712,NO
0.05583640825601231,NO
0.2345101377956585,NO
0.07753580176599519,NO
0.7304270487176417,YES
0.17556781358059864,NO
0.8260736662102258,YES
0.18518469231843493,NO
0.16625543415015204,NO
0.6126644538324346,YES
0.48404118523493594,YES
0.4136335786333957,YES
0.6522158306555949,YES
0.16894862128791582,NO
0.13924661456857762,NO
0.6903051916039692,YES
0.45009032952060696,NO
0.6202053778181734,YES
0.4075379727439385,NO
0.2083519923941914,NO
0.22705040595066595,NO
0.21104517953195523,NO
0.22727535987148684,NO
0.38400852011799363,YES
0.22342794967468133,NO
0.42086670980338997,YES
0.21265520112362601,NO
0.41378747504126795,YES
0.39122495350948333,NO
0.4225428725114799,NO
0.42238897610360765,NO
0.37675869116949473,NO
0.6505229701690005,YES
0.3896859894307611,NO
0.6264381823369982,YES
0.22060542003404326,NO
0.2074472771609685,NO
0.6488624860207173,YES
0.3436502800760337,YES
0.36973572121037473,YES
0.6529407408293311,YES
0.2036768151680992,NO
0.1891336046241745,NO
0.6778719589046306,YES
0.2717558580152713,NO
0.687259639784836,YES
0.23374344527083318,NO
0.08156253408670598,NO
0.04985987406502883,NO
0.02415917395036825,NO
0.2686210992901756,NO
0.31687230510626757,YES
0.2645428444815618,NO
0.5316347422919492,YES
0.1968284250177854,NO
0.44437547902840097,YES
0.2595210935894299,NO
0.24290028153923027,NO
0.3601693443378611,NO
0.2342051344944499,NO
0.6441686455806146,YES
0.30730592823375386,NO
0.6338575862531759,YES
0.10146321717704497,NO
0.06329690802473466,NO
0.596854326369211,NO
0.4550167034431705,NO
0.3448268754066618,NO
0.5642282879003006,NO
0.10708043606438096,NO
0.06645178438611514,NO
0.6900386013358396,NO
0.2693103017124181,NO
0.5509931968232897,NO
0.25091968097168793,NO
0.3915259585533201,YES
0.3255813477800742,YES
0.36944182402365666,YES
0.09192163988896739,NO
0.3475200625444256,NO
0.09430703421098678,NO
0.3336693858359259,NO
0.15232597997881325,NO
0.35206000657665604,NO
0.20559718885331946,NO
0.2272965823633023,NO
0.24799564922211575,NO
0.21159914876033598,NO
0.6202465803657883,NO
0.21159914876033598,NO
0.6525648260189543,NO
0.12670367547095063,YES
0.25374516016946735,YES
0.4739807470121418,NO
0.38683152707868307,NO
0.32227198397628726,NO
0.31015802083216476,NO
0.2845244417439111,YES
0.12747315751031174,YES
0.3367051511901225,NO
0.23955769064433458,NO
0.3032326824779149,NO
0.2599489646874036,NO
0.10290820676482039,NO
0.09082733874685124,NO
0.09529033457514556,NO
0.2679805778976476,YES
0.3055742237221515,NO
0.17102584093814965,YES
0.28549074249482687,NO
0.3187663924954799,YES
0.32711972082426216,NO
0.2121641300430796,NO
0.15483771811067804,NO
0.22686123699487648,NO
0.19562026619681605,NO
0.3704854127180746,NO
0.18584784429693013,NO
0.33101098409885044,NO
0.07651564387057187,NO
0.054585405748780666,NO
0.7171440922666511,YES
0.4685823611179086,YES
0.4680437236903557,YES
0.7241463788248371,YES
0.08282539659333286,NO
0.05520099138026956,NO
0.7783948625997943,YES
0.32328171944799966,NO
0.7314564581987674,YES
0.3145865724032193,NO
0.17628953272940284,NO
0.1569755335414394,NO
0.16305444165239197,NO
0.060202624636116656,NO
0.40987088151465695,YES
0.059740935412500015,NO
0.5185986936763797,YES
0.12445437492276808,NO
0.4640424170856781,YES
0.27072609615963694,NO
0.26772511620612865,NO
0.3324385557163967,NO
0.26664784135102315,NO
0.7291480120806841,YES
0.30012031006323076,NO
0.7106804431360179,YES
0.24986012311378508,YES
0.004087559741851446,YES
0.5567659167562001,NO
0.48455371325567614,NO
0.4346143289011411,NO
0.37185938269772906,NO
0.15767617479832596,YES
0.3057245191714006,YES
0.3750142590591095,NO
0.14732945825916383,NO
0.3641645623041181,NO
0.15048433462054434,NO
0.043039468908553216,NO
0.014722529860064934,NO
0.01064427505145113,NO
0.07134028998201113,YES
0.42384158035008584,NO
0.23323931106358542,YES
0.3877528727040504,NO
0.24593576471304351,YES
0.3946782110583003,NO
0.11685796950046452,NO
0.1275537698475837,NO
0.1664895610392551,NO
0.12493753091375599,NO
0.43726535604342204,NO
0.15587070889607202,NO
0.35208369428614894,NO
0.21340070484981583,NO
0.16884769477080852,NO
0.5544903607974246,NO
0.4150322485218287,NO
0.3206168022922223,NO
0.5725731887224105,NO
0.1794665469139916,NO
0.18500681759739152,NO
0.6260521904580065,NO
0.44683616918464913,YES
0.5432559230227527,NO
0.4348322493706161,YES
0.21057678396161617,NO
0.22750538882756022,NO
0.21780991513161047,NO
0.22694358874257115,NO
0.32384862685753896,NO
0.24571895050298187,NO
0.3507804982351772,NO
0.2775755069325312,NO
0.36509286416729364,NO
0.3781983712736395,YES
0.38566234705544206,YES
0.40543803546702223,YES
0.4320621140289161,YES
0.5842693157206991,NO
0.3584226828620593,YES
0.5698030533807105,NO
0.2635071161252847,YES
0.023120927028878677,YES
0.4235976234756886,NO
0.40346478454728213,NO
0.3315951620709559,NO
0.2585437260327337,NO
0.11268863641051009,YES
0.3317601730166138,YES
0.2792427928915472,NO
0.1799251981358692,NO
0.25600443530284206,NO
0.18115636939884694,NO
0.015543537195094118,NO
0.0006925338354249744,NO
0.0,NO
0.08260188867149128,YES
0.3222074811907505,NO
0.2772808446298482,YES
0.3068947886074648,NO
0.2608139289875208,YES
0.32928671595287257,NO
0.13360237936633135,NO
0.13206341528760918,NO
0.1949300979034106,NO
0.14929981296929767,NO
0.31617793078087963,NO
0.1587644420534391,NO
0.26554601259091964,NO
0.19204094701853702,NO
0.1297898500342245,NO
0.6887321651240482,NO
0.5581632782261393,NO
0.5002212806622488,NO
0.6934260055641509,NO
0.20027440483970071,NO
0.16710972894323756,NO
0.7094312319828616,NO
0.42465337681200505,YES
0.6776516237572485,NO
0.5024480109914118,YES
0.2703185939929162,NO
0.2662403391843024,NO
0.2501581645616555,NO
0.1447178015978297,NO
0.49614302585363496,NO
0.14894995281431572,NO
0.4840621578356658,NO
0.25852419521933556,NO
0.4832157275923686,NO
0.3604016265253537,YES
0.3664035864323702,YES
0.38079290056842274,YES
0.49575351724897027,YES
0.7235897015071058,NO
0.3741753550299173,YES
0.6554905410236489,NO
