NONETRACED_MEDIAN_SINGLE_VSM_SUM.csv,Associated
0.4042612064194798,YES
0.27213613724405095,NO
0.6162147205312674,YES
0.28348090758162703,NO
0.49363586054233544,YES
0.3032650802434975,NO
0.22440509131156616,NO
0.6163530713890426,NO
0.33605423353624797,NO
0.552988378527947,YES
0.6149695628112894,NO
0.47910902047592707,YES
0.12548422800221365,NO
0.1317100166021029,NO
0.5149418926397344,YES
0.23312119535141118,YES
0.17072495849474267,YES
0.5507747648035418,YES
0.18580520199225237,NO
0.06364139457664637,NO
0.9536524626452685,YES
0.12036524626452687,NO
0.637797454344217,YES
0.13060320973990042,NO
0.4010791366906475,NO
0.2220531267293857,NO
0.19009407858328725,NO
0.13765910348644161,NO
0.31059767570558944,YES
0.1335085777531821,NO
0.5348644161593802,YES
0.09311012728278915,NO
0.41823464305478697,YES
0.24335915882678477,NO
0.1667127836192584,NO
0.6307415605976757,NO
0.26148312119535144,NO
0.5118981737686774,YES
0.4918372993912563,NO
0.7746264526840066,YES
0.17570558937465414,NO
0.15094078583287218,NO
0.14720531267293857,YES
0.5622578859988931,YES
0.3918096292197012,YES
0.25207526286662985,YES
0.18940232429441067,NO
0.05838406198118429,NO
0.32941339236303263,YES
0.2454344216934145,NO
0.1936912008854455,YES
0.1831765356945213,NO
0.3390979524073049,NO
0.41007194244604317,NO
0.34075816270060877,NO
0.23104593248478145,NO
0.41256225788599893,YES
0.23284449363586057,NO
0.3983121195351412,YES
0.22011621472053128,NO
0.4005257332595462,YES
0.16602102933038188,NO
0.24197565024903156,NO
0.2642501383508578,NO
0.16491422246817933,NO
0.25096845600442724,YES
0.21167681239623692,NO
0.1957664637520753,YES
0.2170724958494743,NO
0.17086330935251803,NO
0.43068622025456565,YES
0.4990315439955728,YES
0.5661317100166021,YES
0.5174322080796901,YES
0.256087437742114,NO
0.11040398450470394,NO
0.5208909795240731,YES
0.23990038738240183,NO
0.5953237410071943,YES
0.1997786386275595,NO
0.25193691200885454,NO
0.2194244604316547,NO
0.09297177642501385,NO
0.2498616491422247,NO
0.6055617044825679,YES
0.23990038738240177,NO
0.9911455451023798,YES
0.1502490315439956,NO
0.7767017155506365,YES
0.32664637520752626,NO
0.26770890979524076,NO
0.5882678472606531,NO
0.3079690094078584,NO
0.47980077476480354,YES
0.4784172661870504,NO
0.43165467625899284,YES
0.1304648588821251,NO
0.047869396790260116,NO
0.2505534034311013,NO
0.3115661317100166,NO
0.13807415605976758,NO
0.19299944659656892,NO
0.17971776425013836,NO
0.04883785279468733,NO
0.3912562257885999,NO
0.16353071389042612,NO
0.1808245711123409,NO
0.14941892639734367,NO
0.577338129496403,YES
0.4720531267293857,YES
0.5568622025456558,YES
0.1047315993359159,NO
0.18151632540121748,NO
0.10127282789153293,NO
0.17750415052573326,NO
0.2627282789153293,NO
0.1831765356945213,NO
0.11109573879358052,NO
0.15896513558384062,NO
0.25041505257332597,NO
0.13074156059767572,NO
0.2832042058660764,NO
0.14084117321527395,NO
0.31488655229662427,NO
0.1550913115661317,YES
0.3854454897620366,YES
0.40121748754842285,NO
0.22357498616491428,NO
0.09809075816270062,NO
0.08453237410071944,NO
0.46776425013835077,YES
0.1422246817930271,YES
0.12562257885998895,NO
0.18940232429441067,NO
0.06889872717210847,NO
0.2368566685113448,NO
0.21513558384061987,NO
0.20545102379634755,NO
0.2064194798007748,NO
0.40453790813503043,YES
0.10625345877144439,NO
0.22841726618705038,YES
0.05630879911455451,NO
0.5081627006087438,YES
0.12631433314886553,NO
0.15633646928610961,NO
0.08494742667404538,NO
0.20392916436081904,NO
0.13060320973990042,NO
0.2192861095738794,NO
0.12894299944659654,NO
0.13032650802434975,NO
0.08052019922523519,NO
0.051328168234643076,NO
0.26106806862202553,YES
0.4160210293303819,YES
0.4290260099612618,YES
0.3516878804648589,YES
0.16214720531267296,NO
0.004703929164360819,NO
0.43649695628112894,YES
0.13682899833978973,NO
0.359988931931378,YES
0.14263973436635308,NO
0.30271167681239625,NO
0.27642501383508583,NO
0.28348090758162703,NO
0.025318206972883242,NO
0.41436081903707805,YES
0.01936912008854455,NO
0.6200885445489763,YES
0.16837299391256227,NO
0.45821804095185403,YES
0.10583840619811842,NO
0.08826784726065302,NO
0.3215273934698396,NO
0.140011068068622,NO
0.33480907581627006,YES
0.26521859435528505,NO
0.27462645268400665,YES
0.4786939679026011,YES
0.03541781959048146,YES
0.5385998893193138,NO
0.21983951300498067,NO
0.13779745434421697,NO
0.20558937465412286,NO
0.35196458218040955,YES
0.5603209739900388,YES
0.19493635860542335,NO
0.1175982291090205,NO
0.18068622025456554,NO
0.14319313779745435,NO
0.23657996679579418,NO
0.21541228555617048,NO
0.19452130603209744,NO
0.13793580520199228,YES
0.17722744881018265,NO
0.4244604316546763,YES
0.1025179856115108,NO
0.4755118981737687,YES
0.08218040951853901,NO
0.10666851134477036,NO
0.13433868289983397,NO
0.21209186496956278,NO
0.12963475373547317,NO
0.3247094631986719,NO
0.18137797454344218,NO
0.18206972883231876,NO
0.16242390702822357,NO
0.08038184836745989,NO
0.16131710016602102,NO
0.32125069175428894,NO
0.1570282235749862,NO
0.2203929164360819,NO
0.14250138350857777,NO
0.09311012728278918,NO
0.286524626452684,NO
0.2689540675152186,YES
0.13392363032650806,NO
0.25705589374654125,YES
0.30824571112340904,NO
0.35998893193137804,NO
0.3422800221361373,NO
0.1787493082457111,NO
0.22523519645821805,NO
0.20766463752075265,NO
0.2253735473159934,NO
0.2927504150525734,NO
0.2535971223021583,NO
0.16726618705035973,YES
0.18622025456557828,YES
0.24916989485334812,YES
0.26300498063087996,YES
0.22343663530713898,NO
0.1640841173215274,YES
0.18414499169894855,NO
0.485196458218041,YES
0.05409518539014943,YES
0.4082733812949641,NO
0.21665744327614833,NO
0.08218040951853901,NO
0.11012728278915328,NO
0.24460431654676262,YES
0.5933868289983399,YES
0.12382401770890981,NO
0.131294964028777,NO
0.08480907581627008,NO
0.14125622578859992,NO
0.2102933038184837,NO
0.2029607083563918,NO
0.19825677919203105,NO
0.14900387382401775,YES
0.1072219147758716,NO
0.4965412285556171,YES
0.06460985058107362,NO
0.48574986164914224,YES
0.08909795240730493,NO
0.06737686773657998,NO
0.08107360265633647,NO
0.18179302711676815,NO
0.09394023242944106,NO
0.2192861095738794,NO
0.11566131710016601,NO
0.11054233536247925,NO
0.2028223574986165,NO
0.08854454897620366,NO
0.24211400110680692,NO
0.247371333702269,NO
0.1621472053126729,NO
0.24584947426674048,NO
0.26992252351964585,NO
0.13918096292197013,NO
0.2726895406751522,NO
0.23076923076923078,YES
0.20973990038738244,NO
0.38821250691754294,YES
0.3342556723851688,NO
0.34075816270060877,NO
0.3074156059767571,NO
0.09892086330935253,NO
0.21748754842280021,NO
0.09822910902047592,NO
0.14596015495296072,NO
0.3168234643054787,NO
0.1441615938018816,NO
0.15066408411732152,YES
0.17072495849474267,YES
0.2126452684006641,YES
0.4092418372993913,YES
0.2877697841726619,NO
0.198256779192031,YES
0.18483674598782512,NO
