NONETRACED_RFNONE_SINGLE_LSA_MEDIAN.csv,Associated
0.04586792452830189,NO
0.22439339622641508,NO
0.02735,NO
0.13900566037735848,NO
0.17642169811320754,NO
0.15898962264150943,NO
0.23258584905660376,YES
0.19003396226415095,YES
0.1584179245283019,YES
0.15413396226415094,YES
0.13960188679245283,NO
0.1536877358490566,YES
0.1810254716981132,NO
0.07755188679245283,NO
0.1047377358490566,NO
0.07231792452830188,YES
0.3804632075471698,YES
0.20202169811320753,YES
0.06655,YES
0.06311792452830188,NO
0.12453962264150943,NO
0.2543433962264151,YES
0.1299,NO
0.06243396226415094,YES
0.10125188679245282,NO
0.12203396226415095,NO
0.14741792452830188,NO
0.2979952830188679,NO
0.14812169811320755,NO
0.28206132075471696,YES
0.15540566037735848,NO
0.13115,YES
0.071,NO
0.21265566037735847,YES
0.14018584905660378,NO
0.2423754716981132,NO
0.1114,NO
0.06103396226415094,NO
0.09191792452830189,YES
0.11240377358490566,NO
0.0663,YES
0.11791981132075471,NO
0.07498584905660377,NO
0.15678584905660378,NO
0.15160377358490568,NO
0.2094254716981132,NO
0.09985,NO
0.2147254716981132,NO
0.0768,NO
0.11881792452830188,NO
0.22209150943396225,YES
0.11168396226415093,NO
0.17895377358490566,YES
0.1919877358490566,NO
0.1489698113207547,NO
0.13938584905660378,NO
0.04551792452830189,NO
0.14683962264150943,NO
0.07516981132075472,NO
0.14055566037735848,NO
0.15996981132075472,NO
0.15322358490566038,NO
0.18828962264150945,YES
0.09111792452830188,YES
0.18938962264150944,YES
0.24030566037735848,YES
0.20515566037735847,NO
0.08285,YES
0.15145566037735847,NO
0.1889594339622641,NO
0.15185566037735848,NO
0.11199999999999999,NO
0.09835,NO
0.38312075471698115,NO
0.10395,NO
0.07638396226415094,NO
0.14268962264150942,NO
0.1099,NO
0.1714,YES
0.16436981132075473,NO
0.0868,YES
0.06655,NO
0.07448584905660377,NO
0.03235,NO
0.40388679245283016,NO
0.07578396226415095,NO
0.3280330188679245,NO
0.155,NO
0.09375188679245282,NO
0.14095,NO
0.4002132075471698,YES
0.20253584905660377,YES
0.24705,YES
0.22122547169811319,YES
0.0965,NO
0.15251792452830187,YES
0.0863,NO
0.10025188679245282,NO
0.12335566037735847,NO
0.1636877358490566,NO
0.23030754716981133,NO
0.2910292452830189,NO
0.09115,NO
0.12193584905660376,NO
0.20170943396226412,NO
0.21019150943396225,NO
0.25442169811320753,YES
0.11026792452830188,NO
0.21735754716981132,YES
0.20693962264150945,NO
0.11148396226415094,NO
0.27959528301886793,NO
0.08150377358490565,NO
0.08961792452830188,NO
0.03518396226415094,NO
0.15468962264150943,NO
0.1616377358490566,NO
0.18320754716981133,NO
0.23020188679245282,YES
0.2879075471698113,YES
0.3380632075471698,YES
0.19978773584905662,YES
0.2423754716981132,NO
0.10958396226415094,YES
0.18104150943396224,NO
0.10238773584905661,NO
0.0357,NO
0.09173584905660379,NO
0.17260188679245284,NO
0.10908584905660376,NO
0.14652358490566036,NO
0.03025,NO
0.07376981132075472,NO
0.08048396226415094,NO
0.41796320754716976,YES
0.03035,NO
0.1833877358490566,YES
0.11533396226415094,NO
0.1024,NO
0.12111792452830188,NO
0.11792169811320755,NO
0.07061792452830189,NO
0.06950188679245282,NO
0.1336556603773585,NO
0.1983075471698113,NO
0.31174905660377356,NO
0.18746792452830188,YES
0.30665943396226414,YES
0.32681132075471697,YES
0.08171792452830189,YES
0.07818396226415095,NO
0.10356981132075471,YES
0.06836792452830188,NO
0.05345,NO
0.03198396226415094,NO
0.2641839622641509,YES
0.11871981132075472,YES
0.08965188679245283,YES
0.18951981132075474,YES
0.12128396226415095,NO
0.06268396226415095,NO
0.21990377358490565,YES
0.10530377358490567,NO
0.21161981132075475,YES
0.10955377358490566,NO
0.1254179245283019,NO
0.0748,NO
0.09256792452830188,NO
0.09226981132075472,NO
0.04965,YES
0.23242924528301884,NO
0.13731792452830188,YES
0.20078962264150943,NO
0.12265377358490566,YES
0.07298396226415094,NO
0.08716981132075471,NO
0.23615566037735847,NO
0.11660377358490566,NO
0.1982518867924528,YES
0.13523396226415094,NO
0.15121981132075474,YES
0.14655377358490568,NO
0.11508584905660377,NO
0.25522169811320755,YES
0.1078,NO
0.07675,NO
0.21738396226415094,YES
0.18568962264150943,NO
0.06428396226415095,NO
0.2724,YES
0.0955,NO
0.22848396226415094,YES
0.0764,NO
0.1632,NO
0.21675377358490566,NO
0.1324,NO
0.1515377358490566,NO
0.10949999999999999,NO
0.23027735849056608,NO
0.18365,NO
0.12915377358490565,NO
0.13185,NO
0.14671981132075473,NO
0.09863396226415094,NO
0.20721792452830187,NO
0.11471792452830189,NO
0.19913396226415095,YES
0.2151198113207547,NO
0.26634150943396223,YES
0.12480566037735846,NO
0.05593584905660377,NO
0.13318396226415094,YES
0.14913396226415093,YES
0.12103396226415095,YES
0.22385754716981132,YES
0.07108396226415095,NO
0.0897377358490566,NO
0.26259150943396226,YES
0.13526792452830189,NO
0.1587018867924528,YES
0.05475,NO
0.15598584905660376,NO
0.14078584905660377,NO
0.20617358490566037,NO
0.10770566037735847,NO
0.11805188679245282,YES
0.12587358490566036,NO
0.21047169811320754,YES
0.08006792452830189,NO
0.11451792452830188,YES
0.12928396226415095,NO
0.2564933962264151,NO
0.16561792452830187,NO
0.12378773584905661,NO
0.2158396226415094,YES
0.15455377358490566,NO
0.17447169811320756,YES
0.11010188679245282,NO
0.12946981132075472,NO
0.19405,YES
0.09753396226415094,NO
0.22395943396226412,NO
0.2758877358490566,YES
0.25386132075471696,NO
0.1425377358490566,NO
0.2369,YES
0.0795,NO
0.2653679245283019,YES
0.0728,NO
0.1122,NO
0.11483584905660377,NO
0.08271792452830189,NO
0.28686320754716976,NO
0.1053,NO
0.0827,NO
0.17785,NO
0.0451,NO
0.13315,NO
0.21467358490566035,NO
0.09763396226415094,NO
0.23278584905660377,NO
0.14573584905660378,NO
0.2198679245283019,YES
0.1792,NO
0.1808179245283019,YES
0.042217924528301885,NO
0.0092,NO
0.0272,YES
0.30589716981132076,YES
0.20405943396226411,YES
0.0263,YES
0.038317924528301885,NO
0.014333962264150943,NO
0.2771811320754717,YES
0.0576,NO
0.031133962264150945,YES
0.07800188679245282,NO
0.18927358490566037,NO
0.18098962264150942,NO
0.2213254716981132,NO
0.10707169811320755,NO
0.10146792452830189,YES
0.10617169811320755,NO
0.10495188679245282,YES
0.07678396226415093,NO
0.07003396226415094,YES
0.2527830188679245,NO
0.0357,NO
0.1009377358490566,NO
0.036367924528301884,NO
0.19397735849056605,YES
0.1698433962264151,NO
0.07901981132075472,YES
0.18893584905660377,YES
0.11843962264150942,YES
0.20056792452830188,NO
0.20004150943396226,NO
0.09181792452830188,NO
0.0753,NO
0.14800188679245282,YES
0.2506877358490566,YES
0.19284150943396225,NO
0.14167358490566037,NO
0.08528396226415094,NO
0.22217924528301886,NO
0.2386254716981132,NO
0.1460377358490566,NO
0.16663962264150944,NO
0.13653962264150943,YES
0.16070754716981134,NO
0.23415754716981133,YES
0.06960377358490566,NO
0.2624575471698113,YES
0.06601981132075471,NO
0.1170377358490566,NO
0.08408584905660377,NO
0.11955377358490567,NO
0.13512169811320754,NO
0.19375566037735847,NO
0.1410377358490566,NO
0.13470566037735848,NO
0.04195,NO
0.07133584905660377,NO
0.16283396226415095,YES
0.0577,YES
0.04953396226415094,YES
0.18660188679245282,YES
0.10000377358490567,NO
0.09045377358490567,NO
0.28223396226415093,YES
0.0469,NO
0.19798396226415094,YES
0.04768396226415094,NO
0.1521,NO
0.18768962264150943,NO
0.11063396226415094,NO
0.08916981132075472,NO
0.05635,YES
0.06695188679245281,NO
0.33877924528301884,YES
0.08821981132075472,NO
0.09845,YES
0.17142358490566037,NO
0.056533962264150944,NO
0.17945188679245283,NO
0.16262358490566037,NO
0.1483,YES
0.13105,NO
0.2098518867924528,YES
0.35135283018867924,NO
0.0237,NO
0.22328396226415095,YES
0.15786981132075473,YES
0.10978396226415094,YES
0.3780669811320755,YES
0.19450566037735847,NO
0.06768396226415095,NO
0.21778773584905659,YES
0.17920566037735847,NO
0.1461,YES
0.12987169811320753,NO
0.1610198113207547,NO
0.09758396226415095,NO
0.16267169811320753,NO
0.2266452830188679,NO
0.076,YES
0.09126981132075472,NO
0.1322179245283019,YES
0.15500377358490566,NO
0.12586981132075473,YES
0.1067,NO
0.13003584905660376,NO
0.16906792452830188,NO
0.14157169811320755,NO
0.18968584905660377,YES
0.12648396226415096,NO
0.14458584905660377,YES
0.10483584905660379,NO
0.17759150943396224,NO
0.3101698113207547,YES
0.1471877358490566,YES
0.20357358490566035,YES
0.24975566037735847,YES
0.21727358490566034,NO
0.2320433962264151,NO
0.17803396226415094,YES
0.13057169811320754,NO
0.20448396226415094,YES
0.1171377358490566,NO
0.12131981132075471,NO
0.0431,NO
0.05031792452830189,NO
0.17717169811320754,NO
0.11240188679245282,YES
0.1647877358490566,NO
0.19940188679245283,YES
0.11695188679245283,NO
0.13513396226415095,YES
0.24807735849056606,NO
0.06505,NO
0.19038396226415094,NO
0.21782547169811323,NO
0.19146792452830189,YES
0.2195537735849057,NO
0.15730188679245283,YES
0.03545,NO
0.0366,NO
0.2018698113207547,YES
0.06398396226415094,YES
0.03325,YES
0.23195566037735846,YES
0.0992377358490566,NO
0.06553584905660377,NO
0.26145,YES
0.05015,NO
0.1802,YES
0.044000000000000004,NO
0.17125188679245282,NO
0.06315,NO
0.07485,NO
0.1844254716981132,NO
0.06098396226415094,YES
0.08853584905660378,NO
0.20990377358490564,YES
0.11685566037735848,NO
0.10735,YES
0.16762358490566037,NO
0.05951792452830189,NO
0.16618396226415094,NO
0.05475,NO
0.16043396226415094,YES
0.14675188679245282,NO
0.2320179245283019,YES
0.08585188679245281,NO
0.08298584905660378,NO
0.4381924528301886,YES
0.3764132075471698,YES
0.20802169811320753,YES
0.08653396226415094,YES
0.07530188679245282,NO
0.13147358490566036,NO
0.20562358490566035,YES
0.09855,NO
0.06573396226415094,YES
0.08976792452830189,NO
0.34138113207547166,NO
0.1554179245283019,NO
0.2299235849056604,NO
0.11320188679245283,NO
0.30197924528301884,YES
0.16730566037735847,NO
0.13725,YES
0.0754,NO
0.20812169811320752,YES
0.11690377358490567,NO
0.2315933962264151,NO
0.08998396226415094,NO
0.1452396226415094,NO
0.10430188679245282,YES
0.16307358490566037,NO
0.08865188679245282,YES
0.07891792452830189,NO
0.17414150943396225,NO
0.14586792452830188,YES
0.17368396226415095,YES
0.25667169811320756,YES
0.18625377358490564,YES
0.2471632075471698,NO
0.08676981132075473,NO
0.15528396226415095,YES
0.0918,NO
0.18968584905660377,YES
0.0671,NO
0.1384377358490566,NO
0.0518,NO
0.15774150943396226,NO
0.11955188679245282,NO
0.28835943396226416,YES
0.12633584905660378,NO
0.29583396226415093,YES
0.05403396226415094,NO
0.2297,YES
0.17818962264150942,NO
0.07305,NO
0.15868396226415094,NO
0.09570188679245283,NO
0.1428179245283019,YES
0.15263584905660377,NO
0.61725,YES
0.044500000000000005,NO
0.038567924528301885,NO
0.06905,NO
0.14313584905660376,NO
0.04323396226415094,NO
0.06671792452830189,NO
0.05758396226415094,NO
0.05005188679245282,NO
0.2239396226415094,NO
0.17775754716981132,NO
0.04868396226415094,NO
0.15637358490566036,NO
0.23955188679245282,YES
0.17783396226415094,YES
0.31954150943396226,YES
0.04773396226415094,NO
0.1015877358490566,NO
0.07758584905660376,NO
0.06428584905660377,NO
0.09641792452830188,NO
0.09510377358490565,NO
0.05145188679245283,NO
0.06555188679245283,NO
0.08843584905660377,NO
0.09308773584905661,NO
0.11255188679245283,NO
0.02705,NO
0.10525,NO
0.06195,YES
0.2954433962264151,YES
0.14703396226415094,NO
0.18642358490566036,NO
0.13503962264150943,NO
0.03115,NO
0.18336792452830186,YES
0.07188396226415095,YES
0.1427396226415094,NO
0.13255377358490567,NO
0.03608396226415094,NO
0.17410566037735847,NO
0.13965377358490566,NO
0.17897358490566037,NO
0.1252698113207547,NO
0.22922169811320753,YES
0.21852924528301887,NO
0.11905188679245282,YES
0.10170566037735847,NO
0.24335377358490567,YES
0.10045377358490566,NO
0.11475377358490566,NO
0.18127735849056606,NO
0.1337377358490566,NO
0.1983433962264151,NO
0.19299150943396226,NO
0.050483962264150944,NO
0.1579075471698113,NO
0.03966792452830188,NO
0.11032358490566037,NO
0.10731981132075472,YES
0.1443,YES
0.14395,YES
0.07413396226415093,YES
0.10980566037735848,NO
0.016383962264150943,NO
0.2697613207547169,YES
0.05545,NO
0.06945,YES
0.12527169811320754,NO
0.11771792452830188,NO
0.13346981132075472,NO
0.09968396226415094,NO
0.06680377358490566,NO
0.12501792452830188,YES
0.05706981132075472,NO
0.2428377358490566,YES
0.10855377358490567,NO
0.16021792452830189,YES
0.04016792452830188,NO
0.02878396226415094,NO
0.08970188679245283,NO
0.1507254716981132,NO
0.09625188679245282,YES
0.0404,NO
0.26349716981132076,YES
0.19176792452830188,YES
0.09810566037735848,YES
0.22081981132075473,NO
0.20039150943396225,NO
0.1773754716981132,NO
0.0535,NO
0.1413018867924528,YES
0.21863396226415094,YES
0.14045566037735846,NO
0.10745377358490565,NO
0.057933962264150936,NO
0.10006981132075472,NO
0.18138962264150943,NO
0.08751792452830189,NO
0.14147169811320753,NO
0.11350377358490565,YES
0.07603584905660377,NO
0.2753075471698113,YES
0.07145377358490566,NO
0.22695377358490565,YES
0.0853877358490566,NO
0.07821981132075473,NO
0.13233962264150942,NO
0.11990377358490566,NO
0.19667735849056606,NO
0.17147169811320756,NO
0.10356981132075471,NO
0.11612169811320755,NO
0.08076792452830188,NO
0.061251886792452824,NO
0.1910594339622641,NO
0.1555698113207547,NO
0.14138962264150942,NO
0.2028094339622641,NO
0.04928396226415094,NO
0.3359028301886792,NO
0.11491792452830188,NO
0.12481792452830189,YES
0.21206132075471695,NO
0.11701792452830188,YES
0.3563490566037736,NO
0.1315,NO
0.20067169811320756,NO
0.10843584905660378,NO
0.2283952830188679,NO
0.2149754716981132,NO
0.10438584905660378,NO
0.13190188679245282,NO
0.22689339622641508,NO
0.08021792452830188,YES
0.2171433962264151,YES
0.12621981132075472,YES
0.11521792452830189,YES
0.1349377358490566,NO
0.057933962264150936,YES
0.13497169811320756,NO
0.24663773584905663,YES
0.11873962264150943,YES
0.15058396226415094,NO
0.12636981132075473,NO
0.051367924528301884,NO
0.0339,NO
0.1297698113207547,YES
0.23438396226415095,YES
0.14168962264150942,NO
0.11055377358490566,NO
0.04168396226415094,NO
0.11135377358490567,NO
0.13041981132075472,NO
0.13020377358490565,NO
0.1391877358490566,NO
0.2422952830188679,YES
0.04526792452830189,NO
0.29332358490566035,YES
0.05418584905660377,NO
0.23545377358490566,YES
0.10647169811320754,NO
0.08045377358490566,NO
0.0888877358490566,NO
0.11086981132075473,NO
0.19442735849056605,NO
0.11851981132075472,NO
0.06850188679245282,NO
0.11392169811320754,NO
0.0711,NO
0.03065,NO
0.08363396226415094,NO
0.2870132075471698,NO
0.09841981132075472,NO
0.07725,NO
0.11418584905660378,NO
0.0549,NO
0.10651792452830189,NO
0.18468962264150943,YES
0.1330377358490566,NO
0.24467358490566038,YES
0.1219,NO
0.12868396226415094,NO
0.1088,NO
0.14412358490566035,NO
0.12407169811320753,NO
0.09970377358490566,NO
0.13508962264150942,NO
0.18977169811320754,NO
0.19114339622641507,NO
0.13350566037735848,YES
0.06193396226415094,YES
0.07128396226415094,YES
0.2874933962264151,YES
0.09685,NO
0.11415377358490567,YES
0.08090188679245283,NO
