UPPERTRACED_RFUNDER_SINGLE_LSA_MEDIAN.csv,Associated
0.15403291139240508,YES
0.18053291139240504,NO
0.07831645569620252,YES
0.12358291139240507,NO
0.16323291139240506,NO
0.21715759493670886,NO
0.1820411392405063,NO
0.17391582278481013,NO
0.12490822784810127,YES
0.16543670886075945,NO
0.18178291139240504,YES
0.1342911392405063,NO
0.1910411392405063,YES
0.15308291139240507,NO
0.16093291139240506,NO
0.16203291139240505,NO
0.0705873417721519,NO
0.1300120253164557,YES
0.07478734177215189,NO
0.12326202531645569,YES
0.12771202531645567,NO
0.03725,NO
0.1380373417721519,NO
0.1519620253164557,NO
0.17228670886075947,NO
0.15048291139240505,NO
0.26619430379746833,NO
0.0768,NO
0.09995,NO
0.21337405063291137,YES
0.11490822784810126,NO
0.12235,YES
0.12595,NO
0.1587620253164557,NO
0.10797911392405063,NO
0.039308227848101264,NO
0.10313291139240506,NO
0.027999999999999997,NO
0.05565,NO
0.1381164556962025,NO
0.04945,NO
0.09395,YES
0.12288291139240506,YES
0.12669556962025316,YES
0.18704556962025318,YES
0.13923734177215188,NO
0.31069810126582276,YES
0.06655,NO
0.10441202531645569,NO
0.06695,NO
0.13098734177215188,NO
0.1553120253164557,NO
0.16673670886075947,NO
0.15458291139240507,NO
0.25049430379746834,NO
0.04835,NO
0.1099,NO
0.2853240506329114,YES
0.12985822784810125,NO
0.0868,YES
0.06655,NO
0.09371202531645569,NO
0.03867911392405063,NO
0.11465822784810126,NO
0.11698291139240508,NO
0.08275,NO
0.155,NO
0.09076645569620252,NO
0.14095,NO
0.2021,YES
0.21543291139240506,YES
0.27869556962025316,YES
0.12079556962025315,YES
0.11548734177215189,NO
0.3614981012658227,YES
0.0863,NO
0.12891202531645568,NO
0.03845,NO
0.11663734177215189,NO
0.17406202531645568,NO
0.19728670886075947,NO
0.14178291139240506,NO
0.2677443037974684,NO
0.0602,NO
0.08755,NO
0.2928740506329114,YES
0.10405822784810126,NO
0.10415,YES
0.1126,NO
0.1590120253164557,NO
0.10667911392405063,NO
0.03755822784810126,NO
0.12138291139240506,NO
0.02575,NO
0.06035,NO
0.12091645569620253,NO
0.07,NO
0.2019,YES
0.22533291139240505,YES
0.17159556962025316,YES
0.16539556962025317,YES
0.1292873417721519,NO
0.32799810126582274,YES
0.0584,NO
0.09331202531645569,NO
0.0357,NO
0.0729873417721519,NO
0.2012620253164557,NO
0.16628670886075947,NO
0.09338291139240507,NO
0.21379430379746836,NO
0.0266,NO
0.07105,NO
0.3337740506329114,YES
0.043008227848101266,NO
0.11735,YES
0.1059,NO
0.15936202531645569,NO
0.10857911392405062,NO
0.055108227848101266,NO
0.10238291139240506,NO
0.0412,NO
0.04875,NO
0.11041645569620252,NO
0.0759,NO
0.1686,YES
0.21578291139240505,YES
0.18864556962025317,YES
0.09449556962025316,YES
0.0877373417721519,NO
0.28424810126582273,YES
0.0495,NO
0.45218417721518983,NO
0.07318291139240507,NO
0.30538291139240503,YES
0.16015759493670886,YES
0.10565379746835443,YES
0.19298291139240506,YES
0.16248291139240506,NO
0.45831329113924046,NO
0.21393291139240506,YES
0.13730759493670885,NO
0.21508291139240507,YES
0.05295,NO
0.15085379746835442,NO
0.12543291139240506,NO
0.12433291139240507,NO
0.09573291139240506,NO
0.18889050632911392,YES
0.09438291139240507,NO
0.48553860759493667,YES
0.11910822784810127,NO
0.3635183544303797,YES
0.32937278481012655,NO
0.3374683544303797,NO
0.17656645569620252,NO
0.12329113924050632,NO
0.22058291139240505,YES
0.17643291139240505,NO
0.15468291139240506,YES
0.08995,NO
0.08367911392405064,NO
0.17975,YES
0.1078,NO
0.07675,NO
0.20795,YES
0.09135,NO
0.05485,NO
0.2724,YES
0.0955,NO
0.2633537974683544,YES
0.0764,NO
0.1632,NO
0.280403164556962,NO
0.44885569620253163,NO
0.3006898734177215,NO
0.10949999999999999,NO
0.0699,NO
0.18365,NO
0.07255,NO
0.13185,NO
0.09955,NO
0.0892,NO
0.18835,NO
0.3933183544303797,NO
0.1897,YES
0.17427911392405063,NO
0.15635822784810127,YES
0.2361025316455696,NO
0.10047848101265822,NO
0.13007911392405064,YES
0.20299113924050632,YES
0.14957468354430378,YES
0.11065,YES
0.07430822784810126,NO
0.04901645569620253,NO
0.19058291139240505,YES
0.16703291139240506,NO
0.15571645569620252,YES
0.10538291139240506,NO
0.16888291139240505,NO
0.19165759493670886,NO
0.16569113924050632,NO
0.12406582278481013,NO
0.10240822784810126,YES
0.11703670886075948,NO
0.18563291139240506,YES
0.12449113924050631,NO
0.15894113924050632,YES
0.17048291139240507,NO
0.15618291139240506,NO
0.19738291139240505,NO
0.0767373417721519,NO
0.1784620253164557,YES
0.11693734177215188,NO
0.1559620253164557,YES
0.11344556962025315,NO
0.0823,NO
0.19405,YES
0.0881,NO
0.08245,NO
0.20985,YES
0.13468291139240507,NO
0.08282911392405062,NO
0.5723430379746836,YES
0.0795,NO
0.2591582278481013,YES
0.08545822784810127,NO
0.1122,NO
0.08975822784810127,NO
0.10815379746835443,NO
0.08875,NO
0.11162911392405064,NO
0.0827,NO
0.17785,NO
0.0451,NO
0.13315,NO
0.25646962025316455,NO
0.398326582278481,NO
0.33429050632911395,NO
0.10800000000000001,NO
0.7010000000000001,YES
0.419706329113924,NO
0.16195,YES
0.21955253164556962,NO
0.09147848101265822,NO
0.03352911392405063,YES
0.16164113924050633,YES
0.10052468354430377,YES
0.0263,YES
0.03210822784810126,NO
0.03021645569620253,NO
0.11083291139240506,YES
0.10823291139240507,NO
0.047016455696202525,YES
0.10033291139240506,NO
0.13613291139240508,NO
0.17525759493670887,NO
0.15254113924050633,NO
0.13286582278481013,NO
0.09525822784810127,YES
0.12563670886075948,NO
0.12728291139240505,YES
0.1306411392405063,NO
0.12389113924050632,YES
0.05813291139240506,NO
0.08633291139240507,NO
0.08553291139240507,NO
0.03648734177215189,NO
0.09056202531645569,YES
0.03788734177215189,NO
0.08881202531645568,YES
0.18917468354430378,YES
0.07473291139240507,YES
0.36524430379746836,NO
0.10271645569620252,NO
0.4020639240506329,NO
0.0753,NO
0.1386873417721519,YES
0.23528291139240506,YES
0.0702,NO
0.0379,NO
0.29103987341772153,NO
0.0335,NO
0.10655,NO
0.13696202531645568,NO
0.1355911392405063,NO
0.06118734177215189,YES
0.11712025316455696,NO
0.12095,YES
0.11426582278481012,NO
0.15557911392405063,YES
0.08214113924050631,NO
0.051,NO
0.38812215189873417,NO
0.15788670886075948,NO
0.05965,NO
0.10885,NO
0.10031645569620253,NO
0.07511645569620252,NO
0.4406841772151898,NO
0.08423291139240506,NO
0.20403291139240506,YES
0.14630759493670886,YES
0.08440379746835443,YES
0.20893291139240505,YES
0.09403291139240506,NO
0.43891329113924044,NO
0.32343291139240504,YES
0.13550759493670886,NO
0.23918291139240505,YES
0.03825,NO
0.19640379746835446,NO
0.14398291139240507,NO
0.15183291139240507,NO
0.09263291139240507,NO
0.1955905063291139,YES
0.08928291139240506,NO
0.5171886075949367,YES
0.05370822784810127,NO
0.3959183544303797,YES
0.33347278481012654,NO
0.3445683544303797,NO
0.17646645569620253,NO
0.12214113924050632,NO
0.19893291139240504,YES
0.18168291139240506,NO
0.23218291139240504,YES
0.45763417721518984,NO
0.07433291139240505,NO
0.2644829113924051,YES
0.19930759493670885,YES
0.14465379746835444,YES
0.17398291139240507,YES
0.16023291139240506,NO
0.46331329113924047,NO
0.20238291139240505,YES
0.18290759493670886,NO
0.19673291139240506,YES
0.0544,NO
0.15815379746835445,NO
0.13878291139240506,NO
0.13783291139240506,NO
0.09803291139240505,NO
0.2152405063291139,YES
0.09473291139240506,NO
0.4804386075949367,YES
0.11105822784810127,NO
0.3761683544303797,YES
0.3725227848101266,NO
0.3897683544303797,NO
0.17551645569620253,NO
0.12939113924050633,NO
0.20258291139240506,YES
0.16768291139240507,NO
0.15748291139240506,YES
0.4658341772151898,NO
0.10558291139240505,NO
0.31363291139240507,YES
0.16975759493670886,YES
0.14410379746835444,YES
0.21548291139240505,YES
0.16413291139240505,NO
0.48616329113924045,NO
0.21923291139240506,YES
0.14370759493670887,NO
0.24568291139240506,YES
0.0511,NO
0.11845379746835442,NO
0.09373291139240505,NO
0.08208291139240506,NO
0.15233291139240507,NO
0.2233405063291139,YES
0.14938291139240506,NO
0.5381886075949367,YES
0.10130822784810127,NO
0.4231683544303797,YES
0.35352278481012656,NO
0.3625183544303797,NO
0.20626645569620253,NO
0.14904113924050633,NO
0.22323291139240506,YES
0.21358291139240507,NO
0.17963291139240506,YES
0.4341841772151898,NO
0.08723291139240506,NO
0.20533291139240506,YES
0.14315759493670888,YES
0.07755379746835443,YES
0.19768291139240504,YES
0.08383291139240506,NO
0.43286329113924044,NO
0.31208291139240507,YES
0.13875759493670886,NO
0.23083291139240505,YES
0.044000000000000004,NO
0.1872537974683544,NO
0.11378291139240507,NO
0.12548291139240506,NO
0.10298291139240506,NO
0.19079050632911393,YES
0.10143291139240507,NO
0.5203886075949367,YES
0.04460822784810126,NO
0.4048183544303797,YES
0.3296727848101266,NO
0.33811835443037974,NO
0.18206645569620253,NO
0.11804113924050633,NO
0.20163291139240505,YES
0.16908291139240506,NO
0.26378291139240506,YES
0.2537525316455696,NO
0.12752848101265823,NO
0.05772911392405063,YES
0.2415911392405063,YES
0.17052468354430378,YES
0.0771,YES
0.059658227848101264,NO
0.05301645569620253,NO
0.15248291139240505,YES
0.14918291139240505,NO
0.08161645569620253,YES
0.12153291139240507,NO
0.17503291139240507,NO
0.22515759493670887,NO
0.18944113924050632,NO
0.18616582278481014,NO
0.12595822784810126,YES
0.17733670886075947,NO
0.18788291139240507,YES
0.1386911392405063,NO
0.19594113924050632,YES
0.11093291139240506,NO
0.13128291139240506,NO
0.13118291139240507,NO
0.06988734177215189,NO
0.13296202531645568,YES
0.0782873417721519,NO
0.11731202531645568,YES
0.2562525316455696,NO
0.1337784810126582,NO
0.13332911392405064,YES
0.22754113924050634,YES
0.21917468354430378,YES
0.12965,YES
0.06170822784810127,NO
0.06491645569620252,NO
0.19648291139240506,YES
0.14243291139240508,NO
0.17726645569620253,YES
0.11773291139240508,NO
0.12303291139240508,NO
0.14040759493670885,NO
0.09839113924050633,NO
0.1925158227848101,NO
0.15950822784810126,YES
0.18353670886075946,NO
0.33703291139240504,YES
0.10789113924050632,NO
0.2929911392405063,YES
0.13448291139240506,NO
0.12368291139240506,NO
0.19988291139240505,NO
0.08638734177215189,NO
0.1809120253164557,YES
0.1338873417721519,NO
0.1742120253164557,YES
0.05082911392405064,NO
0.2728645569620253,NO
0.06905,NO
0.1054,NO
0.0338,NO
0.04785,NO
0.05447911392405063,NO
0.02175,NO
0.1296,NO
0.06455,NO
0.03925,NO
0.06525822784810126,NO
0.21125,YES
0.1684,YES
0.37411518987341774,YES
0.08260379746835443,NO
0.03555,NO
0.04617911392405063,NO
0.02655,NO
0.48261329113924045,NO
0.17141139240506328,NO
0.029479113924050632,NO
0.03725,NO
0.0696873417721519,NO
0.03337911392405063,NO
0.15387025316455696,NO
0.02705,NO
0.14955379746835443,NO
0.09992468354430378,YES
0.19513291139240505,YES
0.3211443037974684,NO
0.10796645569620253,NO
0.3698139240506329,NO
0.03115,NO
0.18348734177215187,YES
0.11308291139240506,YES
0.0484,NO
0.07595,NO
0.2418398734177215,NO
0.0892,NO
0.08305,NO
0.13216202531645568,NO
0.14139113924050634,NO
0.1727373417721519,YES
0.09947025316455696,NO
0.09075,YES
0.11806582278481012,NO
0.19307911392405064,YES
0.10714113924050632,NO
0.05815,NO
0.36267215189873414,NO
0.16263670886075948,NO
0.0474,NO
0.07035,NO
0.06636645569620253,NO
0.07001645569620252,NO
0.2170025316455696,NO
0.08882848101265822,NO
0.06647911392405063,YES
0.20759113924050632,YES
0.18192468354430377,YES
0.0647,YES
0.03755822784810126,NO
0.032266455696202526,NO
0.15058291139240507,YES
0.10608291139240505,NO
0.09476645569620253,YES
0.10043291139240507,NO
0.14948291139240505,NO
0.17490759493670888,NO
0.15354113924050633,NO
0.11146582278481013,NO
0.11880822784810126,YES
0.10483670886075948,NO
0.22743291139240507,YES
0.11524113924050633,NO
0.2046411392405063,YES
0.07193291139240507,NO
0.06998291139240506,NO
0.11203291139240507,NO
0.03763734177215189,NO
0.12491202531645568,YES
0.059387341772151894,NO
0.1129120253164557,YES
0.21087468354430378,YES
0.06383291139240506,YES
0.35719430379746836,NO
0.10306645569620253,NO
0.3744139240506329,NO
0.0535,NO
0.1319873417721519,YES
0.25983291139240505,YES
0.05555,NO
0.05085,NO
0.2636898734177215,NO
0.0529,NO
0.08705,NO
0.12561202531645568,NO
0.12929113924050634,NO
0.0758873417721519,YES
0.10792025316455696,NO
0.1621,YES
0.11611582278481013,NO
0.17667911392405064,YES
0.08264113924050631,NO
0.03105,NO
0.37977215189873414,NO
0.15823670886075947,NO
0.0363,NO
0.096,NO
0.08171645569620253,NO
0.06596645569620252,NO
0.11886202531645568,NO
0.03295,NO
0.06853734177215189,NO
0.1653620253164557,NO
0.14198670886075948,NO
0.11193291139240506,NO
0.22339430379746836,NO
0.04345,NO
0.09605,NO
0.21987405063291138,YES
0.05490822784810127,NO
0.09815,YES
0.12050000000000001,NO
0.1884620253164557,NO
0.13152911392405064,NO
0.08335822784810126,NO
0.09978291139240505,NO
0.0829,NO
0.06665,NO
0.12891645569620253,NO
0.07595,NO
0.06135,YES
0.11683291139240506,YES
0.11069556962025315,YES
0.12799556962025316,YES
0.08788734177215189,NO
0.27634810126582277,YES
0.059500000000000004,NO
0.2185746835443038,YES
0.07503291139240506,YES
0.32469430379746833,NO
0.10451645569620253,NO
0.36161392405063286,NO
0.0339,NO
0.1015873417721519,YES
0.2755829113924051,YES
0.04735,NO
0.05395,NO
0.2474398734177215,NO
0.05475,NO
0.08325,NO
0.1305620253164557,NO
0.13644113924050633,NO
0.08203734177215188,YES
0.09602025316455695,NO
0.18955,YES
0.11771582278481013,NO
0.18517911392405065,YES
0.09429113924050632,NO
0.02385,NO
0.36462215189873415,NO
0.15863670886075948,NO
0.03405,NO
0.07135,NO
0.06551645569620253,NO
0.06376645569620253,NO
0.1280620253164557,NO
0.03065,NO
0.09318734177215189,NO
0.1458620253164557,NO
0.14618670886075946,NO
0.12788291139240507,NO
0.25999430379746835,NO
0.0549,NO
0.08765,NO
0.20427405063291137,YES
0.07965822784810127,NO
0.1409,YES
0.1219,NO
0.1762120253164557,NO
0.11512911392405062,NO
0.05300822784810126,NO
0.09923291139240506,NO
0.0431,NO
0.04075,NO
0.1396164556962025,NO
0.0402,NO
0.0486,YES
0.10313291139240506,YES
0.09349556962025315,YES
0.16819556962025317,YES
0.1158373417721519,NO
0.28539810126582277,YES
0.0526,NO
