DIRECT_NA_NA_LSA_SUM.csv,Associated
0.492952047758098,NO
0.39125615090842925,NO
0.23869769547828848,NO
0.4961898425196333,NO
0.8021499304701377,YES
0.6974324954869756,YES
0.48855597038745213,YES
0.5875887385973331,YES
0.29206569831608087,NO
0.5024766846266283,YES
0.07567889510368933,NO
0.7043575776361953,NO
0.500592632664491,NO
0.4467646073586484,NO
0.6820834081939281,NO
0.5955123130048156,NO
0.6801875101596523,NO
0.7079008694358835,NO
0.47135060359028125,NO
0.5044112798298905,NO
0.9179475232166563,YES
0.5754096602085831,NO
0.7005936856486811,YES
0.5420773140479279,NO
0.6865466133066929,NO
0.4510869758359871,NO
0.3782837805554623,NO
0.7712735383098683,NO
0.3955687792820096,NO
0.3042878174336011,NO
0.4160232604207593,NO
0.5794342974061709,NO
0.8783874336866755,YES
1.0,YES
0.5999818360227208,YES
0.721557547889392,YES
0.6500890100698195,NO
0.6668448842408413,YES
0.4264044999279365,NO
0.5448710127272883,NO
0.3658758097283894,NO
0.3288576240333112,NO
0.762512183356137,NO
0.7014958298535497,NO
0.5701588229216231,NO
0.42525832663701213,NO
0.3303425949874005,NO
0.33818390500503137,NO
0.7632625662146073,YES
0.47339378778814745,NO
0.5675160958505184,YES
0.4845094837679197,NO
0.6436423776119766,NO
0.4920951818734036,NO
0.27257614556453447,NO
0.7470114663397153,NO
0.3511682530531606,NO
0.40529045581711254,NO
0.2574359440101982,NO
0.592493012462726,NO
0.6438771930863691,YES
0.780557305044913,YES
0.5188172881576792,YES
0.5487183537118682,YES
0.5709084160419509,NO
0.5378214151975893,YES
0.24084262427352324,NO
0.5073119880275699,NO
0.4533020597028874,NO
0.9820684689807311,YES
0.5845374536604693,YES
0.4922876147341446,YES
0.6751837292882946,YES
0.5689790857596393,NO
0.6096273028270652,NO
0.7597915354549648,YES
0.5291752303896504,NO
0.7636998178995467,YES
0.6071269918676716,NO
0.6848934281282352,NO
0.45770748230822045,NO
0.5262795238668739,NO
0.518256837322498,NO
0.3642553986828484,YES
0.5661535343085284,NO
0.567058969088991,YES
0.7851629262693891,NO
0.5141836312291419,YES
0.5621207364834672,NO
0.3590183818133835,NO
0.7828412277532412,NO
0.6077233757883397,NO
0.8948470244312079,YES
0.623380724203039,NO
0.6591216400755254,YES
0.5972177525237071,NO
0.5163081584556934,NO
0.699457384084539,YES
0.39874826504401806,NO
0.5007776946359012,NO
0.7267690298922468,YES
0.5898005318886391,NO
0.6480529335152364,NO
0.8380364214069054,YES
0.2108450790429164,NO
0.7857989287202097,YES
0.2764871920926153,NO
0.5763311529979448,NO
0.5431784722647256,NO
0.5238950411683913,NO
0.44035285500210275,NO
0.5392747966259754,NO
0.4495280327425435,NO
0.44666852255130174,NO
0.432785320873898,NO
0.42149877820928194,NO
0.3614147105840049,NO
0.2926762975233155,NO
0.4575411108061844,NO
0.43497105280649895,NO
0.7072769763032489,YES
0.6127110986507982,NO
0.5270890054630136,YES
0.6670877287196832,NO
0.4762779114848329,NO
0.6495663350424583,YES
0.6062069469315712,YES
0.6320488900559463,YES
0.8329182601278982,YES
0.5720341877641921,NO
0.526230165232963,NO
0.6212060486044341,YES
0.5238134348936585,NO
0.8303608247761916,YES
0.3780504129343314,NO
0.5503377117732188,NO
0.5849757583295985,NO
0.455256924851809,NO
0.31652336209954524,NO
0.7068545980199948,YES
0.43318097968332825,NO
0.6984116391607453,YES
0.3768544861404246,NO
0.6026865575380177,YES
0.6500503129008333,NO
0.6676745041596167,NO
0.6769748553956556,NO
0.516578380523478,NO
0.8117133961306782,YES
0.7417970886303376,NO
0.5786978665882194,YES
0.5733040866974534,NO
0.5309096269737695,NO
0.5294795428205893,YES
0.22567662460652946,NO
0.34887472186409785,NO
0.6075262044987435,YES
0.3908377213158881,NO
0.6403533814941977,NO
0.6100344128395627,YES
0.13582061361337447,NO
0.7031244015265641,YES
0.21621016511450217,NO
0.3838397200115039,NO
0.2698993281302752,NO
0.14186434799548012,NO
0.4081269319791957,NO
0.349284332714047,NO
0.5387679163614658,NO
0.3130210050602472,NO
0.32197400313657665,NO
0.3361663872967988,NO
0.30678220535692546,NO
0.16160345800008033,NO
0.37863231832238564,NO
0.45536775143781705,NO
0.5493972652684354,YES
0.5634972500659761,NO
0.4048395153377019,YES
0.2362104151982474,NO
0.25212324390206997,NO
0.401566050736727,YES
0.40011398553857846,YES
0.41081085705673814,YES
0.3349170215552445,YES
0.3702094977857717,NO
0.13352747729338313,NO
0.3038603058524203,YES
0.11848480839965489,NO
0.38624710511612115,YES
0.053548194757323364,NO
0.4378026589167031,NO
0.47790727289598955,NO
0.3825966721750903,NO
0.06311166041786365,NO
0.4072986282906579,YES
0.0,NO
0.36124649635963635,YES
0.13385113830881526,NO
0.19482089726099064,YES
0.2951285660790358,NO
0.33996252692513484,NO
0.3675992816015363,NO
0.3414532892922696,NO
0.1989815010421254,YES
0.4530726407724692,NO
0.26937546849570027,YES
0.5683725668661415,YES
0.2627804968900771,YES
0.6854361098552082,NO
0.6884106585692183,NO
0.48638261101908475,NO
0.3829831173728572,NO
0.4062847361386148,YES
0.6490645880758754,YES
0.6048755800462129,NO
0.6022120565373537,NO
0.38987042371425695,NO
0.4851685202478989,NO
0.7121229411691153,NO
0.4250339093814969,NO
0.44674328442879896,NO
0.3971797134698396,YES
0.34362177860875776,NO
0.6268059501504123,YES
0.4000334322480358,NO
0.6585706660980553,YES
0.4419615515985287,NO
0.4947078988950906,NO
0.4794806945220472,NO
0.7003424172963183,NO
0.3363776422499377,NO
0.5692311438501446,NO
0.43214484324026936,NO
0.6674981293077749,NO
0.5824944010856268,NO
0.47209927534944285,NO
0.540969179810871,YES
0.30679878985791964,YES
0.3452087574062631,YES
0.6506628864534242,YES
0.4309553659745271,NO
0.6171583773776876,NO
0.7677435404355801,YES
0.1379783098419142,NO
0.7496835453451189,YES
0.3269931839017145,NO
0.6272887434015733,NO
0.5478970260435896,NO
0.5034988690291683,NO
0.3913173556144788,NO
0.39319522129449935,YES
0.4915651359567119,NO
0.39048049642939653,YES
0.31010213288528876,NO
0.3631058031933062,YES
0.2613110574527918,NO
0.2231435395142188,NO
0.3944602501758814,NO
0.5301062000367229,NO
0.6327193777389928,YES
0.5284384047026274,NO
0.7111686742468366,YES
0.5769200344062585,NO
0.41262304284790097,NO
0.8713685043215129,YES
0.6345842127396609,YES
0.5693009040527387,YES
0.7052984190100501,YES
0.5290848053723254,NO
0.6481731053359318,NO
0.7883246429231895,YES
0.7041373723174408,NO
0.8138749094269069,YES
0.60136045557361,NO
0.7734574275201368,NO
0.5528474995903234,NO
0.5914914928749168,NO
0.4056383354689169,NO
0.5173141532263107,YES
0.5202877805791546,NO
0.5884731136939937,YES
0.5790444300097862,NO
0.5583264395774639,YES
0.715018384445844,NO
0.6224797646053843,NO
0.7698123911230802,NO
0.6218731140888628,NO
0.8213342494295788,YES
0.6768130906994514,NO
0.659670639707639,YES
0.4547375404000419,NO
0.5265592227923693,NO
0.7847839835839766,YES
0.385095272035175,YES
0.4996458682545669,YES
0.5580820156223367,YES
0.3721339580162041,NO
0.7002447530126867,NO
0.5884309943263897,YES
0.3154849880650824,NO
0.7348371263798207,YES
0.33496124689122875,NO
0.40984171673277436,NO
0.26219872312504655,NO
0.46174870400680235,NO
0.5260110128983984,NO
0.25050006877303,YES
0.6562462034984085,NO
0.503392649248992,YES
0.5590712942689362,NO
0.4052870336184947,YES
0.6127696708963726,NO
0.30018828673549247,NO
0.6415082419046905,NO
0.5920753726083274,NO
0.5835155325039767,YES
0.583214379025608,NO
0.44455426192060365,YES
0.5114567970458529,NO
0.42265311212767964,NO
0.44642317723500824,YES
0.20650757391784488,YES
0.24484725477149924,YES
0.5354302197248948,YES
0.3380474119293896,NO
0.5556297470666165,NO
0.6455898718715676,YES
0.067993031877122,NO
0.6292521640470395,YES
0.253082249253204,NO
0.5522632249878414,NO
0.3230172472229188,NO
0.35743258762309216,NO
0.32193385811432906,NO
0.303667083253537,YES
0.49707198002489006,NO
0.328963054075345,YES
0.2346706890662729,NO
0.3045892341580174,YES
0.15403947769351709,NO
0.11130819465202493,NO
0.3270320126937244,NO
0.46821218421168687,NO
0.5314142696468753,YES
0.4429220048029242,NO
0.6720486004852942,YES
0.3837820691270959,NO
0.5534821858109066,NO
0.467850615765411,YES
0.6663951283686446,YES
0.7230733186310416,YES
0.5835734466344323,YES
0.4533907736209033,NO
0.3009284029981093,NO
0.44680659510322873,YES
0.25099023291352174,NO
0.6301935319129894,YES
0.07418128833931895,NO
0.5076481532302595,NO
0.5687657248381202,NO
0.4876822567557163,NO
0.4638979763618212,NO
0.5942262244396316,YES
0.3899192558560729,NO
0.4832040466182427,YES
0.02785853947144143,NO
0.5479432257249304,YES
0.5502529465459158,NO
0.5838743368667534,NO
0.44911447320188147,NO
0.5276851261376343,NO
0.5160801873785367,YES
0.5551631434473783,NO
0.38548277021713195,YES
0.412762168384018,NO
0.4829980565860542,NO
0.5148389822644557,YES
0.3234814816277294,YES
0.5818935419821506,YES
0.49529928114085564,YES
0.33079129787540695,NO
0.4295580559542638,NO
0.34551675528186754,YES
0.07890497541610977,NO
0.7264011435408304,YES
0.014458525914269993,NO
0.18391935194088024,NO
0.2160824907814525,NO
0.22736008308045266,NO
0.5392794034318071,NO
0.4913149205885393,YES
0.5990463911928403,NO
0.6818466183741793,YES
0.12103039767922294,NO
0.5692768170393903,YES
0.41993772914745786,NO
0.318738577589469,NO
0.5517092236808248,NO
0.45995257622453845,NO
0.41093892625885897,YES
0.566922607636373,NO
0.24716776868043314,YES
0.4131404529543117,NO
0.3425133811256532,NO
0.471318619195507,NO
0.5484572136327232,NO
0.3983297038284531,NO
0.42320921940307643,NO
0.3736361715864063,NO
0.23455696677374202,NO
0.5912964275537007,NO
0.29133203158162835,NO
0.42145836994098695,NO
0.33536993638001156,NO
0.8830984849531849,YES
0.6536450693028126,YES
0.6340161277691015,YES
0.24786023740844795,NO
0.5145936369481623,NO
0.3163069738484796,NO
0.21623648971925472,NO
0.3300009016177128,NO
0.3823841009917137,NO
0.29467881020683895,NO
0.3495902246212712,NO
0.31295348244905696,NO
0.4175091527360151,NO
0.5689617115205027,NO
0.38295810899834226,NO
0.7605186210382293,NO
0.211666275088171,YES
0.6072186014922102,YES
0.5129392671624906,NO
0.6764731084290727,NO
0.5971670776595585,NO
0.3021234084308496,NO
0.4274083887301735,YES
0.3297696399649621,YES
0.4370067344920109,NO
0.47453127395950356,NO
0.4238826027926459,NO
0.581671099071992,NO
0.4880485636308475,NO
0.280470894529813,NO
0.3838611745643772,NO
0.5159163167139523,YES
0.41559022067258045,NO
0.33216596873558324,YES
0.6067626593378967,NO
0.6594097628745416,YES
0.597342531150234,NO
0.42802280500509704,NO
0.22426444118458091,NO
0.4567766442841714,NO
0.47737288341951345,NO
0.4468618767732091,NO
0.30853910947810814,NO
0.4489470487156556,NO
0.374879745914915,NO
0.33706313495769313,NO
0.6276475477643501,YES
0.4592033779732819,YES
0.5763923577039943,YES
0.6382571532177552,YES
0.44672775291199496,NO
0.25459512428833087,NO
0.551817681052405,YES
0.1435901890830548,NO
0.6014217919026833,YES
0.18205596479347366,NO
0.4448375146677407,NO
0.4283463343975056,NO
0.3108055263242757,NO
0.4359275573201816,NO
0.6031617166538006,YES
0.39180146509587754,NO
0.7742463759245698,YES
0.07501525181787846,NO
0.6134597704099598,YES
0.3152920287122465,NO
0.3359767185195569,NO
0.5706087104168436,NO
0.4011368280562373,NO
0.6248697754708652,YES
0.6008365959390349,NO
0.4572360086371029,YES
0.5445545909781631,YES
0.250087035724463,YES
0.763952402482147,NO
0.7742501929922587,NO
0.41273321131879037,NO
0.310129642097255,NO
0.4225080635554933,YES
0.6541822228627877,YES
0.42552104619244213,NO
0.5618194513820748,NO
0.32711230273821956,NO
0.4837250105462949,NO
0.6233938865054154,NO
0.30090589546104585,NO
0.3516238003384028,NO
0.4962495993724215,YES
0.3107102312550717,NO
0.6986218411296943,YES
0.43132904373898895,NO
0.7437705126256097,YES
0.4003897357733609,NO
0.40823367825146717,NO
0.3747618116856236,NO
0.7267047978566505,NO
0.29552225054310954,NO
0.5988579070228123,NO
0.35758013703273017,NO
0.5986424401329131,NO
0.4379702150259528,NO
0.49234842457112293,NO
0.3138165346158681,NO
0.6405880653455664,NO
0.5767927549422801,NO
0.5580114656816001,NO
0.5051037485579054,NO
0.3344646332225727,NO
0.4400930311531953,NO
0.36473792868796207,YES
0.5126843133654626,NO
0.23177945772630446,YES
0.5656349395949039,NO
0.5981649118027023,NO
0.48075177806252223,NO
0.4975745167296154,NO
0.515732439349756,NO
0.40609704170672944,NO
0.3097391165857515,NO
0.2725949676569326,NO
0.3689860617798987,NO
0.5707678426525725,YES
0.5822324712683392,YES
0.32029107115474864,YES
0.603667017442025,YES
0.4624178754596112,NO
0.4724734796059996,YES
0.4144303585871848,NO
0.537323748544743,YES
0.19963382474789268,YES
0.6101476086399985,NO
0.7917644790262004,NO
0.40353657902547635,NO
0.21406826364881396,NO
0.2918816893288608,YES
0.6730753916936659,YES
0.37601775857836606,NO
0.40881321442509366,NO
0.2547755794539093,NO
0.3539469467078121,NO
0.5366061398191895,NO
0.3351685531536547,NO
0.3597170368235153,NO
0.4200784341598601,YES
0.34504633459494005,NO
0.7166389271144087,YES
0.5089125239965226,NO
0.623183421290419,YES
0.47807074869150257,NO
0.2946720974326271,NO
0.25738066234021795,NO
0.5660033524384154,NO
0.23802339072755294,NO
0.4377561959893149,NO
0.2947092151253282,NO
0.5089013360395027,NO
0.5363642167015139,NO
0.6071058005608458,NO
0.5515063926012067,NO
0.6929424392773634,NO
0.49588658307288436,NO
0.6229942790052723,NO
0.7766600789343276,NO
0.2626496636044571,NO
0.5210394796678626,NO
0.6245727023062329,YES
0.5337828259594826,NO
0.6878604743298907,YES
0.7288340635120577,NO
0.7848991537297687,NO
0.5863367403953036,NO
0.6301995865720824,NO
0.630514165598875,NO
0.4422754725102024,NO
0.3647755728727581,NO
0.5824880831804863,NO
0.47667804547707116,NO
0.48268505703554676,YES
0.5990165127664462,YES
0.4908608211565584,YES
0.6292300513790475,YES
0.6942940761083812,NO
0.5395908235060294,YES
0.5070557180003041,NO
