NONETRACED_RFUNDER_RAW_LSA_MAX.csv,Associated
0.2847,YES
0.2237,NO
0.4545454545454545,NO
0.4848484848484849,YES
0.30303030303030304,NO
0.3289,YES
0.2575757575757576,NO
0.4090909090909091,NO
0.1496,NO
0.3333333333333333,NO
0.3181818181818182,NO
0.0993,YES
0.43939393939393934,NO
0.2369,YES
0.6060606060606061,NO
0.2575757575757576,YES
0.19696969696969696,NO
0.19696969696969696,NO
0.3025,NO
0.12,NO
0.3399,YES
0.2516,NO
0.4090909090909091,YES
0.18181818181818185,NO
0.1547,NO
0.3595,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.1827,NO
0.12121212121212123,NO
0.5448,YES
0.191,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.5303030303030303,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.0798,NO
0.0364,NO
0.2475,YES
0.43939393939393934,YES
0.2272727272727273,YES
0.2213,YES
0.1233,NO
0.0474,NO
0.2799,YES
0.4848484848484849,NO
0.2608,YES
0.1095,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.0456,NO
0.1795,YES
0.15151515151515152,NO
0.27,YES
0.1224,NO
0.1913,YES
0.2397,NO
0.2111,NO
0.2935,NO
0.1155,NO
0.243,YES
0.1959,NO
0.2272727272727273,YES
0.3484848484848485,NO
0.1646,NO
0.3881,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.2272727272727273,NO
0.4738,YES
0.159,NO
0.493,YES
0.1456,NO
0.2244,NO
0.712121212121212,NO
0.1277,NO
0.1775,NO
0.2106,NO
0.6363636363636364,NO
0.3557,NO
0.10606060606060606,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3636363636363637,NO
0.3239,YES
0.0467,NO
0.0184,NO
0.0544,YES
0.1967,YES
0.1251,YES
0.0526,YES
0.0389,NO
0.0098,NO
0.1204,YES
0.21212121212121213,NO
0.0434,YES
0.0994,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0632,NO
0.30303030303030304,YES
0.0614,NO
0.1533,YES
0.1347,NO
0.1212,YES
0.015,NO
0.0714,NO
0.0698,NO
0.035,NO
0.0672,YES
0.0378,NO
0.0637,YES
0.6363636363636364,YES
0.2575757575757576,YES
0.3634,NO
0.24242424242424246,NO
0.2727272727272727,NO
0.2878787878787879,NO
0.5454545454545454,YES
0.3693,YES
0.2575757575757576,NO
0.2727272727272727,NO
0.2878787878787879,NO
0.2727272727272727,NO
0.24242424242424246,NO
0.3636363636363637,NO
0.3181818181818182,NO
0.3939393939393939,YES
0.30303030303030304,NO
0.2419,YES
0.10606060606060606,NO
0.5,YES
0.24242424242424246,NO
0.24242424242424246,NO
0.2878787878787879,NO
0.24242424242424246,NO
0.2727272727272727,NO
0.2878787878787879,NO
0.2272727272727273,NO
0.3939393939393939,NO
0.0839,NO
0.0672,NO
0.3068,YES
0.42424242424242425,YES
0.24242424242424246,YES
0.3166,YES
0.0868,NO
0.0677,NO
0.5456,YES
0.0938,NO
0.3771,YES
0.0765,NO
0.3042,NO
0.1867,NO
0.2024,NO
0.084,NO
0.1127,YES
0.3939393939393939,NO
0.3002,YES
0.0821,NO
0.1969,YES
0.2878787878787879,NO
0.0942,NO
0.3023,NO
0.1177,NO
0.2966,YES
0.2621,NO
0.7575757575757576,YES
0.1178,NO
0.060606060606060615,NO
0.4277,YES
0.2727272727272727,YES
0.8484848484848485,YES
0.2467,YES
0.2192,NO
0.16666666666666666,NO
0.3035,YES
0.30303030303030304,NO
0.2922,YES
0.3484848484848485,NO
0.4848484848484849,NO
0.1763,NO
0.4545454545454545,NO
0.16666666666666666,NO
0.152,YES
0.4090909090909091,NO
0.2267,YES
0.6515151515151515,NO
0.3939393939393939,YES
0.2134,NO
0.1846,NO
0.3484848484848485,NO
0.1322,NO
0.3039,YES
0.2341,NO
0.2137,YES
0.4545454545454545,NO
0.5151515151515151,NO
0.526,YES
0.1623,YES
0.6818181818181819,YES
0.3787878787878788,YES
0.22699999999999998,NO
0.4696969696969697,NO
0.3372,YES
0.1102,NO
0.4545454545454545,YES
0.1022,NO
0.1483,NO
0.0862,NO
0.0629,NO
0.2034,NO
0.1682,YES
0.5606060606060606,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.4090909090909091,NO
0.1301,NO
0.3619,NO
0.43939393939393934,NO
0.4696969696969697,YES
0.3333333333333333,NO
0.258,YES
0.8333333333333334,NO
0.0732,NO
0.3094,YES
0.1091,YES
0.0665,YES
0.2941,YES
0.0664,NO
0.0556,NO
0.5229,YES
0.5151515151515151,NO
0.3604,YES
0.13636363636363635,NO
0.2859,NO
0.1263,NO
0.1497,NO
0.1047,NO
0.1031,YES
0.8484848484848485,NO
0.3066,YES
0.0639,NO
0.2147,YES
0.16666666666666666,NO
0.0813,NO
0.3135,NO
0.1095,NO
0.302,YES
0.2369,NO
0.4263,YES
0.1151,NO
0.0905,NO
0.1028,YES
0.3566,YES
0.2727272727272727,YES
0.1542,YES
0.10606060606060606,NO
0.8181818181818182,NO
0.7575757575757576,YES
0.1971,NO
0.1126,YES
0.1418,NO
0.4848484848484849,NO
0.2731,NO
0.2523,NO
0.19696969696969696,NO
0.2266,YES
0.712121212121212,NO
0.2745,YES
0.1508,NO
0.3939393939393939,YES
0.1206,NO
0.1613,NO
0.1611,NO
0.1018,NO
0.152,YES
0.1186,NO
0.1207,YES
0.1201,NO
0.10300000000000001,NO
0.254,YES
0.3285,YES
0.3624,YES
0.2593,YES
0.13636363636363635,NO
0.6666666666666666,NO
0.2917,YES
0.1836,NO
0.3039,YES
0.1342,NO
0.1448,NO
0.16666666666666666,NO
0.0702,NO
0.1825,NO
0.2937,YES
0.3787878787878788,NO
0.5728,YES
0.0892,NO
0.4594,YES
0.2878787878787879,NO
0.1461,NO
0.2985,NO
0.2272727272727273,NO
0.2479,YES
0.3939393939393939,NO
0.2345,YES
0.08900000000000001,NO
0.045454545454545456,NO
0.1381,NO
0.5151515151515151,NO
0.0676,NO
0.0957,NO
0.0963,NO
0.0435,NO
0.2592,NO
0.2575757575757576,NO
0.0785,NO
0.1052,NO
0.4225,YES
0.3368,YES
0.3938,YES
0.0766,NO
0.0711,NO
0.0797,NO
0.0531,NO
0.1551,NO
0.077,NO
0.0463,NO
0.0745,NO
0.1014,NO
0.0541,NO
0.1685,NO
0.0541,NO
0.2105,NO
0.2727272727272727,YES
0.4090909090909091,YES
0.2752,NO
0.2727272727272727,NO
0.16666666666666666,NO
0.0623,NO
0.3636363636363637,YES
0.1249,YES
0.0968,NO
0.24242424242424246,NO
0.10606060606060606,NO
0.2272727272727273,NO
0.3333333333333333,NO
0.21212121212121213,NO
0.21212121212121213,NO
0.3075,YES
0.6666666666666666,NO
0.1815,YES
0.12121212121212123,NO
0.3735,YES
0.3939393939393939,NO
0.3636363636363637,NO
0.6515151515151515,NO
0.2727272727272727,NO
0.2272727272727273,NO
0.4090909090909091,NO
0.2878787878787879,NO
0.21212121212121213,NO
0.0416,NO
0.015151515151515154,NO
0.1203,YES
0.2886,YES
0.30303030303030304,YES
0.1294,YES
0.0498,NO
0.060606060606060615,NO
0.3939393939393939,YES
0.1109,NO
0.1389,YES
0.0996,NO
0.1977,NO
0.1726,NO
0.1805,NO
0.0204,NO
0.2123,YES
0.15151515151515152,NO
0.5303030303030303,YES
0.1039,NO
0.2827,YES
0.0426,NO
0.0387,NO
0.19696969696969696,NO
0.07575757575757576,NO
0.1359,YES
0.0808,NO
0.4090909090909091,YES
0.6515151515151515,YES
0.3787878787878788,YES
0.3473,NO
0.24242424242424246,NO
0.3636363636363637,NO
0.19696969696969696,NO
0.6666666666666666,YES
0.4184,YES
0.18181818181818185,NO
0.21212121212121213,NO
0.2575757575757576,NO
0.2272727272727273,NO
0.2272727272727273,NO
0.6363636363636364,NO
0.2575757575757576,NO
0.3181818181818182,YES
0.24242424242424246,NO
0.3242,YES
0.10606060606060606,NO
0.5,YES
0.2575757575757576,NO
0.24242424242424246,NO
0.2575757575757576,NO
0.2727272727272727,NO
0.3333333333333333,NO
0.24242424242424246,NO
0.21212121212121213,NO
0.3787878787878788,NO
0.1238,NO
0.0659,NO
0.3636363636363637,NO
0.24242424242424246,NO
0.15151515151515152,NO
0.1226,NO
0.15151515151515152,NO
0.15151515151515152,NO
0.1921,NO
0.2727272727272727,YES
0.0845,NO
0.6060606060606061,YES
0.3939393939393939,NO
0.263,NO
0.2504,NO
0.1414,NO
0.0983,NO
0.3333333333333333,NO
0.1333,NO
0.2072,NO
0.2727272727272727,NO
0.1227,YES
0.1324,YES
0.1581,YES
0.1927,YES
0.1378,NO
0.09699999999999999,YES
0.11900000000000001,NO
0.3612,YES
0.3787878787878788,YES
0.2823,NO
0.2878787878787879,NO
0.07575757575757576,NO
0.07575757575757576,NO
0.4696969696969697,YES
0.4499,YES
0.0947,NO
0.24242424242424246,NO
0.0645,NO
0.2727272727272727,NO
0.24242424242424246,NO
0.4545454545454545,NO
0.24242424242424246,NO
0.1261,YES
0.43939393939393934,NO
0.3791,YES
0.045454545454545456,NO
0.3577,YES
0.2575757575757576,NO
0.2727272727272727,NO
0.696969696969697,NO
0.15151515151515152,NO
0.15151515151515152,NO
0.2727272727272727,NO
0.16666666666666666,NO
0.18181818181818185,NO
0.1422,NO
0.0613,NO
0.24242424242424246,NO
0.6515151515151515,NO
0.1025,NO
0.1545,NO
0.1529,NO
0.30303030303030304,NO
0.1753,NO
0.2575757575757576,YES
0.134,NO
0.3787878787878788,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.0807,NO
0.0972,NO
0.0862,NO
0.09090909090909093,NO
0.2575757575757576,NO
0.09090909090909093,NO
0.0972,YES
0.105,YES
0.1237,YES
0.2731,YES
0.1937,NO
0.1151,YES
0.3484848484848485,NO
