UPPERTRACED_SUM_SINGLE_VSM_SUM.csv,Associated
0.19811067935146726,NO
0.20409017821251507,NO
0.17923422216266915,NO
0.05733284202063513,NO
0.14883424896154357,NO
0.5475847514404395,YES
0.1939066059225512,NO
0.41074299879405063,YES
0.09068069141096072,NO
0.14960471660190272,NO
0.07277569342087631,NO
0.09746415650542675,NO
0.30398298271472596,NO
0.08766581803564251,NO
0.18018893206485326,NO
0.09865335655902452,NO
0.21628366608602434,NO
0.5266648800750369,YES
0.5520903122068873,YES
0.5405667961945598,YES
0.42094332038054394,YES
0.16546630041538257,NO
0.36195229800348383,YES
0.15978828889186653,NO
0.18512997454106928,NO
0.26998191075974803,NO
0.7934644244941712,YES
0.22418933404796998,YES
0.29857295993568267,YES
0.9594332038054401,YES
0.39523315020769123,NO
0.12912032694626824,NO
0.9047969985260618,YES
0.08036312474876053,NO
0.9897494305239178,YES
0.1231743266782795,NO
0.39963821519496173,NO
0.2790432801822323,NO
0.2705513868417526,NO
0.13116374112287282,NO
0.5167157979364867,YES
0.10485059627495644,NO
0.6643943454374915,YES
0.3543146187860109,NO
0.39320648532761615,YES
0.3024420474340077,NO
0.23666755996248157,NO
0.6677107061503417,NO
0.38731073294921614,NO
0.9272243065791237,YES
0.6960337665818036,NO
0.8684510250569476,YES
0.08357898968243332,NO
0.11225378534101567,NO
0.18744137746214656,YES
0.05843829559158514,NO
0.07098351869221492,NO
0.3608468444325338,YES
0.1437089642235026,NO
0.0434476751976417,NO
0.4028708294251641,YES
0.04914243601768725,NO
0.3150710170172852,YES
0.05688061101433739,NO
0.17779378266112822,NO
0.1674427174058689,NO
0.12381079994640222,NO
0.05116910089776229,NO
0.19372236366072626,NO
0.028574299879405074,NO
0.18546496047166017,NO
0.057785073026932865,NO
0.1327716735897092,NO
0.0983518692214927,NO
0.09205413372638348,NO
0.20042208227254454,NO
0.13114699182634326,NO
0.3097447407208897,YES
0.2355118585019429,NO
0.31225713520032156,YES
0.0773482513734423,NO
0.09501875921211309,NO
0.21060565456250835,YES
0.6238442985394612,YES
0.6389521640091116,YES
0.2700991558354549,YES
0.1543950154093528,NO
0.02006565724239582,NO
0.25303162267184776,YES
0.13439635535307515,NO
0.2833980972799142,YES
0.09885434811737906,NO
0.10629103577649736,NO
0.1544787618920005,NO
0.17395819375586224,NO
0.048003483853678156,NO
0.7392469516280317,YES
0.04167224976550985,NO
0.6827515744338737,YES
0.15199986600562776,NO
0.5876155701460538,YES
0.19340412702666482,NO
0.23797400509178612,NO
0.2865134664344097,NO
0.13578654696502745,NO
0.25629773549510915,YES
0.217255125284738,NO
0.23030282728125412,YES
0.05436821653490552,NO
0.10521908079860644,NO
0.26760351065255256,YES
0.03941109473402117,NO
0.07542208227254454,NO
0.27651413640627087,YES
0.09746415650542677,NO
0.05031488677475546,NO
0.34217137880209025,YES
0.015342355621063918,NO
0.39096207959265705,YES
0.03170641833043012,NO
0.17722430657912364,NO
0.0666956987806512,NO
0.10228795390593594,NO
0.02277904328018223,NO
0.12431327884228861,NO
0.021104113627227652,NO
0.2341551654830497,NO
0.04785274018491223,NO
0.12478225914511588,NO
0.10329291169770868,NO
0.05852204207423288,NO
0.24085488409486794,NO
0.13948814149805705,NO
0.2653423556210639,YES
0.23365268658716332,NO
0.349373576309795,YES
0.07180423422216266,NO
0.09200388583679484,NO
0.1782627629639555,YES
0.6099926303095269,YES
0.6225211041136272,YES
0.24184309259011116,YES
0.14025860913841615,NO
0.01376792174728661,NO
0.22631649470722232,YES
0.11469918263432934,NO
0.24698512662468175,YES
0.09716266916789494,NO
0.09532024654964491,NO
0.1489849926303095,NO
0.1695531287685917,NO
0.05095136004287819,NO
0.7368518022243065,YES
0.044553128768591715,NO
0.6632051453838937,YES
0.1540600294787619,NO
0.5758743132788422,YES
0.1557684577247755,NO
0.2145752378400107,NO
0.2490452900978159,NO
0.12230336325874312,NO
0.22685247219616772,YES
0.1907744874715262,NO
0.20780852204207423,YES
0.37252110411362716,YES
0.17228326410290767,YES
0.15035843494573226,NO
0.02973000133994371,NO
0.01753651346643441,NO
0.022092322122470857,NO
0.2673690205011389,YES
0.37154964491491355,YES
0.009848586359372906,NO
0.0048405466970387265,NO
0.02478895886372772,NO
0.02024989950422082,NO
0.024989950422082276,NO
0.06592523114029211,NO
0.06384831837062843,NO
0.2431997856090044,YES
0.017034034570548036,NO
0.392586761356023,YES
0.00023449015141364243,NO
0.5050080396623342,YES
0.0,NO
0.04071753986332574,NO
0.04669703872437357,NO
0.016230068337129845,NO
0.028591049175934607,NO
0.06677944526329894,NO
0.029143775961409622,NO
0.023449015141364056,NO
0.18127763633927374,NO
0.27368350529277763,NO
0.7595136004287819,YES
0.2195497789092858,YES
0.2914545089106257,YES
0.9647762293983652,YES
0.37230336325874314,NO
0.12262159989280448,NO
0.941477957925767,YES
0.0797601500736969,NO
0.9978225914511589,YES
0.11825003349859305,NO
0.4148968243333779,NO
0.2852572691946938,NO
0.27976349993300276,NO
0.13012528473804097,NO
0.5189602036714458,YES
0.10314216802894277,NO
0.674996650140694,YES
0.3324065389253651,NO
0.4040600294787618,YES
0.30381548974943046,NO
0.23904596006967704,NO
0.6676772075572824,NO
0.38692549912903657,NO
0.9199718611818303,YES
0.6977924427174059,NO
0.8944124346777436,YES
0.18695564786278973,NO
0.2703671445799276,NO
0.7797634999330026,YES
0.23730403323060428,YES
0.31163741122872834,YES
0.9530684711242127,YES
0.39447943186386164,NO
0.1307952565992228,NO
0.9009279110277366,YES
0.09563848318370628,NO
0.9836024386975746,YES
0.12366005627763633,NO
0.4020836124882754,NO
0.283515342355621,NO
0.27507369690473,NO
0.13193420876323192,NO
0.5255426772075573,YES
0.10496784135066324,NO
0.6626859171914778,YES
0.3516179820447541,NO
0.39744405734959126,YES
0.3168966903390057,NO
0.25418732413238637,NO
0.6673589709232212,NO
0.3893541471258207,NO
0.9211945598284871,YES
0.693102639689133,NO
0.8693889856626021,YES
0.18970253249363528,NO
0.2808354549108937,NO
0.7962280584215462,YES
0.22740519898164274,YES
0.31145316896690334,YES
0.9669703872437356,YES
0.39578587699316625,NO
0.1384496851132252,NO
0.9065724239581937,YES
0.0825070347045424,NO
1.0,YES
0.12255460270668629,NO
0.3887846710438161,NO
0.2684242261825003,NO
0.25639823127428646,NO
0.15012394479431862,NO
0.5282560632453437,YES
0.12327482245745676,NO
0.6820313546831032,YES
0.3483518692214927,NO
0.41318839608736424,YES
0.3105319576577783,NO
0.24505895752378393,NO
0.6776597882888918,NO
0.3959366206619322,NO
0.9281120192951896,YES
0.708478493903256,NO
0.876808924025191,YES
0.17910022779043278,NO
0.2746884630845504,NO
0.7599490821385502,YES
0.21849457322792443,YES
0.28915985528607796,YES
0.9610076376792174,YES
0.36888650676671575,NO
0.12059493501272943,NO
0.9376758676135601,YES
0.08084885434811737,NO
0.9950254589307248,YES
0.12017620259949081,NO
0.411831703068471,NO
0.2751406940908482,NO
0.27093662066193214,NO
0.13359238911965698,NO
0.5173522712046094,YES
0.1072122470856224,NO
0.676068605118585,YES
0.3293581669569877,NO
0.40704140426102103,YES
0.30254254321318497,NO
0.23688530081736564,NO
0.6695531287685917,NO
0.3855520568136138,NO
0.9208763231944257,YES
0.6935716199919604,NO
0.9049979900844165,YES
0.08326075304837195,NO
0.10408012863459734,NO
0.18636942248425564,YES
0.6367747554602706,YES
0.6459701192549913,YES
0.2588603778641297,YES
0.14948747152619585,NO
0.021405600964759477,NO
0.2402686587163339,YES
0.12841685649202733,NO
0.2585756398231274,YES
0.10426437089642235,NO
0.1083511992496315,NO
0.1657007905667962,NO
0.18191410960739646,NO
0.06880611014337397,NO
0.7471358702934477,YES
0.061871901380142036,NO
0.6835052927777032,YES
0.15675666622001877,NO
0.6000100495779176,YES
0.17345571485997585,NO
0.22963285542007233,NO
0.26433739782929117,NO
0.13349189334047967,NO
0.2410558756532225,YES
0.20430791906739915,NO
0.21735562106391526,YES
0.08409821787484924,NO
0.10617379070079055,NO
0.21169435883692883,YES
0.6320682031354683,YES
0.6622671847782393,YES
0.27646388851668224,YES
0.15017419268390725,NO
0.025391933538791364,NO
0.2550080396623342,YES
0.12615570146053862,NO
0.29061704408414846,YES
0.10299142436017686,NO
0.09093193085890391,NO
0.13731073294921614,NO
0.15141364062709367,NO
0.07093327080262629,NO
0.758374648264773,YES
0.0639488141498057,NO
0.7334684443253383,YES
0.14643909955781853,NO
0.632520434141766,YES
0.18134463352539187,NO
0.22708696234758136,NO
0.287350931260887,NO
0.13901916119522978,NO
0.2571184510250569,YES
0.22293313680825405,NO
0.23641632051453831,YES
0.07641029076778774,NO
0.09431528875787216,NO
0.08406471928179017,NO
0.1186352673187726,NO
0.052559292509714584,NO
0.10369489481441779,NO
0.13434610746348652,NO
0.021941578453704938,NO
0.23286546965027466,NO
0.04976215998928045,NO
0.08327750234490151,NO
0.06612622269864665,NO
0.37382754924293177,YES
0.36687659118317023,YES
0.38173321720487735,YES
0.02462146589843226,NO
0.1259547099021841,NO
0.023114029210773143,NO
0.05016414310598953,NO
0.13114699182634326,NO
0.04430188932064853,NO
0.02495645182902318,NO
0.07418263432935816,NO
0.0696938228594399,NO
0.06379807048103979,NO
0.0925398633257403,NO
0.060498459064719276,NO
0.23442315422752236,NO
0.34262360980838796,YES
0.2126155701460538,YES
0.1355855554066729,NO
0.031488677475546026,NO
0.0067332172048773925,NO
0.007302693286881951,NO
0.2823763901916119,YES
0.3306143641967037,YES
0.0025458930724909547,NO
0.01758676135602305,NO
0.008307651078654697,NO
0.0389086158381348,NO
0.017117781053195766,NO
0.0643172986734557,NO
0.06579123676805573,NO
0.280567466166421,YES
0.011121532895618385,NO
0.3824701862521773,YES
0.0015074366876591215,NO
0.5175700120594935,YES
0.008374648264772883,NO
0.04311268926705079,NO
0.03817164679083478,NO
0.017821251507436686,NO
0.024487471526195896,NO
0.0538824869355487,NO
0.01777100361784805,NO
0.02174058689535039,NO
0.07095002009915582,NO
0.09111617312072892,NO
0.1893005493769262,YES
0.6253852338201795,YES
0.6497889588637277,YES
0.2547065523248023,YES
0.14208428246013666,NO
0.01445464290499799,NO
0.23963218544821113,YES
0.11397896288355887,NO
0.2629807048103979,YES
0.09719616776095404,NO
0.09979230872303362,NO
0.1488677475546027,NO
0.16988811469918264,NO
0.04378266112823262,NO
0.7447407208897227,YES
0.03758542141230068,NO
0.696753986332574,YES
0.14890124614766181,NO
0.6029244271740587,YES
0.16039126356693012,NO
0.20909821787484922,NO
0.25792241725847515,NO
0.12268859707892267,NO
0.23835923891196564,YES
0.19797668497923088,NO
0.21588168296931526,YES
0.3797902988074501,YES
0.1686319174594667,YES
0.1476617982044754,NO
0.029847246415650543,NO
0.008274152485595605,NO
0.01478962883558891,NO
0.26512461476617977,YES
0.37977354951092046,YES
0.004941042476216,NO
0.009178614498191073,NO
0.015627093662066188,NO
0.026748626557684584,NO
0.01845772477555943,NO
0.062123140828085205,NO
0.06173790700790566,NO
0.2481240787886908,YES
0.013952164009111617,NO
0.4063714323998391,YES
0.0008542141230068363,NO
0.5120762427978025,YES
0.00016749296529545987,NO
0.034034570548036984,NO
0.04389990620393944,NO
0.016347313412836656,NO
0.02076912769663674,NO
0.062474876055205686,NO
0.022913037652418596,NO
0.020383893876457185,NO
0.11201929518960203,NO
0.09935682701326541,NO
0.15781187190138013,NO
0.293028942784403,NO
0.18997052123810798,NO
0.21030416722497652,NO
0.18245008709634192,NO
0.06297735495109204,NO
0.15720889722631648,NO
0.5094298539461343,YES
0.19789293849658313,NO
0.404311268926705,YES
0.09557148599758811,NO
0.15935280718209838,NO
0.08046362052793782,NO
0.1069275090446201,NO
0.3031120192951896,NO
0.10163473134128367,NO
0.18618518022243064,NO
0.10485059627495644,NO
0.2163004153825539,NO
0.4907376390191612,YES
0.5189434543749163,YES
0.514454642904998,YES
0.43216534905533954,YES
0.1655165483049712,NO
0.3593059091518156,YES
0.16313814819777567,NO
0.3823696904730001,YES
0.17238375988208493,YES
0.13677475546027063,NO
0.030332976015007368,NO
0.003986332574031894,NO
0.00822390459600697,NO
0.25494104247621596,YES
0.3850495779177274,YES
0.0021941578453704945,NO
0.010217070883022913,NO
0.010183572289963822,NO
0.027368350529277774,NO
0.017184778239313955,NO
0.06378132118451024,NO
0.06413305641163071,NO
0.25018424226182495,YES
0.00996583143507973,NO
0.4155667961945598,YES
0.0013901916119523003,NO
0.5149236232078253,YES
0.0040700790566796236,NO
0.0316226718477824,NO
0.03882486935548707,NO
0.016481307785073028,NO
0.020015409352807177,NO
0.05421747286613962,NO
0.017486265576845773,NO
0.019646924829157177,NO
0.11510116575103845,NO
0.09858635937290633,NO
0.16606927509044622,NO
0.28649671713788016,NO
0.19137746214658985,NO
0.21564719281790162,NO
0.19471057215596943,NO
0.06681294385635803,NO
0.1543950154093528,NO
0.5042040734289159,YES
0.20618384027870829,NO
0.41863191745946665,YES
0.09604046630041536,NO
0.1552492295323596,NO
0.0749698512662468,NO
0.09676068605118583,NO
0.30292777703336454,NO
0.08830229130376523,NO
0.1775090446201259,NO
0.10843494573227923,NO
0.2043246683639287,NO
0.486466568404127,YES
0.5143541471258207,YES
0.5086928848988342,YES
0.44563178346509436,YES
0.17487940506498728,NO
0.36233753182366335,YES
0.16082674527669838,NO
